# ^zz++++=##
# ^zz++++=EXTRAWORD
Root ^nn++++=Root
fall ^vb++++=fall.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
Timothy ^np++++=Timothy
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
on ^rb+phrv+++=on
with ^in+ppvb+++=with
your ^pp$+pp2+++=your
root ^nn++++=root,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
walked ^vbd+++xvbn+=walked
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
evening ^nn++++=evening
of ^in++++=of
August ^nr++++=August
thirty ^cd++++=thirty-first,
- ^zz++++=EXTRAWORD
first ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
Fillmore ^np+++??+=Fillmore
inspected ^vwbn+++xvbn+=inspected
the ^ati++++=the
pasture ^nn++++=pasture.
. ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
mattock ^nn+++??+=mattock
over ^in++++=over
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
bush ^nn++++=bush
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cut ^vpsv++agls+xvbnx+=cut,
, ^zz++++=EXTRAWORD
every ^at++++=every
root ^nn++++=root
dug ^vwbn+++xvbn+=dug
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
hole ^nn++++=hole
filled ^vbd+++xvbn+=filled.
. ^zz++++=EXTRAWORD
Fillmore ^np+++??+=Fillmore
walked ^vbd+++xvbn+=walked
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
to ^to++++=to
discover ^nn+nom+++=discover
one ^cd1++++=one
surviving ^xvbg+++xvbg+=surviving
sprout ^vb++++=sprout
worth ^in++++=worth
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
the ^ati++++=the
contract ^nn++++=contract.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv+tht0+xvbnx+=found
none ^pn++++=none.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
reluctantly ^rb+cnj+++=reluctantly,
, ^zz++++=EXTRAWORD
" ^zz++++="ye
ye ^pp2+pp2+++=EXTRAWORD
finished ^vbd+++xvbn+=finished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Clean,
clean ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
agreement ^nn+nom+++=agreement."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Fillmore ^np+++??+=Fillmore
counted ^vbd+++xvbn+=counted
out ^rp+pl+++=out
the ^ati++++=the
money ^nn++++=money.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
a ^at++++=a
struggle ^nn++++=struggle
which ^whp+rel+subj++=which
did ^vbd+dod+vrb++=did
him ^pp3o+pp3+++=him
credit ^nn++++=credit,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
two ^cd++++=two
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
that ^dt+dem+++=that
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Ellis ^np++++=Ellis.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
ask ^vb++++=ask
too ^rb++++=too
many ^ap++++=many
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
took ^vbd+++xvbn+=took
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
earned ^vprf+++xvbnx+=earned
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Fillmore ^np+++??+=Fillmore.
. ^zz++++=EXTRAWORD
" ^zz++++="Though
though ^cs+sub+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
this ^dt+dem+++=this
getting ^jj+++xvbg+=getting
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
Folks ^nns++++=Folks
will ^md+prd+++=will
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
growing ^vbg+++xvbgx+=growing
careless ^jj++++=careless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
morning ^nn++++=morning
Ellis ^np++++=Ellis
went ^vbd+++xvbn+=went
to ^in++++=to
Dalrymple ^np+++??+=Dalrymple
to ^to++++=to
buy ^vbi++++=buy
flour ^nn++++=flour.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
mill ^nn++++=mill,
, ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
called ^vbd+++xvbn+=called
from ^in++++=from
the ^ati++++=the
office ^nn++++=office
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
time ^nn++++=time
his ^pp$+pp3+++=his
uncle ^npt++++=uncle
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
a ^at++++=a
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="Sit
sit ^vb++++=EXTRAWORD
down ^rb+phrv+++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
rather ^rb++splt++=rather
stand ^vb++++=stand,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Please
please ^uh++++=EXTRAWORD
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
Fillmore ^np+++??+=Fillmore
pay ^nn++++=pay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
two ^cd++++=two
dollars ^nns++++=dollars
besides ^in+strn+++=besides."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
world ^nn++++=world
is ^vbz+bez+aux++=is
nearing ^vbg+++xvbgx+=nearing
its ^pp$+it+++=its
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
smiled ^vbd+++xvbn+=smiled
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
opened ^vbd+++xvbn+=opened
a ^at++++=a
ledger ^np++++=ledger,
, ^zz++++=EXTRAWORD
closed ^j+++xvbn+=closed
it ^pp3+it+++=it
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cleared ^vbd+++xvbn+=cleared
his ^pp$+pp3+++=his
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
wrong ^jj+pred+++=wrong
about ^in++++=about
ye ^pp2+pp2+++=ye."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
judged ^vbd+vprv+tht0+xvbnx+=judged
ye ^pp2+pp2+++=ye
by ^in++++=by
Joel ^np+++??+=Joel.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
unjust ^jj+pred+++=unjust.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
may ^md+pos+++=may
inherit ^vb++++=inherit
a ^at++++=a
name ^nn++++=name
without ^in++++=without
inheriting ^xvbg+++xvbg+=inheriting
the ^ati++++=the
faults ^nns++++=faults
attached ^vbd+++xvbn+=attached
to ^in++++=to
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
need ^nn++++=need
a ^at++++=a
reliable ^nn++++=reliable
lad ^np++++=lad
here ^rn+pl+++=here
at ^in++++=at
the ^ati++++=the
mill ^nn++++=mill.
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
would ^md+prd+++=would
begin ^vb++++=begin
with ^in++++=with
errands ^nns+++??+=errands,
, ^zz++++=EXTRAWORD
weighing ^nvbg+++xvbg+=weighing
sacks ^nns++++=sacks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keeping ^jj+atrb++xvbg+=keeping
tally ^nn++++=tally.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
ye ^pp2+pp2+++=ye
prove ^vb+vprv+++=prove
able ^jj++++=able,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+vrb++=be
better ^jjr+atrb+++=better
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Wages ^nns++++=Wages
are ^vb+ber+vrb++=are
eight ^cd++++=eight
dollars ^nns++++=dollars
a ^at++++=a
month ^nn++++=month
at ^rb++++=at
first ^rb"++++=first."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
more ^rbr++++=more
than ^in++++=than
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Green ^np++++=Green
offered ^vbd+++xvbn+=offered,
, ^zz++++=EXTRAWORD
counting ^nvbg+++xvbg+=counting
board ^nn++++=board."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
offered ^vbd+++xvbnx+=offered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
looked ^vbd+++xvbn+=looked
up ^rp++++=up
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Timothy ^np++++=Timothy's
's ^$++++=EXTRAWORD
face ^nn++++=face
remained ^vbd+++xvbn+=remained
grave ^jj++++=grave.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
another ^dt++++=another
matter ^nn++++=matter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
his ^pp$+pp3+++=his
uncle ^nn++++=uncle.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cottage ^nn+nom+++=cottage
beyond ^in++++=beyond
my ^pp$+pp1+++=my
orchard ^nn++++=orchard
is ^vbz+bez+vrb++=is
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^nn++++=mother
can ^md+pos+++=can
live ^vb++++=live
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
No ^at++++=No
rent ^nn++++=rent.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
may ^md+pos+++=may
take ^vb++++=take
her ^pp$+pp3+++=her
meals ^nns++++=meals
at ^in++++=at
my ^pp$+pp1+++=my
house ^nn++++=house
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
chooses ^vbz++++=chooses,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
my ^pp$+pp1+++=my
housekeeper ^nn+nom+++=housekeeper
will ^md+prd+++=will
likely ^jj+atrb+++=likely
fuss ^nn++++=fuss
over ^in++++=over
her ^pp$+pp3+++=her
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
chooses ^vbz++++=chooses
or ^cc++++=or
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
could ^md+pos+++=could
not ^xnot++not++=not
speak ^vb++++=speak
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
accept ^vb+vprv+++=accept
on ^in++++=on
one ^cd1++++=one
condition ^nn+nom+++=condition."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
wheeled ^vbd+++xvbn+=wheeled
around ^rp++++=around.
. ^zz++++=EXTRAWORD
" ^zz++++="Condition!
condition ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
are ^vb+ber+vrb++=are
bold ^jj+pred+++=bold
for ^in++++=for
a ^at++++=a
new ^jj+atrb+++=new
hand ^nn++++=hand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
never ^rb++splt++=never
speak ^vb++++=speak
against ^in++++=against
Father ^nn++++=Father
to ^in++++=to
me ^pp1o+pp1+++=me
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
frowned ^vbd+++xvbn+=frowned.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
his ^pp$+pp3+++=his
expression ^nn++++=expression
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
spoke ^vbd+++xvbnx+=spoke
the ^ati++++=the
truth ^nn++++=truth
about ^in++++=about
his ^pp$+pp3+++=his
conduct ^nn++++=conduct."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps.
perhaps ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
father ^nn++++=father."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
paced ^vbd+++xvbn+=paced
once ^rb+tm+++=once
across ^in+pl+++=across
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
say ^vb+vpub+++=say
no ^at++++=no
more ^rbr++++=more
against ^in++++=against
Joel ^np+++??+=Joel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
work ^vb++++=work
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mind,
mind ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
expect ^vb+vprv+tht0++=expect
ye ^pp2+pp2+++=ye
at ^in++++=at
seven ^cd++++=seven
sharp ^jj++++=sharp."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
shirking ^nn++++=shirking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
a ^at++++=a
task ^nn++++=task
is ^vbz+bez+aux++=is
begun ^vpsv++agls+xvbnx+=begun,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
finished ^vpsv++agls+xvbnx+=finished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
met ^vbd+++xvbn+=met
his ^pp$+pp3+++=his
uncle ^nn++++=uncle's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
twitched ^vbd+++xvbn+=twitched
at ^rb++++=at
one ^cd1++++=one
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
" ^zz++++="Aye,"
aye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
reckon ^vb+vprv+tht0++=reckon
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Duncan ^np++++=Duncan
moved ^vbd+++xvbn+=moved
to ^in++++=to
the ^ati++++=the
orchard ^nn++++=orchard
cottage ^nn+nom+++=cottage
before ^cs+sub+++=before
the ^ati++++=the
week ^nn++++=week
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
freedom ^nn+nom+++=freedom
from ^in++++=from
worry ^nn++++=worry
her ^pp3o+pp3+++=her
health ^nn++++=health
slowly ^rb++++=slowly
improved ^jj+++xvbn+=improved.
. ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
proved ^vbd+vprv++xvbn+=proved
as ^ql++++=as
faithful ^jj++++=faithful
at ^rb++++=at
the ^ati++++=the
mill ^nn++++=mill
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
pasture ^nn++++=pasture.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
perfect ^jj++++=perfect,
, ^zz++++=EXTRAWORD
for ^in++++=for
no ^at++++=no
honest ^jj+atrb+++=honest
boy ^nn++++=boy
is ^vbz+bez+vrb++=is;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
prompt ^jj+pred+++=prompt,
, ^zz++++=EXTRAWORD
teachable ^jj++++=teachable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dependable ^jj++++=dependable,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
qualities ^nns+nom+++=qualities
close ^vb++++=close
enough ^qlp++++=enough
to ^in++++=to
perfection ^nn+nom+++=perfection
for ^in++++=for
ordinary ^jj+atrb+++=ordinary
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
winter ^nn++++=winter
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
Ellis ^np++++=Ellis
had ^vbd+hvd+aux++=had
balanced ^vprf+++xvbnx+=balanced
a ^at++++=a
difficult ^jj+atrb+++=difficult
account ^nn++++=account,
, ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
looked ^vbd+++xvbn+=looked
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="Ye
ye ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
good ^jj+atrb+++=good
head ^nn++++=head."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
steady ^jj+atrb+++=steady
habits ^nns++++=habits."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
so ^ql++++=so."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Timothy ^np++++=Timothy
tapped ^vwbn+++xvbn+=tapped
the ^ati++++=the
ledger ^np++++=ledger.
. ^zz++++=EXTRAWORD
" ^zz++++="Keep
keep ^vb++++=EXTRAWORD
on ^rb+phrv+++=on
as ^ql++++=as
ye ^pp2+pp2+++=ye
have ^vb+hv+aux++=have
begun ^vprf+++xvbnx+=begun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
may ^md+pos+++=may
come ^vprf+++xvbn+=come
a ^at++++=a
time ^nn++++=time
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
think ^vb+vprv+++=think
of ^in++++=of
ye ^pp2+pp2+++=ye
less ^rbr++++=less
as ^in++++=as
a ^at++++=a
hired ^jj+atrb++xvbn+=hired
lad ^nn++++=lad
and ^cc++++=and
more ^rbr++++=more
as ^rb++++=as
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
son ^nn++++=son."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
roughly ^rb+down+++=roughly
and ^cc+phrs+++=and
immediately ^rb+tm+++=immediately
began ^vbd+++xvbn+=began
sharpening ^vbg+++xvbg+=sharpening
a ^at++++=a
pencil ^nn++++=pencil
that ^tht+rel+subj++=that
did ^vbd+dod+aux++=did
not ^xnot++not++=not
require ^vb+vsua+++=require
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
understood ^vwbn+vprv++xvbn+=understood.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
snow ^nn++++=snow
covered ^vbd+++xvbn+=covered
the ^ati++++=the
Fillmore ^np+++??+=Fillmore
pasture ^nn++++=pasture.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
it ^pp3+it+++=it
no ^at++++=no
elder ^jjr+atrb+++=elder
roots ^nns++++=roots
remained ^vbd+++xvbn+=remained.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
taken ^vpsv++agls+xvbnx+=taken
out ^rp+pl+++=out
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
painfully ^rb+cnj+++=painfully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
completely ^rb+amp+++=completely
root ^nn++++=root
and ^cc++++=and
branch ^nn++++=branch.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
an ^at++++=an
old ^jj+atrb+++=old
prejudice ^nn++++=prejudice
been ^vprf+ben+aux+xvbn+=been
torn ^vpsv++agls+xvbnx+=torn
from ^in++++=from
Timothy ^np++++=Timothy
Duncan ^np++++=Duncan's
's ^$++++=EXTRAWORD
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
harder ^jjr+atrb+++=harder
labour ^nn++++=labour,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
admitted ^vpsv++agls+xvbn+=admitted
that ^tht+vcmp+++=that
ellis ^np++++=Ellis
had ^vbd+hvd+aux++=had
performed ^vwbn+++xvbn+=performed
both ^abx++++=both
