# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Many ^ap++++=Many
not ^xnot++not++=not
Christ ^np++++=Christ's,
's, ^nn+++??+=EXTRAWORD
but ^cc++++=but
his ^pp$+pp3+++=his
own ^ap++++=own
thick ^jj+atrb+++=thick,
, ^zz++++=EXTRAWORD
hairy ^jj+atrb+++=hairy
hand ^nn++++=hand
pushing ^vwbg+++xvbg+=pushing
a ^at++++=a
living ^jj+atrb++xvbg+=living
thing ^nn++++=thing
toward ^in++++=toward
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
learned ^jj+atrb++xvbn+=learned
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing
of ^in++++=of
exegesis ^nn++++=exegesis,
, ^zz++++=EXTRAWORD
criticism ^nn+nom+++=criticism,
, ^zz++++=EXTRAWORD
ecclesiastical ^jj+atrb+++=ecclesiastical
politics ^nn++++=politics,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
precise ^jj+atrb+++=precise
errors ^nns++++=errors
of ^in++++=of
the ^ati++++=the
count ^nn++++=count.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
disputed ^vprf+++xvbnx+=disputed
with ^in++++=with
a ^at++++=a
seminarian ^nn++++=seminarian.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
those ^dt+dem+++=those
pages ^nns++++=pages,
, ^zz++++=EXTRAWORD
something ^pn++++=something
hard ^jj++++=hard
in ^in++++=in
him ^pp3o+pp3+++=him
had ^vbd+hvd+aux++=had
softened ^vprf+++xvbnx+=softened;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
pitied ^vprf+++xvbnx+=pitied
a ^at++++=a
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
a ^at++++=a
prisoner ^nn+nom+++=prisoner,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
two ^cd++++=two
moths ^nns++++=moths.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
book ^nn++++=book
made ^vbd+++xvbn+=made
a ^at++++=a
man ^nn++++=man
less ^rbr++++=less
cruel ^jj++++=cruel,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
could ^md+pos+++=could
cruelty ^vb++++=cruelty
be ^vb+be+vrb++=be
the ^ati++++=the
answer ^nn++++=answer
to ^in++++=to
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^npt++++=Archbishop
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
" ^zz++++="Deacon!"
deacon ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
great ^jj++++=great
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
Eminence ^nn+nom+++=Eminence,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
travelled ^j+++xvbn+=travelled
to ^in++++=to
the ^ati++++=the
last ^jj+atrb+++=last
door ^nn++++=door,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
Christ ^np++++=Christ
malice ^nn++++=malice?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
rustle ^nn++++=rustle
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
cathedral ^nn+nom+++=cathedral.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
saying ^nvbg+++xvbg+=saying?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ask ^vb++++=ask:
: ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
Christ ^np++++=Christ
malice ^nn++++=malice?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Complete
complete ^jj++++=EXTRAWORD
the ^ati++++=the
appointed ^jj+atrb++xvbn+=appointed
formula ^nn++++=formula."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
taught ^vbd+vsua++xvbnx+=taught
mercy ^nn++++=mercy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Church ^nn++++=Church
has ^vbz+hvz+aux++=has
judged ^vprf+++xvbnx+=judged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
let ^vb+++xvbn+=let
the ^ati++++=the
Church ^nn++++=Church
judge ^nn++++=judge
me ^pp1o+pp1+++=me
also ^rb++++=also."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Somebody ^pn++++=Somebody
gasped ^vbd+++xvbn+=gasped.
. ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
woman ^nn++++=woman
crossed ^vbd+++xvbn+=crossed
herself ^ppl+pp3+++=herself
rapidly ^rb++++=rapidly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
governor ^npt++++=governor
looked ^vbd+++xvbn+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
aide ^nn++++=aide,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
aide ^nn++++=aide
looked ^vbd+++xvbn+=looked
at ^rb++++=at
a ^at++++=a
colonel ^nn++++=colonel,
, ^zz++++=EXTRAWORD
since ^rb++++=since
in ^in++++=in
official ^jj+atrb+++=official
life ^nn++++=life
responsibility ^nn+nom+++=responsibility
travels ^nns++++=travels
sideways ^jjb++++=sideways
before ^in++++=before
it ^pp3+it+++=it
travels ^nns++++=travels
upward ^jjb++++=upward.
. ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
crept ^vbd+++xvbn+=crept
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
plan ^nn++++=plan,
, ^zz++++=EXTRAWORD
formed ^j+++xvbn+=formed
in ^in++++=in
panic ^nn++++=panic
and ^cc++++=and
not ^xnot++not++=not
entirely ^rb+amp+++=entirely
practical ^jj++++=practical,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
to ^in++++=to
strike ^nn++++=strike
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
behind ^in+pl+++=behind
the ^ati++++=the
knee ^nn++++=knee
with ^in++++=with
the ^ati++++=the
tuning ^jj+atrb++xvbg+=tuning
fork ^nn++++=fork.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
deacon ^np++++=deacon
would ^md+prd+++=would
cough ^vb++++=cough,
, ^zz++++=EXTRAWORD
the ^ati++++=the
choir ^nn++++=choir
could ^md+pos+++=could
enter ^vb++++=enter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
disturbance ^nn+nom+++=disturbance
would ^md+prd+++=would
be ^vb+be+aux++=be
covered ^vpsv++agls+xvbnx+=covered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ecclesiastical ^jj++++=ecclesiastical
order ^to++++=order
restored ^vbd+++xvbn+=restored
in ^in++++=in
B ^zz++++=B-flat
- ^zz++++=EXTRAWORD
flat ^nn++++=EXTRAWORD
major ^jj++++=major.
. ^zz++++=EXTRAWORD
Olympus ^np+++??+=Olympus
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Stand
stand ^vb++++=EXTRAWORD
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
stood ^vbd+++xvbn+=stood
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deacon ^np++++=deacon
looked ^vbd+++xvbn+=looked
again ^rb+tm+++=again
at ^in++++=at
the ^ati++++=the
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
tore ^vbd+++xvbnx+=tore
it ^pp3+it+++=it
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
down ^rp++++=down
the ^ati++++=the
middle ^nn++++=middle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
small ^jj++++=small.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard
everywhere ^rb++++=everywhere.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Father ^nn++++=Father
Olympus ^np+++??+=Olympus.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lifted ^vbd+++xvbnx+=lifted
the ^ati++++=the
candle ^nn++++=candle
high ^jj++++=high.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
chest ^nn++++=chest
expanded ^vbd+++xvbn+=expanded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
arteries ^nns+nom+++=arteries
swelled ^vbd+++xvbn+=swelled
in ^in++++=in
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
instant ^nn+nom+++=instant
he ^pp3a+pp3+++=he
appeared ^vbd+seem++xvbnx+=appeared
not ^xnot++not++=not
comic ^jj++++=comic,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
vain ^rb+cnj+++=vain,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
frightened ^jj+++xvbn+=frightened
of ^in++++=of
draughts ^nns++++=draughts
and ^cc++++=and
governors ^npts++++=governors
and ^cc++++=and
Pelageya ^np+++??+=Pelageya
Andreevna ^np+++??+=Andreevna,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ancient ^jj++++=ancient
and ^cc+phrs+++=and
formidable ^jj++++=formidable,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
figure ^nn++++=figure
hewn ^vwbn+++xvbn+=hewn
for ^in++++=for
the ^ati++++=the
fa ^nn++++=fa
ade ^nn+++??+=ade
of ^in++++=of
some ^dti++++=some
cathedral ^nn+nom+++=cathedral
no ^at++++=no
emperor ^npt++++=emperor
had ^vb+hv+aux++=had
yet ^rb++splt++=yet
built ^vprf+++xvbnx+=built.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
the ^ati++++=the
servant ^nn+nom+++=servant
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
Leo ^np++++=Leo
" ^zz++++="
Piskunov ^np+++??+=Piskunov
squeaked ^vbd+++xvbn+=squeaked.
. ^zz++++=EXTRAWORD
" ^zz++++="
Mnogaya ^np+++??+=Mnogaya
leta ^nn+++??+=leta!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Many ^ap++++=Many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
phrase ^nn++++=phrase
burst ^vbd+++xvbn+=burst
from ^in++++=from
him ^pp3o+pp3+++=him
like ^in++++=like
light ^nn++++=light
through ^in++++=through
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
climbed ^vbd+++xvbn+=climbed
beyond ^in++++=beyond
the ^ati++++=the
choir ^nn++++=choir
stalls ^nns++++=stalls,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
painted ^jj+atrb++xvbn+=painted
saints ^nns++++=saints
and ^cc++++=and
blackened ^jj+atrb+++=blackened
rafters ^nns+nom+++=rafters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chandeliers ^nns+nom+++=chandeliers
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Dust ^nn++++=Dust
fell ^vbd+++xvbn+=fell
from ^in++++=from
a ^at++++=a
cornice ^nn+++??+=cornice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
cathedral ^nn+nom+++=cathedral
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
inhale ^vbi++++=inhale.
. ^zz++++=EXTRAWORD
" ^zz++++="Many
many ^ap++++=EXTRAWORD
years ^nns++++=years!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
choir ^nn++++=choir
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
the ^ati++++=the
note ^nn++++=note.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
command ^nn++++=command
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
request ^nn++++=request.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
young ^jj+atrb+++=young
tenor ^nn++++=tenor,
, ^zz++++=EXTRAWORD
white ^jj++++=white
with ^in++++=with
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
responded ^j+++xvbn+=responded
instinctively ^rb++++=instinctively.
. ^zz++++=EXTRAWORD
A ^at++++=A
bass ^np++++=bass
joined ^vbd+++xvbn+=joined
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
two ^cd++++=two
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
half ^rb++++=half
the ^ati++++=the
choir ^nn++++=choir,
, ^zz++++=EXTRAWORD
dragged ^xvbn+++xvbn+=dragged
by ^in++++=by
habit ^nn++++=habit,
, ^zz++++=EXTRAWORD
music ^nn++++=music,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
courage ^nn+nom+++=courage
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
afterward ^rb++++=afterward
say ^vb+vpub+++=say
which ^wdt+who+whcl++=which.
. ^zz++++=EXTRAWORD
" ^zz++++="Mnogaya
mnogaya ^nn+++??+=EXTRAWORD
leta ^nn+++??+=leta!
! ^zz++++=EXTRAWORD
Many ^ap++++=Many
years ^nns++++=years!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^npt++++=Archbishop
struck ^vbd+++xvbn+=struck
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop!"
stop ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
an ^at++++=an
archbishop ^nn++++=archbishop's
's ^vbz+bez+aux++0=EXTRAWORD
speaking ^vbg+++xvbgx+=speaking
voice ^nn++++=voice
is ^vbz+bez+vrb++=is
a ^at++++=a
modest ^jj+atrb+++=modest
instrument ^nn+nom+++=instrument,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
had ^vb+hv+aux++=had
already ^rb++splt++=already
become ^vb++++=become
a ^at++++=a
silver ^nn++++=silver
trumpet ^nn++++=trumpet
at ^in++++=at
the ^ati++++=the
lips ^nns++++=lips
of ^in++++=of
an ^at++++=an
archangel ^nn++++=archangel.
. ^zz++++=EXTRAWORD
" ^zz++++="Many
many ^ap++++=EXTRAWORD
years ^nns++++=years
to ^in++++=to
him ^pp3o+pp3+++=him
who ^whp+who+++=who
awakened ^vbd+++xvbn+=awakened
pity ^nn++++=pity!
! ^zz++++=EXTRAWORD
Many ^ap++++=Many
years ^nns++++=years
to ^in++++=to
him ^pp3o+pp3+++=him
who ^whp+who+++=who
spoke ^vbd+++xvbn+=spoke
for ^in++++=for
the ^ati++++=the
beaten ^jj+++xvbn+=beaten
and ^cc++++=and
the ^ati++++=the
condemned ^jj+++xvbn+=condemned!
! ^zz++++=EXTRAWORD
Many ^ap++++=Many
years ^nns++++=years!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
congregation ^nn+nom+++=congregation
broke ^vbd+++xvbn+=broke
apart ^in++++=apart
inwardly ^rb++++=inwardly
before ^cs+sub+++=before
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
outwardly ^rb++++=outwardly.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
fled ^jj+++xvbn+=fled.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
knelt ^vbd+++xvbn+=knelt.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
laughed ^jj+++xvbn+=laughed
from ^in++++=from
nervousness ^nns+nom+++=nervousness.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
wept ^vbd+++xvbn+=wept
now ^rn+tm+++=now
without ^in++++=without
knowing ^xvbg+++xvbg+=knowing
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
wept ^vbd+++xvbnx+=wept
for ^in++++=for
Tolstoy ^np++++=Tolstoy,
, ^zz++++=EXTRAWORD
for ^in++++=for
Olympus ^np+++??+=Olympus,
, ^zz++++=EXTRAWORD
for ^in++++=for
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
simply ^rb++++=simply
because ^cs+cos+++=because
the ^ati++++=the
voice ^nn++++=voice
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
their ^pp$+pp3+++=their
bodies ^nns++++=bodies
and ^cc++++=and
shaken ^vwbn+++xvbn+=shaken
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
hidden ^vpsv++agls+xvbnx+=hidden
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deacon ^np++++=deacon
descended ^vbd+++xvbn+=descended
from ^in++++=from
the ^ati++++=the
ambo ^nn+++??+=ambo.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
archpriests ^vbz+++??+=archpriests
attempted ^vprf+++xvbn+=attempted
to ^to+vcmp+++=to
stop ^vbi++++=stop
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
between ^in++++=between
them ^pp3o+pp3+++=them
without ^in++++=without
violence ^nn+nom+++=violence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
spun ^vbd+++xvbnx+=spun
away ^in+pl+++=away
from ^in"++++=from
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
like ^in++++=like
doors ^nns++++=doors
pushed ^vwbn+++xvbn+=pushed
by ^in++++=by
a ^at++++=a
heavy ^jj+atrb+++=heavy
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
vestry ^nn++++=vestry
he ^pp3a+pp3+++=he
removed ^vbd+++xvbnx+=removed
his ^pp$+pp3+++=his
stole ^vbd+++xvbn+=stole
and ^cc++++=and
outer ^jjb+atrb+++=outer
vestment ^nn+nom+++=vestment,
, ^zz++++=EXTRAWORD
folded ^j+++xvbn+=folded
them ^pp3o+pp3+++=them
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vbd+++xvbn+=laid
the ^ati++++=the
torn ^jj+atrb++xvbn+=torn
formula ^nn++++=formula
on ^in++++=on
top ^nn++++=top.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot
leave ^vb++++=leave,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Archpriest ^np+++??+=Archpriest
Vassily ^np+++??+=Vassily,
, ^zz++++=EXTRAWORD
clutching ^vbg+++xvbg+=clutching
his ^pp$+pp3+++=his
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
left ^vprf+++xvbnx+=left."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+aux++=be
suspended ^vpsv++agls+xvbnx+=suspended."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Defrocked!"
defrocked ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Arrested,
arrested ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
March ^nn++++=March
air ^nn++++=air
struck ^vbd+++xvbn+=struck
his ^pp$+pp3+++=his
damp ^jj+atrb+++=damp
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
Snow ^nn++++=Snow
was ^vbd+bedz+vrb++=was
melting ^nn++++=melting
along ^in++++=along
the ^ati++++=the
gutters ^nns+nom+++=gutters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cathedral ^nn+nom+++=cathedral
bells ^nns++++=bells
had ^vb+hv+aux++=had
not ^xnot++not++=not
begun ^vbd+++xvbn+=begun;
; ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
had ^vbd+hvd+aux++=had
ordered ^vprf+++xvbnx+=ordered
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bells ^nns++++=bells,
, ^zz++++=EXTRAWORD
unlike ^in++++=unlike
consciences ^nns+nom+++=consciences,
, ^zz++++=EXTRAWORD
rarely ^rb++++=rarely
act ^nn++++=act
without ^in++++=without
instruction ^nn+nom+++=instruction.
. ^zz++++=EXTRAWORD
Pelageya ^np+++??+=Pelageya
Andreevna ^np+++??+=Andreevna
awaited ^vbd+++xvbn+=awaited
him ^pp3o+pp3+++=him
at ^in++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
News ^nn++++=News,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
scandalous ^jj+atrb+++=scandalous
news ^nn++++=news
involving ^vwbg+++xvbg+=involving
persons ^nns++++=persons
of ^in++++=of
size ^nn++++=size,
, ^zz++++=EXTRAWORD
travels ^nns++++=travels
faster ^rbr++++=faster
than ^in++++=than
carriages ^nns+nom+++=carriages.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
with ^in++++=with
her ^pp$+pp3+++=her
bonnet ^nn++++=bonnet
still ^rb+atrb+++=still
tied ^jj+++xvbn+=tied,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
from ^in++++=from
head ^nn++++=head
to ^in++++=to
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
beast ^nn++++=beast,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ruined ^vbd+++xvbn+=ruined
us ^pp1o+pp1+++=us!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
mad ^jj+atrb+++=mad
ox ^nn++++=ox!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
blaspheming ^jj+atrb++xvbg+=blaspheming
trumpet ^nn++++=trumpet!
! ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
years ^nns++++=years
I ^pp1a+pp1+++=I
guarded ^vbd+++xvbnx+=guarded
that ^dt+dem+++=that
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
boiled ^vbd+++xvbnx+=boiled
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
lozenges ^nns+++??+=lozenges.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stopped ^vbd+++xvbnx+=stopped
you ^pp2+pp2+++=you
drinking ^vbg+++xvbg+=drinking
cold ^jj+atrb+++=cold
beer ^nn++++=beer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
endured ^vbd+++xvbnx+=endured
your ^pp$+pp2+++=your
rehearsals ^nns+nom+++=rehearsals,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
basses ^nns++++=basses,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
stinking ^vbg+++xvbg+=stinking
gargles ^nns+++??+=gargles,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
friends ^nns++++=friends
