# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Easter ^np++++=Easter
, ^zz++++=EXTRAWORD
crimson ^nn+++??+=crimson
from ^in++++=from
the ^ati++++=the
oven ^nn++++=oven,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
among ^in++++=among
cakes ^nns++++=cakes
as ^in++++=as
among ^in++++=among
sacred ^jj+atrb+++=sacred
monuments ^nns+nom+++=monuments.
. ^zz++++=EXTRAWORD
On ^in++++=On
Thursday ^nr++++=Thursday
the ^ati++++=the
children ^nns++++=children
though ^cs+sub+++=though
Lenotchka ^np+++??+=Lenotchka
now ^rn+tm+++=now
objected ^vbd+vpub++xvbn+=objected
to ^in++++=to
being ^nn+nn+aux++=being
counted ^vbd+++xvbn+=counted
among ^in++++=among
them ^pp3o+pp3+++=them
coloured ^vbd+++xvbn+=coloured
eggs ^nns++++=eggs
with ^in++++=with
onion ^nn++++=onion
skins ^nns++++=skins
and ^cc++++=and
scraps ^nns++++=scraps
of ^in++++=of
silk ^nn++++=silk.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
sleeves ^nns++++=sleeves
were ^vbd+bed+aux++=were
rolled ^vpsv++agls+xvbnx+=rolled
above ^jjb++++=above
the ^ati++++=the
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
A ^at++++=A
blue ^jj+atrb+++=blue
stain ^nn++++=stain
marked ^vbd+++xvbn+=marked
the ^ati++++=the
inside ^nn++++=inside
of ^in++++=of
her ^pp$+pp3+++=her
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
Nikolai ^np+++??+=Nikolai
watched ^vbd+++xvbn+=watched
that ^dt+dem+++=that
wrist ^nn++++=wrist
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
caught ^vbd+++xvbnx+=caught
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
staring ^vbg+++xvbg+=staring
at ^rb++++=at?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing."
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nasty,
nasty ^jj+atrb+++=EXTRAWORD
, ^zz++++=EXTRAWORD
horrid ^jj+atrb+++=horrid
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
flicked ^vbd+++xvbnx+=flicked
water ^nn++++=water
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
On ^in++++=On
Easter ^np++++=Easter
Eve ^nn++++=Eve
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
midnight ^nn++++=midnight
service ^nn++++=service.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
was ^vbd+bedz+vrb++=was
cold ^jj+pred+++=cold
and ^cc+phrs+++=and
fragrant ^jj++++=fragrant
with ^in++++=with
thawing ^xvbg+++xvbg+=thawing
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
household ^nn++++=household
walked ^vbd+++xvbn+=walked
except ^in++++=except
Elena ^np++++=Elena's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
went ^vbd+++xvbn+=went
in ^in++++=in
the ^ati++++=the
carriage ^nn+nom+++=carriage
with ^in++++=with
the ^ati++++=the
old ^jj+atrb+++=old
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
Lanterns ^np+++??+=Lanterns
moved ^vbd+++xvbn+=moved
along ^in++++=along
the ^ati++++=the
lane ^nn++++=lane;
; ^zz++++=EXTRAWORD
from ^in++++=from
distant ^jj+atrb+++=distant
quarters ^nns+nom+++=quarters
of ^in++++=of
Moscow ^np++++=Moscow
came ^vbd+++xvbn+=came
bells ^nns++++=bells
answering ^vwbg+++xvbg+=answering
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
near ^in+pl+++=near
and ^cc++++=and
brazen ^vb++++=brazen,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
soft ^jj++++=soft
as ^cs+sub+++=as
if ^cs+cnd+++=if
ringing ^vbg+++xvbg+=ringing
beneath ^in+pl+++=beneath
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
wax ^nn++++=wax
and ^cc++++=and
incense ^nn++++=incense
enveloped ^vbd+++xvbn+=enveloped
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crowd ^nn++++=crowd
pressed ^vbd+++xvbn+=pressed
close ^jj++++=close.
. ^zz++++=EXTRAWORD
Faces ^nns++++=Faces
shone ^vbd+++xvbn+=shone
in ^in++++=in
candlelight ^nn++++=candlelight;
; ^zz++++=EXTRAWORD
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
merchants ^nns+nom+++=merchants,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
women ^nns++++=women,
, ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants
and ^cc++++=and
children ^nns++++=children
waited ^vbd+++xvbn+=waited
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
grave ^jj+atrb+++=grave
expectancy ^nn++++=expectancy.
. ^zz++++=EXTRAWORD
Nikolai ^np+++??+=Nikolai
stood ^vbd+++xvbn+=stood
behind ^in+pl+++=behind
Lenotchka ^np+++??+=Lenotchka.
. ^zz++++=EXTRAWORD
A ^at++++=A
loose ^jj+atrb+++=loose
strand ^nn++++=strand
of ^in++++=of
hair ^nn++++=hair
curled ^vbd+++xvbn+=curled
against ^in++++=against
her ^pp$+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
the ^ati++++=the
crowd ^nn++++=crowd
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
touch ^nn++++=touch
ran ^vbd+++xvbn+=ran
through ^rb+phrv+++=through
him ^pp3o+pp3+++=him
with ^in++++=with
such ^abl++++=such
violence ^nn+nom+++=violence
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
scarcely ^rb+down+++=scarcely
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
prayers ^nns+nom+++=prayers.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
doors ^nns++++=doors
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
voices ^nns++++=voices
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
joy ^nn++++=joy,
, ^zz++++=EXTRAWORD
immense ^jj++++=immense
and ^cc++++=and
public ^nn++++=public,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
over ^in++++=over
the ^ati++++=the
people ^nn++++=people.
. ^zz++++=EXTRAWORD
" ^zz++++="Christ
christ ^np++++=EXTRAWORD
is ^vbz+bez+aux++=is
risen ^vwbn+++xvbn+=risen!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
risen ^vprf+++xvbn+=risen
indeed ^qlp++++=indeed!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
kissed ^vbd+++xvbnx+=kissed
men ^nns++++=men
with ^in++++=with
men ^nns++++=men,
, ^zz++++=EXTRAWORD
women ^nns++++=women
with ^in++++=with
women ^nns++++=women,
, ^zz++++=EXTRAWORD
relatives ^nns++++=relatives,
, ^zz++++=EXTRAWORD
acquaintances ^nns+nom+++=acquaintances,
, ^zz++++=EXTRAWORD
even ^rb++++=even
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
Bells ^nns++++=Bells
poured ^vbd+++xvbn+=poured
their ^pp$+pp3+++=their
sound ^nn++++=sound
into ^in++++=into
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
churchyard ^nn++++=churchyard
flames ^nns++++=flames
trembled ^vbd+++xvbn+=trembled
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
snow ^nn++++=snow
beyond ^in++++=beyond
the ^ati++++=the
fence ^nn++++=fence
shone ^vbd+++xvbn+=shone
bluish ^jj++++=bluish
under ^in++++=under
the ^ati++++=the
stars ^nns++++=stars.
. ^zz++++=EXTRAWORD
Returning ^vbg+++xvbg+=Returning
home ^nr++++=home,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
people ^nns++++=people
ran ^vbd+++xvbn+=ran
ahead ^rb+pl+++=ahead
of ^in++++=of
the ^ati++++=the
elders ^nns++++=elders.
. ^zz++++=EXTRAWORD
Sergei ^np+++??+=Sergei
and ^cc++++=and
Katya ^np+++??+=Katya
began ^vbd+++xvbn+=began
a ^at++++=a
contest ^nn++++=contest,
, ^zz++++=EXTRAWORD
tapping ^vbg+++xvbg+=tapping
coloured ^jj+atrb++xvbn+=coloured
eggs ^nns++++=eggs
together ^nn+nom+++=together
to ^to++++=to
see ^vbi+vprv+++=see
whose ^whp+wp$r+whcl++=whose
shell ^nn++++=shell
was ^vbd+bedz+vrb++=was
strongest ^jjt+pred+++=strongest.
. ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
threw ^vbd+++xvbn+=threw
a ^at++++=a
snowball ^nn+++??+=snowball.
. ^zz++++=EXTRAWORD
Lenotchka ^np+++??+=Lenotchka
slipped ^vbd+++xvbn+=slipped
through ^in++++=through
the ^ati++++=the
gate ^nn++++=gate
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
toward ^in++++=toward
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
a ^at++++=a
glove ^nn++++=glove.
. ^zz++++=EXTRAWORD
Nikolai ^np+++??+=Nikolai
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
very ^ql+amp+++=very
well ^rb++++=well
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
both ^abx++++=both
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
one ^pn++++=one
in ^in++++=in
each ^dt++++=each
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
garden ^nn++++=garden
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
winter ^nn++++=winter
nor ^cc++neg++=nor
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Snow ^nn++++=Snow
remained ^vbd+++xvbn+=remained
beneath ^in+pl+++=beneath
the ^ati++++=the
fir ^nn++++=fir
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
earth ^nn++++=earth
beside ^in+pl+++=beside
the ^ati++++=the
path ^nn++++=path
was ^vbd+bedz+vrb++=was
bare ^jj+pred+++=bare
and ^cc+phrs+++=and
breathing ^jj+++xvbg+=breathing;
; ^zz++++=EXTRAWORD
water ^nn++++=water
dripped ^vbd+++xvbn+=dripped;
; ^zz++++=EXTRAWORD
last ^rb++++=last
year ^nn++++=year's
's ^$++++=EXTRAWORD
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
black ^jj++++=black
and ^cc+phrs+++=and
glossy ^jj++++=glossy,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
out ^rp+pl+++=out
a ^at++++=a
bitter ^jj+atrb+++=bitter
smell ^nn++++=smell.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
them ^pp3o+pp3+++=them
the ^ati++++=the
branches ^nns++++=branches
were ^vbd+bed+vrb++=were
still ^rb+atrb+++=still
naked ^jj+pred+++=naked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^in++++=through
their ^pp$+pp3+++=their
net ^jjb++++=net
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
a ^at++++=a
sky ^nn++++=sky
flaming ^jj++++=flaming
faintly ^rb++++=faintly
in ^in++++=in
the ^ati++++=the
east ^np+pl+++=east.
. ^zz++++=EXTRAWORD
Lenotchka ^np+++??+=Lenotchka
stood ^vbd+++xvbn+=stood
near ^in+pl+++=near
the ^ati++++=the
currant ^jj+atrb+++=currant
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
lost ^vbd+++xvbn+=lost
a ^at++++=a
glove ^nn++++=glove."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
several ^ap++++=several
paces ^nns++++=paces
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
heart ^nn++++=heart
struck ^vbd+++xvbn+=struck
so ^ql++++=so
heavily ^rb++++=heavily
that ^cs+sub+++=that
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
shake ^vbi++++=shake
his ^pp$+pp3+++=his
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
speeches ^nns++++=speeches
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
composed ^vprf+++xvbnx+=composed
deserted ^jj+++xvbn+=deserted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Lenotchka
lenotchka ^nn+++??+=EXTRAWORD
" ^zz++++="
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Lenotchka
lenotchka ^nn+++??+=EXTRAWORD
" ^zz++++="
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lowered ^vbd+++xvbnx+=lowered
her ^pp3o+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
known ^vprf++tht0+xvbnx+=known
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
unable ^jj++++=unable
to ^to+jcmp+++=to
answer ^vb++++=answer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
one ^cd1++++=one
step ^nn++++=step,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
loved ^vprf+++xvbnx+=loved
you ^pp2+pp2+++=you
all ^rb++++=all
year ^nn++++=year.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
only ^rb+down+++=only
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
die ^vb++++=die
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
schoolboy ^nn++++=schoolboy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
Lenotchka ^np+++??+=Lenotchka,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you
" ^zz++++="
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
absurd ^jj+pred+++=absurd,
, ^zz++++=EXTRAWORD
solemn ^jj++++=solemn,
, ^zz++++=EXTRAWORD
excessive ^jj++++=excessive;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
also ^rb++++=also
entirely ^rb+amp+++=entirely
true ^jj++++=true.
. ^zz++++=EXTRAWORD
Tears ^nns++++=Tears
stood ^vbd+++xvbn+=stood
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
frightened ^vbd+++xvbn+=frightened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
whether ^cs+who+++=whether
from ^in++++=from
tenderness ^nns+nom+++=tenderness,
, ^zz++++=EXTRAWORD
curiosity ^nn+nom+++=curiosity
or ^cc++++=or
the ^ati++++=the
contagion ^nn++++=contagion
of ^in++++=of
that ^dt+dem+++=that
holy ^jj+atrb+++=holy
night ^nn++++=night
she ^pp3a+pp3+++=she
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seized ^vbd+++xvbnx+=seized
them ^pp3o+pp3+++=them
and ^cc++++=and
kissed ^vbd+++xvbn+=kissed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
first ^rb++++=first
the ^ati++++=the
gloves ^nns++++=gloves
and ^cc++++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
one ^cd1++++=one
glove ^nn++++=glove
had ^vbd+hvd+aux++=had
loosened ^vprf+++xvbnx+=loosened,
, ^zz++++=EXTRAWORD
the ^ati++++=the
warm ^jj+atrb+++=warm
skin ^nn++++=skin
at ^rb++++=at
her ^pp3o+pp3+++=her
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
whispered ^vbd+vpub+tht0+xvbnx+=whispered
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
toward ^in++++=toward
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
body ^nn++++=body,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
familiar ^jj++++=familiar
in ^in++++=in
games ^nns++++=games
and ^cc++++=and
so ^rb++++=so
wholly ^rb++++=wholly
unknown ^jj++++=unknown
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
yielded ^j+++xvbn+=yielded
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
her ^pp$+pp3+++=her
waist ^nn++++=waist
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
the ^ati++++=the
soft ^jj+atrb+++=soft
pressure ^nn++++=pressure
of ^in++++=of
her ^pp$+pp3+++=her
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
coolness ^nns+nom+++=coolness
of ^in++++=of
her ^pp$+pp3+++=her
cheek ^nn++++=cheek
and ^cc++++=and
the ^ati++++=the
warmth ^nn++++=warmth
of ^in++++=of
her ^pp$+pp3+++=her
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
kiss ^vb++++=kiss
was ^vbd+bedz+vrb++=was
clumsy ^jj+pred+++=clumsy.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
teeth ^nn++++=teeth
touched ^vbd+++xvbn+=touched;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cap ^nn++++=cap
fell ^vbd+++xvbn+=fell
off ^in+strn+++=off;
; ^zz++++=EXTRAWORD
somewhere ^rb++++=somewhere
close ^jj++++=close
by ^in++++=by
a ^at++++=a
branch ^nn++++=branch
released ^vwbn+++xvbn+=released
a ^at++++=a
load ^nn++++=load
of ^in++++=of
melted ^vbd+++xvbn+=melted
snow ^nn++++=snow
with ^in++++=with
a ^at++++=a
wet ^jj+atrb+++=wet
thump ^nn++++=thump.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
no ^at++++=no
later ^rbr+tm+++=later
embrace ^vb++++=embrace,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however
skilful ^jj++++=skilful
or ^cc+phrs+++=or
desired ^jj+++xvbn+=desired,
, ^zz++++=EXTRAWORD
ever ^rb++++=ever
possessed ^jj+++xvbn+=possessed
for ^in++++=for
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
trembling ^vbg+nom++xvbg+=trembling
gratitude ^nn++++=gratitude,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
sense ^nn++++=sense
that ^tht+ncmp+++=that
all ^abn++++=all
creation ^nn+nom+++=creation
the ^ati++++=the
bells ^nns++++=bells,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wet ^jj+atrb+++=wet
earth ^nn++++=earth
and ^cc++++=and
the ^ati++++=the
rising ^jj+atrb++xvbg+=rising
dawn ^nn++++=dawn
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
his ^pp$+pp3+++=his
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
pushed ^vbd+++xvbnx+=pushed
him ^pp3o+pp3+++=him
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Kolya ^np+++??+=Kolya
" ^zz++++="
" ^zz++++="Lenotchka!"
lenotchka ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
flushed ^vpsv++agls+xvbnx+=flushed;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lips ^nns++++=lips
were ^vbd+bed+vrb++=were
damp ^nn++++=damp;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
enormous ^jj++++=enormous
in ^in++++=in
the ^ati++++=the
uncertain ^jj+atrb+++=uncertain
light ^nn++++=light,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
almost ^rb+hdg+++=almost
angry ^jj++++=angry.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
again ^rb+tm+++=again
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Nasty,
nasty ^jj+atrb+++=EXTRAWORD
, ^zz++++=EXTRAWORD
horrid ^jj+atrb+++=horrid
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
house ^nn++++=house
Sergei ^np+++??+=Sergei
called ^vbd+++xvbn+=called
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Lenotchka ^np+++??+=Lenotchka
stooped ^vbd+++xvbn+=stooped,
, ^zz++++=EXTRAWORD
picked ^j+++xvbn+=picked
up ^rp++++=up
his ^pp$+pp3+++=his
cap ^nn++++=cap
and ^cc++++=and
thrust ^nn+++xvbn+=thrust
it ^pp3+it+++=it
against ^in++++=against
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
word ^nn++++=word
to ^in++++=to
