# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Deposition ^nn+nom+++=Deposition
I ^pp1a+pp1+++=I
succeeded ^vbd+++xvbnx+=succeeded
completely ^rb+cnj+++=completely,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lost ^vbd+++xvbnx+=lost
his ^pp$+pp3+++=his
distinction ^nn+nom+++=distinction
from ^in++++=from
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
we ^pp1a+pp1+++=we
educated ^vbd+++xvbn+=educated
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
six ^cd++++=six
months ^nns++++=months
he ^pp3a+pp3+++=he
suffered ^vbd+++xvbnx+=suffered
a ^at++++=a
collapse ^nn++++=collapse.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands
shook ^vbd+++xvbn+=shook
so ^rb++++=so
violently ^rb++++=violently
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
light ^nn++++=light
my ^pp$+pp1+++=my
cigarettes ^nns+nom+++=cigarettes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
a ^at++++=a
sanatorium ^nn++++=sanatorium,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
a ^at++++=a
letter ^nn++++=letter
I ^pp1a+pp1+++=I
received ^vbd+++xvbnx+=received
years ^nns++++=years
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
enjoyed ^vbd+++xvbnx+=enjoyed
long ^rb++++=long
walks ^nns++++=walks
behind ^in+pl+++=behind
iron ^nn++++=iron
gates ^nns++++=gates.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
trainers ^nns+nom+++=trainers
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
improved ^vbd+++xvbn+=improved
my ^pp$+pp1+++=my
pronunciation ^nn+nom+++=pronunciation
by ^in++++=by
placing ^xvbg+++xvbg+=placing
pebbles ^nns++++=pebbles
under ^in++++=under
my ^pp$+pp1+++=my
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
taught ^vbd+vsua++xvbn+=taught
me ^pp1o+pp1+++=me
to ^in++++=to
bow ^nn++++=bow,
, ^zz++++=EXTRAWORD
laugh ^nn++++=laugh
on ^in++++=on
cue ^nn++++=cue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pretend ^vb+vprv+++=pretend
embarrassment ^nn+nom+++=embarrassment
when ^wrb+who+++=when
ladies ^nns++++=ladies
examined ^vwbn+++xvbn+=examined
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^ap++++=last,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Sorel ^np+++??+=Sorel,
, ^zz++++=EXTRAWORD
instructed ^xvbn+++xvbn+=instructed
me ^pp1o+pp1+++=me
in ^in++++=in
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
actress ^nns+nom+++=actress
and ^cc++++=and
had ^vb+hv+vrb++=had
the ^ati++++=the
invaluable ^jj+atrb+++=invaluable
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
repeat ^vbi++++=repeat
the ^ati++++=the
same ^ap++++=same
sentence ^nn+nom+++=sentence
fifty ^cd++++=fifty
times ^nns++++=times
while ^cs+sub+++=while
appearing ^vbg+seem++xvbg+=appearing
to ^to+vcmp+++=to
hate ^vbi++++=hate
it ^pp3+it+++=it
more ^rbr++++=more
on ^in++++=on
each ^dt++++=each
occasion ^nn++++=occasion.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
her ^pp$+pp3+++=her
direction ^nn+nom+++=direction
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
children ^nns++++=children's
's ^$++++=EXTRAWORD
primers ^nns+nom+++=primers,
, ^zz++++=EXTRAWORD
menus ^nns+++??+=menus,
, ^zz++++=EXTRAWORD
newspapers ^nns+nom+++=newspapers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
plays ^nns++++=plays.
. ^zz++++=EXTRAWORD
Newspapers ^nns+nom+++=Newspapers
were ^vbd+bed+vrb++=were
especially ^rb++++=especially
useful ^jj+pred+++=useful
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
showed ^vbd+vprv++xvbnx+=showed
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
fluent ^jj+atrb+++=fluent
speech ^nn++++=speech
does ^vbz+doz+aux++=does
not ^xnot++not++=not
require ^vb+vsua+++=require
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
debut ^nn++++=debut
took ^vbd+++xvbn+=took
place ^nn++++=place
in ^in++++=in
Bremen ^np+++??+=Bremen.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
entered ^vbd+++xvbnx+=entered
wearing ^vbg+++xvbg+=wearing
evening ^nn++++=evening
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
stumbled ^j+++xvbn+=stumbled
deliberately ^rb++++=deliberately
over ^in++++=over
a ^at++++=a
carpet ^nn++++=carpet,
, ^zz++++=EXTRAWORD
shook ^jj+atrb++xvbn+=shook
hands ^nns++++=hands
with ^in++++=with
the ^ati++++=the
conductor ^nn++++=conductor,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
delivered ^vbd+++xvbn+=delivered
a ^at++++=a
brief ^jj+atrb+++=brief
speech ^nn++++=speech
thanking ^vwbg+++xvbg+=thanking
the ^ati++++=the
audience ^nn+nom+++=audience
for ^in++++=for
welcoming ^xvbg+++xvbg+=welcoming
" ^zz++++="a
a ^at++++=EXTRAWORD
colleague ^nn++++=colleague
from ^in++++=from
the ^ati++++=the
tropics ^nns++++=tropics."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
written ^vpsv++agls+xvbnx+=written
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
received ^vbd+++xvbn+=received
eleven ^cd++++=eleven
minutes ^nns++++=minutes
of ^in++++=of
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
The ^ati++++=The
audience ^nn+nom+++=audience
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+tht0++=see
an ^at++++=an
ape ^nn++++=ape
become ^vb++++=become
a ^at++++=a
man ^nn++++=man.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
to ^to++++=to
see ^vbi+vprv+tht0++=see
a ^at++++=a
man ^nn++++=man
fail ^vb++++=fail
to ^to+vcmp+++=to
conceal ^vbi++++=conceal
an ^at++++=an
ape ^nn++++=ape.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
to ^to+vcmp+++=to
scratch ^vb++++=scratch
discreetly ^rb+cnj+++=discreetly,
, ^zz++++=EXTRAWORD
bare ^jj++++=bare
my ^pp$+pp1+++=my
teeth ^nns++++=teeth
at ^rb++++=at
mention ^nn+nom+++=mention
of ^in++++=of
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
leap ^vb++++=leap
onto ^in++++=onto
the ^ati++++=the
piano ^nn++++=piano
when ^wrb+who+++=when
startled ^jj+++xvbn+=startled,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
apologize ^vb++++=apologize
in ^in++++=in
polished ^jj+atrb+++=polished
phrases ^nns++++=phrases.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
success ^nns+nom+++=success
depended ^vbd+++xvbn+=depended
upon ^in++++=upon
approaching ^xvbg+++xvbg+=approaching
humanity ^nn+nom+++=humanity
and ^cc++++=and
retreating ^jj++++=retreating
from ^in++++=from
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
proper ^jj+atrb+++=proper
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
little ^ap++++=little
humanity ^nn+nom+++=humanity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
belonged ^vbd+++xvbnx+=belonged
in ^in++++=in
the ^ati++++=the
zoo ^nn++++=zoo.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
much ^ap++++=much,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
competition ^nn+nom+++=competition.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mastered ^vbd+++xvbnx+=mastered
the ^ati++++=the
balance ^nn+nom+++=balance.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
toured ^vbd+++xvbnx+=toured
Prague ^np++++=Prague,
, ^zz++++=EXTRAWORD
Vienna ^np++++=Vienna,
, ^zz++++=EXTRAWORD
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
Rotterdam ^np+++??+=Rotterdam,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smaller ^jjr+atrb+++=smaller
cities ^nns++++=cities
whose ^whp+rel+obj++=whose
names ^nns++++=names
appeared ^vbd+seem++xvbn+=appeared
only ^rb+down+++=only
on ^in++++=on
invoices ^nns+++??+=invoices.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
acquired ^vbd+++xvbnx+=acquired
tutors ^nns++++=tutors.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
studied ^vbd+++xvbnx+=studied
history ^nn++++=history,
, ^zz++++=EXTRAWORD
arithmetic ^nn++++=arithmetic,
, ^zz++++=EXTRAWORD
geography ^nn++++=geography,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
social ^jj+atrb+++=social
use ^nn++++=use
of ^in++++=of
ignorance ^nn+nom+++=ignorance.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
to ^in+vcmp+++=to
distinguish ^vbi++++=distinguish
forks ^nns++++=forks,
, ^zz++++=EXTRAWORD
wines ^nns++++=wines,
, ^zz++++=EXTRAWORD
uniforms ^nns++++=uniforms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
degrees ^nns+nom+++=degrees
of ^in++++=of
insult ^nn++++=insult.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+vprv++xvbnx+=learned
that ^tht+vcmp+++=that
one ^cd1++++=one
should ^md+nec+++=should
not ^xnot++not++=not
smell ^vb++++=smell
food ^nn++++=food
before ^in++++=before
eating ^xvbg+++xvbg+=eating
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
one ^cd1++++=one
may ^md+pos+++=may
discuss ^vb++++=discuss
its ^pp$+it+++=its
aroma ^nn++++=aroma
for ^in++++=for
several ^ap++++=several
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
to ^to+vcmp+++=to
cover ^vbi++++=cover
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
when ^wrb+who+++=when
yawning ^vbg+++xvbg+=yawning
but ^cc++++=but
not ^xnot++not++=not
when ^wrb+who+++=when
lying ^vbg+++xvbg+=lying.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
this ^dt+dem+++=this
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
five ^cd++++=five
examining ^jj+atrb++xvbg+=examining
gentlemen ^nns++++=gentlemen
certified ^vbd+vpub++xvbn+=certified
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
possessed ^vbd+++xvbnx+=possessed
the ^ati++++=the
intellectual ^jj+atrb+++=intellectual
attainments ^nns+nom+++=attainments
of ^in++++=of
an ^at++++=an
average ^jj+atrb+++=average
European ^jj+atrb+++=European
adult ^nn++++=adult.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
treasure ^nn++++=treasure
the ^ati++++=the
certificate ^nn+nom+++=certificate.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
framed ^vpsv++agls+xvbnx+=framed
above ^rb++++=above
my ^pp$+pp1+++=my
writing ^nvbg+++xvbg+=writing
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
The ^ati++++=The
insult ^nn++++=insult,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
one ^cd1++++=one
was ^vbd+bedz+aux++=was
intended ^vpsv++agls+xvbnx+=intended,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
so ^ql++++=so
evenly ^rb++++=evenly
distributed ^xvbn+++xvbn+=distributed
that ^dt+dem+++=that
no ^at++++=no
individual ^jj+atrb+++=individual
need ^nn++++=need
complain ^vb+vpub+++=complain.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
fame ^nn++++=fame
grew ^vbd+++xvbn+=grew.
. ^zz++++=EXTRAWORD
Managers ^nns+nom+++=Managers
competed ^vbd+++xvbn+=competed
for ^in++++=for
my ^pp$+pp1+++=my
services ^nns++++=services.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
traveled ^vbd+++xvbnx+=traveled
in ^in++++=in
a ^at++++=a
private ^jj+atrb+++=private
compartment ^nn+nom+++=compartment.
. ^zz++++=EXTRAWORD
Hotel ^npl++++=Hotel
servants ^nns+nom+++=servants
who ^whp+rel+subj++=who
would ^md+prd+++=would
once ^rb+tm+++=once
have ^vb+hv+aux++=have
driven ^vprf+++xvbnx+=driven
me ^pp1o+pp1+++=me
from ^in++++=from
the ^ati++++=the
kitchen ^nn++++=kitchen
now ^rn+tm+++=now
carried ^vbd+++xvbn+=carried
hot ^jj+atrb+++=hot
water ^nn++++=water
to ^in++++=to
my ^pp$+pp1+++=my
suite ^nn++++=suite.
. ^zz++++=EXTRAWORD
Journalists ^nns+nom+++=Journalists
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
dreamed ^vbd+vprv++xvbnx+=dreamed
in ^in++++=in
human ^jj+atrb+++=human
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
Ladies ^nns++++=Ladies
requested ^vbd+vsua++xvbn+=requested
locks ^npl++++=locks
of ^in++++=of
my ^pp$+pp1+++=my
fur ^nn++++=fur;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
supply ^nn++++=supply
became ^vbd+++xvbn+=became
inadequate ^jj++++=inadequate,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dresser ^nn++++=dresser
provided ^vbd+vsua++xvbn+=provided
clippings ^nns+++??+=clippings
from ^in++++=from
a ^at++++=a
brown ^jj+atrb+++=brown
carpet ^nn++++=carpet.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
noticed ^vbd+vprv++xvbn+=noticed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
accumulated ^vbd+++xvbnx+=accumulated
money ^nn++++=money.
. ^zz++++=EXTRAWORD
Money ^nn++++=Money
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
portable ^jj+atrb+++=portable
form ^nn++++=form
of ^in++++=of
enclosure ^nn++++=enclosure
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
the ^ati++++=the
most ^ql+emph+++=most
respected ^jj+++xvbn+=respected.
. ^zz++++=EXTRAWORD
With ^in++++=With
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
rented ^vbd+++xvbnx+=rented
spacious ^jj+atrb+++=spacious
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
employed ^j+++xvbn+=employed
a ^at++++=a
secretary ^nn+nom+++=secretary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
purchased ^vbd+++xvbn+=purchased
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
be ^vbi+vbi+aux++=be
left ^vpsv++agls+xvbnx+=left
alone ^rb++++=alone
at ^in++++=at
selected ^xvbn+++xvbn+=selected
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
ask ^vb++++=ask
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
happy ^jj+pred+++=happy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
is ^vbz+bez+vrb++=is
academically ^rb++++=academically
understandable ^jj+pred+++=understandable
and ^cc++++=and
practically ^rb+down+++=practically
useless ^jj++++=useless.
. ^zz++++=EXTRAWORD
Happiness ^nns+nom+++=Happiness
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
neither ^dtx++neg++=neither
my ^pp$+pp1+++=my
plan ^nn++++=plan
nor ^cc++neg++=nor
my ^pp$+pp1+++=my
contract ^nn++++=contract.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sought ^vbd+++xvbnx+=sought
a ^at++++=a
way ^nn++++=way
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
one ^pn++++=one.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
passage ^npl+nom+++=passage
opened ^vbd+++xvbn+=opened
into ^in++++=into
a ^at++++=a
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
into ^in++++=into
dining ^xvbg+++xvbg+=dining
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
railway ^nn++++=railway
carriages ^nns+nom+++=carriages,
, ^zz++++=EXTRAWORD
hotel ^npl++++=hotel
corridors ^nns++++=corridors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
distinguished ^jj+++xvbn+=distinguished
hall ^npl++++=hall
does ^vbz+doz+aux++=does
not ^xnot++not++=not
alter ^vb++++=alter
its ^pp$+it+++=its
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
deny ^vb+vpub+++=deny
my ^pp$+pp1+++=my
achievements ^nns+nom+++=achievements.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
would ^md+prd+++=would
be ^vb+be+vrb++=be
ingratitude ^nn++++=ingratitude
toward ^in++++=toward
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
No ^at++++=No
other ^ap++++=other
animal ^jj++++=animal
known ^vbn+vprv++xvbn+=known
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
has ^vbz+hvz+aux++=has
traveled ^vprf+++xvbnx+=traveled
so ^pn++++=so
far ^rb+pl+++=far
in ^in++++=in
so ^ql+emph+++=so
short ^jj++++=short
a ^at++++=a
time ^nn++++=time
without ^in++++=without
being ^nn+nn+aux++=being
carried ^vbd+++xvbn+=carried
in ^in++++=in
a ^at++++=a
crate ^nn++++=crate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
changed ^vbd+++xvbnx+=changed
my ^pp$+pp1+++=my
posture ^nn++++=posture,
, ^zz++++=EXTRAWORD
diet ^nn++++=diet,
, ^zz++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
desires ^nns++++=desires,
, ^zz++++=EXTRAWORD
gestures ^nns++++=gestures,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppressed ^vbd+++xvbnx+=suppressed
the ^ati++++=the
impulses ^nns++++=impulses
that ^tht+rel+subj++=that
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
employed ^vpsv++agls+xvbnx+=employed
and ^cc+phrs+++=and
developed ^vbd+++xvbn+=developed
those ^dt+dem+++=those
that ^cs+sub+++=that
received ^vprf+++xvbn+=received
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
call ^vb++++=call
this ^dt+dem+++=this
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
cost ^nn++++=cost
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
calculated ^vpsv++agls+xvbnx+=calculated
merely ^rb+down+++=merely
by ^in++++=by
listing ^xvbg+++xvbg+=listing
scars ^nns++++=scars.
. ^zz++++=EXTRAWORD
Occasionally ^rb+cnj+++=Occasionally,
, ^zz++++=EXTRAWORD
late ^jj++++=late
at ^rb++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
returned ^vprf+++xvbnx+=returned
from ^in++++=from
a ^at++++=a
performance ^nn+nom+++=performance
and ^cc++++=and
dismissed ^vbd+++xvbn+=dismissed
my ^pp$+pp1+++=my
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
some ^dti++++=some
ancient ^jj+atrb+++=ancient
movement ^nn+nom+++=movement
begins ^vbz++++=begins
in ^in++++=in
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
hand ^nn++++=hand
reaches ^vbz++++=reaches
upward ^jjb++++=upward
for ^in++++=for
a ^at++++=a
branch ^nn++++=branch
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
jaw ^nn++++=jaw
loosens ^nns+++??+=loosens.
. ^zz++++=EXTRAWORD
A ^at++++=A
pressure ^nn++++=pressure
gathers ^nns+nom+++=gathers
behind ^in+pl+++=behind
my ^pp$+pp1+++=my
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
allow ^vb++++=allow
it ^pp3+it+++=it
to ^to++++=to
continue ^vbi++++=continue,
, ^zz++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room
alters ^vbz++++=alters:
: ^zz++++=EXTRAWORD
curtains ^nns++++=curtains
become ^vb++++=become
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
gaslight ^nn+++??+=gaslight
becomes ^vbz++++=becomes
a ^at++++=a
yellow ^jj++++=yellow
opening ^jj+++xvbg+=opening
through ^in++++=through
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
polished ^jj+atrb+++=polished
furniture ^nn++++=furniture
seems ^vbz+seem+++=seems
absurdly ^rb++++=absurdly
low ^jj++++=low
and ^cc+phrs+++=and
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stop ^vb++++=stop
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recite ^vb++++=recite
multiplication ^nn+nom+++=multiplication
tables ^nns++++=tables.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
stock ^nn++++=stock
prices ^nns++++=prices
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
button ^nn++++=button
and ^cc++++=and
unbutton ^nn+++??+=unbutton
my ^pp$+pp1+++=my
waistcoat ^nn++++=waistcoat.
. ^zz++++=EXTRAWORD
Usually ^rb+down+++=Usually
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
sufficient ^jj+pred+++=sufficient.
. ^zz++++=EXTRAWORD
Civilization ^nn+nom+++=Civilization,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
properly ^rb++++=properly
installed ^vbd+++xvbn+=installed,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
maintained ^vpsv++by+xvbnx+=maintained
by ^in++++=by
small ^jj+atrb+++=small
repairs ^nns++++=repairs.
. ^zz++++=EXTRAWORD
For ^in++++=For
companionship ^nn+nom+++=companionship
I ^pp1a+pp1+++=I
keep ^vb++++=keep,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
room ^nn++++=room
adjoining ^vwbg+++xvbg+=adjoining
my ^pp$+pp1+++=my
own ^ap++++=own,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
female ^jj+atrb+++=female
chimpanzee ^nn+nom+++=chimpanzee
obtained ^vwbn+++xvbn+=obtained
from ^in++++=from
a ^at++++=a
dealer ^nn++++=dealer
in ^in++++=in
Antwerp ^np++++=Antwerp.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
half ^abn++++=half
trained ^jj+++xvbn+=trained.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
day ^nn++++=day
she ^pp3a+pp3+++=she
amuses ^vbz+++??+=amuses
herself ^ppl+pp3+++=herself
with ^in++++=with
ribbons ^nns++++=ribbons,
, ^zz++++=EXTRAWORD
cups ^nns++++=cups,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
wooden ^jj+atrb+++=wooden
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
return ^vb++++=return
from ^in++++=from
the ^ati++++=the
theater ^jjr++++=theater,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sometimes ^rb++++=sometimes
visit ^nn++++=visit
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
sentimentalize ^vb++++=sentimentalize
the ^ati++++=the
arrangement ^nn+nom+++=arrangement.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
provides ^vbz+vsua+++=provides
warmth ^nn++++=warmth
and ^cc++++=and
a ^at++++=a
certain ^jj+atrb+++=certain
bodily ^jj+atrb+++=bodily
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
taught ^vpsv++agls+xvbnx+=taught
not ^xnot++not++=not
to ^to++++=to
bite ^vbi++++=bite,
, ^zz++++=EXTRAWORD
except ^in++++=except
when ^wrb+who+++=when
frightened ^jj+++xvbn+=frightened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
keeper ^nn++++=keeper
washes ^nns++++=washes
her ^pp3o+pp3+++=her
