# ^zz++++=##
# ^zz++++=EXTRAWORD
How ^wrb+who+++=How
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
conversation ^nn+nom+++=conversation
is ^vbz+bez+vrb++=is
intolerable ^jj+pred+++=intolerable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hand ^nn++++=hand
still ^rb++++=still
remained ^vbd+++xvbn+=remained
locked ^vbd+++xvbn+=locked
in ^in++++=in
mine ^pp$$++++=mine
behind ^rp+pl+++=behind
the ^ati++++=the
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
modesty ^nn++++=modesty
compels ^vbz++++=compels
her ^pp$+pp3+++=her
to ^to++++=to
rise ^vbi++++=rise,
, ^zz++++=EXTRAWORD
devotion ^nn+nom+++=devotion
leaves ^nns++++=leaves
her ^pp3o+pp3+++=her
hand ^nn++++=hand
as ^in++++=as
a ^at++++=a
hostage ^nn+nom+++=hostage!
! ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^npt++++=Count
stood ^vbd+++xvbn+=stood
also ^rb++++=also
or ^cc++++=or
attempted ^vb+++xvbn+=attempted
to ^to+vcmp+++=to
but ^vbi++++=but
something ^pn++++=something
held ^vbd+vprv+tht0+xvbn+=held
him ^pp3o+pp3+++=him
bent ^vbd+++xvbn+=bent
sideways ^jjb++++=sideways.
. ^zz++++=EXTRAWORD
" ^zz++++="Madame,
madame ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
not ^xnot++not++=not
partez ^nn+++??+=partez!
! ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Patrique ^np+++??+=Patrique
ees ^vbz+bez+vrb++=ees
savage ^jj+atrb+++=savage
barbare ^nn+++??+=barbare
Irish ^jj+atrb+++=Irish
hippopotam ^nn+++??+=hippopotam!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hippopotam,
hippopotam ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
roared ^vbd+++xvbnx+=roared.
. ^zz++++=EXTRAWORD
" ^zz++++="Ye
ye ^pp2+pp2+++=EXTRAWORD
scented ^vbd+++xvbn+=scented
monkey ^nn++++=monkey!
! ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
pocket ^nn++++=pocket-sized
- ^zz++++=EXTRAWORD
sized ^jj++++=EXTRAWORD
dancing ^jj+++xvbg+=dancing-master!
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
boiled ^vbd+++xvbn+=boiled
frog ^nn+++??+=frog
in ^in++++=in
a ^at++++=a
blue ^jj+atrb+++=blue
coat ^nn++++=coat!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
lady ^nn++++=lady
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
present ^jj++++=present,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
fold ^npl++++=fold
ye ^pp2+pp2+++=ye
into ^in++++=into
yer ^pp$++++=yer
own ^ap++++=own
hat ^nn++++=hat
and ^cc++++=and
post ^nn++++=post
ye ^pp2+pp2+++=ye
to ^in++++=to
Paris ^np++++=Paris!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tracle ^np++++=Tracle
gave ^vbd+++xvbn+=gave
one ^cd1++++=one
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
one ^pn++++=one
at ^in++++=at
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="James!"
james ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swept ^vpsv++agls+xvbn+=swept
from ^in++++=from
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="Follow
follow ^vb+vprv+++=EXTRAWORD
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
ye ^pp2+pp2+++=ye
dare ^vb++++=dare!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
crushing ^jj+++xvbg+=crushing
the ^ati++++=the
beloved ^jj+atrb+++=beloved
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
now ^rn+tm+++=now
struggled ^vbd+++xvbn+=struggled
wid ^in++++=wid
extraordinary ^jj+atrb+++=extraordinary
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
mine ^pp$$++++=mine!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="L
l ^zz++++=EXTRAWORD
chez ^nn+++??+=chez!
! ^zz++++=EXTRAWORD
Release ^nn++++=Release!
! ^zz++++=EXTRAWORD
Murder ^nn++++=Murder!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
screamed ^vbd+++xvbn+=screamed
the ^ati++++=the
Count ^nn++++=Count.
. ^zz++++=EXTRAWORD
" ^zz++++="Who's
who ^whp+who+whq++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
murdering ^vbg+++xvbgx+=murdering
ye ^pp2+pp2+++=ye?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You!
you ^pp2+pp2+++=EXTRAWORD
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
hand ^nn++++=hand!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yer
yer ^pp$++++=EXTRAWORD
hand ^nn++++=hand?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
behind ^in+pl+++=behind
the ^ati++++=the
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
Och ^uh++++=Och,
, ^zz++++=EXTRAWORD
murther ^jjr++++=murther
alive ^jj++++=alive!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
me ^pp1o+pp1+++=me
noble ^jj+atrb+++=noble
right ^nn++++=right
fist ^nn++++=fist
wrapped ^vbd+++xvbn+=wrapped
round ^rb++++=round
the ^ati++++=the
Count ^np++++=Count's
's ^$++++=EXTRAWORD
miserable ^jj+atrb+++=miserable
yellow ^jj+atrb+++=yellow
glove ^nn++++=glove,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
were ^vbd+bed+aux++=were
twisted ^vpsv++agls+xvbnx+=twisted
through ^in++++=through
mine ^pp$$++++=mine
like ^vb++++=like
a ^at++++=a
bundle ^nn++++=bundle
of ^in++++=of
frightened ^jj+atrb++xvbn+=frightened
sausages ^nns+nom+++=sausages.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
time ^nn++++=time
every ^at++++=every
squeeze ^nn++++=squeeze,
, ^zz++++=EXTRAWORD
every ^at++++=every
tender ^jj+atrb+++=tender
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
every ^at++++=every
declaration ^nn+nom+++=declaration
behind ^in+pl+++=behind
the ^ati++++=the
cushion ^nn++++=cushion
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
little ^jj+atrb+++=little
Frinchman ^np+nom++??+=Frinchman
and ^cc++++=and
mesilf ^nn+++??+=mesilf
courting ^vwbg+++xvbg+=courting
one ^cd1++++=one
another ^dt++++=another
hand ^nn++++=hand
to ^in++++=to
hand ^nn++++=hand!
! ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
moment ^nn++++=moment
we ^pp1a+pp1+++=we
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
shrieked ^vbd+++xvbnx+=shrieked.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
roared ^vbd+++xvbnx+=roared.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
held ^vbd+vprv++xvbnx+=held.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sofa ^nn++++=sofa
tipped ^vwbn+++xvbn+=tipped
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
the ^ati++++=the
china ^np++++=china
shepherdess ^nns+nom+++=shepherdess
flew ^vbd+++xvbn+=flew
from ^in++++=from
me ^pp1o+pp1+++=me
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
rushed ^vbd+++xvbn+=rushed
James ^np++++=James
the ^ati++++=the
footman ^nn++++=footman,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
built ^vbd+++xvbn+=built
like ^in++++=like
a ^at++++=a
wardrobe ^nn++++=wardrobe.
. ^zz++++=EXTRAWORD
" ^zz++++="Out!"
out ^rp+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vprf+++xvbn+=EXTRAWORD
that ^dt+dem+++=that
foreigner ^nn+nom+++=foreigner
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
barronitt ^nn+++??+=barronitt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Both
both ^abx++++=EXTRAWORD
of ^in++++=of
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
the ^ati++++=the
Count ^nn++++=Count
by ^in++++=by
the ^ati++++=the
collar ^nn++++=collar
and ^cc++++=and
me ^pp1o+pp1+++=me
by ^in++++=by
the ^ati++++=the
waistband ^nn++++=waistband,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
thing ^nn++++=thing
we ^pp1a+pp1+++=we
knew ^vbd+vprv+tht0+xvbn+=knew
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
travelling ^nvbg+++xvbg+=travelling
down ^rp++++=down
the ^ati++++=the
stairs ^nns++++=stairs
in ^in++++=in
company ^nn++++=company
bump ^nn++++=bump,
, ^zz++++=EXTRAWORD
bounce ^nn++++=bounce,
, ^zz++++=EXTRAWORD
wallop ^nn+++??+=wallop
like ^in++++=like
two ^cd++++=two
sacks ^nns++++=sacks
of ^in++++=of
potatoes ^nns++++=potatoes
escaping ^vwbg+++xvbg+=escaping
from ^in++++=from
a ^at++++=a
cart ^nn++++=cart.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
reached ^vbd+++xvbn+=reached
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
it ^pp3+it+++=it
without ^in++++=without
touching ^xvbg+++xvbg+=touching
the ^ati++++=the
floor ^nn++++=floor
more ^ql++++=more
than ^cs+sub+++=than
was ^vbd+bedz+vrb++=was
necessary ^jj+pred+++=necessary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
deposited ^vpsv++agls+xvbnx+=deposited
on ^in++++=on
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
Count ^nn++++=Count
still ^rb++++=still
begged ^vbd+++xvbn+=begged
me ^pp1o+pp1+++=me
to ^in++++=to
release ^nn++++=release
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
release ^vb++++=release
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
No ^at++++=No
gintleman ^nn++++=gintleman
could ^md+pos+++=could
do ^vb+do+vrb++=do
otherwise ^rb+cnj+++=otherwise.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
before ^cs+sub+++=before
releasing ^xvbg+++xvbg+=releasing
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
one ^cd1++++=one
final ^jj+atrb+++=final
affectionate ^jj+atrb+++=affectionate
squeeze ^nn++++=squeeze
jist ^nn++++=jist
to ^to++++=to
remind ^vbi++++=remind
him ^pp3o+pp3+++=him
never ^rb++++=never
again ^rb+tm+++=again
to ^to++++=to
call ^vbi++++=call
Sir ^npt++++=Sir
Pathrick ^np+++??+=Pathrick
O ^zz++++=O'Grandison,
'grandison, ^nn+++??+=EXTRAWORD
Barronitt ^np+++??+=Barronitt,
, ^zz++++=EXTRAWORD
a ^at++++=a
hippopotam ^nn+++??+=hippopotam.
. ^zz++++=EXTRAWORD
So ^ql++++=So
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
mavourneen ^j+++xvbn+=mavourneen,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
Count ^npt++++=Count
Alphonse ^np++++=Alphonse
wears ^vbz++++=wears
his ^pp$+pp3+++=his
hand ^nn++++=hand
in ^in++++=in
a ^at++++=a
sling ^nn++++=sling.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
says ^vbz+vpub+tht0++=says
the ^ati++++=the
bones ^nns++++=bones
are ^vb+ber+aux++=are
crushed ^vpsv++agls+xvbnx+=crushed
to ^in++++=to
raspberry ^nn++++=raspberry
jam ^nn++++=jam;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Frinchmen ^np+++??+=Frinchmen
exaggerate ^nn+nom+++=exaggerate.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^in++++=as
for ^in"++++=for
the ^ati++++=the
Widow ^nn++++=Widow
Tracle ^np+++??+=Tracle,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
forbidden ^vprf+++xvbnx+=forbidden
me ^pp1o+pp1+++=me
the ^ati++++=the
house ^nn++++=house
which ^whp+rel+subj++=which
proves ^vbz+vprv+++=proves,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
least ^rbt++++=least
particle ^nn++++=particle
of ^in++++=of
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
loves ^nns++++=loves
me ^pp1o+pp1+++=me
desperately ^rb++++=desperately
and ^cc++++=and
cannot ^md+pos+not++=cannot
trust ^vb+vprv+++=trust
herself ^ppl+pp3+++=herself
in ^in++++=in
me ^pp1o+pp1+++=me
presence ^nn+nom+++=presence
at ^rb++++=at
all ^abn++++=all
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
