Even ^rb++++=Even
. ^zz++++=EXTRAWORD
The ^ati++++=The
guards ^nns++++=guards
crouched ^vwbn+++xvbn+=crouched
by ^in++++=by
the ^ati++++=the
distant ^jj+atrb+++=distant
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
heads ^vbz++++=heads
lowered ^vbd+++xvbn+=lowered.
. ^zz++++=EXTRAWORD
For ^in++++=For
nearly ^rb+down+++=nearly
an ^at++++=an
hour ^nn++++=hour
nothing ^pn++++=nothing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Neranya ^np+++??+=Neranya
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
I ^pp1a+pp1+++=I
perceived ^vbd+vprv++xvbnx+=perceived
only ^rb+down+++=only
a ^at++++=a
faint ^nn++++=faint
swaying ^vwbg+++xvbg+=swaying
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
his ^pp$+pp3+++=his
head ^jjb+atrb+++=head
bent ^nn+++xvbn+=bent
toward ^in++++=toward
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
his ^pp$+pp3+++=his
tunic ^nn++++=tunic
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drew ^vbd+++xvbn+=drew
it ^pp3+it+++=it
upward ^jjb++++=upward.
. ^zz++++=EXTRAWORD
By ^in++++=By
repeated ^xvbn+++xvbn+=repeated
jerks ^nns++++=jerks
each ^ppls++++=each
so ^pn+emph+++=so
slight ^jj++++=slight
that ^cs+sub+++=that
the ^ati++++=the
chains ^nns++++=chains
gave ^vbd+++xvbn+=gave
scarcely ^rb+down+++=scarcely
a ^at++++=a
murmur ^nn++++=murmur
he ^pp3a+pp3+++=he
forced ^vbd+++xvbnx+=forced
the ^ati++++=the
cloth ^nn++++=cloth
against ^in++++=against
a ^at++++=a
projecting ^jj+atrb++xvbg+=projecting
rivet ^nn++++=rivet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rubbed ^vbd+++xvbnx+=rubbed
it ^pp3+it+++=it
to ^to++++=to
and ^cc++++=and
fro ^rb++++=fro.
. ^zz++++=EXTRAWORD
The ^ati++++=The
movement ^nn+nom+++=movement
lasted ^vbd+++xvbn+=lasted
perhaps ^rb++++=perhaps
twenty ^cd++++=twenty
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
fabric ^nn++++=fabric
tore ^vbd+++xvbn+=tore.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
rent ^nn++++=rent
with ^in++++=with
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
twisted ^j+++xvbn+=twisted
his ^pp$+pp3+++=his
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enlarged ^jj+++xvbn+=enlarged
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Strip ^vb++++=Strip
after ^cs+sub+++=after
strip ^nn++++=strip
came ^vbd+++xvbn+=came
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Each ^ppls++++=Each
he ^pp3a+pp3+++=he
coiled ^vbd+++xvbnx+=coiled
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
one ^cd1++++=one
end ^nn++++=end
in ^in++++=in
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
by ^in++++=by
turning ^xvbg+++xvbg+=turning
upon ^in++++=upon
his ^pp$+pp3+++=his
side ^nn++++=side
and ^cc++++=and
pressing ^nvbg+++xvbg+=pressing
it ^pp3+it+++=it
between ^in++++=between
his ^pp$+pp3+++=his
body ^nn++++=body
and ^cc++++=and
the ^ati++++=the
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
twisted ^vbd+++xvbnx+=twisted
the ^ati++++=the
cloth ^nn++++=cloth
into ^in++++=into
a ^at++++=a
cord ^nn++++=cord.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
in ^in++++=in
amazement ^nn+nom+++=amazement.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
asked ^vprf+++xvbnx+=asked
myself ^ppl+pp1+++=myself
that ^cs+sub+++=that
question ^nn+nom+++=question
through ^in++++=through
the ^ati++++=the
greater ^jjr+atrb+++=greater
part ^nn++++=part
of ^in++++=of
a ^at++++=a
lifetime ^nn++++=lifetime.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
desired ^vbd+vsua++xvbnx+=desired
proof ^nn++++=proof
before ^in++++=before
awakening ^nn++++=awakening
the ^ati++++=the
guards ^nns++++=guards;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
believed ^vbd+vprv+tht0+xvbnx+=believed
his ^pp$+pp3+++=his
attempt ^nn++++=attempt
hopeless ^jj++++=hopeless;
; ^zz++++=EXTRAWORD
that ^dt+dem+++=that
professional ^jj+atrb+++=professional
fascination ^nn+nom+++=fascination
held ^vbd+vprv++xvbn+=held
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
naturalist ^nn+nom+++=naturalist
may ^md+pos+++=may
be ^vb+be+aux++=be
held ^vpsv++by+xvbnx+=held
by ^in++++=by
the ^ati++++=the
action ^nn++++=action
of ^in++++=of
some ^dti++++=some
rare ^jj+atrb+++=rare
and ^cc+phrs+++=and
dangerous ^jj+atrb+++=dangerous
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
All ^abn++++=All
these ^dt+dem+++=these
things ^nns++++=things
are ^vb+ber+vrb++=are
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
None ^pn++++=None
absolves ^vbz++++=absolves
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
a ^at++++=a
cord ^nn++++=cord
perhaps ^rb++++=perhaps
eight ^cd++++=eight
feet ^nns++++=feet
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
formed ^vbd+++xvbn+=formed
a ^at++++=a
loop ^nn++++=loop
by ^in++++=by
passing ^xvbg+++xvbg+=passing
the ^ati++++=the
end ^nn++++=end
through ^in++++=through
a ^at++++=a
knot ^nn++++=knot
and ^cc++++=and
tightening ^nvbg+++xvbg+=tightening
it ^pp3+it+++=it
with ^in++++=with
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
rolled ^vbd+++xvbn+=rolled
until ^cs+sub+++=until
his ^pp$+pp3+++=his
back ^rp++++=back
lay ^jjb+++xvbn+=lay
against ^in++++=against
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
Raising ^jj+++xvbg+=Raising
his ^pp$+pp3+++=his
thigh ^nn++++=thigh-stumps,
- ^zz++++=EXTRAWORD
stumps ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
drove ^vbd+++xvbnx+=drove
them ^pp3o+pp3+++=them
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
arched ^j+++xvbn+=arched
his ^pp$+pp3+++=his
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
struck ^vbd+++xvbn+=struck
the ^ati++++=the
latch ^nn++++=latch
with ^in++++=with
the ^ati++++=the
crown ^nn++++=crown
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
did ^vbd+dod+aux++=did
not ^xnot++not++=not
yield ^vb++++=yield.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
padlocked ^vpsv++agls+xvbnx+=padlocked.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
blunt ^jj+atrb+++=blunt
impact ^nn++++=impact
of ^in++++=of
bone ^nn++++=bone
against ^in++++=against
iron ^nn++++=iron.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
appeared ^vbd+seem++xvbn+=appeared
upon ^in++++=upon
his ^pp$+pp3+++=his
scalp ^nn++++=scalp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
panting ^vbg+++xvbg+=panting,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
passed ^vbd+++xvbn+=passed
the ^ati++++=the
loop ^nn++++=loop
of ^in++++=of
his ^pp$+pp3+++=his
cord ^nn++++=cord
through ^in++++=through
the ^ati++++=the
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
worked ^j+++xvbn+=worked
it ^pp3+it+++=it
sideways ^jjb++++=sideways
until ^cs+sub+++=until
it ^pp3+it+++=it
caught ^vbd+++xvbn+=caught
the ^ati++++=the
padlock ^nn++++=padlock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drew ^vbd+++xvbn+=drew
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
By ^in++++=By
leaning ^xvbg+++xvbg+=leaning
backward ^jj++++=backward
with ^in++++=with
the ^ati++++=the
full ^jj+atrb+++=full
strength ^nn++++=strength
of ^in++++=of
his ^pp$+pp3+++=his
neck ^nn++++=neck
and ^cc++++=and
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
the ^ati++++=the
lock ^nn++++=lock
against ^in++++=against
the ^ati++++=the
staple ^nn++++=staple.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
twice ^rb++++=twice
twenty ^cd++++=twenty
times ^nns++++=times
he ^pp3a+pp3+++=he
strained ^vbd+++xvbnx+=strained.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cloth ^nn++++=cloth
stretched ^vwbn+++xvbn+=stretched;
; ^zz++++=EXTRAWORD
the ^ati++++=the
staple ^nn++++=staple
groaned ^vbd+++xvbn+=groaned;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
still ^rb++++=still
it ^pp3+it+++=it
held ^vbd+vprv++xvbn+=held.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
could ^md+pos+++=could
he ^pp3a+pp3+++=he
accomplish ^vb++++=accomplish
the ^ati++++=the
impossible ^jj+atrb+++=impossible
task ^nn++++=task?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
altered ^vbd+++xvbnx+=altered
his ^pp$+pp3+++=his
method ^nn++++=method.
. ^zz++++=EXTRAWORD
Turning ^nvbg+++xvbg+=Turning
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
cord ^nn++++=cord
lay ^vbd+++xvbn+=lay
across ^in+pl+++=across
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wedged ^vbd+++xvbnx+=wedged
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
stump ^nn++++=stump
between ^in++++=between
two ^cd++++=two
bars ^nns++++=bars
and ^cc++++=and
used ^vbd+++xvbn+=used
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
fulcrum ^nn++++=fulcrum.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
twisted ^vbd+++xvbn+=twisted;
; ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
muscles ^nns++++=muscles
of ^in++++=of
his ^pp$+pp3+++=his
chest ^nn++++=chest
rose ^vbd+++xvbn+=rose
like ^in++++=like
cables ^nn++++=cables
beneath ^in+pl+++=beneath
the ^ati++++=the
skin ^nn++++=skin;
; ^zz++++=EXTRAWORD
a ^at++++=a
low ^jj++++=low
sound ^jj++++=sound
escaped ^jj+++xvbn+=escaped
his ^pp$+pp3+++=his
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
the ^ati++++=the
rusted ^jj+atrb++xvbn+=rusted
screws ^nns++++=screws
of ^in++++=of
the ^ati++++=the
staple ^nn++++=staple
tore ^vbd+++xvbn+=tore
from ^in++++=from
the ^ati++++=the
wooden ^jj+atrb+++=wooden
frame ^nn++++=frame
to ^to++++=to
which ^whp+who+++=which
the ^ati++++=the
iron ^nn++++=iron
grating ^jj++++=grating
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fixed ^vpsv++agls+xvbnx+=fixed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
swung ^vbd+++xvbn+=swung
outward ^jjb++++=outward.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
nearly ^rb+down+++=nearly
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
caught ^vbd+++xvbn+=caught
the ^ati++++=the
lower ^jjr+atrb+++=lower
bar ^nn++++=bar
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
seconds ^nns++++=seconds
he ^pp3a+pp3+++=he
hung ^vbd+++xvbnx+=hung
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
weight ^nn++++=weight
of ^in++++=of
his ^pp$+pp3+++=his
body ^nn++++=body
sustained ^vwbn+++xvbn+=sustained
by ^in++++=by
the ^ati++++=the
muscles ^nns++++=muscles
of ^in++++=of
the ^ati++++=the
jaw ^nn++++=jaw
and ^cc++++=and
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
convulsive ^jj+atrb+++=convulsive
upward ^jjb+atrb+++=upward
motion ^nn++++=motion,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
hooked ^vbd+++xvbnx+=hooked
one ^cd1++++=one
thigh ^nn++++=thigh-stump
- ^zz++++=EXTRAWORD
stump ^nn++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
threshold ^nn++++=threshold
and ^cc++++=and
rolled ^vbd+++xvbn+=rolled
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rested ^vbd+++xvbnx+=rested.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blood ^nn++++=blood
from ^in++++=from
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
ran ^vbd+++xvbn+=ran
along ^in++++=along
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
and ^cc++++=and
fell ^vpsv++agls+xvbn+=fell
in ^in++++=in
slow ^jj+atrb+++=slow
drops ^nns++++=drops
into ^in++++=into
the ^ati++++=the
fountain ^nn++++=fountain
basin ^nn++++=basin
beneath ^in+strn+++=beneath.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
tiny ^jj+atrb+++=tiny
sound ^nn++++=sound
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
in ^in++++=in
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
escape ^nn++++=escape
from ^in++++=from
the ^ati++++=the
cage ^nn++++=cage
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
possible ^jj++++=possible;
; ^zz++++=EXTRAWORD
descent ^nn++++=descent
remained ^vbd+++xvbn+=remained
a ^at++++=a
problem ^nn++++=problem
which ^whp+rel+subj++=which
appeared ^vbd+seem++xvbn+=appeared
fatal ^jj++++=fatal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pavement ^nn+nom+++=pavement
lay ^vbd+++xvbn+=lay
six ^cd++++=six
feet ^nns++++=feet
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
A ^at++++=A
fall ^nn++++=fall
upon ^in++++=upon
the ^ati++++=the
head ^nn++++=head
might ^md+pos+++=might
kill ^vb++++=kill
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
a ^at++++=a
fall ^nn++++=fall
upon ^in++++=upon
the ^ati++++=the
side ^nn++++=side
could ^md+pos+++=could
disable ^jj++++=disable
even ^cs+sub+++=even
that ^dt+dem+++=that
extraordinary ^jj+atrb+++=extraordinary
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pushed ^vbd+++xvbnx+=pushed
the ^ati++++=the
cord ^nn++++=cord
outward ^jjb++++=outward
until ^cs+sub+++=until
the ^ati++++=the
loop ^nn++++=loop
dropped ^vbd+++xvbn+=dropped
over ^in++++=over
a ^at++++=a
scroll ^nn++++=scroll
of ^in++++=of
the ^ati++++=the
fountain ^nn++++=fountain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tested ^vbd+++xvbnx+=tested
it ^pp3+it+++=it
by ^in++++=by
pulling ^xvbg+++xvbg+=pulling
with ^in++++=with
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
slid ^vbd+++xvbn+=slid
head ^jjb++++=head
foremost ^jj++++=foremost
through ^in++++=through
the ^ati++++=the
opening ^nvbg+++xvbg+=opening.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
emerged ^vbd+++xvbn+=emerged
inch ^nn++++=inch
by ^in++++=by
inch ^nn++++=inch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shoulders ^nns+nom+++=shoulders
stuck ^vbd+++xvbn+=stuck.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
exhaled ^vbd+++xvbnx+=exhaled,
, ^zz++++=EXTRAWORD
compressed ^j+++xvbn+=compressed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wriggled ^vbd+++xvbn+=wriggled
farther ^rbr++++=farther.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
awful ^jj+atrb+++=awful
moment ^nn++++=moment
he ^pp3a+pp3+++=he
hung ^vbd+++xvbnx+=hung
across ^in+pl+++=across
the ^ati++++=the
iron ^nn++++=iron
sill ^nn++++=sill,
, ^zz++++=EXTRAWORD
balanced ^j+++xvbn+=balanced
at ^rb++++=at
the ^ati++++=the
waist ^nn++++=waist;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
greater ^jjr+atrb+++=greater
weight ^nn++++=weight
of ^in++++=of
his ^pp$+pp3+++=his
chest ^nn++++=chest
prevailed ^vbd+++xvbn+=prevailed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cord ^nn++++=cord
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^jjb++++=head
stopped ^jj+++xvbn+=stopped
less ^rbr++++=less
than ^in++++=than
a ^at++++=a
foot ^nn++++=foot
above ^in+pl+++=above
the ^ati++++=the
pavement ^nn+nom+++=pavement,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
cloth ^nn++++=cloth
cut ^vbd+++xvbn+=cut
deeply ^rb++++=deeply
into ^in++++=into
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
swung ^vbd+++xvbnx+=swung,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
rise ^vbi++++=rise
and ^cc++++=and
unwilling ^jj++++=unwilling
to ^to+jcmp+++=to
release ^vb++++=release
his ^pp$+pp3+++=his
hold ^nn++++=hold.
. ^zz++++=EXTRAWORD
By ^in++++=By
arching ^jj++++=arching
backward ^jj++++=backward
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
one ^cd1++++=one
stump ^nn++++=stump
against ^in++++=against
the ^ati++++=the
fountain ^nn++++=fountain
rim ^nn++++=rim.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
slipped ^vbd+++xvbn+=slipped.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
braced ^j+++xvbn+=braced
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
relaxed ^j+++xvbn+=relaxed
the ^ati++++=the
cord ^nn++++=cord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dropped ^vbd+++xvbn+=dropped
sideways ^jjb++++=sideways
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fall ^nn++++=fall
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
loud ^jj++++=loud.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rajah ^np+++??+=Rajah
stirred ^vbd+++xvbn+=stirred
but ^cc++++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
awaken ^vb++++=awaken.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
lay ^vbd+++xvbn+=lay
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believed ^vbd+vprv+tht0+xvbnx+=believed
him ^pp3o+pp3+++=him
stunned ^vbd+++xvbn+=stunned.
. ^zz++++=EXTRAWORD
Presently ^rb+cnj+++=Presently,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lifted ^vbd+++xvbnx+=lifted
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
toward ^in++++=toward
the ^ati++++=the
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood
or ^cc+phrs+++=or
thought ^vbd+++xvbn+=thought
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sought ^vbd+++xvbnx+=sought
freedom ^nn+nom+++=freedom.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
could ^md+pos+++=could
reach ^vb++++=reach
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
ascend ^nn+++??+=ascend
to ^in++++=to
the ^ati++++=the
gallery ^nn+nom+++=gallery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enter ^vb++++=enter
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
apartments ^nns+nom+++=apartments,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
conceal ^vb++++=conceal
himself ^ppl+pp3+++=himself
until ^cs+sub+++=until
some ^dti++++=some
door ^nn++++=door
was ^vbd+bedz+aux++=was
opened ^vpsv++agls+xvbnx+=opened
at ^rb++++=at
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
conception ^nn+nom+++=conception
was ^vbd+bedz+vrb++=was
mad ^jj+pred+++=mad;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
all ^abn++++=all
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
witnessed ^vprf+++xvbnx+=witnessed
was ^vbd+bedz+aux++=was
madness ^nns+nom+++=madness
made ^vbd+++xvbn+=made
practicable ^jj++++=practicable
by ^in++++=by
will ^nn++++=will.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
cross ^vbi++++=cross
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
No ^at++++=No
description ^nn+nom+++=description
can ^md+pos+++=can
communicate ^nn+nom+++=communicate
the ^ati++++=the
horror ^nn++++=horror
of ^in++++=of
that ^dt+dem+++=that
progress ^nns+nom+++=progress.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
placed ^vbd+++xvbnx+=placed
his ^pp$+pp3+++=his
chin ^nn++++=chin
upon ^in++++=upon
the ^ati++++=the
polished ^jj+atrb+++=polished
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
thrust ^j+++xvbn+=thrust
with ^in++++=with
the ^ati++++=the
stumps ^nns++++=stumps
of ^in++++=of
his ^pp$+pp3+++=his
thighs ^nns++++=thighs,
, ^zz++++=EXTRAWORD
contracted ^j+++xvbn+=contracted
the ^ati++++=the
abdomen ^nn++++=abdomen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragged ^vbd+++xvbn+=dragged
the ^ati++++=the
chest ^nn++++=chest
forward ^nn++++=forward.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
rolled ^vbd+++xvbnx+=rolled
slightly ^rb+cnj+++=slightly,
, ^zz++++=EXTRAWORD
advanced ^jj+atrb++xvbn+=advanced
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
pressed ^j+++xvbn+=pressed
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
downward ^jjb++++=downward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
repeated ^jj+++xvbn+=repeated
the ^ati++++=the
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
effort ^nn++++=effort
gained ^vbd+++xvbn+=gained
him ^pp3o+pp3+++=him
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
inches ^nns++++=inches.
. ^zz++++=EXTRAWORD
Sweat ^nn++++=Sweat
streamed ^vbd+++xvbn+=streamed
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
