Into ^in++++=Into
, ^zz++++=EXTRAWORD
for ^in++++=for
in ^in++++=in
the ^ati++++=the
trembling ^jj+atrb++xvbg+=trembling
water ^nn++++=water
he ^pp3a+pp3+++=he
beheld ^nn+++??+=beheld
crystal ^nn++++=crystal
fountains ^nns++++=fountains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
pale ^jj+atrb+++=pale
mist ^nn++++=mist
towers ^nns++++=towers
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
beryl ^np++++=beryl.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mud ^nn++++=mud
closed ^vbd+++xvbn+=closed
over ^in++++=over
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
his ^pp$+pp3+++=his
white ^jj++++=white
head ^jjb++++=head;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
faintly ^rb+cnj+++=faintly,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
sound ^vbi++++=sound
a ^at++++=a
song ^nn++++=song
of ^in++++=of
green ^jj+atrb+++=green
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose-hung
- ^zz++++=EXTRAWORD
hung ^xvbn+++xvbn+=EXTRAWORD
balconies ^nns++++=balconies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moonbeams ^nns+++??+=moonbeams
upon ^in++++=upon
an ^at++++=an
onyx ^nn+++??+=onyx
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
At ^rb++++=At
dawn ^nn++++=dawn
the ^ati++++=the
shepherd ^nn++++=shepherd
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
silver ^nn++++=silver-stringed
- ^zz++++=EXTRAWORD
stringed ^jj+atrb++xvbn+=EXTRAWORD
lute ^nn+++??+=lute
beside ^in+pl+++=beside
the ^ati++++=the
marsh ^nn++++=marsh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
it ^pp3+it+++=it
home ^nr++++=home,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
none ^rb++++=none
in ^cs+sub+++=in
that ^cs"++++=that
country ^nn++++=country
could ^md+pos+++=could
make ^vb++++=make
music ^nn++++=music
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
from ^in++++=from
that ^dt+dem+++=that
night ^nn++++=night
onward ^jjb+atrb+++=onward
men ^nns++++=men
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
world ^nn++++=world
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
older ^jjr++++=older,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
somewhere ^rb++++=somewhere
beneath ^in+pl+++=beneath
the ^ati++++=the
dark ^jj+atrb+++=dark
mire ^nn+++??+=mire
lay ^vbd+++xvbn+=lay
the ^ati++++=the
last ^rb++++=last
prince ^npt++++=prince
of ^in++++=of
a ^at++++=a
city ^nn++++=city
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
him ^pp3o+pp3+++=him
slept ^vbd+++xvbn+=slept
a ^at++++=a
portion ^nn+nom+++=portion
of ^in++++=of
youth ^nn++++=youth
and ^cc++++=and
beauty ^nn++++=beauty
which ^whp+rel+obj++=which
no ^at++++=no
granite ^nn++++=granite
labour ^nn++++=labour,
, ^zz++++=EXTRAWORD
no ^at++++=no
jeweled ^jj+atrb++xvbn+=jeweled
revel ^nn++++=revel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
truth ^nn++++=truth
however ^rb+cnj+++=however
stern ^jj++++=stern
could ^md+pos+++=could
ever ^rb++splt++=ever
restore ^vb++++=restore.
. ^zz++++=EXTRAWORD
