# ^zz++++=#
Traditions ^nns+nom+++=Traditions
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
wetted ^jj+atrb++xvbn+=wetted
cloth ^nn++++=cloth
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
upon ^in++++=upon
a ^at++++=a
smooth ^jj+atrb+++=smooth
stone ^nn++++=stone
and ^cc++++=and
beaten ^vpsv++agls+xvbn+=beaten
with ^in++++=with
a ^at++++=a
wooden ^nn++++=wooden
implement ^nn+nom+++=implement
to ^to++++=to
improve ^vbi++++=improve
its ^pp$+it+++=its
surface ^nn++++=surface
and ^cc++++=and
remained ^vbd+++xvbn+=remained
later ^rbr+tm+++=later
than ^in++++=than
usual ^nn++++=usual
because ^cs+cos+++=because
several ^ap++++=several
sheets ^nns++++=sheets
were ^vbd+bed+aux++=were
required ^vpsv++agls+xvbnx+=required
for ^in++++=for
guests ^nns++++=guests
expected ^vwbn+vprv++xvbn+=expected
on ^in++++=on
the ^ati++++=the
following ^jj+atrb++xvbg+=following
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Twilight ^nn++++=Twilight
had ^vbd+hvd+aux++=had
faded ^vprf+++xvbnx+=faded
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
gathered ^vbd+++xvbnx+=gathered
the ^ati++++=the
linen ^nn++++=linen
into ^in++++=into
a ^at++++=a
basket ^nn++++=basket.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
narrow ^jj+atrb+++=narrow
field ^nn++++=field
between ^in++++=between
the ^ati++++=the
lake ^nn++++=lake
and ^cc++++=and
the ^ati++++=the
orchard ^nn++++=orchard,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
gentleman ^nn+nom+++=gentleman
standing ^vwbg+++xvbg+=standing
beside ^in+pl+++=beside
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
gracious ^jj++++=gracious,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
in ^in++++=in
an ^at++++=an
old ^jj+atrb+++=old
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
short ^jj+atrb+++=short
cloak ^nn++++=cloak
and ^cc++++=and
a ^at++++=a
hat ^nn++++=hat
looped ^vwbn+++xvbn+=looped
by ^in++++=by
a ^at++++=a
jewel ^nn++++=jewel.
. ^zz++++=EXTRAWORD
Moll ^np+++??+=Moll
supposed ^vwbn+++xvbn+=supposed
him ^pp3o+pp3+++=him
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
visitors ^nns++++=visitors,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
wondered ^vbd+vprv++xvbnx+=wondered
how ^wrb+who+whcl++=how
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
there ^rn+pl+++=there
without ^in++++=without
passing ^xvbg+++xvbg+=passing
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
worked ^vprf+++xvbnx+=worked
late ^jj++++=late,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
pretty ^rb++++=pretty
maid ^np++++=maid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
curtsied ^vbd+++xvbnx+=curtsied
but ^cc+phrs+++=but
made ^vbd+++xvbn+=made
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
burden ^nn++++=burden
is ^vbz+bez+vrb++=is
heavy ^jj+pred+++=heavy.
. ^zz++++=EXTRAWORD
Allow ^vb++++=Allow
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lifted ^vbd+++xvbnx+=lifted
the ^ati++++=the
basket ^nn++++=basket
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
could ^md+pos+++=could
prevent ^vb++++=prevent
him ^pp3o+pp3+++=him
and ^cc++++=and
walked ^vbd+++xvbn+=walked
at ^rb++++=at
her ^pp3o+pp3+++=her
side ^nn++++=side.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
manner ^nn++++=manner
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
agreeable ^jj++++=agreeable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
conversation ^nn+nom+++=conversation
of ^in++++=of
which ^whp+rel+pied++=which
Moll ^np+++??+=Moll
could ^md+pos+++=could
afterward ^rb++splt++=afterward
remember ^nn+nom+++=remember
nothing ^pn++++=nothing
so ^ql++++=so
diverting ^nvbg+++xvbg+=diverting,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
alarm ^vb++++=alarm
subsided ^vprf+++xvbn+=subsided.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
orchard ^nn++++=orchard
gate ^nn++++=gate
he ^pp3a+pp3+++=he
placed ^vbd+++xvbnx+=placed
the ^ati++++=the
basket ^nn++++=basket
upon ^in++++=upon
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
a ^at++++=a
ring ^nn++++=ring,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Moll ^np+++??+=Moll,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv++xvbg+=forgetting
all ^rb++++=all
caution ^nn+nom+++=caution.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
owned ^vbd+++xvbn+=owned
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
take ^vb++++=take
mine ^nn++++=mine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
from ^in++++=from
his ^pp$+pp3+++=his
finger ^nn++++=finger
a ^at++++=a
broad ^jj+atrb+++=broad
gold ^nn++++=gold
ring ^nn++++=ring,
, ^zz++++=EXTRAWORD
engraved ^j+++xvbn+=engraved
with ^in++++=with
a ^at++++=a
coronet ^nn++++=coronet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it
upon ^in++++=upon
his ^pp$+pp3+++=his
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
Moll ^np+++??+=Moll,
, ^zz++++=EXTRAWORD
dazzled ^xvbn+++xvbn+=dazzled
by ^in++++=by
its ^pp$+it+++=its
beauty ^nn++++=beauty
and ^cc++++=and
unwilling ^jj++++=unwilling
to ^to+jcmp+++=to
appear ^vbi+seem+++=appear
ungrateful ^jj++++=ungrateful,
, ^zz++++=EXTRAWORD
extended ^j+++xvbn+=extended
her ^pp3o+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
instant ^nn+nom+++=instant
a ^at++++=a
red ^jj++++=red
light ^jj++++=light
touched ^jj+++xvbn+=touched
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
expanse ^nn++++=expanse,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
a ^at++++=a
moment ^nn++++=moment
before ^cs+sub+++=before
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dark ^jj+atrb+++=dark,
, ^zz++++=EXTRAWORD
appeared ^jj+atrb++xvbn+=appeared
crimson ^nn+++??+=crimson
an ^at++++=an
estuary ^nn+nom+++=estuary
of ^in++++=of
blood ^nn++++=blood
stretching ^vwbg+++xvbg+=stretching
from ^in++++=from
shore ^nn++++=shore
to ^in++++=to
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Black ^jj+atrb+++=Black
shapes ^nns++++=shapes
moved ^vbd+++xvbn+=moved
beneath ^in+pl+++=beneath
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
towers ^nns++++=towers,
, ^zz++++=EXTRAWORD
pinnacles ^nns++++=pinnacles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chimney ^nn++++=chimney-stacks
- ^zz++++=EXTRAWORD
stacks ^nns++++=EXTRAWORD
rose ^vbd+++xvbn+=rose
upside ^nn++++=upside
down ^in++++=down
in ^in++++=in
the ^ati++++=the
depths ^nns++++=depths;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
over ^in++++=over
the ^ati++++=the
surface ^nn++++=surface
came ^vbd+++xvbn+=came
a ^at++++=a
procession ^nn++++=procession
of ^in++++=of
drowned ^jj+atrb++xvbn+=drowned
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
all ^abn++++=all
with ^in++++=with
open ^jj+atrb+++=open
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Moll ^np+++??+=Moll
recoiled ^vbd+++xvbn+=recoiled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentleman ^nn+nom+++=gentleman
still ^rb++++=still
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
hand ^nn++++=hand
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
long ^rb++++=long
and ^cc++++=and
grey ^jj++++=grey,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nails ^nns++++=nails
curving ^jj++++=curving
over ^in++++=over
the ^ati++++=the
ring ^nn++++=ring.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
invoked ^vbd+++xvbnx+=invoked
the ^ati++++=the
sacred ^jj+atrb+++=sacred
name ^nn++++=name.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
clap ^nn++++=clap
like ^in++++=like
the ^ati++++=the
shutting ^nn++++=shutting
of ^in++++=of
a ^at++++=a
vast ^jj+atrb+++=vast
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
vanished ^jj+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
basket ^nn++++=basket
fell ^vbd+++xvbn+=fell
from ^in++++=from
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clean ^jj+atrb+++=clean
linen ^nn++++=linen
was ^vbd+bedz+aux++=was
scattered ^vpsv++agls+xvbnx+=scattered
in ^in++++=in
the ^ati++++=the
mud ^nn++++=mud.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
lake ^nn++++=lake
came ^vbd+++xvbn+=came
one ^cd1++++=one
prolonged ^jj+atrb++xvbn+=prolonged
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
which ^whp+rel+pied++=which
its ^pp$+it+++=its
natural ^jj+atrb+++=natural
colour ^nn++++=colour
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
Moll ^np+++??+=Moll
reached ^vbd+++xvbn+=reached
the ^ati++++=the
house ^nn++++=house
in ^in++++=in
such ^abl++++=such
disorder ^nn+nom+++=disorder
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
at ^rb++++=at
first ^rb"++++=first
unable ^jj++++=unable
to ^to+jcmp+++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Anne ^np++++=Anne's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
reproved ^vbd+++xvbn+=reproved
her ^pp$+pp3+++=her
severely ^rb++++=severely
for ^in++++=for
the ^ati++++=the
condition ^nn+nom+++=condition
of ^in++++=of
the ^ati++++=the
sheets ^nns++++=sheets;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
the ^ati++++=the
girl ^nn++++=girl
described ^vbd+++xvbn+=described
the ^ati++++=the
coronet ^nn++++=coronet
upon ^in++++=upon
the ^ati++++=the
ring ^nn++++=ring,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
servant ^nn+nom+++=servant
began ^vbd+++xvbn+=began
to ^to++++=to
cry ^vbi++++=cry.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
earl ^np++++=earl
himself ^ppl+pp3+++=himself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Music ^nn++++=Music
at ^in++++=at
the ^ati++++=the
Castle ^nn++++=Castle
Of ^in++++=Of
the ^ati++++=the
other ^ap++++=other
occurrences ^nns+nom+++=occurrences
related ^vwbn+++xvbn+=related
by ^in++++=by
Miss ^npt++++=Miss
Anne ^np++++=Anne,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
her ^pp$+pp3+++=her
own ^ap++++=own
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
always ^rb++++=always
recounted ^vbd+++xvbn+=recounted
it ^pp3+it+++=it
without ^in++++=without
embellishment ^nn+nom+++=embellishment.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
and ^cc++++=and
Susan ^np++++=Susan
had ^vb+hv+vrb++=had
an ^at++++=an
elder ^jjr+atrb+++=elder
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
died ^vbd+++xvbn+=died
while ^cs+sub+++=while
still ^rb++++=still
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
last ^jj+atrb+++=last
nights ^nns++++=nights
of ^in++++=of
her ^pp$+pp3+++=her
illness ^nns+nom+++=illness
the ^ati++++=the
household ^nn++++=household
took ^vbd+++xvbn+=took
turns ^vbz++++=turns
watching ^vbg+++xvbg+=watching
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sick ^jj++++=sick-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
became ^vbd+++xvbn+=became
oppressive ^jj++++=oppressive
toward ^in++++=toward
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Anne ^np++++=Anne
and ^cc++++=and
Susan ^np++++=Susan,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
little ^ap++++=little
more ^rbr++++=more
than ^in++++=than
girls ^nns++++=girls,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
out ^rb+phrv+++=out
for ^in+ppvb+++=for
air ^nn++++=air.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^nn++++=moon
was ^vbd+bedz+aux++=was
hidden ^vpsv++agls+xvbnx+=hidden,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
night ^nn++++=night
was ^vbd+bedz+aux++=was
clear ^vb++++=clear
enough ^qlp++++=enough
to ^to++++=to
show ^vbi+vprv+++=show
the ^ati++++=the
castle ^nn++++=castle
against ^in++++=against
the ^ati++++=the
paler ^jjr+atrb+++=paler
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
walked ^vbd+++xvbnx+=walked
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
in ^in++++=in
whispers ^nns+nom+++=whispers,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
music ^nn++++=music
arose ^vbd+++xvbn+=arose
from ^in++++=from
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
Earl ^np++++=Earl's
's ^$++++=EXTRAWORD
Hall ^npl++++=Hall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Anne ^np++++=Anne
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
like ^in++++=like
any ^dti++++=any
rural ^jj+atrb+++=rural
instrument ^nn+nom+++=instrument,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
like ^in++++=like
singing ^nn++++=singing
heard ^vbd+vprv++xvbn+=heard
from ^in++++=from
a ^at++++=a
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
resembled ^vbd+++xvbn+=resembled
an ^at++++=an
organ ^nn++++=organ
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
cathedral ^nn+nom+++=cathedral,
, ^zz++++=EXTRAWORD
accompanied ^xvbn+++xvbn+=accompanied
by ^in++++=by
voices ^nns++++=voices
so ^rb+emph+++=so
numerous ^jj++++=numerous
and ^cc+phrs+++=and
mournful ^jj++++=mournful
that ^cs+sub+++=that
the ^ati++++=the
sound ^nn++++=sound
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fill ^vbi++++=fill
earth ^nn++++=earth
and ^cc++++=and
air ^nn++++=air.
. ^zz++++=EXTRAWORD
The ^ati++++=The
melody ^nn++++=melody
rose ^vbd+++xvbn+=rose
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
paused ^j+++xvbn+=paused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
recommenced ^jj+++xvbn+=recommenced,
, ^zz++++=EXTRAWORD
always ^rb++++=always
approaching ^jj+++xvbg+=approaching
but ^cc++++=but
never ^rb++++=never
becoming ^vbg+++xvbg+=becoming
louder ^jjr++++=louder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sisters ^nns+nom+++=sisters
stood ^vbd+++xvbn+=stood
hand ^nn++++=hand
in ^in++++=in
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
proposed ^jj+++xvbn+=proposed
going ^jj+++xvbg+=going
toward ^in++++=toward
the ^ati++++=the
castle ^nn++++=castle.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
some ^dti++++=some
minutes ^nns++++=minutes
the ^ati++++=the
music ^nn++++=music
ceased ^vbd+++xvbn+=ceased
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
a ^at++++=a
prolonged ^jj+atrb++xvbn+=prolonged
note ^nn++++=note.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
answer ^nn++++=answer
from ^in++++=from
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
Margaret ^np++++=Margaret
had ^vbd+hvd+aux++=had
awakened ^vprf+++xvbnx+=awakened
and ^cc+phrs+++=and
asked ^vprf+++xvbn+=asked
who ^whp+who+++=who
was ^vbd+bedz+aux++=was
singing ^vbg+++xvbgx+=singing
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
sunrise ^nn++++=sunrise
she ^pp3a+pp3+++=she
died ^vbd+++xvbnx+=died.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
people ^nns++++=people
called ^vbd+++xvbn+=called
the ^ati++++=the
music ^nn++++=music
the ^ati++++=the
Baily ^np+++??+=Baily
banshee ^nn++++=banshee.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Anne ^np++++=Anne,
, ^zz++++=EXTRAWORD
in ^in++++=in
later ^rbr+tm+++=later
life ^nn++++=life,
, ^zz++++=EXTRAWORD
allowed ^xvbn+++xvbn+=allowed
that ^dt+dem+++=that
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
distant ^jj+atrb+++=distant
movement ^nn+nom+++=movement
of ^in++++=of
wind ^nn++++=wind
through ^in++++=through
ruined ^vbd+++xvbn+=ruined
chambers ^nns+nom+++=chambers
might ^md+pos+++=might
account ^vb++++=account
for ^in+ppvb+++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Susan ^np++++=Susan,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
imaginative ^jj+pred+++=imaginative
in ^in++++=in
ordinary ^jj+atrb+++=ordinary
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
never ^rb++splt++=never
permit ^vb++++=permit
such ^abl++++=such
an ^at++++=an
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
both ^abx++++=both
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
tune ^nn++++=tune,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
once ^cs+tm+++=once
said ^vprf+++xvbn+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Margaret ^np++++=Margaret
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Governess ^nns+nom+++=Governess's
's ^$++++=EXTRAWORD
Dream ^nn++++=Dream
The ^ati++++=The
governess ^nns+nom+++=governess
of ^in++++=of
the ^ati++++=the
Baily ^np+++??+=Baily
girls ^nns++++=girls
was ^vbd+bedz+vrb++=was
a ^at++++=a
Miss ^npt++++=Miss
Ellinor ^np++++=Ellinor
Vane ^np++++=Vane,
, ^zz++++=EXTRAWORD
the ^ati++++=the
daughter ^nn+nom+++=daughter
of ^in++++=of
a ^at++++=a
clergyman ^nn+nom+++=clergyman
in ^in++++=in
the ^ati++++=the
north ^np+pl+++=north.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
conscientious ^jj+atrb+++=conscientious
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
no ^at++++=no
longer ^rbr++++=longer
young ^jj++++=young,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
excellent ^jj+atrb+++=excellent
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
a ^at++++=a
fondness ^nns+nom+++=fondness
for ^in++++=for
history ^nn++++=history,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
so ^ql++++=so
far ^rb+pl+++=far
as ^in++++=as
anyone ^pn++++=anyone
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
no ^at++++=no
taste ^nn++++=taste
whatever ^nn+nom+++=whatever
for ^in++++=for
supernatural ^jj+atrb+++=supernatural
fancies ^nns++++=fancies.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
nights ^nns++++=nights
she ^pp3a+pp3+++=she
dreamed ^vbd+vprv++xvbnx+=dreamed
the ^ati++++=the
same ^ap++++=same
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
in ^in++++=in
an ^at++++=an
old ^jj+atrb+++=old
brown ^jj+atrb+++=brown
coat ^nn++++=coat
came ^vbd+++xvbn+=came
to ^in++++=to
her ^pp$+pp3+++=her
bedside ^nn++++=bedside
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+aux++=is
treasure ^vb++++=treasure
hidden ^vbd+++xvbn+=hidden
in ^in++++=in
the ^ati++++=the
castle ^nn++++=castle.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
not ^xnot++not++=not
removed ^vbd+++xvbn+=removed
before ^cs+sub+++=before
the ^ati++++=the
north ^nr+pl+++=north
wall ^nn++++=wall
falls ^vbz++++=falls,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+aux++=be
lost ^vpsv++agls+xvbnx+=lost
forever ^rb++++=forever."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
occasion ^nn++++=occasion
she ^pp3a+pp3+++=she
attributed ^vbd+++xvbnx+=attributed
the ^ati++++=the
vision ^nn++++=vision
to ^in++++=to
indigestion ^nn+nom+++=indigestion
and ^cc++++=and
mentioned ^vbd+vpub+tht0+xvbn+=mentioned
it ^pp3+it+++=it
to ^in++++=to
nobody ^pn++++=nobody.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
added ^vbd+++xvbn+=added
directions ^nns+nom+++=directions.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
to ^to++++=to
enter ^vbi++++=enter
the ^ati++++=the
Earl ^np++++=Earl's
's ^$++++=EXTRAWORD
Hall ^npl++++=Hall,
, ^zz++++=EXTRAWORD
stand ^vb++++=stand
with ^in++++=with
her ^pp$+pp3+++=her
back ^rp++++=back
to ^in++++=to
the ^ati++++=the
western ^jj+atrb+++=western
fireplace ^nn++++=fireplace,
, ^zz++++=EXTRAWORD
proceed ^vb++++=proceed
twelve ^cd++++=twelve
paces ^nns++++=paces
toward ^in++++=toward
the ^ati++++=the
narrow ^jj+atrb+++=narrow
window ^nn++++=window,
, ^zz++++=EXTRAWORD
turn ^nn++++=turn
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left,
