Frances ^nns+nom+++=Frances
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
nothing ^pn++++=nothing
was ^vbd+bedz+vrb++=was
wrong ^jj+pred+++=wrong
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
face ^nn++++=face
became ^vbd+++xvbn+=became
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
" ^zz++++="Appen
appen ^vwbn+++xvbn+=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
summat ^pn++++=summat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,"
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
had ^vb+hv+aux++=had
better ^jjr++++=better
begin ^vb++++=begin."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
case ^nn++++=case
from ^in++++=from
Anne ^np++++=Anne
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
turn ^vb++++=turn,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
feel ^vb+vprv+++=feel
Tom ^np++++=Tom
watching ^vwbg+++xvbg+=watching
her ^pp3o+pp3+++=her
until ^cs+sub+++=until
the ^ati++++=the
lane ^nn++++=lane
bent ^vbd+++xvbn+=bent.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
her ^pp3o+pp3+++=her
mother ^npt++++=mother
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
Jimmy ^nn++++=Jimmy
over ^rp++++=over
the ^ati++++=the
cold ^jj+atrb+++=cold
mutton ^nn++++=mutton.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
his ^pp$+pp3+++=his
conduct ^nn++++=conduct
unfortunate ^jj++++=unfortunate,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
nobody ^pn++++=nobody
could ^md+pos+++=could
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
promised ^vprf++tht0+xvbnx+=promised
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
agreed ^vbd+vpub++xvbn+=agreed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
mustard ^nn++++=mustard,
, ^zz++++=EXTRAWORD
discussed ^xvbn+++xvbn+=discussed
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
damsons ^nns+++??+=damsons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
upstairs ^jjb++++=upstairs
before ^in++++=before
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
room ^nn++++=room
looked ^vbd+++xvbn+=looked
west ^nr+pl+++=west
over ^in++++=over
the ^ati++++=the
orchard ^nn++++=orchard.
. ^zz++++=EXTRAWORD
Fruit ^nn++++=Fruit
hung ^vbd+++xvbn+=hung
among ^in++++=among
the ^ati++++=the
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
plums ^nns++++=plums
with ^in++++=with
a ^at++++=a
dim ^jj+atrb+++=dim
violet ^nn++++=violet
bloom ^nn++++=bloom,
, ^zz++++=EXTRAWORD
apples ^nns++++=apples
green ^nn++++=green
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
and ^cc++++=and
flushed ^vpsv++agls+xvbn+=flushed
on ^in++++=on
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Wasps ^nps++++=Wasps
entered ^vbd+++xvbn+=entered
through ^in++++=through
the ^ati++++=the
open ^jj+atrb+++=open
window ^nn++++=window
and ^cc++++=and
struck ^vbd+++xvbn+=struck
repeatedly ^rb++++=repeatedly
against ^in++++=against
the ^ati++++=the
pane ^nn+++??+=pane,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
invisible ^jj+atrb+++=invisible
refusal ^nn++++=refusal.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
undressed ^vwbn+++xvbn+=undressed
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
mirror ^nn++++=mirror
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders
appeared ^vbd+seem++xvbn+=appeared
thin ^jj++++=thin
and ^cc+phrs+++=and
white ^jj++++=white
above ^jjb++++=above
her ^pp$+pp3+++=her
shift ^nn++++=shift.
. ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
had ^vb+hv+aux++=had
once ^cs+tm+++=once
touched ^vprf+++xvbn+=touched
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder
while ^cs+sub+++=while
helping ^vbg+++xvbg+=helping
with ^in++++=with
her ^pp$+pp3+++=her
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
preserved ^vprf+++xvbnx+=preserved
the ^ati++++=the
touch ^nn++++=touch
for ^in++++=for
three ^cd++++=three
years ^nns++++=years,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
it ^pp3+it+++=it
out ^rp+pl+++=out
secretly ^rb++++=secretly
and ^cc++++=and
warming ^vbg+++xvbg+=warming
herself ^ppl+pp3+++=herself
by ^in++++=by
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
summon ^vbi++++=summon
it ^pp3+it+++=it
and ^cc++++=and
felt ^vbd+vprv++xvbn+=felt
almost ^rb+hdg+++=almost
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
forearms ^nns++++=forearms,
, ^zz++++=EXTRAWORD
brown ^jj++++=brown
and ^cc+phrs+++=and
scratched ^jj+++xvbn+=scratched,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
pause ^nn++++=pause
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
would ^md+prd+++=would
give ^vb++++=give
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Shame ^vb++++=Shame
moved ^vbd+++xvbn+=moved
through ^in++++=through
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
heavier ^jjr+atrb+++=heavier
sensation ^nn+nom+++=sensation
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
shame ^nn++++=shame.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lay ^vbd+++xvbnx+=lay
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
sleep ^nn++++=sleep
would ^md+prd+++=would
not ^xnot++not++=not
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
the ^ati++++=the
orchard ^nn++++=orchard,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
roots ^nns++++=roots
and ^cc++++=and
fallen ^vprf+++xvbn+=fallen
fruit ^nn++++=fruit,
, ^zz++++=EXTRAWORD
small ^jj+atrb+++=small
blind ^jj+atrb+++=blind
creatures ^nns++++=creatures
travelled ^vbd+++xvbn+=travelled
in ^in++++=in
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly
occupied ^vbd+++xvbn+=occupied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
Anne ^np++++=Anne's
's ^$++++=EXTRAWORD
old ^jj+atrb+++=old
boots ^nns++++=boots
and ^cc++++=and
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Dew ^np+++??+=Dew
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
shade ^nn++++=shade,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
open ^jj+atrb+++=open
fields ^nns++++=fields
were ^vbd+bed+vrb++=were
already ^rb++++=already
hot ^jj+pred+++=hot.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
common ^nn++++=common
to ^in++++=to
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
the ^ati++++=the
first ^od++++=first
mole ^nn++++=mole
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
body ^nn++++=body
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^at++++=a
flattened ^nn++++=flattened
mark ^vb++++=mark
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beside ^in+pl+++=beside
it ^pp3+it+++=it
a ^ap++++=a
few ^ap"++++=few
blue ^jj++++=blue-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
hairs ^nns++++=hairs
clung ^vbd+++xvbn+=clung
to ^in++++=to
a ^at++++=a
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
For ^in++++=For
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
near ^in+pl+++=near
the ^ati++++=the
lower ^jjr+atrb+++=lower
meadow ^nn++++=meadow
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
fresh ^jj+atrb+++=fresh
ridges ^nns++++=ridges
running ^vwbg+++xvbg+=running
through ^in++++=through
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
over ^rp++++=over
them ^pp3o+pp3+++=them
with ^in++++=with
a ^at++++=a
spade ^nn++++=spade
taken ^vwbn+++xvbn+=taken
from ^in++++=from
the ^ati++++=the
tool ^nn++++=tool
shed ^vbd+++xvbn+=shed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
absurdity ^nn+nom+++=absurdity
of ^in++++=of
her ^pp$+pp3+++=her
position ^nn+nom+++=position
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
concerts ^nns++++=concerts
with ^in++++=with
Jimmy ^np++++=Jimmy
and ^cc++++=and
corrected ^xvbn+++xvbn+=corrected
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
waited ^j+++xvbn+=waited
beside ^in+pl+++=beside
churned ^vbd+++xvbn+=churned
earth ^nn++++=earth
to ^in++++=to
murder ^nn++++=murder
an ^at++++=an
animal ^nn++++=animal
for ^in++++=for
courtship ^nn+nom+++=courtship.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ground ^nn++++=ground
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
drove ^vbd+++xvbnx+=drove
in ^in++++=in
the ^ati++++=the
spade ^nn++++=spade
too ^rb++++=too
soon ^rb+tm+++=soon.
. ^zz++++=EXTRAWORD
Soil ^nn++++=Soil
broke ^vbd+++xvbn+=broke
apart ^in+strn+++=apart,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
a ^at++++=a
narrow ^jj+atrb+++=narrow,
, ^zz++++=EXTRAWORD
polished ^jj+atrb+++=polished
tunnel ^nn++++=tunnel.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waited ^vbd+++xvbnx+=waited
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
palms ^nns++++=palms
damp ^nn++++=damp
on ^in++++=on
the ^ati++++=the
handle ^nn++++=handle.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
a ^at++++=a
cart ^np++++=cart
creaked ^vbd+++xvbn+=creaked
along ^in++++=along
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
Larks ^np+++??+=Larks
rose ^vbd+++xvbn+=rose
invisibly ^jj++++=invisibly,
, ^zz++++=EXTRAWORD
pouring ^vbg+++xvbg+=pouring
sound ^jj++++=sound
into ^in++++=into
the ^ati++++=the
white ^jj+atrb+++=white
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
meadow ^nn++++=meadow
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
dry ^jj+atrb+++=dry
clover ^nn++++=clover
and ^cc++++=and
animal ^nn++++=animal
warmth ^nn++++=warmth.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances's
's ^$++++=EXTRAWORD
grief ^nn++++=grief
seemed ^vbd+seem++xvbn+=seemed
no ^at++++=no
longer ^rbr++++=longer
a ^at++++=a
wound ^nn+++xvbn+=wound
but ^cc++++=but
an ^at++++=an
exhaustion ^nn+nom+++=exhaustion
settled ^vbd+++xvbn+=settled
throughout ^in++++=throughout
her ^pp$+pp3+++=her
limbs ^nns++++=limbs.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
mound ^nn+++??+=mound
lifted ^vbd+++xvbn+=lifted
near ^in+pl+++=near
her ^pp$+pp3+++=her
boot ^nn++++=boot.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
struck ^vbd+++xvbnx+=struck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blade ^nn++++=blade
entered ^vbd+++xvbn+=entered
earth ^nn++++=earth
with ^in++++=with
a ^at++++=a
thick ^jj+atrb+++=thick
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
A ^at++++=A
black ^jj+atrb+++=black
body ^nn++++=body
rolled ^vbd+++xvbn+=rolled
from ^in++++=from
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
tunnel ^nn++++=tunnel,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
cut ^vb+++xvbn+=cut
but ^cc+phrs+++=but
stunned ^vb+++xvbn+=stunned.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
began ^vbd+++xvbn+=began
at ^rb++++=at
once ^rb"+tm+++=once
to ^in++++=to
labour ^nn++++=labour
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
nose ^nn++++=nose
jerking ^vwbg+++xvbg+=jerking,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
hands ^nns++++=hands
tearing ^vwbg+++xvbg+=tearing
at ^in++++=at
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
torture ^vbi++++=torture
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
mouth ^nn++++=mouth
opened ^vbd+++xvbn+=opened
upon ^in++++=upon
a ^at++++=a
tiny ^jj+atrb+++=tiny
scarlet ^jj+atrb+++=scarlet
interior ^nn++++=interior.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
raised ^vbd+++xvbn+=raised
the ^ati++++=the
spade ^nn++++=spade.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
bring ^vb++++=bring
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
creature ^nn++++=creature's
's ^$++++=EXTRAWORD
blindness ^nns+nom+++=blindness
was ^vbd+bedz+vrb++=was
horrible ^jj+pred+++=horrible
because ^cs+cos+++=because
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
struggled ^vbd+++xvbn+=struggled
against ^in++++=against
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
air ^nn++++=air,
, ^zz++++=EXTRAWORD
roots ^nns++++=roots,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
bright ^jj+atrb+++=bright
weight ^nn++++=weight
of ^in++++=of
the ^ati++++=the
upper ^jjb+atrb+++=upper
world ^nn++++=world,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
against ^in++++=against
Frances ^nns+nom+++=Frances.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
fate ^nn++++=fate,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
on ^in+strn+++=on,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
to ^in++++=to
the ^ati++++=the
mole ^nn++++=mole
or ^cc++++=or
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
lip ^nn++++=lip
of ^in++++=of
its ^pp$+it+++=its
tunnel ^nn++++=tunnel.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
pale ^jj+atrb+++=pale
hand ^nn++++=hand
disappeared ^vbd+seem++xvbn+=disappeared
into ^in++++=into
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
struck ^vbd+++xvbn+=struck
with ^in++++=with
the ^ati++++=the
flat ^nn++++=flat
of ^in++++=of
the ^ati++++=the
spade ^nn++++=spade.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
leaped ^vbd+++xvbn+=leaped
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
struck ^vbd+++xvbnx+=struck
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
breathing ^nvbg+++xvbg+=breathing
through ^rp++++=through
her ^pp3o+pp3+++=her
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
thunder ^nn++++=thunder,
, ^zz++++=EXTRAWORD
no ^at++++=no
accusation ^nn+nom+++=accusation.
. ^zz++++=EXTRAWORD
A ^at++++=A
butterfly ^nn++++=butterfly
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
the ^ati++++=the
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
yellow ^jj++++=yellow
as ^ql++++=as
a ^at++++=a
falling ^jj+++xvbg+=falling
petal ^jj++++=petal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cart ^nn++++=cart
continued ^vbd+++xvbn+=continued
along ^in++++=along
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
own ^ap++++=own
hands ^nns++++=hands
looked ^vbd+++xvbn+=looked
ordinary ^jj++++=ordinary.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wrapped ^vbd+++xvbnx+=wrapped
the ^ati++++=the
mole ^nn++++=mole
in ^in++++=in
a ^at++++=a
dock ^nn++++=dock
leaf ^nn++++=leaf
and ^cc++++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
to ^in++++=to
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
yard ^nn++++=yard
mending ^vwbg+++xvbg+=mending
a ^at++++=a
hurdle ^nn++++=hurdle.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
come ^vprf+++xvbn+=come
through ^in++++=through
the ^ati++++=the
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hammer ^nn++++=hammer
stopped ^vbd+++xvbn+=stopped
in ^in++++=in
mid ^jjb++++=mid-blow.
- ^zz++++=EXTRAWORD
blow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
no ^at++++=no
hat ^nn++++=hat;
; ^zz++++=EXTRAWORD
loose ^jj+atrb+++=loose
strands ^nns++++=strands
of ^in++++=of
hair ^nn++++=hair
stuck ^vbd+++xvbn+=stuck
darkly ^rb++++=darkly
to ^in++++=to
her ^pp$+pp3+++=her
temples ^nns++++=temples.
. ^zz++++=EXTRAWORD
Earth ^nn++++=Earth
marked ^vbd+++xvbn+=marked
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
her ^pp$+pp3+++=her
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
carried ^vbd+++xvbnx+=carried
the ^ati++++=the
green ^jj+atrb+++=green
parcel ^nn++++=parcel
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
your ^pp$+pp2+++=your
present ^nn++++=present,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
the ^ati++++=the
hammer ^nn++++=hammer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
unfolded ^vbd+++xvbnx+=unfolded
the ^ati++++=the
leaf ^nn++++=leaf
on ^in++++=on
the ^ati++++=the
stone ^nn++++=stone
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mole ^nn++++=mole
lay ^vbd+++xvbn+=lay
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
compact ^jj++++=compact
and ^cc++++=and
black ^nn++++=black,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
snout ^nn++++=snout
bloodied ^vbd+++xvbn+=bloodied
with ^in++++=with
soil ^nn++++=soil.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yourself?"
yourself ^ppl+pp2+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
persuaded ^vbd+vsua+tht0+xvbnx+=persuaded
it ^pp3+it+++=it
to ^to++++=to
die ^vbi++++=die
from ^in++++=from
admiration ^nn+nom+++=admiration."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
from ^in++++=from
the ^ati++++=the
mole ^nn++++=mole
to ^in++++=to
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
in ^in++++=in
the ^ati++++=the
offering ^jj+++xvbg+=offering
troubled ^jj+++xvbn+=troubled
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
its ^pp$+it+++=its
ugliness ^nns+nom+++=ugliness,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
intimacy ^nn+nom+++=intimacy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
deliberateness ^nns+nom+++=deliberateness
of ^in++++=of
her ^pp$+pp3+++=her
coming ^vbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
understood ^vbd+vprv++xvbnx+=understood,
, ^zz++++=EXTRAWORD
without ^in++++=without
being ^xvbg+++xvbg+=being
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
put ^vb+++xvbn+=put
understanding ^nvbg+++xvbg+=understanding
into ^in++++=into
words ^nns++++=words,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
crossed ^vprf+++xvbnx+=crossed
some ^dti++++=some
distance ^nn+nom+++=distance
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
perhaps ^rb++++=perhaps
not ^xnot++not++=not
towards ^in++++=towards
him ^pp3o+pp3+++=him
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Fran ^np+++??+=Fran?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
