At ^in++++=At
: ^zz++++=EXTRAWORD
gray ^np++++=gray
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
white ^jj+atrb+++=white
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
garments ^nns+nom+++=garments,
, ^zz++++=EXTRAWORD
yellow ^jj+atrb+++=yellow
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
toward ^in++++=toward
the ^ati++++=the
avenue ^nn++++=avenue
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
couple ^nn++++=couple
approaching ^vwbg+++xvbg+=approaching.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
man ^nn++++=man
was ^vbd+bedz+vrb++=was
about ^in++++=about
sixty ^cd++++=sixty,
, ^zz++++=EXTRAWORD
tall ^jj++++=tall,
, ^zz++++=EXTRAWORD
decorated ^j+++xvbn+=decorated,
, ^zz++++=EXTRAWORD
with ^in++++=with
white ^jj+atrb+++=white
whiskers ^nns+nom+++=whiskers
and ^cc++++=and
the ^ati++++=the
grave ^nn++++=grave
bearing ^vwbg+++xvbg+=bearing
of ^in++++=of
a ^at++++=a
retired ^jj+++xvbn+=retired
ambassador ^npt++++=ambassador
or ^cc++++=or
a ^at++++=a
prosperous ^jj+atrb+++=prosperous
notary ^nn++++=notary.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
arm ^nn++++=arm
leaned ^vbd+++xvbn+=leaned
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
in ^in++++=in
deep ^jj+atrb+++=deep
mourning ^nvbg+++xvbg+=mourning.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
step ^vb++++=step
was ^vbd+bedz+vrb++=was
weak ^jj+pred+++=weak;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
veil ^nn++++=veil
fell ^vbd+++xvbn+=fell
over ^in++++=over
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
fair ^jj+atrb+++=fair
hair ^nn++++=hair
gleamed ^vbd+++xvbn+=gleamed
beneath ^in+pl+++=beneath
the ^ati++++=the
black ^jj+atrb+++=black
bonnet ^nn++++=bonnet
like ^in++++=like
rays ^nns++++=rays
of ^in++++=of
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
pressed ^vbd+++xvbnx+=pressed
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
exactly ^rb++++=exactly
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
pressed ^vprf+++xvbnx+=pressed
against ^in++++=against
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
led ^vbd+++xvbnx+=led
her ^pp$+pp3+++=her
from ^in++++=from
the ^ati++++=the
tomb ^nn++++=tomb.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bent ^vbd+++xvbnx+=bent
toward ^in++++=toward
her ^pp$+pp3+++=her
with ^in++++=with
anxious ^jj+atrb+++=anxious
solicitude ^nn+++??+=solicitude.
. ^zz++++=EXTRAWORD
No ^at++++=No
doubt ^nn++++=doubt
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying:
: ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
remain ^vb++++=remain
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
is ^vbz+bez+vrb++=is
cold ^jj+pred+++=cold.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
they ^pp3a+pp3+++=they
drew ^vbd+++xvbnx+=drew
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
met ^vbd+++xvbn+=met
mine ^pp$$++++=mine.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
fraction ^nn+nom+++=fraction
of ^in++++=of
a ^at++++=a
second ^od++++=second
they ^pp3a+pp3+++=they
expressed ^vbd+vpub++xvbnx+=expressed
surprise ^nn++++=surprise;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
became ^vbd+++xvbnx+=became
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
Almost ^rb+hdg+++=Almost
imperceptibly ^rb++++=imperceptibly
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
one ^cd1++++=one
finger ^nn++++=finger
to ^in++++=to
her ^pp$+pp3+++=her
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
recognize ^vb+vprv+++=recognize
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
passed ^vbd+++xvbnx+=passed
them ^pp3o+pp3+++=them
without ^in++++=without
a ^at++++=a
bow ^nn++++=bow.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
turning ^jj+++xvbg+=turning
of ^in++++=of
the ^ati++++=the
path ^nn++++=path
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
distinguished ^jj+atrb++xvbn+=distinguished
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
was ^vbd+bedz+aux++=was
supporting ^vbg+++xvbgx+=supporting
her ^pp$+pp3+++=her
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
appeared ^vbd+seem++xvbnx+=appeared
about ^md"++pmd"++=about
to ^md+prd+++=to
faint ^vb++++=faint.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
went ^vbd+++xvbnx+=went
to ^in++++=to
Captain ^nn++++=Captain
de ^&fw++++=de
Varnet ^np++++=Varnet's
's ^$++++=EXTRAWORD
grave ^jj++++=grave.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
stone ^nn++++=stone
lay ^vbd+++xvbn+=lay
fresh ^jj+atrb+++=fresh
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
I ^pp1a+pp1+++=I
to ^to++++=to
think ^vbi+vprv+++=think?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
she ^pp3a+pp3+++=she
truly ^rb++++=truly
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
widow ^nn++++=widow,
, ^zz++++=EXTRAWORD
consoling ^nn+nom+++=consoling
herself ^ppl+pp3+++=herself
methodically ^rb++++=methodically?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
she ^pp3a+pp3+++=she
not ^xnot++not++=not
his ^pp$+pp3+++=his
widow ^nn++++=widow
at ^rb++++=at
all ^abn++++=all?
? ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
she ^pp3a+pp3+++=she
chosen ^vbd+++xvbnx+=chosen
that ^dt+dem+++=that
tomb ^nn++++=tomb
because ^cs+cos+++=because
an ^at++++=an
officer ^npt++++=officer
killed ^vbd+++xvbn+=killed
in ^in++++=in
Tonquin ^np+++??+=Tonquin
could ^md+pos+++=could
not ^xnot++not++=not
return ^vb++++=return
inconveniently ^jj++++=inconveniently?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
she ^pp3a+pp3+++=she
faint ^jj++++=faint
only ^rb+down+++=only
before ^in++++=before
rich ^jj+atrb+++=rich
men ^nns++++=men,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
before ^in++++=before
any ^dti++++=any
presentable ^jj+atrb+++=presentable
arm ^nn++++=arm?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
destined ^vbd+++xvbn+=destined
merely ^rb+down+++=merely
to ^to++++=to
pay ^vbi++++=pay
the ^ati++++=the
landlord ^nn++++=landlord
and ^cc++++=and
redeem ^vb++++=redeem
the ^ati++++=the
maternal ^jj+atrb+++=maternal
bracelet ^nn+nom+++=bracelet,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
would ^md+prd+++=would
he ^pp3a+pp3+++=he
also ^rb++++=also
receive ^vb++++=receive
tea ^nn++++=tea
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
made ^vpsv++agls+xvbnx+=made?
? ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Captain ^nn++++=Captain
de ^&fw++++=de
Varnet ^np+++??+=Varnet
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
known ^vbd+vprv++xvbnx+=known
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
anyone ^pn++++=anyone
known ^jj+++xvbn+=known
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+aux++=Was
he ^pp3a+pp3+++=he
married ^vbd+++xvbnx+=married?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
he ^pp3a+pp3+++=he
perhaps ^rb++++=perhaps
some ^dti++++=some
honest ^jj+atrb+++=honest
bachelor ^nn++++=bachelor
whose ^whp+rel+obj++=whose
eternal ^jj+atrb+++=eternal
rest ^nn++++=rest
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
transformed ^vpsv++agls+xvbnx+=transformed
into ^in++++=into
an ^at++++=an
office ^nn++++=office
for ^in++++=for
sentimental ^jj+atrb+++=sentimental
introductions ^nns+nom+++=introductions?
? ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
left ^vbd+++xvbnx+=left
the ^ati++++=the
cemetery ^nn+nom+++=cemetery
laughing ^vwbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
laugh ^nn++++=laugh
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
entirely ^rb+amp+++=entirely
cheerful ^jj++++=cheerful.
. ^zz++++=EXTRAWORD
After ^in++++=After
all ^abn++++=all,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
hunted ^vbd+++xvbnx+=hunted
the ^ati++++=the
living ^jj+++xvbg+=living
among ^in++++=among
the ^ati++++=the
dead ^jj++++=dead;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vb+hv+aux++=had
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done
anything ^pn++++=anything
very ^ql+amp+++=very
different ^jj++++=different?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
offered ^vprf+++xvbnx+=offered
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
offered ^vprf+++xvbnx+=offered
consolation ^nn+nom+++=consolation;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
used ^vprf+++xvbnx+=used
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
used ^vprf+++xvbnx+=used
her ^pp$+pp3+++=her
loneliness ^nns+nom+++=loneliness.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
of ^in++++=of
us ^pp1o+pp1+++=us
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
suitable ^jj+atrb+++=suitable
merchandise ^nn++++=merchandise
to ^in++++=to
the ^ati++++=the
market ^nn++++=market.
. ^zz++++=EXTRAWORD
" ^zz++++="Still,
still ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
one ^cd1++++=one
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bardon ^np+++??+=Bardon
emptied ^vwbn+++xvbn+=emptied
his ^pp$+pp3+++=his
glass ^nn++++=glass
and ^cc++++=and
glanced ^vpsv++agls+xvbn+=glanced
around ^in++++=around
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+who+++=EXTRAWORD
widow ^nn++++=widow
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she
that ^dt+dem+++=that
afternoon ^nn++++=afternoon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
