# ^zz++++=##
# ^zz++++=EXTRAWORD
Hundred ^cd++++=HUNDRED
resoled ^vpsv++by+xvbnx+=resoled
by ^in++++=by
the ^ati++++=the
village ^nn+nom+++=village
cobbler ^jjr++++=cobbler,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Baker ^np++++=Baker
regarded ^vwbn+++xvbn+=regarded
this ^dt+dem+++=this
event ^nn++++=event
as ^in++++=as
a ^at++++=a
species ^nn++++=species
of ^in++++=of
resurrection ^nn+nom+++=resurrection.
. ^zz++++=EXTRAWORD
" ^zz++++="Reckin
reckin ^nn+++??+=EXTRAWORD
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
last ^ap++++=last
me ^pp1o+pp1+++=me
till ^cs+sub+++=till
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
free ^jj+pred+++=free,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
free ^jj+pred+++=free
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Marion ^np++++=Marion
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
considered ^vwbn+vprv++xvbn+=considered.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
free ^jj++++=free,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
paper ^nn++++=paper
free ^jj++++=free.
. ^zz++++=EXTRAWORD
Paper ^np++++=Paper's
's ^$++++=EXTRAWORD
what ^wdt+who+++=what
tells ^vbz++++=tells
folks ^nns++++=folks
whether ^cs+who+++=whether
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
his ^pp$+pp3+++=his
own ^ap++++=own
self ^nn++++=self."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
season ^nn++++=season
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
successful ^jj++++=successful.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Clayton ^np+++??+=Clayton
House ^nn++++=House
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
from ^in++++=from
cellar ^nn++++=cellar
to ^in++++=to
cupola ^nn++++=cupola:
: ^zz++++=EXTRAWORD
planters ^nns+nom+++=planters
and ^cc++++=and
their ^pp$+pp3+++=their
families ^nns++++=families,
, ^zz++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
men ^nns++++=men,
, ^zz++++=EXTRAWORD
widows ^nns++++=widows
in ^in++++=in
black ^jj+atrb+++=black
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
invalids ^nns++++=invalids
in ^in++++=in
shawls ^nns+++??+=shawls,
, ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
ladies ^nns++++=ladies
seeking ^vwbg+++xvbg+=seeking
husbands ^nns++++=husbands,
, ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
gentlemen ^nns++++=gentlemen
avoiding ^vwbg+++xvbg+=avoiding
occupations ^nns+nom+++=occupations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
children ^nns++++=children
who ^whp+rel+subj++=who
pursued ^vbd+++xvbn+=pursued
one ^cd1++++=one
another ^dt++++=another
through ^in++++=through
the ^ati++++=the
curryder ^nn++++=curryder
in ^in++++=in
defiance ^nn+nom+++=defiance
of ^in++++=of
architecture ^nn++++=architecture
and ^cc++++=and
parental ^jj+atrb+++=parental
fatigue ^nn++++=fatigue.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
noticed ^vbd+vprv++xvbn+=noticed
the ^ati++++=the
shadow ^nn++++=shadow
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Julius ^np++++=Julius
Peavey ^np+++??+=Peavey.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
arrived ^vbd+++xvbnx+=arrived
from ^in++++=from
the ^ati++++=the
coast ^nn++++=coast
on ^in++++=on
a ^at++++=a
warm ^jj+atrb+++=warm
Thursday ^nr++++=Thursday
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
complaining ^vbg+vpub++xvbg+=complaining
of ^in++++=of
the ^ati++++=the
railway ^nn++++=railway,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
the ^ati++++=the
supper ^nn++++=supper
and ^cc++++=and
mankind ^nn++++=mankind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
stout ^jj+atrb+++=stout
merchant ^nn+nom+++=merchant
with ^in++++=with
a ^at++++=a
yellow ^jj+atrb+++=yellow
face ^nn++++=face
and ^cc++++=and
a ^at++++=a
conviction ^nn+nom+++=conviction
that ^tht+ncmp+++=that
wealth ^nn++++=wealth
should ^md+nec+++=should
protect ^vb++++=protect
its ^pp$+it+++=its
owner ^nn++++=owner
from ^in++++=from
inconvenience ^nn+nom+++=inconvenience.
. ^zz++++=EXTRAWORD
At ^in++++=At
dinner ^nn++++=dinner
he ^pp3a+pp3+++=he
ate ^vbd+++xvbnx+=ate
heavily ^rb++++=heavily.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
midnight ^nn++++=midnight
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
seized ^vpsv++agls+xvbnx+=seized
with ^in++++=with
cramps ^nns+++??+=cramps.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale,
, ^zz++++=EXTRAWORD
a ^at++++=a
guest ^nn++++=guest
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
summoned ^vpsv++agls+xvbnx+=summoned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv+tht0+xvbnx+=found
Peavey ^np+++??+=Peavey
collapsed ^vbd+++xvbn+=collapsed,
, ^zz++++=EXTRAWORD
sweating ^vbg+++xvbg+=sweating,
, ^zz++++=EXTRAWORD
frightened ^j+++xvbn+=frightened
and ^cc++++=and
violently ^rb++++=violently
ill ^jj++++=ill.
. ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
asked ^vbd+vsua++xvbn+=asked
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
travelled ^vprf+++xvbnx+=travelled,
, ^zz++++=EXTRAWORD
frowned ^j+++xvbn+=frowned
at ^in++++=at
the ^ati++++=the
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ordered ^vbd+vsua+tht0+xvbn+=ordered
the ^ati++++=the
room ^nn++++=room
cleared ^vwbn+++xvbn+=cleared.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
the ^ati++++=the
hot ^jj+atrb+++=hot
water ^nn++++=water.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
near ^in+pl+++=near
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
looked ^vbd+++xvbn+=looked
once ^rb+tm+++=once
at ^rb++++=at
the ^ati++++=the
patient ^nn++++=patient.
. ^zz++++=EXTRAWORD
The ^ati++++=The
basin ^nn++++=basin
fell ^vbd+++xvbn+=fell
from ^in++++=from
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Cholery!"
cholery ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
sound ^jj++++=sound
like ^in++++=like
an ^at++++=an
opinion ^nn++++=opinion.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
struck ^vbd+++xvbn+=struck
the ^ati++++=the
room ^nn++++=room
like ^in++++=like
a ^at++++=a
pistol ^nn++++=pistol
shot ^vbd+++xvbn+=shot.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale
wheeled ^vbd+++xvbn+=wheeled
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Be
be ^vb+be+vrb++=EXTRAWORD
quiet ^nn++++=quiet!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
whispered ^vbd+vpub++xvbn+=whispered.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
take ^vb++++=take
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
from ^in++++=from
Peavey ^np+++??+=Peavey.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
about ^in++++=about
cholera ^nn+++??+=cholera?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Me?"
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker's
's ^$++++=EXTRAWORD
confusion ^nn++++=confusion
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shoulders ^nns+nom+++=shoulders
straightened ^vbd+++xvbn+=straightened.
. ^zz++++=EXTRAWORD
" ^zz++++="Seen
seen ^vprf+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
Fifty ^cd++++=Fifty
men ^nns++++=men
took ^vbd+++xvbn+=took
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Thirty ^cd++++=Thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead
by ^in++++=by
Sunday ^nr++++=Sunday.
. ^zz++++=EXTRAWORD
Water ^np++++=Water's
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
boiled ^vpsv++agls+xvbnx+=boiled.
. ^zz++++=EXTRAWORD
Sick ^jj+atrb+++=Sick
folks ^nns++++=folks
kept ^vbd+++xvbn+=kept
apart ^rp++++=apart.
. ^zz++++=EXTRAWORD
Clothes ^nns++++=Clothes
burned ^vbd+++xvbn+=burned
or ^cc+phrs+++=or
soaked ^vbd+++xvbn+=soaked.
. ^zz++++=EXTRAWORD
Lime ^nn++++=Lime
in ^in++++=in
the ^ati++++=the
privies ^nns+++??+=privies.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++0='em
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++0='em
get ^vb++++=get
afeard ^nn+++??+=afeard."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton,
, ^zz++++=EXTRAWORD
summoned ^j+++xvbn+=summoned
from ^in++++=from
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
entered ^j+++xvbn+=entered
in ^in++++=in
dressing ^xvbg+++xvbg+=dressing
gown ^nn++++=gown
and ^cc++++=and
slippers ^nns+nom+++=slippers.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
cholera ^nn+++??+=cholera?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
Respectable ^jj+atrb+++=Respectable
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
surprised ^vbd+++xvbn+=surprised
at ^rb++++=at
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
requires ^vbz++++=requires
several ^ap++++=several
minutes ^nns++++=minutes
to ^to++++=to
arrive ^vbi++++=arrive
where ^wrb+who+++=where
bitter ^jj+atrb+++=bitter
experience ^nn+nom+++=experience
has ^vbz+hvz+aux++=has
already ^rb++splt++=already
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
yet ^rb++++=yet
be ^vb+be+vrb++=be
certain ^jj+pred+++=certain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
bent ^vbd+++xvbn+=bent
over ^in++++=over
Peavey ^np+++??+=Peavey,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
examined ^vbd+++xvbn+=examined
the ^ati++++=the
water ^nn++++=water
pitcher ^nn++++=pitcher.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
certain ^jj+pred+++=certain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
moments ^nns+nom+++=moments
when ^wrb+who+++=when
authority ^nn+nom+++=authority
passes ^nns++++=passes
from ^in++++=from
one ^cd1++++=one
man ^nn++++=man
to ^in++++=to
another ^dt++++=another
without ^in++++=without
vote ^nn++++=vote,
, ^zz++++=EXTRAWORD
title ^nn++++=title
or ^cc++++=or
ceremony ^nn++++=ceremony.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
passed ^vbd+++xvbn+=passed
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
By ^in++++=By
two ^cd++++=two
o'clock ^rb++++=o'clock
a ^at++++=a
plan ^vb++++=plan
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
formed ^vpsv++agls+xvbnx+=formed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
disease ^nn++++=disease
must ^md+nec+++=must
be ^vb+be+aux++=be
isolated ^vpsv++agls+xvbnx+=isolated;
; ^zz++++=EXTRAWORD
the ^ati++++=the
hotel ^nn++++=hotel
must ^md+nec+++=must
be ^vb+be+aux++=be
emptied ^vpsv++agls+xvbnx+=emptied
without ^in++++=without
spreading ^nn++++=spreading
panic ^vb++++=panic
through ^in++++=through
the ^ati++++=the
village ^nn+nom+++=village;
; ^zz++++=EXTRAWORD
wagons ^nns++++=wagons
must ^md+nec+++=must
carry ^vb++++=carry
the ^ati++++=the
guests ^nns++++=guests
to ^in++++=to
a ^at++++=a
farm ^nn++++=farm
three ^cd++++=three
miles ^nns++++=miles
inland ^jjb++++=inland;
; ^zz++++=EXTRAWORD
bedding ^nn++++=bedding
must ^md+nec+++=must
be ^vb+be+aux++=be
destroyed ^vpsv++agls+xvbnx+=destroyed;
; ^zz++++=EXTRAWORD
water ^nn++++=water
guarded ^vbd+++xvbn+=guarded;
; ^zz++++=EXTRAWORD
attendants ^nns+nom+++=attendants
chosen ^vbd+++xvbn+=chosen.
. ^zz++++=EXTRAWORD
To ^to++++=To
announce ^vbi+vpub+++=announce
cholera ^nn+++??+=cholera
in ^in++++=in
a ^at++++=a
crowded ^jj+++xvbn+=crowded
hotel ^npl++++=hotel
is ^vbz+bez+aux++=is
to ^to++++=to
throw ^vbi++++=throw
fire ^nn++++=fire
into ^in++++=into
dry ^jj+atrb+++=dry
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
therefore ^rb+cnj+++=therefore
informed ^vbd+vpub++xvbn+=informed
the ^ati++++=the
guests ^nns++++=guests
that ^tht+rel+obj++=that
a ^at++++=a
defect ^nn++++=defect
in ^in++++=in
the ^ati++++=the
drains ^nns++++=drains
required ^vbd+++xvbn+=required
immediate ^jj+atrb+++=immediate
closure ^nn++++=closure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
explanation ^nn+nom+++=explanation
might ^md+pos+++=might
have ^vb+hv+aux++=have
succeeded ^vprf+++xvbnx+=succeeded
had ^vb+hv+vrb++=had
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Colonel ^np++++=Colonel
Dabney ^np+++??+=Dabney
not ^xnot++not++=not
heard ^vprf+++xvbn+=heard
a ^at++++=a
chambermaid ^nn+++??+=chambermaid
sobbing ^vwbg+++xvbg+=sobbing
upon ^in++++=upon
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
ten ^cd++++=ten
minutes ^nns++++=minutes
the ^ati++++=the
word ^nn++++=word
was ^vbd+bedz+vrb++=was
loose ^jj+pred+++=loose.
. ^zz++++=EXTRAWORD
Panic ^vb++++=Panic
began ^vbd+++xvbn+=began
in ^in++++=in
silk ^nn++++=silk
dressing ^vwbg+++xvbg+=dressing
gowns ^nns++++=gowns
and ^cc++++=and
descended ^vbd+++xvbn+=descended
socially ^rb++++=socially
to ^in++++=to
nightshirts ^nns+++??+=nightshirts.
. ^zz++++=EXTRAWORD
Doors ^nns++++=Doors
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Bells ^nns++++=Bells
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Trunks ^nns++++=Trunks
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
corridors ^nns++++=corridors.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
gentleman ^nn+nom+++=gentleman
rushed ^vbd+++xvbn+=rushed
down ^rp++++=down
carrying ^vbg+++xvbg+=carrying
two ^cd++++=two
hatboxes ^nns+++??+=hatboxes
and ^cc++++=and
leaving ^vbg+++xvbg+=leaving
his ^pp$+pp3+++=his
wife ^nn++++=wife
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
A ^at++++=A
lady ^npt++++=lady
fainted ^vbd+++xvbn+=fainted
upon ^in++++=upon
learning ^vb+vprv++xvbg+=learning
that ^tht+vcmp+++=that
another ^ppls++++=another
lady ^npt++++=lady
had ^vbd+hvd+aux++=had
fainted ^vprf+++xvbnx+=fainted.
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Dabney ^np+++??+=Dabney
took ^vbd+++xvbn+=took
command ^nn++++=command
of ^in++++=of
the ^ati++++=the
Mexican ^jj+atrb+++=Mexican
War ^nn++++=War
once ^rb+tm+++=once
more ^rbr++++=more
and ^cc++++=and
ordered ^vbd+vsua++xvbn+=ordered
everybody ^pn++++=everybody
to ^to++++=to
remain ^vbi++++=remain
perfectly ^rb+amp+++=perfectly
calm ^nn++++=calm
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
that ^tht+rel+subj++=that
shook ^vbd+++xvbn+=shook
three ^cd++++=three
windowpanes ^nns+nom++??+=windowpanes.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
this ^dt+dem+++=this
confusion ^nn++++=confusion
moved ^vbd+++xvbn+=moved
Baker ^np++++=Baker.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
who ^whp+rel+subj++=who
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
decide ^vb+vprv+++=decide
between ^in++++=between
two ^cd++++=two
pies ^nns++++=pies
now ^rn+tm+++=now
decided ^vbd+vprv++xvbn+=decided
the ^ati++++=the
movements ^nns+nom+++=movements
of ^in++++=of
a ^at++++=a
hundred ^cd++++=hundred
people ^nns++++=people.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stationed ^vbd+++xvbnx+=stationed
wagons ^nns++++=wagons,
, ^zz++++=EXTRAWORD
separated ^j+++xvbn+=separated
the ^ati++++=the
well ^rb++++=well
from ^in++++=from
the ^ati++++=the
exposed ^jj+atrb++xvbn+=exposed,
, ^zz++++=EXTRAWORD
marked ^jj+atrb++xvbn+=marked
baggage ^nn+nom+++=baggage,
, ^zz++++=EXTRAWORD
carried ^jj+atrb++xvbn+=carried
children ^nns++++=children,
, ^zz++++=EXTRAWORD
soothed ^jj+atrb++xvbn+=soothed
servants ^nns+nom+++=servants
and ^cc++++=and
forbade ^vbd+++xvbn+=forbade
anyone ^pn++++=anyone
to ^to++++=to
drink ^vbi++++=drink
from ^in++++=from
the ^ati++++=the
pump ^nn++++=pump.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
speech ^nn++++=speech
remained ^vbd+++xvbn+=remained
humble ^jj++++=humble,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
knowledge ^nn++++=knowledge
admitted ^vwbn+vpub++xvbn+=admitted
no ^at++++=no
argument ^nn+nom+++=argument.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
back ^jjb++++=back
for ^in++++=for
the ^ati++++=the
green ^nn++++=green
dress ^nn++++=dress."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
cost ^nn++++=cost
eighty ^cd++++=eighty
dollars ^nns++++=dollars!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Cholery
cholery ^nn+nom+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
prices ^nns++++=prices."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
jewels ^nns++++=jewels
are ^vb+ber+vrb++=are
in ^cs+sub+++=in
that ^cs"++++=that
room ^nn++++=room!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
room ^nn++++=room
to ^in++++=to
theirselves ^nns+++??+=theirselves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
down ^in+strn+++=down!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
a ^at++++=a
portly ^jj+atrb+++=portly
gentleman ^nn+nom+++=gentleman
whom ^whp+rel+obj++=whom
Baker ^np++++=Baker
had ^vbd+hvd+aux++=had
lifted ^vprf+++xvbnx+=lifted
bodily ^jj++++=bodily
from ^in++++=from
the ^ati++++=the
staircase ^nn++++=staircase
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
move ^vbi++++=move.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Soon ^np+tm+++=Soon's
's ^$++++=EXTRAWORD
I ^pp1a+pp1+++=I
get ^vb++++=get
you ^pp2+pp2+++=you
outdoors ^nns+pl+++=outdoors."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bore ^vbd+++xvbnx+=bore
trunks ^nns++++=trunks
two ^cd++++=two
at ^in++++=at
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
old ^jj+atrb+++=old
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
wrapped ^vbd+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
quilt ^nn++++=quilt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
for ^in++++=for
a ^at++++=a
caged ^jj+atrb+++=caged
parrot ^nn++++=parrot,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
because ^cs+cos+++=because
the ^ati++++=the
bird ^nn++++=bird
deserved ^vbd+++xvbn+=deserved
rescue ^nn++++=rescue
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
summer ^nn++++=summer
insulting ^jj++++=insulting
him ^pp3o+pp3+++=him
but ^cc+cls+++=but
because ^cs+cos+++=because
Marion ^np++++=Marion
was ^vbd+bedz+aux++=was
crying ^vbg+++xvbgx+=crying.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
led ^vbd+++xvbnx+=led
horses ^nns++++=horses
made ^vbd+++xvbn+=made
frantic ^jj++++=frantic
by ^in++++=by
shouting ^xvbg+++xvbg+=shouting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
fifty ^cd++++=fifty
men ^nns++++=men
a ^at++++=a
hundred ^cd++++=hundred
men ^nns++++=men,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
afterward ^rb++++=afterward
enlarged ^jj+++xvbn+=enlarged
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
as ^in++++=as
gratitude ^nn++++=gratitude
and ^cc++++=and
shame ^nn++++=shame
commonly ^rb++++=commonly
enlarge ^vb++++=enlarge
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
failed ^vbd+++xvbnx+=failed
to ^to+vcmp+++=to
assist ^vbi++++=assist.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
boots ^nns++++=boots
were ^vbd+bed+vrb++=were
magnificent ^jj+pred+++=magnificent.
. ^zz++++=EXTRAWORD
