Even ^rb++++=Even
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
going ^vbg+++xvbgx+=going
to ^in++++=to
murder ^nn++++=murder
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
closed ^vbd+++xvbn+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
his ^pp$+pp3+++=his
hands ^nns++++=hands
drop ^nn++++=drop
to ^in++++=to
his ^pp$+pp3+++=his
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swayed ^vbd+++xvbn+=swayed
gently ^rb++++=gently
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side
as ^in++++=as
a ^at++++=a
man ^nn++++=man
does ^vbz+doz+vrb++=does
on ^in++++=on
the ^ati++++=the
scaffold ^nn+++??+=scaffold
just ^rb+emph+++=just
before ^cs+sub+++=before
the ^ati++++=the
bolt ^nn++++=bolt
is ^vbz+bez+aux++=is
drawn ^vpsv++agls+xvbnx+=drawn.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
lowered ^jj+++xvbn+=lowered
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver
and ^cc++++=and
fired ^vwbn+++xvbn+=fired,
, ^zz++++=EXTRAWORD
shattering ^nvbg+++xvbg+=shattering
one ^cd1++++=one
knee ^nn++++=knee
of ^in++++=of
the ^ati++++=the
doomed ^jj+atrb++xvbn+=doomed
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
dropped ^vbd+++xvbn+=dropped
with ^in++++=with
a ^at++++=a
cry ^vb++++=cry
that ^tht+vcmp+subj++=that
was ^vbd+bedz+aux++=was
drowned ^vpsv++by+xvbnx+=drowned
by ^in++++=by
the ^ati++++=the
second ^od++++=second
report ^nn++++=report.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
bullet ^nn++++=bullet
put ^vbd+++xvbn+=put
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
murdered ^jj+atrb++xvbn+=murdered
man ^nn++++=man
lay ^vbd+++xvbn+=lay
with ^in++++=with
his ^pp$+pp3+++=his
mutilated ^jj++++=mutilated
face ^vb++++=face
turned ^vbd+++xvbn+=turned
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
blue ^jj+atrb+++=blue
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
A ^at++++=A
revolver ^nn+nom+++=revolver
report ^vb++++=report
on ^in++++=on
the ^ati++++=the
prairies ^nns++++=prairies
is ^vbz+bez+vrb++=is
short ^jj+pred+++=short,
, ^zz++++=EXTRAWORD
sharp ^jj++++=sharp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
echoless ^jj++++=echoless.
. ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn+nom+++=silence
that ^dt+dem+++=that
followed ^jj+++xvbn+=followed
seemed ^jj+++xvbn+=seemed
intense ^jj++++=intense
and ^cc+phrs+++=and
boundless ^jj++++=boundless,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
nowhere ^rb+pl+++=nowhere
on ^in++++=on
earth ^nn++++=earth
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing
as ^ql++++=as
sound ^vb++++=sound.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back
gave ^vbd+++xvbn+=gave
an ^at++++=an
awesome ^jj+atrb+++=awesome
touch ^nn++++=touch
of ^in++++=of
the ^ati++++=the
eternal ^nn++++=eternal
to ^in++++=to
the ^ati++++=the
stillness ^nns+nom+++=stillness.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^cs+sub+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
realise ^vbi+vprv+++=realise
his ^pp$+pp3+++=his
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
Texas ^np++++=Texas,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid
too ^ql++++=too
little ^ap++++=little
heed ^nn++++=heed
to ^in++++=to
life ^nn++++=life
lost ^vbd+++xvbn+=lost
in ^in++++=in
fair ^jj+atrb+++=fair
fight ^nn++++=fight,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
an ^at++++=an
uncomfortable ^jj+atrb+++=uncomfortable
habit ^nn++++=habit
of ^in++++=of
putting ^xvbg+++xvbg+=putting
a ^at++++=a
rope ^nn++++=rope
round ^in++++=round
the ^ati++++=the
neck ^nn++++=neck
of ^in++++=of
a ^at++++=a
cowardly ^jj+atrb+++=cowardly
murderer ^nn+nom+++=murderer.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
was ^vbd+bedz+vrb++=was
an ^at++++=an
inventor ^nn++++=inventor
by ^in++++=by
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
proceeded ^vbd+++xvbnx+=proceeded
to ^to++++=to
invent ^vbi++++=invent
his ^pp$+pp3+++=his
justification ^nn+nom+++=justification.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
one ^pn++++=one
of ^in++++=of
Danby ^np++++=Danby's
's ^$++++=EXTRAWORD
revolvers ^nns+nom+++=revolvers
and ^cc++++=and
fired ^vwbn+++xvbn+=fired
two ^cd++++=two
shots ^nns++++=shots
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
empty ^jj+atrb+++=empty
air ^nn++++=air.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
would ^md+prd+++=would
show ^vb+vprv+++=show
that ^tht+vcmp+++=that
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man
had ^vbd+hvd+aux++=had
defended ^vprf+++xvbnx+=defended
himself ^ppl+pp3+++=himself
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
prove ^vbi+vprv+++=prove
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
the ^ati++++=the
first ^rb++++=first
to ^in++++=to
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
placed ^vbd+++xvbnx+=placed
the ^ati++++=the
other ^ap++++=other
pistol ^nn++++=pistol
and ^cc++++=and
the ^ati++++=the
knife ^nn++++=knife
in ^in++++=in
their ^pp$+pp3+++=their
places ^nns++++=places
in ^in++++=in
Danby ^np++++=Danby's
's ^$++++=EXTRAWORD
belt ^nn++++=belt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
Danby ^np++++=Danby's
's ^$++++=EXTRAWORD
right ^jj+atrb+++=right
hand ^nn++++=hand
while ^cs+sub+++=while
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
warm ^jj+pred+++=warm
and ^cc+phrs+++=and
closed ^jj+++xvbn+=closed
the ^ati++++=the
fingers ^nns+nom+++=fingers
around ^in++++=around
the ^ati++++=the
butt ^nn++++=butt
of ^in++++=of
the ^ati++++=the
revolver ^nn+nom+++=revolver
from ^in++++=from
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
fired ^vprf+++xvbnx+=fired,
, ^zz++++=EXTRAWORD
placing ^nvbg+++xvbg+=placing
the ^ati++++=the
forefinger ^nn+nom+++=forefinger
on ^in++++=on
the ^ati++++=the
trigger ^nn++++=trigger
of ^in++++=of
the ^ati++++=the
cocked ^jj+++xvbn+=cocked
six ^cd++++=six-shooter.
- ^zz++++=EXTRAWORD
shooter ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
To ^to++++=To
give ^vbi++++=give
effect ^nn++++=effect
and ^cc++++=and
naturalness ^nns+nom+++=naturalness
to ^in++++=to
the ^ati++++=the
tableau ^nn+++??+=tableau
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
arranging ^vbg+vsua++xvbgx+=arranging
for ^in++++=for
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
the ^ati++++=the
next ^ap++++=next
traveller ^nn+nom+++=traveller
by ^in++++=by
that ^dt+dem+++=that
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
up ^rb+phrv+++=up
the ^ati++++=the
right ^jj+atrb+++=right
knee ^nn++++=knee
and ^cc++++=and
put ^vb+++xvbn+=put
revolver ^nn+nom+++=revolver
and ^cc++++=and
closed ^jj+atrb++xvbn+=closed
hand ^nn++++=hand
on ^in++++=on
it ^pp3+it+++=it
as ^cs+sub+++=as
if ^cs+cnd+++=if
Danby ^np+++??+=Danby
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
killed ^vpsv++agls+xvbnx+=killed
while ^cs+sub+++=while
just ^rb+emph+++=just
about ^rb++++=about
to ^in++++=to
fire ^nn++++=fire
his ^pp$+pp3+++=his
third ^od++++=third
shot ^vbd+++xvbn+=shot.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
pride ^nn++++=pride
of ^in++++=of
a ^at++++=a
true ^jj+atrb+++=true
artist ^nn++++=artist
in ^in++++=in
his ^pp$+pp3+++=his
work ^nn++++=work,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
back ^jjb++++=back
a ^at++++=a
pace ^nn++++=pace
or ^cc++++=or
two ^cd++++=two
for ^in++++=for
the ^ati++++=the
purpose ^nn++++=purpose
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
his ^pp$+pp3+++=his
work ^nn++++=work
as ^ql++++=as
a ^at++++=a
whole ^nn++++=whole.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Danby ^np+++??+=Danby
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
head ^jjb++++=head
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
a ^at++++=a
lump ^nn++++=lump
of ^in++++=of
soil ^nn++++=soil
or ^cc++++=or
a ^at++++=a
tuft ^nn+++??+=tuft
of ^in++++=of
grass ^nn++++=grass
which ^whp+rel+subj++=which
threw ^vbd+++xvbn+=threw
the ^ati++++=the
chin ^nn++++=chin
forward ^rb++++=forward
on ^in++++=on
the ^ati++++=the
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Strong ^jj++++=Strong
looked ^jj+++xvbn+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
victim ^nn++++=victim
his ^pp$+pp3+++=his
heart ^nn++++=heart
jumped ^vbd+++xvbn+=jumped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
hypnotic ^jj+atrb+++=hypnotic
fear ^nn++++=fear
took ^vbd+++xvbn+=took
possession ^nn++++=possession
of ^in++++=of
him ^pp3o+pp3+++=him
and ^cc++++=and
paralysed ^vbd+++xvbn+=paralysed
action ^nn++++=action
at ^in++++=at
its ^pp$+it+++=its
source ^nn++++=source.
. ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
yet ^rb++++=yet
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
right ^jj+atrb+++=right
eye ^nn++++=eye
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
glared ^vbd+++xvbn+=glared
at ^in++++=at
Strong ^nn++++=Strong
with ^in++++=with
a ^at++++=a
malice ^nn++++=malice
and ^cc++++=and
hatred ^nn++++=hatred
that ^tht+rel+subj++=that
mesmerised ^vprf+++xvbn+=mesmerised
the ^ati++++=the
murderer ^nn+nom+++=murderer
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
him ^pp3o+pp3+++=him
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
rather ^rb++++=rather
than ^in++++=than
knew ^vbd+vprv+tht0+xvbn+=knew
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
covered ^vpsv++by+xvbnx+=covered
by ^in++++=by
the ^ati++++=the
cocked ^jj+atrb++xvbn+=cocked
revolver ^nn+nom+++=revolver
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
in ^in++++=in
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
was ^vbd+bedz+vrb++=was
a ^at++++=a
dead ^jj+atrb+++=dead
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Danby ^np++++=Danby's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
moved ^vbd+++xvbn+=moved
but ^cc++++=but
no ^at++++=no
sound ^nn++++=sound
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
could ^md+pos+++=could
not ^xnot++not++=not
take ^vb++++=take
his ^pp$+pp3+++=his
fascinated ^jj+atrb++xvbn+=fascinated
gaze ^nn++++=gaze
from ^in++++=from
the ^ati++++=the
open ^jj+atrb+++=open
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
dead ^jj+atrb+++=dead
man ^nn++++=man
if ^cs+cnd+++=if
Danby ^np+++??+=Danby
had ^vb+hv+vrb++=had
strength ^nn++++=strength
to ^in++++=to
crook ^nn++++=crook
his ^pp$+pp3+++=his
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
take ^vb++++=take
the ^ati++++=the
leap ^vb++++=leap
that ^dt+pdem+++=that
would ^md+prd+++=would
bring ^vb++++=bring
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
range ^nn++++=range.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fifth ^nn++++=fifth
pistol ^nn++++=pistol-shot
- ^zz++++=EXTRAWORD
shot ^nn+++xvbn+=EXTRAWORD
rang ^vbd+++xvbn+=rang
out ^rp+pl+++=out
and ^cc++++=and
Strong ^jj++++=Strong
pitched ^jj+++xvbn+=pitched
forward ^rb++++=forward
on ^in++++=on
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
the ^ati++++=The
firm ^nn++++=firm
of ^in++++=of
danby ^np++++=Danby
and ^cc++++=and
strong ^jj++++=Strong
was ^vbd+bedz+aux++=was
dissolved ^vbd+++xvbn+=dissolved.
. ^zz++++=EXTRAWORD
