Vienna ^np++++=VIENNA,
this ^dt+dem+++=this
an ^at++++=an
exaggeration ^nn+nom+++=exaggeration?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can
hardly ^rb+down+++=hardly
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
nearly ^rb+down+++=nearly
the ^ati++++=the
equivalent ^nn++++=equivalent
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
a ^ap++++=a
good ^ap"++++=good
many ^ap"++++=many
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
A ^at++++=A
minister ^nn+nom+++=minister
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
create ^vbi++++=create
influential ^jj+atrb+++=influential
friends ^nns++++=friends
for ^in++++=for
a ^at++++=a
project ^nn++++=project
which ^whp+rel+subj++=which
might ^md+pos+++=might
be ^vb+be+vrb++=be
worth ^in++++=worth
ten ^cd++++=ten
millions ^cds++++=millions
a ^at++++=a
year ^nn++++=year
to ^in++++=to
the ^ati++++=the
agriculturists ^nns+nom+++=agriculturists
of ^in++++=of
the ^ati++++=the
Republic ^nn++++=Republic;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
Government ^nn+nom+++=Government
had ^vbd+hvd+aux++=had
furnished ^vprf+++xvbnx+=furnished
him ^pp3o+pp3+++=him
ham ^nn++++=ham
and ^cc++++=and
lemonade ^nn++++=lemonade
to ^to++++=to
persuade ^vbi++++=persuade
the ^ati++++=the
opposition ^nn+nom+++=opposition
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minister ^nn+nom+++=minister
did ^vbd+dod+aux++=did
not ^xnot++not++=not
succeed ^vb++++=succeed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
not ^xnot++not++=not
have ^vb+hv+aux++=have
succeeded ^vprf+++xvbnx+=succeeded
if ^cs+cnd+++=if
his ^pp$+pp3+++=his
salary ^nn++++=salary
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
what ^wdt+who+++=what
it ^pp3+it+++=it
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbn+=been--$50,000
-- ^--+clp+++=EXTRAWORD
$ ^zz++++=EXTRAWORD
50,000 ^cd++++=EXTRAWORD
or ^cc++++=or
$ ^zz++++=$60,00
60,00 ^cd++++=EXTRAWORD
a ^at++++=a
year ^nn++++=year--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
his ^pp$+pp3+++=his
chances ^nns+nom+++=chances
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
very ^ql+amp+++=very
greatly ^rb+amp+++=greatly
improved ^jj+++xvbn+=improved.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^in++++=in
any ^dti++++=any
case ^nn++++=case,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
dinners ^nns+nom+++=dinners
and ^cc++++=and
his ^pp$+pp3+++=his
country ^nn++++=country
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
joked ^vpsv++agls+xvbnx+=joked
about ^in++++=about
by ^in++++=by
the ^ati++++=the
hard ^jj++++=hard-hearted
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
and ^cc+phrs+++=and
pitied ^jj+++xvbn+=pitied
by ^in++++=by
the ^ati++++=the
compassionate ^nn++++=compassionate.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
experienced ^jj+++xvbn+=experienced
' ^zz++++='drummer'
drummer ^nn++++=EXTRAWORD
' ^zz++++=EXTRAWORD
will ^md+prd+++=will
testify ^vb+vpub+tht0++=testify
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
economy ^nn++++=economy
in ^in++++=in
ham ^nn++++=ham
and ^cc++++=and
lemonade ^nn++++=lemonade.
. ^zz++++=EXTRAWORD
The ^ati++++=The
drummer ^nn++++=drummer
takes ^vbz++++=takes
his ^pp$+pp3+++=his
country ^nn++++=country
customer ^nn+nom+++=customer
to ^in++++=to
the ^ati++++=the
theatre ^nn++++=theatre,
, ^zz++++=EXTRAWORD
the ^ati++++=the
opera ^nn++++=opera,
, ^zz++++=EXTRAWORD
the ^ati++++=the
circus ^nn++++=circus;
; ^zz++++=EXTRAWORD
dines ^nns+++??+=dines
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
wines ^nns++++=wines
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
entertains ^nns+++??+=entertains
him ^pp3o+pp3+++=him
all ^abn++++=all
the ^ati++++=the
day ^nn++++=day
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
night ^nn++++=night
in ^in++++=in
luxurious ^jj+atrb+++=luxurious
style ^nn++++=style;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plays ^nns++++=plays
upon ^in++++=upon
his ^pp$+pp3+++=his
human ^jj+atrb+++=human
nature ^nn++++=nature
in ^in++++=in
all ^rb++++=all
seductive ^jj+atrb+++=seductive
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
For ^in++++=For
he ^pp3a+pp3+++=he
knows ^vbz+vprv+++=knows,
, ^zz++++=EXTRAWORD
by ^in++++=by
old ^jj+atrb+++=old
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
best ^jjt+atrb+++=best
way ^nn++++=way
to ^to++++=to
get ^vbi++++=get
a ^at++++=a
profitable ^jj++++=profitable
order ^to++++=order
out ^rp+pl+++=out
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+vrb++=has
this ^dt+dem+++=this
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
All ^abn++++=All
Governments ^nns+nom+++=Governments
except ^in++++=except
our ^pp$+pp1+++=our
own ^ap++++=own
play ^nn++++=play
the ^ati++++=the
same ^ap++++=same
policy ^nn++++=policy,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
end ^nn++++=end
in ^in++++=in
view ^nn++++=view;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
their ^pp$+pp3+++=their
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
ours ^pp$$++++=ours
refuses ^vbz++++=refuses
to ^to+vcmp+++=to
do ^vbi++++=do
business ^nns+nom+++=business
by ^in++++=by
business ^nns+nom+++=business
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sticks ^nns++++=sticks
to ^in++++=to
ham ^nn++++=ham
and ^cc++++=and
lemonade ^nn++++=lemonade.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
expensive ^jj+atrb+++=expensive
diet ^nn++++=diet
known ^vbd+++xvbn+=known
to ^to+vcmp+++=to
the ^ati++++=the
diplomatic ^jj+atrb+++=diplomatic
service ^nn++++=service
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Ours ^pp$$++++=Ours
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^ap+down+++=only
country ^nn++++=country
of ^in++++=of
first ^od++++=first
importance ^nn+nom+++=importance
that ^tht+rel+subj++=that
pays ^vbz++++=pays
its ^pp$+it+++=its
foreign ^jj+atrb+++=foreign
representatives ^nns++++=representatives
trifling ^jj+atrb+++=trifling
salaries ^nns++++=salaries.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
poor ^jj+pred+++=poor,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
great ^jj+atrb+++=great
fault ^nn++++=fault
with ^in++++=with
these ^dt+dem+++=these
economies ^nns++++=economies,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
least ^rb"++++=least
one ^cd1++++=one
could ^md+pos+++=could
find ^vb+vprv+++=find
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
plausible ^jj+atrb+++=plausible
excuse ^nn++++=excuse
for ^in++++=for
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
not ^xnot++not++=not
poor ^jj++++=poor;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
excuse ^nn++++=excuse
fails ^vbz++++=fails.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
shown ^vbd+vprv++xvbn+=shown
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
our ^pp$+pp1+++=our
important ^jj+atrb+++=important
diplomatic ^jj+atrb+++=diplomatic
representatives ^nns++++=representatives
receive ^vb++++=receive
$ ^zz++++=$12,000;
12,000 ^cd++++=EXTRAWORD
; ^zz++++=EXTRAWORD
others ^aps++++=others,
, ^zz++++=EXTRAWORD
$ ^zz++++=$17,500.
17,500 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
salaries ^nns++++=salaries
are ^vb+ber+vrb++=are
all ^abn++++=all
ham ^nn++++=ham
and ^cc++++=and
lemonade ^nn++++=lemonade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unworthy ^jj++++=unworthy
of ^in++++=of
the ^ati++++=the
flag ^nn++++=flag.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
rich ^jj+atrb+++=rich
ambassador ^nn++++=ambassador
in ^in++++=in
London ^np++++=London
or ^cc++++=or
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lives ^nns++++=lives
as ^ql++++=as
the ^ati++++=the
ambassador ^nn++++=ambassador
of ^in++++=of
a ^at++++=a
country ^nn++++=country
like ^in++++=like
ours ^pp$$++++=ours
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
live ^vb++++=live,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
costs ^nns++++=costs
him ^pp3o+pp3+++=him
$ ^zz++++=$100,000
100,000 ^cd++++=EXTRAWORD
a ^at++++=a
year ^nn++++=year
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
why ^wrb+who+whq++=why
should ^md+nec+++=should
we ^pp1a+pp1+++=we
allow ^vb++++=allow
him ^pp3o+pp3+++=him
to ^to++++=to
pay ^vbi++++=pay
that ^dt+dem+++=that
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
private ^jj+atrb+++=private
pocket ^nn++++=pocket?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
fair ^jj++++=fair
about ^in++++=about
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Republic ^nn++++=Republic
is ^vbz+bez+vrb++=is
no ^at++++=no
proper ^jj+atrb+++=proper
subject ^nn++++=subject
for ^in++++=for
any ^dti++++=any
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
charity ^nn+nom+++=charity.
. ^zz++++=EXTRAWORD
In ^in++++=In
several ^ap++++=several
cases ^nns++++=cases
our ^pp$+pp1+++=our
salaries ^nns++++=salaries
of ^in++++=of
$ ^zz++++=$12,000
12,000 ^cd++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+vrb++=be
$ ^zz++++=$50,000;
50,000 ^cd++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
of ^in++++=of
the ^ati++++=the
salaries ^nns++++=salaries
of ^in++++=of
$ ^zz++++=$17,500
17,500 ^cd++++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
$ ^zz++++=$75,000
75,000 ^cd++++=EXTRAWORD
or ^cc++++=or
$ ^zz++++=$100,000,
100,000 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
we ^pp1a+pp1+++=we
pay ^nn++++=pay
no ^at++++=no
representative ^nn++++=representative's
's ^$++++=EXTRAWORD
house ^nn++++=house-rent.
- ^zz++++=EXTRAWORD
rent ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
State ^nn++++=State
Department ^nn+nom+++=Department
realises ^vbz+vprv+++=realises
the ^ati++++=the
mistake ^nn++++=mistake
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
making ^vbg+++xvbgx+=making,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
rectify ^vbi++++=rectify
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
the ^ati++++=the
power ^nn++++=power.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
young ^jj+atrb+++=young
girl ^nn++++=girl
reaches ^nns++++=reaches
eighteen ^cd++++=eighteen
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
recognised ^vpsv++agls+xvbnx+=recognised
as ^ql++++=as
being ^jj+++xvbg+=being
a ^at++++=a
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
adds ^vbz+vpub+++=adds
six ^cd++++=six
inches ^nns++++=inches
to ^in++++=to
her ^pp$+pp3+++=her
skirt ^nn++++=skirt,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
unplaits ^nns+++??+=unplaits
her ^pp3o+pp3+++=her
dangling ^vbg+nom++xvbg+=dangling
braids ^nns+++??+=braids
and ^cc++++=and
balls ^nns++++=balls
her ^pp$+pp3+++=her
hair ^nn++++=hair
on ^in++++=on
top ^nn++++=top
of ^in++++=of
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stops ^vbz++++=stops
sleeping ^nvbg+++xvbg+=sleeping
with ^in++++=with
her ^pp$+pp3+++=her
little ^ap++++=little
sister ^nn++++=sister
and ^cc++++=and
has ^vbz+hvz+vrb++=has
a ^at++++=a
room ^nn++++=room
to ^in++++=to
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
becomes ^vbz++++=becomes
in ^in++++=in
many ^ap++++=many
ways ^nns++++=ways
a ^at++++=a
thundering ^jj+atrb+++=thundering
expense ^nn++++=expense.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
in ^in++++=in
society ^nn++++=society
now ^rn+tm+++=now;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
papa ^npt++++=papa
has ^md"++pmd"++=has
to ^md+nec+++=to
stand ^vb++++=stand
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
avoiding ^jj+++xvbg+=avoiding
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
well ^rb++++=well.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Great ^jj+atrb+++=Great
Republic ^nn++++=Republic
lengthened ^vbd+++xvbn+=lengthened
her ^pp3o+pp3+++=her
skirts ^nns++++=skirts
last ^jj+atrb+++=last
year ^nn++++=year,
, ^zz++++=EXTRAWORD
balled ^j+++xvbn+=balled
up ^rp++++=up
her ^pp$+pp3+++=her
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
the ^ati++++=the
world ^nn++++=world's
's ^$++++=EXTRAWORD
society ^nn++++=society.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
means ^vbz++++=means
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
would ^md+prd+++=would
prosper ^jjr++++=prosper
and ^cc++++=and
stand ^vb++++=stand
fair ^jj++++=fair
with ^in++++=with
society ^nn++++=society,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
put ^vb+++xvbn+=put
aside ^rp++++=aside
some ^dti++++=some
of ^in++++=of
her ^pp$+pp3+++=her
dearest ^jjt++++=dearest
and ^cc+phrs+++=and
darlingest ^jjt+atrb+++=darlingest
young ^jj+atrb+++=young
ways ^nns++++=ways
and ^cc++++=and
superstitions ^nns+nom+++=superstitions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
do ^vb+do+vrb++=do
as ^in++++=as
society ^nn++++=society
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
can ^md+pos+++=can
decline ^vb++++=decline
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
wants ^vbz++++=wants
to ^to+vcmp+++=to;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
would ^md+prd+++=would
be ^vb+be+vrb++=be
unwise ^jj+pred+++=unwise.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
realise ^vb+vprv+++=realise,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
' ^zz++++='come
come ^vprf+++xvbn+=EXTRAWORD
out ^rp+pl+++=out,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
that ^cs+sub+++=that
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
a ^at++++=a
right ^nn++++=right
and ^cc++++=and
proper ^jj+atrb+++=proper
time ^nn++++=time
to ^in++++=to
change ^nn++++=change
a ^at++++=a
part ^nn++++=part
of ^in++++=of
her ^pp$+pp3+++=her
style ^nn++++=style.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
in ^in++++=in
Rome ^np++++=Rome;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
long ^rb++splt++=long
been ^vprf+ben+aux+xvbnx+=been
granted ^vpsv++agls+xvbnx+=granted
that ^tht+vcmp+++=that
when ^wrb+who+++=when
one ^cd1++++=one
is ^vbz+bez+vrb++=is
in ^in++++=in
Rome ^np++++=Rome
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
good ^jj+atrb+++=good
policy ^nn++++=policy
to ^to++++=to
do ^vbi++++=do
as ^ql++++=as
Rome ^np++++=Rome
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
To ^in++++=To
advantage ^nn+nom+++=advantage
Rome ^np++++=Rome?
? ^zz++++=EXTRAWORD
No ^at++++=No--to
-- ^--+clp+++=EXTRAWORD
to ^in++++=EXTRAWORD
advantage ^nn+nom+++=advantage
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
our ^pp$+pp1+++=our
Government ^nn+nom+++=Government
has ^vbz+hvz+aux++=has
really ^rb+emph+splt++=really
paid ^vprf+++xvbnx+=paid
representatives ^npt++++=representatives
of ^in++++=of
ours ^pp$$++++=ours
on ^in++++=on
the ^ati++++=the
Paris ^np++++=Paris
Commission ^nn++++=Commission
$ ^zz++++=$100,000
100,000 ^cd++++=EXTRAWORD
apiece ^rb++++=apiece
for ^in++++=for
six ^cd++++=six
weeks ^nns++++=weeks'
' ^zz++++=EXTRAWORD
work ^nn++++=work,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
sure ^jj++++=sure
that ^tht+jcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
best ^jjt+atrb+++=best
cash ^nn++++=cash
investment ^nn+nom+++=investment
the ^ati++++=the
nation ^nn++++=nation
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
in ^in++++=in
many ^ap++++=many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
For ^in++++=For
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
quite ^rb++++=quite
impossible ^jj++++=impossible
that ^tht+jcmp+++=that,
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
precedent ^nn++++=precedent
on ^in++++=on
the ^ati++++=the
books ^nns++++=books,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Government ^nn+nom+++=Government
will ^md+prd+++=will
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
find ^vb+vprv+++=find
excuses ^nns++++=excuses
for ^in++++=for
continuing ^xvbg+++xvbg+=continuing
its ^pp$+it+++=its
diplomatic ^jj+atrb+++=diplomatic
salaries ^nns++++=salaries
at ^in++++=at
the ^ati++++=the
present ^jj+atrb+++=present
mean ^jj+atrb+++=mean
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
P.s. ^np+++??+=P.S.--VIENNA,
-- ^--+clp+++=EXTRAWORD
vienna ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
January ^nr+nom+++=January
10. ^cd++++=10.--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
by ^in++++=by
this ^dt+dem+++=this
morning ^nn++++=morning's
's ^vbz+bez+vrb++0=EXTRAWORD
telegraphic ^jj+atrb+++=telegraphic
news ^nn++++=news,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
new ^jj+atrb+++=new
ambassador ^nn++++=ambassador
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hardly ^rb+down+++=hardly
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
care ^vb+vprv+++=care
anything ^pn++++=anything
about ^in++++=about
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
at ^rb++++=at
least ^rb"++++=least
a ^at++++=a
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
for ^in++++=for
many ^ap++++=many
months ^nns++++=months
been ^vprf+ben+aux+xvbn+=been
using ^vbg+++xvbgx+=using
my ^pp$+pp1+++=my
influence ^nn+nom+++=influence
at ^rb++++=at
Washington ^np++++=Washington
to ^to++++=to
get ^vbi++++=get
this ^dt+dem+++=this
diplomatic ^jj++++=diplomatic
see ^vb+vprv+++=see
expanded ^vbd+++xvbn+=expanded
into ^in++++=into
an ^at++++=an
ambassadorship ^nn+nom+++=ambassadorship,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
idea ^nn++++=idea,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
th ^zz++++=th--But
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
never ^rb++++=never
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
go ^vb++++=go.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
of ^in++++=of
no ^at++++=no
consequence ^nn+nom+++=consequence.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
calmly ^rb++++=calmly;
; ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time--However,
-- ^--+clp+++=EXTRAWORD
however ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
subject ^nn++++=subject
has ^vbz+hvz+vrb++=has
no ^at++++=no
interest ^nn++++=interest
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
really ^rb+emph+++=really
intended ^vbd+vsua++xvbn+=intended
to ^to+vcmp+++=to
take ^vbi++++=take
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
made ^vbd+++xvbnx+=made
up ^rp++++=up
my ^pp$+pp1+++=my
mind ^nn++++=mind
to ^in++++=to
it ^pp3+it+++=it
months ^nns++++=months
and ^cc++++=and
months ^nns++++=months
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
say ^vbi+vpub+tht0++=say
this ^dt+pdem+++=this--that
-- ^--+clp+++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
