Sir ^npt++++=Sir
for ^in++++=for
our ^pp$+pp1+++=our
country ^nn++++=country,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
time ^nn++++=time
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
other ^ap++++=other
son ^nn++++=son,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
fortune ^nn++++=fortune
must ^md+nec+++=must
go ^vb++++=go
to ^in++++=to
that ^dt+dem+++=that
purpose ^nn++++=purpose
in ^in++++=in
our ^pp$+pp1+++=our
stead ^nn++++=stead.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
father ^nn++++=father
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
a ^at++++=a
portion ^nn+nom+++=portion
would ^md+prd+++=would
be ^vb+be+aux++=be
set ^vpsv++agls+xvbnx+=set
aside ^rb+phrv+++=aside
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
remainder ^nn+nom+++=remainder
turned ^vbd+++xvbn+=turned
over ^in++++=over
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
will ^md+prd+++=will
gives ^vbz++++=gives
all ^rb++++=all
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford
and ^cc++++=and
leaves ^nns++++=leaves
me ^pp1o+pp1+++=me
nothing ^pn++++=nothing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
forward ^rb++++=forward
and ^cc++++=and
put ^vb+++xvbn+=put
the ^ati++++=the
paper ^nn++++=paper
in ^in++++=in
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+aux++=was
silence ^nn+nom+++=silence
except ^in++++=except
for ^in"++++=for
the ^ati++++=the
sharp ^jj+atrb+++=sharp
voice ^nn++++=voice
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+vrb++=be
a ^at++++=a
criminal ^nn+nom+++=criminal
proceeding ^vwbg+++xvbg+=proceeding
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
handed ^vbd+++xvbn+=handed
the ^ati++++=the
paper ^nn++++=paper
to ^in++++=to
Lewis ^np++++=Lewis,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
unfolded ^vbd+++xvbn+=unfolded
it ^pp3+it+++=it
and ^cc++++=and
read ^vb+vprv++xvbn+=read
it ^pp3+it+++=it
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
directed ^vbd+++xvbn+=directed
the ^ati++++=the
estate ^nn++++=estate
of ^in++++=of
Peyton ^np+++??+=Peyton
Marshall ^np++++=Marshall
to ^to++++=to
be ^vbi+vbi+aux++=be
sold ^vpsv++agls+xvbnx+=sold,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sum ^nn++++=sum
of ^in++++=of
fifty ^cd++++=fifty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
paid ^vbd+++xvbn+=paid
to ^in++++=to
Anthony ^np++++=Anthony
Gosford ^np+++??+=Gosford
and ^cc++++=and
the ^ati++++=the
remainder ^nn+nom+++=remainder
to ^in++++=to
the ^ati++++=the
son ^nn++++=son.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+vrb++=be
no ^at++++=no
remainder ^nn+nom+++=remainder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
young ^jj+atrb+++=young
Marshall ^np++++=Marshall.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father's
's ^$++++=EXTRAWORD
estate ^nn++++=estate
is ^vbz+bez+vrb++=is
worth ^in++++=worth
precisely ^rb++++=precisely
that ^cs+sub+++=that
sum ^nn++++=sum.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
valued ^vbd+++xvbnx+=valued
it ^pp3+it+++=it
very ^ql+amp+++=very
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
item ^nn++++=item
by ^in++++=by
item ^nn++++=item,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
exactly ^rb++++=exactly
the ^ati++++=the
amount ^nn++++=amount
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nevertheless,"
nevertheless ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lewis ^np++++=Lewis,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
will ^nn++++=will
reads ^vbz++++=reads
that ^cs+sub+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
in ^in++++=in
legal ^jj+atrb+++=legal
form ^nn++++=form,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
in ^in++++=in
Marshall ^np++++=Marshall's
's ^$++++=EXTRAWORD
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
signed ^vpsv++agls+xvbn+=signed
with ^in++++=with
his ^pp$+pp3+++=his
signature ^nn++++=signature,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sealed ^jj+++xvbn+=sealed.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
examine ^vb++++=examine
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
can ^md+pos+++=can
be ^vb+be+vrb++=be
no ^at++++=no
question ^nn+nom+++=question
of ^in++++=of
the ^ati++++=the
writing ^jj+++xvbg+=writing
or ^cc++++=or
the ^ati++++=the
signature ^nn++++=signature."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
took ^vbd+++xvbn+=took
the ^ati++++=the
paper ^nn++++=paper
and ^cc++++=and
read ^vb+vprv++xvbn+=read
it ^pp3+it+++=it
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Gaeki ^np+++??+=Gaeki
nosed ^vbd+++xvbn+=nosed
it ^pp3+it+++=it
over ^in++++=over
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
searching ^vwbg+++xvbg+=searching
the ^ati++++=the
structure ^nn++++=structure
of ^in++++=of
each ^dt++++=each
word ^nn++++=word,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford
sat ^vbd+++xvbn+=sat
back ^jjb++++=back
comfortably ^rb++++=comfortably
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair
like ^in++++=like
one ^cd1++++=one
elevated ^jj+++xvbn+=elevated
to ^in++++=to
a ^at++++=a
victory ^nn++++=victory.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
in ^in++++=in
Marshall ^np++++=Marshall's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
and ^cc++++=and
signature ^nn++++=signature,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Gaeki ^np+++??+=Gaeki,
, ^zz++++=EXTRAWORD
nodded ^j+++xvbn+=nodded,
, ^zz++++=EXTRAWORD
wrinkling ^nn+nom+++=wrinkling
his ^pp$+pp3+++=his
face ^nn++++=face
under ^in++++=under
his ^pp$+pp3+++=his
shaggy ^jj+atrb+++=shaggy
eyebrows ^nns++++=eyebrows.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away
still ^rb+atrb+++=still
wagging ^jj++++=wagging
his ^pp$+pp3+++=his
grizzled ^jj+atrb+++=grizzled
head ^nn++++=head,
, ^zz++++=EXTRAWORD
wrote ^j+++xvbn+=wrote
a ^at++++=a
memorandum ^nn++++=memorandum
on ^in++++=on
an ^at++++=an
envelope ^nn++++=envelope
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
turned ^vbd+++xvbn+=turned
now ^rn+tm+++=now
to ^in++++=to
young ^jj+atrb+++=young
Marshall ^np++++=Marshall.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
some ^dti++++=some
one ^cd1++++=one
has ^vbz+hvz+aux++=has
deceived ^vprf+++xvbnx+=deceived
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because,
because ^cs+cos+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
" ^zz++++="my
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
was ^vbd+bedz+aux++=was
to ^to++++=to
leave ^vbi++++=leave
me ^pp1o+pp1+++=me
twenty ^cd++++=twenty
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
plan ^nn++++=plan.
. ^zz++++=EXTRAWORD
Thirty ^cd++++=Thirty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
should ^md+nec+++=should
be ^vb+be+aux++=be
set ^vpsv++agls+xvbnx+=set
aside ^rb+phrv+++=aside
for ^in++++=for
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
remainder ^nn+nom+++=remainder
turned ^vbd+++xvbn+=turned
over ^in++++=over
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
thirty ^cd++++=thirty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
fifty ^cd++++=fifty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
boy ^nn++++=boy;
; ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
way ^nn++++=way
my ^pp$+pp1+++=my
father ^npt++++=father
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
would ^md+prd+++=would
write ^vb++++=write
his ^pp$+pp3+++=his
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
written ^vprf+++xvbn+=written
that ^tht+vcmp+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
fifty ^cd++++=fifty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
remainder ^nn+nom+++=remainder
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
thirty ^cd++++=thirty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,
, ^zz++++=EXTRAWORD
as ^ql++++=as
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
his ^pp$+pp3+++=his
will ^md+prd+++=will
would ^md+prd+++=would
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
would ^md+prd+++=would
have ^vb+hv+aux++=have
left ^vprf+++xvbnx+=left
me ^pp1o+pp1+++=me
twenty ^cd++++=twenty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
from ^in++++=from
the ^ati++++=the
estate ^nn++++=estate;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
giving ^jj+++xvbg+=giving
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford
fifty ^cd++++=fifty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
leaves ^nns++++=leaves
me ^pp1o+pp1+++=me
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you
adventured ^vbd+++xvbn+=adventured
on ^in++++=on
a ^rb++++=a
little ^rb"++++=little
larceny ^nn++++=larceny,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sneered ^vbd+++xvbn+=sneered
the ^ati++++=the
Englishman ^nn+nom+++=Englishman.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood
very ^ql+amp+++=very
straight ^jj++++=straight
and ^cc+phrs+++=and
white ^jj++++=white.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
understand ^vb+vprv+++=understand
this ^dt+dem+++=this
thing ^nn++++=thing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
father ^nn++++=father
would ^md+prd+++=would
deceive ^vb++++=deceive
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
did ^vbd+dod+aux++=did
deceive ^vb++++=deceive
me ^pp1o+pp1+++=me
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
a ^at++++=a
disappointment ^nn+nom+++=disappointment
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
father ^nn++++=father
was ^vbd+bedz+vrb++=was
a ^at++++=a
gentle ^jj+atrb+++=gentle
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
went ^vbd+++xvbn+=went
up ^rp++++=up
strong ^jj++++=strong
and ^cc+phrs+++=and
clear ^jj++++=clear.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
refuse ^vb++++=refuse
to ^to+vcmp+++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
tell ^vb++++=tell
me ^pp1o+pp1+++=me
one ^cd1++++=one
thing ^nn++++=thing
and ^cc++++=and
do ^vb+do+vrb++=do
another ^ppls++++=another!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
could ^md+pos+++=could
not ^xnot++not++=not
fail ^vb++++=fail
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
impressed ^vpsv++agls+xvbnx+=impressed,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
the ^ati++++=the
boy ^nn++++=boy
spoke ^vbd+++xvbn+=spoke
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
sorry ^uh++++=sorry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lewis ^np++++=Lewis,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
the ^ati++++=the
will ^md+prd+++=will
is ^vbz+bez+vrb++=is
valid ^jj+pred+++=valid
and ^cc++++=and
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
go ^vb++++=go
behind ^in+pl+++=behind
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
walked ^vbd+++xvbn+=walked
about ^in++++=about
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
in ^in++++=in
reflection ^nn+nom+++=reflection.
. ^zz++++=EXTRAWORD
Gosford ^np+++??+=Gosford
sat ^vbd+++xvbn+=sat
at ^in++++=at
his ^pp$+pp3+++=his
ease ^nn++++=ease,
, ^zz++++=EXTRAWORD
transcribing ^jj+++xvbg+=transcribing
a ^at++++=a
note ^nn++++=note
on ^in++++=on
his ^pp$+pp3+++=his
portfolio ^nn++++=portfolio.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Gaeki ^np+++??+=Gaeki
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
chair ^nn++++=chair
and ^cc++++=and
to ^in++++=to
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
case ^nn++++=case
of ^in++++=of
bottles ^nns++++=bottles;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
them ^pp3o+pp3+++=them
up ^rp++++=up
on ^in++++=on
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
diverted ^vpsv++by+xvbnx+=diverted
by ^in++++=by
fingering ^xvbg+++xvbg+=fingering
the ^ati++++=the
tools ^nns++++=tools
of ^in++++=of
his ^pp$+pp3+++=his
profession ^nn++++=profession.
. ^zz++++=EXTRAWORD
Lewis ^np++++=Lewis
was ^vbd+bedz+vrb++=was
in ^in++++=in
plain ^jj+atrb+++=plain
distress ^nns+nom+++=distress,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
the ^ati++++=the
law ^nn++++=law
and ^cc++++=and
its ^pp$+it+++=its
disposition ^nn+nom+++=disposition
to ^to++++=to
be ^vbi++vrb++=be
inviolable ^jj+pred+++=inviolable;
; ^zz++++=EXTRAWORD
the ^ati++++=the
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood
with ^in++++=with
a ^at++++=a
find ^vb+vprv+++=find
defiance ^nn+nom+++=defiance,
, ^zz++++=EXTRAWORD
ennobled ^xvbn+++xvbn+=ennobled
by ^in++++=by
the ^ati++++=the
trust ^nn++++=trust
in ^in++++=in
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
could ^md+pos+++=could
not ^xnot++not++=not
take ^vb++++=take
his ^pp$+pp3+++=his
stratagem ^nn+++??+=stratagem
for ^in++++=for
a ^at++++=a
criminal ^jj+atrb+++=criminal
act ^nn++++=act;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
his ^pp$+pp3+++=his
twenty ^cd++++=twenty
years ^nns++++=years
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet
Lewis ^np++++=Lewis
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
elements ^nns+nom+++=elements
of ^in++++=of
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
Gosford ^np+++??+=Gosford
was ^vbd+bedz+aux++=was
writing ^vbg+++xvbgx+=writing
down ^rp++++=down
the ^ati++++=the
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
father ^nn++++=father
who ^whp+rel+subj++=who
broke ^vbd+++xvbn+=broke
the ^ati++++=the
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
" ^zz++++="Gosford,"
gosford ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
scheme ^nn++++=scheme
were ^vbd+bed+vrb++=were
you ^pp2+pp2+++=you
and ^cc++++=and
Marshall ^np++++=Marshall
about ^in+strn+++=about?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
wonder ^vb++++=wonder,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
continuing ^vbg+++xvbg+=continuing
to ^to++++=to
write ^vbi++++=write
at ^in++++=at
his ^pp$+pp3+++=his
notes ^nns++++=notes;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
tell ^vb++++=tell
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
tell ^vb++++=tell
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^npt++++=father
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
the ^ati++++=the
states ^nns++++=states
in ^in++++=in
this ^dt+dem+++=this
republic ^nn++++=republic
could ^md+pos+++=could
not ^xnot++not++=not
hold ^vb+vprv+++=hold
together ^nn+nom+++=together
very ^ql+amp+++=very
much ^ap++++=much
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
the ^ati++++=the
country ^nn++++=country
would ^md+prd+++=would
divide ^vb++++=divide,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
South ^nr+pl+++=South
set ^vbd+++xvbn+=set
up ^rb+phrv+++=up
a ^at++++=a
separate ^jj+atrb+++=separate
government ^nn+nom+++=government.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hoped ^vbd+vprv+tht0+xvbnx+=hoped
this ^dt+pdem+++=this
might ^md+pos+++=might
come ^vprf+++xvbn+=come
about ^in++++=about
without ^in++++=without
a ^at++++=a
war ^nn++++=war.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
horror ^nn++++=horror
of ^in++++=of
a ^at++++=a
war ^nn++++=war.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
traveled ^vprf+++xvbnx+=traveled;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
nations ^nns+nom+++=nations
and ^cc++++=and
read ^vb+vprv++xvbn+=read
their ^pp$+pp3+++=their
history ^nn++++=history,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
what ^wdt+who+whcl++=what
