That ^dt+dem+++=That
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
the ^ati++++=the
four ^cd++++=four
glasses ^nns++++=glasses,
, ^zz++++=EXTRAWORD
brimful ^jj++++=brimful
of ^in++++=of
this ^dt+dem+++=this
wonderful ^jj+atrb+++=wonderful
water ^nn++++=water,
, ^zz++++=EXTRAWORD
the ^ati++++=the
delicate ^jj+atrb+++=delicate
spray ^nn++++=spray
of ^in++++=of
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
effervesced ^vbd+++xvbn+=effervesced
from ^in++++=from
the ^ati++++=the
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
resembled ^j+++xvbn+=resembled
the ^ati++++=the
tremulous ^jj+atrb+++=tremulous
glitter ^nn++++=glitter
of ^in++++=of
diamonds ^nns++++=diamonds.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
so ^rb++++=so
nearly ^rb+down+++=nearly
sunset ^nn++++=sunset
that ^tht+rel+obj++=that
the ^ati++++=the
chamber ^nn++++=chamber
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
duskier ^jjr++++=duskier
than ^in++++=than
ever ^rb++++=ever;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
mild ^jj++++=mild
and ^cc++++=and
moon ^nn++++=moon-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
splendor ^nn++++=splendor
gleamed ^vbd+++xvbn+=gleamed
from ^in++++=from
within ^in++++=within
the ^ati++++=the
vase ^nn++++=vase,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rested ^vbd+++xvbn+=rested
alike ^rb++++=alike
on ^in++++=on
the ^ati++++=the
four ^cd++++=four
guests ^nns++++=guests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
doctor ^nn++++=doctor's
's ^vbz+bez+vrb++0=EXTRAWORD
venerable ^jj+atrb+++=venerable
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
in ^in++++=in
a ^at++++=a
high ^jj++++=high-backed,
- ^zz++++=EXTRAWORD
backed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
elaborately ^rb++++=elaborately
carved ^vbd+++xvbn+=carved
oaken ^vprf+++xvbn+=oaken
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
gray ^np++++=gray
dignity ^nn+nom+++=dignity
of ^in++++=of
aspect ^nn++++=aspect
that ^tht+rel+subj++=that
might ^md+pos+++=might
have ^vb+hv+aux++=have
well ^rb++splt++=well
befitted ^vprf+++xvbnx+=befitted
that ^dt+dem+++=that
very ^ql+amp+++=very
Father ^npt++++=Father
Time ^nn++++=Time,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
power ^nn++++=power
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
disputed ^vpsv++agls+xvbnx+=disputed,
, ^zz++++=EXTRAWORD
save ^vb++++=save
by ^in++++=by
this ^dt+dem+++=this
fortunate ^jj+atrb+++=fortunate
company ^nn++++=company.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
while ^cs+sub+++=while
quaffing ^jj+++xvbg+=quaffing
the ^ati++++=the
third ^nn++++=third
draught ^nn++++=draught
of ^in++++=of
the ^ati++++=the
Fountain ^nn++++=Fountain
of ^in++++=of
Youth ^nn++++=Youth,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
almost ^rb+hdg+splt++=almost
awed ^vpsv++by+xvbnx+=awed
by ^in++++=by
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
his ^pp$+pp3+++=his
mysterious ^jj+atrb+++=mysterious
visage ^nn++++=visage.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
next ^ap++++=next
moment ^nn++++=moment
the ^ati++++=the
exhilarating ^jj+atrb++xvbg+=exhilarating
gush ^nn++++=gush
of ^in++++=of
young ^jj+atrb+++=young
life ^nn++++=life
shot ^vbd+++xvbn+=shot
through ^in++++=through
their ^pp$+pp3+++=their
veins ^nns++++=veins.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
now ^rn+tm+++=now
in ^in++++=in
the ^ati++++=the
happy ^jj++++=happy
prime ^jjb++++=prime
of ^in++++=of
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
Age ^nn++++=Age,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
miserable ^jj+atrb+++=miserable
train ^nn++++=train
of ^in++++=of
cares ^vbz++++=cares,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sorrows ^nns++++=sorrows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
diseases ^nns++++=diseases,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
remembered ^vpsv++agls+xvbnx+=remembered
only ^rb+down+++=only
as ^ql++++=as
the ^ati++++=the
trouble ^nn++++=trouble
of ^in++++=of
a ^at++++=a
dream ^nn++++=dream,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
joyously ^jj++++=joyously
awoke ^vbd+++xvbn+=awoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fresh ^jj+atrb+++=fresh
gloss ^nn++++=gloss
of ^in++++=of
the ^ati++++=the
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
early ^jj++++=early
lost ^xvbn+++xvbn+=lost,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
which ^whp+rel+pied++=which
the ^ati++++=the
world ^nn++++=world's
's ^vbz+bez+vrb++0=EXTRAWORD
successive ^jj+atrb+++=successive
scenes ^nns++++=scenes
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
but ^cc++++=but
a ^at++++=a
gallery ^nn+nom+++=gallery
of ^in++++=of
faded ^jj+atrb++xvbn+=faded
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
again ^rb+tm+++=again
threw ^vbd+++xvbn+=threw
its ^pp$+it+++=its
enchantment ^nn+nom+++=enchantment
over ^in++++=over
all ^abn++++=all
their ^pp$+pp3+++=their
prospects ^nns++++=prospects.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
felt ^vbd+vprv++xvbnx+=felt
like ^in++++=like
new ^jj++++=new-created
- ^zz++++=EXTRAWORD
created ^xvbn+++xvbn+=EXTRAWORD
beings ^nns++++=beings
in ^in++++=in
a ^at++++=a
new ^jj++++=new-created
- ^zz++++=EXTRAWORD
created ^vprf+++xvbn+=EXTRAWORD
universe ^nn++++=universe.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
young ^jj+pred+++=young!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
young ^jj+pred+++=young!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
exultingly ^jj++++=exultingly.
. ^zz++++=EXTRAWORD
Youth ^nn++++=Youth,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
extremity ^nn+nom+++=extremity
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
effaced ^vprf+++xvbnx+=effaced
the ^ati++++=the
strongly ^rb+amp+++=strongly
marked ^jj+atrb++xvbn+=marked
characteristics ^nns++++=characteristics
of ^in++++=of
middle ^jjb+atrb+++=middle
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mutually ^rb++++=mutually
assimilated ^jj+++xvbn+=assimilated
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
a ^at++++=a
group ^nn++++=group
of ^in++++=of
merry ^jj+atrb+++=merry
youngsters ^nns+nom+++=youngsters,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
maddened ^jj+++xvbn+=maddened
with ^in++++=with
the ^ati++++=the
exuberant ^jj+atrb+++=exuberant
frolicsomeness ^nns+nom+++=frolicsomeness
of ^in++++=of
their ^pp$+pp3+++=their
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
singular ^nn++++=singular
effect ^nn++++=effect
of ^in++++=of
their ^pp$+pp3+++=their
gayety ^nn+++??+=gayety
was ^vbd+bedz+vrb++=was
an ^at++++=an
impulse ^nn++++=impulse
to ^to++++=to
mock ^vbi++++=mock
the ^ati++++=the
infirmity ^nn+nom+++=infirmity
and ^cc++++=and
decrepitude ^nn++++=decrepitude
of ^in++++=of
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
so ^ql++++=so
lately ^rb+tm+++=lately
been ^vprf+ben+vrb+xvbn+=been
the ^ati++++=the
victims ^nns++++=victims.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
laughed ^vbd+++xvbnx+=laughed
loudly ^rb++++=loudly
at ^in++++=at
their ^pp$+pp3+++=their
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^jj+atrb++xvbn+=EXTRAWORD
attire ^nn++++=attire--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
wide ^jj++++=wide-skirted
- ^zz++++=EXTRAWORD
skirted ^vbd+++xvbn+=EXTRAWORD
coats ^nns++++=coats
and ^cc++++=and
flapped ^vbd+++xvbn+=flapped
waistcoats ^nns+++??+=waistcoats
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ancient ^jj+atrb+++=ancient
cap ^nn++++=cap
and ^cc++++=and
gown ^nn++++=gown
of ^in++++=of
the ^ati++++=the
blooming ^jj+atrb++xvbg+=blooming
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
limped ^vbd+++xvbn+=limped
across ^in+pl+++=across
the ^ati++++=the
floor ^nn++++=floor
like ^in++++=like
a ^at++++=a
gouty ^nn+++??+=gouty
grandfather ^nn+nom+++=grandfather;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
set ^nn+++xvbn+=set
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
spectacles ^nns++++=spectacles
astride ^nn+++??+=astride
of ^in++++=of
his ^pp$+pp3+++=his
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pretended ^vbd+vprv++xvbn+=pretended
to ^in+vcmp+++=to
pore ^jj++++=pore
over ^in++++=over
the ^ati++++=the
black ^jj++++=black-letter
- ^zz++++=EXTRAWORD
letter ^nn++++=EXTRAWORD
pages ^nns++++=pages
of ^in++++=of
the ^ati++++=the
book ^nn++++=book
of ^in++++=of
magic ^nn++++=magic;
; ^zz++++=EXTRAWORD
a ^at++++=a
third ^od++++=third
seated ^vbd+++xvbn+=seated
himself ^ppl+pp3+++=himself
in ^in++++=in
an ^at++++=an
arm ^nn++++=arm-chair,
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strove ^vbd+++xvbn+=strove
to ^to++++=to
imitate ^nn+nom+++=imitate
the ^ati++++=the
venerable ^jj+atrb+++=venerable
dignity ^nn+nom+++=dignity
of ^in++++=of
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
all ^rb++++=all
shouted ^vbd+vpub++xvbn+=shouted
mirthfully ^rb+cnj+++=mirthfully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaped ^vpsv++agls+xvbn+=leaped
about ^in++++=about
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Widow ^nn++++=Widow
Wycherley ^np+++??+=Wycherley--if
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
so ^ql+emph+++=so
fresh ^jj++++=fresh
a ^at++++=a
damsel ^nn++++=damsel
could ^md+pos+++=could
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
widow ^nn++++=widow--tripped
-- ^--+clp+++=EXTRAWORD
tripped ^j+++xvbn+=EXTRAWORD
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
chair ^nn++++=chair
with ^in++++=with
a ^at++++=a
mischievous ^jj+atrb+++=mischievous
merriment ^nn+nom+++=merriment
in ^in++++=in
her ^pp$+pp3+++=her
rosy ^jj+atrb+++=rosy
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Doctor,
doctor ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
dear ^jj+atrb+++=dear
old ^jj+atrb+++=old
soul ^nn++++=soul,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="get
get ^vb++++=EXTRAWORD
up ^rp++++=up
and ^cc++++=and
dance ^nn++++=dance
with ^in++++=with
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then
the ^ati++++=the
four ^cd++++=four
young ^jj+atrb+++=young
people ^nns++++=people
laughed ^vbd+++xvbn+=laughed
louder ^jjr++++=louder
than ^in++++=than
ever ^rb+cnj+++=ever,
, ^zz++++=EXTRAWORD
to ^to++++=to
think ^vbi+vprv+++=think
what ^wdt+who+whcl++=what
a ^at++++=a
queer ^jj+atrb+++=queer
figure ^nn++++=figure
the ^ati++++=the
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
doctor ^nn++++=doctor
would ^md+prd+++=would
cut ^vb+++xvbn+=cut.
. ^zz++++=EXTRAWORD
" ^zz++++="Pray
pray ^vb+vsua+++=EXTRAWORD
excuse ^nn++++=excuse
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
old ^jj+pred+++=old
and ^cc++++=and
rheumatic ^nn++++=rheumatic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
dancing ^nvbg+++xvbg+=dancing
days ^nns++++=days
were ^vbd+bed+vrb++=were
over ^in++++=over
long ^rb++++=long
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
either ^dtx++++=either
of ^in++++=of
these ^dt+dem+++=these
gay ^jj+atrb+++=gay
young ^jj+atrb+++=young
gentlemen ^nns++++=gentlemen
will ^md+prd+++=will
be ^vb+be+vrb++=be
glad ^jj+pred+++=glad
of ^in++++=of
so ^ql++++=so
pretty ^rb++++=pretty
a ^at++++=a
partner ^nn++++=partner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dance
dance ^nn++++=EXTRAWORD
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Clara ^np++++=Clara!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Colonel ^npt++++=Colonel
Killigrew ^np+++??+=Killigrew.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
promised ^vbd+vpub++xvbnx+=promised
me ^pp1o+pp1+++=me
her ^pp$+pp3+++=her
hand ^nn++++=hand
fifty ^cd++++=fifty
years ^nns++++=years
ago ^rb++++=ago!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Medbourne ^np++++=Medbourne.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^abn++++=all
gathered ^jj+++xvbn+=gathered
round ^in++++=round
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
caught ^xvbn+++xvbn+=caught
both ^abx++++=both
her ^pp$+pp3+++=her
hands ^nns++++=hands
in ^in++++=in
his ^pp$+pp3+++=his
passionate ^jj++++=passionate
grasp ^vb+vprv+++=grasp--another
-- ^--+clp+++=EXTRAWORD
another ^dt++++=EXTRAWORD
threw ^vbd+++xvbn+=threw
his ^pp$+pp3+++=his
arm ^vb++++=arm
about ^in++++=about
her ^pp$+pp3+++=her
waist ^nn++++=waist--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
third ^od++++=third
buried ^vprf+++xvbn+=buried
his ^pp$+pp3+++=his
hand ^nn++++=hand
among ^in++++=among
the ^ati++++=the
curls ^nns++++=curls
that ^tht+rel+subj++=that
clustered ^vbd+++xvbn+=clustered
beneath ^in+pl+++=beneath
the ^ati++++=the
widow ^nn++++=widow's
's ^$++++=EXTRAWORD
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
Blushing ^vbg+++xvbg+=Blushing,
, ^zz++++=EXTRAWORD
panting ^vbg+++xvbg+=panting,
, ^zz++++=EXTRAWORD
struggling ^vbg+nom++xvbg+=struggling,
, ^zz++++=EXTRAWORD
chiding ^jj+++xvbg+=chiding,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
warm ^jj+atrb+++=warm
breath ^nn++++=breath
fanning ^vwbg+++xvbg+=fanning
each ^dt++++=each
of ^in++++=of
their ^pp$+pp3+++=their
faces ^nns++++=faces
by ^in++++=by
turns ^nns++++=turns,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
strove ^vbd+++xvbnx+=strove
to ^to++++=to
disengage ^nn+nom+++=disengage
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
still ^rb++++=still
remained ^vbd+++xvbn+=remained
in ^in++++=in
their ^pp$+pp3+++=their
triple ^jj++++=triple
embrace ^vb++++=embrace.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
a ^at++++=a
livelier ^jjr+atrb+++=livelier
picture ^nn++++=picture
of ^in++++=of
youthful ^jj+atrb+++=youthful
rivalship ^nn+nom+++=rivalship,
, ^zz++++=EXTRAWORD
with ^in++++=with
bewitching ^jj+atrb+++=bewitching
beauty ^nn++++=beauty
for ^in++++=for
the ^ati++++=the
prize ^nn++++=prize.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
strange ^jj+atrb+++=strange
deception ^nn+nom+++=deception,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
the ^ati++++=the
duskiness ^nns+nom+++=duskiness
of ^in++++=of
the ^ati++++=the
chamber ^nn++++=chamber
and ^cc++++=and
the ^ati++++=the
antique ^jj+atrb+++=antique
dresses ^nns+nom+++=dresses
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
still ^rb++++=still
wore ^vbd+++xvbn+=wore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tall ^jj+atrb+++=tall
mirror ^nn++++=mirror
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
reflected ^vprf+++xvbnx+=reflected
the ^ati++++=the
figures ^nns++++=figures
of ^in++++=of
the ^ati++++=the
three ^cd++++=three
old ^jj++++=old,
, ^zz++++=EXTRAWORD
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
withered ^j+++xvbn+=withered
grand ^jj++++=grand-sires,
- ^zz++++=EXTRAWORD
sires ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
ridiculously ^rb++++=ridiculously
contending ^jj++++=contending
for ^in++++=for
the ^ati++++=the
skinny ^jj+atrb+++=skinny
ugliness ^nns+nom+++=ugliness
of ^in++++=of
a ^at++++=a
shrivelled ^jj+atrb+++=shrivelled
grandam ^nn+++??+=grandam.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
young ^jj+pred+++=young:
: ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
burning ^jj+atrb++xvbg+=burning
passions ^nns++++=passions
proved ^vbd+vprv++xvbn+=proved
them ^pp3o+pp3+++=them
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Inflamed ^jj++++=Inflamed
to ^in++++=to
madness ^nns+nom+++=madness
by ^in++++=by
the ^ati++++=the
coquetry ^nn++++=coquetry
of ^in++++=of
the ^ati++++=the
girl ^nn++++=girl-widow,
- ^zz++++=EXTRAWORD
widow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
neither ^dt++neg++=neither
granted ^jj+++xvbn+=granted
nor ^cc++neg++=nor
quite ^abl++++=quite
withheld ^vprf+++xvbn+=withheld
her ^pp$+pp3+++=her
favors ^nns++++=favors,
, ^zz++++=EXTRAWORD
the ^ati++++=the
three ^cd++++=three
rivals ^nns++++=rivals
began ^vbd+++xvbn+=began
to ^to++++=to
interchange ^vbi++++=interchange
threatening ^jj+atrb+++=threatening
glances ^nns+nom+++=glances.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
keeping ^vbg+++xvbg+=keeping
hold ^nn++++=hold
of ^in++++=of
the ^ati++++=the
fair ^jj+atrb+++=fair
prize ^nn++++=prize,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
grappled ^vbd+++xvbnx+=grappled
fiercely ^rb++++=fiercely
at ^in++++=at
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
throats ^nns++++=throats.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
struggled ^vbd+++xvbnx+=struggled
to ^to+vcmp+++=to
and ^cc++++=and
fro ^rb+cnj+++=fro,
, ^zz++++=EXTRAWORD
the ^ati++++=the
table ^nn++++=table
was ^vbd+bedz+aux++=was
overturned ^vpsv++agls+xvbnx+=overturned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
vase ^nn++++=vase
dashed ^vwbn+++xvbn+=dashed
into ^in++++=into
a ^at++++=a
thousand ^cd++++=thousand
fragments ^nns+nom+++=fragments.
. ^zz++++=EXTRAWORD
The ^ati++++=The
precious ^jj+atrb+++=precious
Water ^nn++++=Water
of ^in++++=of
Youth ^nn++++=Youth
flowed ^vbd+++xvbn+=flowed
in ^in++++=in
a ^at++++=a
bright ^jj+atrb+++=bright
stream ^nn++++=stream
across ^in+pl+++=across
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
moistening ^vbg+++xvbg+=moistening
the ^ati++++=the
wings ^nns++++=wings
of ^in++++=of
a ^at++++=a
butterfly ^nn++++=butterfly,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
grown ^j+++xvbn+=grown
old ^jj++++=old
in ^in++++=in
the ^ati++++=the
decline ^nn++++=decline
of ^in++++=of
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
alighted ^vprf+++xvbnx+=alighted
there ^rn+pl+++=there
to ^to++++=to
die ^vbi++++=die.
. ^zz++++=EXTRAWORD
The ^ati++++=The
insect ^nn++++=insect
fluttered ^vbd+++xvbn+=fluttered
lightly ^rb++++=lightly
through ^in++++=through
the ^ati++++=the
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
settled ^vpsv++agls+xvbn+=settled
on ^in+ppvb+++=on
the ^ati++++=the
snowy ^jj+atrb+++=snowy
head ^nn++++=head
of ^in++++=of
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
gentlemen! ^nn+++??+=gentlemen!--come,
-- ^--+clp+++=EXTRAWORD
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Wycherley ^np+++??+=Wycherley!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
really ^rb+emph+++=really
must ^md+nec+++=must
protest ^vb+vpub+++=protest
against ^in++++=against
this ^dt+dem+++=this
riot ^nn++++=riot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
stood ^vbd+++xvbnx+=stood
still ^jj+pred+++=still
and ^cc++++=and
shivered ^vbd+++xvbn+=shivered;
; ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
gray ^np++++=gray
Time ^nn++++=Time
were ^vbd+bed+aux++=were
calling ^nvbg+++xvbg+=calling
them ^pp3o+pp3+++=them
back ^jjb++++=back
from ^in++++=from
their ^pp$+pp3+++=their
sunny ^jj+atrb+++=sunny
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
chill ^nn++++=chill
and ^cc++++=and
darksome ^nn+++??+=darksome
vale ^npl++++=vale
of ^in++++=of
years ^nns++++=years.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
old ^jj+atrb+++=old
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
in ^in++++=in
his ^pp$+pp3+++=his
carved ^vbd+++xvbn+=carved
arm ^nn++++=arm-chair,
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
rose ^nn+++xvbn+=rose
of ^in++++=of
half ^nn++++=half
a ^at++++=a
century ^nn++++=century
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
rescued ^vprf+++xvbnx+=rescued
from ^in++++=from
among ^in++++=among
the ^ati++++=the
fragments ^nns+nom+++=fragments
of ^in++++=of
the ^ati++++=the
shattered ^jj+atrb++xvbn+=shattered
vase ^nn++++=vase.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
motion ^nn++++=motion
of ^in++++=of
