That ^dt+dem+++=That
's ^$++++=EXTRAWORD
doom ^nn++++=doom:
: ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
all ^abn++++=all
crushed ^jj+++xvbn+=crushed
in ^in++++=in
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
Stubb ^np++++=Stubb's
's ^$++++=EXTRAWORD
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
like ^in++++=like
one ^cd1++++=one
trodden ^vprf+++xvbn+=trodden
under ^in++++=under
foot ^nn++++=foot
of ^in++++=of
herds ^nns++++=herds
of ^in++++=of
elephants ^nns+nom+++=elephants.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
inland ^jjb+atrb+++=inland,
, ^zz++++=EXTRAWORD
nameless ^jj+atrb+++=nameless
wails ^nns+++??+=wails
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^ql++++=as
desolate ^jj+atrb+++=desolate
sounds ^nns++++=sounds
from ^in++++=from
out ^rp+pl+++=out
ravines ^nns+++??+=ravines.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
intensity ^nn+nom+++=intensity
of ^in++++=of
his ^pp$+pp3+++=his
physical ^jj+atrb+++=physical
prostration ^nn+nom+++=prostration
did ^vbd+dod+vrb++=did
but ^cc++++=but
so ^ql++++=so
much ^ap++++=much
the ^ati++++=the
more ^ql++++=more
abbreviate ^nn+nom+++=abbreviate
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
In ^in++++=In
an ^at++++=an
instant ^jj+atrb+++=instant's
's ^vbz+bez+vrb++0=EXTRAWORD
compass ^nn++++=compass
great ^jj+atrb+++=great
hearts ^nns++++=hearts
sometimes ^rb++++=sometimes
condense ^vb++++=condense
to ^to++++=to
one ^cd1++++=one
great ^jj+atrb+++=great
pang ^nn++++=pang,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sum ^nn++++=sum
total ^nn++++=total
of ^in++++=of
those ^dt+dem+++=those
shallow ^jj+atrb+++=shallow
pains ^nns++++=pains
kindly ^rb++++=kindly
diffused ^vwbn+++xvbn+=diffused
through ^in++++=through
feebler ^jjr+atrb+++=feebler
men ^nns++++=men's
's ^vbz+bez+vrb++0=EXTRAWORD
whole ^jj+atrb+++=whole
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
such ^abl++++=such
hearts ^nns++++=hearts,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
summary ^jj++++=summary
in ^in++++=in
each ^dt++++=each
one ^cd1++++=one
suffering ^nvbg+++xvbg+=suffering,
, ^zz++++=EXTRAWORD
still ^rb++++=still
( ^zz++++=(if
if ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
gods ^nns++++=gods
decree ^vb++++=decree
it ^pp3+it+++=it)
) ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
lifetime ^nn++++=lifetime
aggregate ^nn+nom+++=aggregate
a ^at++++=a
whole ^jj+atrb+++=whole
age ^nn++++=age
of ^in++++=of
woe ^np++++=woe,
, ^zz++++=EXTRAWORD
wholly ^rb++++=wholly
made ^vbd+++xvbn+=made
up ^rp++++=up
of ^in++++=of
instantaneous ^jj+atrb+++=instantaneous
intensities ^nns+nom+++=intensities;
; ^zz++++=EXTRAWORD
for ^in++++=for
even ^rb++++=even
in ^in++++=in
their ^pp$+pp3+++=their
pointless ^jj+atrb+++=pointless
centres ^nns++++=centres
those ^dt+dem+++=those
noble ^jj+atrb+++=noble
natures ^nns++++=natures
contain ^vb++++=contain
the ^ati++++=the
entire ^jjb+atrb+++=entire
circumferences ^nns+nom+++=circumferences
of ^in++++=of
inferior ^jj+atrb+++=inferior
souls ^nns++++=souls.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
harpoon ^nn+++??+=harpoon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ahab ^np+++??+=Ahab,
, ^zz++++=EXTRAWORD
half ^abn++++=half-way
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
rising ^vwbg+++xvbg+=rising,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
draggingly ^jj++++=draggingly
leaning ^jj+++xvbg+=leaning
on ^in++++=on
one ^cd1++++=one
bended ^jj+atrb+++=bended
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
safe ^jj++++=safe?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aye,
aye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
darted ^vprf+++xvbn+=darted;
; ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Stubb ^np+++??+=Stubb,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Lay
lay ^jjb+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
before ^in++++=before
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
any ^dti++++=any
missing ^jj+atrb++xvbg+=missing
men ^nns++++=men?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One,
one ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
two ^cd++++=two,
, ^zz++++=EXTRAWORD
three ^cd++++=three,
, ^zz++++=EXTRAWORD
four ^cd++++=four,
, ^zz++++=EXTRAWORD
five ^cd++++=five;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
five ^cd++++=five
oars ^nns+++??+=oars,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
are ^vb+ber+vrb++=are
five ^cd++++=five
men ^nns++++=men."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Help ^nn++++=Help
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
man ^nn++++=man;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
stand ^vbi++++=stand.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
leeward ^rb++++=leeward
still ^rb++++=still;
; ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
leaping ^jj+atrb++xvbg+=leaping
spout ^nn++++=spout!
! ^zz++++=EXTRAWORD
Hands ^nns++++=Hands
off ^in+pl+++=off
from ^in++++=from
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
The ^ati++++=The
eternal ^jj+atrb+++=eternal
sap ^nn++++=sap
runs ^vbz++++=runs
up ^rp++++=up
in ^in++++=in
Ahab ^np++++=Ahab's
's ^$++++=EXTRAWORD
bones ^nns++++=bones
again ^rb+tm+++=again!
! ^zz++++=EXTRAWORD
Set ^j+++xvbn+=Set
the ^ati++++=the
sail ^nn++++=sail;
; ^zz++++=EXTRAWORD
out ^rp+pl+++=out
oars ^nns+++??+=oars;
; ^zz++++=EXTRAWORD
the ^ati++++=the
helm ^np++++=helm!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
often ^rb++++=often
the ^ati++++=the
case ^nn++++=case
that ^tht+rel+++=that
when ^wrb+who+++=when
a ^at++++=a
boat ^nn++++=boat
is ^vbz+bez+vrb++=is
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
crew ^nn++++=crew,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
picked ^vbd+++xvbn+=picked
up ^rp++++=up
by ^in++++=by
another ^dt++++=another
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
help ^vb++++=help
to ^to+vcmp+++=to
work ^vb++++=work
that ^tht+rel+++=that
second ^od++++=second
boat ^nn++++=boat;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
chase ^nn++++=chase
is ^vbz+bez+aux++=is
thus ^rb+cnj+splt++=thus
continued ^vpsv++agls+xvbnx+=continued
with ^in++++=with
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
called ^vpsv++agls+xvbnx+=called
double ^jj++++=double-banked
- ^zz++++=EXTRAWORD
banked ^vbd+++xvbn+=EXTRAWORD
oars ^nns+++??+=oars.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
thus ^rb+cnj+++=thus
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
added ^jj+atrb++xvbn+=added
power ^nn++++=power
of ^in++++=of
the ^ati++++=the
boat ^nn++++=boat
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
equal ^jj++++=equal
the ^ati++++=the
added ^jj+atrb++xvbn+=added
power ^nn++++=power
of ^in++++=of
the ^ati++++=the
whale ^nn++++=whale,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
treble ^jj++++=treble-banked
- ^zz++++=EXTRAWORD
banked ^vbd+++xvbn+=EXTRAWORD
his ^pp$+pp3+++=his
every ^at++++=every
fin ^nn++++=fin
swimming ^vwbg+++xvbg+=swimming
with ^in++++=with
a ^at++++=a
velocity ^nn+nom+++=velocity
which ^whp+rel+subj++=which
plainly ^rb++++=plainly
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
under ^in++++=under
these ^dt+dem+++=these
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
pushed ^xvbn+++xvbn+=pushed
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
the ^ati++++=the
chase ^nn++++=chase
would ^md+prd+++=would
prove ^vb+vprv+++=prove
an ^at++++=an
indefinitely ^rb++++=indefinitely
prolonged ^jj+++xvbn+=prolonged
( ^zz++++=(if
if ^cs+cnd+++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
hopeless ^jj++++=hopeless)
) ^zz++++=EXTRAWORD
one ^pn++++=one;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
could ^md+pos+++=could
any ^dti++++=any
crew ^nn++++=crew
endure ^vb++++=endure
for ^in++++=for
so ^ql++++=so
long ^rb++++=long
a ^at++++=a
period ^nn++++=period
such ^abl++++=such
an ^at++++=an
unintermitted ^jj+++xvbn+=unintermitted,
, ^zz++++=EXTRAWORD
intense ^jj++++=intense
straining ^jj+++xvbg+=straining
at ^rb++++=at
the ^ati++++=the
oar ^nn++++=oar
a ^at++++=a
thing ^nn++++=thing
barely ^rb+down+++=barely
tolerable ^jj++++=tolerable
only ^rb+down+++=only
in ^in++++=in
some ^dti++++=some
one ^cd1++++=one
brief ^jj+atrb+++=brief
vicissitude ^nn+++??+=vicissitude.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ship ^nn++++=ship
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
sometimes ^rb++++=sometimes
happens ^vbz+vsua+++=happens,
, ^zz++++=EXTRAWORD
offered ^j+++xvbn+=offered
the ^ati++++=the
most ^ql+emph+++=most
promising ^jj+atrb+++=promising
intermediate ^jj+atrb+++=intermediate
means ^nn++++=means
of ^in++++=of
overtaking ^xvbg+++xvbg+=overtaking
the ^ati++++=the
chase ^nn++++=chase.
. ^zz++++=EXTRAWORD
Accordingly ^rb+cnj+++=Accordingly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boats ^nns++++=boats
now ^rn+tm+++=now
made ^vbd+++xvbn+=made
for ^in+ppvb+++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
soon ^rb+tm+splt++=soon
swayed ^vpsv++agls+xvbnx+=swayed
up ^in+cmpx+++=up
to ^in"++++=to
their ^pp$+pp3+++=their
cranes ^nns++++=cranes
the ^ati++++=the
two ^cd++++=two
parts ^nns++++=parts
of ^in++++=of
the ^ati++++=the
wrecked ^jj+atrb++xvbn+=wrecked
boat ^nn++++=boat
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
previously ^rb+tm+splt++=previously
secured ^vpsv++by+xvbn+=secured
by ^in++++=by
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
hoisting ^vbg+++xvbg+=hoisting
everything ^pn++++=everything
to ^in++++=to
her ^pp$+pp3+++=her
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stacking ^vbg+++xvbg+=stacking
her ^pp$+pp3+++=her
canvas ^nn++++=canvas
high ^rb++++=high
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sideways ^jjb++++=sideways
outstretching ^jj+++xvbg+=outstretching
it ^pp3+it+++=it
with ^in++++=with
stun ^nn+++??+=stun-sails,
- ^zz++++=EXTRAWORD
sails ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
double ^jj++++=double-jointed
- ^zz++++=EXTRAWORD
jointed ^jj+atrb++xvbn+=EXTRAWORD
wings ^nns++++=wings
of ^in++++=of
an ^at++++=an
albatross ^nns+++??+=albatross,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Pequod ^np+++??+=Pequod
bore ^vbd+++xvbn+=bore
down ^rp++++=down
in ^in++++=in
the ^ati++++=the
wake ^nn++++=wake
of ^in++++=of
Moby ^np++++=Moby
Dick ^np++++=Dick.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
well ^rb++++=well-known,
- ^zz++++=EXTRAWORD
known ^vbn+vprv++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
methodic ^jj+atrb+++=methodic
intervals ^nns+nom+++=intervals,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whale ^nn++++=whale's
's ^vbz+bez+vrb++0=EXTRAWORD
glittering ^jj+atrb+++=glittering
spout ^nn++++=spout
was ^vbd+bedz+aux++=was
regularly ^rb++splt++=regularly
announced ^vpsv++agls+xvbnx+=announced
from ^in++++=from
the ^ati++++=the
manned ^jj+atrb++xvbn+=manned
mastheads ^nns+++??+=mastheads;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
reported ^vpsv++agls+xvbnx+=reported
as ^cs+sub+++=as
just ^rb+emph+++=just
gone ^vprf+++xvbn+=gone
down ^rp++++=down,
, ^zz++++=EXTRAWORD
Ahab ^np+++??+=Ahab
would ^md+prd+++=would
take ^vb++++=take
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
pacing ^vbg+++xvbg+=pacing
the ^ati++++=the
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
binnacle ^nn+++??+=binnacle-watch
- ^zz++++=EXTRAWORD
watch ^vb++++=EXTRAWORD
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
so ^ql++++=so
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
last ^ap++++=last
second ^od++++=second
of ^in++++=of
the ^ati++++=the
allotted ^jj+atrb++xvbn+=allotted
hour ^nn++++=hour
expired ^vbd+++xvbn+=expired,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard.
. ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+wp$r+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
doubloon ^nn+++??+=doubloon
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Do ^do+do+aux++0=D'ye
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
the ^ati++++=the
reply ^nn++++=reply
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
straightway ^rb++++=straightway
he ^pp3a+pp3+++=he
commanded ^vbd+vpub++xvbnx+=commanded
them ^pp3o+pp3+++=them
to ^to++++=to
lift ^vbi++++=lift
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
perch ^nn++++=perch.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
way ^nn++++=way
the ^ati++++=the
day ^nn++++=day
wore ^vbd+++xvbn+=wore
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
Ahab ^np+++??+=Ahab,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
aloft ^rb++++=aloft
and ^cc++++=and
motionless ^jj++++=motionless;
; ^zz++++=EXTRAWORD
anon ^nn+++??+=anon,
, ^zz++++=EXTRAWORD
unrestingly ^jj++++=unrestingly
pacing ^jj+++xvbg+=pacing
the ^ati++++=the
planks ^nns++++=planks.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
thus ^rb+cnj+splt++=thus
walking ^vbg+++xvbgx+=walking,
, ^zz++++=EXTRAWORD
uttering ^vbg+++xvbg+=uttering
no ^at++++=no
sound ^jj++++=sound,
, ^zz++++=EXTRAWORD
except ^in++++=except
to ^in++++=to
hail ^nn++++=hail
the ^ati++++=the
men ^nns++++=men
aloft ^rb+cnj+++=aloft,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
bid ^vbi++++=bid
them ^pp3o+pp3+++=them
to ^to++++=to
hoist ^vbi++++=hoist
a ^at++++=a
sail ^nn++++=sail
still ^rb+atrb+++=still
higher ^jjr++++=higher,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
spread ^vbi++++=spread
one ^pn++++=one
to ^in++++=to
a ^at++++=a
still ^rb+atrb+++=still
greater ^jjr+atrb+++=greater
breadth ^nn++++=breadth,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
to ^to++++=to
and ^cc++++=and
fro ^rb++++=fro
pacing ^nvbg+++xvbg+=pacing,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
slouched ^jj+atrb++xvbn+=slouched
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
at ^rb++++=at
every ^at++++=every
turn ^nn++++=turn
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
his ^pp$+pp3+++=his
own ^ap++++=own
wrecked ^jj+atrb++xvbn+=wrecked
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
dropped ^vpsv++agls+xvbnx+=dropped
upon ^in++++=upon
the ^ati++++=the
quarter ^nn++++=quarter-deck,
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lay ^jjb+++xvbn+=lay
there ^ex+pex+++=there
reversed ^vbd+++xvbn+=reversed;
; ^zz++++=EXTRAWORD
broken ^j+++xvbn+=broken
bow ^np++++=bow
to ^to++++=to
shattered ^vbi++++=shattered
stern ^nn++++=stern.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
paused ^vbd+++xvbnx+=paused
before ^in++++=before
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
in ^in"++++=in
an ^at++++=an
already ^rb++++=already
over ^in++++=over-clouded
- ^zz++++=EXTRAWORD
clouded ^jj+atrb++xvbn+=EXTRAWORD
sky ^nn++++=sky
fresh ^jj+atrb+++=fresh
troops ^nns++++=troops
of ^in++++=of
clouds ^nns++++=clouds
will ^md+prd+++=will
sometimes ^rb++splt++=sometimes
sail ^vb++++=sail
across ^in+strn+++=across,
, ^zz++++=EXTRAWORD
so ^ql++++=so
over ^in++++=over
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man's
's ^$++++=EXTRAWORD
face ^nn++++=face
there ^rn+pl+++=there
now ^rn+tm+++=now
stole ^vbd+++xvbn+=stole
some ^dti++++=some
such ^abl++++=such
added ^jj+atrb++xvbn+=added
gloom ^nn++++=gloom
as ^in++++=as
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Stubb ^np+++??+=Stubb
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him
pause ^nn++++=pause;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
intending ^jj+++xvbg+=intending,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
vainly ^rb+cnj+++=vainly,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
to ^in++++=to
evince ^nn+++??+=evince
his ^pp$+pp3+++=his
own ^ap++++=own
unabated ^jj+atrb++xvbn+=unabated
fortitude ^nn++++=fortitude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
keep ^vb++++=keep
up ^rb+phrv+++=up
a ^at++++=a
valiant ^jj+atrb+++=valiant
place ^nn++++=place
in ^in++++=in
his ^pp$+pp3+++=his
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
advanced ^vbd+++xvbnx+=advanced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
eying ^nvbg+++xvbg+=eying
the ^ati++++=the
wreck ^nn++++=wreck
exclaimed ^vbd+++xvbn+=exclaimed,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
thistle ^np++++=thistle
the ^ati++++=the
ass ^nn++++=ass
refused ^vbd+++xvbn+=refused.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
pricked ^vbd+++xvbn+=pricked
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
too ^rb++++=too
keenly ^rb+cnj+++=keenly,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
ha ^uh++++=ha!
! ^zz++++=EXTRAWORD
ha ^uh++++=ha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
soulless ^jj+atrb+++=soulless
thing ^nn++++=thing
is ^vbz+bez+vrb++=is
this ^dt+dem+++=this
that ^cs+sub+++=that
laughs ^vbz++++=laughs
before ^in++++=before
a ^at++++=a
wreck ^nn++++=wreck?
? ^zz++++=EXTRAWORD
Man ^nn++++=Man,
, ^zz++++=EXTRAWORD
man ^nn++++=man!
! ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
not ^xnot++not++=not
know ^vb+vprv+++=know
thee ^pp2+pp2+++=thee
brave ^jj++++=brave
as ^ql++++=as
fearless ^jj+atrb+++=fearless
fire ^nn++++=fire
( ^zz++++=(and
and ^cc++++=EXTRAWORD
as ^in++++=as
mechanical ^jj++++=mechanical)
) ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
swear ^vb+vpub+tht0+xvbn+=swear
thou ^pp2+pp2+++=thou
wert ^vb+++??+=wert
a ^at++++=a
poltroon ^nn+++??+=poltroon.
. ^zz++++=EXTRAWORD
Groan ^vb++++=Groan
nor ^cc++neg++=nor
laugh ^nn++++=laugh
should ^md+nec+++=should
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard
before ^in++++=before
a ^at++++=a
wreck ^nn++++=wreck."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aye,
aye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Starbuck ^np+++??+=Starbuck
drawing ^vwbg+++xvbg+=drawing
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
" ^zz++++="'tis
it ^pp3+it+++0=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
solemn ^jj+atrb+++=solemn
sight ^nn++++=sight;
; ^zz++++=EXTRAWORD
an ^at++++=an
omen ^nn++++=omen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
ill ^jj+atrb+++=ill
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Omen?
omen ^&fw++++=EXTRAWORD
? ^zz++++=EXTRAWORD
omen ^&fw++++=omen?
? ^zz++++=EXTRAWORD
the ^ati++++=the
dictionary ^nn+nom+++=dictionary!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
gods ^nns++++=gods
think ^vb+vprv+++=think
to ^to++++=to
speak ^vbi++++=speak
outright ^rb++++=outright
to ^in++++=to
man ^nn++++=man,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
will ^md+prd+++=will
honorably ^rb++splt++=honorably
speak ^vb++++=speak
outright ^jj++++=outright;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
shake ^vb++++=shake
their ^pp$+pp3+++=their
heads ^nns++++=heads,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
an ^at++++=an
old ^jj+atrb+++=old
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
darkling ^nn+nom+++=darkling
hint ^nn++++=hint.
. ^zz++++=EXTRAWORD
Begone ^np+++??+=Begone!
! ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
two ^cd++++=two
are ^vb+ber+vrb++=are
the ^ati++++=the
opposite ^jj+atrb+++=opposite
poles ^nns++++=poles
of ^in++++=of
one ^cd1++++=one
thing ^nn++++=thing.
