1535 ^cd++++=1535
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
shrank ^vbd+++xvbnx+=shrank
not ^xnot++not++=not
from ^in++++=from
avowing ^xvbg+++xvbg+=avowing
that ^dt+dem+++=that
thus ^rb+cnj+++=thus
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
head ^nn++++=head
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
own ^ap++++=own
possession ^nn++++=possession.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
story ^nn++++=story
says ^vbz+vpub+tht0++=says
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
passing ^vbg+++xvbgx+=passing
under ^in++++=under
the ^ati++++=the
bridge ^nn++++=bridge
in ^in++++=in
a ^at++++=a
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='That
that ^cs+sub+++=EXTRAWORD
head ^jjb++++=head
has ^vbz+hvz+aux++=has
often ^rb++splt++=often
lain ^vprf+++xvbn+=lain
in ^in++++=in
my ^pp$+pp1+++=my
lap ^nn++++=lap;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
that ^cs+sub+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
now ^rn+tm+++=now
fall ^nn++++=fall
into ^in++++=into
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
it ^pp3+it+++=it
actually ^rb+amp+++=actually
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
received ^vbd+++xvbnx+=received
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
far ^rb+pl+++=far
more ^rbr++++=more
likely ^jj++++=likely
that ^tht+jcmp+++=that
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
by ^in++++=by
design ^nn++++=design,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
as ^in++++=as
some ^dti++++=some
faithful ^jj+atrb+++=faithful
friend ^nn++++=friend
on ^in++++=on
the ^ati++++=the
bridge ^nn++++=bridge,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
detached ^jj+++xvbn+=detached
the ^ati++++=the
precious ^jj+atrb+++=precious
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it
down ^rp++++=down
to ^in++++=to
her ^pp$+pp3+++=her
in ^in++++=in
her ^pp$+pp3+++=her
boat ^nn++++=boat
beneath ^in+strn+++=beneath.
. ^zz++++=EXTRAWORD
Be ^vb+be+vrb++=Be
this ^dt+dem+++=this
as ^ql++++=as
it ^pp3+it+++=it
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
owned ^vbd+++xvbnx+=owned
before ^in++++=before
the ^ati++++=the
cruel ^jj++++=cruel-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
Council ^nn++++=Council
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
away ^rb+phrv+++=away
and ^cc++++=and
cherished ^vbd+++xvbn+=cherished
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
whom ^whp+rel+obj++=whom
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
slain ^nn+++??+=slain
as ^ql++++=as
a ^at++++=a
traitor ^nn++++=traitor.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
Henry ^np++++=Henry
Viii ^np+++??+=VIII.
. ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
Creon ^np+++??+=Creon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
Christian ^jj+atrb+++=Christian
Antigone ^np+++??+=Antigone
was ^vbd+bedz+aux++=was
dismissed ^vpsv++agls+xvbnx+=dismissed
unhurt ^nn+++??+=unhurt
by ^in++++=by
the ^ati++++=the
Council ^nn++++=Council,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
allowed ^vb++pmd"+xvbn+=allowed
to ^to+vcmp+pmd++=to
retain ^vb++++=retain
possession ^nn++++=possession
of ^in++++=of
her ^pp$+pp3+++=her
treasure ^nn++++=treasure.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
caused ^vbd+++xvbnx+=caused
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
embalmed ^jj+pred+++=embalmed,
, ^zz++++=EXTRAWORD
kept ^j+++xvbn+=kept
it ^pp3+it+++=it
with ^in++++=with
her ^pp$+pp3+++=her
wherever ^nn+nom+++=wherever
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
nine ^cd++++=nine
years ^nns++++=years
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
died ^vbd+++xvbnx+=died
( ^zz++++=(in
in ^in++++=EXTRAWORD
the ^ati++++=the
year ^nn++++=year
1544 ^cd++++=1544),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
in ^in++++=in
her ^pp$+pp3+++=her
coffin ^nn++++=coffin
in ^in++++=in
the ^ati++++=the
' ^zz++++='Roper
roper ^np++++=EXTRAWORD
aisle ^nn++++=aisle'
' ^zz++++=EXTRAWORD
of ^in++++=of
st ^npt++++=St.
. ^zz++++=EXTRAWORD
dunstan ^np++++=Dunstan's
's ^$++++=EXTRAWORD
church ^npl++++=Church,
, ^zz++++=EXTRAWORD
at ^in++++=at
canterbury ^np++++=Canterbury.
. ^zz++++=EXTRAWORD
