Before ^cs+sub+++=Before
on ^rp++++=on
her ^pp3o+pp3+++=her
yellow ^jj+atrb+++=yellow
face ^nn++++=face
deepening ^nn++++=deepening
like ^in++++=like
the ^ati++++=the
cracks ^nns++++=cracks
in ^in++++=in
drying ^xvbg+++xvbg+=drying
clay ^nn++++=clay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
thin ^jj+atrb+++=thin
lips ^nns++++=lips
working ^vwbg+++xvbg+=working
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
mumbled ^vbd+++xvbnx+=mumbled
a ^at++++=a
delicious ^jj+atrb+++=delicious
morsel, ^nn+++??+=morsel,--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
foretaste ^nn+++??+=foretaste
of ^in++++=of
the ^ati++++=the
terrible ^nn++++=terrible.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
alone ^rb++++=alone
with ^in++++=with
your ^pp$+pp2+++=your
silly ^jj+atrb+++=silly
talk ^nn++++=talk,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Toinette ^np+nom++??+=Toinette
gaily ^rb++++=gaily.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
hungry ^jj+pred+++=hungry.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
headache ^nn++++=headache.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
store ^nn++++=store
this ^dt+dem+++=this
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
stay ^vb++++=stay
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Prosper ^np+++??+=Prosper
will ^md+prd+++=will
come ^vb++++=come
home ^nr++++=home
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="_Frivolante_,"
_frivolante_ ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
sharp ^jj+atrb+++=sharp
eyes ^nns++++=eyes
fixed ^vbd+++xvbn+=fixed
on ^in++++=on
the ^ati++++=the
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
left ^vpsv++agls+xvbnx+=left
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
wedding ^nn++++=wedding-ring?"
- ^zz++++=EXTRAWORD
ring ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dropped ^vbd+++xvbnx+=dropped
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Toinette ^np+nom++??+=Toinette,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
back ^jjb++++=back
her ^pp$+pp3+++=her
hand ^nn++++=hand
quickly ^rb++++=quickly
and ^cc++++=and
letting ^nvbg+++xvbg+=letting
it ^pp3+it+++=it
fall ^nn++++=fall
under ^in++++=under
the ^ati++++=the
table ^nn++++=table-cloth,
- ^zz++++=EXTRAWORD
cloth ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
somewhere ^rb++++=somewhere
in ^in++++=in
my ^pp$+pp1+++=my
room ^nn++++=room."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
dropped ^vbd+++xvbnx+=dropped
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
with ^in++++=with
wagging ^jj+atrb+++=wagging
head ^nn++++=head,
, ^zz++++=EXTRAWORD
" ^zz++++="_tiens!_
_tiens!_ ^nn+++??+=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
pity ^nn++++=pity!
! ^zz++++=EXTRAWORD
The ^ati++++=The
ring ^nn++++=ring
that ^tht+rel+++=that
not ^xnot++not++=not
even ^rb++++=even
death ^vb++++=death
should ^md+nec+++=should
take ^vb++++=take
from ^in++++=from
her ^pp$+pp3+++=her
finger, ^nn+++??+=finger,--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
dropped ^vbd+++xvbnx+=dropped
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
is ^vbz+bez+vrb++=is
a ^at++++=a
bad ^jj+atrb+++=bad
sign, ^nn+++??+=sign,--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
worst ^nn++++=worst
of ^in++++=of
all, ^nn+++??+=all,--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
countersign ^nn+++??+=countersign
of ^in+strn+++=of----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
go ^vb++++=go?
? ^zz++++=EXTRAWORD
Old ^jj++++=Old
babbler ^jjr++++=babbler,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Toinette ^np+nom++??+=Toinette,
, ^zz++++=EXTRAWORD
springing ^vbg+++xvbg+=springing
up ^rp++++=up
in ^in++++=in
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
store ^nn++++=store.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
mistress ^nns+nom+++=mistress
in ^in++++=in
this ^dt+dem+++=this
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
_tante_ ^nn+++??+=_Tante_
Bergeron ^np+++??+=Bergeron
clumped ^vbd+++xvbn+=clumped
sullenly ^rb++++=sullenly
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
muttering ^vbg+++xvbg+=muttering,
, ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
mistress ^nns+nom+++=mistress
without ^in++++=without
a ^at++++=a
wedding ^nn++++=wedding-ring!
- ^zz++++=EXTRAWORD
ring ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
la ^&fw++++=la-la,
- ^zz++++=EXTRAWORD
la ^&fw++++=EXTRAWORD
, ^zz++++=EXTRAWORD
la ^&fw++++=la-la!
- ^zz++++=EXTRAWORD
la ^&fw++++=EXTRAWORD
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
big ^jj+atrb+++=big
misery ^nn++++=misery
in ^cs+sub+++=in
that ^cs"++++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Toinette ^np+nom++??+=Toinette
rolled ^vbd+++xvbn+=rolled
up ^rp++++=up
her ^pp$+pp3+++=her
sleeves ^nns++++=sleeves
and ^cc++++=and
washed ^vbd+++xvbn+=washed
the ^ati++++=the
dishes ^nns++++=dishes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
sing ^vbi++++=sing
a ^rb++++=a
little ^rb"++++=little
at ^rb++++=at
her ^pp3o+pp3+++=her
work ^nn++++=work,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
Prosper ^np+++??+=Prosper
liked ^vbd+++xvbn+=liked
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
notes ^nn++++=notes
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
stick ^vbi++++=stick
in ^in++++=in
her ^pp$+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wiped ^vbd+++xvbnx+=wiped
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
the ^ati++++=the
hem ^nn++++=hem
of ^in++++=of
her ^pp$+pp3+++=her
apron ^nn++++=apron,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
upstairs ^jjb++++=upstairs,
, ^zz++++=EXTRAWORD
bare ^jj++++=bare-armed,
- ^zz++++=EXTRAWORD
armed ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
to ^to++++=to
search ^vbi++++=search
for ^in++++=for
her ^pp$+pp3+++=her
ring ^nn++++=ring.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
and ^cc+phrs+++=and
felt ^vbd+vprv++xvbn+=felt
in ^in++++=in
every ^at++++=every
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
up ^rp++++=up
the ^ati++++=the
rag ^nn++++=rag-carpet
- ^zz++++=EXTRAWORD
carpet ^nn++++=EXTRAWORD
rugs ^nns++++=rugs
and ^cc++++=and
shook ^vbd+++xvbn+=shook
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
every ^at++++=every
chair ^nn++++=chair
and ^cc++++=and
the ^ati++++=the
big ^jj+atrb+++=big
chest ^nn++++=chest
of ^in++++=of
drawers ^nns+nom+++=drawers
and ^cc++++=and
the ^ati++++=the
wash ^vb++++=wash-stand,
- ^zz++++=EXTRAWORD
stand ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
the ^ati++++=the
covers ^nns++++=covers
and ^cc++++=and
the ^ati++++=the
pillows ^nns++++=pillows
and ^cc++++=and
the ^ati++++=the
mattress ^nns+nom+++=mattress
off ^in+pl+++=off
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
threw ^vbd+++xvbn+=threw
them ^pp3o+pp3+++=them
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
the ^ati++++=the
room ^nn++++=room
looked ^vbd+++xvbn+=looked
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
big ^jj+atrb+++=big
north ^nr+pl+++=north-west
- ^zz++++=EXTRAWORD
west ^np+pl+++=EXTRAWORD
wind ^nn++++=wind
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Toinette ^np+nom++??+=Toinette
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
rubbing ^vbg+++xvbg+=rubbing
the ^ati++++=the
little ^ap++++=little
white ^jj++++=white
mark ^vb++++=mark
on ^in++++=on
her ^pp$+pp3+++=her
finger ^nn++++=finger
where ^wrb+who+++=where
the ^ati++++=the
ring ^nn++++=ring
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
staring ^vbg+++xvbg+=staring
through ^in++++=through
the ^ati++++=the
window ^nn++++=window
at ^in++++=at
the ^ati++++=the
church ^nn++++=church
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
hypnotised ^vpsv++agls+xvbnx+=hypnotised.
. ^zz++++=EXTRAWORD
All ^abn++++=All
sorts ^nns++++=sorts
of ^in++++=of
dark ^jj+atrb+++=dark
and ^cc+phrs+++=and
cloudy ^jj+atrb+++=cloudy
thoughts ^nns++++=thoughts
were ^vbd+bed+aux++=were
trooping ^vbg+++xvbgx+=trooping
around ^rp++++=around
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
Prosper ^np+++??+=Prosper
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
with ^in+ppvb+++=with
an ^at++++=an
accident ^nn++++=accident,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perhaps ^rb++++=perhaps
the ^ati++++=the
suspicions ^nns++++=suspicions
and ^cc++++=and
unjust ^jj+atrb+++=unjust
reproaches ^nns++++=reproaches
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
sometimes ^rb++splt++=sometimes
wounded ^vprf+++xvbnx+=wounded
her ^pp3o+pp3+++=her
lately ^rb+tm+++=lately
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
into ^in++++=into
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
angry ^jj+pred+++=angry
with ^in++++=with
her ^pp$+pp3+++=her
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
some ^dti++++=some
one ^cd1++++=one
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
telling ^nvbg+++xvbg+=telling
lies ^vbz++++=lies
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
mad ^jj++++=mad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
fight ^nn++++=fight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
knife ^nn++++=knife--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
him ^pp3o+pp3+++=him
lying ^vbg+++xvbg+=lying
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
of ^in++++=of
a ^at++++=a
tavern ^nn++++=tavern,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
red ^jj+atrb+++=red
puddle ^nn+++??+=puddle,
, ^zz++++=EXTRAWORD
with ^in++++=with
white ^jj+atrb+++=white
face ^nn++++=face
and ^cc++++=and
staring ^jj+atrb++xvbg+=staring
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold
and ^cc++++=and
reproachful ^nn+nom+++=reproachful.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
he ^pp3a+pp3+++=he
never ^rb++++=never
come ^vb++++=come
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
home ^nr++++=home?
? ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
the ^ati++++=the
store ^nn++++=store
sleigh ^nn+++??+=sleigh-bells
- ^zz++++=EXTRAWORD
bells ^nns++++=EXTRAWORD
jingled ^vbd+++xvbn+=jingled.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
probably ^rb++++=probably
some ^dti++++=some
customer ^nn+nom+++=customer.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
in ^in++++=in
her ^pp$+pp3+++=her
heart ^nn++++=heart
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
husband ^nn++++=husband!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
go ^vb++++=go
to ^in++++=to
him, ^nn+++??+=him,--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
must ^md+nec+++=must
come ^vb++++=come
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
away ^in+pl+++=away
from ^in"++++=from
that ^dt+dem+++=that
hateful ^jj+atrb+++=hateful
old ^jj+atrb+++=old
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
A ^at++++=A
step ^nn++++=step
sounded ^vbd+++xvbn+=sounded
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
Prosper ^np+++??+=Prosper
stood ^vbd+++xvbn+=stood
before ^in++++=before
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
him ^pp3o+pp3+++=him
and ^cc++++=and
threw ^vbd+++xvbn+=threw
her ^pp$+pp3+++=her
arms ^nns++++=arms
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer
her ^pp3o+pp3+++=her
kiss ^vb++++=kiss.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
as ^ql++++=as
cold ^jj++++=cold
as ^ql++++=as
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
come ^vb++++=come
back ^rp++++=back
sooner ^rbr++++=sooner
than ^in++++=than
you ^pp2+pp2+++=you
expected ^vbd+++xvbn+=expected,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
surprise ^nn++++=surprise--like
-- ^--+clp+++=EXTRAWORD
like ^in++++=EXTRAWORD
a ^at++++=a
story ^nn++++=story-book."
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
heart ^nn++++=heart
was ^vbd+bedz+aux++=was
beating ^vbg+++xvbgx+=beating
in ^in++++=in
her ^pp$+pp3+++=her
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
arms ^nns++++=arms
dropped ^vbd+++xvbn+=dropped
at ^rb++++=at
her ^pp3o+pp3+++=her
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
fond ^jj+pred+++=fond
of ^in++++=of
your ^pp$+pp2+++=your
bed ^nn++++=bed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
rise ^vb++++=rise
late ^jj++++=late,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
your ^pp$+pp2+++=your
room, ^nn+++??+=room,--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
looks ^nns++++=looks
like ^in++++=like
mad ^nn++++=mad.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
company ^nn++++=company.
. ^zz++++=EXTRAWORD
A ^at++++=A
party? ^nn+++??+=party?--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
a ^at++++=a
fracas ^vbz+++??+=fracas?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
cheeks ^nns++++=cheeks
flamed ^vbd+++xvbn+=flamed,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
filled ^vbd+++xvbn+=filled
with ^in++++=with
tears ^nns++++=tears,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
mouth ^nn++++=mouth
quivered ^vbd+++xvbn+=quivered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
words ^nns++++=words
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
look ^vb++++=look
well ^jj+pred+++=well.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
a ^at++++=a
good ^jj+atrb+++=good
time ^nn++++=time
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
taken ^vbd+++xvbn+=taken
off ^rb+phrv+++=off
your ^pp$+pp2+++=your
wedding ^nn++++=wedding-ring?
- ^zz++++=EXTRAWORD
ring ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
woman ^nn++++=woman
does ^vbz+doz+vrb++=does
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
face ^nn++++=face
went ^vbd+++xvbn+=went
very ^ql+amp+++=very
white ^np++++=white,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
burned ^vbd+++xvbn+=burned,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
spoke ^vbd+++xvbnx+=spoke
with ^in++++=with
her ^pp$+pp3+++=her
deepest ^jjt+atrb+++=deepest,
, ^zz++++=EXTRAWORD
slowest ^jjt+atrb+++=slowest
note ^nn++++=note.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop,
stop ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Prosper ^np+++??+=Prosper,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
unjust ^jj+pred+++=unjust,
, ^zz++++=EXTRAWORD
something ^pn++++=something
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
you ^pp2+pp2+++=you
crazy ^jj++++=crazy,
, ^zz++++=EXTRAWORD
some ^dti++++=some
one ^cd1++++=one
has ^vbz+hvz+aux++=has
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
lies ^vbz++++=lies.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
insulting ^jj+pred+++=insulting
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
hurting ^vbg+++xvbgx+=hurting
me, ^nn+++??+=me,--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
I, ^np+++??+=I,--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
the ^ati++++=the
one ^cd1++++=one
that ^dt+pdem+++=that
loves ^vbz++++=loves
you ^pp2+pp2+++=you
always ^rb++++=always.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
will ^md+prd+++=will
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what
has ^vbz+hvz+aux++=has
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
Sit ^vb++++=Sit
down ^rb+phrv+++=down
there ^rn+pl+++=there
on ^rp++++=on
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
be ^vb+be+vrb++=be
quiet ^nn++++=quiet.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
a ^at++++=a
right ^nn++++=right
to ^to+ncmp+++=to
know ^vbi+vprv+++=know
it ^pp3+it+++=it
all, ^nn+++??+=all,--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
right ^jj+atrb+++=right
hand ^nn++++=hand
covering ^vwbg+++xvbg+=covering
the ^ati++++=the
white ^nn++++=white
mark ^vb++++=mark
