If ^cs+cnd+++=If
you ^pp2+pp2+++=you
suggest ^vb+vpub+++=suggest
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pepper ^np++++=Pepper?
? ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
with ^in++++=with
Archie ^np++++=Archie's
's ^$++++=EXTRAWORD
genius ^nn++++=genius!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
the ^ati++++=the
public ^nn++++=public
is ^vbz+bez+aux++=is
not ^xnot++not++=not
educated ^vbd+++xvbn+=educated
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
question ^nn+nom+++=question
of ^in++++=of
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Archie ^np++++=Archie
suffers ^nns+nom+++=suffers,
, ^zz++++=EXTRAWORD
like ^in++++=like
all ^abn++++=all
pioneers ^nns+nom+++=pioneers,
, ^zz++++=EXTRAWORD
from ^in++++=from
being ^xvbg+++xvbg+=being
ahead ^rb+pl+++=ahead
of ^in++++=of
his ^pp$+pp3+++=his
generation ^nn+nom+++=generation.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
need ^nn++++=need
not ^xnot++not++=not
sully ^np++++=sully
his ^pp$+pp3+++=his
genius ^nn++++=genius
by ^in++++=by
stooping ^xvbg+++xvbg+=stooping----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Sorry.
sorry ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^ap+down+++=only
suggested ^jj+++xvbn+=suggested
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
more ^rbr++++=more
time ^nn++++=time
than ^in++++=than
ever ^rb++++=ever
to ^to++++=to
trying ^vbi++++=trying
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
a ^at++++=a
solution ^nn+nom+++=solution.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
I ^pp1a+pp1+++=I
would ^md+prd+++=would
lie ^vb++++=lie
awake ^jj++++=awake
at ^in++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
manner ^nn++++=manner
towards ^in++++=towards
Wilberforce ^np+++??+=Wilberforce,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
man ^nn++++=man,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
so ^rb+emph+++=so
distrait ^jj++++=distrait
that ^cs+sub+++=that
it ^pp3+it+++=it
almost ^rb+hdg+++=almost
caused ^vbd+++xvbn+=caused
a ^at++++=a
rift ^nn++++=rift.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
me ^pp1o+pp1+++=me
one ^cd1++++=one
morning ^nn++++=morning
which ^wdt+who+whcl++=which
suit ^nn++++=suit
I ^pp1a+pp1+++=I
would ^md+prd+++=would
wear ^vb++++=wear
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
by ^in++++=by
Jove ^nn++++=Jove,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
any ^dti++++=any
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
most ^ql+emph+++=most
frightful ^jj+atrb+++=frightful
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
woke ^vbd+++xvbnx+=woke
up ^rp++++=up
to ^to++++=to
find ^vbi+vprv+tht0++=find
him ^pp3o+pp3+++=him
looking ^vbg+++xvbg+=looking
at ^rb++++=at
me ^pp1o+pp1+++=me
with ^in++++=with
such ^abl++++=such
a ^at++++=a
dashed ^nn++++=dashed
wounded ^vbd+++xvbn+=wounded
expression ^nn++++=expression
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
to ^in++++=to
tip ^nn++++=tip
him ^pp3o+pp3+++=him
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
quid ^nns++++=quid
to ^to++++=to
bring ^vbi++++=bring
him ^pp3o+pp3+++=him
round ^in++++=round
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
on ^in++++=on
straining ^xvbg+++xvbg+=straining
your ^pp$+pp2+++=your
brain ^nn++++=brain
like ^in++++=like
that ^dt+dem+++=that
forever ^rb++++=forever
without ^in++++=without
something ^pn++++=something
breaking ^vbg+++xvbg+=breaking
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
night ^nn++++=night,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
after ^cs+sub+++=after
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
by ^in++++=by
gad ^np++++=gad,
, ^zz++++=EXTRAWORD
absolutely ^rb+amp+++=absolutely
got ^vbd+++xvbn+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
excited ^jj+++xvbn+=excited
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
hopped ^vbd+++xvbnx+=hopped
out ^rp+pl+++=out
from ^in++++=from
under ^in++++=under
the ^ati++++=the
blankets ^nns++++=blankets
there ^rn+pl+++=there
and ^cc++++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rang ^vbd+++xvbn+=rang
up ^rp++++=up
old ^jj+atrb+++=old
Archie ^np++++=Archie
on ^in++++=on
the ^ati++++=the
phone ^nn++++=phone.
. ^zz++++=EXTRAWORD
" ^zz++++="Archie,
archie ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
scout ^nn++++=scout,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="can
can ^md+pos+++=EXTRAWORD
the ^ati++++=the
misses ^npt++++=misses
hear ^vb+vprv+++=hear
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
saying ^vbg+++xvbgx+=saying?
? ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
anything ^pn++++=anything
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
show ^nn++++=show
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Keep ^vb++++=Keep
on ^rb+phrv+++=on
saying ^xvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
' ^zz++++='Yes?
yes ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Halloa ^np+++??+=Halloa?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
tell ^vb++++=tell
her ^pp$+pp3+++=her
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
someone ^pn++++=someone
on ^in++++=on
the ^ati++++=the
wrong ^jj+atrb+++=wrong
wire ^nn++++=wire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
All ^abn++++=All
you ^pp2+pp2+++=you've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
do ^vb++++=do
to ^to++++=to
solve ^vbi++++=solve
the ^ati++++=the
whole ^jj+atrb+++=whole
problem ^nn++++=problem
is ^vbz+bez+aux++=is
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
sold ^vprf+++xvbnx+=sold
one ^pn++++=one
of ^in++++=of
your ^pp$+pp2+++=your
pictures ^nns++++=pictures.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
the ^ati++++=the
price ^nn++++=price
as ^in++++=as
big ^jj++++=big
as ^ql++++=as
you ^pp2+pp2+++=you
like ^vb++++=like.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
and ^cc++++=and
lunch ^nn++++=lunch
with ^in++++=with
me ^pp1o+pp1+++=me
tomorrow ^nr+tm+++=tomorrow
at ^in++++=at
the ^ati++++=the
club ^nn++++=club,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
settle ^vb++++=settle
the ^ati++++=the
details ^nns++++=details."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
Archie ^np++++=Archie's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Halloa,
halloa ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
halloa ^nn+++??+=halloa?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
bit ^nn++++=bit
disappointing ^jj++++=disappointing,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
tremble ^nn++++=tremble
in ^in++++=in
it ^pp3+it+++=it
which ^whp+who+++=which
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
understand ^vb+vprv+++=understand
how ^wrb+who+whcl++=how
happy ^jj++++=happy
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
the ^ati++++=the
old ^jj+atrb+++=old
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
back ^jjb++++=back
to ^in++++=to
bed ^nn++++=bed
and ^cc++++=and
slept ^vpsv++agls+xvbn+=slept
like ^in++++=like
a ^at++++=a
king ^nn++++=king.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
Next ^ap++++=Next
day ^nn++++=day
we ^pp1a+pp1+++=we
lunched ^vbd+++xvbn+=lunched
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fixed ^jj+++xvbn+=fixed
the ^ati++++=the
thing ^nn++++=thing
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
anyone ^pn++++=anyone
so ^rb++++=so
supremely ^rb++++=supremely
braced ^vwbn+++xvbn+=braced.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
examined ^vbd+++xvbn+=examined
the ^ati++++=the
scheme ^nn++++=scheme
from ^in++++=from
every ^at++++=every
angle ^nn++++=angle
and ^cc++++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
flaw ^nn+++??+=flaw
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
only ^ap+down+++=only
difficulty ^nn++++=difficulty
was ^vbd+bedz+aux++=was
to ^to++++=to
hit ^vbd+++xvbn+=hit
on ^in+ppvb+++=on
a ^at++++=a
plausible ^jj+atrb+++=plausible
purchaser ^nn+nom+++=purchaser.
. ^zz++++=EXTRAWORD
Archie ^np++++=Archie
suggested ^vbd+vpub++xvbn+=suggested
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
would ^md+prd+++=would
sound ^vb++++=sound
fishy ^jj++++=fishy.
. ^zz++++=EXTRAWORD
Eventually ^rb+tm+++=Eventually
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
brain ^nn++++=brain
wave ^nn++++=wave,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suggested ^vwbn+vpub++xvbn+=suggested
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Bellingwood ^np+++??+=Bellingwood
Brackett ^np+++??+=Brackett,
, ^zz++++=EXTRAWORD
the ^ati++++=the
American ^jj+atrb+++=American
millionaire ^nn++++=millionaire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lives ^nns++++=lives
in ^in++++=in
London ^np++++=London,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
his ^pp$+pp3+++=his
name ^nn++++=name
in ^in++++=in
the ^ati++++=the
papers ^nns++++=papers
everyday ^jjb++++=everyday
as ^ql++++=as
having ^xvbg+++xvbg+=having
bought ^vprf+++xvbn+=bought
some ^dti++++=some
painting ^jj+++xvbg+=painting
or ^cc++++=or
statue ^nn++++=statue
or ^cc++++=or
something ^pn++++=something,
, ^zz++++=EXTRAWORD
so ^ql++++=so
why ^wrb+who+whq++=why
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
buy ^vb++++=buy
Archie ^np++++=Archie's
's ^$++++=EXTRAWORD
" ^zz++++="Coming
coming ^vbg+++xvbg+=EXTRAWORD
of ^in++++=of
Summer ^nn++++=Summer?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Archie ^np++++=Archie
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Exactly--why
exactly ^rb++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
why ^wrb+who+whq++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
any ^dti++++=any
sense ^nn++++=sense
in ^in++++=in
his ^pp$+pp3+++=his
fat ^nn++++=fat
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it
long ^rb++++=long
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
dash ^nn++++=dash
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
shows ^vbz+vprv+++=shows
you ^pp2+pp2+++=you
that ^cs+sub+++=that
dear ^uh++++=dear
old ^jj+atrb+++=old
Archie ^np++++=Archie
was ^vbd+bedz+aux++=was
bracing ^vbg+++xvbgx+=bracing
up ^rp++++=up,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
him ^pp3o+pp3+++=him
use ^nn++++=use
much ^ap++++=much
the ^ati++++=the
same ^ap++++=same
language ^nn+nom+++=language
in ^in++++=in
happier ^jjr+atrb+++=happier
days ^nns++++=days
about ^in++++=about
a ^at++++=a
referee ^nn++++=referee.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
crammed ^j+++xvbn+=crammed
to ^in++++=to
the ^ati++++=the
eyebrows ^nns++++=eyebrows
with ^in++++=with
good ^jj+atrb+++=good
food ^nn++++=food
and ^cc++++=and
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
to ^to++++=to
tell ^vbi++++=tell
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Archie ^np++++=Archie
that ^tht+rel+++=that
all ^abn++++=all
was ^vbd+bedz+vrb++=was
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
old ^jj+atrb+++=old
home ^nr++++=home
was ^vbd+bedz+aux++=was
saved ^vpsv++agls+xvbnx+=saved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
Canterbury ^np++++=Canterbury
mutton ^nn++++=mutton
might ^md+pos+++=might
now ^rn+tm+++=now
be ^vb+be+aux++=be
definitely ^rb++splt++=definitely
considered ^vpsv++agls+xvbnx+=considered
as ^ql++++=as
off ^in+pl+++=off
the ^ati++++=the
bill ^nn++++=bill
of ^in++++=of
fare ^nn++++=fare.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
phone ^vb++++=phone
that ^tht+vcmp+++=that
night ^nn++++=night
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
the ^ati++++=the
price ^nn++++=price
two ^cd++++=two
thousand ^cd++++=thousand
pounds ^nns++++=pounds,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
needed ^vbd+++xvbnx+=needed
the ^ati++++=the
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
two ^cd++++=two
thousand ^cd++++=thousand
to ^in++++=to
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fleecing ^vbg+++xvbgx+=fleecing
the ^ati++++=the
widow ^nn++++=widow
and ^cc++++=and
the ^ati++++=the
orphan ^nn++++=orphan
for ^in++++=for
forty ^cd++++=forty
odd ^jj+atrb+++=odd
years ^nns++++=years
without ^in++++=without
a ^at++++=a
break ^nn++++=break?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
price ^nn++++=price
was ^vbd+bedz+vrb++=was
a ^at++++=a
bit ^nn++++=bit
high ^jj++++=high,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
agreed ^vbd+vpub++xvbnx+=agreed
that ^tht+vcmp+++=that
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Bellingwood ^np+++??+=Bellingwood
could ^md+pos+++=could
afford ^vb++++=afford
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
reigned ^j+++xvbn+=reigned
supreme ^jj++++=supreme.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
when ^wrb+who+whcl++=when
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
'd ^md+prd+vrb++=had
such ^abl++++=such
a ^at++++=a
nasty ^jj+atrb+++=nasty
jar ^nn++++=jar
as ^ql++++=as
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
when ^wrb+who+++=when
Wilberforce ^np+++??+=Wilberforce
brought ^vbd+++xvbn+=brought
me ^pp1o+pp1+++=me
the ^ati++++=the
paper ^nn++++=paper
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
languidly ^rb++++=languidly
opened ^vbd+++xvbn+=opened
it ^pp3+it+++=it
and ^cc++++=and
this ^dt+dem+++=this
jumped ^jj+++xvbn+=jumped
out ^rp+pl+++=out
and ^cc++++=and
bit ^nn++++=bit
at ^in++++=at
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
Bellingwood ^np+++??+=BELLINGWOOD
Brackett ^np+++??+=BRACKETT
Discovers ^nns+nom+++=DISCOVERS
English ^jj+atrb+++=ENGLISH
Genius ^nn++++=GENIUS
-- ^--+clp+++=----PAYS
-- ^--+clp+++=EXTRAWORD
pays ^vbz++++=EXTRAWORD
Stupendous ^jj+atrb+++=STUPENDOUS
Price ^nn++++=PRICE
For ^in++++=FOR
Young ^jj+atrb+++=YOUNG
Artist ^np++++=ARTIST'S
's ^$++++=EXTRAWORD
Picture ^nn++++=PICTURE
-- ^--+clp+++=----HITHERTO
-- ^--+clp+++=EXTRAWORD
hitherto ^rb++++=EXTRAWORD
Unknown ^jj++++=UNKNOWN
Futurist ^jj++++=FUTURIST
Received ^jj+++xvbn+=RECEIVED
2,000 ^cd++++=2,000
Pounds ^nns++++=POUNDS
Underneath ^rb++++=Underneath
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
column ^nn++++=column,
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
it ^pp3+it+++=it
about ^in++++=about
Archie ^np++++=Archie,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rest ^nn++++=rest
about ^in++++=about
the ^ati++++=the
picture ^nn++++=picture;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scattered ^vpsv++agls+xvbn+=scattered
over ^in++++=over
the ^ati++++=the
page ^nn++++=page
were ^vbd+bed+vrb++=were
two ^cd++++=two
photographs ^nns++++=photographs
of ^in++++=of
old ^jj+atrb+++=old
Archie ^np++++=Archie,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
more ^rbr++++=more
like ^in++++=like
Pa ^npt++++=Pa
Doughnut ^np+++??+=Doughnut
than ^in++++=than
anything ^pn++++=anything
human ^jj++++=human,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
smudged ^jj+atrb++xvbn+=smudged
reproduction ^nn+nom+++=reproduction
of ^in++++=of
" ^zz++++="The
the ^ati++++=EXTRAWORD
Coming ^jj+++xvbg+=Coming
of ^in++++=of
Summer ^nn++++=Summer";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
frightful ^jj++++=frightful
as ^in++++=as
the ^ati++++=the
original ^nn+nom+++=original
of ^in++++=of
that ^dt+dem+++=that
weird ^jj++++=weird
exhibit ^vb++++=exhibit
looked ^vbd+++xvbn+=looked,
, ^zz++++=EXTRAWORD
the ^ati++++=the
reproduction ^nn+nom+++=reproduction
had ^vb+hv+aux++=had
it ^pp3+it+++=it
licked ^vbd+++xvbn+=licked
to ^in++++=to
a ^at++++=a
whisper ^nn++++=whisper.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
ghastliest ^jjt+atrb+++=ghastliest
things ^nns++++=things
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
first ^od++++=first
shock ^nn++++=shock
I ^pp1a+pp1+++=I
recovered ^vbd+++xvbnx+=recovered
a ^at++++=a
bit ^nn++++=bit.
. ^zz++++=EXTRAWORD
After ^in++++=After
all ^abn++++=all,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
fame ^nn++++=fame
for ^in++++=for
dear ^jj+atrb+++=dear
old ^jj+atrb+++=old
Archie ^np++++=Archie.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
had ^hv+hvd+aux++=had
had ^vprf+vprf+aux++=had
lunch ^vb++++=lunch
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
flat ^nn++++=flat
to ^to++++=to
congratulate ^nn+nom+++=congratulate
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
there ^rn+pl+++=there
with ^in++++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Archie ^np++++=Archie.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
a ^at++++=a
bit ^nn++++=bit
dazed ^vbd+++xvbn+=dazed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
simmering ^vbg+++xvbgx+=simmering
with ^in++++=with
