During ^in++++=During
. ^zz++++=EXTRAWORD
" ^zz++++="Here,
here ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
outside ^jjb++++=outside,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
came ^vbd+++xvbn+=came
the ^ati++++=the
low ^jj+atrb+++=low,
, ^zz++++=EXTRAWORD
guarded ^jj+atrb++xvbn+=guarded
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
" ^zz++++="in
in ^in++++=EXTRAWORD
the ^ati++++=the
tree ^nn++++=tree."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
little ^ap++++=little
stranger ^jjr++++=stranger
had ^vb+hv+aux++=had
not ^xnot++not++=not
stirred ^vbd+++xvbn+=stirred
from ^in++++=from
his ^pp$+pp3+++=his
first ^rb++++=first
alighting ^vbg+++xvbg+=alighting-place.
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Beg
beg ^vb++++=EXTRAWORD
yore ^jj+atrb++??+=yore
pardon ^nn++++=pardon,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
fer ^&fw++++=fer
startling ^jj++++=startling
you ^pp2+pp2+++=you
or ^cc++++=or
fer ^&fw++++=fer
addressing ^vbg+++xvbg+=addressing
you ^pp2+pp2+++=you
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
should ^md+nec+++=shouldn't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
never ^rb++++=never
mind ^vb++++=mind
that ^tht+vcmp+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
impatiently ^rb+cnj+++=impatiently,
, ^zz++++=EXTRAWORD
shaking ^vbg+++xvbg+=shaking
back ^jjb++++=back
her ^pp$+pp3+++=her
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
deprecating ^jj+++xvbg+=deprecating
and ^cc+phrs+++=and
timid ^jj++++=timid
were ^vbd+bed+vrb++=were
the ^ati++++=the
tones ^nns++++=tones,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
almost ^rb+hdg+++=almost
without ^in++++=without
an ^at++++=an
effort ^nn++++=effort
of ^in++++=of
the ^ati++++=the
imagination ^nn+nom+++=imagination
she ^pp3a+pp3+++=she
could ^md+pos+++=could
picture ^vb++++=picture
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man's
's ^$++++=EXTRAWORD
blushes ^nns++++=blushes
and ^cc++++=and
his ^pp$+pp3+++=his
half ^abn++++=half-sidling
- ^zz++++=EXTRAWORD
sidling ^vbg+nom++xvbg+=EXTRAWORD
method ^nn++++=method
of ^in++++=of
delivery ^nn+nom+++=delivery.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
supreme ^jj+atrb+++=supreme
moment ^nn++++=moment
his ^pp$+pp3+++=his
littleness ^nns+nom+++=littleness
and ^cc++++=and
lack ^nn++++=lack
of ^in++++=of
self ^nn++++=self-assertion
- ^zz++++=EXTRAWORD
assertion ^nn+nom+++=EXTRAWORD
jarred ^vbd+++xvbn+=jarred
on ^in++++=on
her ^pp$+pp3+++=her
mood ^nn++++=mood.
. ^zz++++=EXTRAWORD
" ^zz++++="What're
what ^wdt+who+whq++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
you ^pp2+pp2+++=you
doin ^nn+++??+=doin'
' ^zz++++=EXTRAWORD
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
Thought ^j+++xvbn+=Thought
you ^pp2+pp2+++=you'd
'd ^vbd+hvd+aux++0=EXTRAWORD
vamoosed ^vprf+++xvbnx+=vamoosed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
safer ^jjr+pred+++=safer
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
the ^ati++++=the
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
left ^vbd+++xvbnx+=left
no ^at++++=no
trail ^nn++++=trail."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
nodded ^vbd+++xvbnx+=nodded
comprehension ^nn++++=comprehension
of ^in++++=of
the ^ati++++=the
common ^jj++++=common-sense
- ^zz++++=EXTRAWORD
sense ^nn++++=EXTRAWORD
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
the ^ati++++=the
liberty ^nn++++=liberty
of ^in++++=of
speakin ^nn+++??+=speakin'
' ^zz++++=EXTRAWORD
to ^in++++=to
you ^pp2+pp2+++=you
because ^cs+cos+++=because
you ^pp2+pp2+++=you
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vbd+++xvbn+=got
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
ask ^vbi++++=ask,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
care ^vb+vprv+++=care
to ^to+vcmp+++=to
tell ^vbi++++=tell
me ^pp1o+pp1+++=me----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^to++++=to
kill ^vbi++++=kill
Billy ^np++++=Billy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
broke ^vbd+++xvbn+=broke
in ^rb+phrv+++=in
Nell ^np++++=Nell,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sob ^nn++++=sob.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
jest ^rb++++=jest
rightly ^rb++++=rightly
make ^vb++++=make
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
They ^np++++=They's
's ^vbz+bez+vrb++0=EXTRAWORD
after ^in++++=after
someone ^pn++++=someone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
thinks ^vbz+vprv+++=thinks
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
cacheing ^jj+++xvbg+=cacheing
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckon ^vb+vprv+tht0++=reckon
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
cacheing ^jj+atrb++xvbg+=cacheing
nothin ^nn+++??+=nothin',
', ^nn+++??+=EXTRAWORD
but ^cc++++=but
they ^pp3a+pp3+++=they
thinks ^vbz+vprv+tht0++=thinks
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
me ^pp1o+pp1+++=me
they ^pp3a+pp3+++=they's
's ^vbz+bez+vrb++0=EXTRAWORD
after ^in++++=after,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
them ^pp3o+pp3+++=them
and ^cc++++=and
save ^in++++=save
Billy ^np++++=Billy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
started ^vbd+++xvbn+=started,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
keen ^jj+atrb+++=keen
Western ^jj+atrb+++=Western
mind ^nn++++=mind
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
difficulty ^nn++++=difficulty
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
thinks ^vbz+vprv+++=thinks
Billy ^np++++=Billy
pertects ^nns+++??+=pertects
you ^pp2+pp2+++=you
jest ^nn++++=jest
th ^zz++++=th'
' ^zz++++=EXTRAWORD
same ^ap++++=same."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
love ^nn++++=love
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
knows ^vbz+vprv+tht0++=knows
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
purty ^nn+++??+=purty
tough ^jj++++=tough,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
confessed ^vbd+vpub++xvbn+=confessed
Nell ^np++++=Nell,
, ^zz++++=EXTRAWORD
sobbing ^vbg+++xvbg+=sobbing,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
jest ^rb++++=jest
do ^vb+do+vrb++=do
that ^dt+pdem+++=that!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
she ^pp3a+pp3+++=she
dropped ^vbd+++xvbnx+=dropped
her ^pp$+pp3+++=her
head ^jjb++++=head
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invisible ^jj+atrb+++=invisible
stranger ^nn+nom+++=stranger
in ^in++++=in
the ^ati++++=the
gloom ^nn++++=gloom
fell ^vbd+++xvbn+=fell
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
considering ^vbg+++xvbg+=considering.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
pretty ^rb++++=pretty
rank ^nn++++=rank
proposition ^nn+nom+++=proposition,
, ^zz++++=EXTRAWORD
myself ^ppl+pp1+++=myself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
a ^at++++=a
job ^nn++++=job
on ^in++++=on
hand ^nn++++=hand
which ^whp+rel+obj++=which
same ^ap++++=same
I ^pp1a+pp1+++=I
oughta ^vb+++??+=oughta
put ^vbd+++xvbn+=put
through ^rb+phrv+++=through
without ^in++++=without
givin ^nn+++??+=givin'
' ^zz++++=EXTRAWORD
attention ^nn+nom+++=attention
to ^in++++=to
anything ^pn++++=anything
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
usual ^jj+atrb+++=usual
thing ^nn++++=thing
folks ^nns++++=folks
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
fer ^&fw++++=fer
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
much ^ap++++=much
fer ^&fw++++=fer
folks ^nns++++=folks.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
especial ^jj++++=especial.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drives ^nns++++=drives
me ^pp1o+pp1+++=me
plumb ^nn+++??+=plumb
tired ^vbd+++xvbn+=tired.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckon ^vb+vprv+tht0++=reckon
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
stack ^nn++++=stack
up ^rp++++=up
very ^ql+amp+++=very
high ^np++++=high
in ^in++++=in
th ^zz++++=th'
' ^zz++++=EXTRAWORD
blue ^jj+atrb+++=blue
chips ^nns++++=chips
when ^wrb+who+++=when
it ^pp3+it+++=it
comes ^vbz++++=comes
to ^in++++=to
cashin ^nn+++??+=cashin'
' ^zz++++=EXTRAWORD
in ^in++++=in
with ^in++++=with
the ^ati++++=the
gentle ^jj+atrb+++=gentle
sex ^nn++++=sex,
, ^zz++++=EXTRAWORD
anyhow ^rb+dspt+++=anyhow;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^rb++++=in
general ^rb"++++=general
they ^pp3a+pp3+++=they
gives ^vbz++++=gives
me ^pp1o+pp1+++=me
as ^ql++++=as
much ^ap++++=much
notice ^nn++++=notice
as ^ql++++=as
they ^pp3a+pp3+++=they
lavishes ^nns+++??+=lavishes
on ^in++++=on
a ^at++++=a
doodle ^nn+++??+=doodle-bug.
- ^zz++++=EXTRAWORD
bug ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
kickin ^nn+++??+=kickin',
', ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
nary ^nn++++=nary
bit ^nn++++=bit;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
onct ^nn+++??+=onct
in ^in++++=in
a ^at++++=a
dog ^nn++++=dog's
's ^$++++=EXTRAWORD
age ^nn++++=age
I ^pp1a+pp1+++=I
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
hankers ^nns+nom+++=hankers
fer ^&fw++++=fer
a ^at++++=a
decent ^jj+atrb+++=decent
look ^nn++++=look
from ^in++++=from
one ^pn++++=one
of ^in++++=of
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
had ^vb+hv+vrb++=had
no ^at++++=no
women ^nns++++=women-folks
- ^zz++++=EXTRAWORD
folks ^nns++++=EXTRAWORD
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own,
, ^zz++++=EXTRAWORD
never ^rb++++=never.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
I ^pp1a+pp1+++=I
thinks ^vbz+vprv+tht0++=thinks
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
some ^dti++++=some
scrumptious ^jj++++=scrumptious
to ^to++++=to
know ^vbi+vprv+++=know
a ^rb++++=a
little ^rb"++++=little
gal ^nn++++=gal
waitin ^nn+++??+=waitin'
' ^zz++++=EXTRAWORD
fer ^&fw++++=fer
me ^pp1o+pp1+++=me
somewhere ^rb++++=somewhere.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
none ^rb++++=none.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
never ^rb++++=never
will ^md+prd+++=will
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
built ^vprf+++xvbn+=built
that ^dt+dem+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
treated ^vbd+++xvbn+=treated
me ^pp1o+pp1+++=me
white ^jj++++=white
to ^to++++=to-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
th ^zz++++=th'
' ^zz++++=EXTRAWORD
first ^rb++++=first
woman ^nn++++=woman
that ^tht+rel+subj++=that
ever ^rb++++=ever
kissed ^vbd+++xvbn+=kissed
me ^pp1o+pp1+++=me
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own
accord ^nn++++=accord."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
faint ^jj+atrb+++=faint
scramble ^nn++++=scramble,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
soft ^jj+atrb+++=soft
pat ^np++++=pat
of ^in++++=of
someone ^pn++++=someone
landing ^nvbg+++xvbg+=landing
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Peering ^vbg+++xvbg+=Peering
from ^in++++=from
the ^ati++++=the
window ^nn++++=window
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
out ^rp+pl+++=out
a ^at++++=a
faint ^jj+atrb+++=faint,
, ^zz++++=EXTRAWORD
shadowy ^jj+atrb+++=shadowy
form ^nn++++=form
stealing ^vwbg+++xvbg+=stealing
around ^rp++++=around
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
her ^pp$+pp3+++=her
hand ^nn++++=hand
to ^in++++=to
her ^pp$+pp3+++=her
heart ^nn++++=heart
and ^cc++++=and
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
understanding ^nvbg+++xvbg+=understanding
of ^in++++=of
the ^ati++++=the
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+vrb++0=EXTRAWORD
motives ^nns++++=motives
was ^vbd+bedz+vrb++=was
vague ^jj+pred+++=vague
at ^rb++++=at
best ^rb"++++=best,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
caught ^vprf+++xvbnx+=caught
his ^pp$+pp3+++=his
confession ^vb++++=confession
that ^tht+vcmp+obj++=that
her ^pp3o+pp3+++=her
kiss ^vb++++=kiss
had ^vbd+hvd+aux++=had
meant ^vprf+++xvbnx+=meant
much ^ap++++=much
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
in ^in++++=in
her ^pp$+pp3+++=her
anxiety ^nn++++=anxiety
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
an ^at++++=an
inclination ^nn+nom+++=inclination
to ^to+ncmp+++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
bestowed ^vprf+++xvbnx+=bestowed
that ^dt+dem+++=that
caress ^nn++++=caress
as ^ql++++=as
she ^pp3a+pp3+++=she
would ^md+prd+++=would
have ^vb+hv+aux++=have
kissed ^vprf+++xvbnx+=kissed
the ^ati++++=the
cold ^jj+atrb+++=cold
end ^nn++++=end
of ^in++++=of
a ^at++++=a
dog ^nn++++=dog's
's ^$++++=EXTRAWORD
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
below ^in+pl+++=below
stairs ^nns++++=stairs
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
after ^in++++=after
some ^dti++++=some
discussion ^nn++++=discussion,
, ^zz++++=EXTRAWORD
decided ^j+++xvbn+=decided
on ^in++++=on
bullet ^nn++++=bullet.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
of ^in++++=of
consideration ^nn+nom+++=consideration
for ^in++++=for
Billy ^np++++=Billy's
's ^vbz+bez+aux++0=EXTRAWORD
standing ^vbg+++xvbg+=standing
as ^ql++++=as
a ^at++++=a
frontiersman ^nn+nom+++=frontiersman.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
stolen ^vprf+++xvbnx+=stolen
no ^at++++=no
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
In ^in++++=In
order ^to++++=order
not ^xnot++not++=not
to ^in++++=to
delay ^nn++++=delay
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
the ^ati++++=the
execution ^nn+nom+++=execution
was ^vbd+bedz+aux++=was
fixed ^vpsv++agls+xvbnx+=fixed
for ^in++++=for
the ^ati++++=the
present ^jj+atrb+++=present
time ^nn++++=time
and ^cc++++=and
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
stood ^vbd+++xvbn+=stood
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
logs ^nns++++=logs
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
feet ^nns++++=feet
bound ^vwbn+++xvbn+=bound,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
uncovered ^vbd+++xvbn+=uncovered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
never ^rb++splt++=never
lost ^vprf+++xvbnx+=lost
his ^pp$+pp3+++=his
nerve ^nn++++=nerve.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
short ^jj+atrb+++=short
respite ^nn++++=respite
which ^whp+rel+obj++=which
preparation ^nn+nom+++=preparation
demanded ^vbd+vsua++xvbn+=demanded,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
his ^pp$+pp3+++=his
opponents ^nns++++=opponents
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Proud?"
proud ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
concluded ^vbd+vprv++xvbnx+=concluded
a ^at++++=a
long ^rb++++=long
soliloquy ^nn+++??+=soliloquy
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^in++++=to
the ^ati++++=the
reflector ^nn++++=reflector
of ^in++++=of
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
" ^zz++++="Proud?"
proud ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
reflectively ^rb++++=reflectively.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
yere ^nn+++??+=yere
Hank ^np++++=Hank's
's ^$++++=EXTRAWORD
jest ^rb++++=jest
that ^dt+dem+++=that
proud ^jj++++=proud
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
swelled ^jj+++xvbn+=swelled
up ^rp++++=up
like ^in++++=like
a ^at++++=a
poisoned ^jj+atrb+++=poisoned
pup ^nn++++=pup.
. ^zz++++=EXTRAWORD
Ai ^vb+be+++=Ain't
n't ^xnot++not++0=EXTRAWORD
everyone ^pn++++=everyone
kin ^nns++++=kin
corall ^nn+++??+=corall
a ^at++++=a
man ^nn++++=man
sleepin ^nn+++??+=sleepin'
' ^zz++++=EXTRAWORD
and ^cc++++=and
git ^np++++=git
fifty ^cd++++=fifty
thousand ^cd++++=thousand
without ^in++++=without
turnin ^nn+++??+=turnin'
' ^zz++++=EXTRAWORD
a ^at++++=a
hair ^nn++++=hair."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Black ^jj+atrb+++=Black
Hank ^np++++=Hank
distributed ^vwbn+++xvbn+=distributed
three ^cd++++=three
men ^nns++++=men
to ^to++++=to
do ^vbi++++=do
the ^ati++++=the
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
heroics ^nns++++=heroics.
. ^zz++++=EXTRAWORD
The ^ati++++=The
execution ^nn+nom+++=execution
of ^in++++=of
this ^dt+dem+++=this
man ^nn++++=man
was ^vbd+bedz+vrb++=was
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
particularly ^rb++++=particularly
angry ^jj+pred+++=angry
over ^in++++=over
the ^ati++++=the
escape ^nn++++=escape
of ^in++++=of
the ^ati++++=the
messenger ^np+nom+++=messenger--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
expected ^vbd+vprv++xvbnx+=expected
to ^to+vcmp+++=to
capture ^vbi++++=capture
that ^dt+dem+++=that
individual ^jj++++=individual
in ^in++++=in
due ^jj+atrb+++=due
time ^nn++++=time--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
preserve ^vb++++=preserve
