During ^in++++=During
aristocracy ^nn+nom+++=aristocracy.
. ^zz++++=EXTRAWORD
Accordingly ^rb+cnj+++=Accordingly,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
day ^nn++++=day
that ^tht+rel+obj++=that
the ^ati++++=the
trial ^nn++++=trial
took ^vbd+++xvbn+=took
place ^nn++++=place,
, ^zz++++=EXTRAWORD
the ^ati++++=the
relations ^nns+nom+++=relations
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
fifty ^cd++++=fifty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
persons ^nns++++=persons,
, ^zz++++=EXTRAWORD
of ^in++++=of
both ^abx++++=both
sexes ^nns++++=sexes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
highest ^jjt+atrb+++=highest
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
repaired ^j+++xvbn+=repaired
in ^in++++=in
a ^at++++=a
body ^nn++++=body
to ^in++++=to
the ^ati++++=the
Palace ^nn++++=Palace
of ^in++++=of
Justice ^nn++++=Justice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
their ^pp$+pp3+++=their
stations ^nns+nom+++=stations
in ^in++++=in
a ^at++++=a
long ^jj+atrb+++=long
corridor ^nn++++=corridor
which ^whp+rel+subj++=which
led ^vbd+++xvbn+=led
to ^in++++=to
the ^ati++++=the
court ^nn++++=court-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
judges ^nns++++=judges
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^md"++pmd"++=had
to ^md+nec+++=to
pass ^vb++++=pass
in ^in++++=in
review ^nn++++=review
this ^dt+dem+++=this
array ^nn++++=array
of ^in++++=of
lofty ^np++++=lofty
and ^cc++++=and
noble ^jj+atrb+++=noble
personages ^nns+nom+++=personages,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
saluted ^vbd+++xvbn+=saluted
them ^pp3o+pp3+++=them
mournfully ^jj++++=mournfully
and ^cc++++=and
significantly ^rb+cnj+++=significantly,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
one ^cd1++++=one
conversant ^jj++++=conversant
with ^in++++=with
the ^ati++++=the
stately ^jj+atrb+++=stately
pride ^nn++++=pride
and ^cc++++=and
jealous ^jj+atrb+++=jealous
dignity ^nn+nom+++=dignity
of ^in++++=of
the ^ati++++=the
French ^jj+atrb+++=French
noblesse ^nn+++??+=noblesse
of ^in++++=of
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
imagine ^vb+vprv+++=imagine
the ^ati++++=the
extreme ^nn++++=extreme
state ^nn++++=state
of ^in++++=of
sensitiveness ^nns+nom+++=sensitiveness
that ^tht+rel+subj++=that
produced ^vprf+++xvbn+=produced
this ^dt+dem+++=this
self ^nn++++=self-abasement.
- ^zz++++=EXTRAWORD
abasement ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
confidently ^rb++splt++=confidently
presumed ^vpsv++agls+xvbnx+=presumed,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
noble ^jj+atrb+++=noble
suppliants ^nns+nom+++=suppliants,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
having ^jj+++xvbg+=having
once ^rb+tm+++=once
brought ^vbd+++xvbn+=brought
themselves ^ppls+pp3+++=themselves
to ^in++++=to
this ^dt+dem+++=this
measure ^nn++++=measure,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
influence ^nn+nom+++=influence
over ^in++++=over
the ^ati++++=the
tribunal ^nn+nom+++=tribunal
would ^md+prd+++=would
be ^vb+be+vrb++=be
irresistible ^jj+pred+++=irresistible.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
lady ^npt++++=lady
present ^vb++++=present,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
de ^&fw++++=de
Beauffremont ^np+++??+=Beauffremont,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
affected ^vpsv++agls+xvbnx+=affected
with ^in++++=with
the ^ati++++=the
Scottish ^jj+atrb+++=Scottish
gift ^nn++++=gift
of ^in++++=of
second ^od++++=second
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
related ^vbd+++xvbn+=related
such ^abl++++=such
dismal ^jj+atrb+++=dismal
and ^cc+phrs+++=and
sinister ^jj+atrb+++=sinister
apparitions ^nns+nom+++=apparitions
as ^ql++++=as
passing ^jj+++xvbg+=passing
before ^in++++=before
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
many ^ap++++=many
of ^in++++=of
her ^pp$+pp3+++=her
female ^nn++++=female
companions ^nns++++=companions
were ^vbd+bed+aux++=were
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
doleful ^jj+atrb+++=doleful
presentiments ^nns+nom+++=presentiments.
. ^zz++++=EXTRAWORD
Unfortunately ^rb++++=Unfortunately
for ^in++++=for
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
another ^dt++++=another
interest ^nn++++=interest
at ^rb++++=at
work ^nn++++=work,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
powerful ^jj++++=powerful
even ^rb++++=even
than ^in++++=than
the ^ati++++=the
high ^jj+atrb+++=high
aristocracy ^nn+nom+++=aristocracy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
all ^abn++++=all-potent
- ^zz++++=EXTRAWORD
potent ^jj+atrb+++=EXTRAWORD
Abb ^np+++??+=Abb
Dubois ^np+++??+=Dubois,
, ^zz++++=EXTRAWORD
the ^ati++++=the
grand ^jj++++=grand
favorite ^jj++++=favorite
and ^cc++++=and
bosom ^nn++++=bosom
counsellor ^nn++++=counsellor
of ^in++++=of
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
deeply ^rb++++=deeply
interested ^jj+pred+++=interested
in ^in++++=in
the ^ati++++=the
scheme ^nn++++=scheme
of ^in++++=of
Law ^nn++++=Law,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
prosperity ^nn+nom+++=prosperity
of ^in++++=of
his ^pp$+pp3+++=his
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in+emph+++=of
course ^nn+emph"+++=course
in ^in++++=in
the ^ati++++=the
security ^nn+nom+++=security
of ^in++++=of
the ^ati++++=the
stock ^nn++++=stock-brokers.
- ^zz++++=EXTRAWORD
brokers ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Regent ^nn++++=Regent
himself ^ppl+pp3+++=himself
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
dipped ^vprf+++xvbnx+=dipped
deep ^jj++++=deep
in ^in++++=in
the ^ati++++=the
Mississippi ^np+++??+=Mississippi
scheme ^nn++++=scheme.
. ^zz++++=EXTRAWORD
Dubois ^np+++??+=Dubois
and ^cc++++=and
Law ^nn++++=Law,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
exerted ^j+++xvbn+=exerted
their ^pp$+pp3+++=their
influence ^nn+nom+++=influence
to ^in++++=to
the ^ati++++=the
utmost ^nn++++=utmost
to ^in++++=to
have ^vbi++vrb++=have
the ^ati++++=the
tragic ^jj+atrb+++=tragic
affair ^nn++++=affair
pushed ^vwbn+++xvbn+=pushed
to ^rb+phrv+++=to
the ^ati++++=the
extremity ^nn+nom+++=extremity
of ^in++++=of
the ^ati++++=the
law ^nn++++=law,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
murder ^nn++++=murder
of ^in++++=of
the ^ati++++=the
broker ^nn++++=broker
punished ^vwbn+++xvbn+=punished
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
signal ^vb++++=signal
and ^cc++++=and
appalling ^jj+atrb+++=appalling
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
Certain ^jj++++=Certain
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
the ^ati++++=the
trial ^nn++++=trial
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
long ^rb++++=long
nor ^cc++neg++=nor
intricate ^jj++++=intricate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
and ^cc++++=and
his ^pp$+pp3+++=his
fellow ^jjb+atrb+++=fellow
prisoner ^nn+nom+++=prisoner
were ^vbd+bed+aux++=were
equally ^rb++splt++=equally
inculpated ^vpsv++agls+xvbnx+=inculpated
in ^in++++=in
the ^ati++++=the
crime ^nn++++=crime;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
were ^vbd+bed+aux++=were
condemned ^vpsv++agls+xvbnx+=condemned
to ^in++++=to
a ^at++++=a
death ^nn++++=death
the ^ati++++=the
most ^ql+emph+++=most
horrible ^jj++++=horrible
and ^cc+phrs+++=and
ignominious ^jj++++=ignominious--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
be ^vbi+vbi+aux++=be
broken ^vpsv++agls+xvbnx+=broken
alive ^jj++++=alive
on ^in++++=on
the ^ati++++=the
wheel ^nn++++=wheel!
! ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
sentence ^nn+nom+++=sentence
of ^in++++=of
the ^ati++++=the
court ^nn++++=court
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
public ^jj++++=public,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
nobility ^nn+nom+++=nobility,
, ^zz++++=EXTRAWORD
in ^in++++=in
any ^dti++++=any
degree ^nn++++=degree
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Van ^&fw++++=Van
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
into ^in++++=into
mourning ^xvbg+++xvbg+=mourning.
. ^zz++++=EXTRAWORD
Another ^ppls++++=Another
grand ^np++++=grand
aristocratical ^jj+atrb+++=aristocratical
assemblage ^nn+nom+++=assemblage
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
petition ^nn+nom+++=petition
to ^in++++=to
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
on ^in++++=on
behalf ^nn++++=behalf
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
out ^rb+phrv+++=out
and ^cc++++=and
left ^vpsv++agls+xvbn+=left
with ^in++++=with
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui
for ^in++++=for
signature ^nn++++=signature.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
petition ^nn+nom+++=petition
set ^vbd+++xvbn+=set
forth ^rb+phrv+++=forth
the ^ati++++=the
previous ^jj+atrb+++=previous
insanity ^nn+nom+++=insanity
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
hereditary ^jj+atrb+++=hereditary
malady ^nn++++=malady
of ^in++++=of
his ^pp$+pp3+++=his
family ^nn++++=family.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stated ^vbd+vpub++xvbn+=stated
various ^jj+atrb+++=various
circumstances ^nns+nom+++=circumstances
in ^in++++=in
mitigation ^nn+nom+++=mitigation
of ^in++++=of
his ^pp$+pp3+++=his
offence ^nn+nom+++=offence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
implored ^vprf+++xvbn+=implored
that ^dt+dem+++=that
his ^pp$+pp3+++=his
sentence ^nn+nom+++=sentence
might ^md+pos+++=might
be ^vb+be+aux++=be
commuted ^vpsv++agls+xvbnx+=commuted
to ^in++++=to
perpetual ^jj+atrb+++=perpetual
imprisonment ^nn+nom+++=imprisonment.
. ^zz++++=EXTRAWORD
Upward ^jjb++++=Upward
of ^in++++=of
fifty ^cd++++=fifty
names ^nns++++=names
of ^in++++=of
the ^ati++++=the
highest ^jjt+atrb+++=highest
nobility ^nn+nom+++=nobility,
, ^zz++++=EXTRAWORD
beginning ^vbg+++xvbg+=beginning
with ^in++++=with
the ^ati++++=the
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
including ^in++++=including
cardinals ^nns+nom+++=cardinals,
, ^zz++++=EXTRAWORD
archbishops ^npts++++=archbishops,
, ^zz++++=EXTRAWORD
dukes ^npts++++=dukes,
, ^zz++++=EXTRAWORD
marquises ^vbz++++=marquises,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
ladies ^nns++++=ladies
of ^in++++=of
equal ^jj+atrb+++=equal
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
signed ^vpsv++agls+xvbnx+=signed
to ^in++++=to
this ^dt+dem+++=this
petition ^nn+nom+++=petition.
. ^zz++++=EXTRAWORD
By ^in++++=By
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
caprices ^nns+++??+=caprices
of ^in++++=of
human ^jj+atrb+++=human
pride ^nn++++=pride
and ^cc++++=and
vanity ^nn++++=vanity,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
an ^at++++=an
object ^nn++++=object
of ^in++++=of
ambition ^nn+nom+++=ambition
to ^to++++=to
get ^vbi++++=get
enrolled ^vbd+++xvbn+=enrolled
among ^in++++=among
the ^ati++++=the
illustrious ^jj+atrb+++=illustrious
suppliants ^nns+nom+++=suppliants;
; ^zz++++=EXTRAWORD
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
testimonial ^nn++++=testimonial
of ^in++++=of
noble ^jj+atrb+++=noble
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
to ^to++++=to
prove ^vbi+vprv+++=prove
relationship ^nn+nom+++=relationship
to ^in++++=to
a ^at++++=a
murderer ^nn+nom+++=murderer!
! ^zz++++=EXTRAWORD
The ^ati++++=The
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui
was ^vbd+bedz+aux++=was
absolutely ^rb+amp+splt++=absolutely
besieged ^vpsv++by+xvbnx+=besieged
by ^in++++=by
applicants ^nns+nom+++=applicants
to ^in++++=to
sign ^nn++++=sign,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^md"++pmd"++=had
to ^md+nec+++=to
refer ^vb++++=refer
their ^pp$+pp3+++=their
claims ^vb++++=claims
to ^to+vcmp+++=to
this ^dt+dem+++=this
singular ^nn++++=singular
honor ^nn++++=honor,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne,
, ^zz++++=EXTRAWORD
the ^ati++++=the
grandfather ^nn+nom+++=grandfather
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
excluded ^vpsv++agls+xvbnx+=excluded,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
highly ^rb+amp+splt++=highly
incensed ^vpsv++agls+xvbnx+=incensed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
numerous ^jj+atrb+++=numerous
feuds ^nns++++=feuds
took ^vbd+++xvbn+=took
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Nay ^uh++++=Nay,
, ^zz++++=EXTRAWORD
the ^ati++++=the
affronts ^nns+++??+=affronts
thus ^rb+cnj+++=thus
given ^vbd+++xvbn+=given
to ^in++++=to
the ^ati++++=the
morbid ^jj+atrb+++=morbid
pride ^nn++++=pride
of ^in++++=of
some ^dti++++=some
aristocratical ^jj+atrb+++=aristocratical
families ^nns++++=families,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
from ^in++++=from
generation ^nn+nom+++=generation
to ^in++++=to
generation ^nn+nom+++=generation;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
fifty ^cd++++=fifty
years ^nns++++=years
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Duchess ^nns+nom+++=Duchess
of ^in++++=of
Mazarin ^np+++??+=Mazarin
complained ^vbd+vpub++xvbn+=complained
of ^in++++=of
a ^at++++=a
slight ^jj++++=slight
which ^whp+who+++=which
her ^pp3o+pp3+++=her
father ^npt++++=father
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
from ^in++++=from
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui;
; ^zz++++=EXTRAWORD
which ^whp+who+++=which
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
something ^pn++++=something
connected ^vbd+++xvbn+=connected
with ^in++++=with
the ^ati++++=the
signature ^nn++++=signature
of ^in++++=of
this ^dt+dem+++=this
petition ^nn+nom+++=petition.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
important ^jj+atrb+++=important
document ^nn+nom+++=document
being ^xvbg+++xvbg+=being
completed ^vbd+++xvbn+=completed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
illustrious ^jj+atrb+++=illustrious
body ^nn++++=body
of ^in++++=of
petitioners ^nns+nom+++=petitioners,
, ^zz++++=EXTRAWORD
male ^jj++++=male
and ^cc+phrs+++=and
female ^jj++++=female,
, ^zz++++=EXTRAWORD
on ^in++++=on
Saturday ^nr++++=Saturday
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
the ^ati++++=the
eve ^nn++++=eve
of ^in++++=of
Palm ^nn++++=Palm
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
repaired ^j+++xvbn+=repaired
to ^in++++=to
the ^ati++++=the
Palais ^np+++??+=Palais
Royal ^jj++++=Royal,
, ^zz++++=EXTRAWORD
the ^ati++++=the
residence ^nn+nom+++=residence
of ^in++++=of
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
ushered ^vpsv++agls+xvbnx+=ushered,
, ^zz++++=EXTRAWORD
with ^in++++=with
great ^jj+atrb+++=great
ceremony ^nn++++=ceremony
but ^cc++++=but
profound ^jj+atrb+++=profound
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
into ^in++++=into
his ^pp$+pp3+++=his
hall ^nn++++=hall
of ^in++++=of
council ^nn++++=council.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
appointed ^vprf+++xvbnx+=appointed
four ^cd++++=four
of ^in++++=of
their ^pp$+pp3+++=their
number ^nn++++=number
as ^ql++++=as
deputies ^nns++++=deputies,
, ^zz++++=EXTRAWORD
to ^in++++=to
present ^nn++++=present
the ^ati++++=the
petition ^nn+nom+++=petition,
, ^zz++++=EXTRAWORD
viz ^rb++++=viz.:
. ^zz++++=EXTRAWORD
: ^zz++++=EXTRAWORD
the ^ati++++=the
Cardinal ^jjb++++=Cardinal
de ^&fw++++=de
Rohan ^np+++??+=Rohan,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Duke ^nn++++=Duke
de ^&fw++++=de
Havr ^np+++??+=Havr,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
the ^ati++++=the
deputies ^nns++++=deputies
were ^vbd+bed+aux++=were
summoned ^vpsv++agls+xvbnx+=summoned
to ^to+vcmp+++=to
the ^ati++++=the
cabinet ^nn++++=cabinet
of ^in++++=of
the ^ati++++=the
Regent ^nn++++=Regent.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
entered ^vbd+++xvbnx+=entered,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
assembled ^jj+atrb++xvbn+=assembled
petitioners ^nns+nom+++=petitioners
in ^in++++=in
a ^at++++=a
state ^nn++++=state
of ^in++++=of
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
anxiety ^nn++++=anxiety.
. ^zz++++=EXTRAWORD
As ^in++++=As
time ^nn++++=time
slowly ^rb++++=slowly
wore ^vbd+++xvbn+=wore
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
evening ^nn++++=evening
advanced ^vbd+++xvbn+=advanced,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gloom ^nn++++=gloom
of ^in++++=of
the ^ati++++=the
company ^nn++++=company
increased ^vbd+++xvbn+=increased.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
prayed ^vbd+vsua++xvbn+=prayed
devoutly ^jj++++=devoutly;
; ^zz++++=EXTRAWORD
the ^ati++++=the
good ^jj+atrb+++=good
Princess ^nns+nom+++=Princess
of ^in++++=of
Armagnac ^np+++??+=Armagnac
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
beads ^nns++++=beads.
. ^zz++++=EXTRAWORD
The ^ati++++=The
petition ^nn+nom+++=petition
was ^vbd+bedz+aux++=was
received ^vpsv++by+xvbnx+=received
by ^in++++=by
the ^ati++++=the
Regent ^nn++++=Regent
with ^in++++=with
a ^at++++=a
most ^ql+emph+++=most
unpropitious ^jj+atrb+++=unpropitious
aspect ^nn++++=aspect.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
asking ^xvbg+++xvbg+=asking
the ^ati++++=the
pardon ^nn++++=pardon
of ^in++++=of
the ^ati++++=the
criminal ^nn+nom+++=criminal,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
display ^nn++++=display
more ^rbr++++=more
zeal ^nn++++=zeal
for ^in++++=for
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Van ^&fw++++=Van
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
than ^in++++=than
for ^in++++=for
the ^ati++++=the
service ^nn++++=service
of ^in++++=of
the ^ati++++=the
king ^nn++++=king."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
noble ^jj+atrb+++=noble
deputies ^nns++++=deputies
enforced ^vbd+++xvbn+=enforced
the ^ati++++=the
petition ^nn+nom+++=petition
by ^in++++=by
every ^at++++=every
argument ^nn+nom+++=argument
in ^in++++=in
their ^pp$+pp3+++=their
power ^nn++++=power.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
supplicated ^vbd+++xvbnx+=supplicated
the ^ati++++=the
Regent ^nn++++=Regent
to ^to++++=to
consider ^nn+nom+++=consider
that ^tht+vcmp+++=that
the ^ati++++=the
infamous ^jj+atrb+++=infamous
punishment ^nn+nom+++=punishment
in ^in++++=in
question ^nn+nom+++=question
would ^md+prd+++=would
reach ^vb++++=reach
not ^xnot++not++=not
merely ^rb+down+++=merely
the ^ati++++=the
person ^nn++++=person
of ^in++++=of
the ^ati++++=the
condemned ^jj+++xvbn+=condemned,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
merely ^rb+down+++=merely
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Van ^&fw++++=Van
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
the ^ati++++=the
genealogies ^nns++++=genealogies
of ^in++++=of
princely ^jj+atrb+++=princely
and ^cc+phrs+++=and
illustrious ^jj+atrb+++=illustrious
families ^nns++++=families,
, ^zz++++=EXTRAWORD
in ^in++++=in
whose ^whp+rel+pied++=whose
armorial ^jj+atrb+++=armorial
bearings ^nns++++=bearings
might ^md+pos+++=might
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
quarterings ^nns+++??+=quarterings
of ^in++++=of
this ^dt+dem+++=this
dishonored ^jj+atrb++xvbn+=dishonored
name ^nn++++=name.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen,"
gentlemen ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
me ^vbi++++=me
the ^ati++++=the
disgrace ^nn+++??+=disgrace
consists ^nns+nom+++=consists
in ^in++++=in
the ^ati++++=the
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
in ^in++++=in
the ^ati++++=the
punishment ^nn+nom+++=punishment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne
spoke ^vbd+++xvbn+=spoke
with ^in++++=with
warmth ^nn++++=warmth:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
in ^in++++=in
my ^pp$+pp1+++=my
genealogical ^jj+atrb+++=genealogical
standard ^nn++++=standard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="four
four ^cd++++=EXTRAWORD
escutcheons ^nns+++??+=escutcheons
of ^in++++=of
Van ^&fw++++=Van
