Into ^in++++=Into
that ^dt+pdem+++=that
which ^whp+rel+obj++=which
a ^at++++=a
child ^nn++++=child
sees ^vbz+vprv+++=sees
quivering ^jj+++xvbg+=quivering
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
as ^ql++++=as
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
rocked ^vpsv++agls+xvbnx+=rocked
to ^to++++=to
sleep ^vbi++++=sleep
at ^in++++=at
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
walked ^vprf+++xvbn+=walked
into ^in+ppvb+++=into
the ^ati++++=the
lethal ^jj+atrb+++=lethal
quicksands ^nns+++??+=quicksands
a ^at++++=a
very ^ql+amp+++=very
old ^jj+atrb+++=old
man ^nn++++=man
in ^in++++=in
tattered ^jj+atrb+++=tattered
purple ^nn++++=purple,
, ^zz++++=EXTRAWORD
crowned ^xvbn+++xvbn+=crowned
with ^in++++=with
whithered ^jj+atrb++xvbn+=whithered
vine ^nn++++=vine-leaves
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
and ^cc++++=and
gazing ^vbg+++xvbg+=gazing
ahead ^rb+pl+++=ahead
as ^cs+sub+++=as
if ^cs+cnd+++=if
upon ^in++++=upon
the ^ati++++=the
golden ^jj+atrb+++=golden
domes ^nns+++??+=domes
of ^in++++=of
a ^at++++=a
fair ^jj+atrb+++=fair
city ^nn++++=city
where ^wrb+who+++=where
dreams ^nps++++=dreams
are ^vb+ber+aux++=are
understood ^vpsv++agls+xvbnx+=understood.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
night ^nn++++=night
something ^pn++++=something
of ^in++++=of
youth ^nn++++=youth
and ^cc++++=and
beauty ^nn++++=beauty
died ^vbd+++xvbn+=died
in ^in++++=in
the ^ati++++=the
elder ^jjr+atrb+++=elder
world ^nn++++=world.
. ^zz++++=EXTRAWORD
