Before ^cs+sub+++=Before
of ^in++++=of
' ^zz++++='Here
here ^rn+pl+++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
lords ^nns++++=lords
and ^cc++++=and
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
to ^in++++=to
our ^pp$+pp1+++=our
mind ^nn++++=mind
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
very ^ql+amp+++=very
good ^jj+atrb+++=good
abstract ^nn++++=abstract
of ^in++++=of
the ^ati++++=the
point ^nn++++=point
and ^cc++++=and
meaning ^nvbg+++xvbg+=meaning
of ^in++++=of
the ^ati++++=the
propitiatory ^nn++++=propitiatory
address ^nns+nom+++=address
of ^in++++=of
the ^ati++++=the
ministry ^nn++++=ministry.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
remember ^nn+nom+++=remember
how ^wrb+who+++=how
frequently ^rb++++=frequently
this ^dt+dem+++=this
speech ^nn++++=speech
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made,
, ^zz++++=EXTRAWORD
immediately ^rb+tm+++=immediately
after ^in++++=after
The ^ati++++=THE
Change ^nn++++=CHANGE
too ^ql++++=too,
, ^zz++++=EXTRAWORD
the ^ati++++=the
parallel ^nn++++=parallel
is ^vbz+bez+vrb++=is
quite ^rb++++=quite
perfect ^jj+pred+++=perfect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb++++=still
more ^rbr++++=more
singular ^nn++++=singular.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
cast ^nn+++xvbn+=cast
of ^in++++=of
our ^pp$+pp1+++=our
political ^jj+atrb+++=political
pantomime ^nn++++=pantomime
never ^rb++++=never
was ^vbd+bedz+vrb++=was
richer ^jjr+pred+++=richer
than ^in++++=than
at ^rb++++=at
this ^dt+dem+++=this
day ^nn++++=day.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
particularly ^rb++++=particularly
strong ^jj+pred+++=strong
in ^in++++=in
clowns ^nns++++=clowns.
. ^zz++++=EXTRAWORD
At ^rb++++=At
no ^at++++=no
former ^ap++++=former
time ^nn++++=time,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
should ^md+nec+++=should
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
such ^abl++++=such
astonishing ^jj+atrb+++=astonishing
tumblers ^nns+nom+++=tumblers,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
performers ^nns+nom+++=performers
so ^rb+emph+++=so
ready ^jj++++=ready
to ^to+jcmp+++=to
go ^vbi++++=go
through ^in++++=through
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
their ^pp$+pp3+++=their
feats ^nns++++=feats
for ^in++++=for
the ^ati++++=the
amusement ^nn+nom+++=amusement
of ^in++++=of
an ^at++++=an
admiring ^jj+atrb++xvbg+=admiring
throng ^nn++++=throng.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
extreme ^jj+atrb+++=extreme
readiness ^nns+nom+++=readiness
to ^to+ncmp+++=to
exhibit ^vbi++++=exhibit,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
given ^vprf+++xvbnx+=given
rise ^vb++++=rise
to ^in++++=to
some ^dti++++=some
ill ^jj++++=ill-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
reflections ^nns+nom+++=reflections;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
objected ^vpsv++agls+xvbnx+=objected
that ^tht+vcmp+++=that
by ^in++++=by
exhibiting ^xvbg+++xvbg+=exhibiting
gratuitously ^jj++++=gratuitously
through ^in++++=through
the ^ati++++=the
country ^nn++++=country
when ^wrb+who+++=when
the ^ati++++=the
theatre ^nn++++=theatre
is ^vbz+bez+aux++=is
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
reduce ^vb++++=reduce
themselves ^ppls+pp3+++=themselves
to ^in++++=to
the ^ati++++=the
level ^nn++++=level
of ^in++++=of
mountebanks ^nns+++??+=mountebanks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thereby ^rb++++=thereby
tend ^vb++++=tend
to ^to+vcmp+++=to
degrade ^vbi+++??+=degrade
the ^ati++++=the
respectability ^nn+nom+++=respectability
of ^in++++=of
the ^ati++++=the
profession ^nn++++=profession.
. ^zz++++=EXTRAWORD
Certainly ^rb++++=Certainly
Grimaldi ^np+++??+=Grimaldi
never ^rb++++=never
did ^vbd+dod+vrb++=did
this ^dt+dem+++=this
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^rb+cnj+++=though
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
King ^npt++++=King,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gibson ^np+++??+=Gibson
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
to ^in++++=to
the ^ati++++=the
Surrey ^np++++=Surrey
in ^in++++=in
vacation ^nn+nom+++=vacation
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
C ^zz++++=C.
. ^zz++++=EXTRAWORD
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
has ^vbz+hvz+aux++=has
ruralised ^vprf+++xvbnx+=ruralised
at ^rb++++=at
Sadler ^np++++=Sadler's
's ^$++++=EXTRAWORD
Wells ^np++++=Wells,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
find ^vb+vprv+++=find
no ^at++++=no
theatrical ^jj+atrb+++=theatrical
precedent ^nn++++=precedent
for ^in++++=for
a ^at++++=a
general ^nn++++=general
tumbling ^vwbg+++xvbg+=tumbling
through ^in++++=through
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
except ^in++++=except
in ^in++++=in
the ^ati++++=the
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
name ^nn++++=name
unknown ^jj++++=unknown,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
threw ^vbd+++xvbn+=threw
summersets ^nns+++??+=summersets
on ^in++++=on
behalf ^nn++++=behalf
of ^in++++=of
the ^ati++++=the
late ^jj+atrb+++=late
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Richardson ^np++++=Richardson,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
no ^at++++=no
authority ^nn+nom+++=authority
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
on ^in++++=on
the ^ati++++=the
regular ^jj+atrb+++=regular
boards ^nns++++=boards.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
laying ^vbg+++xvbg+=laying
aside ^rp++++=aside
this ^dt+dem+++=this
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
after ^cs+sub+++=after
all ^abn++++=all
is ^vbz+bez+vrb++=is
a ^at++++=a
mere ^jjb+atrb+++=mere
matter ^nn++++=matter
of ^in++++=of
taste ^nn++++=taste,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
may ^md+pos+++=may
reflect ^vb+vprv+++=reflect
with ^in++++=with
pride ^nn++++=pride
and ^cc++++=and
gratification ^nn+nom+++=gratification
of ^in++++=of
heart ^nn++++=heart
on ^in++++=on
the ^ati++++=the
proficiency ^nn++++=proficiency
of ^in++++=of
our ^pp$+pp1+++=our
clowns ^nns++++=clowns
as ^in++++=as
exhibited ^nn++++=exhibited
in ^in++++=in
the ^ati++++=the
season ^nn++++=season.
. ^zz++++=EXTRAWORD
Night ^nn++++=Night
after ^cs+sub+++=after
night ^nn++++=night
will ^md+prd+++=will
they ^pp3a+pp3+++=they
twist ^vb++++=twist
and ^cc++++=and
tumble ^nn++++=tumble
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
two ^cd++++=two,
, ^zz++++=EXTRAWORD
three ^cd++++=three,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
four ^cd++++=four
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning;
; ^zz++++=EXTRAWORD
playing ^vbg+++xvbg+=playing
the ^ati++++=the
strangest ^jjt+atrb+++=strangest
antics ^nns++++=antics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
giving ^vbg+++xvbg+=giving
each ^dt++++=each
other ^ap++++=other
the ^ati++++=the
funniest ^jjt+atrb+++=funniest
slaps ^nns+++??+=slaps
on ^in++++=on
the ^ati++++=the
face ^nn++++=face
that ^tht+rel+subj++=that
can ^md+pos+++=can
possibly ^rb++++=possibly
be ^vb+be+aux++=be
imagined ^vpsv++agls+xvbnx+=imagined,
, ^zz++++=EXTRAWORD
without ^in++++=without
evincing ^xvbg+++xvbg+=evincing
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
tokens ^nns++++=tokens
of ^in++++=of
fatigue ^nn++++=fatigue.
. ^zz++++=EXTRAWORD
The ^ati++++=The
strange ^jj+atrb+++=strange
noises ^nns++++=noises,
, ^zz++++=EXTRAWORD
the ^ati++++=the
confusion ^nn++++=confusion,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shouting ^jj+++xvbg+=shouting
and ^cc+phrs+++=and
roaring ^jj+++xvbg+=roaring,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
which ^whp+rel+pied++=which
all ^rb++++=all
this ^dt+pdem+++=this
is ^vbz+bez+aux++=is
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
put ^vb+++xvbn+=put
to ^to++++=to
shame ^vbi++++=shame
the ^ati++++=the
most ^ql+emph+++=most
turbulent ^jj+atrb+++=turbulent
sixpenny ^jjb+atrb+++=sixpenny
gallery ^nn+nom+++=gallery
that ^tht+rel+subj++=that
ever ^rb++++=ever
yelled ^vbd+++xvbn+=yelled
through ^in++++=through
a ^at++++=a
boxing ^jj+++xvbg+=boxing-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
especially ^rb++++=especially
curious ^jj+pred+++=curious
to ^to+jcmp+++=to
behold ^vbi++++=behold
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
clowns ^nns++++=clowns
compelled ^vwbn+++xvbn+=compelled
to ^to+vcmp+++=to
go ^vbi++++=go
through ^in++++=through
the ^ati++++=the
most ^ql+emph+++=most
surprising ^jj+atrb++xvbg+=surprising
contortions ^nns+nom+++=contortions
by ^in++++=by
the ^ati++++=the
irresistible ^jj+atrb+++=irresistible
influence ^nn+nom+++=influence
of ^in++++=of
the ^ati++++=the
wand ^nn++++=wand
of ^in++++=of
office ^nn++++=office,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
his ^pp$+pp3+++=his
leader ^nn++++=leader
or ^cc++++=or
harlequin ^nn+++??+=harlequin
holds ^vbz+vprv+++=holds
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Acted ^j+++xvbn+=Acted
upon ^in++++=upon
by ^in++++=by
this ^dt+dem+++=this
wonderful ^jj+atrb+++=wonderful
charm ^nn++++=charm
he ^pp3a+pp3+++=he
will ^md+prd+++=will
become ^vb++++=become
perfectly ^rb+amp+++=perfectly
motionless ^jj++++=motionless,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
neither ^dt++neg++=neither
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
even ^rb++splt++=even
lose ^vb++++=lose
the ^ati++++=the
faculty ^nn++++=faculty
of ^in++++=of
speech ^nn++++=speech
at ^in++++=at
an ^at++++=an
instant ^jj+atrb+++=instant's
's ^vbz+bez+vrb++0=EXTRAWORD
notice ^nn++++=notice;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
become ^vb++++=become
all ^abn++++=all
life ^nn++++=life
and ^cc++++=and
animation ^nn+nom+++=animation
if ^cs+cnd+++=if
required ^vwbn+++xvbn+=required,
, ^zz++++=EXTRAWORD
pouring ^vbg+++xvbg+=pouring
forth ^np++++=forth
a ^at++++=a
torrent ^nn++++=torrent
of ^in++++=of
words ^nns++++=words
without ^in++++=without
sense ^nn++++=sense
or ^cc++++=or
meaning ^nvbg+++xvbg+=meaning,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
himself ^ppl+pp3+++=himself
into ^in++++=into
the ^ati++++=the
wildest ^jjt++++=wildest
and ^cc++++=and
most ^ql+emph+++=most
fantastic ^jj+atrb+++=fantastic
contortions ^nns+nom+++=contortions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
grovelling ^vbg+nom++xvbg+=grovelling
on ^in++++=on
the ^ati++++=the
earth ^nn++++=earth
and ^cc++++=and
licking ^vbg+++xvbg+=licking
up ^rp++++=up
the ^ati++++=the
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
exhibitions ^nns+nom+++=exhibitions
are ^vb+ber+vrb++=are
more ^rbr++++=more
curious ^jj+pred+++=curious
than ^in++++=than
pleasing ^xvbg+++xvbg+=pleasing;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
rather ^rb++splt++=rather
disgusting ^vbg+++xvbgx+=disgusting
than ^in++++=than
otherwise ^rb+cnj+++=otherwise,
, ^zz++++=EXTRAWORD
except ^in++++=except
to ^in++++=to
the ^ati++++=the
admirers ^nns+nom+++=admirers
of ^in++++=of
such ^abl++++=such
things ^nns++++=things,
, ^zz++++=EXTRAWORD
with ^in++++=with
whom ^whp+rel+pied++=whom
we ^pp1a+pp1+++=we
confess ^nns+nom+++=confess
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
no ^at++++=no
fellow ^jjb++++=fellow-feeling.
- ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
Strange ^jj+atrb+++=Strange
tricks ^nns++++=tricks--very
-- ^--+clp+++=EXTRAWORD
very ^ql+amp+++=EXTRAWORD
strange ^jj+atrb+++=strange
tricks ^nns++++=tricks--are
-- ^--+clp+++=EXTRAWORD
are ^vb+ber+aux++=EXTRAWORD
also ^rb++splt++=also
performed ^vpsv++by+xvbnx+=performed
by ^in++++=by
the ^ati++++=the
harlequin ^nn+++??+=harlequin
who ^whp+rel+subj++=who
holds ^vbz+vprv+++=holds
for ^in++++=for
the ^ati++++=the
time ^nn++++=time
being ^vwbg+beg++xvbg+=being
the ^ati++++=the
magic ^jj+atrb+++=magic
wand ^nn++++=wand
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
mentioned ^vprf+++xvbnx+=mentioned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mere ^nn++++=mere
waving ^vwbg+++xvbg+=waving
it ^pp3+it+++=it
before ^cs+sub+++=before
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
will ^md+prd+++=will
dispossess ^nns+nom+++=dispossess
his ^pp$+pp3+++=his
brains ^nns++++=brains
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
notions ^nns+nom+++=notions
previously ^rb+tm+++=previously
stored ^vbd+++xvbn+=stored
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fill ^vb++++=fill
it ^pp3+it+++=it
with ^in++++=with
an ^at++++=an
entirely ^rb+amp+++=entirely
new ^jj++++=new
set ^vwbn+++xvbn+=set
of ^in++++=of
ideas ^nns++++=ideas;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
gentle ^jj+atrb+++=gentle
tap ^nn++++=tap
on ^in++++=on
the ^ati++++=the
back ^nn++++=back
will ^md+prd+++=will
alter ^vb++++=alter
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
coat ^nn++++=coat
completely ^rb+amp+++=completely;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
some ^dti++++=some
expert ^jj+atrb+++=expert
performers ^nns+nom+++=performers,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
this ^dt+dem+++=this
wand ^nn++++=wand
held ^vbd+vprv++xvbn+=held
first ^od++++=first
on ^rp++++=on
one ^cd1++++=one
side ^nn++++=side
and ^cc++++=and
then ^rn+tm+++=then
on ^in++++=on
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
change ^vb++++=change
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
their ^pp$+pp3+++=their
coats ^nns++++=coats
at ^rb++++=at
every ^at++++=every
evolution ^nn+nom+++=evolution,
, ^zz++++=EXTRAWORD
with ^in++++=with
so ^ql++++=so
much ^ap++++=much
rapidity ^nn+nom+++=rapidity
and ^cc++++=and
dexterity ^nn+nom+++=dexterity,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
quickest ^jjt+atrb+++=quickest
eye ^nn++++=eye
can ^md+pos+++=can
scarcely ^rb+down+splt++=scarcely
detect ^vb++++=detect
their ^pp$+pp3+++=their
motions ^nns+nom+++=motions.
. ^zz++++=EXTRAWORD
Occasionally ^rb+cnj+++=Occasionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
genius ^nn++++=genius
who ^whp+rel+subj++=who
confers ^nns+nom+++=confers
the ^ati++++=the
wand ^nn++++=wand,
, ^zz++++=EXTRAWORD
wrests ^nns+++??+=wrests
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
hand ^nn++++=hand
of ^in++++=of
the ^ati++++=the
temporary ^jj+atrb+++=temporary
possessor ^nn++++=possessor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
consigns ^nns+++??+=consigns
it ^pp3+it+++=it
to ^in++++=to
some ^dti++++=some
new ^jj+atrb+++=new
performer ^nn+nom+++=performer;
; ^zz++++=EXTRAWORD
on ^in++++=on
which ^whp+rel+pied++=which
occasions ^nns++++=occasions
all ^rb++++=all
the ^ati++++=the
characters ^nns+nom+++=characters
change ^nn++++=change
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
race ^nn++++=race
and ^cc++++=and
the ^ati++++=the
hard ^nn++++=hard
knocks ^vbz++++=knocks
begin ^vb++++=begin
anew ^nn+++??+=anew.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
might ^md+pos+++=might
have ^vb+hv+aux++=have
extended ^vprf+++xvbnx+=extended
this ^dt+dem+++=this
chapter ^nn++++=chapter
to ^in++++=to
a ^at++++=a
much ^ap++++=much
greater ^jjr+atrb+++=greater
length ^nn++++=length--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
carried ^vprf+++xvbnx+=carried
the ^ati++++=the
comparison ^nn++++=comparison
into ^in++++=into
the ^ati++++=the
liberal ^jj+atrb+++=liberal
professions ^nns++++=professions--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
shown ^vprf+++xvbnx+=shown,
, ^zz++++=EXTRAWORD
as ^ql++++=as
was ^vbd+bedz+vrb++=was
in ^in++++=in
fact ^nn++++=fact
our ^pp$+pp1+++=our
original ^jj+atrb+++=original
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
each ^ppls++++=each
is ^vbz+bez+vrb++=is
in ^in++++=in
itself ^ppl++++=itself
a ^rb++++=a
little ^rb"++++=little
pantomime ^nn++++=pantomime
with ^in++++=with
scenes ^nns++++=scenes
and ^cc++++=and
characters ^nns+nom+++=characters
of ^in++++=of
its ^pp$+it+++=its
own ^ap++++=own,
, ^zz++++=EXTRAWORD
complete ^jj++++=complete;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
fear ^vb++++=fear
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
quite ^rb++++=quite
lengthy ^jj++++=lengthy
enough ^dt++++=enough
already ^rb+cnj+++=already,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
leave ^vb++++=leave
this ^dt+dem+++=this
chapter ^nn++++=chapter
just ^rb+emph+++=just
where ^wrb+who+++=where
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
A ^at++++=A
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
altogether ^nn+nom+++=altogether
unknown ^jj++++=unknown
as ^in++++=as
a ^at++++=a
dramatic ^jj+atrb+++=dramatic
poet ^nn++++=poet,
, ^zz++++=EXTRAWORD
wrote ^vbd+vprv++xvbn+=wrote
thus ^rb+cnj+++=thus
a ^at++++=a
year ^nn++++=year
or ^cc++++=or
two ^cd++++=two
ago ^rb++++=ago
