Belle ^np++++=Belle
new ^jj+atrb+++=new
moon ^np++++=moon
went ^vbd+++xvbn+=went
the ^ati++++=the
woman ^nn++++=woman
and ^cc++++=and
the ^ati++++=the
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
George ^np++++=George
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
talking ^vbg+++xvbg+=talking
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned
down ^rb+phrv+++=down
a ^at++++=a
side ^nn++++=side
street ^nn++++=street
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
across ^in+pl+++=across
a ^at++++=a
bridge ^nn++++=bridge
into ^in++++=into
a ^at++++=a
path ^nn++++=path
that ^tht+rel+subj++=that
ran ^vbd+++xvbn+=ran
up ^rp++++=up
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
a ^at++++=a
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hill ^nn++++=hill
began ^vbd+++xvbn+=began
at ^in++++=at
Waterworks ^np+++??+=Waterworks
Pond ^nn++++=Pond
and ^cc++++=and
climbed ^vbd+++xvbn+=climbed
upwards ^rb++++=upwards
to ^in++++=to
the ^ati++++=the
Winesburg ^np+++??+=Winesburg
Fair ^jj+atrb+++=Fair
Grounds ^nns++++=Grounds.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
hillside ^nn++++=hillside
grew ^vbd+++xvbn+=grew
dense ^jj+atrb+++=dense
bushes ^nns++++=bushes
and ^cc++++=and
small ^jj+atrb+++=small
trees ^nns++++=trees
and ^cc++++=and
among ^in++++=among
the ^ati++++=the
bushes ^nns++++=bushes
were ^vbd+bed+vrb++=were
little ^ap++++=little
open ^jj+atrb+++=open
spaces ^nns++++=spaces
carpeted ^vbd+++xvbn+=carpeted
with ^in++++=with
long ^jj+atrb+++=long
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
stiff ^jj++++=stiff
and ^cc+phrs+++=and
frozen ^jj+++xvbn+=frozen.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
behind ^in+pl+++=behind
the ^ati++++=the
woman ^nn++++=woman
up ^rp++++=up
the ^ati++++=the
hill ^nn++++=hill
George ^np++++=George
Willard ^np++++=Willard's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
began ^vbd+++xvbn+=began
to ^to++++=to
beat ^vbi++++=beat
rapidly ^rb++++=rapidly
and ^cc++++=and
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
straightened ^vbd+++xvbn+=straightened.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
he ^pp3a+pp3+++=he
decided ^vbd+vprv++xvbnx+=decided
that ^tht+vcmp+++=that
Belle ^np++++=Belle
Carpenter ^nn+nom+++=Carpenter
was ^vbd+bedz+vrb++=was
about ^in++++=about
to ^in++++=to
surrender ^nn+nom+++=surrender
herself ^ppl+pp3+++=herself
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
new ^jj+atrb+++=new
force ^nn++++=force
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
manifested ^vprf+++xvbnx+=manifested
itself ^ppl++++=itself
in ^in++++=in
him ^pp3o+pp3+++=him
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
been ^vprf+ben+vrb+xvbn+=been
at ^rb++++=at
work ^nn++++=work
upon ^in++++=upon
her ^pp$+pp3+++=her
and ^cc++++=and
had ^vbd+hvd+aux++=had
led ^vprf+++xvbnx+=led
to ^in++++=to
her ^pp$+pp3+++=her
conquest ^nn++++=conquest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn++++=thought
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
half ^abn++++=half
drunk ^vprf+++xvbn+=drunk
with ^in++++=with
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
masculine ^jj+atrb+++=masculine
power ^nn++++=power.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
annoyed ^jj++++=annoyed
that ^tht+jcmp+++=that
as ^ql++++=as
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked
about ^in++++=about
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
listening ^vbg+++xvbgx+=listening
to ^in++++=to
his ^pp$+pp3+++=his
words ^nns++++=words,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
accompanied ^vprf+++xvbnx+=accompanied
him ^pp3o+pp3+++=him
to ^in++++=to
this ^dt+dem+++=this
place ^nn++++=place
took ^vbd+++xvbn+=took
all ^abn++++=all
his ^pp$+pp3+++=his
doubts ^nns++++=doubts
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
different ^jj++++=different,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
and ^cc+phrs+++=and
taking ^vbg+++xvbg+=taking
hold ^nn++++=hold
of ^in++++=of
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder
turned ^vbd+++xvbn+=turned
her ^pp$+pp3+++=her
about ^rp++++=about
and ^cc++++=and
stood ^vbd+++xvbn+=stood
looking ^vbg+++xvbg+=looking
at ^in++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
shining ^vwbg+++xvbg+=shining
with ^in++++=with
pride ^nn++++=pride.
. ^zz++++=EXTRAWORD
Belle ^np++++=Belle
Carpenter ^nn+nom+++=Carpenter
did ^vbd+dod+aux++=did
not ^xnot++not++=not
resist ^vb++++=resist.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
kissed ^vbd+++xvbnx+=kissed
her ^pp$+pp3+++=her
upon ^in++++=upon
the ^ati++++=the
lips ^nns++++=lips
she ^pp3a+pp3+++=she
leaned ^vbd+++xvbnx+=leaned
heavily ^rb++++=heavily
against ^in++++=against
him ^pp3o+pp3+++=him
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
into ^in++++=into
the ^ati++++=the
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
In ^in++++=In
her ^pp$+pp3+++=her
whole ^jj+atrb+++=whole
attitude ^nn++++=attitude
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
suggestion ^nn+nom+++=suggestion
of ^in++++=of
waiting ^xvbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
Again ^rb+cnj+++=Again,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
alleyway ^nn+++??+=alleyway,
, ^zz++++=EXTRAWORD
George ^np++++=George
Willard ^np++++=Willard's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
ran ^vbd+++xvbn+=ran
off ^rb+phrv+++=off
into ^in++++=into
words ^nns++++=words
and ^cc++++=and,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
woman ^nn++++=woman
tightly ^rb+cnj+++=tightly,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered
the ^ati++++=the
words ^nns++++=words
into ^in++++=into
the ^ati++++=the
still ^rb+atrb+++=still
night ^nn++++=night.
. ^zz++++=EXTRAWORD
" ^zz++++="Lust,"
lust ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="lust
lust ^nn++++=EXTRAWORD
and ^cc++++=and
night ^nn++++=night
and ^cc++++=and
women ^nns++++=women."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
Willard ^np+++??+=Willard
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+++=understand
what ^wdt+who+whcl++=what
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
night ^nn++++=night
on ^in++++=on
the ^ati++++=the
hillside ^nn++++=hillside.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
own ^ap++++=own
room ^nn++++=room,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
weep ^vbi++++=weep
and ^cc++++=and
then ^rn+tm+++=then
grew ^vbd+++xvbn+=grew
half ^rb++++=half
insane ^jj++++=insane
with ^in++++=with
anger ^nn++++=anger
and ^cc++++=and
hate ^nn++++=hate.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hated ^vbd+++xvbnx+=hated
Belle ^np++++=Belle
Carpenter ^nn+nom+++=Carpenter
and ^cc++++=and
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that
all ^abn++++=all
his ^pp$+pp3+++=his
life ^nn++++=life
he ^pp3a+pp3+++=he
would ^md+prd+++=would
continue ^vb++++=continue
to ^to++++=to
hate ^vbi++++=hate
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
hillside ^nn++++=hillside
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
led ^vprf+++xvbnx+=led
the ^ati++++=the
woman ^nn++++=woman
to ^to++++=to
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
little ^ap++++=little
open ^jj+atrb+++=open
spaces ^nns++++=spaces
among ^in++++=among
the ^ati++++=the
bushes ^nns++++=bushes
and ^cc++++=and
had ^vbd+hvd+aux++=had
dropped ^vprf+++xvbnx+=dropped
to ^in++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
As ^in++++=As
in ^in"++++=in
the ^ati++++=the
vacant ^jj+atrb+++=vacant
lot ^nn++++=lot,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
laborers ^nns+nom+++=laborers'
' ^zz++++=EXTRAWORD
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
put ^vprf+++xvbnx+=put
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
hands ^nns++++=hands
in ^in++++=in
gratitude ^nn++++=gratitude
for ^in++++=for
the ^ati++++=the
new ^jj+atrb+++=new
power ^nn++++=power
in ^in++++=in
himself ^ppl+pp3+++=himself
and ^cc++++=and
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
the ^ati++++=the
woman ^nn++++=woman
to ^to++++=to
speak ^vbi++++=speak
when ^wrb+who+++=when
Ed ^np++++=Ed
Handby ^np+++??+=Handby
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bartender ^jjr++++=bartender
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
beat ^vbi++++=beat
the ^ati++++=the
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
had ^vbd+hvd+aux++=had
tried ^vprf+++xvbnx+=tried
to ^to+vcmp+++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
woman ^nn++++=woman
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
beating ^vbg+++xvbg+=beating
was ^vbd+bedz+vrb++=was
unnecessary ^jj+pred+++=unnecessary,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
power ^nn++++=power
within ^in++++=within
himself ^ppl+pp3+++=himself
to ^to++++=to
accomplish ^vbi++++=accomplish
his ^pp$+pp3+++=his
purpose ^nn++++=purpose
without ^in++++=without
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Gripping ^vbg+++xvbg+=Gripping
George ^np++++=George
by ^in++++=by
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
pulling ^jj+++xvbg+=pulling
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
him ^pp3o+pp3+++=him
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
Belle ^np++++=Belle
Carpenter ^nn+nom+++=Carpenter
seated ^vbd+++xvbn+=seated
on ^in++++=on
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
with ^in++++=with
a ^at++++=a
quick ^jj+atrb+++=quick
wide ^jj+atrb+++=wide
movement ^nn+nom+++=movement
of ^in++++=of
his ^pp$+pp3+++=his
arm ^nn++++=arm
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
the ^ati++++=the
younger ^jjr+atrb+++=younger
man ^nn++++=man
sprawling ^vwbg+++xvbg+=sprawling
away ^rp+pl+++=away
into ^in++++=into
the ^ati++++=the
bushes ^nns++++=bushes
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
bully ^vbi++++=bully
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
to ^in++++=to
her ^pp$+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
no ^at++++=no
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
roughly ^rb+down+++=roughly.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+vrb++0=EXTRAWORD
half ^rb++++=half
a ^at++++=a
mind ^nn++++=mind
not ^xnot++not++=not
to ^to++++=to
bother ^vbi++++=bother
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
let ^vprf+++xvbnx+=let
you ^pp2+pp2+++=you
alone ^rb++++=alone
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
you ^pp2+pp2+++=you
so ^ql++++=so
much ^ap++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
knees ^nns++++=knees
in ^in++++=in
the ^ati++++=the
bushes ^nns++++=bushes
George ^np++++=George
Willard ^np+++??+=Willard
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
scene ^nn++++=scene
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
and ^cc++++=and
tried ^vbd+++xvbn+=tried
hard ^jj++++=hard
to ^to+jcmp+++=to
think ^vbi+vprv+++=think.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
prepared ^jj+++xvbnx+=prepared
to ^to+jcmp+++=to
spring ^vb++++=spring
at ^in++++=at
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
humiliated ^vprf+++xvbnx+=humiliated
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
To ^to++++=To
be ^vbi+vbi+aux++=be
beaten ^vpsv++agls+xvbnx+=beaten
seemed ^vprf+++xvbn+=seemed
infinitely ^rb++++=infinitely
better ^jjr++++=better
than ^in++++=than
to ^to++++=to
be ^vbi+vbi+aux++=be
thus ^rb+cnj+splt++=thus
hurled ^vpsv++agls+xvbnx+=hurled
ignominiously ^rb++++=ignominiously
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
times ^nns++++=times
the ^ati++++=the
young ^jj+atrb+++=young
reporter ^nn+nom+++=reporter
sprang ^vbd+++xvbn+=sprang
at ^in++++=at
Ed ^np++++=Ed
Handby ^np+++??+=Handby
and ^cc++++=and
each ^dt++++=each
time ^nn++++=time
the ^ati++++=the
bartender ^jjr++++=bartender,
, ^zz++++=EXTRAWORD
catching ^jj+++xvbg+=catching
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
hurled ^xvbn+++xvbn+=hurled
him ^pp3o+pp3+++=him
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
older ^jjr+atrb+++=older
man ^nn++++=man
seemed ^vbd+seem++xvbn+=seemed
prepared ^jj+++xvbn+=prepared
to ^to+jcmp+++=to
keep ^vbi++++=keep
the ^ati++++=the
exercise ^nn++++=exercise
going ^vwbg+++xvbg+=going
indefinitely ^rb++++=indefinitely
but ^cc++++=but
George ^np++++=George
Willard ^np++++=Willard's
's ^$++++=EXTRAWORD
head ^jjb++++=head
struck ^vbd+++xvbn+=struck
the ^ati++++=the
root ^nn++++=root
of ^in++++=of
a ^at++++=a
tree ^nn++++=tree
and ^cc++++=and
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Ed ^np++++=Ed
Handby ^np+++??+=Handby
took ^vbd+++xvbn+=took
Belle ^np++++=Belle
Carpenter ^nn+nom+++=Carpenter
by ^in++++=by
the ^ati++++=the
arm ^nn++++=arm
and ^cc++++=and
marched ^vbd+++xvbn+=marched
her ^pp$+pp3+++=her
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
George ^np++++=George
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
man ^nn++++=man
and ^cc++++=and
woman ^nn++++=woman
making ^vwbg+++xvbg+=making
their ^pp$+pp3+++=their
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
crept ^vbd+++xvbnx+=crept
down ^rp++++=down
the ^ati++++=the
hillside ^nn++++=hillside
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick
within ^in++++=within
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hated ^vbd+++xvbnx+=hated
himself ^ppl+pp3+++=himself
and ^cc++++=and
he ^pp3a+pp3+++=he
hated ^vbd+++xvbnx+=hated
the ^ati++++=the
fate ^nn++++=fate
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
about ^rb+phrv+++=about
his ^pp$+pp3+++=his
humiliation ^nn+nom+++=humiliation.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
his ^pp$+pp3+++=his
mind ^nn++++=mind
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
hour ^nn++++=hour
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
alleyway ^nn+++??+=alleyway
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
puzzled ^vpsv++agls+xvbnx+=puzzled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopping ^nvbg+++xvbg+=stopping
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
listened ^j+++xvbn+=listened,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
again ^rb+tm+++=again
the ^ati++++=the
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
outside ^jjb++++=outside
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
had ^vb+hv+vrb++=had
so ^ql+emph+++=so
short ^jj++++=short
a ^at++++=a
time ^nn++++=time
before ^cs+sub+++=before
put ^vbd+++xvbn+=put
new ^jj+atrb+++=new
courage ^nn+nom+++=courage
into ^in++++=into
his ^pp$+pp3+++=his
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
his ^pp$+pp3+++=his
way ^nn++++=way
homeward ^rb++++=homeward
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him
again ^rb+tm+++=again
into ^in++++=into
the ^ati++++=the
street ^nn++++=street
of ^in++++=of
frame ^nn++++=frame
houses ^nns++++=houses
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
bear ^vb+vprv+++=bear
the ^ati++++=the
sight ^nn++++=sight
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
run ^vbi++++=run,
, ^zz++++=EXTRAWORD
wanting ^vb+++xvbg+=wanting
to ^to+vcmp+++=to
get ^vbi++++=get
quickly ^rb++++=quickly
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood
that ^tht+rel+subj++=that
now ^rn+tm+++=now
seemed ^vbd+seem+++=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
utterly ^rb+amp+++=utterly
squalid ^jj++++=squalid
and ^cc++++=and
commonplace ^nn++++=commonplace.
. ^zz++++=EXTRAWORD
