Chapter ^nn++++=CHAPTER
flew ^vbd+++xvbn+=flew
almost ^rb+hdg+++=almost
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
my ^pp$+pp1+++=my
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
indifference ^nn+nom+++=indifference
annoyed ^jj++++=annoyed
me ^pp1o+pp1+++=me
beyond ^in++++=beyond
measure ^nn++++=measure.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
use ^nn++++=use,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='of
of ^in++++=EXTRAWORD
depriving ^xvbg+++xvbg+=depriving
him ^pp3o+pp3+++=him
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
attaches ^vbz++++=attaches
no ^at++++=no
value ^nn++++=value
whatever ^nn+nom+++=whatever
to ^in++++=to
it ^pp3+it+++=it?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
A ^at++++=A
malicious ^jj+atrb+++=malicious
thought ^nn+++xvbn+=thought
flashed ^vbd+++xvbn+=flashed
through ^in++++=through
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lowered ^vbd+++xvbnx+=lowered
my ^pp$+pp1+++=my
pistol ^nn++++=pistol.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi++vrb++=be
ready ^jj+pred+++=ready
for ^in++++=for
death ^nn++++=death
just ^rb+emph+++=just
at ^rb++++=at
present ^vb++++=present,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
have ^vbi++vrb++=have
your ^pp$+pp2+++=your
breakfast ^nn++++=breakfast;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
hinder ^vbi++++=hinder
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
hindering ^jj+++xvbg+=hindering
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
least ^rbt++++=least,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Have
have ^vb+hv+vrb++=EXTRAWORD
the ^ati++++=the
goodness ^nns+nom+++=goodness
to ^in++++=to
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
just ^rb+emph+++=just
as ^ql++++=as
you ^pp2+pp2+++=you
please ^uh++++=please--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
shot ^nn+++xvbn+=shot
remains ^vbz++++=remains
yours ^pp$$++++=yours;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
always ^rb++++=always
be ^vb+be+vrb++=be
ready ^jj+pred+++=ready
at ^in++++=at
your ^pp$+pp2+++=your
service ^nn++++=service.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
turned ^vbd+++xvbnx+=turned
to ^in++++=to
the ^ati++++=the
seconds ^nns++++=seconds,
, ^zz++++=EXTRAWORD
informing ^vbg+++xvbg+=informing
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
intention ^nn+nom+++=intention
of ^in++++=of
firing ^xvbg+++xvbg+=firing
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
that ^dt+dem+++=that
the ^ati++++=the
duel ^nn++++=duel
came ^vbd+++xvbn+=came
to ^in++++=to
an ^at++++=an
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
resigned ^vbd+++xvbnx+=resigned
my ^pp$+pp1+++=my
commission ^nn++++=commission
and ^cc++++=and
retired ^vpsv++agls+xvbn+=retired
to ^in++++=to
this ^dt+dem+++=this
little ^jj+atrb+++=little
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
not ^xnot++not++=not
a ^at++++=a
day ^nn++++=day
has ^vbz+hvz+aux++=has
passed ^vprf+++xvbnx+=passed
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
not ^xnot++not++=not
thought ^nn+++xvbn+=thought
of ^in++++=of
revenge ^nn++++=revenge.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
my ^pp$+pp1+++=my
hour ^nn++++=hour
has ^vbz+hvz+aux++=has
arrived ^vprf+++xvbnx+=arrived."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
took ^vbd+++xvbn+=took
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
the ^ati++++=the
letter ^nn++++=letter
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
that ^dt+dem+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me
to ^to++++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
one ^cd1++++=one
( ^zz++++=(it
it ^pp3+it+++=EXTRAWORD
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
his ^pp$+pp3+++=his
business ^nns+nom+++=business
agent ^nn++++=agent)
) ^zz++++=EXTRAWORD
wrote ^vbd+vprv++xvbn+=wrote
to ^in++++=to
him ^pp3o+pp3+++=him
from ^in++++=from
Moscow ^np++++=Moscow,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
Certain ^jj+atrb+++=CERTAIN
Person ^nn++++=PERSON
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi+vbi+aux++=be
married ^vbd+++xvbn+=married
to ^in++++=to
a ^at++++=a
young ^jj+atrb+++=young
and ^cc+phrs+++=and
beautiful ^jj+atrb+++=beautiful
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
guess ^vb++++=guess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Silvio ^np++++=Silvio,
, ^zz++++=EXTRAWORD
" ^zz++++="who
who ^whp+who+++=EXTRAWORD
the ^ati++++=the
certain ^jj+atrb+++=certain
person ^nn++++=person
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^vbg+++xvbgx+=going
to ^in++++=to
Moscow ^np++++=Moscow.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
see ^vb+vprv+++=see
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
will ^md+prd+++=will
look ^vb++++=look
death ^nn++++=death
in ^in++++=in
the ^ati++++=the
face ^nn++++=face
with ^in++++=with
as ^ql++++=as
much ^ap++++=much
indifference ^nn+nom+++=indifference
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
on ^in++++=on
the ^ati++++=the
eve ^nn++++=eve
of ^in++++=of
being ^nn+nn+aux++=being
married ^vbd+++xvbn+=married,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
once ^rb+tm+++=once
with ^in++++=with
his ^pp$+pp3+++=his
cherries ^nns++++=cherries!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
these ^dt+dem+++=these
words ^nns++++=words,
, ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
threw ^j+++xvbn+=threw
his ^pp$+pp3+++=his
cap ^nn++++=cap
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
pacing ^vbg+++xvbg+=pacing
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
room ^nn++++=room
like ^in++++=like
a ^at++++=a
tiger ^nn++++=tiger
in ^in++++=in
his ^pp$+pp3+++=his
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
listened ^vprf+++xvbnx+=listened
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
silence ^nn+nom+++=silence;
; ^zz++++=EXTRAWORD
strange ^jj+atrb+++=strange
conflicting ^jj+atrb+++=conflicting
feelings ^nns+nom+++=feelings
agitated ^vbd+++xvbn+=agitated
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servant ^nn+nom+++=servant
entered ^vbd+++xvbn+=entered
and ^cc+phrs+++=and
announced ^vbd+vpub++xvbn+=announced
that ^tht+vcmp+++=that
the ^ati++++=the
horses ^nns++++=horses
were ^vbd+bed+vrb++=were
ready ^jj+pred+++=ready.
. ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
grasped ^vwbn+vprv++xvbn+=grasped
my ^pp$+pp1+++=my
hand ^nn++++=hand
tightly ^rb+cnj+++=tightly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
embraced ^vbd+++xvbn+=embraced
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seated ^vbd+++xvbnx+=seated
himself ^ppl+pp3+++=himself
in ^in++++=in
his ^pp$+pp3+++=his
telega ^nn+++??+=telega,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
lay ^jjb+++xvbn+=lay
two ^cd++++=two
trunks ^nns++++=trunks,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
containing ^vbg+++xvbg+=containing
his ^pp$+pp3+++=his
pistols ^nns++++=pistols,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
his ^pp$+pp3+++=his
effects ^nns++++=effects.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
said ^vbd+vpub++xvbn+=said
good ^jj++++=good-bye
- ^zz++++=EXTRAWORD
bye ^rb++++=EXTRAWORD
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
horses ^nns++++=horses
galloped ^vbd+++xvbn+=galloped
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=CHAPTER
Ii ^np+++??+=II
Several ^ap++++=Several
years ^nns++++=years
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
family ^nn++++=family
circumstances ^nns+nom+++=circumstances
compelled ^vwbn+++xvbn+=compelled
me ^pp1o+pp1+++=me
to ^to++++=to
settle ^vbi++++=settle
in ^in++++=in
the ^ati++++=the
poor ^jj+atrb+++=poor
little ^jj+atrb+++=little
village ^nn+nom+++=village
of ^in++++=of
M ^zz++++=M---.
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Occupied ^j+++xvbn+=Occupied
with ^in++++=with
agricultural ^jj+atrb+++=agricultural
pursuits ^nns++++=pursuits,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ceased ^vbd+++xvbnx+=ceased
not ^xnot++not++=not
to ^in++++=to
sigh ^nn++++=sigh
in ^in++++=in
secret ^nn++++=secret
for ^in++++=for
my ^pp$+pp1+++=my
former ^ap++++=former
noisy ^jj+atrb+++=noisy
and ^cc+phrs+++=and
careless ^jj+atrb+++=careless
life ^nn++++=life.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
difficult ^jj+atrb+++=difficult
thing ^nn++++=thing
of ^in++++=of
all ^rb++++=all
was ^vbd+bedz+aux++=was
having ^vbg+hvg++xvbg+=having
to ^to++++=to
accustom ^vbi++++=accustom
myself ^ppl+pp1+++=myself
to ^to++++=to
passing ^vbi++++=passing
the ^ati++++=the
spring ^nn++++=spring
and ^cc++++=and
winter ^nn++++=winter
evenings ^nns++++=evenings
in ^in++++=in
perfect ^jj+atrb+++=perfect
solitude ^nn++++=solitude.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
the ^ati++++=the
hour ^nn++++=hour
for ^in++++=for
dinner ^nn++++=dinner
I ^pp1a+pp1+++=I
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
pass ^vbi++++=pass
away ^rp+pl+++=away
the ^ati++++=the
time ^nn++++=time
somehow ^rb++++=somehow
or ^cc++++=or
other ^ap++++=other,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
with ^in++++=with
the ^ati++++=the
bailiff ^nn++++=bailiff,
, ^zz++++=EXTRAWORD
riding ^nvbg+++xvbg+=riding
about ^md"++pmd"++=about
to ^md+prd+++=to
inspect ^vb++++=inspect
the ^ati++++=the
work ^nn++++=work,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
going ^vbg+++xvbg+=going
round ^rb++++=round
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
new ^jj+atrb+++=new
buildings ^nns++++=buildings;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
it ^pp3+it+++=it
began ^vbd+++xvbn+=began
to ^to++++=to
get ^vbi++++=get
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
positively ^rb++++=positively
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
few ^ap++++=few
books ^nns++++=books
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
in ^in++++=in
the ^ati++++=the
cupboards ^nns++++=cupboards
and ^cc++++=and
storerooms ^nns+++??+=storerooms
I ^pp1a+pp1+++=I
already ^rb++++=already
knew ^vpsv++by+xvbn+=knew
by ^in++++=by
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
stories ^nns++++=stories
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
housekeeper ^nn+nom+++=housekeeper
Kirilovna ^np+++??+=Kirilovna
could ^md+pos+++=could
remember ^nn+nom+++=remember
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
over ^in++++=over
and ^cc++++=and
over ^in++++=over
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
songs ^nns++++=songs
of ^in++++=of
the ^ati++++=the
peasant ^nn+nom+++=peasant
women ^nns++++=women
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
feel ^vb+vprv+++=feel
depressed ^jj+++xvbn+=depressed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
drinking ^vbg+++xvbg+=drinking
spirits ^nns++++=spirits,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
my ^pp$+pp1+++=my
head ^jjb+atrb+++=head
ache ^nn++++=ache;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
becoming ^xvbg+++xvbg+=becoming
a ^at++++=a
drunkard ^nn++++=drunkard
from ^in++++=from
mere ^jjb+atrb+++=mere
chagrin ^nn++++=chagrin,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
the ^ati++++=the
saddest ^jjt++++=saddest
kind ^rb++++=kind
of ^rb"++++=of
drunkard ^nn++++=drunkard,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
many ^ap++++=many
examples ^nns++++=examples
in ^in++++=in
our ^pp$+pp1+++=our
district ^nn++++=district.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
near ^in+pl+++=near
neighbors ^nns++++=neighbors,
, ^zz++++=EXTRAWORD
except ^in++++=except
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
topers ^nns++++=topers,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
conversation ^nn+nom+++=conversation
consisted ^vbd+++xvbn+=consisted
for ^in++++=for
the ^ati++++=the
most ^ap+emph+++=most
part ^nn++++=part
of ^in++++=of
hiccups ^nns+++??+=hiccups
and ^cc++++=and
sighs ^nns++++=sighs.
. ^zz++++=EXTRAWORD
Solitude ^nn++++=Solitude
was ^vbd+bedz+vrb++=was
preferable ^vb+pred+++=preferable
to ^to+vcmp+++=to
their ^pp$+pp3+++=their
society ^nn++++=society.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
I ^pp1a+pp1+++=I
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
go ^vbi++++=go
to ^in++++=to
bed ^nn++++=bed
as ^ql++++=as
early ^jj++++=early
as ^ql++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
dine ^vbi++++=dine
as ^ql++++=as
late ^jj++++=late
as ^ql++++=as
possible ^jj++++=possible;
; ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way
I ^pp1a+pp1+++=I
shortened ^jj++++=shortened
the ^ati++++=the
evening ^nn++++=evening
and ^cc++++=and
lengthened ^vbd+++xvbn+=lengthened
out ^rp+pl+++=out
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
the ^ati++++=the
plan ^nn++++=plan
answered ^vbd+vpub++xvbn+=answered
very ^ql+amp+++=very
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
versts ^nns+++??+=versts
from ^in++++=from
my ^pp$+pp1+++=my
house ^nn++++=house
was ^vbd+bedz+vrb++=was
a ^at++++=a
rich ^jj+atrb+++=rich
estate ^nn++++=estate
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
Countess ^nns+nom+++=Countess
B ^zz++++=B--;
-- ^--+clp+++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nobody ^pn++++=nobody
lived ^vbd+++xvbn+=lived
there ^rn+pl+++=there
except ^cs+sub+++=except
the ^ati++++=the
steward ^nn++++=steward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Countess ^nns+nom+++=Countess
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
visited ^vprf+++xvbnx+=visited
her ^pp$+pp3+++=her
estate ^nn++++=estate
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
first ^od++++=first
year ^nn++++=year
of ^in++++=of
her ^pp$+pp3+++=her
married ^vbd+++xvbn+=married
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
remained ^vprf+++xvbnx+=remained
there ^rn+pl+++=there
no ^at++++=no
longer ^rbr++++=longer
than ^in++++=than
a ^at++++=a
month ^nn++++=month.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
second ^od++++=second
spring ^nn++++=spring
of ^in++++=of
my ^pp$+pp1+++=my
hermitical ^jj+atrb+++=hermitical
life ^nn++++=life
a ^at++++=a
report ^nn++++=report
was ^vbd+bedz+aux++=was
circulated ^vpsv++agls+xvbnx+=circulated
that ^dt+dem+++=that
the ^ati++++=the
Countess ^nns+nom+++=Countess,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
to ^to++++=to
spend ^vbi++++=spend
the ^ati++++=the
summer ^nn++++=summer
on ^rp++++=on
her ^pp3o+pp3+++=her
estate ^npl++++=estate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
report ^nn++++=report
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
to ^to++++=to
be ^vbi++vrb++=be
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
arrived ^vbd+++xvbnx+=arrived
at ^rb++++=at
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
June ^nr++++=June.
. ^zz++++=EXTRAWORD
The ^ati++++=The
arrival ^nn++++=arrival
of ^in++++=of
a ^at++++=a
rich ^jj+atrb+++=rich
neighbor ^nn++++=neighbor
is ^vbz+bez+vrb++=is
an ^at++++=an
important ^jj+atrb+++=important
event ^nn++++=event
in ^in++++=in
the ^ati++++=the
lives ^nns++++=lives
of ^in++++=of
country ^nn++++=country
people ^nns++++=people.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landed ^jj+atrb++xvbn+=landed
proprietors ^nns++++=proprietors
and ^cc++++=and
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
their ^pp$+pp3+++=their
households ^nns++++=households
talk ^nn++++=talk
about ^in++++=about
it ^pp3+it+++=it
for ^in++++=for
two ^cd++++=two
months ^nns++++=months
beforehand ^rb++++=beforehand
and ^cc++++=and
for ^in++++=for
three ^cd++++=three
years ^nns++++=years
afterwards ^rb+tm+++=afterwards.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
the ^ati++++=the
news ^nn++++=news
of ^in++++=of
the ^ati++++=the
arrival ^nn++++=arrival
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
and ^cc+phrs+++=and
beautiful ^jj+atrb+++=beautiful
neighbor ^nn++++=neighbor
affected ^vwbn+++xvbn+=affected
me ^pp1o+pp1+++=me
strongly ^rb+amp+++=strongly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
burned ^vbd+++xvbnx+=burned
with ^in++++=with
impatience ^nn+nom+++=impatience
to ^to++++=to
see ^vbi+vprv+tht0++=see
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
first ^od++++=first
Sunday ^nr++++=Sunday
after ^cs+sub+++=after
her ^pp3o+pp3+++=her
arrival ^nn++++=arrival
I ^pp1a+pp1+++=I
set ^vbd+++xvbnx+=set
out ^rb+phrv+++=out
after ^in++++=after
dinner ^nn++++=dinner
for ^in++++=for
the ^ati++++=the
village ^nn+nom+++=village
of ^in++++=of
A ^at++++=A---,
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
to ^to++++=to
pay ^vbi++++=pay
my ^pp$+pp1+++=my
respects ^nns++++=respects
to ^in++++=to
the ^ati++++=the
Countess ^nns+nom+++=Countess
and ^cc++++=and
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
as ^ql++++=as
their ^pp$+pp3+++=their
nearest ^jjt+atrb+++=nearest
neighbor ^nn++++=neighbor
and ^cc++++=and
most ^ql+emph+++=most
humble ^jj+atrb+++=humble
servant ^nn+nom+++=servant.
. ^zz++++=EXTRAWORD
A ^at++++=A
lackey ^nn+++??+=lackey
conducted ^vbd+++xvbn+=conducted
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
Count ^np++++=Count's
's ^$++++=EXTRAWORD
study ^nn++++=study,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
went ^vbd+++xvbn+=went
to ^to++++=to
announce ^vbi+vpub+++=announce
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spacious ^jj+atrb+++=spacious
apartment ^nn+nom+++=apartment
was ^vbd+bedz+aux++=was
furnished ^vpsv++agls+xvbnx+=furnished
with ^in++++=with
every ^at++++=every
possible ^jj+atrb+++=possible
luxury ^nn++++=luxury.
. ^zz++++=EXTRAWORD
Around ^rp++++=Around
the ^ati++++=the
walls ^nns++++=walls
were ^vbd+bed+aux++=were
cases ^nns++++=cases
filled ^vbd+++xvbn+=filled
with ^in++++=with
books ^nns++++=books
and ^cc++++=and
surmounted ^vpsv++by+xvbn+=surmounted
by ^in++++=by
bronze ^jj+atrb+++=bronze
busts ^nns++++=busts;
; ^zz++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
marble ^nn++++=marble
mantelpiece ^nn++++=mantelpiece
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj+atrb+++=large
mirror ^nn++++=mirror;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
was ^vbd+bedz+vrb++=was
a ^at++++=a
green ^jj+atrb+++=green
cloth ^nn++++=cloth
covered ^vbd+++xvbn+=covered
with ^in++++=with
carpets ^nns++++=carpets.
. ^zz++++=EXTRAWORD
Unaccustomed ^jj++++=Unaccustomed
to ^in++++=to
luxury ^nn++++=luxury
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
poor ^jj+atrb+++=poor
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
having ^xvbg+++xvbg+=having
seen ^vprf+++xvbn+=seen
