Lark ^nn++++=Lark
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
anything ^pn++++=anything
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
just ^rb+emph+++=just
knew ^vbd+vprv++xvbn+=knew."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
sighed ^vprf+++xvbnx+=sighed
heavy ^jj+atrb+++=heavy,
, ^zz++++=EXTRAWORD
heavy ^jj+atrb+++=heavy
relief ^nn++++=relief
and ^cc++++=and
felt ^vbd+vprv++xvbn+=felt
guilty ^jj++++=guilty
about ^in++++=about
how ^wrb+who+++=how
little ^jj+atrb+++=little
guilt ^nn++++=guilt
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
felt ^vprf+++xvbnx+=felt
in ^cs+sub+++=in
that ^cs"++++=that
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
also ^rb++++=also
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
psychic ^jj++++=psychic
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
her ^pp$+pp3+++=her
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
and ^cc++++=and
her ^pp$+pp3+++=her
significant ^jj++++=significant
other ^ap++++=other
" ^zz++++="didn't
did ^vbd+dod+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
healthy ^jj+atrb+++=healthy
channel ^nn++++=channel
of ^in++++=of
communication ^nn+nom+++=communication."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
psychic ^jj+atrb+++=psychic's
's ^vbz+bez+vrb++0=EXTRAWORD
place ^nn++++=place
was ^vbd+bedz+vrb++=was
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+aux++=was
a ^at++++=a
sign ^nn++++=sign
that ^tht+ncmp+++=that
said ^vbd+vpub++xvbn+=said
Lark ^nn++++=LARK
Street ^nn++++=STREET
Readings ^nns++++=READINGS
on ^in++++=on
a ^at++++=a
door ^nn++++=door
that ^tht+rel+subj++=that
had ^vb+hv+vrb++=had
peeling ^nn+nom+++=peeling
green ^nn++++=green
paint ^nn++++=paint
and ^cc++++=and
a ^at++++=a
gold ^nn++++=gold-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
knob ^nn++++=knob.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
for ^in++++=for
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
my ^pp$+pp1+++=my
right ^jj+atrb+++=right
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
exposing ^vbg+++xvbg+=exposing
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner
and ^cc++++=and
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
to ^in++++=to
the ^ati++++=the
wind ^nn++++=wind
and ^cc++++=and
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
grabbed ^vbd+++xvbnx+=grabbed
the ^ati++++=the
knob ^nn++++=knob,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
its ^pp$+it+++=its
icy ^jj++++=icy
cool ^jj++++=cool
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
the ^ati++++=the
twins ^nns++++=twins
shivering ^vwbg+++xvbg+=shivering
in ^in++++=in
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
go ^vb++++=go
of ^in++++=of
the ^ati++++=the
knob ^nn++++=knob,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
up ^rp++++=up
my ^pp$+pp1+++=my
jacket ^nn++++=jacket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slid ^vbd+++xvbn+=slid
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner
and ^cc++++=and
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
into ^in++++=into
the ^ati++++=the
inner ^jjb+atrb+++=inner
chest ^nn++++=chest
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="Thanks,
thanks ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Pops ^np+++??+=Pops."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thanks,
thanks ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Daddy ^npt++++=Daddy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Once
once ^rb+tm+++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
in ^in++++=in
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^md"++pmd"++=have
to ^md+nec+++=to
keep ^vb++++=keep
quiet ^nn++++=quiet.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
the ^ati++++=the
talking ^nvbg+++xvbg+=talking,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Whatever,"
whatever ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
worried ^vbd+vprv++xvbn+=worried
about ^in++++=about
being ^nn++++=being
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark
of ^in++++=of
my ^pp$+pp1+++=my
inner ^jjb+atrb+++=inner
jacket ^nn++++=jacket.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
pretty ^rb++++=pretty
brave ^jj++++=brave
little ^ap++++=little
guy ^np++++=guy.
. ^zz++++=EXTRAWORD
Staring ^vbg+++xvbg+=Staring
up ^rp++++=up
at ^in++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
mouth ^nn++++=mouth
and ^cc++++=and
puffed ^vbd+++xvbn+=puffed
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
like ^in++++=like
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
holding ^vbg+++xvbgx+=holding
her ^pp3o+pp3+++=her
breath ^nn++++=breath
before ^in++++=before
a ^at++++=a
big ^jj+atrb+++=big
dive ^nn++++=dive.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
tiny ^jj+atrb+++=tiny
spot ^nn++++=spot
of ^in++++=of
blood ^nn++++=blood
in ^in++++=in
my ^pp$+pp1+++=my
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wiped ^vbd+++xvbnx+=wiped
it ^pp3+it+++=it
on ^in++++=on
my ^pp$+pp1+++=my
jeans ^nns++++=jeans.
. ^zz++++=EXTRAWORD
Again ^rb+cnj+++=Again,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
for ^in++++=for
the ^ati++++=the
doorknob ^nn++++=doorknob.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
opened ^vbd+++xvbn+=opened
with ^in++++=with
a ^at++++=a
dry ^nn++++=dry
scrape ^vb++++=scrape,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
together ^nn+nom+++=together
we ^pp1a+pp1+++=we
stepped ^vbd+++xvbn+=stepped
into ^in++++=into
the ^ati++++=the
entryway ^nn+++??+=entryway,
, ^zz++++=EXTRAWORD
letting ^vbg+++xvbg+=letting
cold ^jj+atrb+++=cold
air ^nn++++=air
rattle ^vb++++=rattle
a ^at++++=a
wind ^nn++++=wind
chime ^nn++++=chime
above ^rb++++=above
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in+strn+++=in,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
a ^at++++=a
voice ^nn++++=voice
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
like ^in++++=like
some ^dti++++=some
tea ^nn++++=tea?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
okay ^rb+cnj+++=okay,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
up ^rp++++=up
a ^at++++=a
carpeted ^nn++++=carpeted
set ^vbd+++xvbn+=set
of ^in++++=of
stairs ^nns++++=stairs
that ^tht+rel+subj++=that
led ^vprf+++xvbn+=led
to ^in++++=to
the ^ati++++=the
psychic ^jj++++=psychic's
's ^vbz+bez+aux++0=EXTRAWORD
reading ^vbg+++xvbgx+=reading
area ^nn++++=area.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
" ^zz++++="
another ^dt++++=another
voice ^nn++++=voice
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
embarrassed ^vpsv++agls+xvbnx+=embarrassed
before ^in++++=before
anything ^pn++++=anything
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
like ^in++++=like
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sinking ^vbg+++xvbgx+=sinking
into ^in++++=into
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
twins ^nns++++=twins,
, ^zz++++=EXTRAWORD
tucked ^j+++xvbn+=tucked
into ^in++++=into
my ^pp$+pp1+++=my
jacket ^nn++++=jacket
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
slowly ^rb++++=slowly
against ^in++++=against
my ^pp$+pp1+++=my
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="Jac?"
jac ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
appeared ^vbd+seem++xvbnx+=appeared
at ^rb++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
steps ^nns++++=steps
in ^in++++=in
gray ^np++++=gray
sweats ^vbz+++??+=sweats
tucked ^vwbn+++xvbn+=tucked
into ^in++++=into
these ^dt+dem+++=these
tall ^jj+atrb+++=tall
green ^jj+atrb+++=green
rain ^nn++++=rain
boots ^nns++++=boots
and ^cc++++=and
a ^at++++=a
black ^jj++++=black
windbreaker ^jjr++++=windbreaker
that ^cs+sub+++=that
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be
mine ^nn++++=mine
but ^cc++++=but
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
definitively ^jj+pred+++=definitively
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
worked ^vbd+++xvbnx+=worked
my ^pp$+pp1+++=my
way ^nn++++=way
up ^rp++++=up
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
stared ^vprf+++xvbn+=stared
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
spoke ^vbd+++xvbnx+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="Hey,"
hey ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
weird ^jj+pred+++=weird."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yeah."
yeah ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
up ^rp++++=up
the ^ati++++=the
carpeted ^jj+atrb++xvbn+=carpeted
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that
maybe ^rb+hdg+++=maybe
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
her ^pp3o+pp3+++=her
a ^at++++=a
hug ^nn++++=hug
or ^cc++++=or
a ^at++++=a
kiss ^vb++++=kiss
or ^cc++++=or
something ^pn++++=something,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
risk ^vbi++++=risk
crushing ^jj+++xvbg+=crushing
Jamie ^np+++??+=Jamie
and ^cc++++=and
Jackie ^np++++=Jackie.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
you ^pp2+pp2+++=you
wanted ^vbd+++xvbn+=wanted
another ^dt++++=another
reading ^nvbg+++xvbg+=reading?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
felt ^vbd+vprv++xvbnx+=felt
so ^ql++++=so
much ^ap++++=much
better ^jjr++++=better
after ^in++++=after
last ^rb++++=last
time ^nn++++=time.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
sleep ^nn++++=sleep
last ^rb++++=last
night ^nn++++=night.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb++++=still
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
feel ^vb+vprv+++=feel
great ^jj++++=great,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
into ^in++++=into
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
watching ^jj+++xvbg+=watching
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
a ^at++++=a
deep ^jj+atrb+++=deep
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
these ^dt+dem+++=these
guys ^nns++++=guys
are ^vb+ber+vrb++=are
here ^rn+pl+++=here
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
stepped ^vbd+++xvbn+=stepped
into ^in++++=into
a ^at++++=a
beaded ^jj+atrb++xvbn+=beaded
curtain ^nn++++=curtain
that ^tht+rel+subj++=that
sounded ^vprf+++xvbn+=sounded
like ^in++++=like
rain ^nn++++=rain
as ^ql++++=as
we ^pp1a+pp1+++=we
walked ^vbd+++xvbn+=walked
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
led ^vbd+++xvbn+=led
to ^in++++=to
the ^ati++++=the
psychic ^jj++++=psychic's
's ^vbz+bez+aux++0=EXTRAWORD
living ^vbg+++xvbgx+=living
room ^nn++++=room,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
clients ^nns++++=clients.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
brown ^jj+atrb+++=brown
table ^nn++++=table
with ^in++++=with
strange ^jj+atrb+++=strange
images ^nns++++=images
carved ^vbd+++xvbn+=carved
into ^in++++=into
the ^ati++++=the
wood ^nn++++=wood:
: ^zz++++=EXTRAWORD
an ^at++++=an
eye ^nn++++=eye
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
also ^rb++++=also
the ^ati++++=the
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
a ^at++++=a
body ^nn++++=body
that ^tht+rel+subj++=that
crouched ^vbd+++xvbn+=crouched
holding ^nvbg+++xvbg+=holding
a ^at++++=a
hammer ^nn++++=hammer,
, ^zz++++=EXTRAWORD
a ^at++++=a
bear ^nn++++=bear
with ^in++++=with
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
entertainment ^nn+nom+++=entertainment
system ^nn++++=system
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
opposite ^in++++=opposite
a ^at++++=a
gray ^np++++=gray
couch ^nn++++=couch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
television ^nn++++=television
at ^in++++=at
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
the ^ati++++=the
console ^nn+++??+=console
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
a ^at++++=a
purple ^jj+atrb+++=purple
silk ^nn++++=silk
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
cloth ^nn++++=cloth
of ^in++++=of
the ^ati++++=the
exact ^jj++++=exact
same ^ap++++=same
color ^nn++++=color
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
psychic ^jj+atrb+++=psychic's
's ^vbz+bez+vrb++0=EXTRAWORD
hands ^nns++++=hands
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
emerged ^vbd+++xvbnx+=emerged
from ^in++++=from
his ^pp$+pp3+++=his
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
a ^at++++=a
space ^nn++++=space
adjacent ^jj++++=adjacent
to ^in++++=to
the ^ati++++=the
living ^jj+atrb++xvbg+=living/divining
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
used ^vbd+++xvbnx+=used
the ^ati++++=the
cloth ^nn++++=cloth
to ^to++++=to
hold ^vbi+vprv+++=hold
a ^at++++=a
steaming ^jj+atrb++xvbg+=steaming
pot ^nn++++=pot
by ^in++++=by
the ^ati++++=the
rim ^nn++++=rim
because ^cs+cos+++=because
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
no ^at++++=no
handle ^nn++++=handle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
dark ^jj+atrb+++=dark
black ^jj+atrb+++=black
hair ^nn++++=hair
and ^cc++++=and
a ^at++++=a
nose ^nn++++=nose
ring ^nn++++=ring.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
poured ^vbd+++xvbnx+=poured
the ^ati++++=the
tea ^nn++++=tea
into ^in++++=into
two ^cd++++=two
cups ^nns++++=cups
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
already ^rb++++=already
on ^in++++=on
a ^at++++=a
counter ^nn++++=counter
near ^in+pl+++=near
the ^ati++++=the
couch ^nn++++=couch.
. ^zz++++=EXTRAWORD
" ^zz++++="Couple's
couple ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
session ^nn++++=session?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
shot ^vbd+++xvbn+=shot
me ^pp1o+pp1+++=me
a ^at++++=a
look ^vb++++=look
that ^dt+pdem+++=that
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
See ^vb+vprv+++=See?
? ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbn+=knew
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
a ^at++++=a
couple ^nn++++=couple,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
twins ^nns++++=twins
wiggled ^vbd+++xvbn+=wiggled.
. ^zz++++=EXTRAWORD
" ^zz++++="Please,
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
guys ^nns++++=guys,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sat ^vbd+++xvbn+=sat
on ^in++++=on
the ^ati++++=the
couch ^nn++++=couch.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
what ^wdt+who+++=what
will ^md+prd+++=will
it ^pp3+it+++=it
be ^vb+be+vrb++=be?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
" ^zz++++="Tarot?
tarot ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
doing ^vbg+++xvbgx+=doing
a ^at++++=a
special ^jj+atrb+++=special
deal ^nn++++=deal
on ^in++++=on
crystal ^nn++++=crystal
readings ^nns++++=readings
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
try ^vbi++++=try
something ^pn++++=something
different ^jj++++=different.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
read ^vb+vprv+tht0+xvbn+=read
your ^pp$+pp2+++=your
palms ^nns++++=palms
for ^in++++=for
five ^cd++++=five
dollars ^nns++++=dollars,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
as ^ql++++=as
he ^pp3a+pp3+++=he
settled ^vbd+++xvbnx+=settled
into ^in++++=into
a ^at++++=a
wicker ^nn++++=wicker
chair ^nn++++=chair
across ^in+pl+++=across
from ^in++++=from
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crossed ^vbd+++xvbnx+=crossed
one ^cd1++++=one
leg ^nn++++=leg
over ^in++++=over
the ^ati++++=the
other ^ap++++=other
and ^cc++++=and
sipped ^vbd+++xvbn+=sipped
his ^pp$+pp3+++=his
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
comfortable ^jj++++=comfortable.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
on ^in++++=on
the ^ati++++=the
psychic ^nn++++=psychic.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
just ^rb+emph+splt++=just
watch ^vb++++=watch?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
psychic ^jj++++=psychic
this ^dt+dem+++=this
early ^jj++++=early
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
just ^rb+emph+++=just
gonna ^md+prd+++0=gonna
watch ^vb++++=watch?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
plan ^vb++++=plan
on ^in+ppvb+++=on
" ^zz++++="
" ^zz++++="Me
me ^pp1o+pp1+++=EXTRAWORD
being ^vbg+beg++xvbg+=being
