Somewhere ^rb++++=Somewhere
angered ^vbd+++xvbn+=angered
her ^pp$+pp3+++=her
for ^in++++=for
some ^dti++++=some
unreasonable ^jj+atrb+++=unreasonable
woman ^nn++++=woman-reason.
- ^zz++++=EXTRAWORD
reason ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
a ^at++++=a
day ^nn++++=day
when ^wrb+who+++=when
the ^ati++++=the
V ^zz++++=V-cut
- ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=EXTRAWORD
dress ^nn++++=dress
brought ^vbd+++xvbn+=brought
them ^pp3o+pp3+++=them
to ^to++++=to
open ^vbi++++=open
battle ^nn++++=battle.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
Sophy ^np++++=Sophy
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
that ^tht+vcmp+++=that
morning ^nn++++=morning
minus ^in++++=minus
the ^ati++++=the
chain ^nn++++=chain
and ^cc++++=and
La ^&fw++++=La
Valliere ^np+++??+=Valliere.
. ^zz++++=EXTRAWORD
Frail ^jj++++=Frail
and ^cc+phrs+++=and
cheap ^jj++++=cheap
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
only ^ap+down+++=only
barrier ^nn++++=barrier
that ^tht+rel+subj++=that
separated ^xvbn+++xvbn+=separated
Sophy ^np++++=Sophy
from ^in++++=from
frank ^jj+atrb+++=frank
shamelessness ^nns+nom+++=shamelessness.
. ^zz++++=EXTRAWORD
Louie ^np++++=Louie's
's ^$++++=EXTRAWORD
outraged ^jj+atrb++xvbn+=outraged
sense ^nn++++=sense
of ^in++++=of
propriety ^nn++++=propriety
asserted ^vbd+vpub++xvbn+=asserted
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
" ^zz++++="Sophy,"
sophy ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stammered ^vbd+++xvbnx+=stammered,
, ^zz++++=EXTRAWORD
during ^in++++=during
a ^at++++=a
quiet ^jj++++=quiet
half ^abn++++=half-hour,
- ^zz++++=EXTRAWORD
hour ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
call ^vb++++=call
for ^in+ppvb+++=for
you ^pp2+pp2+++=you
and ^cc++++=and
take ^vb++++=take
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
nickel ^nn++++=nickel
show ^vb+vprv+++=show
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
promise ^vb+vpub+++=promise
not ^xnot++not++=not
to ^to++++=to
wear ^vbi++++=wear
that ^dt+dem+++=that
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
makes ^vbz++++=makes
you ^pp2+pp2+++=you
wear ^vb++++=wear
that ^dt+dem+++=that
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
get ^vb++++=get-up,
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dress?"
dress ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
queried ^vbd+++xvbn+=queried
Sophy ^np++++=Sophy,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
shiny ^jj+atrb+++=shiny
front ^jjb+atrb+++=front
breadth ^nn++++=breadth
of ^in++++=of
her ^pp$+pp3+++=her
frock ^nn++++=frock.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
like ^vb++++=like
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
No ^at++++=No!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
blurted ^vbd+++xvbn+=blurted
Louie ^np++++=Louie.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
yuh ^pp2+pp2+++=yuh,
, ^zz++++=EXTRAWORD
rully ^jj++++=rully!
! ^zz++++=EXTRAWORD
Deah ^np+++??+=Deah
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
Deah ^np+++??+=Deah
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
only ^rb+down+splt++=only
knew ^vprf+++xvbnx+=knew
that ^tht+vcmp+++=that
this ^dt+dem+++=this
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
gen ^npt++++=gen'ral
'ral ^jj+atrb+++0=EXTRAWORD
thing ^nn++++=thing
I ^pp1a+pp1+++=I
wear ^vb++++=wear
white ^jj++++=white
duck ^vb++++=duck
complete ^jj++++=complete
down ^rp++++=down
t ^zz++++=t'
' ^zz++++=EXTRAWORD
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
savin ^nn+++??+=savin'
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
last ^ap++++=last
two ^cd++++=two
clean ^jj+atrb+++=clean
suits ^nns++++=suits
f ^zz++++=f'r
'r ^nn+++??+=EXTRAWORD
gawlf ^nn+++??+=gawlf."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Louie ^np++++=Louie
ran ^vbd+++xvbn+=ran
an ^at++++=an
uncomfortable ^jj+atrb+++=uncomfortable
finger ^nn++++=finger
around ^in++++=around
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
his ^pp$+pp3+++=his
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
his ^pp$+pp3+++=his
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
" ^zz++++="It--it--shows
it ^pp3+it+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
shows ^vbz+vprv+tht0++=EXTRAWORD
your ^pp$+pp2+++=your--neck
-- ^--+clp+++=EXTRAWORD
neck ^nn++++=EXTRAWORD
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
objected ^vbd+vpub++xvbnx+=objected,
, ^zz++++=EXTRAWORD
miserably ^rb++++=miserably.
. ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy
opened ^vbd+++xvbn+=opened
her ^pp$+pp3+++=her
great ^jj+atrb+++=great
eyes ^nns++++=eyes
wide ^jj++++=wide.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
supposin ^nn+++??+=supposin'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
inquired ^vbd+++xvbnx+=inquired,
, ^zz++++=EXTRAWORD
coolly ^rb++++=coolly.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
perfectly ^rb+amp+++=perfectly
good ^jj+atrb+++=good
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Louie ^np++++=Louie,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
very ^ql+amp+++=very
red ^jj++++=red,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
the ^ati++++=the
plunge ^nn++++=plunge.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
so ^ql++++=so.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it--looks
-- ^--+clp+++=EXTRAWORD
looks ^vbz++++=EXTRAWORD
so ^ql++++=so--so--you
-- ^--+clp+++=EXTRAWORD
so ^ql++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
mean ^jj++++=mean.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^vb++++=hate
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
the ^ati++++=the
way ^nn++++=way
the ^ati++++=the
fellows ^nns++++=fellows
rubber ^nn++++=rubber
at ^in++++=at
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
wear ^vb++++=wear
those ^dt+dem+++=those
plain ^jj+atrb+++=plain
shirtwaist ^nn+nom+++=shirtwaist
things ^nns++++=things,
, ^zz++++=EXTRAWORD
with ^in++++=with
high ^jj+atrb+++=high
collars ^nns++++=collars,
, ^zz++++=EXTRAWORD
like ^in++++=like
my ^pp$+pp1+++=my
mother ^nn++++=mother
wears ^vbz++++=wears
back ^jjb+atrb+++=back
home ^nr++++=home?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy's
's ^$++++=EXTRAWORD
teeth ^nns++++=teeth
came ^vbd+++xvbn+=came
together ^nn+nom+++=together
with ^in++++=with
a ^at++++=a
click ^nn++++=click.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
laughed ^vbd+++xvbnx+=laughed
a ^at++++=a
short ^jj++++=short
cruel ^jj++++=cruel
little ^ap++++=little
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Pink ^jj+atrb+++=Pink
Cheeks ^nns++++=Cheeks,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
yuh ^pp2+pp2+++=yuh
ever ^rb++++=ever
do ^vb+do+vrb++=do
a ^at++++=a
washin ^nn+++??+=washin'
' ^zz++++=EXTRAWORD
from ^in++++=from
seven ^cd++++=seven
to ^to++++=to
twelve ^cd++++=twelve,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
home ^nr++++=home
from ^in++++=from
work ^nn++++=work
in ^in++++=in
the ^ati++++=the
evenin ^nn+++??+=evenin'?
'? ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
great ^jj++++=great!
! ^zz++++=EXTRAWORD
' ^zz++++='Specially
specially ^rb++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
living ^vbg+++xvbgx+=living
in ^in++++=in
a ^at++++=a
six ^cd++++=six-by-ten
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ten ^cd++++=EXTRAWORD
room ^nn++++=room
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
modern ^jj+atrb+++=modern
inconveniences ^nns+nom+++=inconveniences,
, ^zz++++=EXTRAWORD
includin ^nn+++??+=includin'
' ^zz++++=EXTRAWORD
no ^at++++=no
water ^nn++++=water
except ^in++++=except
on ^in++++=on
the ^ati++++=the
third ^nn++++=third
floor ^nn++++=floor
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
Simple ^jj++++=Simple!
! ^zz++++=EXTRAWORD
Say ^vb+vpub+++=Say,
, ^zz++++=EXTRAWORD
a ^at++++=a
child ^nn++++=child
could ^md+pos+++=could
work ^vb++++=work
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
All ^abn++++=All
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
get ^vb++++=get
home ^nr++++=home
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired
your ^pp$+pp2+++=your
back ^jjb+atrb+++=back
teeth ^nns++++=teeth
ache ^nn++++=ache,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
to ^to++++=to
haul ^vbi++++=haul
your ^pp$+pp2+++=your
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
soak ^nn+++??+=soak
your ^pp$+pp2+++=your
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
then ^rn+tm+++=then
rub ^vb++++=rub
them ^pp3o+pp3+++0='em
till ^in++++=till
your ^pp$+pp2+++=your
hands ^nns++++=hands
peel ^nn++++=peel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rinse ^nn++++=rinse
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
boil ^vb++++=boil
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blue ^jj++++=blue
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
starch ^nn++++=starch
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See?
? ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Nothin ^np+++??+=Nothin'
' ^zz++++=EXTRAWORD
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
kid ^nn++++=kid.
. ^zz++++=EXTRAWORD
Nothin ^np+++??+=Nothin'
' ^zz++++=EXTRAWORD
to ^in++++=to
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Louie ^np++++=Louie
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
twisting ^vbg+++xvbgx+=twisting
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
nervously ^rb++++=nervously.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
his ^pp$+pp3+++=his
hands ^nns++++=hands
shut ^vbd+++xvbn+=shut
themselves ^ppls+pp3+++=themselves
into ^in++++=into
fists ^nns++++=fists.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
straight ^jj++++=straight
into ^in++++=into
Sophy ^np++++=Sophy's
's ^$++++=EXTRAWORD
angry ^jj+atrb+++=angry
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
simply ^rb++++=simply.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
lot ^nn++++=lot
written ^vbd+++xvbn+=written
and ^cc+phrs+++=and
said ^vbd+vpub++xvbn+=said
about ^in++++=about
women ^nns++++=women's
's ^$++++=EXTRAWORD
struggle ^nn++++=struggle
with ^in++++=with
clothes ^nns++++=clothes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wonder ^vb++++=wonder
why ^wrb+who+++=why
they ^pp3a+pp3+++=they've
've ^vb+hv+aux++0=EXTRAWORD
never ^rb++splt++=never
said ^vprf++tht0+xvbnx+=said
anything ^pn++++=anything
about ^in++++=about
the ^ati++++=the
way ^nn++++=way
a ^at++++=a
man ^nn++++=man
has ^md"++pmd"++=has
to ^md+nec+++=to
fight ^vb++++=fight
to ^to++++=to
keep ^vbi++++=keep
up ^rb+phrv+++=up
the ^ati++++=the
thing ^nn++++=thing
they ^pp3a+pp3+++=they
call ^vb++++=call
appearances ^nns+nom+++=appearances.
. ^zz++++=EXTRAWORD
God ^np++++=God
knows ^vbz+vprv+tht0++=knows
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
pathetic ^jj++++=pathetic
enough ^qlp++++=enough
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
a ^at++++=a
girl ^nn++++=girl
like ^in++++=like
you ^pp2+pp2+++=you
bending ^nvbg+++xvbg+=bending
over ^in++++=over
a ^at++++=a
tubful ^nn++++=tubful
of ^in++++=of
clothes ^nns++++=clothes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
a ^at++++=a
man ^nn++++=man
has ^md"++pmd"++=has
to ^md+nec+++=to
do ^vb++++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
tragedy ^nn++++=tragedy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
so ^pn++++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
agreed ^vbd+vpub++xvbn+=agreed
Sophy ^np++++=Sophy.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
a ^at++++=a
girl ^nn++++=girl
gets ^vbz++++=gets
shabby ^jj++++=shabby,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
clothes ^nns++++=clothes
begin ^vb++++=begin
t ^zz++++=t'
' ^zz++++=EXTRAWORD
look ^vb++++=look
tacky ^nn+++??+=tacky
she ^pp3a+pp3+++=she
can ^md+pos+++=can
take ^vb++++=take
a ^at++++=a
gore ^np++++=gore
or ^cc++++=or
so ^rb++++=so
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
skirt ^nn++++=skirt
where ^wrb+who+++=where
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
wore ^vbd+++xvbn+=wore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
catch ^vb++++=catch
it ^pp3+it+++=it
in ^in++++=in
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
call ^vb++++=call
it ^pp3+it+++=it
a ^at++++=a
hobble ^nn+++??+=hobble.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
when ^wrb+who+++=when
her ^pp$+pp3+++=her
waist ^nn++++=waist
gets ^vbz++++=gets
too ^rb++++=too
soiled ^jj++++=soiled
she ^pp3a+pp3+++=she
can ^md+pos+++=can
cover ^vb++++=cover
up ^rp++++=up
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
jabot ^nn+++??+=jabot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
her ^pp3o+pp3+++=her
face ^nn++++=face
is ^vbz+bez+vrb++=is
pretty ^rb++++=pretty
enough ^qlp++++=enough
she ^pp3a+pp3+++=she
can ^md+pos+++=can
carry ^vb++++=carry
it ^pp3+it+++=it
off ^in+pl+++=off
that ^dt+dem+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
a ^at++++=a
man ^nn++++=man
is ^vbz+bez+vrb++=is
seedy ^jj+pred+++=seedy,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
seedy ^jj++++=seedy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
sew ^nn+++??+=sew
no ^at++++=no
ruffles ^nns+++??+=ruffles
on ^in++++=on
his ^pp$+pp3+++=his
pants ^nns++++=pants."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ran ^vbd+++xvbnx+=ran
short ^jj++++=short
last ^rb++++=last
week ^nn++++=week,
, ^zz++++=EXTRAWORD
continued ^j+++xvbn+=continued
Louie ^np++++=Louie.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
shorter ^jjr++++=shorter
than ^in++++=than
usual ^nn++++=usual.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
fifty ^cd++++=fifty
cents ^nns++++=cents
to ^to++++=to
give ^vbi++++=give
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
see ^vb+vprv+++=see
her ^pp$+pp3+++=her!
! ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
gray ^np++++=gray-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
with ^in++++=with
wisps ^nns++++=wisps
of ^in++++=of
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
chest ^nn++++=chest
to ^to++++=to
speak ^vbi++++=speak
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
mashed ^jj+++xvbn+=mashed-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
black ^jj+atrb+++=black
hats ^nns++++=hats.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
could ^md+pos+++=could
have ^vb+hv+vrb++=have
the ^ati++++=the
nerve ^nn++++=nerve
to ^to++++=to
ask ^vbi++++=ask
her ^pp$+pp3+++=her
to ^to++++=to
wait ^vbi++++=wait
for ^in++++=for
her ^pp$+pp3+++=her
money ^nn++++=money.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
my ^pp$+pp1+++=my
own ^ap++++=own
washing ^nvbg+++xvbg+=washing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
learned ^vb+++xvbn+=learned
to ^to+vcmp+++=to
wear ^vbi++++=wear
soiled ^jj+atrb+++=soiled
clothes ^nns++++=clothes
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
laughed ^vbd+++xvbnx+=laughed
fit ^jj++++=fit
to ^to+jcmp+++=to
bust ^vb++++=bust
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But--i ^np+++??+=But--I'll
'll ^md+prd+++0=EXTRAWORD
bet ^vb+vpub+tht0+xvbn+=bet
my ^pp$+pp1+++=my
mother ^npt++++=mother
dreamed ^vbd+vprv++xvbn+=dreamed
of ^in++++=of
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
The ^ati++++=The
way ^nn++++=way
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
something ^pn++++=something's
's ^vbz+bez+aux++0=EXTRAWORD
gone ^vbd+++xvbn+=gone
wrong ^jj++++=wrong."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy,
, ^zz++++=EXTRAWORD
perched ^j+++xvbn+=perched
on ^in++++=on
the ^ati++++=the
third ^od++++=third
rung ^vprf+++xvbn+=rung
of ^in++++=of
the ^ati++++=the
sliding ^jj+atrb++xvbg+=sliding
ladder ^nn++++=ladder,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
gazing ^vbg+++xvbgx+=gazing
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
lips ^nns++++=lips
were ^vbd+bed+aux++=were
parted ^vpsv++agls+xvbnx+=parted
slightly ^rb+cnj+++=slightly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
pink ^np++++=pink.
. ^zz++++=EXTRAWORD
On ^rp++++=On
her ^pp3o+pp3+++=her
face ^nn++++=face
was ^vbd+bedz+vrb++=was
a ^at++++=a
new ^jj+atrb+++=new,
, ^zz++++=EXTRAWORD
strange ^jj+atrb+++=strange
look ^nn++++=look,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
something ^pn++++=something
half ^abn++++=half
forgotten ^jj+++xvbn+=forgotten.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
Sophy ^np++++=Sophy-as-she-might-have-been
- ^zz++++=EXTRAWORD
as ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
- ^zz++++=EXTRAWORD
might ^md+pos+++=EXTRAWORD
- ^zz++++=EXTRAWORD
have ^vb+hv+aux++=EXTRAWORD
- ^zz++++=EXTRAWORD
been ^vprf+ben+aux+xvbn+=EXTRAWORD
were ^vbd+bed+aux++=were
inhabiting ^vbg+++xvbgx+=inhabiting
