To ^in++++=TO
good ^jj+atrb+++=good
saint ^nn++++=saint
is ^vbz+bez+aux++=is
occasionally ^rb++splt++=occasionally
perplexed ^vpsv++agls+xvbnx+=perplexed
in ^in++++=in
his ^pp$+pp3+++=his
nocturnal ^jj+atrb+++=nocturnal
visits ^nns++++=visits,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
chimney ^nn++++=chimney
to ^to++++=to
descend ^vbi++++=descend.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
late ^jj++++=late,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
portentous ^jj+atrb+++=portentous
mansion ^nn++++=mansion
has ^vbz+hvz+aux++=has
begun ^vprf+++xvbnx+=begun
to ^to++++=to
give ^vbi++++=give
signs ^nns++++=signs
of ^in++++=of
dilapidation ^nn+nom+++=dilapidation
and ^cc++++=and
decay ^nn++++=decay.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
have ^vb+hv+aux++=have
attributed ^vprf+++xvbnx+=attributed
this ^dt+dem+++=this
to ^in++++=to
the ^ati++++=the
visits ^nn++++=visits
made ^vwbn+++xvbn+=made
by ^in++++=by
the ^ati++++=the
young ^jj+atrb+++=young
people ^nns++++=people
to ^in++++=to
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
bringing ^jj+++xvbg+=bringing
thence ^rb++++=thence
various ^jj+atrb+++=various
modern ^jj+atrb+++=modern
fashions ^nns++++=fashions;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
their ^pp$+pp3+++=their
neglect ^nn++++=neglect
of ^in++++=of
the ^ati++++=the
Dutch ^jj+atrb+++=Dutch
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
gradually ^rb++++=gradually
becoming ^xvbg+++xvbg+=becoming
confined ^vwbn+++xvbn+=confined
to ^in++++=to
the ^ati++++=the
older ^jjr+atrb+++=older
persons ^nns++++=persons
in ^in++++=in
the ^ati++++=the
community ^nn+nom+++=community.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
greatly ^rb+amp+splt++=greatly
shaken ^vpsv++by+xvbnx+=shaken
by ^in++++=by
high ^jj+atrb+++=high
winds ^nns++++=winds,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
prevalence ^nn+nom+++=prevalence
of ^in++++=of
the ^ati++++=the
speculation ^nn+nom+++=speculation
mania ^nn++++=mania,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
at ^in++++=at
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
the ^ati++++=the
landing ^jj+++xvbg+=landing
of ^in++++=of
the ^ati++++=the
Yankees ^nns+nom+++=Yankees.
. ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
how ^wrb+who+whcl++=how
mysteriously ^rb++++=mysteriously
the ^ati++++=the
fate ^nn++++=fate
of ^in++++=of
Communipaw ^np+++??+=Communipaw
is ^vbz+bez+aux++=is
identified ^vpsv++agls+xvbnx+=identified
with ^in++++=with
this ^dt+dem+++=this
venerable ^jj+atrb+++=venerable
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
wonder ^vb++++=wonder
that ^dt+dem+++=that
the ^ati++++=the
older ^jjr+atrb+++=older
and ^cc+phrs+++=and
wiser ^jjr+atrb+++=wiser
heads ^nns++++=heads
of ^in++++=of
the ^ati++++=the
community ^nn+nom+++=community
should ^md+nec+++=should
be ^vb+be+aux++=be
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
dismay ^nn++++=dismay,
, ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
a ^at++++=a
brick ^nn++++=brick
is ^vbz+bez+aux++=is
toppled ^vpsv++agls+xvbnx+=toppled
down ^rp++++=down
from ^in++++=from
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
weather ^nn++++=weather-cock
- ^zz++++=EXTRAWORD
cock ^np++++=EXTRAWORD
is ^vbz+bez+aux++=is
blown ^vpsv++agls+xvbnx+=blown
off ^in+pl+++=off
from ^in++++=from
a ^at++++=a
gable ^nn++++=gable-end.
- ^zz++++=EXTRAWORD
end ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
present ^jj+atrb+++=present
lord ^npt++++=lord
of ^in++++=of
this ^dt+dem+++=this
historic ^jj+atrb+++=historic
pile ^nn++++=pile,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
happy ^jj+pred+++=happy
to ^to+jcmp+++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
calculated ^vpsv++agls+xvbnx+=calculated
to ^to++++=to
maintain ^vbi+vpub+++=maintain
it ^pp3+it+++=it
in ^in++++=in
all ^abn++++=all
its ^pp$+it+++=its
integrity ^nn+nom+++=integrity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
of ^in++++=of
patriarchal ^jj+atrb+++=patriarchal
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is
worthy ^jj+pred+++=worthy
of ^in++++=of
the ^ati++++=the
days ^nns++++=days
of ^in++++=of
the ^ati++++=the
patriarchs ^nns++++=patriarchs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
his ^pp$+pp3+++=his
utmost ^jjb++++=utmost
to ^to++++=to
increase ^vbi++++=increase
and ^cc+phrs+++=and
multiply ^vb++++=multiply
the ^ati++++=the
true ^jj+atrb+++=true
race ^nn++++=race
in ^in++++=in
the ^ati++++=the
land ^nn++++=land.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
inferior ^jj++++=inferior
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
zeal ^nn++++=zeal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
surrounded ^vpsv++by+xvbnx+=surrounded
by ^in++++=by
a ^at++++=a
goodly ^jj+atrb+++=goodly
progeny ^nn++++=progeny
of ^in++++=of
children ^nns++++=children,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grand ^jj++++=grand-children,
- ^zz++++=EXTRAWORD
children ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
great ^jj++++=great-grand-children,
- ^zz++++=EXTRAWORD
grand ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
children ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
promise ^vb+vpub+++=promise
to ^to+vcmp+++=to
perpetuate ^nn+nom+++=perpetuate
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Van ^&fw++++=Van
Horne ^np+++??+=Horne,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
time ^nn++++=time
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
So ^ql++++=So
be ^vb+be+vrb++=be
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Long ^rb++++=Long
may ^md+pos+++=may
the ^ati++++=the
horn ^nn++++=horn
of ^in++++=of
the ^ati++++=the
Van ^&fw++++=Van
Hornes ^np+++??+=Hornes
continue ^vb++++=continue
to ^to++++=to
be ^vbi++vrb++=be
exalted ^jj+pred+++=exalted
in ^in++++=in
the ^ati++++=the
land ^nn++++=land!
! ^zz++++=EXTRAWORD
Tall ^jj++++=Tall
as ^ql++++=as
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
their ^pp$+pp3+++=their
shadows ^nps++++=shadows
never ^rb++++=never
be ^vb+be+vrb++=be
less ^ql++++=less!
! ^zz++++=EXTRAWORD
May ^md+pos+++=May
the ^ati++++=the
House ^nn++++=House
of ^in++++=of
the ^ati++++=the
Four ^cd++++=Four
Chimneys ^nns++++=Chimneys
remain ^vb++++=remain
for ^in++++=for
ages ^nns++++=ages,
, ^zz++++=EXTRAWORD
the ^ati++++=the
citadel ^nn++++=citadel
of ^in++++=of
Communipaw ^np+++??+=Communipaw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
smoke ^nn++++=smoke
of ^in++++=of
its ^pp$+it+++=its
chimneys ^nns++++=chimneys
continue ^vb++++=continue
to ^to++++=to
ascend ^vbi+++??+=ascend,
, ^zz++++=EXTRAWORD
a ^at++++=a
sweet ^jj++++=sweet-smelling
- ^zz++++=EXTRAWORD
smelling ^vbg+nom++xvbg+=EXTRAWORD
incense ^nn++++=incense
in ^in++++=in
the ^ati++++=the
hose ^nn++++=hose
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Nicholas ^np++++=Nicholas!
! ^zz++++=EXTRAWORD
With ^in++++=With
great ^jj+atrb+++=great
respect ^nn++++=respect,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Editor ^np++++=Editor,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
ob ^vb+++??+=ob't
't ^vbd+++xvbn+0=EXTRAWORD
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
Hermanus ^np+++??+=HERMANUS
Vanderdonk ^np+++??+=VANDERDONK.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
End ^nn++++=END.
. ^zz++++=EXTRAWORD
