If ^cs+cnd+++=IF
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
be ^vb+be+vrb++=be
afraid ^jj+pred+++=afraid.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
yourself ^ppl+pp2+++=yourself
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Confess ^nns+nom+++=Confess
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
proud ^jj+atrb+++=proud
surrender ^nn+nom+++=surrender!
! ^zz++++=EXTRAWORD
" ^zz++++="
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
above ^jjb++++=above
the ^ati++++=the
music ^nn++++=music.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes;
yes ^uh++++=EXTRAWORD
; ^zz++++=EXTRAWORD
better ^jjr++++=better
that ^tht+jcmp+++=that
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
still ^rb++++=still
feel ^vb+vprv+tht0++=feel
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
capable ^jj+pred+++=capable
of ^in++++=of
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Try ^vb++++=Try
it ^pp3+it+++=it
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
exultant ^jj+atrb+++=exultant
defiance ^nn+nom+++=defiance
as ^rb++++=as
well ^rb++++=well
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
they ^pp3a+pp3+++=they
sang ^vbd+++xvbnx+=sang
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah!
! ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
she ^pp3a+pp3+++=she
understood ^vbd+vprv++xvbnx+=understood.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
try ^vb++++=try
once ^rb+tm+++=once
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^nn++++=love
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
love ^nn++++=love
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lesson ^nn++++=lesson
was ^vbd+bedz+vrb++=was
over ^in++++=over
before ^cs+sub+++=before
that ^dt+dem+++=that
phrase ^nn++++=phrase
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
perfect ^jj+pred+++=perfect.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
foreign ^jj+atrb+++=foreign
hands ^nns++++=hands
trembled ^vbd+++xvbn+=trembled
as ^ql++++=as
they ^pp3a+pp3+++=they
put ^vbd+++xvbnx+=put
the ^ati++++=the
music ^nn++++=music
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
forgetting ^vbg+vprv+tht0+xvbgx+=forgetting
your ^pp$+pp2+++=your
violets ^nns+nom+++=violets,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
will ^md+prd+++=will
forget ^vb+vprv+++=forget
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Countess ^nns+nom+++=Countess,
, ^zz++++=EXTRAWORD
biting ^vbg+++xvbg+=biting
her ^pp$+pp3+++=her
underlip ^nn+++??+=underlip.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
fascinating ^jj+atrb+++=fascinating
ways ^nns++++=ways
these ^dt+dem+++=these
foreign ^jj+atrb+++=foreign
women ^nns++++=women
have ^vb+hv+vrb++=have!
! ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
come ^vb++++=come
to ^in++++=to
my ^pp$+pp1+++=my
house ^npl++++=house
on ^in++++=on
Sunday ^nr++++=Sunday
and ^cc++++=and
make ^vb++++=make
music ^nn++++=music?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^uh++++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
only ^rb+down+++=only
too ^ql++++=too
charmed ^jj+++xvbn+=charmed!
! ^zz++++=EXTRAWORD
" ^zz++++="
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald.
. ^zz++++=EXTRAWORD
Weep ^nn++++=Weep
ye ^pp2+pp2+++=ye
no ^at++++=no
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
sad ^jj+atrb+++=sad
fountains ^nns++++=fountains
Why ^wrb+who+++=Why
need ^nn++++=need
ye ^pp2+pp2+++=ye
flow ^nn++++=flow
so ^ql++++=so
fast ^rb++++=fast?
? ^zz++++=EXTRAWORD
sang ^j+++xvbn+=sang
Miss ^npt++++=Miss
Marian ^np++++=Marian
Morrow ^nn++++=Morrow,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
filled ^vbd+++xvbn+=filled
with ^in++++=with
tears ^nns++++=tears
and ^cc++++=and
her ^pp$+pp3+++=her
chin ^nn++++=chin
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
sing ^vb++++=sing
just ^rb+emph+++=just
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
play ^vb++++=play
it ^pp3+it+++=it
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
played ^vbd+++xvbnx+=played
so ^pn++++=so
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
anything ^pn++++=anything
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Reginald ^np++++=Reginald.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
quite ^rb++++=quite
happy ^jj++++=happy
this ^dt+dem+++=this
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=wasn't;
n't ^xnot++not++0=EXTRAWORD
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
awfully ^ql++++=awfully
miserable ^jj++++=miserable.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
care ^vb+vprv+++=care
to ^to+vcmp+++=to
tell ^vbi++++=tell
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
particular ^jj++++=particular.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
those ^dt+dem+++=those
moods ^nns++++=moods
sometimes ^rb++++=sometimes
when ^wrb+who+++=when
life ^nn++++=life
seemed ^vbd+seem++xvbn+=seemed
almost ^rb+hdg+++=almost
unbearable ^jj++++=unbearable.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
only ^rb+down+splt++=only
help ^vb++++=help!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
for ^in++++=for
my ^pp$+pp1+++=my
lessons ^nns++++=lessons
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
feel ^vb+vprv+tht0++=feel
I ^pp1a+pp1+++=I
could ^md+pos+++=could
go ^vb++++=go
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sit
sit ^vb++++=EXTRAWORD
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
and ^cc++++=and
smell ^vb++++=smell
the ^ati++++=the
violets ^nns+nom+++=violets
and ^cc++++=and
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
sing ^vb++++=sing
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
just ^rb+emph+++=just
as ^ql++++=as
much ^ap++++=much
good ^jj++++=good
as ^in++++=as
a ^at++++=a
lesson ^nn++++=lesson."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
were ^vbd+bed+aux++=weren't
n't ^xnot++not++0=EXTRAWORD
all ^abn++++=all
men ^nns++++=men
like ^in++++=like
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peacock ^np++++=Peacock?
? ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wrote ^vbd+vprv++xvbnx+=wrote
a ^at++++=a
poem ^nn++++=poem
after ^in++++=after
the ^ati++++=the
concert ^nn++++=concert
last ^jj+atrb+++=last
night ^nn++++=night
just ^rb+emph+++=just
about ^in++++=about
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
personal ^jj++++=personal.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
I ^pp1a+pp1+++=I
send ^vb++++=send
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^uh++++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+vrb++=be
only ^rb+down+++=only
too ^ql++++=too
charmed ^jj+++xvbn+=charmed!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
afternoon ^nn++++=afternoon
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
quite ^abl++++=quite
tired ^jj+++xvbn+=tired
and ^cc+phrs+++=and
lay ^jj+++xvbn+=lay
down ^rp++++=down
on ^in++++=on
a ^at++++=a
sofa ^nn++++=sofa
to ^in++++=to
rest ^nn++++=rest
his ^pp$+pp3+++=his
voice ^nn++++=voice
before ^in++++=before
dressing ^nn++++=dressing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
of ^in++++=of
his ^pp$+pp3+++=his
room ^nn++++=room
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
hear ^vb+vprv+++=hear
Adrian ^np++++=Adrian
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
talking ^vwbg+++xvbg+=talking
in ^in++++=in
the ^ati++++=the
dining ^jj+++xvbg+=dining-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
that ^dt+dem+++=that
teapot ^nn++++=teapot
reminds ^vbz++++=reminds
me ^pp1o+pp1+++=me
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
Mummy ^npt++++=Mummy?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
reminds ^vbz++++=reminds
me ^pp1o+pp1+++=me
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
sitting ^vbg+++xvbg+=sitting-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
kitten ^nn++++=kitten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+vrb++=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Absurdity ^np+nom+++=Absurdity?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reginald ^np++++=Reginald
dozed ^vbd+++xvbn+=dozed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
telephone ^nn++++=telephone
bell ^nn++++=bell
woke ^vbd+++xvbn+=woke
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="
none ^pn++++=none
Fell ^vbd+++xvbn+=Fell
is ^vbz+bez+aux++=is
speaking ^vbg+++xvbgx+=speaking.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peacock ^np++++=Peacock,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
heard ^vprf+++xvbnx+=heard
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
singing ^vbg+++xvbgx+=singing
at ^rb++++=at
Lord ^npt++++=Lord
Timbuck ^np++++=Timbuck's
's ^$++++=EXTRAWORD
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
dine ^vb++++=dine
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
can ^md+pos+++=can
go ^vb++++=go
on ^in++++=on
together ^nn+nom+++=together
afterwards ^rb+tm+++=afterwards?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
words ^nns++++=words
of ^in++++=of
his ^pp$+pp3+++=his
reply ^vb++++=reply
dropped ^vbd+++xvbn+=dropped
like ^in++++=like
flowers ^nns+nom+++=flowers
down ^in++++=down
the ^ati++++=the
telephone ^nn++++=telephone.
. ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^uh++++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+vrb++=be
only ^rb+down+++=only
too ^ql++++=too
charmed ^jj+++xvbn+=charmed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
triumphant ^jj+atrb+++=triumphant
evening ^nn++++=evening!
! ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
dinner ^nn++++=dinner
t ^zz++++=t
te ^nn++++=te-t
- ^zz++++=EXTRAWORD
t ^zz++++=EXTRAWORD
te ^nn++++=te
with ^in++++=with
none ^pn++++=none
Fell ^vbd+++xvbn+=Fell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
drive ^vb++++=drive
to ^to+vcmp+++=to
Lord ^vb++++=Lord
Timbuck ^np++++=Timbuck's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
white ^jj+atrb+++=white
motor ^nn++++=motor-car,
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
thanked ^vbd+++xvbnx+=thanked
him ^pp3o+pp3+++=him
again ^rb+tm+++=again
for ^in++++=for
the ^ati++++=the
unforgettable ^jj+atrb+++=unforgettable
joy ^nn++++=joy.
. ^zz++++=EXTRAWORD
Triumph ^nn++++=Triumph
upon ^in++++=upon
triumph ^nn++++=triumph!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Lord ^npt++++=Lord
Timbuck ^np++++=Timbuck's
's ^$++++=EXTRAWORD
champagne ^nn++++=champagne
simply ^rb++++=simply
flowed ^vbd+++xvbn+=flowed.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
some ^dti++++=some
more ^rbr++++=more
champagne ^nn++++=champagne,
, ^zz++++=EXTRAWORD
Peacock ^nn++++=Peacock,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lord ^npt++++=Lord
Timbuck ^np+++??+=Timbuck.
. ^zz++++=EXTRAWORD
Peacock ^nn++++=Peacock,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
notice ^vb+vprv+++=notice
not ^xnot++not++=not
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peacock ^np++++=Peacock
but ^cc++++=but
Peacock ^nn++++=Peacock,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+vrb++=were
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
an ^at++++=an
artist ^nn++++=artist.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
sway ^vb++++=sway
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
teaching ^nvbg+++xvbg+=teaching
them ^pp3o+pp3+++=them
all ^rb++++=all
to ^to++++=to
escape ^vbi++++=escape
from ^in++++=from
life ^nn++++=life?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
a ^at++++=a
dream ^nn++++=dream
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
their ^pp$+pp3+++=their
feathers ^nns+nom+++=feathers
and ^cc++++=and
their ^pp$+pp3+++=their
flowers ^nns+nom+++=flowers
and ^cc++++=and
their ^pp$+pp3+++=their
fans ^nns++++=fans,
, ^zz++++=EXTRAWORD
offered ^j+++xvbn+=offered
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
huge ^jj+atrb+++=huge
bouquet ^nn++++=bouquet.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
another ^dt++++=another
glass ^nn++++=glass
of ^in++++=of
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
Peacock ^nn++++=Peacock."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
have ^vb+hv+vrb++=have
any ^dti++++=any
one ^cd1++++=one
I ^pp1a+pp1+++=I
liked ^vbd+++xvbnx+=liked
by ^in++++=by
lifting ^xvbg+++xvbg+=lifting
a ^at++++=a
finger ^nn++++=finger,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Peacock ^nn++++=Peacock,
, ^zz++++=EXTRAWORD
positively ^rb++++=positively
staggering ^jj+atrb+++=staggering
home ^nr++++=home.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
himself ^ppl+pp3+++=himself
into ^in++++=into
the ^ati++++=the
dark ^jj+atrb+++=dark
flat ^nn++++=flat
his ^pp$+pp3+++=his
marvellous ^jj+atrb+++=marvellous
sense ^nn++++=sense
of ^in++++=of
elation ^nn+nom+++=elation
began ^vbd+++xvbn+=began
to ^to++++=to
ebb ^vbi++++=ebb
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
up ^rb+phrv+++=up
the ^ati++++=the
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
lay ^vbd+++xvbn+=lay
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
squeezed ^xvbn+++xvbn+=squeezed
over ^in++++=over
to ^in++++=to
her ^pp$+pp3+++=her
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv++xvbnx+=remembered
suddenly ^rb++++=suddenly
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
when ^wrb+who+whcl++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
told ^vprf++tht0+xvbnx+=told
her ^pp$+pp3+++=her
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
out ^rp+pl+++=out
to ^in++++=to
dinner ^nn++++=dinner:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
let ^vprf+++xvbnx+=let
me ^pp1o+pp1+++=me
know ^vb+vprv+++=know
before ^in+strn+++=before!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc+cls+++=And
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
answered ^vprf+++xvbnx+=answered:
: ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
possibly ^rb++++=possibly
speak ^vb++++=speak
to ^in++++=to
me ^pp1o+pp1+++=me
without ^in++++=without
offending ^nn++++=offending
against ^in++++=against
even ^rb++++=even
good ^jj+atrb+++=good
manners ^nns+nom+++=manners?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
incredible ^jj+pred+++=incredible,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
cared ^vbd+++xvbnx+=cared
so ^pn++++=so
little ^ap++++=little
for ^in++++=for
him ^pp3o+pp3+++=him
incredible ^jj++++=incredible
that ^tht+jcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
interested ^jj++++=interested
in ^in++++=in
the ^ati++++=the
slightest ^nn++++=slightest
in ^in++++=in
his ^pp$+pp3+++=his
triumphs ^nns++++=triumphs
and ^cc++++=and
his ^pp$+pp3+++=his
artistic ^jj+atrb+++=artistic
career ^nn++++=career.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
so ^rb++++=so
many ^ap++++=many
women ^nns++++=women
in ^in++++=in
her ^pp$+pp3+++=her
place ^nn++++=place
would ^md+prd+++=would
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
their ^pp$+pp3+++=their
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Why ^wrb+who+++=Why
not ^xnot++not++=not
acknowledge ^vb+vpub+++=acknowledge
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
And ^cc+cls+++=And
there ^rn+pl+++=there
she ^pp3a+pp3+++=she
lay ^vbd+++xvbnx+=lay,
, ^zz++++=EXTRAWORD
an ^at++++=an
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
even ^rb++++=even
in ^in++++=in
her ^pp$+pp3+++=her
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
