Everybody ^pn++++=Everybody
must ^md+nec+++=must
be ^vb+be+aux++=be
trained ^vpsv++by+xvbnx+=trained
by ^in++++=by-and-by,"
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
afford ^vb++++=afford
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Marshall ^np++++=Marshall,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
see ^vb+vprv+++=see
to ^to+vcmp+++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
voice ^nn++++=voice
must ^md+nec+++=must
not ^xnot++not++=not
be ^vb+be+aux++=be
wasted ^vpsv++agls+xvbnx+=wasted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall
with ^in++++=with
a ^at++++=a
gracious ^jj+atrb+++=gracious
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
quite ^rb++++=quite
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
give ^vb++++=give
my ^pp$+pp1+++=my
granddaughter ^nn+nom+++=granddaughter
all ^rb++++=all
the ^ati++++=the
necessary ^jj+atrb+++=necessary
advantages ^nns+nom+++=advantages
for ^in++++=for
the ^ati++++=the
development ^nn+nom+++=development
of ^in++++=of
her ^pp$+pp3+++=her
gift ^nn++++=gift.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
thank ^vb++++=thank
you ^pp2+pp2+++=you
very ^ql+amp+++=very
much ^ap++++=much
for ^in++++=for
telling ^xvbg+++xvbg+=telling
me ^pp1o+pp1+++=me
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
bent ^vbd+++xvbn+=bent
and ^cc+phrs+++=and
kissed ^vbd+++xvbn+=kissed
Little ^ap++++=Little
Joyce ^np++++=Joyce's
's ^$++++=EXTRAWORD
brown ^jj+atrb+++=brown
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
gypsy ^nn++++=gypsy,
, ^zz++++=EXTRAWORD
good ^jj++++=good-by.
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
come ^vb++++=come
every ^at++++=every
day ^nn++++=day
to ^in++++=to
this ^dt+dem+++=this
hotel ^nn++++=hotel
to ^to++++=to
see ^vbi+vprv+++=see
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
next ^ap++++=next
summer ^nn++++=summer
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
back ^jjb+pred+++=back.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
you ^pp2+pp2+++=you
because ^cs+cos+++=because
some ^dti++++=some
day ^nn++++=day
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
a ^at++++=a
great ^jj+atrb+++=great
singer ^nn++++=singer
and ^cc+cls+++=and
because ^cs+cos+++=because
today ^nr+tm+++=today
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
loving ^nvbg+++xvbg+=loving,
, ^zz++++=EXTRAWORD
unselfish ^jj+atrb+++=unselfish
baby ^nn++++=baby."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
forgotten ^vprf+++xvbnx+=forgotten
the ^ati++++=the
little ^ap++++=little
black ^jj+atrb+++=black
doll ^nn++++=doll,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Little ^ap++++=Little
Joyce ^np++++=Joyce
gravely ^np++++=gravely.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
threw ^vbd+++xvbn+=threw
up ^rp++++=up
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
take ^vb++++=take
your ^pp$+pp2+++=your
little ^ap++++=little
black ^jj+atrb+++=black
doll ^nn++++=doll
of ^in++++=of
the ^ati++++=the
four ^cd++++=four
thousand ^cd++++=thousand
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Keep ^vb++++=Keep
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
mascot ^nn+++??+=mascot.
. ^zz++++=EXTRAWORD
A ^at++++=A
great ^jj+atrb+++=great
singer ^nn++++=singer
always ^rb++++=always
needs ^vbz++++=needs
a ^at++++=a
mascot ^nn+++??+=mascot.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
do ^vb+do+vrb++=do
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
command ^nn++++=command
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
box ^nn++++=box
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
were ^vbd+bed+aux++=were
to ^to++++=to
see ^vbi+vprv+tht0++=see
it ^pp3+it+++=it
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
not ^xnot++not++=not
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
resist ^vb++++=resist
the ^ati++++=the
temptation ^nn+nom+++=temptation.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
day ^nn++++=day
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
dolls ^nns++++=dolls,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
such ^abl++++=such
a ^at++++=a
gem ^nn++++=gem
among ^in++++=among
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Little ^ap++++=Little
Joyce ^np++++=Joyce.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
room ^nn++++=room,
, ^zz++++=EXTRAWORD
Joyce ^np++++=Joyce.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
find ^vb+vprv+++=find
a ^at++++=a
more ^rbr++++=more
becoming ^jj+atrb++xvbg+=becoming
way ^nn++++=way
of ^in++++=of
arranging ^xvbg+++xvbg+=arranging
your ^pp$+pp2+++=your
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+aux++=has
grown ^vprf+++xvbnx+=grown
so ^pn+emph+++=so
thick ^jj++++=thick
and ^cc+phrs+++=and
long ^jj++++=long.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
idea ^nn++++=idea
how ^wrb+who+++=how
thick ^jj++++=thick
and ^cc+phrs+++=and
long ^jj++++=long.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
certainly ^rb++splt++=certainly
find ^vb+vprv+++=find
a ^at++++=a
better ^jjr+atrb+++=better
way ^nn++++=way
than ^cs+sub+++=than
that ^dt+dem+++=that
stiff ^jj+atrb+++=stiff
braid ^nn++++=braid.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Little ^ap++++=Little
Joyce ^np++++=Joyce,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall's
's ^$++++=EXTRAWORD
extended ^vbd+++xvbn+=extended
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
very ^ql+amp+++=very
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
realized ^vbd+vprv++xvbnx+=realized
that ^tht+vcmp+++=that
this ^dt+dem+++=this
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
stately ^jj+atrb+++=stately
old ^jj+atrb+++=old
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
never ^rb++++=never
liked ^vbd+++xvbn+=liked
little ^ap++++=little
girls ^nns++++=girls
unless ^cs+cnd+++=unless
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
pretty ^rb++++=pretty
or ^cc++++=or
graceful ^jj++++=graceful
or ^cc+phrs+++=or
clever ^jj++++=clever,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
beginning ^vbg+++xvbg+=beginning
to ^in++++=to
love ^nn++++=love
her ^pp3o+pp3+++=her
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
