Such ^abl++++=SUCH
the ^ati++++=the
yellow ^jj+atrb+++=yellow
flowermove ^nn+++??+=flowermove,
, ^zz++++=EXTRAWORD
raise ^vb++++=raise
your ^pp$+pp2+++=your
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
high ^jj++++=high,
, ^zz++++=EXTRAWORD
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
raise ^vb++++=raise
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Hang ^nn++++=Hang
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
quiver ^nn++++=quiver,
, ^zz++++=EXTRAWORD
life ^nn++++=life,
, ^zz++++=EXTRAWORD
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
of ^in++++=of
Minnie ^np+++??+=Minnie
Marshi ^np+++??+=MarshI,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
on ^in++++=on
my ^pp$+pp1+++=my
flowerthe ^nn+++??+=flowerthe
hawk ^nn+++??+=hawk
over ^in++++=over
the ^ati++++=the
downalone ^nn+++??+=downalone,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
what ^wdt+who+whq++=what
were ^vbd+bed+aux++=were
the ^ati++++=the
worth ^nn++++=worth
of ^in++++=of
life ^nn++++=life?
? ^zz++++=EXTRAWORD
To ^to++++=To
rise ^vbi++++=rise;
; ^zz++++=EXTRAWORD
hang ^nn++++=hang
still ^rb++++=still
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
midday ^nn++++=midday;
; ^zz++++=EXTRAWORD
hang ^nn++++=hang
still ^rb++++=still
over ^in++++=over
the ^ati++++=the
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flicker ^nn++++=flicker
of ^in++++=of
a ^at++++=a
handoff ^nn+++??+=handoff,
, ^zz++++=EXTRAWORD
up ^rp++++=up!
! ^zz++++=EXTRAWORD
then ^rn+tm+++=then
poised ^vbd+++xvbn+=poised
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Alone ^rb+cnj+++=Alone,
, ^zz++++=EXTRAWORD
unseen ^jj++++=unseen;
; ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
all ^abn++++=all
so ^pn++++=so
still ^rb++++=still
down ^rp++++=down
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
all ^abn++++=all
so ^pn+emph+++=so
lovely ^jj++++=lovely.
. ^zz++++=EXTRAWORD
None ^pn++++=None
seeing ^vbg+vprv++xvbg+=seeing,
, ^zz++++=EXTRAWORD
none ^pn++++=none
caring ^vbg+++xvbg+=caring.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes
of ^in++++=of
others ^aps++++=others
our ^pp$+pp1+++=our
prisons ^nns++++=prisons;
; ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
thoughts ^nns++++=thoughts
our ^pp$+pp1+++=our
cages ^nns++++=cages.
. ^zz++++=EXTRAWORD
Air ^nn++++=Air
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
air ^nn++++=air
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
moon ^nn++++=moon
and ^cc++++=and
immortality...oh ^nn+++??+=immortality...Oh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
drop ^vb++++=drop
to ^in++++=to
the ^ati++++=the
turf ^nn++++=turf!
! ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
down ^rp++++=down
too ^ql++++=too,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
namewomanminnie ^nn+++??+=namewomanMinnie
Marsh ^npl++++=Marsh;
; ^zz++++=EXTRAWORD
some ^dti++++=some
such ^abl++++=such
name ^nn++++=name
as ^in++++=as
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
tight ^jj++++=tight
to ^in++++=to
her ^pp3o+pp3+++=her
blossom ^vb++++=blossom;
; ^zz++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
her ^pp3o+pp3+++=her
hand ^nn++++=hand-bag,
- ^zz++++=EXTRAWORD
bag ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
takes ^vbz++++=takes
a ^at++++=a
hollow ^jj+atrb+++=hollow
shellan ^jj+atrb+++=shellan
eggwho ^nn+++??+=eggwho
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying
that ^tht+vcmp+++=that
eggs ^nns++++=eggs
were ^vbd+bed+vrb++=were
cheaper ^jjr+pred+++=cheaper?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
or ^cc++++=or
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you
who ^whp+who+++=who
said ^vbd+vpub++xvbn+=said
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
home ^nr++++=home,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
opening ^jj+++xvbg+=opening
his ^pp$+pp3+++=his
umbrella ^nn++++=umbrella
or ^cc++++=or
sneezing ^nvbg+++xvbg+=sneezing
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Anyhow ^rb+cnj+++=Anyhow,
, ^zz++++=EXTRAWORD
Kruger ^np++++=Kruger
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came
" ^zz++++="home
home ^nr++++=EXTRAWORD
a ^at++++=a
back ^jjb+atrb+++=back
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
scraped ^vbd+++xvbn+=scraped
your ^pp$+pp2+++=your
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
you ^pp2+pp2+++=you
lay ^vbd+++xvbn+=lay
across ^in+pl+++=across
your ^pp$+pp2+++=your
knees ^nns++++=knees
a ^at++++=a
pocket ^nn++++=pocket-handkerchief
- ^zz++++=EXTRAWORD
handkerchief ^nn++++=EXTRAWORD
into ^in++++=into
which ^whp+rel+pied++=which
drop ^vb++++=drop
little ^ap++++=little
angular ^jj+atrb+++=angular
fragments ^nns+nom+++=fragments
of ^in++++=of
egg ^nn++++=egg
shell ^nn++++=shell
fragments ^nns+nom+++=fragments
of ^in++++=of
a ^at++++=a
map ^nn++++=map
a ^at++++=a
puzzle ^nn++++=puzzle.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
could ^md+pos+++=could
piece ^vb++++=piece
them ^pp3o+pp3+++=them
together ^nn+nom+++=together!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
would ^md+prd+++=would
only ^rb+down+splt++=only
sit ^vb++++=sit
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+aux++0=EXTRAWORD
moved ^vpsv++agls+xvbnx+=moved
her ^pp$+pp3+++=her
knees ^nns++++=knees
the ^ati++++=the
map ^nn++++=map's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
bits ^nns++++=bits
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
the ^ati++++=the
slopes ^nns++++=slopes
of ^in++++=of
the ^ati++++=the
Andes ^np+++??+=Andes
the ^ati++++=the
white ^jj+atrb+++=white
blocks ^nns++++=blocks
of ^in++++=of
marble ^nn++++=marble
go ^vb++++=go
bounding ^nvbg+++xvbg+=bounding
and ^cc++++=and
hurtling ^nvbg+++xvbg+=hurtling,
, ^zz++++=EXTRAWORD
crushing ^jj+++xvbg+=crushing
to ^in++++=to
death ^nn++++=death
a ^at++++=a
whole ^jj+atrb+++=whole
troop ^nn++++=troop
of ^in++++=of
Spanish ^jj+atrb+++=Spanish
muleteers ^nns+nom+++=muleteers,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
convoydrake ^nn+++??+=convoyDrake's
's ^$++++=EXTRAWORD
booty ^nn++++=booty,
, ^zz++++=EXTRAWORD
gold ^nn++++=gold
and ^cc++++=and
silver ^nn++++=silver.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
to ^to++++=to
return ^vbi++++=return
To ^to++++=To
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
to ^to++++=to
where ^wrb+who+++=where?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
putting ^jj+++xvbg+=putting
her ^pp3o+pp3+++=her
umbrella ^nn++++=umbrella
in ^in++++=in
the ^ati++++=the
stand ^vb++++=stand
that ^dt+pdem+++=that
goes ^vbz++++=goes
without ^in++++=without
saying ^xvbg+++xvbg+=saying;
; ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whiff ^nn++++=whiff
of ^in++++=of
beef ^nn++++=beef
from ^in++++=from
the ^ati++++=the
basement ^nn+nom+++=basement;
; ^zz++++=EXTRAWORD
dot ^nn++++=dot,
, ^zz++++=EXTRAWORD
dot ^nn++++=dot,
, ^zz++++=EXTRAWORD
dot ^nn++++=dot.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
thus ^rb+cnj+splt++=thus
eliminate ^nn+nom+++=eliminate,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
must ^md+nec+++=must,
, ^zz++++=EXTRAWORD
head ^jjb++++=head
down ^rp++++=down,
, ^zz++++=EXTRAWORD
eyes ^nns++++=eyes
shut ^vbd+++xvbn+=shut,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
courage ^nn+nom+++=courage
of ^in++++=of
a ^at++++=a
battalion ^nn++++=battalion
and ^cc++++=and
the ^ati++++=the
blindness ^nns+nom+++=blindness
of ^in++++=of
a ^at++++=a
bull ^nn++++=bull,
, ^zz++++=EXTRAWORD
charge ^nn++++=charge
and ^cc++++=and
disperse ^vb++++=disperse
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
indubitably ^rb+cnj+++=indubitably,
, ^zz++++=EXTRAWORD
the ^ati++++=the
figures ^nns++++=figures
behind ^in+pl+++=behind
the ^ati++++=the
ferns ^nns+++??+=ferns,
, ^zz++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
hidden ^vprf+++xvbnx+=hidden
them ^pp3o+pp3+++=them
all ^abn++++=all
this ^dt+dem+++=this
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
hope ^vb++++=hope
that ^tht+vcmp+++=that
somehow ^rb++++=somehow
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
disappear ^vb+seem+++=disappear,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
better ^jjr++++=better
still ^rb++++=still
emerge ^vb++++=emerge,
, ^zz++++=EXTRAWORD
as ^in++++=as
indeed ^qlp++++=indeed
they ^pp3a+pp3+++=they
must ^md+nec+++=must,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
story ^nn++++=story's
's ^$++++=EXTRAWORD
to ^to++++=to
go ^vbi++++=go
on ^in++++=on
gathering ^xvbg+++xvbg+=gathering
richness ^nns+nom+++=richness
and ^cc++++=and
rotundity ^nn+nom+++=rotundity,
, ^zz++++=EXTRAWORD
destiny ^nn++++=destiny
and ^cc++++=and
tragedy ^nn++++=tragedy,
, ^zz++++=EXTRAWORD
as ^ql++++=as
stories ^nns++++=stories
should ^md+nec+++=should,
, ^zz++++=EXTRAWORD
rolling ^vbg+nom++xvbg+=rolling
along ^in++++=along
with ^in"++++=with
it ^pp3+it+++=it
two ^cd++++=two,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not
three ^cd++++=three,
, ^zz++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers
and ^cc++++=and
a ^at++++=a
whole ^jj+atrb+++=whole
grove ^np++++=grove
of ^in++++=of
aspidistra ^nn+++??+=aspidistra.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
fronds ^nns+++??+=fronds
of ^in++++=of
the ^ati++++=the
aspidistra ^nn+++??+=aspidistra
only ^rb+down+++=only
partly ^rb+down+++=partly
concealed ^vbd+++xvbn+=concealed
the ^ati++++=the
commercial ^jj+atrb+++=commercial
traveller ^nn+nom+++=traveller"
" ^zz++++=EXTRAWORD
Rhododendrons ^nns++++=Rhododendrons
would ^md+prd+++=would
conceal ^vb++++=conceal
him ^pp3o+pp3+++=him
utterly ^rb+cnj+++=utterly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
into ^in++++=into
the ^ati++++=the
bargain ^nn++++=bargain
give ^vb++++=give
me ^pp1o+pp1+++=me
my ^pp$+pp1+++=my
fling ^vb++++=fling
of ^in++++=of
red ^jj++++=red
and ^cc+phrs+++=and
white ^jj++++=white,
, ^zz++++=EXTRAWORD
for ^in++++=for
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
starve ^vb++++=starve
and ^cc+phrs+++=and
strive ^vb++++=strive;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rhododendrons ^nns++++=rhododendrons
in ^in++++=in
Eastbournein ^np+++??+=Eastbournein
Decemberon ^np+++??+=Decemberon
the ^ati++++=the
Marshes ^nns++++=Marshes'
' ^zz++++=EXTRAWORD
tableno ^np++++=tableno,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dare ^vb++++=dare
not ^xnot++not++=not;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
crusts ^nns++++=crusts
and ^cc++++=and
cruets ^nns+++??+=cruets,
, ^zz++++=EXTRAWORD
frills ^nns++++=frills
and ^cc++++=and
ferns ^nns+++??+=ferns.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
there ^ex+pex+++=there'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
moment ^nn++++=moment
later ^rbr+tm+++=later
by ^in++++=by
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel,
, ^zz++++=EXTRAWORD
pleasantly ^rb++++=pleasantly
pricking ^jj+++xvbg+=pricking
through ^in++++=through
the ^ati++++=the
green ^nn++++=green
fretwork ^nn+++??+=fretwork
and ^cc++++=and
over ^in++++=over
the ^ati++++=the
glacis ^nns+++??+=glacis
of ^in++++=of
cut ^nn+++xvbn+=cut
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
a ^at++++=a
desire ^nn++++=desire
to ^to+ncmp+++=to
peer ^vbi++++=peer
and ^cc++++=and
peep ^nn++++=peep
at ^in++++=at
the ^ati++++=the
man ^nn++++=man
oppositeone ^nn+++??+=oppositeone's
's ^$++++=EXTRAWORD
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
I ^pp1a+pp1+++=I
can ^md+pos+++=can
manage ^vb++++=manage.
. ^zz++++=EXTRAWORD
James ^np++++=James
Moggridge ^np+++??+=Moggridge
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
the ^ati++++=the
Marshes ^nns++++=Marshes
call ^vb++++=call
Jimmy ^np++++=Jimmy?
? ^zz++++=EXTRAWORD
[ ^zz++++=[Minnie,
minnie ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
promise ^vb+vpub+++=promise
not ^xnot++not++=not
to ^to++++=to
twitch ^vbi++++=twitch
till ^cs+sub+++=till
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
this ^dt+dem+++=this
straight ^rb++++=straight].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
James ^np++++=James
Moggridge ^np+++??+=Moggridge
travels ^nns++++=travels
inshall ^nn+++??+=inshall
we ^pp1a+pp1+++=we
say ^vb+vpub+++=say
buttons?but ^nn+++??+=buttons?but
the ^ati++++=the
time ^nn++++=time's
's ^$++++=EXTRAWORD
not ^xnot++not++=not
come ^vb++++=come
for ^in+ppvb+++=for
bringing ^xvbg+++xvbg+=bringing
them ^pp3o+pp3+++=them
inthe ^jj+++??+=inthe
big ^jj++++=big
and ^cc++++=and
the ^ati++++=the
little ^ap++++=little
on ^in++++=on
the ^ati++++=the
long ^jj+atrb+++=long
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
some ^dti++++=some
peacock ^nn++++=peacock-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
others ^aps++++=others
dull ^jj+atrb+++=dull
gold ^nn++++=gold;
; ^zz++++=EXTRAWORD
cairngorms ^nns+++??+=cairngorms
some ^dti++++=some,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
others ^aps++++=others
coral ^nn++++=coral
sprays ^nns++++=sprays
but ^cc++++=but
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
the ^ati++++=the
time ^nn++++=time's
's ^$++++=EXTRAWORD
not ^xnot++not++=not
come ^vb++++=come.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
travels ^nns++++=travels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
Thursdays ^nrs++++=Thursdays,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
Eastbourne ^np++++=Eastbourne
day ^nn++++=day,
, ^zz++++=EXTRAWORD
takes ^vbz++++=takes
his ^pp$+pp3+++=his
meals ^nns++++=meals
with ^in++++=with
the ^ati++++=the
Marshes ^nns++++=Marshes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
red ^jj+atrb+++=red
face ^nn++++=face,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
little ^ap++++=little
steady ^jj+atrb+++=steady
eyes ^nns++++=eyes
by ^in++++=by
no ^at++++=no
means ^nns++++=means
altogether ^nn+nom+++=altogether
commonplace ^jj++++=commonplace
his ^pp$+pp3+++=his
enormous ^jj+atrb+++=enormous
appetite ^nn++++=appetite
( ^zz++++=(that's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
safe ^jj++++=safe;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
Minnie ^np+++??+=Minnie
till ^in++++=till
the ^ati++++=the
bread ^nn++++=bread's
's ^$++++=EXTRAWORD
swamped ^vwbn+++xvbn+=swamped
the ^ati++++=the
gravy ^nn++++=gravy
dry ^jj++++=dry),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
napkin ^nn++++=napkin
tucked ^vbd+++xvbn+=tucked
diamond ^nn++++=diamond-wise
- ^zz++++=EXTRAWORD
wise ^jj++++=EXTRAWORD
but ^cc++++=but
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
primitive ^jj+pred+++=primitive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whatever ^nn+nom+++=whatever
it ^pp3+it+++=it
may ^md+pos+++=may
do ^vb+do+vrb++=do
the ^ati++++=the
reader ^nn++++=reader,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
me ^pp1o+pp1+++=me
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
dodge ^nn++++=dodge
to ^in++++=to
the ^ati++++=the
Moggridge ^np+++??+=Moggridge
household ^nn++++=household,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
that ^dt+dem+++=that
in ^in++++=in
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
family ^nn++++=family
boots ^nns++++=boots
are ^vb+ber+aux++=are
mended ^vpsv++agls+xvbnx+=mended
on ^in++++=on
Sundays ^nrs++++=Sundays
by ^in++++=by
James ^np++++=James
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reads ^vbz++++=reads
Truth ^nn++++=Truth.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
passion ^nn++++=passion?
? ^zz++++=EXTRAWORD
Roses ^nns++++=Roses
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
a ^at++++=a
retired ^jj+++xvbn+=retired
hospital ^npl+nom+++=hospital
nurse ^vb++++=nurse
interesting ^jj++++=interesting
for ^in++++=for
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake
let ^vbd+++xvbn+=let
me ^pp1o+pp1+++=me
have ^vb+hv+vrb++=have
one ^cd1++++=one
woman ^nn++++=woman
with ^in++++=with
a ^at++++=a
name ^nn++++=name
I ^pp1a+pp1+++=I
like ^in+strn+++=like!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
of ^in++++=of
the ^ati++++=the
unborn ^jj+atrb+++=unborn
children ^nns++++=children
of ^in++++=of
the ^ati++++=the
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
illicit ^jj++++=illicit,
, ^zz++++=EXTRAWORD
none ^pn++++=none
the ^ati++++=the
less ^ql++++=less
loved ^jj+++xvbn+=loved,
, ^zz++++=EXTRAWORD
like ^in++++=like
my ^pp$+pp1+++=my
rhododendrons ^nns++++=rhododendrons.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
many ^ap++++=many
die ^vb++++=die
in ^in++++=in
every ^at++++=every
novel ^nn++++=novel
that ^tht+rel+subj++=that's
's ^vbz+bez+aux++0=EXTRAWORD
written ^vpsv++agls+xvbnx+=written
the ^ati++++=the
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dearest ^jjt++++=dearest,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Moggridge ^np+++??+=Moggridge
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
life ^nn++++=life's
's ^$++++=EXTRAWORD
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here's
's ^vbz+bez+vrb++0=EXTRAWORD
Minnie ^np+++??+=Minnie
eating ^vwbg+++xvbg+=eating
her ^pp3o+pp3+++=her
egg ^nn++++=egg
at ^in++++=at
the ^ati++++=the
moment ^nn++++=moment
opposite ^nn++++=opposite
and ^cc++++=and
at ^rb++++=at
t ^zz++++=t'other
'other ^jjr+atrb+++0=EXTRAWORD
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
line ^nn++++=line
are ^vb+ber+vrb++=are
we ^pp1a+pp1+++=we
past ^jjb++++=past
Lewes?there ^np+++??+=Lewes?there
must ^md+nec+++=must
be ^vb+be+vrb++=be
Jimmy ^np++++=Jimmy
or ^cc+cls+++=or
what ^wdt+who+++=what's
's ^vbz+bez+aux++0=EXTRAWORD
her ^pp3o+pp3+++=her
twitch ^vb++++=twitch
for ^in+strn+++=for?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
must ^md+nec+++=must
be ^vb+be+vrb++=be
Moggridgelife ^np++++=Moggridgelife's
's ^$++++=EXTRAWORD
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
imposes ^vbz++++=imposes
her ^pp$+pp3+++=her
laws ^nns++++=laws;
; ^zz++++=EXTRAWORD
life ^nn++++=life
blocks ^nns++++=blocks
the ^ati++++=the
way ^nn++++=way;
; ^zz++++=EXTRAWORD
life ^nn++++=life's
's ^vbz+bez+vrb++0=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
fern ^jj+++xvbn+=fern;
; ^zz++++=EXTRAWORD
life ^nn++++=life's
's ^$++++=EXTRAWORD
the ^ati++++=the
tyrant ^nn++++=tyrant;
; ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
the ^ati++++=the
bully ^nn++++=bully!
! ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
assure ^vb++++=assure
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
come ^vb++++=come
willingly ^rb++++=willingly;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vb++++=come
wooed ^vpsv++by+xvbn+=wooed
by ^in++++=by
Heaven ^nn++++=Heaven
knows ^vbz+vprv+++=knows
what ^wdt+who+whcl++=what
compulsion ^nn++++=compulsion
across ^in+pl+++=across
ferns ^nns+++??+=ferns
and ^cc++++=and
cruets ^nns+++??+=cruets,
, ^zz++++=EXTRAWORD
tables ^nns++++=tables
splashed ^vbd+++xvbn+=splashed
and ^cc++++=and
bottles ^nns++++=bottles
smeared ^vbd+++xvbn+=smeared.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vprf+++xvbn+=come
irresistibly ^jj++++=irresistibly
to ^to++++=to
