Towards ^in++++=Towards
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Arab ^jj++++=Arab,
, ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
the ^ati++++=the
one ^cd1++++=one
and ^cc++++=and
appealing ^jj+++xvbg+=appealing
to ^in++++=to
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
refused ^vbd+++xvbn+=refused
no ^at++++=no
drink ^vb++++=drink,
, ^zz++++=EXTRAWORD
Baugh ^np+++??+=Baugh,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Stubb ^np+++??+=Stubb
reproachfully ^rb++++=reproachfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
little ^ap++++=little
sawed ^jj+++xvbn+=sawed-off
- ^zz++++=EXTRAWORD
off ^rp+pl+++=EXTRAWORD
burnt ^vbd+++xvbn+=burnt-offering,
- ^zz++++=EXTRAWORD
offering ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
the ^ati++++=the
policy ^nn++++=policy
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
must ^md+nec+++=must
use ^vb++++=use
in ^in++++=in
handling ^xvbg+++xvbg+=handling
this ^dt+dem+++=this
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
a ^at++++=a
delicate ^jj+atrb+++=delicate
play ^nn++++=play,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
managed ^vpsv++agls+xvbnx+=managed
roughshod ^jj++++=roughshod
on ^in++++=on
horseback ^nn++++=horseback.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+vrb++=has
food ^nn++++=food,
, ^zz++++=EXTRAWORD
shelter ^nn++++=shelter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drink ^nn++++=drink
in ^in++++=in
it ^pp3+it+++=it
for ^in++++=for
us ^pp1o+pp1+++=us
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
must ^md+nec+++=must
be ^vb+be+aux++=be
kept ^vpsv++agls+xvbnx+=kept
in ^rb+phrv+++=in
the ^ati++++=the
background ^nn++++=background.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^jjb+atrb+++=main
play ^nn++++=play
now ^rn+tm+++=now
is ^vbz+bez+aux++=is
to ^to++++=to
convince ^vbi++++=convince
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
a ^at++++=a
call ^nn++++=call
to ^to++++=to
serve ^vbi++++=serve
his ^pp$+pp3+++=his
country ^nn++++=country
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
sheriff ^nn++++=sheriff.
. ^zz++++=EXTRAWORD
Bear ^vb+vprv+++=Bear
down ^rp++++=down
heavy ^jj++++=heavy
on ^in++++=on
the ^ati++++=the
emergency ^nn++++=emergency
clause ^nn++++=clause.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
make ^vb++++=make
him ^pp3o+pp3+++=him
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
no ^at++++=no
other ^ap++++=other
name ^nn++++=name
but ^cc++++=but
Louie ^np++++=Louie
Seigerman ^np+nom++??+=Seigerman
will ^md+prd+++=will
satisfy ^vb++++=satisfy
the ^ati++++=the
public ^jj+atrb+++=public
clamor ^nn++++=clamor.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
Stubby ^np+++??+=Stubby,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
gifted ^jj+atrb+++=gifted
and ^cc+phrs+++=and
accomplished ^jj+atrb++xvbn+=accomplished
liar ^nn++++=liar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
that ^dt+dem+++=that
reason ^nn++++=reason
I ^pp1a+pp1+++=I
insist ^vb+vpub+++=insist
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
work ^vb++++=work
your ^pp$+pp2+++=your
brain ^nn++++=brain
and ^cc++++=and
tongue ^nn++++=tongue
in ^in++++=in
this ^dt+dem+++=this
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
Keep ^vb++++=Keep
your ^pp$+pp2+++=your
own ^ap++++=own
motive ^nn++++=motive
in ^in++++=in
the ^ati++++=the
background ^nn++++=background
and ^cc++++=and
bring ^vb++++=bring
his ^pp$+pp3+++=his
to ^in++++=to
the ^ati++++=the
front ^nn++++=front.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
play ^vb++++=play
your ^pp$+pp2+++=your
part ^nn++++=part?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
until ^cs+sub+++=until
tomorrow ^nr+tm+++=to-morrow
to ^to++++=to
think ^vbi+vprv+tht0++=think
it ^pp3+it+++=it
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
try ^vb++++=try,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Stubb ^np+++??+=Stubb.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
afternoon ^nn++++=afternoon
Baugh ^np+++??+=Baugh
and ^cc++++=and
Stubb ^np+++??+=Stubb
sauntered ^vbd+++xvbn+=sauntered
into ^in++++=into
Louie ^np++++=Louie's
's ^$++++=EXTRAWORD
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
received ^vbd+++xvbn+=received
a ^at++++=a
very ^ql+amp+++=very
cordial ^jj++++=cordial
welcome ^jj++++=welcome
at ^in+cmpx+++=at
the ^in"++++=the
hands ^in"++++=hands
of ^in"++++=of
the ^ati++++=the
proprietor ^nn++++=proprietor.
. ^zz++++=EXTRAWORD
Baugh ^np+++??+=Baugh
introduced ^vwbn+++xvbn+=introduced
Stubb ^np+++??+=Stubb
as ^in++++=as
a ^at++++=a
friend ^nn++++=friend
of ^in++++=of
his ^pp$+pp3+++=his
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
in ^in++++=in
town ^nn++++=town
that ^tht+rel+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
also ^rb++++=also
interested ^jj++++=interested
in ^in++++=in
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
might ^md+pos+++=might
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
offer ^vb++++=offer
some ^dti++++=some
practical ^jj+atrb+++=practical
suggestions ^nns+nom+++=suggestions.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
polite ^jj+atrb+++=polite
refusal ^nn++++=refusal
to ^to+ncmp+++=to
indulge ^vbi++++=indulge
in ^in++++=in
a ^at++++=a
social ^jj+atrb+++=social
glass ^nn++++=glass
with ^in++++=with
the ^ati++++=the
proprietor ^nn++++=proprietor
almost ^rb+hdg+++=almost
hurt ^vbd+++xvbn+=hurt
his ^pp$+pp3+++=his
feelings ^nns+nom+++=feelings.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
retire ^vb++++=retire
to ^in++++=to
the ^ati++++=the
rear ^jjb+atrb+++=rear
room ^nn++++=room
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
of ^in++++=of
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
the ^ati++++=the
leisure ^nn++++=leisure,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Baugh ^np+++??+=Baugh.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
secure ^vb++++=secure
in ^in++++=in
the ^ati++++=the
back ^jjb+atrb+++=back
room ^nn++++=room,
, ^zz++++=EXTRAWORD
Stubb ^np+++??+=Stubb
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baughman ^np+nom+++=Baughman
has ^vbz+hvz+aux++=has
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
local ^jj+atrb+++=local
manager ^nn++++=manager
of ^in++++=of
the ^ati++++=the
Ohio ^np+++??+=Ohio
Cattle ^nns++++=Cattle
Company ^nn++++=Company
operating ^vwbg+++xvbg+=operating
in ^in++++=in
the ^ati++++=the
Strip ^nn++++=Strip.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
spending ^vbg+++xvbgx+=spending
considerable ^jj+atrb+++=considerable
time ^nn++++=time
in ^in++++=in
your ^pp$+pp2+++=your
town ^nn++++=town
at ^rb++++=at
present ^vb++++=present,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
overseeing ^vbg+++xvbgx+=overseeing
the ^ati++++=the
wintering ^jj+++xvbg+=wintering
of ^in++++=of
something ^pn++++=something
like ^in++++=like
a ^at++++=a
hundred ^cd++++=hundred
saddle ^nn++++=saddle
horses ^nns++++=horses
and ^cc++++=and
two ^cd++++=two
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
of ^in++++=of
our ^pp$+pp1+++=our
thoroughbred ^jj+atrb++xvbn+=thoroughbred
bulls ^nns++++=bulls.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
worked ^vbd+++xvbn+=worked
our ^pp$+pp1+++=our
saddle ^nn++++=saddle
stock ^nn++++=stock
so ^ql+emph+++=so
late ^jj++++=late
last ^rb++++=last
fall ^nn++++=fall,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
on ^rp++++=on
my ^pp$+pp1+++=my
advice ^nn++++=advice
the ^ati++++=the
superintendent ^nn++++=superintendent
sent ^vbd+++xvbn+=sent
them ^pp3o+pp3+++=them
into ^in++++=into
the ^ati++++=the
State ^nn++++=State
to ^to++++=to
be ^vbi++vrb++=be
corn ^nn++++=corn-fed
- ^zz++++=EXTRAWORD
fed ^vwbn+++xvbn+=EXTRAWORD
for ^in++++=for
the ^ati++++=the
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bulls ^nns++++=bulls
were ^vbd+bed+vrb++=were
too ^ql++++=too
valuable ^jj++++=valuable
to ^to++++=to
be ^vbi+vbi+aux++=be
risked ^vpsv++agls+xvbnx+=risked
on ^in++++=on
the ^ati++++=the
range ^nn++++=range.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+vrb++=had
over ^in++++=over
fifty ^cd++++=fifty
stolen ^vprf+++xvbn+=stolen
last ^rb++++=last
season ^nn++++=season,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
cost ^nn++++=cost
us ^pp1o+pp1+++=us
over ^in++++=over
three ^cd++++=three
hundred ^cd++++=hundred
dollars ^nns++++=dollars
a ^at++++=a
head ^nn++++=head.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
letter ^nn++++=letter
this ^dt+dem+++=this
morning ^nn++++=morning
from ^in++++=from
our ^pp$+pp1+++=our
superintendent ^nn++++=superintendent,
, ^zz++++=EXTRAWORD
asking ^jj+++xvbg+=asking
me ^pp1o+pp1+++=me
to ^to++++=to
unite ^vbi++++=unite
with ^in++++=with
what ^wdt+who+++=what
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
general ^jj+atrb+++=general
movement ^nn+nom+++=movement
to ^to++++=to
suppress ^nns+nom+++=suppress
this ^dt+dem+++=this
high ^jj++++=high-handed
- ^zz++++=EXTRAWORD
handed ^vwbn+++xvbn+=EXTRAWORD
stealing ^nvbg+++xvbg+=stealing
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
run ^vprf+++xvbnx+=run
riot ^nn++++=riot
in ^in++++=in
this ^dt+dem+++=this
county ^nn++++=county
in ^in++++=in
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baughman ^np+nom+++=Baughman
has ^vbz+hvz+aux++=has
probably ^rb++splt++=probably
acquainted ^vprf+++xvbnx+=acquainted
you ^pp2+pp2+++=you
with ^in++++=with
the ^ati++++=the
general ^jj++++=general
sentiment ^nn+nom+++=sentiment
in ^in++++=in
cattle ^nns++++=cattle
circles ^nns++++=circles
regarding ^in++++=regarding
what ^wdt+who+++=what
should ^md+nec+++=should
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
assure ^vbi++++=assure
you ^pp2+pp2+++=you
further ^jjb++++=further
that ^cs+sub+++=that
my ^pp$+pp1+++=my
people ^nns++++=people
stand ^vb++++=stand
ready ^jj++++=ready
to ^to+jcmp+++=to
use ^vbi++++=use
their ^pp$+pp3+++=their
best ^jjt+atrb+++=best
endeavors ^vb++++=endeavors
to ^to+vcmp+++=to
nominate ^nn+nom+++=nominate
a ^at++++=a
candidate ^nn+nom+++=candidate
who ^whp+rel+subj++=who
will ^md+prd+++=will
pledge ^vb++++=pledge
himself ^ppl+pp3+++=himself
to ^in++++=to
stamp ^nn++++=stamp
out ^rp+pl+++=out
this ^dt+dem+++=this
disgraceful ^jj+atrb+++=disgraceful
brand ^nn++++=brand-burning
- ^zz++++=EXTRAWORD
burning ^jj+++xvbg+=EXTRAWORD
and ^cc++++=and
cattle ^nns++++=cattle-rustling.
- ^zz++++=EXTRAWORD
rustling ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
protection ^nn+nom+++=protection
shown ^vbd+vprv++xvbn+=shown
the ^ati++++=the
livestock ^nn++++=livestock
interests ^nns++++=interests
in ^in++++=in
this ^dt+dem+++=this
western ^jj+atrb+++=western
country ^nn++++=country
has ^vbz+hvz+aux++=has
actually ^rb+amp+splt++=actually
driven ^vprf+++xvbnx+=driven
capital ^nn++++=capital
out ^rp+pl+++=out
of ^in++++=of
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
best ^jjt+atrb+++=best
paying ^jj+atrb++xvbg+=paying
industries ^nns++++=industries
in ^in++++=in
the ^ati++++=the
West ^np+pl+++=West.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
own ^ap++++=own
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
take ^vb++++=take
no ^at++++=no
interest ^nn++++=interest
in ^in++++=in
local ^jj+atrb+++=local
politics ^nn++++=politics.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
one ^cd1++++=one
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
enough ^dt++++=enough
for ^in++++=for
sheriff ^nn++++=sheriff
with ^in++++=with
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
year ^nn++++=year
there ^ex+pex+++=there
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
an ^at++++=an
awakening ^nn++++=awakening.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
selfish ^jj+atrb+++=selfish
interest ^nn++++=interest
that ^tht+rel+subj++=that
prompts ^vbz++++=prompts
this ^dt+dem+++=this
uprising ^nn++++=uprising;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
is ^vbz+bez+vrb++=is
the ^ati++++=the
surest ^jjt+atrb+++=surest
hope ^nn++++=hope
in ^in++++=in
politics ^nn++++=politics
for ^in++++=for
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cattle-men ^jj+atrb++xvbn+=cattle-men's
's ^vbz+bez+vrb++0=EXTRAWORD
pockets ^nns++++=pockets
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
touched ^vpsv++agls+xvbnx+=touched,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
interests ^nns++++=interests
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
endangered ^vpsv++agls+xvbnx+=endangered.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
confident ^jj++++=confident
that ^tht+jcmp+++=that
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
will ^md+prd+++=will
enter ^vb++++=enter
the ^ati++++=the
race ^nn++++=race
for ^in++++=for
this ^dt+dem+++=this
office ^nn++++=office,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+aux++=be
a ^at++++=a
walk ^vb++++=walk-away
- ^zz++++=EXTRAWORD
away ^rp+pl+++=EXTRAWORD
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
consider ^nn+nom+++=consider
the ^ati++++=the
matter ^nn++++=matter
fully ^rb+cnj+++=fully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
might ^md+pos+++=might
add ^vb+vpub+++=add
that ^tht+vcmp+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
brighter ^jjr++++=brighter
future ^jjb++++=future
for ^in++++=for
you ^pp2+pp2+++=you
politically ^rb++++=politically
than ^in++++=than
you ^pp2+pp2+++=you
possibly ^rb++++=possibly
can ^md+pos+++=can
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
our ^pp$+pp1+++=our
superintendent ^nn++++=superintendent's
's ^$++++=EXTRAWORD
letter ^nn++++=letter
with ^in++++=with
me ^pp1o+pp1+++=me
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
openly ^rb++++=openly
hints ^nns++++=hints
that ^tht+ncmp+++=that
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
elect ^vb++++=elect
a ^at++++=a
sheriff ^nn++++=sheriff
in ^in++++=in
this ^dt+dem+++=this
county ^nn++++=county
this ^dt+dem+++=this
fall ^nn++++=fall
who ^whp+rel+subj++=who
makes ^vbz++++=makes
an ^at++++=an
efficient ^jj+atrb+++=efficient
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
be ^vb+be+vrb++=be
strictly ^rb++++=strictly
in ^in++++=in
line ^nn++++=line
for ^in++++=for
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
United ^np++++=United
States ^nns++++=States
Marshal ^npt++++=Marshal
of ^in++++=of
western ^jj+atrb+++=western
Kansas ^np++++=Kansas
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
Indian ^jj+atrb+++=Indian
Territory ^nn++++=Territory.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
in ^in++++=in
our ^pp$+pp1+++=our
company ^nn++++=company
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
as ^in++++=as
stock ^nn++++=stock-holders
- ^zz++++=EXTRAWORD
holders ^nns+nom+++=EXTRAWORD
three ^cd++++=three
congressmen ^nns++++=congressmen
and ^cc++++=and
one ^cd1++++=one
United ^np++++=United
States ^nns++++=States
senator ^npt++++=senator.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
papers ^nns++++=papers
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
common ^jj+atrb+++=common
remark ^nn++++=remark
Down ^rp++++=Down
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
told ^vpsv++agls+xvbnx+=told,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
weather ^nn++++=weather
is ^vbz+bez+vrb++=is
chilly ^jj+pred+++=chilly
when ^wrb+who+++=when
an ^at++++=an
Ohio ^np+++??+=Ohio
man ^nn++++=man
gets ^vbz++++=gets
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
with ^in++++=with
these ^dt+dem+++=these
men ^nns++++=men
of ^in++++=of
our ^pp$+pp1+++=our
company ^nn++++=company
interested ^jj++++=interested
in ^in++++=in
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
would ^md+prd+++=would
be ^vb+be+vrb++=be
no ^at++++=no
refusing ^jj+++xvbg+=refusing
them ^pp3o+pp3+++=them
the ^ati++++=the
appointment ^nn+nom+++=appointment.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
give ^vb++++=give
you ^pp2+pp2+++=you
the ^ati++++=the
naming ^jj+++xvbg+=naming
of ^in++++=of
fifty ^cd++++=fifty
deputies ^nns++++=deputies--good
-- ^--+clp+++=EXTRAWORD
good ^jj+atrb+++=EXTRAWORD
easy ^jj+atrb+++=easy
money ^nn++++=money
in ^in++++=in
every ^at++++=every
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=could
sit ^vb++++=sit
back ^jjb++++=back
in ^in++++=in
a ^at++++=a
well ^rb++++=well-appointed
- ^zz++++=EXTRAWORD
appointed ^vbd+++xvbn+=EXTRAWORD
government ^nn+nom+++=government
office ^nn++++=office
and ^cc++++=and
enjoy ^vb++++=enjoy
the ^ati++++=the
comforts ^nns++++=comforts
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
acceptance ^nn+nom+++=acceptance
be ^vb+be+vrb++=be
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
positively ^rb++++=positively
decline ^vb++++=decline
to ^to+vcmp+++=to
enter ^vbi++++=enter
the ^ati++++=the
race ^nn++++=race,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
look ^vb++++=look
in ^in++++=in
some ^dti++++=some
other ^ap++++=other
quarter ^nn++++=quarter
for ^in++++=for
an ^at++++=an
available ^jj+atrb+++=available
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Leaving ^vbg+++xvbg+=Leaving
these ^dt+dem+++=these
remarks ^nns++++=remarks
for ^in++++=for
Seigerman ^np+nom+++=Seigerman's
's ^$++++=EXTRAWORD
reflections ^nns+nom+++=reflections,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Seigerman ^np+nom++??+=Seigerman
started ^vbd+++xvbn+=started
to ^to++++=to
follow ^vbi+vprv+++=follow,
, ^zz++++=EXTRAWORD
Baugh ^np+++??+=Baugh
tapped ^vwbn+++xvbn+=tapped
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
to ^to++++=to
wait ^vbi++++=wait,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
something ^pn++++=something
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Baugh ^np+++??+=Baugh
now ^rn+tm+++=now
confirmed ^vbn+vpub+tht0+xvbn+=confirmed
everything ^pn++++=everything
said ^vbd+vpub++xvbn+=said,
