[ ^zz++++=[The
head ^nn++++=head
as ^ql++++=as
I ^pp1a+pp1+++=I
ducked ^vbd+++xvbnx+=ducked
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
moorland ^nn++++=moorland
rising ^vwbg+++xvbg+=rising
straight ^jj++++=straight
in ^in++++=in
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rounded ^vbd+++xvbn+=rounded
hills ^npl++++=hills
with ^in++++=with
the ^ati++++=the
daylight ^nn++++=daylight
on ^in++++=on
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
dashing ^vbg+++xvbgx+=dashing
over ^in++++=over
a ^at++++=a
granite ^nn++++=granite
bridge ^nn++++=bridge
and ^cc++++=and
through ^in++++=through
a ^at++++=a
whitewashed ^jj+atrb++xvbn+=whitewashed
street ^nn++++=street,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
hoofs ^nns++++=hoofs
drumming ^vwbg+++xvbg+=drumming
the ^ati++++=the
villagers ^nns+nom+++=villagers
up ^rp++++=up
from ^in++++=from
their ^pp$+pp3+++=their
beds ^nns++++=beds.
. ^zz++++=EXTRAWORD
Faces ^vbz++++=Faces
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
of ^in++++=of
windows ^nns++++=windows
and ^cc++++=and
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
like ^in++++=like
scraps ^nns++++=scraps
of ^in++++=of
a ^at++++=a
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
just ^rb+emph+++=just
beyond ^in++++=beyond
the ^ati++++=the
village ^nn+nom+++=village
we ^pp1a+pp1+++=we
passed ^vbd+++xvbn+=passed
an ^at++++=an
old ^jj+atrb+++=old
labourer ^nn+nom+++=labourer
trudging ^vwbg+++xvbg+=trudging
to ^in++++=to
his ^pp$+pp3+++=his
work ^nn++++=work,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
jumped ^vbd+++xvbnx+=jumped
into ^in++++=into
the ^ati++++=the
hedge ^nn++++=hedge
and ^cc++++=and
grinned ^vbd+++xvbn+=grinned
as ^ql++++=as
we ^pp1a+pp1+++=we
went ^vpsv++by+xvbn+=went
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
climbing ^vbg+++xvbgx+=climbing
the ^ati++++=the
moor ^npl++++=moor
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
lopping ^jj+atrb++xvbg+=lopping
gallop ^nn++++=gallop
that ^tht+rel+subj++=that
set ^vbd+++xvbn+=set
the ^ati++++=the
packet ^nn++++=packet
of ^in++++=of
dolls ^nns++++=dolls
bob ^np++++=bob-bobbing
- ^zz++++=EXTRAWORD
bobbing ^vbg+++xvbg+=EXTRAWORD
on ^in++++=on
my ^pp$+pp1+++=my
back ^jjb++++=back
to ^in++++=to
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
tune ^nn++++=tune.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horses ^nns++++=horses
behind ^in+pl+++=behind
were ^vbd+bed+aux++=were
nearly ^rb+down+splt++=nearly
spent ^vpsv++agls+xvbnx+=spent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sweat ^nn++++=sweat
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
their ^pp$+pp3+++=their
soaped ^jj+++xvbn+=soaped
hides ^vbz++++=hides
into ^in++++=into
a ^at++++=a
complete ^jj++++=complete
lather ^jjr++++=lather.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
mare ^nn++++=mare
generalled ^vbd+++xvbn+=generalled
them ^pp3o+pp3+++=them
all ^abn++++=all
the ^ati++++=the
while ^cs+sub+++=while;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
striking ^vbg+++xvbg+=striking
on ^in++++=on
a ^at++++=a
cart ^nn++++=cart-track
- ^zz++++=EXTRAWORD
track ^nn++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
second ^od++++=second
rise ^nn++++=rise
of ^in++++=of
the ^ati++++=the
moor ^npl++++=moor,
, ^zz++++=EXTRAWORD
slowed ^xvbn+++xvbn+=slowed
down ^rb+phrv+++=down
to ^in++++=to
a ^at++++=a
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
wheeled ^j+++xvbn+=wheeled
round ^in++++=round
and ^cc++++=and
scanned ^vbd+++xvbn+=scanned
the ^ati++++=the
troop ^nn++++=troop.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
struggled ^vbd+++xvbnx+=struggled
up ^rp++++=up
she ^pp3a+pp3+++=she
whinnied ^vbd+++xvbnx+=whinnied
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
A ^at++++=A
whistle ^nn++++=whistle
answered ^vbd+vpub++xvbn+=answered
her ^pp$+pp3+++=her
far ^rb+pl+++=far
down ^in++++=down
the ^ati++++=the
lane ^nn++++=lane,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
it ^pp3+it+++=it
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
off ^in+pl+++=off
again ^rb+tm+++=again
like ^in++++=like
a ^at++++=a
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
The ^ati++++=The
track ^nn++++=track
led ^vbd+++xvbn+=led
down ^rp++++=down
into ^in++++=into
a ^at++++=a
hollow ^nn++++=hollow,
, ^zz++++=EXTRAWORD
some ^dti++++=some
acres ^nns++++=acres
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
saucer ^nn++++=saucer
scooped ^vbd+++xvbn+=scooped
between ^in++++=between
two ^cd++++=two
slopes ^nns++++=slopes
of ^in++++=of
the ^ati++++=the
moor ^npl++++=moor;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
it ^pp3+it+++=it--just
-- ^--+clp+++=EXTRAWORD
just ^rb+emph+++=EXTRAWORD
low ^jj++++=low
enough ^qlp++++=enough
to ^to++++=to
be ^vbi+vbi+aux++=be
hidden ^vpsv++agls+xvbnx+=hidden
from ^in++++=from
the ^ati++++=the
valley ^nn++++=valley
beneath ^in+strn+++=beneath--stood
-- ^--+clp+++=EXTRAWORD
stood ^j+++xvbn+=EXTRAWORD
a ^at++++=a
whitewashed ^jj+atrb++xvbn+=whitewashed
farmhouse ^nn++++=farmhouse,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
courtlege ^nn+++??+=courtlege
in ^in++++=in
front ^jjb++++=front
and ^cc+phrs+++=and
green ^jj++++=green-painted
- ^zz++++=EXTRAWORD
painted ^xvbn+++xvbn+=EXTRAWORD
gate ^np++++=gate;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
this ^dt+dem+++=this
gate ^nn++++=gate
three ^cd++++=three
persons ^nns++++=persons
watched ^vbd+++xvbn+=watched
us ^pp1o+pp1+++=us
as ^ql++++=as
we ^pp1a+pp1+++=we
came ^vbd+++xvbn+=came--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
man ^nn++++=man
and ^cc++++=and
two ^cd++++=two
women ^nns++++=women.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
by ^in++++=by
his ^pp$+pp3+++=his
dress ^nn++++=dress
was ^vbd+bedz+vrb++=was
plainly ^rb++++=plainly
a ^at++++=a
farmer ^nn++++=farmer;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
catching ^jj+atrb++xvbg+=catching
sight ^nn++++=sight
of ^in++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out
something ^pn++++=something
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
towards ^in++++=towards
the ^ati++++=the
woman ^nn++++=woman
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
to ^to+vcmp+++=to
be ^vbi++vrb++=be
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
other ^ap++++=other
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
some ^dti++++=some
paces ^nns++++=paces
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
very ^ql+amp+++=very
different ^jj+atrb+++=different
person ^nn++++=person--tall
-- ^--+clp+++=EXTRAWORD
tall ^jj++++=EXTRAWORD
and ^cc+phrs+++=and
slight ^jj++++=slight,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
lady ^nn++++=lady;
; ^zz++++=EXTRAWORD
grey ^jj++++=grey-haired,
- ^zz++++=EXTRAWORD
haired ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
not ^xnot++not++=not
seeming ^vbg+seem++xvbg+=seeming
old ^jj++++=old;
; ^zz++++=EXTRAWORD
with ^in++++=with
long ^rb++++=long
white ^jj+atrb+++=white
hands ^nns++++=hands
and ^cc++++=and
tiny ^jj++++=tiny
high ^jj++++=high-heeled
- ^zz++++=EXTRAWORD
heeled ^vbd+++xvbn+=EXTRAWORD
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dressed ^vpsv++agls+xvbn+=dressed
in ^in++++=in
black ^jj+atrb+++=black
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
lace ^nn++++=lace
shawl ^nn++++=shawl
crossed ^vbd+++xvbn+=crossed
over ^in++++=over
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
silver ^nn++++=silver
whistle ^nn++++=whistle
hanging ^vwbg+++xvbg+=hanging
from ^in++++=from
her ^pp$+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
out ^rp+pl+++=out
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spoke ^vpsv++agls+xvbn+=spoke
to ^in++++=to
the ^ati++++=the
mare ^nn++++=mare,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
very ^ql+amp+++=very
own ^ap++++=own
Breton ^jj++++=Breton.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
Lilith ^np+++??+=Lilith!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
mess ^nn++++=mess
for ^in++++=for
me ^pp1o+pp1+++=me
to ^in++++=to
groom ^nn++++=groom!
! ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
what ^wdt+who+whcl++=what
a ^at++++=a
coat ^nn++++=coat!
! ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
Lilith ^np+++??+=Lilith!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Lilith ^np+++??+=Lilith
munched ^vbd+++xvbn+=munched
the ^ati++++=the
sugar ^nn++++=sugar--"Who
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
who ^whp+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
little ^ap++++=little
boy ^nn++++=boy?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv+tht0+xvbn+=saw
you ^pp2+pp2+++=you
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
Explain ^vb+vpub+tht0++=Explain
yourself ^ppl+pp2+++=yourself,
, ^zz++++=EXTRAWORD
kindly ^rb+cnj+++=kindly,
, ^zz++++=EXTRAWORD
little ^ap++++=little
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Yann ^np+++??+=Yann,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I;
; ^zz++++=EXTRAWORD
" ^zz++++="Yann
yann ^nn+++??+=EXTRAWORD
Riel ^np+++??+=Riel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
from ^in++++=from
Roscoff ^np+++??+=Roscoff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and--O
-- ^--+clp+++=EXTRAWORD
o ^zz++++=EXTRAWORD
how ^wrb+who+++=how
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Breton ^jj+pred+++=Breton!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
speaks ^vbz++++=speaks
the ^ati++++=the
Breton ^jj++++=Breton!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
clapped ^vbd+++xvbnx+=clapped
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
me ^pp1o+pp1+++=me
down ^rp++++=down
from ^in++++=from
my ^pp$+pp1+++=my
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissed ^vbd+++xvbn+=kissed
me ^pp1o+pp1+++=me
on ^in++++=on
both ^abx++++=both
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
" ^zz++++="Yann,
yann ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
sleep ^vb++++=sleep
now ^rn+tm+++=now--this
-- ^--+clp+++=EXTRAWORD
this ^dt+dem+++=EXTRAWORD
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
only ^rb+down+++=only
how ^wrb+who+++=how
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
word ^nn++++=word
or ^cc++++=or
two ^cd++++=two--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may
repeat ^vb++++=repeat
to ^in++++=to
the ^ati++++=the
farmer ^nn++++=farmer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
my ^pp$+pp1+++=my
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
about ^in++++=about
the ^ati++++=the
run ^nn+++xvbn+=run,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dragoons ^nns+++??+=dragoons
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
on ^in++++=on
Lilith ^np++++=Lilith's
's ^$++++=EXTRAWORD
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="Wonderful,
wonderful ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
wonderful ^jj++++=wonderful!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
how ^wrb+who+++=how
came ^vbd+++xvbn+=came
she ^pp3a+pp3+++=she
to ^to++++=to
allow ^vbi++++=allow
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
to ^in++++=to
her ^pp$+pp3+++=her
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet
at ^rb++++=at
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
Breton ^jj++++=Breton--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
spoke ^vbd+++xvbn+=spoke
in ^in++++=in
the ^ati++++=the
Breton ^jj++++=Breton?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
explains ^vbz+vpub+++=explains--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
taught ^vbd+vsua+tht0+xvbnx+=taught
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Dear ^jj+atrb+++=Dear
Lilith ^np+++??+=Lilith!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
patted ^vbd+++xvbnx+=patted
the ^ati++++=the
mare ^nn++++=mare's
's ^$++++=EXTRAWORD
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
broke ^vbd+++xvbn+=broke
off ^rb+phrv+++=off
to ^in++++=to
clap ^nn++++=clap
her ^pp$+pp3+++=her
hands ^nns++++=hands
again ^rb+tm+++=again
and ^cc++++=and
interpret ^vb++++=interpret
the ^ati++++=the
tale ^nn++++=tale
to ^in++++=to
the ^ati++++=the
farmer ^nn++++=farmer
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
farmer ^nn++++=farmer
growled ^vbd+++xvbn+=growled
a ^at++++=a
bit ^nn++++=bit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
all ^rb++++=all
began ^vbd+++xvbn+=began
to ^to++++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
says ^vbz+vpub+tht0++=says
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
' ^zz++++='rumgo,'
rumgo ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
you ^pp2+pp2+++=you
had ^vb+hv+aux++=had
better ^jjr++++=better
be ^vb+be+aux++=be
put ^vpsv++agls+xvbnx+=put
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
packet ^nn++++=packet
on ^in++++=on
your ^pp$+pp2+++=your
back ^rp++++=back--your
-- ^--+clp+++=EXTRAWORD
your ^pp$+pp2+++=EXTRAWORD
night ^nn++++=night-shirt,
- ^zz++++=EXTRAWORD
shirt ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
managed ^vprf+++xvbnx+=managed
it ^pp3+it+++=it
all ^abn++++=all
so ^pn+emph+++=so
complete ^jj++++=complete,
, ^zz++++=EXTRAWORD
Yann ^np+++??+=Yann!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed
merrily ^rb++++=merrily.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
holds ^vbz+vprv+++=holds
fifteen ^cd++++=fifteen
little ^jj+atrb+++=little
wooden ^jj+atrb+++=wooden
dolls ^nns++++=dolls,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="jointed
jointed ^jj+++xvbn+=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
knees ^nns++++=knees
and ^cc++++=and
elbows ^nns++++=elbows;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
cost ^nn++++=cost
two ^cd++++=two
sols ^&fw++++=sols
apiece ^rb++++=apiece."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
little ^jj+atrb+++=little
dolls ^nns++++=dolls--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
clever ^jj+atrb+++=clever
boy ^nn++++=boy!
! ^zz++++=EXTRAWORD
O ^zz++++=O
you ^pp2+pp2+++=you
clever ^jj+atrb+++=clever
little ^jj+atrb+++=little
boy ^nn++++=boy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kissed ^vbd+++xvbnx+=kissed
me ^pp1o+pp1+++=me
twice ^rb++++=twice
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
sleep ^vb++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
wake ^vb++++=wake,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
see ^vb+vprv+++=see."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
me ^pp1o+pp1+++=me
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand
and ^cc++++=and
hurried ^vbd+++xvbn+=hurried
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upstairs ^jjb++++=upstairs
to ^in++++=to
a ^at++++=a
great ^jj+atrb+++=great
bedroom ^nn++++=bedroom
with ^in++++=with
a ^at++++=a
large ^jj++++=large
oaken ^jj+++xvbn+=oaken
four ^cd++++=four-post
- ^zz++++=EXTRAWORD
post ^nn++++=EXTRAWORD
bed ^nn++++=bed
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
narrow ^jj+atrb+++=narrow
wooden ^jj+atrb+++=wooden
bed ^nn++++=bed
beside ^in+strn+++=beside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fire ^nn++++=fire
lit ^vbd+++xvbn+=lit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
hearth ^nn++++=hearth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
four ^cd++++=four-post
- ^zz++++=EXTRAWORD
post ^nn++++=EXTRAWORD
bed ^nn++++=bed
had ^vb+hv+vrb++=had
curtains ^nns++++=curtains
of ^in++++=of
green ^jj+atrb+++=green
damask ^nn++++=damask,
, ^zz++++=EXTRAWORD
all ^abn++++=all
closely ^rb++++=closely
pinned ^vbd+++xvbn+=pinned
around ^rp++++=around
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
green ^jj+atrb+++=green
valance ^nn+nom+++=valance.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
hung ^vpsv++agls+xvbnx+=hung
with ^in++++=with
pink ^jj+atrb+++=pink
dimity ^nn++++=dimity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
white ^jj+atrb+++=white
sheets ^nns++++=sheets
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
and ^cc++++=and
replaced ^vbd+++xvbn+=replaced
them ^pp3o+pp3+++=them
with ^in++++=with
others ^aps++++=others
from ^in++++=from
a ^at++++=a
great ^jj+atrb+++=great
wardrobe ^nn++++=wardrobe
sunk ^vbd+++xvbn+=sunk
in ^in++++=in
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
in ^in++++=in
the ^ati++++=the
chair ^nn++++=chair
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
munching ^vbg+++xvbg+=munching
a ^at++++=a
crust ^nn++++=crust
of ^in++++=of
bread ^nn++++=bread
and ^cc++++=and
feeling ^nvbg+++xvbg+=feeling
half ^abn++++=half
inclined ^jj+++xvbn+=inclined
to ^to+jcmp+++=to
cry ^vbi++++=cry
and ^cc++++=and
more ^ql++++=more
than ^cs+sub+++=than
half ^abn++++=half
inclined ^jj+++xvbn+=inclined
to ^to+jcmp+++=to
sleep ^vbi++++=sleep,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
