Mr ^npt++++=Mr.
turned ^vpsv++agls+xvbn+=turned
round ^rb+phrv+++=round
on ^in++++=on
the ^ati++++=the
music ^nn++++=music-stool
- ^zz++++=EXTRAWORD
stool ^nn++++=EXTRAWORD
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
fuss ^nn++++=fuss
about ^in++++=about
nothing ^pn++++=nothing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jennie ^np+++??+=Jennie.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
with ^in+ppvb+++=with,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
bit ^nn++++=bit
hasty ^jj++++=hasty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
judicially ^rb++++=judicially.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vprf+++xvbn+=got
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
sense ^nn++++=sense
of ^in++++=of
our ^pp$+pp1+++=our
position ^nn+nom+++=position,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes;
; ^zz++++=EXTRAWORD
" ^zz++++="that's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
complain ^vb+vpub+++=complain
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cares ^vbz++++=cares
for ^in+ppvb+++=for
nothing ^pn++++=nothing
but ^cc++++=but
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
shop ^nn++++=shop;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
company ^nn++++=company,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
buy ^vb++++=buy
anything ^pn++++=anything
to ^to++++=to
keep ^vbi++++=keep
myself ^ppl+pp1+++=myself
decent ^jj++++=decent,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
get ^vb++++=get
any ^dti++++=any
little ^jj+atrb+++=little
thing ^nn++++=thing
I ^pp1a+pp1+++=I
want ^vb++++=want
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
housekeeping ^jj+atrb++xvbg+=housekeeping
money ^nn++++=money,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
disagreeables ^nns+++??+=disagreeables.
. ^zz++++=EXTRAWORD
' ^zz++++='Economy'
economy ^nn++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says;
; ^zz++++=EXTRAWORD
est ^&fw++++0='struggle
for ^in++++=for
life ^nn++++=life,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
all ^abn++++=all
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lies ^vbz++++=lies
awake ^jj++++=awake
of ^in++++=of
nights ^nns++++=nights
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
worrying ^vbg+++xvbg+=worrying
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
can ^md+pos+++=can
screw ^vb++++=screw
me ^pp1o+pp1+++=me
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
shilling ^nn+nom+++=shilling.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
us ^pp1o+pp1+++=us
to ^to++++=to
eat ^vbi++++=eat
Dorset ^np++++=Dorset
butter ^nn++++=butter
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
once ^rb+tm+++=once
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
to ^to++++=to
give ^vbi++++=give
in ^in++++=in
to ^in++++=to
him ^pp3o+pp3+++=him--there!"
-- ^--+clp+++=EXTRAWORD
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jennie ^np+++??+=Jennie.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
values ^nns++++=values
a ^at++++=a
woman ^nn++++=woman,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence,
, ^zz++++=EXTRAWORD
lounging ^vbg+++xvbg+=lounging
back ^jjb++++=back
in ^in++++=in
the ^ati++++=the
arm ^nn++++=arm-chair,
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+aux++=be
prepared ^jj++agls+xvbnx+=prepared
to ^to+jcmp+++=to
make ^vbi++++=make
sacrifices ^nns++++=sacrifices
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
own ^ap++++=own
part ^nn++++=part,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
eye ^nn++++=eye
on ^in++++=on
Jennie ^np+++??+=Jennie,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
marrying ^xvbg+++xvbg+=marrying
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
position ^nn+nom+++=position
to ^to++++=to
do ^vbi++++=do
the ^ati++++=the
thing ^nn++++=thing
in ^in++++=in
style ^nn++++=style.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
downright ^jjb+atrb+++=downright
selfishness ^nns+nom+++=selfishness.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go
through ^in++++=through
the ^ati++++=the
rough ^jj++++=rough-and-tumble
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
tumble ^nn++++=EXTRAWORD
by ^in++++=by
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
drag ^nn++++=drag
her ^pp$+pp3+++=her--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
agree ^vb+vpub+++=agree
altogether ^nn+nom+++=altogether
with ^in++++=with
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jennie ^np+++??+=Jennie.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
why ^wrb+who+whcl++=why
a ^at++++=a
man ^nn++++=man
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
help ^nn++++=help,
, ^zz++++=EXTRAWORD
provided ^j+++xvbn+=provided
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
treat ^nn++++=treat
her ^pp3o+pp3+++=her
meanly ^jj++++=meanly,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
meanness ^nns+nom+++=meanness--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
fool ^nn++++=fool
to ^to++++=to
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
' ^zz++++='im.
im ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
' ^zz++++='ave
ave ^vb+++??+=EXTRAWORD
known ^vbd+vprv++xvbn+=known.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
' ^zz++++='adn't
ad ^&fw++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
carriage ^nn+nom+++=carriage
to ^in++++=to
our ^pp$+pp1+++=our
wedding ^nn++++=wedding."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Lord!
lord ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
stick ^vb++++=stick
out ^rp+pl+++=out
at ^in++++=at
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence,
, ^zz++++=EXTRAWORD
quite ^abl++++=quite
shocked ^jj+++xvbn+=shocked.
. ^zz++++=EXTRAWORD
" ^zz++++="Said
said ^vbd+vpub+tht0+xvbn+=EXTRAWORD
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
the ^ati++++=the
money ^nn++++=money
for ^in++++=for
his ^pp$+pp3+++=his
stock ^nn++++=stock,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
such ^abl++++=such
rubbish ^nn++++=rubbish.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
woman ^nn++++=woman
in ^in++++=in
to ^to++++=to
help ^vbi++++=help
me ^pp1o+pp1+++=me
once ^cs+tm+++=once
a ^at++++=a
week ^nn++++=week
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
for ^in++++=for
my ^pp$+pp1+++=my
standing ^nvbg+++xvbg+=standing
out ^rp+pl+++=out
plucky ^jj++++=plucky.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
fusses ^nns+++??+=fusses
he ^pp3a+pp3+++=he
makes ^vbz++++=makes
about ^in++++=about
money ^nn++++=money--comes
-- ^--+clp+++=EXTRAWORD
comes ^vbz++++=EXTRAWORD
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
pretty ^rb++++=pretty
near ^in+pl+++=near
crying ^xvbg+++xvbg+=crying,
, ^zz++++=EXTRAWORD
with ^in++++=with
sheets ^nns++++=sheets
of ^in++++=of
paper ^nn++++=paper
and ^cc++++=and
figgers ^nns+nom+++=figgers.
. ^zz++++=EXTRAWORD
' ^zz++++='If
if ^cs+cnd+++=EXTRAWORD
only ^rb+down+++=only
we ^pp1a+pp1+++=we
can ^md+pos+++=can
tide ^vb++++=tide
over ^in++++=over
this ^dt+dem+++=this
year ^nn++++=year,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
business ^nns+nom+++=business
is ^vbz+bez+aux++=is
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
go ^vbi++++=go.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='If
if ^cs+cnd+++=EXTRAWORD
only ^rb+down+++=only
we ^pp1a+pp1+++=we
can ^md+pos+++=can
tide ^vb++++=tide
over ^in++++=over
this ^dt+dem+++=this
year ^nn++++=year,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says;
; ^zz++++=EXTRAWORD
' ^zz++++='then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
only ^rb+down+++=only
we ^pp1a+pp1+++=we
can ^md+pos+++=can
tide ^vb++++=tide
over ^in++++=over
next ^ap++++=next
year ^nn++++=year.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
' ^zz++++='And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
catch ^vb++++=catch
me ^pp1o+pp1+++=me
screwing ^vbg+++xvbg+=screwing
myself ^ppl+pp1+++=myself
lean ^jj++++=lean
and ^cc+phrs+++=and
ugly ^jj++++=ugly.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
marry ^vb++++=marry
a ^at++++=a
slavey ^nn+++??+=slavey?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='if
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
wanted ^vbd+++xvbn+=wanted
one ^pn++++=one--instead
-- ^--+clp+++=EXTRAWORD
instead ^rb+cnj+++=EXTRAWORD
of ^in++++=of
a ^at++++=a
respectable ^jj+atrb+++=respectable
girl ^nn++++=girl,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
will ^md+prd+++=will
not ^xnot++not++=not
follow ^vb+vprv+++=follow
this ^dt+dem+++=this
unedifying ^jj+atrb++xvbg+=unedifying
conversation ^nn+nom+++=conversation
further ^jjb++++=further.
. ^zz++++=EXTRAWORD
Suffice ^vb++++=Suffice
it ^pp3+it+++=it
that ^cs+sub+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
satisfactorily ^rb++++=satisfactorily
disposed ^jj+++xvbn+=disposed
of ^in+ppvb+++=of,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
a ^at++++=a
snug ^jj+atrb+++=snug
little ^jj+atrb+++=little
time ^nn++++=time
round ^in++++=round
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
went ^vbd+++xvbn+=went
to ^to++++=to
get ^vbi++++=get
the ^ati++++=the
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jennie ^np+++??+=Jennie
sat ^vbd+++xvbn+=sat
coquettishly ^jj++++=coquettishly
on ^in++++=on
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence's
's ^$++++=EXTRAWORD
chair ^nn++++=chair
until ^cs+sub+++=until
the ^ati++++=the
tea ^nn++++=tea-things
- ^zz++++=EXTRAWORD
things ^nns++++=EXTRAWORD
clattered ^vbd+++xvbn+=clattered
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
playfully ^rb+cnj+++=playfully,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
badinage ^nn+nom+++=badinage
about ^in++++=about
kissing ^nn++++=kissing.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
just ^rb+emph+splt++=just
sitting ^vbg+++xvbgx+=sitting
down ^rb+phrv+++=down
to ^in++++=to
the ^ati++++=the
little ^ap++++=little
circular ^jj+atrb+++=circular
table ^nn++++=table
when ^wrb+who+++=when
the ^ati++++=the
first ^od++++=first
intimation ^nn+nom+++=intimation
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes'
' ^zz++++=EXTRAWORD
return ^vb++++=return
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
a ^at++++=a
fumbling ^jj+++xvbg+=fumbling
at ^rb++++=at
the ^ati++++=the
latch ^nn++++=latch
of ^in++++=of
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="'Ere's
' ^zz++++=EXTRAWORD
ere ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
my ^pp$+pp1+++=my
lord ^npt++++=lord,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes.
. ^zz++++=EXTRAWORD
" ^zz++++="Went
went ^vbd+++xvbn+=EXTRAWORD
out ^rp+pl+++=out
like ^in++++=like
a ^at++++=a
lion ^nn++++=lion
and ^cc++++=and
comes ^vbz++++=comes
back ^jjb++++=back
like ^in++++=like
a ^at++++=a
lamb ^nn++++=lamb,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
lay ^jjb+++xvbn+=lay."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Something ^pn++++=Something
fell ^vbd+++xvbn+=fell
over ^in++++=over
in ^in++++=in
the ^ati++++=the
shop ^nn++++=shop:
: ^zz++++=EXTRAWORD
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
sounded ^vbd+++xvbn+=sounded
like ^in+strn+++=like.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
sound ^nn++++=sound
as ^in++++=as
of ^in"++++=of
some ^dti++++=some
complicated ^jj+++xvbn+=complicated
step ^vb++++=step
exercise ^nn++++=exercise
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened
and ^cc++++=and
Coombes ^np+++??+=Coombes
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
Coombes ^np+++??+=Coombes
transfigured ^vbd+++xvbn+=transfigured.
. ^zz++++=EXTRAWORD
The ^ati++++=The
immaculate ^jj+atrb+++=immaculate
collar ^nn++++=collar
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
torn ^vpsv++agls+xvbnx+=torn
carelessly ^rb++++=carelessly
from ^in++++=from
his ^pp$+pp3+++=his
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
carefully ^rb++++=carefully-brushed
- ^zz++++=EXTRAWORD
brushed ^jj+atrb++xvbn+=EXTRAWORD
silk ^nn++++=silk
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
half ^abn++++=half-full
- ^zz++++=EXTRAWORD
full ^jj++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
crush ^nn++++=crush
of ^in++++=of
fungi ^nns++++=fungi,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
under ^in++++=under
one ^cd1++++=one
arm ^nn++++=arm;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
coat ^nn++++=coat
was ^vbd+bedz+vrb++=was
inside ^jjb+pred+++=inside
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
waistcoat ^nn++++=waistcoat
adorned ^vwbn+++xvbn+=adorned
with ^in++++=with
bunches ^nns++++=bunches
of ^in++++=of
yellow ^jj++++=yellow-blossomed
- ^zz++++=EXTRAWORD
blossomed ^vbd+++xvbn+=EXTRAWORD
furze ^nn+++??+=furze.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
little ^jj+atrb+++=little
eccentricities ^nns+nom+++=eccentricities
of ^in++++=of
Sunday ^nr++++=Sunday
costume ^nn++++=costume,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
quite ^rb++splt++=quite
overshadowed ^vpsv++by+xvbnx+=overshadowed
by ^in++++=by
the ^ati++++=the
change ^nn++++=change
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
livid ^jj+atrb+++=livid
white ^nn++++=white,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
unnaturally ^rb++++=unnaturally
large ^jj+pred+++=large
and ^cc+phrs+++=and
bright ^jj++++=bright,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
pale ^nn++++=pale
blue ^jj+atrb+++=blue
lips ^nns++++=lips
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
back ^jjb++++=back
in ^in++++=in
a ^at++++=a
cheerless ^jj+atrb+++=cheerless
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
" ^zz++++="Merry!"
merry ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
dancing ^vbg+++xvbg+=dancing
to ^to++++=to
open ^vbi++++=open
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Rational
rational ^jj++++=EXTRAWORD
' ^zz++++='njoyment.
njoyment ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Dance ^nn++++=Dance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
three ^cd++++=three
fantastic ^jj+atrb+++=fantastic
steps ^nns++++=steps
into ^in++++=into
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vbd+++xvbn+=stood
bowing ^vbg+++xvbg+=bowing.
. ^zz++++=EXTRAWORD
" ^zz++++="Jim!"
jim ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shrieked ^vbd+++xvbn+=shrieked
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
sat ^vbd+++xvbn+=sat
petrified ^jj++++=petrified,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
dropping ^jj+atrb++xvbg+=dropping
lower ^jjr+atrb+++=lower
jaw ^nn++++=jaw.
. ^zz++++=EXTRAWORD
" ^zz++++="Tea,"
