Not ^xnot++not++=Not
of ^in++++=of
lost ^jj+atrb++xvbn+=lost
gold ^nn++++=gold
to ^in++++=to
his ^pp$+pp3+++=his
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
cost ^nn++++=cost
my ^pp$+pp1+++=my
people ^nns++++=people
several ^ap++++=several
days ^nns++++=days
of ^in++++=of
hard ^jj+atrb+++=hard
labor ^nn++++=labor,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
may ^md+pos+++=may
suppose ^vb+vprv+++=suppose;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
the ^ati++++=the
time ^nn++++=time
your ^pp$+pp2+++=your
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
the ^ati++++=the
well ^rb++++=well
the ^ati++++=the
gold ^nn++++=gold
began ^vbd+++xvbn+=began
to ^to++++=to
arrive ^vbi++++=arrive
from ^in++++=from
all ^abn++++=all
parts ^nns++++=parts
of ^in++++=of
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
the ^ati++++=the
night ^nn++++=night
my ^pp$+pp1+++=my
subjects ^nns++++=subjects
dumped ^vbd+++xvbn+=dumped
it ^pp3+it+++=it
all ^rb++++=all
into ^in++++=into
the ^ati++++=the
well ^rb++++=well.
. ^zz++++=EXTRAWORD
So ^ql++++=So
you ^pp2+pp2+++=you
may ^md+pos+++=may
use ^vb++++=use
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
clear ^jj+atrb+++=clear
conscience ^nn+nom+++=conscience,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
wrong ^jj++++=wrong
no ^at++++=no
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
explanation ^nn+nom+++=explanation
delighted ^vbd+++xvbn+=delighted
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
reported ^vpsv++agls+xvbn+=reported
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband
what ^wdt+who+++=what
the ^ati++++=the
beetle ^nn++++=beetle
had ^vbd+hvd+aux++=had
said ^vprf++tht0+xvbnx+=said
he ^pp3a+pp3+++=he
also ^rb++++=also
was ^vbd+bedz+vrb++=was
overjoyed ^jj+pred+++=overjoyed.
. ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
at ^rb++++=at
once ^rb"+tm+++=once
took ^vbd+++xvbn+=took
a ^at++++=a
number ^nn++++=number
of ^in++++=of
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
the ^ati++++=the
town ^nn++++=town
to ^in++++=to
purchase ^nn++++=purchase
provisions ^nns++++=provisions
and ^cc++++=and
clothing ^nn++++=clothing
and ^cc++++=and
many ^ap++++=many
things ^nns++++=things
of ^in++++=of
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
long ^rb++splt++=long
stood ^vprf+++xvbnx+=stood
in ^in++++=in
need ^nn++++=need;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
so ^rb+emph+++=so
proud ^jj++++=proud
were ^vbd+bed+vrb++=were
they ^pp3a+pp3+++=they
of ^in++++=of
their ^pp$+pp3+++=their
newly ^rb++++=newly
acquired ^jj+atrb++xvbn+=acquired
wealth ^nn++++=wealth
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
no ^at++++=no
pains ^nns++++=pains
to ^to++++=to
conceal ^vbi++++=conceal
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
wanted ^vbd+++xvbnx+=wanted
everyone ^pn++++=everyone
to ^to++++=to
know ^vbi+vprv+tht0++=know
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
no ^at++++=no
wonder ^vb++++=wonder
that ^dt+pdem+++=that
when ^wrb+who+++=when
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
wicked ^jj+atrb+++=wicked
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
gold ^nn++++=gold
they ^pp3a+pp3+++=they
longed ^vbd+++xvbnx+=longed
to ^to+vcmp+++=to
possess ^nns+nom+++=possess
it ^pp3+it+++=it
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
they ^pp3a+pp3+++=they
spend ^vb++++=spend
this ^dt+dem+++=this
money ^nn++++=money
so ^rb++++=so
freely ^rb+cnj+++=freely,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub+tht0+xvbn+=whispered
one ^pn++++=one
to ^in++++=to
another ^dt++++=another,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
great ^jj+atrb+++=great
store ^nn++++=store
of ^in++++=of
gold ^nn++++=gold
at ^in++++=at
their ^pp$+pp3+++=their
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
hasten ^vb++++=hasten
there ^rn+pl+++=there
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
return ^vb++++=return
and ^cc++++=and
ransack ^nn+++??+=ransack
the ^ati++++=the
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
left ^vbd+++xvbnx+=left
the ^ati++++=the
village ^nn+nom+++=village
and ^cc++++=and
hurried ^vbd+++xvbn+=hurried
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
farm ^nn++++=farm
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
broke ^vbd+++xvbnx+=broke
down ^in++++=down
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
turned ^vbd+++xvbn+=turned
everything ^pn++++=everything
topsy ^nn+++??+=topsy
turvy ^nn+++??+=turvy
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
discovered ^vprf+++xvbnx+=discovered
the ^ati++++=the
gold ^nn++++=gold
in ^in++++=in
the ^ati++++=the
wood ^nn++++=wood-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
teapot ^nn++++=teapot.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+aux++=did
not ^xnot++not++=not
take ^vb++++=take
them ^pp3o+pp3+++=them
long ^vb++++=long
to ^to+vcmp+++=to
make ^vbi++++=make
this ^dt+dem+++=this
into ^in++++=into
bundles ^nns++++=bundles,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
slung ^vbd+++xvbnx+=slung
upon ^in++++=upon
their ^pp$+pp3+++=their
backs ^nns++++=backs
and ^cc++++=and
carried ^vpsv++agls+xvbn+=carried
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
probably ^rb++++=probably
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
hurry ^np++++=hurry
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
stop ^vb++++=stop
to ^to++++=to
put ^vbi++++=put
the ^ati++++=the
house ^nn++++=house
in ^in++++=in
order ^nn++++=order
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
the ^ati++++=the
good ^jj+atrb+++=good
woman ^nn++++=woman
and ^cc++++=and
her ^pp$+pp3+++=her
husband ^nn++++=husband
came ^vbd+++xvbn+=came
up ^rp++++=up
the ^ati++++=the
hill ^nn++++=hill
from ^in++++=from
the ^ati++++=the
village ^nn+nom+++=village
with ^in++++=with
their ^pp$+pp3+++=their
arms ^nns++++=arms
full ^jj++++=full
of ^in++++=of
bundles ^nns++++=bundles
and ^cc++++=and
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
a ^at++++=a
crowd ^nn++++=crowd
of ^in++++=of
small ^jj+atrb+++=small
boys ^nns++++=boys
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
hired ^vpsv++agls+xvbnx+=hired
to ^to++++=to
help ^vbi++++=help
carry ^vb++++=carry
the ^ati++++=the
purchases ^nns++++=purchases.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
followed ^vbd+vprv++xvbn+=followed
others ^aps++++=others,
, ^zz++++=EXTRAWORD
youngsters ^nns+nom+++=youngsters
and ^cc++++=and
country ^nn++++=country
louts ^nns+++??+=louts,
, ^zz++++=EXTRAWORD
attracted ^xvbn+++xvbn+=attracted
by ^in++++=by
the ^ati++++=the
wealth ^nn++++=wealth
and ^cc++++=and
prodigality ^nn+nom+++=prodigality
of ^in++++=of
the ^ati++++=the
pair ^nn++++=pair,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
from ^in++++=from
simple ^jj+atrb+++=simple
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
trailed ^j+++xvbn+=trailed
along ^in++++=along
behind ^in+pl+++=behind
like ^in++++=like
the ^ati++++=the
tail ^nn++++=tail
of ^in++++=of
a ^at++++=a
comet ^nn++++=comet
and ^cc++++=and
helped ^vprf+++xvbn+=helped
swell ^nn++++=swell
the ^ati++++=the
concourse ^nn++++=concourse
into ^in++++=into
a ^at++++=a
triumphal ^jj+atrb+++=triumphal
procession ^nn++++=procession.
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
of ^in++++=of
all ^rb++++=all
came ^vbd+++xvbn+=came
Guggins ^np+++??+=Guggins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shopkeeper ^nn+nom+++=shopkeeper,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
with ^in++++=with
much ^ap++++=much
tenderness ^nns+nom+++=tenderness
a ^at++++=a
new ^jj+atrb+++=new
silk ^nn++++=silk
dress ^nn++++=dress
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
paid ^vpsv++agls+xvbnx+=paid
for ^in++++=for
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
money ^nn++++=money
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
to ^to+vcmp+++=to
the ^ati++++=the
village ^nn+nom+++=village
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
lavishly ^rb++splt++=lavishly
expended ^vwbn+++xvbn+=expended.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
formerly ^rb+tm+splt++=formerly
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
modest ^jj+atrb+++=modest
man ^nn++++=man,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
so ^ql+emph+++=so
swelled ^jj+++xvbn+=swelled
with ^in++++=with
pride ^nn++++=pride
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
tipped ^vbd+++xvbnx+=tipped
the ^ati++++=the
rim ^nn++++=rim
of ^in++++=of
his ^pp$+pp3+++=his
hat ^nn++++=hat
over ^in++++=over
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
ear ^nn++++=ear
and ^cc++++=and
smoked ^vbd+++xvbn+=smoked
a ^at++++=a
big ^jj+atrb+++=big
cigar ^nn++++=cigar
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
fast ^jj++++=fast
making ^jj+++xvbg+=making
him ^pp3o+pp3+++=him
ill ^jj++++=ill.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
strutted ^vbd+++xvbn+=strutted
along ^in++++=along
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
like ^in++++=like
a ^at++++=a
peacock ^nn++++=peacock,
, ^zz++++=EXTRAWORD
enjoying ^vbg+++xvbg+=enjoying
to ^in++++=to
the ^ati++++=the
full ^jj++++=full
the ^ati++++=the
homage ^nn++++=homage
and ^cc++++=and
respect ^nn++++=respect
her ^pp$+pp3+++=her
wealth ^nn++++=wealth
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
from ^in++++=from
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
formerly ^rb+tm+++=formerly
deigned ^jj+++xvbn+=deigned
not ^xnot++not++=not
to ^in++++=to
notice ^nn++++=notice
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
glancing ^vbg+++xvbg+=glancing
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
at ^in++++=at
the ^ati++++=the
admiring ^jj+atrb++xvbg+=admiring
procession ^nn++++=procession
in ^in++++=in
the ^ati++++=the
rear ^nn++++=rear.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
alas ^uh++++=alas
for ^in++++=for
their ^pp$+pp3+++=their
new ^jj++++=new-born
- ^zz++++=EXTRAWORD
born ^xvbn+++xvbn+=EXTRAWORD
pride ^np++++=pride!
! ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
farmhouse ^nn++++=farmhouse
they ^pp3a+pp3+++=they
found ^vbd+vprv+tht0+xvbnx+=found
the ^ati++++=the
door ^nn++++=door
broken ^vbd+++xvbn+=broken
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
the ^ati++++=the
furniture ^nn++++=furniture
strewn ^vbd+++xvbn+=strewn
in ^in++++=in
all ^abn++++=all
directions ^nns+nom+++=directions
and ^cc++++=and
their ^pp$+pp3+++=their
treasure ^vb++++=treasure
stolen ^vbd+++xvbn+=stolen
to ^in++++=to
the ^ati++++=the
very ^ql+amp+++=very
last ^rb++++=last
gold ^nn++++=gold
piece ^nn++++=piece.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crowd ^nn++++=crowd
grinned ^vbd+++xvbn+=grinned
and ^cc+phrs+++=and
made ^vbd+++xvbn+=made
slighting ^xvbg+++xvbg+=slighting
remarks ^vbz+vpub+++=remarks
of ^in++++=of
a ^at++++=a
personal ^jj+atrb+++=personal
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Guggins ^np+++??+=Guggins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shopkeeper ^nn+nom+++=shopkeeper,
, ^zz++++=EXTRAWORD
demanded ^j+++xvbn+=demanded
in ^in++++=in
a ^at++++=a
loud ^jj+atrb+++=loud
voice ^nn++++=voice
the ^ati++++=the
money ^nn++++=money
for ^in++++=for
the ^ati++++=the
silk ^nn++++=silk
dress ^nn++++=dress
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
woman ^nn++++=woman
whispered ^vbd+++xvbn+=whispered
to ^in++++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband
to ^to++++=to
run ^vbi++++=run
and ^cc++++=and
pump ^nn++++=pump
some ^dti++++=some
more ^rbr++++=more
gold ^nn++++=gold
while ^cs+sub+++=while
she ^pp3a+pp3+++=she
kept ^vbd+++xvbnx+=kept
the ^ati++++=the
crowd ^nn++++=crowd
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
obeyed ^vbd+++xvbnx+=obeyed
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^cs+sub+++=after
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
with ^in++++=with
a ^at++++=a
white ^jj+atrb+++=white
face ^nn++++=face
to ^to++++=to
tell ^vbi++++=tell
her ^pp3o+pp3+++=her
the ^ati++++=the
pump ^nn++++=pump
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
a ^at++++=a
gold ^nn++++=gold
piece ^nn++++=piece
could ^md+pos+++=could
now ^rn+tm+++=now
be ^vb+be+aux++=be
coaxed ^vpsv++agls+xvbnx+=coaxed
from ^in++++=from
the ^ati++++=the
spout ^nn++++=spout.
. ^zz++++=EXTRAWORD
The ^ati++++=The
procession ^nn++++=procession
marched ^vbd+++xvbn+=marched
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
village ^nn+nom+++=village
laughing ^vwbg+++xvbg+=laughing
and ^cc++++=and
jeering ^jj++++=jeering
at ^in++++=at
the ^ati++++=the
farmer ^nn++++=farmer
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
pretended ^vprf+++xvbnx+=pretended
to ^to+vcmp+++=to
be ^vbi++vrb++=be
so ^ql++++=so
rich ^np++++=rich;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys
were ^vbd+bed+vrb++=were
naughty ^jj+pred+++=naughty
enough ^qlp++++=enough
to ^to++++=to
throw ^vbi++++=throw
stones ^nns++++=stones
at ^in++++=at
the ^ati++++=the
house ^nn++++=house
from ^in++++=from
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Guggins ^np++++=Guggins
carried ^vbd+++xvbn+=carried
away ^rp+pl+++=away
his ^pp$+pp3+++=his
dress ^nn++++=dress
after ^cs+sub+++=after
severely ^rb++++=severely
scolding ^vbg+++xvbg+=scolding
the ^ati++++=the
woman ^nn++++=woman
for ^in++++=for
deceiving ^xvbg+++xvbg+=deceiving
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
couple ^nn++++=couple
at ^rb++++=at
last ^rb"++++=last
found ^vbd+vprv++xvbn+=found
themselves ^ppls+pp3+++=themselves
alone ^rb++++=alone
their ^pp$+pp3+++=their
pride ^nn++++=pride
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
to ^in++++=to
humiliation ^nn+nom+++=humiliation
and ^cc++++=and
their ^pp$+pp3+++=their
joy ^nn++++=joy
to ^in++++=to
bitter ^jj+atrb+++=bitter
grief ^nn++++=grief.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
before ^cs+sub+++=before
sundown ^nn++++=sundown
the ^ati++++=the
woman ^nn++++=woman
dried ^vbd+++xvbn+=dried
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and,
, ^zz++++=EXTRAWORD
having ^vbg+++xvbg+=having
resumed ^jj+++xvbn+=resumed
her ^pp3o+pp3+++=her
ordinary ^jj+atrb+++=ordinary
attire ^nn++++=attire,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
to ^in++++=to
the ^ati++++=the
brook ^nn++++=brook
for ^in++++=for
water ^nn++++=water.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
flat ^nn++++=flat
stone ^nn++++=stone
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
King ^nn++++=King
Beetle ^np+++??+=Beetle
sitting ^vwbg+++xvbg+=sitting
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
well ^rb++++=well
is ^vbz+bez+vrb++=is
dry ^jj+pred+++=dry!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
angrily ^rb++++=angrily.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
calmly ^rb+cnj+++=calmly,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
pumped ^vprf+++xvbnx+=pumped
from ^in++++=from
it ^pp3+it+++=it
all ^rb++++=all
the ^ati++++=the
gold ^nn++++=gold
my ^pp$+pp1+++=my
people ^nns++++=people
could ^md+pos+++=could
find ^vb+vprv+++=find."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
now ^rn+tm+splt++=now
ruined ^vpsv++agls+xvbnx+=ruined,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
path ^nn++++=path
beginning ^vwbg+++xvbg+=beginning
to ^to++++=to
weep ^vbi++++=weep;
; ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
robbers ^nns+nom+++=robbers
have ^vb+hv+aux++=have
stolen ^vprf+++xvbnx+=stolen
from ^in++++=from
us ^pp1o+pp1+++=us
every ^at++++=every
penny ^nn++++=penny
we ^pp1a+pp1+++=we
possessed ^vbd+++xvbn+=possessed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
the ^ati++++=the
beetle ^nn++++=beetle;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
own ^ap++++=own
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
you ^pp2+pp2+++=you
not ^xnot++not++=not
made ^vwbn+++xvbn+=made
so ^pn+emph+++=so
great ^jj++++=great
a ^at++++=a
show ^nn++++=show
of ^in++++=of
your ^pp$+pp2+++=your
wealth ^nn++++=wealth
no ^at++++=no
one ^cd1++++=one
would ^md+prd+++=would
have ^vb+hv+aux++=have
suspected ^vprf+++xvbnx+=suspected
you ^pp2+pp2+++=you
possessed ^vbd+++xvbn+=possessed
a ^at++++=a
treasure ^nn++++=treasure,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
thought ^vb+++xvbn+=thought
to ^to+vcmp+++=to
rob ^vbi++++=rob
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
merely ^rb+down+splt++=merely
lost ^vprf+++xvbnx+=lost
the ^ati++++=the
gold ^nn++++=gold
which ^whp+rel+obj++=which
others ^aps++++=others
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
before ^in++++=before
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
probably ^rb++++=probably
be ^vb+be+aux++=be
lost ^vpsv++agls+xvbnx+=lost
many ^ap++++=many
times ^nns++++=times
more ^rbr++++=more
before ^cs+sub+++=before
the ^ati++++=the
world ^nn++++=world
comes ^vbz++++=comes
to ^in++++=to
an ^at++++=an
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
are ^vb+ber+vrb++=are
we ^pp1a+pp1+++=we
to ^to++++=to
do ^vbi++++=do
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
you ^pp2+pp2+++=you
the ^ati++++=the
money ^nn++++=money?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
worked ^vbd+++xvbn+=worked
from ^in++++=from
morning ^nn++++=morning
' ^zz++++='til
til ^nn+++??+=EXTRAWORD
night ^nn++++=night,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
work ^nn++++=work
still ^rb++++=still
remains ^vbz++++=remains
for ^in++++=for
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
composedly ^jj++++=composedly;
; ^zz++++=EXTRAWORD
" ^zz++++="no
no ^at++++=EXTRAWORD
one ^cd1++++=one
will ^md+prd+++=will
ever ^rb++splt++=ever
try ^vb++++=try
to ^to+vcmp+++=to
rob ^vbi++++=rob
you ^pp2+pp2+++=you
of ^in++++=of
that ^dt+pdem+++=that,
