Sang ^vbd+++xvbn+=Sang
! ^zz++++=EXTRAWORD
darling ^np+nom+++=darling
Kao ^np+++??+=Kao-pien!"
- ^zz++++=EXTRAWORD
pien ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Si ^&fo++++=Si
, ^zz++++=,
with ^in++++=with
a ^at++++=a
singular ^nn++++=singular
light ^jj++++=light
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Kao-pien
kao ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
pien ^vb+++xvbn+=EXTRAWORD
is ^vbz+bez+vrb++=is
also ^rb++++=also
my ^pp$+pp1+++=my
favorite ^jj++++=favorite.
. ^zz++++=EXTRAWORD
Dear ^jj+atrb+++=Dear
Ming ^np+++??+=Ming-Y,
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
chant ^nn++++=chant
his ^pp$+pp3+++=his
verses ^nns++++=verses
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
melody ^nn++++=melody
of ^in++++=of
old ^jj++++=old,
, ^zz++++=EXTRAWORD
the ^ati++++=the
music ^nn++++=music
of ^in++++=of
those ^dt+dem+++=those
grand ^jj+atrb+++=grand
years ^nns++++=years
when ^wrb+who+++=when
men ^nns++++=men
were ^vbd+bed+vrb++=were
nobler ^jjr+pred+++=nobler
and ^cc+phrs+++=and
wiser ^jjr++++=wiser
than ^in++++=than
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
their ^pp$+pp3+++=their
voices ^nns++++=voices
rose ^vbd+++xvbn+=rose
through ^in++++=through
the ^ati++++=the
perfumed ^jj+atrb++xvbn+=perfumed
night ^nn++++=night
like ^in++++=like
the ^ati++++=the
voices ^nns++++=voices
of ^in++++=of
the ^ati++++=the
wonder ^vb++++=wonder-birds,
- ^zz++++=EXTRAWORD
birds ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Fung ^np+++??+=Fung-hoang,
- ^zz++++=EXTRAWORD
hoang ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
blending ^vbg+++xvbg+=blending
together ^nn+nom+++=together
in ^in++++=in
liquid ^jj+atrb+++=liquid
sweetness ^nns+nom+++=sweetness.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ming ^np+++??+=Ming-Y,
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
overcome ^xvbn+++xvbn+=overcome
by ^in++++=by
the ^ati++++=the
witchery ^nn+nom+++=witchery
of ^in++++=of
his ^pp$+pp3+++=his
companion ^nn++++=companion's
's ^$++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
only ^rb+down+splt++=only
listen ^vb++++=listen
in ^in++++=in
speechless ^jj+atrb+++=speechless
ecstasy ^nn++++=ecstasy,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
lights ^nns++++=lights
of ^in++++=of
the ^ati++++=the
chamber ^nn++++=chamber
swam ^vbd+++xvbn+=swam
dim ^jj++++=dim
before ^in++++=before
his ^pp$+pp3+++=his
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tears ^nns++++=tears
of ^in++++=of
pleasure ^nn++++=pleasure
trickled ^vbd+++xvbn+=trickled
down ^in++++=down
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
ninth ^od++++=ninth
hour ^nn++++=hour
passed ^vbd+++xvbn+=passed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
continued ^vbd+++xvbnx+=continued
to ^to++++=to
converse ^vbi++++=converse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
drink ^vbi++++=drink
the ^ati++++=the
cool ^vb++++=cool
purple ^jj+atrb+++=purple
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
sing ^vbi++++=sing
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
the ^ati++++=the
years ^nns++++=years
of ^in++++=of
Thang ^np+++??+=Thang,
, ^zz++++=EXTRAWORD
until ^in++++=until
far ^rb+pl+++=far
into ^in++++=into
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
More ^ql++++=More
than ^cs+sub+++=than
once ^rb+tm+++=once
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
of ^in++++=of
departing ^xvbg+++xvbg+=departing;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
each ^dt++++=each
time ^nn++++=time
Si ^&fw++++=Si
would ^md+prd+++=would
begin ^vb++++=begin,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
silver ^nn++++=silver-sweet
- ^zz++++=EXTRAWORD
sweet ^jj+atrb+++=EXTRAWORD
voice ^nn++++=voice
of ^in++++=of
hers ^pp$$++++=hers,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
wondrous ^jj++++=wondrous
a ^at++++=a
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
poets ^nns++++=poets
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
women ^nns++++=women
whom ^whp+rel+obj++=whom
they ^pp3a+pp3+++=they
loved ^vbd+++xvbnx+=loved,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
as ^ql++++=as
one ^cd1++++=one
entranced ^xvbn+++xvbn+=entranced;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
she ^pp3a+pp3+++=she
would ^md+prd+++=would
sing ^vb++++=sing
for ^in++++=for
him ^pp3o+pp3+++=him
a ^at++++=a
song ^nn++++=song
so ^ql+emph+++=so
strange ^jj++++=strange
that ^tht+jcmp+++=that
all ^abn++++=all
his ^pp$+pp3+++=his
senses ^nns++++=senses
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
die ^vbi++++=die
except ^cs+sub+++=except
that ^cs"++++=that
of ^in++++=of
hearing ^xvbg+++xvbg+=hearing.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
paused ^vbd+++xvbnx+=paused
to ^in++++=to
pledge ^nn++++=pledge
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
restrain ^vb++++=restrain
himself ^ppl+pp3+++=himself
from ^in++++=from
putting ^xvbg+++xvbg+=putting
his ^pp$+pp3+++=his
arm ^vb++++=arm
about ^in++++=about
her ^pp$+pp3+++=her
round ^in++++=round
neck ^nn++++=neck
and ^cc++++=and
drawing ^nvbg+++xvbg+=drawing
her ^pp3o+pp3+++=her
dainty ^jj+atrb+++=dainty
head ^nn++++=head
closer ^rbr++++=closer
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissing ^vbg+++xvbg+=kissing
the ^ati++++=the
lips ^nns++++=lips
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
so ^ql++++=so
much ^ap++++=much
ruddier ^jjr++++=ruddier
and ^cc+phrs+++=and
sweeter ^jjr++++=sweeter
than ^in++++=than
the ^ati++++=the
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
their ^pp$+pp3+++=their
lips ^nns++++=lips
separated ^vbd+++xvbn+=separated
no ^at++++=no
more ^ql++++=more;
; ^zz++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
grew ^vbd+++xvbn+=grew
old ^jj++++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
The ^ati++++=The
birds ^nns++++=birds
awakened ^vbd+++xvbn+=awakened,
, ^zz++++=EXTRAWORD
the ^ati++++=the
flowers ^nns+nom+++=flowers
opened ^vbd+++xvbn+=opened
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
to ^in++++=to
the ^ati++++=the
rising ^jj+atrb++xvbg+=rising
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
himself ^ppl+pp3+++=himself
at ^rb++++=at
last ^rb"++++=last
compelled ^vbd+++xvbn+=compelled
to ^to+vcmp+++=to
bid ^vbi++++=bid
his ^pp$+pp3+++=his
lovely ^jj+atrb+++=lovely
enchantress ^nns+nom+++=enchantress
farewell ^nn++++=farewell.
. ^zz++++=EXTRAWORD
Si ^&fw++++=Si
, ^zz++++=,
accompanying ^jj+++xvbg+=accompanying
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
terrace ^nn++++=terrace,
, ^zz++++=EXTRAWORD
kissed ^j+++xvbn+=kissed
him ^pp3o+pp3+++=him
fondly ^jj++++=fondly
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^jj+atrb+++=EXTRAWORD
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
hither ^rb++++=hither
as ^in++++=as
often ^rb++++=often
as ^ql++++=as
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
able ^jj+pred+++=able,
, ^zz++++=EXTRAWORD
as ^ql++++=as
often ^rb++++=often
as ^ql++++=as
your ^pp$+pp2+++=your
heart ^nn++++=heart
whispers ^nns+nom+++=whispers
you ^pp2+pp2+++=you
to ^to++++=to
come ^vbi++++=come.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not
of ^in++++=of
those ^dt+dem+++=those
without ^in++++=without
faith ^nn++++=faith
and ^cc++++=and
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
betray ^vb++++=betray
secrets ^nns++++=secrets;
; ^zz++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
so ^ql+emph+++=so
young ^jj++++=young,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
also ^rb++++=also
be ^vb+be+vrb++=be
sometimes ^rb++++=sometimes
thoughtless ^jj+pred+++=thoughtless;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
pray ^vb+vsua+tht0++=pray
you ^pp2+pp2+++=you
never ^rb++++=never
to ^to++++=to
forget ^vbi+vprv+++=forget
that ^tht+vcmp+++=that
only ^rb+down+++=only
the ^ati++++=the
stars ^nns++++=stars
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
witnesses ^nns+nom+++=witnesses
of ^in++++=of
our ^pp$+pp1+++=our
love ^nn++++=love.
. ^zz++++=EXTRAWORD
Speak ^vb++++=Speak
of ^in++++=of
it ^pp3+it+++=it
to ^in++++=to
no ^ati++neg++=no
living ^jj+atrb++xvbg+=living
person ^nn++++=person,
, ^zz++++=EXTRAWORD
dearest ^jjt++++=dearest;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
take ^vb++++=take
with ^in++++=with
you ^pp2+pp2+++=you
this ^dt+dem+++=this
little ^ap++++=little
souvenir ^nn+++??+=souvenir
of ^in++++=of
our ^pp$+pp1+++=our
happy ^jj+atrb+++=happy
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
presented ^vbd+++xvbnx+=presented
him ^pp3o+pp3+++=him
with ^in++++=with
an ^at++++=an
exquisite ^jj++++=exquisite
and ^cc+phrs+++=and
curious ^jj+atrb+++=curious
little ^jj+atrb+++=little
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
a ^at++++=a
paper ^nn++++=paper-weight
- ^zz++++=EXTRAWORD
weight ^nn++++=EXTRAWORD
in ^in++++=in
likeness ^nns+nom+++=likeness
of ^in++++=of
a ^at++++=a
couchant ^nn+nom+++=couchant
lion ^nn++++=lion,
, ^zz++++=EXTRAWORD
wrought ^j+++xvbn+=wrought
from ^in++++=from
a ^at++++=a
jade ^nn+++??+=jade-stone
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
yellow ^jj++++=yellow
as ^ql++++=as
that ^cs+sub+++=that
created ^vpsv++by+xvbn+=created
by ^in++++=by
a ^at++++=a
rainbow ^nn++++=rainbow
in ^in++++=in
honor ^nn++++=honor
of ^in++++=of
Kong ^np++++=Kong-fu-tze.
- ^zz++++=EXTRAWORD
fu ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
tze ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Tenderly ^rb++++=Tenderly
the ^ati++++=the
boy ^nn++++=boy
kissed ^vbd+++xvbn+=kissed
the ^ati++++=the
gift ^nn++++=gift
and ^cc++++=and
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
hand ^nn++++=hand
that ^tht+rel+subj++=that
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
the ^ati++++=the
Spirits ^nns++++=Spirits
punish ^vb++++=punish
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
vowed ^vbd+++xvbnx+=vowed,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
ever ^rb++++=ever
I ^pp1a+pp1+++=I
knowingly ^rb++++=knowingly
give ^vb++++=give
you ^pp2+pp2+++=you
cause ^vb++++=cause
to ^to+vcmp+++=to
reproach ^vbi++++=reproach
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
sweetheart ^nn++++=sweetheart!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
they ^pp3a+pp3+++=they
separated ^vbd+++xvbnx+=separated
with ^in++++=with
mutual ^jj+atrb+++=mutual
vows ^nns+++??+=vows.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
on ^in++++=on
returning ^nn++++=returning
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Lord ^npt++++=Lord
Tchang ^np+++??+=Tchang,
, ^zz++++=EXTRAWORD
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
first ^od++++=first
falsehood ^nn+nom+++=falsehood
which ^wdt+who+whcl++=which
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
passed ^vprf+++xvbnx+=passed
his ^pp$+pp3+++=his
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
averred ^vbd+++xvbnx+=averred
that ^dt+dem+++=that
his ^pp$+pp3+++=his
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
requested ^vprf+++xvbnx+=requested
him ^pp3o+pp3+++=him
thenceforward ^rb++++=thenceforward
to ^to++++=to
pass ^vbi++++=pass
his ^pp$+pp3+++=his
nights ^nns++++=nights
at ^in++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^cs+sub+++=that
the ^ati++++=the
weather ^nn++++=weather
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
so ^ql+emph+++=so
pleasant ^jj++++=pleasant;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
way ^nn++++=way
was ^vbd+bedz+vrb++=was
somewhat ^rb+down+++=somewhat
long ^jj+pred+++=long,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
strong ^jj+pred+++=strong
and ^cc+phrs+++=and
active ^jj++++=active,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
needed ^vwbn+++xvbn+=needed
both ^abx++++=both
air ^nn++++=air
and ^cc++++=and
healthy ^jj+atrb+++=healthy
exercise ^nn++++=exercise.
. ^zz++++=EXTRAWORD
Tchang ^np+++??+=Tchang
believed ^vbd+vprv++xvbn+=believed
all ^abn++++=all
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
offered ^vbd+++xvbn+=offered
no ^at++++=no
objection ^nn+nom+++=objection.
. ^zz++++=EXTRAWORD
Accordingly ^rb++++=Accordingly
the ^ati++++=the
lad ^nn++++=lad
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
enabled ^vbd+++xvbn+=enabled
to ^to+vcmp+++=to
pass ^vbi++++=pass
all ^abn++++=all
his ^pp$+pp3+++=his
evenings ^nns++++=evenings
at ^in++++=at
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
the ^ati++++=the
beautiful ^jj++++=beautiful
Si ^&fw++++=Si
. ^zz++++=.
Each ^dt++++=Each
night ^nn++++=night
they ^pp3a+pp3+++=they
devoted ^vbd+++xvbnx+=devoted
to ^in++++=to
the ^ati++++=the
same ^ap++++=same
pleasures ^nns++++=pleasures
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
their ^pp$+pp3+++=their
first ^od++++=first
acquaintance ^nn+nom+++=acquaintance
so ^ql++++=so
charming ^nvbg+++xvbg+=charming:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
sang ^vbd+++xvbnx+=sang
and ^cc+phrs+++=and
conversed ^vbd+++xvbn+=conversed
by ^in++++=by
turns ^nns++++=turns;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
played ^vbd+++xvbnx+=played
at ^in+ppvb+++=at
chess ^nn++++=chess,
, ^zz++++=EXTRAWORD
the ^ati++++=the
learned ^jj+atrb++xvbn+=learned
game ^nn++++=game
invented ^vwbn+++xvbn+=invented
by ^in++++=by
Wu ^np+++??+=Wu-Wang,
- ^zz++++=EXTRAWORD
wang ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
an ^at++++=an
imitation ^nn+nom+++=imitation
of ^in++++=of
war ^nn++++=war;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
composed ^vbd+++xvbnx+=composed
pieces ^nns++++=pieces
of ^in++++=of
eighty ^cd++++=eighty
rhymes ^nns++++=rhymes
upon ^in++++=upon
the ^ati++++=the
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
the ^ati++++=the
streams ^nns++++=streams,
, ^zz++++=EXTRAWORD
the ^ati++++=the
birds ^nns++++=birds,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bees ^nns++++=bees.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
all ^abn++++=all
accomplishments ^nns+nom+++=accomplishments
Si ^&fw++++=Si
far ^rb+pl+++=far
excelled ^vbd+++xvbn+=excelled
her ^pp$+pp3+++=her
young ^jj+atrb+++=young
sweetheart ^nn++++=sweetheart.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
they ^pp3a+pp3+++=they
played ^vbd+++xvbnx+=played
at ^in+ppvb+++=at
chess ^nn++++=chess,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
always ^rb++++=always
Ming-y ^np++++=Ming-Y's
's ^$++++=EXTRAWORD
general ^jj++++=general,
, ^zz++++=EXTRAWORD
Ming-y ^np++++=Ming-Y's
's ^$++++=EXTRAWORD
tsiang ^nn+++??+=tsiang,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
surrounded ^vpsv++agls+xvbnx+=surrounded
and ^cc++++=and
vanquished ^jj+++xvbn+=vanquished;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
composed ^vbd+++xvbnx+=composed
verses ^nns++++=verses,
, ^zz++++=EXTRAWORD
Si ^&fw++++=Si
' ^zz++++='s
s ^zz++++=EXTRAWORD
poems ^nns++++=poems
were ^vbd+bed+vrb++=were
ever ^rb++++=ever
superior ^jj+pred+++=superior
to ^in++++=to
his ^pp$+pp3+++=his
in ^in++++=in
harmony ^nn++++=harmony
of ^in++++=of
word ^nn++++=word-coloring,
- ^zz++++=EXTRAWORD
coloring ^jj+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
elegance ^nn+nom+++=elegance
of ^in++++=of
form ^nn++++=form,
, ^zz++++=EXTRAWORD
in ^in++++=in
classic ^jj+atrb+++=classic
loftiness ^nns+nom+++=loftiness
of ^in++++=of
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
themes ^nns++++=themes
they ^pp3a+pp3+++=they
selected ^vbd+++xvbnx+=selected
were ^vbd+bed+vrb++=were
always ^rb++++=always
the ^ati++++=the
most ^ql+emph+++=most
difficult ^jj++++=difficult,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
of ^in++++=of
the ^ati++++=the
poets ^nns++++=poets
of ^in++++=of
the ^ati++++=the
Thang ^np+++??+=Thang
dynasty ^nn++++=dynasty;
; ^zz++++=EXTRAWORD
the ^ati++++=the
songs ^nns++++=songs
they ^pp3a+pp3+++=they
sang ^vbd+++xvbnx+=sang
were ^vbd+bed+vrb++=were
also ^rb++++=also
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
five ^cd++++=five
hundred ^cd++++=hundred
years ^nns++++=years
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
Youen ^np+++??+=Youen-tchin,
- ^zz++++=EXTRAWORD
tchin ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
Thou ^pp2+pp2+++=Thou-mou,
- ^zz++++=EXTRAWORD
mou ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
Kao ^np+++??+=Kao-pien
- ^zz++++=EXTRAWORD
pien ^vb+++xvbn+=EXTRAWORD
above ^jjb++++=above
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
high ^jj+atrb+++=high
poet ^nn++++=poet
and ^cc++++=and
ruler ^nn++++=ruler
of ^in++++=of
the ^ati++++=the
province ^nn++++=province
of ^in++++=of
Sze ^np+++??+=Sze-tchouen.
- ^zz++++=EXTRAWORD
tchouen ^vb+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
summer ^nn++++=summer
waxed ^vbd+++xvbn+=waxed
and ^cc+phrs+++=and
waned ^vprf+++xvbn+=waned
upon ^in++++=upon
their ^pp$+pp3+++=their
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
luminous ^jj+atrb+++=luminous
autumn ^nn++++=autumn
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
vapors ^nns++++=vapors
of ^in++++=of
phantom ^nn++++=phantom
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
shadows ^nps++++=shadows
of ^in++++=of
magical ^jj+atrb+++=magical
purple ^nn++++=purple.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
unexpectedly ^rb++++=unexpectedly
happened ^vprf+++xvbn+=happened
that ^dt+dem+++=that
the ^ati++++=the
father ^nn++++=father
of ^in++++=of
Ming ^np+++??+=Ming-Y,
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
meeting ^nvbg+++xvbg+=meeting
his ^pp$+pp3+++=his
son ^nn++++=son's
's ^$++++=EXTRAWORD
employer ^nn+nom+++=employer
at ^in++++=at
Tching ^np+++??+=Tching-tou,
- ^zz++++=EXTRAWORD
tou ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
asked ^vpsv++by+xvbnx+=asked
by ^in++++=by
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
must ^md+nec+++=must
your ^pp$+pp2+++=your
boy ^nn++++=boy
continue ^vb++++=continue
to ^to++++=to
travel ^vbi++++=travel
every ^at++++=every
evening ^nn++++=evening
to ^in++++=to
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^cs+sub+++=that
the ^ati++++=the
winter ^nn++++=winter
is ^vbz+bez+aux++=is
approaching ^vbg+++xvbgx+=approaching?
? ^zz++++=EXTRAWORD
The ^ati++++=The
way ^nn++++=way
is ^vbz+bez+vrb++=is
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
returns ^nns++++=returns
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
he ^pp3a+pp3+++=he
looks ^nns++++=looks
fordone ^nn+++??+=fordone
with ^in++++=with
weariness ^nns+nom+++=weariness.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
not ^xnot++not++=not
permit ^vb++++=permit
him ^pp3o+pp3+++=him
to ^in++++=to
slumber ^jjr++++=slumber
in ^in++++=in
my ^pp$+pp1+++=my
house ^nn++++=house
during ^in++++=during
the ^ati++++=the
season ^nn++++=season
of ^in++++=of
snow ^nn++++=snow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
father ^nn++++=father
of ^in++++=of
Ming ^np+++??+=Ming-Y,
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
greatly ^rb+amp+++=greatly
astonished ^jj+++xvbn+=astonished,
, ^zz++++=EXTRAWORD
responded ^j+++xvbn+=responded:
