Apollo ^np++++=Apollo
our ^pp$+pp1+++=our
house ^npl++++=house
seemed ^vbd+seem++xvbn+=seemed
emptied ^vbd+++xvbn+=emptied
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
my ^pp$+pp1+++=my
parents ^nns++++=parents
were ^vbd+bed+aux++=were
immersed ^vpsv++agls+xvbnx+=immersed
in ^in++++=in
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
quarters ^nns+nom+++=quarters
and ^cc++++=and
knocked ^vpsv++agls+xvbn+=knocked
on ^in++++=on
Raphael ^np++++=Raphael's
's ^$++++=EXTRAWORD
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
ajar ^rb++++=ajar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
narrow ^jj+atrb+++=narrow
bed ^nn++++=bed
pushed ^vwbn+++xvbn+=pushed
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
surprised ^j+++xvbn+=surprised,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
get ^vbi++++=get
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
his ^pp$+pp3+++=his
room ^nn++++=room
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
The ^ati++++=The
exposed ^jj+atrb++xvbn+=exposed
light ^jj+atrb+++=light
bulb ^nn++++=bulb
dangling ^vwbg+++xvbg+=dangling
from ^in++++=from
the ^ati++++=the
ceiling ^nn+nom+++=ceiling
cast ^vbd+++xvbn+=cast
sombre ^jj+atrb+++=sombre
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing.
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrugged ^vbd+++xvbnx+=shrugged
and ^cc+phrs+++=and
settled ^vbd+++xvbn+=settled
back ^jjb++++=back
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
come ^vprf+++xvbn+=come
close ^jj++++=close."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
close ^nn++++=close.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
Apollo ^np++++=Apollo
in ^in++++=in
Primary ^jj++++=Primary
3 ^zz++++=3,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
worry ^vb+vprv+++=worry.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
used ^vbd+++xvbn+=used
the ^ati++++=the
eye ^nn++++=eye
drops ^nns++++=drops
this ^dt+dem+++=this
evening ^nn++++=evening?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrugged ^vbd+++xvbnx+=shrugged
and ^cc+phrs+++=and
said ^vbd+vpub+tht0+xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bottle ^nn++++=bottle
of ^in++++=of
eye ^nn++++=eye
drops ^nns++++=drops
sat ^vbd+++xvbn+=sat
unopened ^jj+++xvbn+=unopened
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
used ^vwbn+++xvbn+=used
them ^pp3o+pp3+++=them
at ^rb++++=at
all ^abn++++=all?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
avoided ^vbd+++xvbnx+=avoided
looking ^vbg+++xvbg+=looking
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
do ^vb+do+vrb++=do
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Raphael ^np++++=Raphael,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
disembowel ^vb+++??+=disembowel
a ^at++++=a
turkey ^nn++++=turkey
and ^cc++++=and
lift ^nn++++=lift
a ^at++++=a
full ^jj+atrb+++=full
bag ^nn++++=bag
of ^in++++=of
rice ^nn++++=rice,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
drip ^nn++++=drip
liquid ^nn++++=liquid
medicine ^nn++++=medicine
into ^in++++=into
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
astonished ^vpsv++agls+xvbnx+=astonished,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
amused ^vbd+++xvbn+=amused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
around ^rp++++=around
his ^pp$+pp3+++=his
room ^nn++++=room
and ^cc++++=and
was ^vbd+bedz+aux++=was
struck ^vpsv++by+xvbnx+=struck
by ^in++++=by
how ^wrb+who+++=how
bare ^jj++++=bare
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
bed ^nn++++=bed
pushed ^vwbn+++xvbn+=pushed
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
a ^at++++=a
spindly ^jj+atrb+++=spindly
table ^nn++++=table,
, ^zz++++=EXTRAWORD
a ^at++++=a
gray ^np++++=gray
metal ^nn++++=metal
box ^nn++++=box
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
assumed ^vbd+vprv++xvbnx+=assumed
contained ^vwbn+++xvbn+=contained
all ^abn++++=all
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
owned ^vbd+++xvbnx+=owned.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
put ^vb+++xvbn+=put
the ^ati++++=the
drops ^nns++++=drops
in ^in++++=in
for ^in++++=for
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
the ^ati++++=the
bottle ^nn++++=bottle
and ^cc++++=and
twisted ^vpsv++agls+xvbn+=twisted
off ^in+pl+++=off
the ^ati++++=the
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
come ^vprf+++xvbn+=come
close ^jj++++=close,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
already ^rb++++=already
close ^jj+pred+++=close.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bent ^vbd+++xvbnx+=bent
over ^rp++++=over
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
a ^at++++=a
frantic ^nn++++=frantic
blinking ^vwbg+++xvbg+=blinking.
. ^zz++++=EXTRAWORD
" ^zz++++="Breathe
breathe ^vb++++=EXTRAWORD
like ^in++++=like
in ^in++++=in
kung ^nn+++??+=kung
fu ^nn+++??+=fu,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
touched ^vbd+++xvbnx+=touched
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
gently ^rb++++=gently
pulled ^vbd+++xvbn+=pulled
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
lower ^jjr+atrb+++=lower
left ^jj+atrb++xvbn+=left
eyelid ^nn+++??+=eyelid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
liquid ^nn++++=liquid
into ^in++++=into
his ^pp$+pp3+++=his
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
lid ^nn++++=lid
I ^pp1a+pp1+++=I
pulled ^vbd+++xvbnx+=pulled
more ^rbr++++=more
firmly ^rb+cnj+++=firmly,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
shut ^vprf+++xvbnx+=shut
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
tight ^jj++++=tight.
. ^zz++++=EXTRAWORD
" ^zz++++="Ndo,"
ndo ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Sorry."
sorry ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
his ^pp$+pp3+++=his
face ^nn++++=face
shone ^vbd+++xvbn+=shone
something ^pn++++=something
wondrous ^jj++++=wondrous.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
never ^rb++splt++=never
felt ^vprf++tht0+xvbnx+=felt
myself ^ppl+pp1+++=myself
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
admiration ^nn+nom+++=admiration.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
think ^vb+vprv+++=think
of ^in++++=of
science ^nn+nom+++=science
class ^nn++++=class,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
new ^jj+atrb+++=new
maize ^nn++++=maize
shoot ^vb++++=shoot
growing ^vbg+++xvbg+=growing
greenly ^jj++++=greenly
toward ^in++++=toward
light ^nn++++=light.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
touched ^vbd+++xvbnx+=touched
my ^pp$+pp1+++=my
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
come ^vb++++=come
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
go ^vb++++=go
to ^in++++=to
school ^nn++++=school,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
slipped ^vbd+++xvbnx+=slipped
into ^in++++=into
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
in ^in++++=in
his ^pp$+pp3+++=his
eye ^nn++++=eye
drops ^nns++++=drops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slipped ^vbd+++xvbn+=slipped
out ^rp+pl+++=out
and ^cc++++=and
into ^in++++=into
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
car ^nn++++=car,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
dropped ^vpsv++agls+xvbnx+=dropped
off ^rb+phrv+++=off
at ^rb++++=at
school ^nn++++=school.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
third ^od++++=third
day ^nn++++=day,
, ^zz++++=EXTRAWORD
Raphael ^np++++=Raphael's
's ^$++++=EXTRAWORD
room ^nn++++=room
felt ^vbd+vprv++xvbn+=felt
familiar ^jj++++=familiar
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
welcoming ^jj+++xvbg+=welcoming,
, ^zz++++=EXTRAWORD
uncluttered ^jj++++=uncluttered
by ^in++++=by
objects ^nns++++=objects.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
in ^rb+phrv+++=in
the ^ati++++=the
drops ^nns++++=drops,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
discovered ^vbd+vprv++xvbnx+=discovered
things ^nns++++=things
about ^rb++++=about
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
guarded ^vbd+++xvbnx+=guarded
closely ^rb++++=closely:
: ^zz++++=EXTRAWORD
the ^ati++++=the
early ^nn++++=early
darkening ^vwbg+++xvbg+=darkening
of ^in++++=of
hair ^nn++++=hair
above ^rb++++=above
his ^pp$+pp3+++=his
upper ^jjb+atrb+++=upper
lip ^nn++++=lip,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ringworm ^nn+++??+=ringworm
patch ^nn++++=patch
in ^in++++=in
the ^ati++++=the
hollow ^nn++++=hollow
between ^in++++=between
his ^pp$+pp3+++=his
jaw ^nn++++=jaw
and ^cc++++=and
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
his ^pp$+pp3+++=his
bed ^nn++++=bed
and ^cc++++=and
we ^pp1a+pp1+++=we
talked ^vbd+++xvbn+=talked
about ^in++++=about
" ^zz++++="Snake
snake ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Monkey ^np++++=Monkey's
's ^$++++=EXTRAWORD
Shadow ^nn++++=Shadow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
discussed ^vprf+++xvbnx+=discussed
the ^ati++++=the
film ^nn++++=film
many ^ap++++=many
times ^nns++++=times,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
said ^vbd+vpub++xvbn+=said
things ^nns++++=things
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
quiet ^nn++++=quiet
of ^in++++=of
his ^pp$+pp3+++=his
room ^nn++++=room
they ^pp3a+pp3+++=they
felt ^vbd+vprv++xvbnx+=felt
like ^in++++=like
secrets ^nns++++=secrets.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
voices ^nns++++=voices
were ^vbd+bed+vrb++=were
low ^jj+pred+++=low,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
hushed ^jj++++=hushed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body's
's ^$++++=EXTRAWORD
warmth ^nn++++=warmth
cast ^vbd+++xvbn+=cast
warmth ^nn++++=warmth
over ^rp++++=over
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
got ^vbd+++xvbnx+=got
up ^rp++++=up
to ^to++++=to
demonstrate ^nn+nom+++=demonstrate
the ^ati++++=the
snake ^nn++++=snake
style ^nn++++=style,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
both ^abx++++=both
of ^in++++=of
us ^pp1o+pp1+++=us
laughing ^nvbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
grasped ^vbd+vprv+tht0+xvbnx+=grasped
my ^pp$+pp1+++=my
hand ^nn++++=hand
in ^in++++=in
his ^pp$+pp3+++=his.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
go ^vb++++=go
and ^cc+phrs+++=and
moved ^vbd+++xvbn+=moved
slightly ^rb+down+++=slightly
away ^in+pl+++=away
from ^in"++++=from
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
Apollo ^np++++=Apollo
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv+tht0+xvbnx+=wished
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
healed ^vprf+++xvbn+=healed
so ^rb++++=so
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dreamed ^vbd+vprv++xvbnx+=dreamed
of ^in++++=of
being ^nn++++=being
with ^in++++=with
Raphael ^np++++=Raphael
and ^cc++++=and
Bruce ^np++++=Bruce
Lee ^nn++++=Lee
in ^in++++=in
an ^at++++=an
open ^jj+atrb+++=open
field ^nn++++=field,
, ^zz++++=EXTRAWORD
practicing ^vbg+++xvbg+=practicing
for ^in++++=for
a ^at++++=a
fight ^nn++++=fight.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
woke ^vbd+++xvbnx+=woke
up ^rp++++=up,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
open ^vbi++++=open.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pried ^vbd+++xvbnx+=pried
my ^pp$+pp1+++=my
lids ^nns++++=lids
apart ^in+strn+++=apart.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
eyes ^nns++++=eyes
burned ^vbd+++xvbn+=burned
and ^cc+phrs+++=and
itched ^vbd+++xvbn+=itched.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
time ^nn++++=time
I ^pp1a+pp1+++=I
blinked ^vbd+++xvbnx+=blinked,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
produce ^vbi++++=produce
more ^rbr++++=more
pale ^jj+atrb+++=pale
ugly ^jj+atrb+++=ugly
fluid ^nn++++=fluid
that ^tht+rel+++=that
coated ^jj+++xvbn+=coated
my ^pp$+pp1+++=my
lashes ^nns++++=lashes.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
felt ^vbd+vprv++xvbn+=felt
as ^cs+sub+++=as
if ^cs+cnd+++=if
heated ^xvbn+++xvbn+=heated
grains ^nns++++=grains
of ^in++++=of
sand ^nn++++=sand
were ^vbd+bed+vrb++=were
under ^in++++=under
my ^pp$+pp1+++=my
eyelids ^nns++++=eyelids.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feared ^vbd+vprv++xvbnx+=feared
that ^tht+vcmp+++=that
something ^pn++++=something
inside ^rp+pl+++=inside
me ^pp1o+pp1+++=me
was ^vbd+bedz+aux++=was
thawing ^vbg+++xvbgx+=thawing
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
supposed ^vb++pmd"+xvbn+=supposed
to ^to+vcmp+pmd++=to
thaw ^vb++++=thaw.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^nn++++=mother
shouted ^vbd+vpub++xvbn+=shouted
at ^in++++=at
Raphael ^np++++=Raphael,
, ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
bring ^vb++++=bring
this ^dt+dem+++=this
thing ^nn++++=thing
to ^in++++=to
my ^pp$+pp1+++=my
house ^nn++++=house?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
though ^cs+sub+++=though
by ^in++++=by
catching ^xvbg+++xvbg+=catching
Apollo ^np++++=Apollo
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
conspired ^vprf+++xvbn+=conspired
to ^to++++=to
infect ^vbi++++=infect
her ^pp$+pp3+++=her
son ^nn++++=son.
. ^zz++++=EXTRAWORD
Raphael ^np++++=Raphael
did ^vbd+dod+aux++=did
not ^xnot++not++=not
respond ^vb++++=respond.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
did ^vbd+dod+vrb++=did
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
shouted ^vbd+vpub++xvbnx+=shouted
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
at ^rb++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Raphael ^np++++=Raphael
was ^vbd+bedz+vrb++=was
below ^in+pl+++=below
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
manage ^vb++++=manage
to ^to+vcmp+++=to
give ^vbi++++=give
you ^pp2+pp2+++=you
Apollo ^np++++=Apollo
from ^in++++=from
his ^pp$+pp3+++=his
room ^nn++++=room?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
Raphael ^np++++=Raphael.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
it ^pp3+it+++=it
from ^in++++=from
somebody ^pn++++=somebody
in ^in++++=in
my ^pp$+pp1+++=my
class ^nn++++=class,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
my ^pp$+pp1+++=my
parents ^nns++++=parents.
. ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
known ^vprf++tht0+xvbnx+=known
my ^pp$+pp1+++=my
mother ^nn++++=mother
would ^md+prd+++=would
ask ^vb++++=ask.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
mind ^vb+++??+=mind
erased ^vbd+++xvbn+=erased
all ^rb++++=all
my ^pp$+pp1+++=my
classmates ^nns+nom+++=classmates'
' ^zz++++=EXTRAWORD
names ^nns++++=names.
. ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Chidi
chidi ^nn+++??+=EXTRAWORD
Obi ^np+++??+=Obi,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
