Translation ^nn+nom+++=Translation
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
happy ^jj+pred+++=happy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++0=He'd
'd ^vbd+hvd+aux++=EXTRAWORD
set ^vprf+++xvbnx+=set
the ^ati++++=the
bottle ^nn++++=bottle
to ^in++++=to
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
and ^cc++++=and
take ^vb++++=take
a ^at++++=a
swallow ^nn++++=swallow.
. ^zz++++=EXTRAWORD
Impatient ^jj++++=Impatient
and ^cc+phrs+++=and
desperate ^jj++++=desperate
to ^to++++=to
emulate ^nn+nom+++=emulate
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
defecate ^nn+nom+++=defecate
over ^in++++=over
myself ^ppl+pp1+++=myself
in ^in++++=in
my ^pp$+pp1+++=my
cage ^nn++++=cage
and ^cc++++=and
that ^cs+sub+++=that
again ^rb+tm+++=again
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
great ^jj+atrb+++=great
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
bottle ^nn++++=bottle
at ^rb++++=at
arm ^vb++++=arm's
's ^vbz+bez+vrb++0=EXTRAWORD
length ^nn++++=length
and ^cc++++=and
bringing ^vbg+++xvbg+=bringing
it ^pp3+it+++=it
up ^rp++++=up
once ^rb+tm+++=once
more ^rbr++++=more
with ^in++++=with
a ^at++++=a
swing ^nn++++=swing,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
drink ^vb++++=drink
it ^pp3+it+++=it
down ^rp++++=down
with ^in++++=with
one ^cd1++++=one
gulp ^nn++++=gulp,
, ^zz++++=EXTRAWORD
exaggerating ^vbg+++xvbg+=exaggerating
his ^pp$+pp3+++=his
backward ^jj++++=backward
bending ^jj+++xvbg+=bending
as ^ql++++=as
a ^at++++=a
way ^nn++++=way
of ^in++++=of
instructing ^xvbg+++xvbg+=instructing
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Exhausted ^j+++xvbn+=Exhausted
with ^in++++=with
so ^ql++++=so
much ^ap++++=much
great ^jj+atrb+++=great
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
follow ^vb+vprv+++=follow
and ^cc++++=and
would ^md+prd+++=would
hang ^vb++++=hang
weakly ^rb++++=weakly
onto ^in++++=onto
the ^ati++++=the
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
ended ^vbd+++xvbnx+=ended
the ^ati++++=the
theoretical ^jj+atrb+++=theoretical
lesson ^nn++++=lesson
by ^in++++=by
rubbing ^xvbg+++xvbg+=rubbing
his ^pp$+pp3+++=his
belly ^nn++++=belly
and ^cc++++=and
grinning ^jj+++xvbg+=grinning.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
the ^ati++++=the
practical ^nn++++=practical
exercises ^vbz++++=exercises
first ^od++++=first
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
I ^pp1a+pp1+++=I
not ^xnot++not++=not
already ^rb++++=already
too ^ql++++=too
tired ^jj+++xvbn+=tired
out ^rp+pl+++=out
by ^in++++=by
the ^ati++++=the
theoretical ^jj+atrb+++=theoretical
part ^nn++++=part?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
too ^rb++++=too
weary ^jj++++=weary.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
part ^nn++++=part
of ^in++++=of
my ^pp$+pp1+++=my
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
Nonetheless ^rb+cnj+++=Nonetheless,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
grab ^nn++++=grab
the ^ati++++=the
proffered ^jj+atrb++xvbn+=proffered
bottle ^nn++++=bottle
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could
and ^cc++++=and
uncork ^nn+++??+=uncork
it ^pp3+it+++=it
trembling ^jj+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
managed ^vprf+++xvbnx+=managed
to ^to+vcmp+++=to
do ^vbi++++=do
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
energies ^nns++++=energies
would ^md+prd+++=would
gradually ^rb++splt++=gradually
take ^vb++++=take
over ^rb+phrv+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lifted ^vbd+++xvbnx+=lifted
the ^ati++++=the
bottle ^nn++++=bottle
with ^in++++=with
hardly ^rb+down+++=hardly
any ^dti++++=any
difference ^nn+nom+++=difference
between ^in++++=between
me ^pp1o+pp1+++=me
and ^cc++++=and
the ^ati++++=the
original ^nn+nom+++=original
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
to ^in++++=to
my ^pp$+pp1+++=my
lips ^nns++++=lips
and ^cc++++=and
throw ^vb++++=throw
it ^pp3+it+++=it
away ^rp+pl+++=away
in ^in++++=in
disgust ^nn++++=disgust,
, ^zz++++=EXTRAWORD
in ^in++++=in
disgust ^nn++++=disgust,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty
and ^cc+phrs+++=and
filled ^jj+++xvbn+=filled
only ^rb+down+++=only
with ^in++++=with
the ^ati++++=the
smell ^nn++++=smell,
, ^zz++++=EXTRAWORD
throw ^vb++++=throw
it ^pp3+it+++=it
with ^in++++=with
disgust ^nn++++=disgust
onto ^in++++=onto
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
sorrow ^nn++++=sorrow
of ^in++++=of
my ^pp$+pp1+++=my
teacher ^nn++++=teacher,
, ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
own ^ap++++=own
greater ^jjr+atrb+++=greater
sorrow ^nn++++=sorrow.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
still ^rb++++=still
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
console ^nn+++??+=console
him ^pp3o+pp3+++=him
or ^cc++++=or
myself ^ppl+pp1+++=myself
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
after ^in++++=after
throwing ^xvbg+++xvbg+=throwing
away ^rp+pl+++=away
the ^ati++++=the
bottle ^nn++++=bottle,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
forget ^vb+vprv+++=forget
to ^to+vcmp+++=to
give ^vbi++++=give
my ^pp$+pp1+++=my
belly ^nn++++=belly
a ^at++++=a
splendid ^nn++++=splendid
rub ^vb++++=rub
and ^cc++++=and
to ^in++++=to
grin ^nn++++=grin
as ^ql++++=as
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
All ^abn++++=All
too ^ql++++=too
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lesson ^nn++++=lesson
went ^vbd+++xvbn+=went
that ^cs+sub+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^in++++=to
my ^pp$+pp1+++=my
teacher ^nn++++=teacher's
's ^$++++=EXTRAWORD
credit ^nn++++=credit,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
angry ^jj++++=angry
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
his ^pp$+pp3+++=his
burning ^jj+atrb++xvbg+=burning
pipe ^nn++++=pipe
against ^in++++=against
my ^pp$+pp1+++=my
fur ^nn++++=fur
in ^in++++=in
some ^dti++++=some
place ^nn++++=place
or ^cc++++=or
other ^ap++++=other
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
could ^md+pos+++=could
reach ^vb++++=reach
only ^rb+down+++=only
with ^in++++=with
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
it ^pp3+it+++=it
began ^vbd+++xvbn+=began
to ^to++++=to
burn ^vbi++++=burn.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
would ^md+prd+++=would
put ^vb+++xvbn+=put
it ^pp3+it+++=it
out ^rp+pl+++=out
himself ^ppl+pp3+++=himself
with ^in++++=with
his ^pp$+pp3+++=his
huge ^jj+atrb+++=huge
good ^jj+atrb+++=good
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
angry ^jj++++=angry
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
realized ^vbd+vprv++xvbnx+=realized
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
fighting ^vbg+++xvbgx+=fighting
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
side ^nn++++=side
against ^in++++=against
ape ^nn++++=ape
nature ^nn++++=nature
and ^cc++++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
more ^rbr++++=more
difficult ^jj+atrb+++=difficult
part ^nn++++=part.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
certainly ^rb++++=certainly
a ^at++++=a
victory ^nn++++=victory
for ^in++++=for
him ^pp3o+pp3+++=him
and ^cc++++=and
for ^in++++=for
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
one ^cd1++++=one
evening ^nn++++=evening
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
a ^at++++=a
large ^jj+atrb+++=large
circle ^nn++++=circle
of ^in++++=of
onlookers ^nns+nom+++=onlookers
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
celebration ^nn+nom+++=celebration,
, ^zz++++=EXTRAWORD
a ^at++++=a
gramophone ^nn++++=gramophone
was ^vbd+bedz+aux++=was
playing ^vbg+++xvbgx+=playing,
, ^zz++++=EXTRAWORD
an ^at++++=an
officer ^nn++++=officer
was ^vbd+bedz+aux++=was
wandering ^vbg+++xvbgx+=wandering
around ^rp++++=around
among ^in++++=among
the ^ati++++=the
people ^nn++++=people
when ^wrb+who+++=when
on ^in++++=on
this ^dt+dem+++=this
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
moment ^nn++++=moment
when ^wrb+who+++=when
no ^at++++=no
one ^cd1++++=one
was ^vbd+bedz+aux++=was
watching ^vbg+++xvbgx+=watching,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
grabbed ^vbd+++xvbnx+=grabbed
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
alcohol ^nn++++=alcohol
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
inadvertently ^rb++++=inadvertently
left ^jj+++xvbn+=left
standing ^jj+++xvbg+=standing
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
my ^pp$+pp1+++=my
cage ^nn++++=cage,
, ^zz++++=EXTRAWORD
uncorked ^j+++xvbn+=uncorked
it ^pp3+it+++=it
just ^rb+emph+++=just
as ^ql++++=as
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
taught ^vpsv++agls+xvbnx+=taught,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
the ^ati++++=the
rising ^jj+atrb++xvbg+=rising
attention ^nn+nom+++=attention
of ^in++++=of
the ^ati++++=the
group ^nn++++=group,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
it ^pp3+it+++=it
against ^in++++=against
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
and ^cc++++=and,
, ^zz++++=EXTRAWORD
without ^in++++=without
hesitating ^xvbg+++xvbg+=hesitating,
, ^zz++++=EXTRAWORD
with ^in++++=with
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
making ^vwbg+++xvbg+=making
no ^at++++=no
grimace ^nn++++=grimace,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
expert ^jj++++=expert
drinker ^jjr++++=drinker,
, ^zz++++=EXTRAWORD
with ^in++++=with
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
rolling ^vwbg+++xvbg+=rolling
around ^rp++++=around,
, ^zz++++=EXTRAWORD
splashing ^vbg+++xvbg+=splashing
the ^ati++++=the
liquid ^nn++++=liquid
in ^in++++=in
my ^pp$+pp1+++=my
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
and ^cc+phrs+++=and
truly ^rb++++=truly
drank ^vbd+++xvbn+=drank
the ^ati++++=the
bottle ^nn++++=bottle
empty ^jj++++=empty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
threw ^vbd+++xvbn+=threw
it ^pp3+it+++=it
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
no ^at++++=no
longer ^rbr++++=longer
in ^in++++=in
despair ^nn++++=despair,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
like ^in++++=like
an ^at++++=an
artist ^nn++++=artist.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
forget ^vb+vprv+++=forget
to ^to+vcmp+++=to
scratch ^vb++++=scratch
my ^pp$+pp1+++=my
belly ^nn++++=belly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
instead ^rb+cnj+++=instead
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
anything ^pn++++=anything
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
my ^pp$+pp1+++=my
senses ^nns++++=senses
were ^vbd+bed+aux++=were
roaring ^vbg+++xvbgx+=roaring,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried
out ^rp+pl+++=out
a ^at++++=a
short ^jj++++=short
and ^cc+phrs+++=and
good ^jj++++=good
" ^zz++++="Hello!"
hello ^rb+dspt+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=breaking
out ^rp+pl+++=out
into ^in++++=into
human ^jj+atrb+++=human
sounds ^nns++++=sounds.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
with ^in++++=with
this ^dt+dem+++=this
cry ^nn++++=cry
I ^pp1a+pp1+++=I
sprang ^vbd+++xvbnx+=sprang
into ^in++++=into
the ^ati++++=the
community ^nn+nom+++=community
of ^in++++=of
human ^jj+atrb+++=human
beings ^nns++++=beings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
its ^pp$+it+++=its
echo ^nn++++=echo
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
listen ^vb++++=listen.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
talking ^vbg+++xvbgx+=talking!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
kiss ^nn++++=kiss
on ^in++++=on
my ^pp$+pp1+++=my
entire ^jjb+atrb+++=entire
sweat ^nn++++=sweat-soaked
- ^zz++++=EXTRAWORD
soaked ^jj+atrb++xvbn+=EXTRAWORD
body ^nn++++=body.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
again ^rb+tm+++=again:
: ^zz++++=EXTRAWORD
imitating ^vbg+++xvbg+=imitating
human ^jj+atrb+++=human
beings ^nns++++=beings
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
something ^pn++++=something
which ^whp+who+++=which
pleased ^jj+++xvbn+=pleased
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
imitated ^vbd+++xvbnx+=imitated
them ^pp3o+pp3+++=them
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
for ^in++++=for
a ^at++++=a
way ^nn++++=way
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
for ^in++++=for
no ^at++++=no
other ^ap++++=other
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
even ^rb++++=even
in ^cs+sub+++=in
that ^cs"++++=that
victory ^nn++++=victory
little ^rb++++=little
was ^vbd+bedz+aux++=was
achieved ^vpsv++agls+xvbnx+=achieved.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
voice ^nn++++=voice
immediately ^rb+tm+++=immediately
failed ^vbd+++xvbn+=failed
me ^pp1o+pp1+++=me
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
first ^rb++++=first
came ^vbd+++xvbn+=came
back ^jjb+atrb+++=back
months ^nns++++=months
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
distaste ^nn++++=distaste
for ^in++++=for
the ^ati++++=the
bottle ^nn++++=bottle
of ^in++++=of
alcohol ^nn++++=alcohol
became ^vbd+++xvbn+=became
even ^rb++++=even
stronger ^jjr++++=stronger.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^rb++++=at
least ^rb"++++=least
my ^pp$+pp1+++=my
direction ^nn+nom+++=direction
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
me ^pp1o+pp1+++=me
once ^rb+tm+++=once
and ^cc++++=and
for ^in++++=for
all ^abn++++=all.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
handed ^vpsv++agls+xvbnx+=handed
over ^rb+phrv+++=over
in ^in++++=in
Hamburg ^np++++=Hamburg
to ^in++++=to
my ^pp$+pp1+++=my
first ^od++++=first
trainer ^nn++++=trainer,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
soon ^rb+tm+++=soon
realized ^vbd+vprv++xvbn+=realized
the ^ati++++=the
two ^cd++++=two
possibilities ^nns+nom+++=possibilities
open ^jj++++=open
to ^in++++=to
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
the ^ati++++=the
zoological ^jj+atrb+++=zoological
garden ^nn++++=garden
or ^cc++++=or
the ^ati++++=the
music ^nn++++=music
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
hesitate ^nn+nom+++=hesitate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
myself ^ppl+pp1+++=myself:
: ^zz++++=EXTRAWORD
use ^nn++++=use
all ^abn++++=all
your ^pp$+pp2+++=your
energy ^nn++++=energy
to ^to++++=to
get ^vbi++++=get
into ^in+ppvb+++=into
the ^ati++++=the
Music ^nn++++=Music
Hall ^nn++++=Hall.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
the ^ati++++=the
way ^nn++++=way
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Zoological ^np+++??+=Zoological
Garden ^nn++++=Garden
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
new ^nn++++=new
barred ^vbd+++xvbn+=barred
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
go ^vb++++=go
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen.
. ^zz++++=EXTRAWORD
Alas ^uh++++=Alas,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
learns ^vbz+vprv+++=learns
when ^wrb+who+whcl++=when
one ^cd1++++=one
has ^vbz+hvz+vrb++=has
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
learns ^vbz+vprv+++=learns
when ^wrb+who+whcl++=when
one ^cd1++++=one
wants ^vbz++++=wants
a ^at++++=a
way ^nn++++=way
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
learns ^vbz+vprv+++=learns
ruthlessly ^rb++++=ruthlessly.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
supervises ^vbz++++=supervises
oneself ^ppl++++=oneself
with ^in++++=with
a ^at++++=a
whip ^nn++++=whip
and ^cc++++=and
tears ^nns++++=tears
oneself ^ppl++++=oneself
apart ^rp++++=apart
at ^rb++++=at
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
resistance ^nn+nom+++=resistance.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
ape ^nn++++=ape
nature ^nn++++=nature
ran ^vbd+++xvbn+=ran
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
head ^jjb++++=head
over ^in++++=over
heels ^nns++++=heels,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
in ^in++++=in
the ^ati++++=the
process ^nns+nom+++=process
my ^pp$+pp1+++=my
first ^od++++=first
teacher ^nn++++=teacher
himself ^ppl+pp3+++=himself
almost ^rb+hdg+++=almost
became ^vbd+++xvbn+=became
an ^at++++=an
ape ^nn++++=ape
and ^cc++++=and
soon ^rb+tm+++=soon
had ^md"++pmd"++=had
to ^md+nec+++=to
give ^vb++++=give
up ^rb+phrv+++=up
training ^nn++++=training
and ^cc++++=and
be ^vb+be+aux++=be
carried ^vpsv++agls+xvbnx+=carried
off ^rb+phrv+++=off
to ^in++++=to
a ^at++++=a
mental ^jj+atrb+++=mental
hospital ^nn+nom+++=hospital.
. ^zz++++=EXTRAWORD
Fortunately ^rb++++=Fortunately
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
soon ^rb+tm+splt++=soon
discharged ^vpsv++agls+xvbnx+=discharged
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
through ^in++++=through
many ^ap++++=many
teachers ^nns+nom+++=teachers
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
even ^rb++++=even
several ^ap++++=several
teachers ^nns+nom+++=teachers
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
even ^rb++++=even
more ^rbr++++=more
confident ^jj++++=confident
of ^in++++=of
my ^pp$+pp1+++=my
abilities ^nns+nom+++=abilities
and ^cc++++=and
the ^ati++++=the
general ^jj++++=general
public ^jj++++=public
followed ^jj+++xvbn+=followed
my ^pp$+pp1+++=my
progress ^nns+nom+++=progress
and ^cc++++=and
my ^pp$+pp1+++=my
future ^jjb++++=future
began ^vbd+++xvbn+=began
to ^to++++=to
brighten ^vbi++++=brighten,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
on ^rb+phrv+++=on
teachers ^nns+nom+++=teachers
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
them ^pp3o+pp3+++=them
sit ^vb++++=sit
down ^rb+phrv+++=down
in ^in++++=in
five ^cd++++=five
interconnected ^xvbn+++xvbn+=interconnected
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
studied ^vpsv++agls+xvbn+=studied
with ^in++++=with
them ^pp3o+pp3+++=them
all ^rb++++=all
simultaneously ^rb+cnj+++=simultaneously,
, ^zz++++=EXTRAWORD
by ^in++++=by
constantly ^rb++++=constantly
leaping ^jj+++xvbg+=leaping
from ^in++++=from
one ^cd1++++=one
room ^nn++++=room
into ^in++++=into
another ^dt++++=another.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
such ^abl++++=such
progress ^nns+nom+++=progress!
! ^zz++++=EXTRAWORD
The ^ati++++=The
penetrating ^jj+atrb++xvbg+=penetrating
effects ^nns++++=effects
of ^in++++=of
the ^ati++++=the
rays ^nns++++=rays
of ^in++++=of
knowledge ^nn++++=knowledge
from ^in++++=from
all ^abn++++=all
sides ^nns++++=sides
on ^in++++=on
my ^pp$+pp1+++=my
awaking ^vbg+++xvbg+=awaking
brain ^nn++++=brain!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
deny ^vb+vpub+++=deny
the ^ati++++=the
fact ^nn++++=fact
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
delighted ^vpsv++agls+xvbnx+=delighted
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
also ^rb++++=also
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
overestimate ^nn+nom+++=overestimate
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
even ^rb++++=even
less ^ql++++=less
today ^nr+tm+++=today.
. ^zz++++=EXTRAWORD
With ^in++++=With
an ^at++++=an
effort ^nn++++=effort
which ^whp+rel+obj++=which
up ^in+cmpx+++=up
to ^in"++++=to
this ^dt+dem+++=this
point ^nn++++=point
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
