Poor ^jj+atrb+++=POOR
instantly ^rb+tm+++=instantly
continued ^vbd+++xvbn+=continued
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
fine ^jj+atrb+++=fine
horse ^nn++++=horse
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
buy ^vb++++=buy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
dame ^np++++=dame,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
strange ^jj+atrb+++=strange,
, ^zz++++=EXTRAWORD
subdued ^jj+atrb+++=subdued
sort ^nn++++=sort
of ^in++++=of
inefficient ^jj+atrb+++=inefficient
pleasantry ^nn++++=pleasantry
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
that ^tht+vcmp+++=that
fine ^jj+atrb+++=fine
horse ^nn++++=horse
you ^pp2+pp2+++=you
sometimes ^rb++++=sometimes
so ^rb++++=so
merrily ^rb++++=merrily
dream ^nn++++=dream
of ^in++++=of
will ^md+prd+++=will
long ^rb++splt++=long
stay ^vb++++=stay
in ^in++++=in
the ^ati++++=the
Squire ^np++++=Squire's
's ^$++++=EXTRAWORD
stall ^nn++++=stall.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
sometimes ^rb++++=sometimes
his ^pp$+pp3+++=his
man ^nn++++=man
gives ^vbz++++=gives
me ^pp1o+pp1+++=me
a ^at++++=a
Sunday ^nr++++=Sunday
ride ^nn++++=ride."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
Sunday ^nr++++=Sunday
ride ^nn++++=ride!
! ^zz++++=EXTRAWORD
" ^zz++++="said
said ^vbd+vpub+tht0+xvbn+=EXTRAWORD
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
resumed ^xvbn+++xvbn+=resumed
Coulter ^np+++??+=Coulter,
, ^zz++++=EXTRAWORD
" ^zz++++="wife
wife ^nn++++=EXTRAWORD
loves ^vbz++++=loves
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
church ^nn++++=church
; ^zz++++=;
but ^cc+cls+++=but
the ^ati++++=the
nighest ^jjt++++=nighest
is ^vbz+bez+vrb++=is
four ^cd++++=four
miles ^nns++++=miles
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
over ^in++++=over
yon ^nn+++??+=yon
snowy ^jj+atrb+++=snowy
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
walk ^nn++++=walk
it ^pp3+it+++=it
; ^zz++++=;
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
carry ^vb++++=carry
her ^pp$+pp3+++=her
in ^in++++=in
my ^pp$+pp1+++=my
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
carried ^vprf+++xvbnx+=carried
her ^pp$+pp3+++=her
up ^rp++++=up-stairs
- ^zz++++=EXTRAWORD
stairs ^nns++++=EXTRAWORD
before ^in++++=before
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Squire ^np++++=Squire's
's ^$++++=EXTRAWORD
man ^nn++++=man
sometimes ^rb++++=sometimes
gives ^vbz++++=gives
her ^pp3o+pp3+++=her
a ^at++++=a
lift ^nn++++=lift
on ^in++++=on
the ^ati++++=the
road ^nn++++=road;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
this ^dt+dem+++=this
cause ^nn++++=cause
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
speak ^vb++++=speak
of ^in++++=of
a ^at++++=a
horse ^nn++++=horse
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi++vrb++=have
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
fine ^jj+atrb+++=fine
sunny ^jj+atrb+++=sunny
days ^nns++++=days.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
already ^rb+cnj+++=already,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
having ^xvbg+++xvbg+=having
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
christened ^vprf+++xvbnx+=christened
it ^pp3+it+++=it
' ^zz++++='Martha.'
martha ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
about ^rb++++=about?
? ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
wife ^nn++++=wife!
! ^zz++++=EXTRAWORD
The ^ati++++=The
pudding ^nn++++=pudding!
! ^zz++++=EXTRAWORD
Help ^vb++++=Help
the ^ati++++=the
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
! ^zz++++=!
The ^ati++++=The
Squire ^nn++++=Squire
! ^zz++++=!
the ^ati++++=the
Squire ^nn++++=Squire!
! ^zz++++=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
Squire ^nn++++=Squire!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
help ^vb++++=help
round ^rb++++=round
the ^ati++++=the
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
two ^cd++++=two
three ^cd++++=three
mouthfuls ^nns+nom+++=mouthfuls
must ^md+nec+++=must
do ^vb+do+vrb++=do
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-by,
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
Good ^jj++++=Good-by,
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
off ^in+strn+++=off."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And,
, ^zz++++=EXTRAWORD
snatching ^vbg+++xvbg+=snatching
his ^pp$+pp3+++=his
soaked ^xvbn+++xvbn+=soaked
hat ^np++++=hat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noble ^jj+atrb+++=noble
Poor ^jj+atrb+++=Poor
Man ^nn++++=Man
hurriedly ^rb++++=hurriedly
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
soak ^nn+++??+=soak
and ^cc++++=and
the ^ati++++=the
mire ^nn+++??+=mire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I
to ^in++++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Blandmour ^np+++??+=Blandmour
would ^md+prd+++=would
poetically ^rb++splt++=poetically
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
goes ^vbz++++=goes
to ^to++++=to
take ^vbi++++=take
a ^at++++=a
Poor ^jj+atrb+++=Poor
Man ^np++++=Man's
's ^$++++=EXTRAWORD
saunter ^jjr++++=saunter.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
fine ^jj+atrb+++=fine
husband ^nn++++=husband,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
now ^rn+tm+splt++=now
left ^vpsv++agls+xvbnx+=left
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="William
william ^np++++=EXTRAWORD
loves ^nns++++=loves
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
day ^nn++++=day
as ^ql++++=as
on ^in++++=on
the ^ati++++=the
wedding ^nn++++=wedding-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
hasty ^jj+atrb+++=hasty
words ^nns++++=words,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
a ^at++++=a
harsh ^jj+atrb+++=harsh
one ^pn++++=one.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
better ^jjr+pred+++=better
and ^cc+phrs+++=and
stronger ^jjr++++=stronger
for ^in++++=for
his ^pp$+pp3+++=his
sake ^nn++++=sake.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh
! ^zz++++=!
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
both ^abx++++=both
for ^in++++=for
his ^pp$+pp3+++=his
sake ^nn++++=sake
and ^cc++++=and
mine ^pp$$++++=mine"
" ^zz++++=EXTRAWORD
( ^zz++++=(and
and ^cc++++=EXTRAWORD
the ^ati++++=the
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
blue ^jj+atrb+++=blue,
, ^zz++++=EXTRAWORD
beautiful ^jj+atrb+++=beautiful
eyes ^nns++++=eyes
turned ^vbd+++xvbn+=turned
into ^in++++=into
two ^cd++++=two
well ^rb++++=well-springs),
- ^zz++++=EXTRAWORD
springs ^nns++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
little ^ap++++=little
William ^np++++=William
and ^cc++++=and
Martha ^np+++??+=Martha
lived ^vbd+++xvbn+=lived
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
lonelylike ^jj++++=lonelylike
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
William ^np++++=William
named ^vbd+++xvbn+=named
after ^in++++=after
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Martha ^np+++??+=Martha
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
companion ^nn++++=companion's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
of ^in++++=of
itself ^ppl++++=itself
overflows ^nns+++??+=overflows,
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
one ^cd1++++=one
can ^md+pos+++=can
do ^vb+do+aux++=do
is ^vbz+bez+aux++=is
to ^to++++=to
do ^vbi++++=do
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
looking ^vbg+++xvbg+=looking
down ^rb+phrv+++=down
on ^in+ppvb+++=on
my ^pp$+pp1+++=my
as ^cs+sub+++=as
yet ^rb++++=yet
untasted ^vwbn+++xvbn+=untasted
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
should ^md+nec+++=should
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
little ^ap++++=little
William ^np++++=William,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
bright ^jj+atrb+++=bright,
, ^zz++++=EXTRAWORD
manly ^jj+atrb+++=manly
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
six ^cd++++=six
years ^nns++++=years
old ^jj+atrb+++=old
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold
now ^rn+tm+++=now!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Plunging ^vbg+++xvbg+=Plunging
my ^pp$+pp1+++=my
spoon ^nn++++=spoon
into ^in++++=into
the ^ati++++=the
pudding ^nn++++=pudding,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forced ^vbd+++xvbnx+=forced
some ^dti++++=some
into ^in++++=into
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
to ^to++++=to
stop ^vbi++++=stop
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
little ^jj+atrb+++=little
Martha ^np+++??+=Martha
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
the ^ati++++=the
beauty ^nn++++=beauty!
! ^zz++++=EXTRAWORD
Bitter ^jj++++=Bitter,
, ^zz++++=EXTRAWORD
bitter ^jj++++=bitter!
! ^zz++++=EXTRAWORD
but ^cc+cls+++=but
needs ^nns++++=needs
must ^md+nec+++=must
be ^vb+be+aux++=be
borne ^vpsv++agls+xvbnx+=borne!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mouthful ^nn+nom+++=mouthful
of ^in++++=of
pudding ^nn++++=pudding
now ^rn+tm+++=now
touched ^vbd+++xvbn+=touched
my ^pp$+pp1+++=my
palate ^nn++++=palate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
touched ^vbd+++xvbn+=touched
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
mouldy ^nn+++??+=mouldy,
, ^zz++++=EXTRAWORD
briny ^nn+++??+=briny
taste ^nn++++=taste.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rice ^nn++++=rice,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
of ^in++++=of
that ^cs+sub+++=that
damaged ^vprf+++xvbn+=damaged
sort ^nn++++=sort
sold ^vwbn+++xvbn+=sold
cheap ^jj++++=cheap;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
salt ^nn++++=salt
from ^in++++=from
the ^ati++++=the
last ^jj+atrb+++=last
year ^nn++++=year's
's ^$++++=EXTRAWORD
pork ^nn++++=pork
barrel ^nn++++=barrel.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
those ^dt+dem+++=those
little ^jj+atrb+++=little
ones ^cd1s++++=ones
yet ^rb++++=yet
to ^to++++=to
enter ^vbi++++=enter
the ^ati++++=the
world ^nn++++=world
were ^vbd+bed+vrb++=were
the ^ati++++=the
same ^ap++++=same
little ^jj+atrb+++=little
ones ^cd1s++++=ones
which ^whp+rel+obj++=which
so ^rb++++=so
sadly ^rb++++=sadly
have ^vb+hv+aux++=have
left ^vprf+++xvbnx+=left
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
returning ^vbg+++xvbg+=returning
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
always ^rb++++=always
strangers ^nns+nom+++=strangers!
! ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
does ^vbz+doz+vrb++=does
a ^at++++=a
mother ^nn++++=mother
soon ^rb+tm+++=soon
learn ^vb+vprv+++=learn
to ^to+vcmp+++=to
love ^vb++++=love
them ^pp3o+pp3+++=them
; ^zz++++=;
for ^rb++++=for
certain ^rb"++++=certain,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
come ^vb++++=come
from ^in+ppvb+++=from
where ^wrb+who+++=where
the ^ati++++=the
others ^aps++++=others
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
believe ^vb+vprv+tht0++=believe
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
all ^rb++++=all
good ^jj+atrb+++=good
people ^nns++++=people
must ^md+nec+++=must.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
still ^rb++++=still
and ^cc++++=and
I ^pp1a+pp1+++=I
fear ^vb++++=fear
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
wicked ^jj+pred+++=wicked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
black ^jj++++=black-hearted,
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
too ^ql++++=too
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
strive ^vb++++=strive
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
may ^md+pos+++=may
to ^to++++=to
cheer ^vbi++++=cheer
me ^pp1o+pp1+++=me
with ^in++++=with
thinking ^xvbg+++xvbg+=thinking
of ^in++++=of
little ^jj+atrb+++=little
William ^np++++=William
and ^cc++++=and
Martha ^np+++??+=Martha
in ^in++++=in
heaven ^nn++++=heaven,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
reading ^xvbg+++xvbg+=reading
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Doddridge ^np++++=Doddridge
there ^rn+pl+++=there
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
still ^rb++++=still
does ^vbz+doz+vrb++=does
dark ^jj+atrb+++=dark
grief ^nn++++=grief
leak ^nn++++=leak
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
like ^in++++=like
the ^ati++++=the
rain ^nn++++=rain
through ^in++++=through
our ^pp$+pp1+++=our
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
left ^vpsv++agls+xvbnx+=left
so ^pn+emph+++=so
lonesome ^jj++++=lonesome
now ^rn+tm+++=now
; ^zz++++=;
day ^nn++++=day
after ^in++++=after
day ^nn++++=day,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
day ^nn++++=day
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
dear ^jj+atrb+++=dear
William ^np++++=William
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
damp ^nn++++=damp
day ^nn++++=day
long ^rb++++=long
grief ^nn++++=grief
drizzles ^nns+++??+=drizzles
and ^cc++++=and
drizzles ^nns+++??+=drizzles
down ^rp++++=down
on ^in++++=on
my ^pp$+pp1+++=my
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
pray ^vb+vsua+++=pray
to ^in++++=to
God ^np++++=God
to ^to++++=to
forgive ^vbi++++=forgive
me ^pp1o+pp1+++=me
for ^in++++=for
this ^dt+pdem+++=this;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
manage ^vb++++=manage
it ^pp3+it+++=it
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
I ^pp1a+pp1+++=I
may ^md+pos+++=may."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bitter ^jj++++=Bitter
and ^cc++++=and
mouldy ^nn+++??+=mouldy
is ^vbz+bez+vrb++=is
the ^ati++++=the
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
Man ^np++++=Man's
's ^$++++=EXTRAWORD
Pudding ^nn++++=Pudding,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
groaned ^vbd+++xvbn+=groaned
I ^pp1a+pp1+++=I
to ^in++++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
half ^abn++++=half
choked ^jj+++xvbn+=choked
with ^in++++=with
but ^cc++++=but
one ^cd1++++=one
little ^jj+atrb+++=little
mouthful ^nn+nom+++=mouthful
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
hardly ^rb+down+splt++=hardly
go ^vb++++=go
down ^rp++++=down.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
stay ^vb++++=stay
no ^at++++=no
longer ^rbr++++=longer
to ^to++++=to
hear ^vbi+vprv+++=hear
of ^in++++=of
sorrows ^nns++++=sorrows
for ^in++++=for
which ^whp+rel+pied++=which
the ^ati++++=the
sincerest ^jjt+atrb+++=sincerest
sympathies ^nns++++=sympathies
could ^md+pos+++=could
give ^vb++++=give
no ^at++++=no
adequate ^jj+atrb+++=adequate
relief ^nn++++=relief
; ^zz++++=;
of ^in++++=of
a ^at++++=a
fond ^jj+atrb+++=fond
persuasion ^nn++++=persuasion,
, ^zz++++=EXTRAWORD
to ^to++++=to
which ^whp+who+++=which
there ^ex+pex+++=there
could ^md+pos+++=could
be ^vb+be+aux++=be
furnished ^vpsv++agls+xvbnx+=furnished
no ^at++++=no
further ^jjb+atrb+++=further
proof ^nn++++=proof
than ^in++++=than
already ^rb++++=already
was ^vbd+bedz+aux++=was
had ^vb+hv+vrb++=had
a ^at++++=a
persuasion ^nn++++=persuasion,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
of ^in++++=of
that ^dt+dem+++=that
sort ^nn++++=sort
which ^whp+rel+obj++=which
much ^ap++++=much
speaking ^nvbg+++xvbg+=speaking
is ^vbz+bez+vrb++=is
sure ^jj+pred+++=sure
more ^rbr++++=more
or ^cc++++=or
less ^ql++++=less
to ^to++++=to
mar ^vbi++++=mar;
; ^zz++++=EXTRAWORD
of ^in++++=of
causeless ^jj+atrb+++=causeless
self ^nn++++=self-upbraidings,
- ^zz++++=EXTRAWORD
upbraidings ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
no ^at++++=no
expostulations ^nns+nom+++=expostulations
could ^md+pos+++=could
have ^vb+hv+aux++=have
dispelled ^vprf+++xvbnx+=dispelled,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
offered ^vbd+++xvbnx+=offered
no ^at++++=no
pay ^nn++++=pay
for ^in++++=for
hospitalities ^nns+nom+++=hospitalities
gratuitous ^jj++++=gratuitous
and ^cc+phrs+++=and
honorable ^jj++++=honorable
as ^ql++++=as
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
prince ^nn++++=prince.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
such ^abl++++=such
offerings ^nns++++=offerings
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
more ^ql++++=more
than ^cs+sub+++=than
declined ^vprf+++xvbn+=declined;
; ^zz++++=EXTRAWORD
charity ^nn+nom+++=charity
resented ^vbd+++xvbn+=resented.
. ^zz++++=EXTRAWORD
The ^ati++++=The
native ^jj++++=native
American ^jj++++=American
poor ^jj++++=poor
never ^rb++++=never
lose ^vb++++=lose
their ^pp$+pp3+++=their
delicacy ^nn+nom+++=delicacy
or ^cc++++=or
pride ^nn++++=pride
; ^zz++++=;
hence ^rb+cnj+++=hence,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
unreduced ^vprf+++xvbn+=unreduced
to ^in++++=to
the ^ati++++=the
physical ^jj+atrb+++=physical
degradation ^nn+nom+++=degradation
of ^in++++=of
the ^ati++++=the
European ^jj+atrb+++=European
pauper ^nn++++=pauper,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
yet ^rb++++=yet
suffer ^vb++++=suffer
more ^rbr++++=more
in ^in++++=in
mind ^nn++++=mind
than ^in++++=than
the ^ati++++=the
poor ^nn++++=poor
of ^in++++=of
any ^dti++++=any
other ^ap++++=other
people ^nns++++=people
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
peculiar ^jj+atrb+++=peculiar
social ^jj+atrb+++=social
sensibilities ^nns+nom+++=sensibilities
nourished ^vprf+++xvbn+=nourished
by ^in++++=by
our ^pp$+pp1+++=our
peculiar ^jj+atrb+++=peculiar
political ^jj+atrb+++=political
principles ^nns++++=principles,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
enhance ^nn+nom+++=enhance
the ^ati++++=the
true ^jj+atrb+++=true
dignity ^nn+nom+++=dignity
of ^in++++=of
a ^at++++=a
prosperous ^jj+atrb+++=prosperous
American ^nn+nom+++=American,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
but ^cc++++=but
minister ^nn+nom+++=minister
to ^in++++=to
the ^ati++++=the
added ^jj+atrb++xvbn+=added
wretchedness ^nns+nom+++=wretchedness
of ^in++++=of
the ^ati++++=the
unfortunate ^jj++++=unfortunate
; ^zz++++=;
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
by ^in++++=by
prohibiting ^xvbg+++xvbg+=prohibiting
their ^pp$+pp3+++=their
acceptance ^nn+nom+++=acceptance
of ^in++++=of
what ^wdt+who+++=what
little ^ap++++=little
random ^rb++++=random
relief ^nn++++=relief
charity ^nn+nom+++=charity
may ^md+pos+++=may
offer ^vb++++=offer
; ^zz++++=;
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
by ^in++++=by
furnishing ^nn++++=furnishing
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
keenest ^jjt+atrb+++=keenest
