A ^rb++++=A
pressure ^nn++++=pressure
thereon ^rb+cnj+++=thereon,
, ^zz++++=EXTRAWORD
by ^in++++=by
sending ^nn++++=sending
for ^in++++=for
Edward ^np++++=Edward
Wilson ^np++++=Wilson,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
restoring ^vbg+++xvbg+=restoring
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
place ^nn++++=place
under ^in++++=under
new ^jj+atrb+++=new
and ^cc+phrs+++=and
better ^jjr+atrb+++=better
auspices ^nns++++=auspices.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
thus ^rb+cnj+++=thus
the ^ati++++=the
shadows ^nps++++=shadows
passed ^vbd+++xvbn+=passed;
; ^zz++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
wholly ^rb++++=wholly
were ^vbd+bed+aux++=were
they ^pp3a+pp3+++=they
expelled ^vbd+++xvbnx+=expelled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
remembrance ^nn+nom+++=remembrance
of ^in++++=of
pain ^nn++++=pain
abides ^nns+++??+=abides
long ^rb++++=long
after ^cs+sub+++=after
the ^ati++++=the
smarting ^nn++++=smarting
wound ^vbd+++xvbn+=wound
has ^vbz+hvz+aux++=has
healed ^vprf+++xvbnx+=healed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
heart ^nn++++=heart
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
once ^rb+tm+splt++=once
been ^vprf+ben+aux+xvbnx+=been
enveloped ^vpsv++agls+xvbnx+=enveloped
in ^in++++=in
shadows ^nps++++=shadows,
, ^zz++++=EXTRAWORD
never ^rb++++=never
loses ^vbz++++=loses
entirely ^rb+amp+++=entirely
its ^pp$+it+++=its
sense ^nn++++=sense
of ^in++++=of
gloomy ^jj+atrb+++=gloomy
oppression ^nn++++=oppression.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
guarded ^vbd+++xvbn+=guarded
all ^abn++++=all
should ^md+nec+++=should
be ^vb+be+vrb++=be
lest ^cs+sub+++=lest
clouds ^nns++++=clouds
gather ^vb+vprv+++=gather
upon ^in++++=upon
the ^ati++++=the
brow ^nn++++=brow,
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know
not ^xnot++not++=not
on ^rp++++=on
whose ^whp+who+++=whose
hearts ^nns++++=hearts
may ^md+pos+++=may
fall ^vb++++=fall
their ^pp$+pp3+++=their
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
