Within ^in++++=Within
they ^pp3a+pp3+++=they
use ^nn++++=use
them ^pp3o+pp3+++=them
cockleburrs ^nns+++??+=cockleburrs.
. ^zz++++=EXTRAWORD
Lord ^npt++++=Lord
knows ^vbz+vprv+++=knows
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
use ^nn++++=use
them ^pp3o+pp3+++0='em
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
the ^ati++++=the
basements ^nns+nom+++=basements
of ^in++++=of
both ^abx++++=both
them ^pp3o+pp3+++=them
ships ^nns++++=ships
out ^rp+pl+++=out
there ^ex+pex+++=there
loaded ^vbd+++xvbn+=loaded
with ^in++++=with
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
bargain ^nn++++=bargain
in ^in++++=in
this ^dt+dem+++=this
lot ^nn++++=lot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
every ^at++++=every
man ^nn++++=man,
, ^zz++++=EXTRAWORD
woman ^nn++++=woman
and ^cc++++=and
child ^nn++++=child
around ^in++++=around
Dalesburg ^np+++??+=Dalesburg
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
busy ^jj+atrb+++=busy
pickin ^nn+++??+=pickin'
' ^zz++++=EXTRAWORD
them ^pp3o+pp3+++0='em
for ^in++++=for
a ^at++++=a
month ^nn++++=month.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hired ^vbd+++xvbnx+=hired
these ^dt+dem+++=these
ships ^nns++++=ships
to ^to++++=to
bring ^vbi++++=bring
them ^pp3o+pp3+++0='em
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
thought ^vbd+++xvbn+=thought
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
crazy ^jj+pred+++=crazy.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
have ^vb+hv+vrb++=have
this ^dt+dem+++=this
lot ^nn++++=lot
for ^in++++=for
fifteen ^cd++++=fifteen
cents ^nns++++=cents
a ^at++++=a
pound ^nn++++=pound,
, ^zz++++=EXTRAWORD
delivered ^xvbn+++xvbn+=delivered
on ^in++++=on
land ^nn++++=land.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
more ^ql++++=more
I ^pp1a+pp1+++=I
guess ^vb++++=guess
old ^jj+atrb+++=old
Alabam ^np+++??+=Alabam'
' ^zz++++=EXTRAWORD
can ^md+pos+++=can
come ^vb++++=come
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
demand ^nn++++=demand.
. ^zz++++=EXTRAWORD
Johnny ^np++++=Johnny
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
home ^nr++++=home
that ^tht+rel+++=that
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck
anything ^pn++++=anything
down ^in++++=down
here ^rn+pl+++=here
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
any ^dti++++=any
money ^nn++++=money
in ^in++++=in
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
let ^vprf+++xvbnx+=let
me ^pp1o+pp1+++=me
in ^in++++=in
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Shall ^md+prd+++=Shall
I ^pp1a+pp1+++=I
drive ^vb++++=drive
the ^ati++++=the
ships ^nns++++=ships
in ^in++++=in
and ^cc++++=and
hitch ^nn++++=hitch?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
look ^nn++++=look
of ^in++++=of
supreme ^jj++++=supreme,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
incredulous ^jj++++=incredulous,
, ^zz++++=EXTRAWORD
delight ^nn++++=delight
dawned ^vbd+++xvbn+=dawned
in ^in++++=in
Keogh ^np++++=Keogh's
's ^$++++=EXTRAWORD
ruddy ^jj+atrb+++=ruddy
countenance ^nn+nom+++=countenance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
his ^pp$+pp3+++=his
pencil ^nn++++=pencil.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
turned ^vbd+++xvbn+=turned
upon ^in++++=upon
the ^ati++++=the
sunburned ^jj+atrb++xvbn+=sunburned
young ^jj+atrb+++=young
man ^nn++++=man
with ^in++++=with
joy ^nn++++=joy
in ^in++++=in
them ^pp3o+pp3+++=them
mingled ^vbd+++xvbn+=mingled
with ^in++++=with
fear ^nn++++=fear
lest ^cs+sub+++=lest
his ^pp$+pp3+++=his
ecstasy ^nn++++=ecstasy
should ^md+nec+++=should
prove ^vb+vprv+++=prove
a ^at++++=a
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake
tell ^vb++++=tell
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Keogh ^np+++??+=Keogh,
, ^zz++++=EXTRAWORD
earnestly ^rb+cnj+++=earnestly,
, ^zz++++=EXTRAWORD
" ^zz++++="are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
Dink ^np+++??+=Dink
Pawson ^np+++??+=Pawson?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Pinkney ^np+++??+=Pinkney
Dawson ^np++++=Dawson,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cornerer ^nn++++=cornerer
of ^in++++=of
the ^ati++++=the
cockleburr ^nn+++??+=cockleburr
market ^nn++++=market.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
Keogh ^np+++??+=Keogh
slid ^vbd+++xvbn+=slid
rapturously ^jj++++=rapturously
and ^cc++++=and
gently ^rb++++=gently
from ^in++++=from
his ^pp$+pp3+++=his
chair ^nn++++=chair
to ^in++++=to
his ^pp$+pp3+++=his
favorite ^jj+atrb+++=favorite
strip ^nn++++=strip
of ^in++++=of
matting ^nn++++=matting
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
many ^ap++++=many
sounds ^nns++++=sounds
in ^in++++=in
Coralio ^np+++??+=Coralio
on ^in++++=on
that ^dt+dem+++=that
sultry ^jj+atrb+++=sultry
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
those ^dt+dem+++=those
that ^dt+pdem+++=that
were ^vbd+bed+aux++=were
may ^md+pos+++=may
be ^vb+be+aux++=be
mentioned ^vpsv++agls+xvbnx+=mentioned
a ^at++++=a
noise ^nn++++=noise
of ^in++++=of
enraptured ^jj+atrb+++=enraptured
and ^cc+phrs+++=and
unrighteous ^jj+atrb+++=unrighteous
laughter ^nn+nom+++=laughter
from ^in++++=from
a ^at++++=a
prostrate ^jj++++=prostrate
Irish ^jj++++=Irish-American,
- ^zz++++=EXTRAWORD
american ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
a ^at++++=a
sunburned ^jj+atrb++xvbn+=sunburned
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
shrewd ^jj+atrb+++=shrewd
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
on ^rp++++=on
him ^pp3o+pp3+++=him
with ^in++++=with
wonder ^nn++++=wonder
and ^cc++++=and
amazement ^nn+nom+++=amazement.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
the ^ati++++=the
" ^zz++++="tramp,
tramp ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
tramp ^nn++++=tramp,
, ^zz++++=EXTRAWORD
tramp ^nn++++=tramp"
" ^zz++++=EXTRAWORD
of ^in++++=of
many ^ap++++=many
well ^rb++++=well-shod
- ^zz++++=EXTRAWORD
shod ^vwbn+++xvbn+=EXTRAWORD
feet ^nns++++=feet
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
the ^ati++++=the
lonesome ^jj+atrb+++=lonesome
wash ^nn++++=wash
of ^in++++=of
the ^ati++++=the
waves ^nns++++=waves
that ^tht+rel+obj++=that
beat ^nn+++xvbn+=beat
along ^in++++=along
the ^ati++++=the
historic ^jj+atrb+++=historic
shores ^nns++++=shores
of ^in++++=of
the ^ati++++=the
spanish ^jj++++=Spanish
main ^jjb++++=Main.
. ^zz++++=EXTRAWORD
