Many ^ap++++=Many
wall ^nn++++=wall
and ^cc++++=and
as ^in++++=as
steadily ^rb++++=steadily
as ^ql++++=as
my ^pp$+pp1+++=my
beating ^jj+atrb++xvbg+=beating
heart ^nn++++=heart
would ^md+prd+++=would
permit ^vb++++=permit
gave ^vbd+++xvbn+=gave
three ^cd++++=three
slow ^jj++++=slow
taps ^vbz++++=taps
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
time ^nn++++=time
the ^ati++++=the
response ^nn++++=response
was ^vbd+bedz+vrb++=was
distinct ^jj+pred+++=distinct,
, ^zz++++=EXTRAWORD
unmistakable ^jj++++=unmistakable:
: ^zz++++=EXTRAWORD
one ^pn++++=one,
, ^zz++++=EXTRAWORD
two ^cd++++=two,
, ^zz++++=EXTRAWORD
three ^cd++++=three
an ^at++++=an
exact ^jj+atrb+++=exact
repetition ^nn+nom+++=repetition
of ^in++++=of
my ^pp$+pp1+++=my
signal ^nn++++=signal.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
all ^abn++++=all
I ^pp1a+pp1+++=I
could ^md+pos+++=could
elicit ^vb++++=elicit,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
next ^ap++++=next
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
many ^ap++++=many
evenings ^nns++++=evenings
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
folly ^nn++++=folly
went ^vbd+++xvbn+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
having ^vbg+hvg++xvbg+=having
" ^zz++++="the
the ^ati++++=EXTRAWORD
last ^jj+atrb+++=last
word ^nn++++=word".
" ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
whole ^jj+atrb+++=whole
period ^nn++++=period
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
deliriously ^jj++++=deliriously
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
the ^ati++++=the
perversity ^nn+nom+++=perversity
of ^in++++=of
my ^pp$+pp1+++=my
nature ^nn++++=nature
I ^pp1a+pp1+++=I
persevered ^vbd+++xvbnx+=persevered
in ^in++++=in
my ^pp$+pp1+++=my
resolution ^nn+nom+++=resolution
not ^xnot++not++=not
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
expected ^vprf+++xvbnx+=expected,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
no ^at++++=no
further ^jjb+atrb+++=further
answers ^nns+nom+++=answers.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
disgusted ^vpsv++agls+xvbnx+=disgusted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
" ^zz++++="with
with ^in++++=EXTRAWORD
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
thinks ^vbz+vprv+tht0++=thinks
my ^pp$+pp1+++=my
timididty ^nn+++??+=timididty
in ^in++++=in
making ^xvbg+++xvbg+=making
no ^at++++=no
more ^rbr++++=more
definite ^jj+atrb+++=definite
advances ^nns+nom+++=advances";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
resolved ^vbd+vsua++xvbnx+=resolved
to ^to+vcmp+++=to
seek ^vbi++++=seek
her ^pp$+pp3+++=her
and ^cc++++=and
make ^vb++++=make
her ^pp$+pp3+++=her
acquaintance ^nn+nom+++=acquaintance
and ^cc+cls+++=and
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
now ^rn+tm+++=now
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
might ^md+pos+++=might
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
only ^rb+down+++=only
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
days ^nns++++=days
and ^cc++++=and
days ^nns++++=days
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
meet ^vbi++++=meet
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
in ^rb++++=in
vain ^rb"++++=vain;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
invisible ^jj+pred+++=invisible
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
inaudible ^jj++++=inaudible.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
haunted ^vbd+++xvbnx+=haunted
the ^ati++++=the
streets ^nns++++=streets
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come.
. ^zz++++=EXTRAWORD
From ^in++++=From
my ^pp$+pp1+++=my
window ^nn++++=window
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
garden ^nn++++=garden
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
her ^pp3o+pp3+++=her
house ^npl++++=house,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
passed ^vbd+++xvbnx+=passed
neither ^dt++neg++=neither
in ^in++++=in
nor ^cc++neg++=nor
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell
into ^in+ppvb+++=into
the ^ati++++=the
deepest ^jjt+atrb+++=deepest
dejection ^nn+nom+++=dejection,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv++xvbg+=believing
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
away ^rp+pl+++=away
, ^zz++++=,
yet ^rb++++=yet
took ^vbd+++xvbn+=took
no ^at++++=no
steps ^nns++++=steps
to ^to++++=to
resolve ^vbi++++=resolve
my ^pp$+pp1+++=my
doubt ^nn++++=doubt
by ^in++++=by
inquiry ^nn++++=inquiry
of ^in++++=of
my ^pp$+pp1+++=my
landlady ^nn++++=landlady,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
an ^at++++=an
unconque ^nn+++??+=unconque!
! ^zz++++=EXTRAWORD
rable ^jj+atrb+++=rable
aversion ^nn++++=aversion
from ^in++++=from
her ^pp$+pp3+++=her
having ^vbg+hvg++xvbg+=having
once ^rb+tm+++=once
spoken ^vwbn+++xvbn+=spoken
of ^in++++=of
the ^ati++++=the
girl ^nn++++=girl
with ^in++++=with
less ^rbr++++=less
of ^in++++=of
reverence ^nn+nom+++=reverence
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
befitting ^vbg+++xvbg+=befitting.
. ^zz++++=EXTRAWORD
' ^zz++++='There
there ^ex+pex+++=EXTRAWORD
came ^vbd+++xvbn+=came
a ^at++++=a
fateful ^jj+atrb+++=fateful
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Worn ^j+++xvbn+=Worn
out ^rp+pl+++=out
with ^in++++=with
emotion ^nn+nom+++=emotion,
, ^zz++++=EXTRAWORD
irresolution ^nn+nom+++=irresolution
and ^cc++++=and
despondency ^nn++++=despondency,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
retired ^vprf+++xvbnx+=retired
early ^jj++++=early
and ^cc++++=and
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
such ^abl++++=such
sleep ^nn++++=sleep
as ^ql++++=as
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
something ^pn++++=something--some
-- ^--+clp+++=EXTRAWORD
some ^dti++++=EXTRAWORD
malign ^nn+++??+=malign
power ^nn++++=power
bent ^vbd+++xvbn+=bent
upon ^in++++=upon
the ^ati++++=the
wrecking ^nn++++=wrecking
of ^in++++=of
my ^pp$+pp1+++=my
peace ^nn++++=peace
forever ^rb++++=forever--caused
-- ^--+clp+++=EXTRAWORD
caused ^j+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
to ^to++++=to
open ^vbi++++=open
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
and ^cc++++=and
sit ^vb++++=sit
up ^rp++++=up,
, ^zz++++=EXTRAWORD
wide ^jj++++=wide
awake ^jj++++=awake
and ^cc+phrs+++=and
listening ^jj+++xvbg+=listening
intently ^rb++++=intently
for ^in++++=for
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
not ^xnot++not++=not
what ^wdt+who+++=what.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
faint ^nn++++=faint
tapping ^vwbg+++xvbg+=tapping
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
mere ^jjb+atrb+++=mere
ghost ^nn++++=ghost
of ^in++++=of
the ^ati++++=the
familiar ^jj+atrb+++=familiar
signal ^nn++++=signal.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
repeated ^vpsv++agls+xvbnx+=repeated:
: ^zz++++=EXTRAWORD
one ^pn++++=one,
, ^zz++++=EXTRAWORD
two ^cd++++=two,
, ^zz++++=EXTRAWORD
three ^cd++++=three--no
-- ^--+clp+++=EXTRAWORD
no ^at++++=EXTRAWORD
louder ^nn++++=louder
than ^in++++=than
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
addressing ^vbg+++xvbg+=addressing
a ^at++++=a
sense ^nn++++=sense
alert ^nn++++=alert
and ^cc++++=and
strained ^jj+++xvbn+=strained
to ^to++++=to
receive ^vbi++++=receive
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^in++++=about
to ^in++++=to
reply ^nn++++=reply
when ^wrb+who+++=when
the ^ati++++=the
Adversary ^np+nom++??+=Adversary
of ^in++++=of
Peace ^nn++++=Peace
again ^rb+tm+++=again
intervened ^vbd+++xvbn+=intervened
in ^in++++=in
my ^pp$+pp1+++=my
affairs ^nns++++=affairs
with ^in++++=with
a ^at++++=a
rascally ^rb++++=rascally
suggestion ^nn+nom+++=suggestion
of ^in++++=of
retaliation ^nn+nom+++=retaliation.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
long ^rb++++=long
and ^cc+phrs+++=and
cruelly ^rb++++=cruelly
ignored ^vbd+++xvbn+=ignored
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
I ^pp1a+pp1+++=I
would ^md+prd+++=would
ignore ^vb++++=ignore
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Incredible ^jj+atrb+++=Incredible
fatuity ^nn+nom+++=fatuity--may
-- ^--+clp+++=EXTRAWORD
may ^md+pos+++=EXTRAWORD
God ^vb++++=God
forgive ^vb++++=forgive
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
awake ^jj++++=awake,
, ^zz++++=EXTRAWORD
fortifying ^jj+++xvbg+=fortifying
my ^pp$+pp1+++=my
obstinacy ^nn+nom+++=obstinacy
with ^in++++=with
shameless ^jj+atrb+++=shameless
justifications ^nns+nom+++=justifications
and ^cc++++=and--listening.
-- ^--+clp+++=EXTRAWORD
listening ^jj+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++='Late
late ^jj++++=EXTRAWORD
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
leaving ^vbg+++xvbgx+=leaving
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
my ^pp$+pp1+++=my
landlady ^nn++++=landlady,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dampier ^np++++=Dampier,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
news ^nn++++=news?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
replied ^vbd+vpub++xvbnx+=replied
in ^in++++=in
words ^nns++++=words
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
no ^at++++=no
news ^nn++++=news;
; ^zz++++=EXTRAWORD
in ^in++++=in
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
care ^vb+vprv+++=care
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
any ^dti++++=any.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manner ^nn++++=manner
escaped ^vbd+++xvbn+=escaped
her ^pp$+pp3+++=her
observation ^nn+nom+++=observation.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="About
about ^in++++=EXTRAWORD
the ^ati++++=the
sick ^jj+atrb+++=sick
young ^jj+atrb+++=young
lady ^npt++++=lady
next ^ap++++=next
door ^nn++++=door,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
babbled ^vbd+++xvbnx+=babbled
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="What!
what ^wdt+who+++=EXTRAWORD
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
ill ^jj++++=ill
for ^in++++=for
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
almost ^rb+hdg+++=almost
sprang ^vbd+++xvbn+=sprang
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="now
now ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
whole ^jj+atrb+++=whole
story ^nn++++=story.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
learned ^vbd+vprv++xvbnx+=learned
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
the ^ati++++=the
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
awakening ^nn++++=awakening
from ^in++++=from
a ^at++++=a
long ^jj++++=long
stupor ^&fw++++=stupor
after ^in++++=after
a ^at++++=a
week ^nn++++=week
of ^in++++=of
delirium ^nn+++??+=delirium,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
- ^zz++++=-it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
last ^rb++++=last
utterance ^nn+nom+++=utterance
- ^zz++++=-that
that ^cs+sub+++=EXTRAWORD
her ^pp3o+pp3+++=her
bed ^nn++++=bed
be ^vb+be+aux++=be
moved ^vpsv++agls+xvbnx+=moved
to ^in++++=to
the ^ati++++=the
opposite ^jj+atrb+++=opposite
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
in ^in++++=in
attendance ^nn+nom+++=attendance
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
the ^ati++++=the
request ^nn++++=request
a ^at++++=a
vagary ^nn++++=vagary
of ^in++++=of
her ^pp$+pp3+++=her
delirium ^nn+++??+=delirium,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
complied ^vprf+++xvbn+=complied.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^rn+pl+++=there
the ^ati++++=the
poor ^jj+atrb+++=poor
passing ^jj+atrb++xvbg+=passing
soul ^nn++++=soul
had ^vbd+hvd+aux++=had
exerted ^vprf+++xvbnx+=exerted
its ^pp$+it+++=its
failing ^jj+++xvbg+=failing
will ^md+prd+++=will
to ^to++++=to
restore ^vbi++++=restore
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
connection ^nn+nom+++=connection
- ^zz++++=-a
a ^at++++=EXTRAWORD
golden ^jj+atrb+++=golden
thread ^nn++++=thread
of ^in++++=of
sentiment ^nn+nom+++=sentiment
between ^in++++=between
its ^pp$+it+++=its
innocence ^nn+nom+++=innocence
and ^cc++++=and
a ^at++++=a
monstrous ^jj+atrb+++=monstrous
baseness ^nns+nom+++=baseness
owing ^in++++=owing
a ^at++++=a
blind ^jj+atrb+++=blind,
, ^zz++++=EXTRAWORD
brutal ^jj+atrb+++=brutal
allegiance ^nn+nom+++=allegiance
to ^in++++=to
the ^ati++++=the
Law ^nn++++=Law
of ^in++++=of
Self ^nn++++=Self.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
reparation ^nn+nom+++=reparation
could ^md+pos+++=could
I ^pp1a+pp1+++=I
make ^vb++++=make?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
there ^rn+pl+++=there
masses ^nns++++=masses
that ^tht+rel+subj++=that
can ^md+pos+++=can
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said
for ^in++++=for
the ^ati++++=the
repose ^nn++++=repose
of ^in++++=of
souls ^nns++++=souls
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
abroad ^rb+pl+++=abroad
such ^abl++++=such
nights ^nns++++=nights
as ^ql++++=as
this ^dt+dem+++=this
- ^zz++++=-spirits
spirits ^nns++++=EXTRAWORD
" ^zz++++="blown
blown ^vbd+++xvbn+=EXTRAWORD
about ^in++++=about
by ^in++++=by
the ^ati++++=the
viewless ^jj+atrb+++=viewless
winds ^nns++++=winds"
" ^zz++++=EXTRAWORD
- ^zz++++=-coming
coming ^vbg+++xvbg+=EXTRAWORD
in ^in++++=in
the ^ati++++=the
storm ^nn++++=storm
and ^cc++++=and
darkness ^nns+nom+++=darkness
with ^in++++=with
signs ^nns++++=signs
and ^cc++++=and
portents ^nns++++=portents,
, ^zz++++=EXTRAWORD
hints ^nns++++=hints
of ^in++++=of
memory ^nn++++=memory
and ^cc++++=and
presages ^nns+nom+++=presages
of ^in++++=of
doom ^nn++++=doom?
? ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
third ^nn++++=third
visitation ^nn+nom+++=visitation.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
occasion ^nn++++=occasion
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
too ^ql++++=too
skeptical ^jj++++=skeptical
to ^to++++=to
do ^vbi++++=do
more ^ql++++=more
than ^cs+sub+++=than
verify ^vb+vpub+++=verify
by ^in++++=by
natural ^jj+atrb+++=natural
methods ^nns++++=methods
the ^ati++++=the
character ^nn+nom+++=character
of ^in++++=of
the ^ati++++=the
incident ^nn++++=incident;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
responded ^vbd+++xvbnx+=responded
to ^in++++=to
the ^ati++++=the
signal ^nn++++=signal
after ^cs+sub+++=after
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
several ^ap++++=several
times ^nns++++=times
repeated ^vbd+++xvbn+=repeated,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
result ^nn++++=result.
. ^zz++++=EXTRAWORD
To-night ^np++++=To-night's
's ^$++++=EXTRAWORD
recurrence ^nn+nom+++=recurrence
completes ^nns+nom+++=completes
the ^ati++++=the
' ^zz++++='fatal
fatal ^jj+atrb+++=EXTRAWORD
triad ^nn++++=triad'
' ^zz++++=EXTRAWORD
expounded ^vpsv++by+xvbn+=expounded
by ^in++++=by
Parapelius ^np+++??+=Parapelius
Necromantius ^np+++??+=Necromantius.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
more ^rbr++++=more
to ^to++++=to
tell ^vbi++++=tell.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Dampier ^np+++??+=Dampier
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
his ^pp$+pp3+++=his
story ^nn++++=story
I ^pp1a+pp1+++=I
could ^md+pos+++=could
think ^vb+vprv+++=think
of ^in++++=of
nothing ^pn++++=nothing
relevant ^jj++++=relevant
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
cared ^vbd+++xvbnx+=cared
to ^to+vcmp+++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
question ^nn+nom+++=question
him ^pp3o+pp3+++=him
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
hideous ^jj+atrb+++=hideous
impertinence ^nn+nom+++=impertinence.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
bade ^vbd+++xvbn+=bade
him ^pp3o+pp3+++=him
good ^jj+atrb+++=good
night ^nn++++=night
in ^in++++=in
a ^at++++=a
way ^nn++++=way
to ^to++++=to
convey ^vbi++++=convey
to ^in++++=to
him ^pp3o+pp3+++=him
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
my ^pp$+pp1+++=my
sympathy ^nn++++=sympathy,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
silently ^rb++++=silently
acknowledged ^vpsv++by+xvbn+=acknowledged
by ^in++++=by
a ^at++++=a
pressure ^nn++++=pressure
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night,
, ^zz++++=EXTRAWORD
alone ^rb++++=alone
with ^in++++=with
his ^pp$+pp3+++=his
sorrow ^nn++++=sorrow
and ^cc++++=and
remorse ^nn++++=remorse,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
passed ^vbd+++xvbn+=passed
into ^in++++=into
the ^ati++++=the
unknown ^nn++++=Unknown.
. ^zz++++=EXTRAWORD
