Towards ^in++++=Towards
of ^in++++=of
grey ^np++++=grey
that ^tht+rel+++=that
streamed ^jj+++xvbn+=streamed
and ^cc+phrs+++=and
wrapped ^jj+++xvbn+=wrapped
about ^rb++++=about
them ^pp3o+pp3+++=them
both ^abx++++=both.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
thick ^jj++++=thick
and ^cc+phrs+++=and
fast ^jj++++=fast
as ^ql++++=as
thistle ^np++++=thistle-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
on ^in++++=on
waste ^nn++++=waste
land ^nn++++=land
on ^in++++=on
a ^at++++=a
windy ^jj+atrb+++=windy
day ^nn++++=day
in ^in++++=in
July ^nr++++=July,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cobweb ^nn+++??+=cobweb
masses ^nns++++=masses
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
man ^nn++++=man
had ^vbd+hvd+aux++=had
dismounted ^vprf+++xvbnx+=dismounted,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
dared ^vbd+++??+=dared
not ^xnot++not++=not
release ^vb++++=release
his ^pp$+pp3+++=his
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
endeavouring ^vbg+++xvbgx+=endeavouring
to ^in++++=to
lug ^nn+++??+=lug
the ^ati++++=the
struggling ^jj+++xvbg+=struggling
brute ^jjb++++=brute
back ^jjb++++=back
with ^in++++=with
the ^ati++++=the
strength ^nn++++=strength
of ^in++++=of
one ^cd1++++=one
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
with ^in++++=with
the ^ati++++=the
other ^ap++++=other
he ^pp3a+pp3+++=he
slashed ^vbd+++xvbnx+=slashed
aimlessly ^rb+cnj+++=aimlessly,
, ^zz++++=EXTRAWORD
The ^ati++++=The
tentacles ^nns++++=tentacles
of ^in++++=of
a ^at++++=a
second ^od++++=second
grey ^jj+atrb+++=grey
mass ^nn++++=mass
had ^vbd+hvd+aux++=had
entangled ^vprf+++xvbnx+=entangled
themselves ^ppls+pp3+++=themselves
with ^in++++=with
the ^ati++++=the
struggle ^nn++++=struggle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
second ^od++++=second
grey ^jj+atrb+++=grey
mass ^nn++++=mass
came ^vbd+++xvbn+=came
to ^in++++=to
its ^pp$+it+++=its
moorings ^nns++++=moorings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slowly ^rb++++=slowly
sank ^vbd+++xvbn+=sank.
. ^zz++++=EXTRAWORD
The ^ati++++=The
master ^npt++++=master
set ^vbd+++xvbn+=set
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
gripped ^j+++xvbn+=gripped
his ^pp$+pp3+++=his
bridle ^nn++++=bridle,
, ^zz++++=EXTRAWORD
lowered ^j+++xvbn+=lowered
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spurred ^vbd+++xvbn+=spurred
his ^pp$+pp3+++=his
horse ^nn++++=horse
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horse ^nn++++=horse
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
rolled ^vbd+++xvbn+=rolled
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
blood ^nn++++=blood
and ^cc++++=and
moving ^jj+atrb++xvbg+=moving
shapes ^nns++++=shapes
upon ^in++++=upon
the ^ati++++=the
flanks ^nns++++=flanks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gaunt ^jj+atrb+++=gaunt
man ^nn++++=man,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
leaving ^vbg+++xvbg+=leaving
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
forward ^rb++++=forward
towards ^in++++=towards
his ^pp$+pp3+++=his
master ^nn++++=master,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
ten ^cd++++=ten
paces ^nns++++=paces.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
legs ^nns++++=legs
were ^vbd+bed+aux++=were
swathed ^vpsv++agls+xvbnx+=swathed
and ^cc+phrs+++=and
encumbered ^vpsv++agls+xvbn+=encumbered
with ^in++++=with
grey ^nn++++=grey;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
ineffectual ^jj+atrb+++=ineffectual
movements ^nns+nom+++=movements
with ^in++++=with
his ^pp$+pp3+++=his
sword ^nn++++=sword.
. ^zz++++=EXTRAWORD
Grey ^np++++=Grey
streamers ^nns+nom+++=streamers
waved ^vbd+++xvbn+=waved
from ^in++++=from
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
thin ^jj+atrb+++=thin
veil ^nn++++=veil
of ^in++++=of
grey ^np++++=grey
across ^in+pl+++=across
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand
he ^pp3a+pp3+++=he
beat ^vbd+++xvbnx+=beat
at ^rb++++=at
something ^pn++++=something
on ^in++++=on
his ^pp$+pp3+++=his
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suddenly ^rb++++=suddenly
he ^pp3a+pp3+++=he
stumbled ^vbd+++xvbnx+=stumbled
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
struggled ^vbd+++xvbnx+=struggled
to ^to+vcmp+++=to
rise ^vbi++++=rise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^nn+++xvbn+=fell
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
horribly ^rb+cnj+++=horribly,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
howl ^vbi++++=howl,
, ^zz++++=EXTRAWORD
" ^zz++++="Oh--ohoo,
oh ^uh++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
ohoo ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
ohooh ^nn+++??+=ohooh!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
master ^nn++++=master
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
great ^jj+atrb+++=great
spiders ^nns+nom+++=spiders
upon ^in++++=upon
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
others ^aps++++=others
upon ^in++++=upon
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
strove ^vbd+++xvbnx+=strove
to ^in++++=to
force ^nn++++=force
his ^pp$+pp3+++=his
horse ^nn++++=horse
nearer ^in+cmpx+++=nearer
to ^in"++++=to
this ^dt+dem+++=this
gesticulating ^nvbg+++xvbg+=gesticulating,
, ^zz++++=EXTRAWORD
screaming ^jj+++xvbg+=screaming
grey ^np++++=grey
object ^nn++++=object
that ^tht+rel+++=that
struggled ^jj+++xvbn+=struggled
up ^rp++++=up
and ^cc++++=and
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
clatter ^nn++++=clatter
of ^in++++=of
hoofs ^nns++++=hoofs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man,
, ^zz++++=EXTRAWORD
in ^in++++=in
act ^nn++++=act
of ^in++++=of
mounting ^xvbg+++xvbg+=mounting,
, ^zz++++=EXTRAWORD
swordless ^jj++++=swordless,
, ^zz++++=EXTRAWORD
balanced ^j+++xvbn+=balanced
on ^in++++=on
his ^pp$+pp3+++=his
belly ^nn++++=belly
athwart ^nn+++??+=athwart
the ^ati++++=the
white ^jj+atrb+++=white
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clutching ^vbg+++xvbg+=clutching
its ^pp$+it+++=its
mane ^nn++++=mane,
, ^zz++++=EXTRAWORD
whirled ^j+++xvbn+=whirled
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
again ^rb+tm+++=again
a ^at++++=a
clinging ^jj+atrb++xvbg+=clinging
thread ^nn++++=thread
of ^in++++=of
grey ^jj+atrb+++=grey
gossamer ^nn+nom+++=gossamer
swept ^vwbn+++xvbn+=swept
across ^in+pl+++=across
the ^ati++++=the
master ^nn++++=master's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
All ^abn++++=All
about ^rb++++=about
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
this ^dt+dem+++=this
drifting ^nvbg+++xvbg+=drifting,
, ^zz++++=EXTRAWORD
noiseless ^jj+atrb+++=noiseless
cobweb ^nn+++??+=cobweb
circled ^vbd+++xvbn+=circled
and ^cc+phrs+++=and
drew ^vbd+++xvbn+=drew
nearer ^rbr++++=nearer
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
To ^in++++=To
the ^ati++++=the
day ^nn++++=day
of ^in++++=of
his ^pp$+pp3+++=his
death ^nn++++=death
he ^pp3a+pp3+++=he
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
just ^rb+emph+++=just
how ^wrb+who+++=how
the ^ati++++=the
event ^nn++++=event
of ^in++++=of
that ^dt+dem+++=that
moment ^nn++++=moment
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
turn ^nn++++=turn
his ^pp$+pp3+++=his
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
really ^rb+emph+++=really
of ^in++++=of
its ^pp$+it+++=its
own ^ap++++=own
accord ^nn++++=accord
stampede ^nn+++??+=stampede
after ^in++++=after
its ^pp$+it+++=its
fellow ^jjb++++=fellow?
? ^zz++++=EXTRAWORD
Suffice ^vb++++=Suffice
it ^pp3+it+++=it
that ^cs+sub+++=that
in ^in++++=in
another ^ppls++++=another
second ^od++++=second
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
galloping ^vbg+++xvbgx+=galloping
full ^jj++++=full
tilt ^vb++++=tilt
down ^rp++++=down
the ^ati++++=the
valley ^nn++++=valley
with ^in++++=with
his ^pp$+pp3+++=his
sword ^nn++++=sword
whirling ^vwbg+++xvbg+=whirling
furiously ^rb++++=furiously
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^abn++++=all
about ^rb++++=about
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
quickening ^jj+atrb+++=quickening
breeze ^nn++++=breeze,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spiders ^nns+nom+++=spiders'
' ^zz++++=EXTRAWORD
airships ^nns+nom+++=airships,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
air ^nn++++=air
bundles ^nns++++=bundles
and ^cc++++=and
air ^nn++++=air
sheets ^nns++++=sheets,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
to ^to++++=to
hurry ^vbi++++=hurry
in ^in++++=in
a ^at++++=a
conscious ^jj+atrb+++=conscious
pursuit ^nn++++=pursuit.
. ^zz++++=EXTRAWORD
Clatter ^nn++++=Clatter,
, ^zz++++=EXTRAWORD
clatter ^nn++++=clatter,
, ^zz++++=EXTRAWORD
thud ^vb++++=thud,
, ^zz++++=EXTRAWORD
thud ^nn++++=thud--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
silver ^nn++++=silver
bridle ^nn++++=bridle
rode ^vbd+++xvbn+=rode,
, ^zz++++=EXTRAWORD
heedless ^jj++++=heedless
of ^in++++=of
his ^pp$+pp3+++=his
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
fearful ^jj+atrb+++=fearful
face ^nn++++=face
looking ^vwbg+++xvbg+=looking
up ^rp++++=up
now ^rn+tm+++=now
right ^jj++++=right,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
sword ^nn++++=sword
arm ^nn++++=arm
ready ^jj++++=ready
to ^to+jcmp+++=to
slash ^vbi++++=slash.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
a ^ap++++=a
few ^ap"++++=few
hundred ^cd++++=hundred
yards ^nns++++=yards
ahead ^rb+pl+++=ahead
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
tail ^nn++++=tail
of ^in++++=of
torn ^xvbn+++xvbn+=torn
cobweb ^nn+++??+=cobweb
trailing ^vwbg+++xvbg+=trailing
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
rode ^j+++xvbn+=rode
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
on ^in++++=on
the ^ati++++=the
white ^jj+atrb+++=white
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
still ^rb++++=still
but ^cc+phrs+++=but
imperfectly ^rb++++=imperfectly
in ^in++++=in
the ^ati++++=the
saddle ^nn++++=saddle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reeds ^nns++++=reeds
bent ^vbd+++xvbn+=bent
before ^in++++=before
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
blew ^vbd+++xvbn+=blew
fresh ^jj++++=fresh
and ^cc+phrs+++=and
strong ^jj++++=strong,
, ^zz++++=EXTRAWORD
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
the ^ati++++=the
master ^nn++++=master
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
webs ^nns++++=webs
hurrying ^vwbg+++xvbg+=hurrying
to ^to++++=to
overtake ^vbi++++=overtake.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
intent ^jj++++=intent
to ^to++++=to
escape ^vbi++++=escape
the ^ati++++=the
spiders ^nns+nom+++=spiders'
' ^zz++++=EXTRAWORD
webs ^nns++++=webs
that ^tht+rel+++=that
only ^rb+down+++=only
as ^ql++++=as
his ^pp$+pp3+++=his
horse ^nn++++=horse
gathered ^vbd+++xvbn+=gathered
together ^nn+nom+++=together
for ^in++++=for
a ^at++++=a
leap ^nn++++=leap
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
realise ^vb+vprv+++=realise
the ^ati++++=the
ravine ^nn++++=ravine
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
reaiised ^vbd+++xvbnx+=reaIised
it ^pp3+it+++=it
only ^rb+down+++=only
to ^in++++=to
misunderstand ^nn+++??+=misunderstand
and ^cc++++=and
interfere ^vb++++=interfere.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
leaning ^vbg+++xvbgx+=leaning
forward ^rb++++=forward
on ^in++++=on
his ^pp$+pp3+++=his
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
neck ^nn++++=neck
and ^cc++++=and
sat ^vbd+++xvbn+=sat
up ^rp++++=up
and ^cc++++=and
back ^jjb++++=back
all ^abn++++=all
too ^ql++++=too
late ^jj++++=late.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
in ^in++++=in
his ^pp$+pp3+++=his
excitement ^nn+nom+++=excitement
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
leap ^vbi++++=leap,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
forgotten ^vbd+vprv++xvbn+=forgotten
how ^wrb+who+whcl++=how
to ^to++++=to
fall ^vbi++++=fall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
horseman ^nn+nom+++=horseman
again ^rb+tm+++=again
in ^in++++=in
mid ^jjb++++=mid-air.
- ^zz++++=EXTRAWORD
air ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
off ^in+pl+++=off
clear ^nn++++=clear
with ^in++++=with
a ^at++++=a
mere ^nn++++=mere
bruise ^vb++++=bruise
upon ^in++++=upon
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
horse ^nn++++=horse
rolled ^vbd+++xvbn+=rolled,
, ^zz++++=EXTRAWORD
kicking ^vbg+++xvbg+=kicking
spasmodic ^jj+atrb+++=spasmodic
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lay ^jjb+++xvbn+=lay
still ^rb++++=still.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
master ^nn++++=master's
's ^$++++=EXTRAWORD
sword ^nn++++=sword
drove ^vbd+++xvbn+=drove
its ^pp$+it+++=its
point ^nn++++=point
into ^in++++=into
the ^ati++++=the
hard ^jj+atrb+++=hard
soil ^nn++++=soil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
snapped ^vbd+++xvbn+=snapped
clean ^jj++++=clean
across ^in+strn+++=across,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
Chance ^nn++++=Chance
refused ^vbd+++xvbn+=refused
him ^pp3o+pp3+++=him
any ^dti++++=any
longer ^rbr++++=longer
as ^in++++=as
her ^pp3o+pp3+++=her
Knight ^npt++++=Knight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
splintered ^jj+atrb++xvbn+=splintered
end ^nn++++=end
missed ^vbd+++xvbn+=missed
his ^pp$+pp3+++=his
face ^nn++++=face
by ^in++++=by
an ^at++++=an
inch ^nn++++=inch
or ^cc++++=or
so ^rb++++=so.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet
in ^in++++=in
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
breathlessly ^rb++++=breathlessly
scanning ^vbg+++xvbg+=scanning
the ^ati++++=the
onrushing ^jj+atrb+++=onrushing
spider ^nn++++=spider-webs.
- ^zz++++=EXTRAWORD
webs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
minded ^vpsv++agls+xvbnx+=minded
to ^to++++=to
run ^vbi++++=run,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
thought ^nn+++xvbn+=thought
of ^in++++=of
the ^ati++++=the
ravine ^nn++++=ravine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
back ^rb+phrv+++=back.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
aside ^rp++++=aside
once ^rb+tm+++=once
to ^in++++=to
dodge ^nn++++=dodge
one ^cd1++++=one
drifting ^jj+atrb++xvbg+=drifting
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
swiftly ^rb++++=swiftly
clambering ^nn++++=clambering
down ^in++++=down
the ^ati++++=the
precipitous ^jj+atrb+++=precipitous
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
touch ^nn++++=touch
of ^in++++=of
the ^ati++++=the
gale ^nn++++=gale.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
under ^in++++=under
the ^ati++++=the
lee ^nn++++=lee
of ^in++++=of
the ^ati++++=the
dry ^jj+atrb+++=dry
torrent ^nn++++=torrent's
's ^vbz+bez+vrb++0=EXTRAWORD
steeper ^jjr+atrb+++=steeper
banks ^nns++++=banks
he ^pp3a+pp3+++=he
might ^md+pos+++=might
crouch ^vb++++=crouch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watch ^vb++++=watch
these ^dt+dem+++=these
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
grey ^np++++=grey
masses ^nns++++=masses
pass ^nn++++=pass
and ^cc++++=and
pass ^nn++++=pass
in ^in++++=in
safety ^nn++++=safety
till ^in++++=till
the ^ati++++=the
wind ^nn++++=wind
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
possible ^jj++++=possible
to ^to+jcmp+++=to
escape ^vbi++++=escape.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^rn+pl+++=there
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
he ^pp3a+pp3+++=he
crouched ^vbd+++xvbnx+=crouched,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
the ^ati++++=the
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
grey ^np++++=grey,
, ^zz++++=EXTRAWORD
ragged ^jj+atrb+++=ragged
masses ^nns++++=masses
trail ^nn++++=trail
their ^pp$+pp3+++=their
streamers ^nns+nom+++=streamers
across ^in+pl+++=across
his ^pp$+pp3+++=his
narrowed ^vbd+++xvbn+=narrowed
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
a ^at++++=a
stray ^jj+atrb+++=stray
spider ^nn++++=spider
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
the ^ati++++=the
ravine ^npl++++=ravine
close ^jj++++=close
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
full ^jj+atrb+++=full
foot ^nn++++=foot
it ^pp3+it+++=it
measured ^vbd+++xvbn+=measured
from ^in++++=from
leg ^nn++++=leg
to ^in++++=to
leg ^nn++++=leg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
body ^nn++++=body
was ^vbd+bedz+vrb++=was
half ^abn++++=half
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
hand ^nn++++=hand-and
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
its ^pp$+it+++=its
monstrous ^jj+atrb+++=monstrous
alacrity ^nn+nom+++=alacrity
of ^in++++=of
search ^nn++++=search
and ^cc++++=and
escape ^nn++++=escape
for ^in++++=for
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tempted ^vbd+++xvbn+=tempted
it ^pp3+it+++=it
to ^to++++=to
bite ^vbi++++=bite
his ^pp$+pp3+++=his
broken ^jj+atrb++xvbn+=broken
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lifted ^vbd+++xvbnx+=lifted
up ^rp++++=up
his ^pp$+pp3+++=his
iron ^nn++++=iron-heeled
- ^zz++++=EXTRAWORD
heeled ^vbd+++xvbn+=EXTRAWORD
boot ^nn++++=boot
and ^cc++++=and
smashed ^vbd+++xvbn+=smashed
it ^pp3+it+++=it
into ^in++++=into
a ^at++++=a
pulp ^nn++++=pulp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
swore ^vbd+vpub++xvbnx+=swore
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
time ^nn++++=time
sought ^vbd+++xvbn+=sought
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
for ^in++++=for
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
surer ^jjr+pred+++=surer
these ^dt+dem+++=these
spider ^nn++++=spider
swarms ^nns+++??+=swarms
could ^md+pos+++=could
not ^xnot++not++=not
drop ^vb++++=drop
into ^in++++=into
the ^ati++++=the
ravine ^nn++++=ravine,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
place ^nn++++=place
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
could ^md+pos+++=could
sit ^vb++++=sit
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
deep ^jj+atrb+++=deep
thought ^nn+++xvbn+=thought
and ^cc++++=and
began ^nn+v++xvbn+=began
after ^cs+sub+++=after
his ^pp$+pp3+++=his
manner ^nn++++=manner
to ^to++++=to
gnaw ^vbi++++=gnaw
his ^pp$+pp3+++=his
knuckles ^nns++++=knuckles
and ^cc++++=and
bite ^nn++++=bite
his ^pp$+pp3+++=his
nails ^nns++++=nails.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
from ^in++++=from
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
moved ^vpsv++by+xvbnx+=moved
by ^in++++=by
the ^ati++++=the
coming ^jj+++xvbg+=coming
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
white ^jj+atrb+++=white
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
him ^pp3o+pp3+++=him
long ^rb++++=long
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
