An ^at++++=An
closing ^vbg+++xvbgx+=closing
gradually ^rb++++=gradually
until ^cs+sub+++=until
at ^rb++++=at
this ^dt+dem+++=this
juncture ^nn++++=juncture
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
condensed ^vpsv++agls+xvbnx+=condensed
to ^to++++=to
about ^rp++++=about
five ^cd++++=five
miles ^nns++++=miles,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
horseman ^nn+nom+++=horseman
to ^in++++=to
every ^at++++=every
fifty ^cd++++=fifty
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Wolves ^nps++++=Wolves
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sighted ^vpsv++agls+xvbnx+=sighted
numerous ^jj+atrb+++=numerous
times ^nns++++=times
running ^vwbg+++xvbg+=running
from ^in++++=from
covert ^nn+++??+=covert
to ^in++++=to
covert ^nn+++??+=covert,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
few ^ap++++=few
had ^vbd+hvd+aux++=had
shown ^vprf+++xvbnx+=shown
themselves ^ppls+pp3+++=themselves
to ^in++++=to
the ^ati++++=the
flank ^nn++++=flank
line ^nn++++=line,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
contented ^jj++++=contented
with ^in++++=with
such ^abl++++=such
shelter ^nn++++=shelter
as ^ql++++=as
the ^ati++++=the
scraggy ^nn+++??+=scraggy
plum ^jj++++=plum
brush ^vb++++=brush
afforded ^vbd+++xvbn+=afforded.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
the ^ati++++=the
beaters ^nns+nom+++=beaters
would ^md+prd+++=would
rout ^vb++++=rout
or ^cc++++=or
sight ^nn++++=sight
a ^at++++=a
wolf ^nn++++=wolf,
, ^zz++++=EXTRAWORD
the ^ati++++=the
yelling ^nn++++=yelling
would ^md+prd+++=would
continue ^vb++++=continue
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
line ^nn++++=line
for ^in++++=for
several ^ap++++=several
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
Cave ^nn++++=Cave
and ^cc++++=and
his ^pp$+pp3+++=his
well ^rb++++=well-formed
- ^zz++++=EXTRAWORD
formed ^vprf+++xvbn+=EXTRAWORD
circle ^nn++++=circle
of ^in++++=of
beaters ^nns+nom+++=beaters
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
good ^jj+atrb+++=good
time ^nn++++=time;
; ^zz++++=EXTRAWORD
Reese ^np+++??+=Reese
on ^in++++=on
the ^ati++++=the
left ^jj+atrb++xvbn+=left
flank ^nn++++=flank
was ^vbd+bedz+aux++=was
closing ^vbg+++xvbgx+=closing
and ^cc+phrs+++=and
moving ^vbg+++xvbg+=moving
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
line ^nn++++=line
under ^in++++=under
Lynch ^np+++??+=Lynch
was ^vbd+bedz+vrb++=was
as ^ql++++=as
impatient ^jj++++=impatient
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
hilarious ^jj+pred+++=hilarious.
. ^zz++++=EXTRAWORD
Miller ^np++++=Miller
made ^vbd+++xvbn+=made
the ^ati++++=the
circle ^nn++++=circle
every ^at++++=every
half ^nn++++=half
hour ^nn++++=hour
or ^cc++++=or
so ^ql++++=so;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
only ^rb+down+++=only
to ^to++++=to
mention ^nn+nom+++=mention
it ^pp3+it+++=it
to ^to++++=to
pick ^vbi++++=pick
any ^dti++++=any
horse ^nn++++=horse
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
from ^in++++=from
the ^ati++++=the
entire ^jjb+atrb+++=entire
line ^nn++++=line
for ^in++++=for
a ^at++++=a
change ^nn++++=change.
. ^zz++++=EXTRAWORD
By ^in++++=By
one ^cd1++++=one
o'clock ^rb++++=o'clock
the ^ati++++=the
drive ^nn++++=drive
had ^vbd+hvd+aux++=had
closed ^vprf+++xvbnx+=closed
to ^in++++=to
the ^ati++++=the
entrance ^nn+nom+++=entrance
of ^in++++=of
the ^ati++++=the
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
within ^in++++=within
a ^at++++=a
mile ^nn++++=mile
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
termination ^nn+nom+++=termination.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
yet ^cc++++=yet
enough ^qlp++++=enough
cover ^nn++++=cover
to ^to++++=to
hide ^vbi++++=hide
the ^ati++++=the
quarry ^nn++++=quarry,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
extreme ^nn++++=extreme
point ^nn++++=point
of ^in++++=of
this ^dt+dem+++=this
horseshoe ^nn+++??+=horseshoe
was ^vbd+bedz+vrb++=was
a ^at++++=a
sand ^nn++++=sand
bar ^nn++++=bar
with ^in++++=with
no ^at++++=no
shelter ^nn++++=shelter
except ^in++++=except
driftwood ^nn+++??+=driftwood
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Edwards ^np++++=Edwards
and ^cc++++=and
his ^pp$+pp3+++=his
squad ^nn++++=squad
were ^vbd+bed+vrb++=were
at ^in++++=at
their ^pp$+pp3+++=their
post ^nn++++=post
across ^in+pl+++=across
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
in ^in++++=in
plain ^jj+atrb+++=plain
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
advancing ^jj+atrb++xvbg+=advancing
line ^nn++++=line.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
seen ^vpsv++agls+xvbnx+=seen
to ^to+vcmp+++=to
dismount ^vbi++++=dismount
and ^cc+phrs+++=and
lie ^vb++++=lie
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
brink ^nn++++=brink
of ^in++++=of
the ^ati++++=the
cut ^vbd+++xvbn+=cut-bank.
- ^zz++++=EXTRAWORD
bank ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
minutes ^nns++++=minutes
later ^rbr+tm+++=later
chaos ^nn++++=chaos
broke ^vbd+++xvbn+=broke
out ^rp+pl+++=out
along ^in++++=along
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
band ^nn++++=band
of ^in++++=of
possibly ^rb++++=possibly
twenty ^cd++++=twenty
wolves ^nps++++=wolves
left ^vbd+++xvbn+=left
their ^pp$+pp3+++=their
cover ^nn++++=cover
and ^cc++++=and
appeared ^vpsv++agls+xvbn+=appeared
on ^in++++=on
the ^ati++++=the
sand ^nn++++=sand
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
rifle ^nn++++=rifle
shots ^nns++++=shots
rang ^vbd+++xvbn+=rang
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
skurried ^vbd+++xvbnx+=skurried
back ^jjb++++=back
to ^to++++=to
cover ^vbi++++=cover.
. ^zz++++=EXTRAWORD
Shooting ^vbg+++xvbg+=Shooting
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
becoming ^vbg+++xvbgx+=becoming
dangerous ^jj++++=dangerous.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
line ^nn++++=line
was ^vbd+bedz+vrb++=was
a ^at++++=a
horseman ^nn+nom+++=horseman
every ^at++++=every
ten ^cd++++=ten
or ^cc++++=or
twelve ^cd++++=twelve
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
captains ^nns++++=captains
rode ^vbd+++xvbn+=rode
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
begging ^vbg+++xvbg+=begging
the ^ati++++=the
men ^nns++++=men
to ^to++++=to
cease ^vbi++++=cease
shooting ^vbg+++xvbg+=shooting
entirely ^rb+amp+++=entirely.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
only ^rb+down+++=only
had ^vb+hv+vrb++=had
a ^at++++=a
temporary ^jj+atrb+++=temporary
effect ^nn++++=effect,
, ^zz++++=EXTRAWORD
for ^in++++=for
shortly ^rb+tm+++=shortly
the ^ati++++=the
last ^jj+atrb+++=last
bit ^nn++++=bit
of ^in++++=of
cover ^nn++++=cover
was ^vbd+bedz+aux++=was
passed ^vpsv++agls+xvbnx+=passed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
within ^in++++=within
four ^cd++++=four
hundred ^cd++++=hundred
yards ^nns++++=yards
on ^in++++=on
the ^ati++++=the
bar ^nn++++=bar
was ^vbd+bedz+vrb++=was
a ^at++++=a
snarling ^nvbg+++xvbg+=snarling,
, ^zz++++=EXTRAWORD
snapping ^vbg+++xvbg+=snapping
band ^nn++++=band
of ^in++++=of
gray ^np++++=gray
wolves ^nps++++=wolves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
was ^vbd+bedz+aux++=was
halted ^vpsv++agls+xvbnx+=halted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unlooked ^jj+++xvbn+=unlooked-for
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
question ^nn+nom+++=question
now ^rn+tm+++=now
arose ^vbd+++xvbn+=arose
how ^wrb+who+++=how
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
kill ^nn++++=kill
safe ^jj++++=safe
and ^cc+phrs+++=and
effective ^jj++++=effective.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
shoot ^vbi++++=shoot
from ^in++++=from
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank
without ^in++++=without
endangering ^j++++=endangering
the ^ati++++=the
line ^nn++++=line
of ^in++++=of
men ^nns++++=men
and ^cc++++=and
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
a ^at++++=a
small ^jj+atrb+++=small
number ^nn++++=number
of ^in++++=of
rifles ^nns++++=rifles
were ^vbd+bed+aux++=were
advanced ^vpsv++agls+xvbnx+=advanced
on ^in++++=on
the ^ati++++=the
extreme ^nn++++=extreme
left ^vbd+++xvbn+=left
flank ^nn++++=flank
to ^in++++=to
within ^in++++=within
two ^cd++++=two
hundred ^cd++++=hundred
yards ^nns++++=yards
of ^in++++=of
the ^ati++++=the
quarry ^nn++++=quarry,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
opened ^vbd+++xvbnx+=opened
fire ^nn++++=fire
at ^rb++++=at
an ^at++++=an
angle ^nn++++=angle
from ^in++++=from
the ^ati++++=the
watchers ^nns+nom+++=watchers
on ^in++++=on
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
proved ^vbd+vprv++xvbnx+=proved
poor ^jj+atrb+++=poor
marksmen ^nns++++=marksmen,
, ^zz++++=EXTRAWORD
overshooting ^jj+++xvbg+=overshooting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^ap+down+++=only
succeeded ^jj+++xvbn+=succeeded
in ^in++++=in
wounding ^jj++++=wounding
a ^ap++++=a
few ^ap"++++=few
and ^cc++++=and
forcing ^vbg+++xvbg+=forcing
several ^ap++++=several
to ^to++++=to
take ^vbi++++=take
to ^to+vcmp+++=to
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
necessary ^jj++++=necessary
to ^to+jcmp+++=to
recall ^vbi+vprv+++=recall
the ^ati++++=the
men ^nns++++=men
to ^in++++=to
the ^ati++++=the
line ^nn++++=line.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
men ^nns++++=men
were ^vbd+bed+aux++=were
now ^rn+tm+splt++=now
ordered ^vpsv++agls+xvbnx+=ordered
to ^to+vcmp+++=to
dismount ^vbi++++=dismount
and ^cc+phrs+++=and
lie ^vb++++=lie
down ^rp++++=down,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
opposite ^jj+atrb+++=opposite
side ^nn++++=side
would ^md+prd+++=would
take ^vb++++=take
a ^at++++=a
hand ^nn++++=hand
when ^wrb+who+++=when
the ^ati++++=the
swimming ^jj+++xvbg+=swimming
wolves ^nps++++=wolves
came ^vbd+++xvbn+=came
within ^in++++=within
range ^nn++++=range
of ^in++++=of
shotguns ^nns+++??+=shotguns
and ^cc++++=and
carbines ^nns++++=carbines,
, ^zz++++=EXTRAWORD
to ^to++++=to
say ^vbi+vpub+++=say
nothing ^pn++++=nothing
of ^in++++=of
six ^cd++++=six-shooters.
- ^zz++++=EXTRAWORD
shooters ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
current ^nn++++=current
carried ^vbd+++xvbn+=carried
the ^ati++++=the
swimming ^jj+atrb++xvbg+=swimming
ones ^pn++++=ones
down ^in++++=down
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
every ^at++++=every
man ^nn++++=man
was ^vbd+bedz+vrb++=was
in ^in++++=in
readiness ^nns+nom+++=readiness
to ^to+ncmp+++=to
give ^vbi++++=give
them ^pp3o+pp3+++=them
a ^at++++=a
welcome ^nn++++=welcome.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fusillade ^nn+++??+=fusillade
which ^whp+rel+subj++=which
greeted ^vbd+++xvbn+=greeted
them ^pp3o+pp3+++=them
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
skirmish ^jj++++=skirmish-line
- ^zz++++=EXTRAWORD
line ^nn++++=EXTRAWORD
in ^in++++=in
action ^nn++++=action,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
most ^ql+emph+++=most
effective ^jj+atrb+++=effective
execution ^nn+nom+++=execution
was ^vbd+bedz+vrb++=was
with ^in++++=with
buckshot ^nn+++??+=buckshot
as ^ql++++=as
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
staggering ^jj++++=staggering
and ^cc++++=and
water ^nn++++=water-soaked
- ^zz++++=EXTRAWORD
soaked ^xvbn+++xvbn+=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
the ^ati++++=the
shooting ^nn++++=shooting
across ^in+pl+++=across
the ^ati++++=the
river ^nn++++=river
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased,
, ^zz++++=EXTRAWORD
a ^at++++=a
yell ^nn++++=yell
of ^in++++=of
alarm ^nn++++=alarm
surged ^vbd+++xvbn+=surged
through ^in++++=through
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
moment ^nn++++=moment
every ^at++++=every
man ^nn++++=man
was ^vbd+bedz+aux++=was
climbing ^vbg+++xvbgx+=climbing
into ^in++++=into
his ^pp$+pp3+++=his
saddle ^nn++++=saddle
and ^cc++++=and
bringing ^vbg+++xvbg+=bringing
his ^pp$+pp3+++=his
arms ^nns++++=arms
into ^in++++=into
position ^nn+nom+++=position
for ^in++++=for
action ^nn++++=action.
. ^zz++++=EXTRAWORD
No ^at++++=No
earthly ^jj+atrb+++=earthly
power ^nn++++=power
could ^md+pos+++=could
have ^vb+hv+aux++=have
controlled ^vprf+++xvbnx+=controlled
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
for ^in++++=for
coming ^xvbg+++xvbg+=coming
at ^rb++++=at
the ^ati++++=the
line ^nn++++=line
less ^rbr++++=less
than ^in++++=than
two ^cd++++=two
hundred ^cd++++=hundred
yards ^nns++++=yards
distant ^jj++++=distant
was ^vbd+bedz+vrb++=was
the ^ati++++=the
corralled ^jj+atrb++xvbn+=corralled
band ^nn++++=band
of ^in++++=of
wolves ^nps++++=wolves
under ^in++++=under
the ^ati++++=the
leadership ^nn+nom+++=leadership
of ^in++++=of
a ^at++++=a
monster ^nn+nom+++=monster
dog ^nn++++=dog
wolf ^nn++++=wolf,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
a ^at++++=a
leader ^nn++++=leader
of ^in++++=of
some ^dti++++=some
band ^nn++++=band,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
gun ^nn++++=gun
within ^in++++=within
range ^nn++++=range
opened ^vbd+++xvbn+=opened
on ^rp++++=on
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
lessened ^vprf+++xvbnx+=lessened
the ^ati++++=the
intervening ^jj+atrb++xvbg+=intervening
distance ^nn+nom+++=distance
by ^in++++=by
one ^cd1++++=one
half ^nn++++=half,
, ^zz++++=EXTRAWORD
the ^ati++++=the
entire ^jjb+atrb+++=entire
band ^nn++++=band
deserted ^vbd+++xvbn+=deserted
their ^pp$+pp3+++=their
leader ^nn++++=leader
and ^cc++++=and
retreated ^vbd+++xvbn+=retreated,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
unmindful ^jj++++=unmindful
of ^in++++=of
consequences ^nns+nom+++=consequences
he ^pp3a+pp3+++=he
rushed ^vbd+++xvbnx+=rushed
forward ^rb++++=forward
at ^rb++++=at
the ^ati++++=the
line ^nn++++=line.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
gun ^nn++++=gun
was ^vbd+bedz+aux++=was
belching ^vbg+++xvbgx+=belching
fire ^nn++++=fire
and ^cc++++=and
lead ^nn++++=lead
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
tufts ^nns++++=tufts
of ^in++++=of
fur ^nn++++=fur
floating ^vwbg+++xvbg+=floating
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
told ^vbd+vpub++xvbn+=told
that ^tht+vcmp+++=that
several ^ap++++=several
shots ^nns++++=shots
were ^vbd+bed+vrb++=were
effective ^jj+pred+++=effective.
. ^zz++++=EXTRAWORD
Wounded ^j+++xvbn+=Wounded
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
the ^ati++++=the
horsemen ^nns++++=horsemen,
, ^zz++++=EXTRAWORD
striking ^vbg+++xvbg+=striking
right ^jj++++=right
and ^cc++++=and
left ^vpsv++agls+xvbn+=left
in ^in++++=in
splendid ^jj+atrb+++=splendid
savage ^jj+atrb+++=savage
ferocity ^nn+nom+++=ferocity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horses ^nns++++=horses
snorted ^vbd+++xvbn+=snorted
and ^cc+phrs+++=and
shrank ^vbd+++xvbn+=shrank
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
suffered ^jj+++xvbn+=suffered
from ^in++++=from
his ^pp$+pp3+++=his
ugly ^jj+atrb+++=ugly
thrusts ^nns++++=thrusts.
. ^zz++++=EXTRAWORD
An ^at++++=An
occasional ^jj+atrb+++=occasional
effective ^jj+atrb+++=effective
shot ^nn+++xvbn+=shot
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
every ^at++++=every
time ^nn++++=time
he ^pp3a+pp3+++=he
forced ^vbd+++xvbnx+=forced
his ^pp$+pp3+++=his
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
cordon ^nn++++=cordon
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
confronted ^vpsv++by+xvbnx+=confronted
by ^in++++=by
a ^at++++=a
second ^od++++=second
line ^nn++++=line.
. ^zz++++=EXTRAWORD
A ^at++++=A
successful ^jj+atrb+++=successful
cast ^nn+++xvbn+=cast
of ^in++++=of
a ^at++++=a
rope ^nn++++=rope
finally ^rb++++=finally
checked ^vbd+++xvbn+=checked
his ^pp$+pp3+++=his
course ^nn++++=course;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
roper ^np++++=roper
wheeled ^vbd+++xvbn+=wheeled
his ^pp$+pp3+++=his
mount ^nn++++=mount
to ^in++++=to
drag ^nn++++=drag
him ^pp3o+pp3+++=him
to ^in++++=to
death ^nn++++=death,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
his ^pp$+pp3+++=his
last ^rb++++=last
final ^jj+atrb+++=final
rush ^nn++++=rush
at ^rb++++=at
the ^ati++++=the
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
springing ^vbg+++xvbg+=springing
at ^rb++++=at
the ^ati++++=the
flank ^nn++++=flank,
, ^zz++++=EXTRAWORD
fastened ^j+++xvbn+=fastened
his ^pp$+pp3+++=his
fangs ^nns++++=fangs
into ^in++++=into
a ^at++++=a
stirrup ^nn++++=stirrup
fender ^nn++++=fender,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
well ^rb++++=well-directed
- ^zz++++=EXTRAWORD
directed ^vbd+++xvbn+=EXTRAWORD
shot ^vpsv++by+xvbn+=shot
by ^in++++=by
the ^ati++++=the
roper ^np++++=roper
silenced ^vbd+++xvbn+=silenced
him ^pp3o+pp3+++=him
safely ^rb++++=safely
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
excitement ^nn+nom+++=excitement,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
enough ^qlp++++=enough
cool ^jj+atrb+++=cool
heads ^nns++++=heads
to ^to++++=to
maintain ^vbi+vpub+++=maintain
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
none ^pn++++=none
escaped ^vbd+++xvbn+=escaped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
supreme ^jj+atrb+++=supreme
question ^nn+nom+++=question
now ^rn+tm+++=now
was ^vbd+bedz+aux++=was
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
kill ^nn++++=kill
with ^in++++=with
safety ^nn++++=safety,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
line ^nn++++=line
was ^vbd+bedz+aux++=was
ransacked ^vpsv++agls+xvbnx+=ransacked
for ^in++++=for
volunteers ^nns+nom+++=volunteers
who ^whp+rel+subj++=who
could ^md+pos+++=could
shoot ^vb++++=shoot
a ^at++++=a
rifle ^nn++++=rifle
with ^in++++=with
some ^dti++++=some
little ^jj+atrb+++=little
accuracy ^nn+nom+++=accuracy.
. ^zz++++=EXTRAWORD
About ^in++++=About
a ^at++++=a
dozen ^cd++++=dozen
were ^vbd+bed+aux++=were
secured ^vpsv++agls+xvbnx+=secured,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
again ^rb+tm+++=again
advanced ^jj+++xvbn+=advanced
on ^in++++=on
the ^ati++++=the
extreme ^nn++++=extreme
right ^jj+atrb+++=right
flank ^nn++++=flank
to ^in++++=to
within ^in++++=within
a ^at++++=a
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
yards ^nns++++=yards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dismounting ^vbg+++xvbg+=dismounting,
, ^zz++++=EXTRAWORD
flattened ^xvbn+++xvbn+=flattened
themselves ^ppls+pp3+++=themselves
out ^rp+pl+++=out
and ^cc++++=and
opened ^vpsv++agls+xvbn+=opened
on ^in++++=on
the ^ati++++=the
skurrying ^jj+++xvbg+=skurrying
wolves ^nps++++=wolves.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
afterward ^rb++splt++=afterward
attributed ^vpsv++agls+xvbnx+=attributed
to ^in++++=to
the ^ati++++=the
glaring ^nn++++=glaring
of ^in++++=of
the ^ati++++=the
sun ^nn++++=sun
on ^in++++=on
the ^ati++++=the
white ^jj+atrb+++=white
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
made ^vbd+++xvbn+=made
their ^pp$+pp3+++=their
marksmanship ^nn+nom+++=marksmanship
so ^ql+emph+++=so
shamefully ^jj++++=shamefully
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
results ^nns++++=results
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
unsatisfactory ^jj++++=unsatisfactory.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
recalled ^vpsv++agls+xvbnx+=recalled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
decided ^vpsv++agls+xvbnx+=decided
to ^to+vcmp+++=to
send ^vbi++++=send
in ^in++++=in
four ^cd++++=four
shotguns ^nns+++??+=shotguns
and ^cc++++=and
try ^vb++++=try
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
buckshot ^nn+++??+=buckshot
from ^in++++=from
horseback ^nn++++=horseback.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
move ^nn++++=move
was ^vbd+bedz+vrb++=was
disastrous ^jj+pred+++=disastrous,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
final ^jj++++=final.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
ordinary ^jj++++=ordinary
double ^jj++++=double-barreled
- ^zz++++=EXTRAWORD
barreled ^jj+atrb++xvbn+=EXTRAWORD
shotguns ^nns+++??+=shotguns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reloading ^nvbg+++xvbg+=reloading
was ^vbd+bedz+vrb++=was
slow ^jj+pred+++=slow
in ^in++++=in
an ^at++++=an
emergency ^nn++++=emergency.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
of ^in++++=of
the ^ati++++=the
wolves ^nps++++=wolves
were ^vbd+bed+aux++=were
wounded ^vpsv++agls+xvbnx+=wounded
and ^cc++++=and
had ^vbd+hvd+aux++=had
sought ^vprf+++xvbnx+=sought
such ^abl++++=such
cover ^nn++++=cover
as ^ql++++=as
the ^ati++++=the
driftwood ^nn++++=driftwood
afforded ^vbd+++xvbn+=afforded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
experiment ^nn+nom+++=experiment
had ^vb+hv+aux++=had
barely ^rb+down+splt++=barely
begun ^vprf+++xvbnx+=begun,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
wounded ^jj+++xvbn+=wounded
wolf ^np++++=wolf
sprang ^vbd+++xvbn+=sprang
out ^rp+pl+++=out
from ^in++++=from
behind ^in+pl+++=behind
an ^at++++=an
old ^jj+atrb+++=old
root ^nn++++=root,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fastened ^vpsv++agls+xvbn+=fastened
upon ^in++++=upon
the ^ati++++=the
neck ^nn++++=neck
