As ^ql++++=As
bitterly ^rb+cnj+++=bitterly,
, ^zz++++=EXTRAWORD
said ^vb+++xvbn+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
put ^vbi++++=put
over ^in+strn+++=over?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
swear ^vbd+++xvbnx+=swear
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
tell ^vb++++=tell
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
Gianetto ^np+++??+=Gianetto
is ^vbz+bez+vrb++=is
and ^cc++++=and
the ^ati++++=the
watch ^nn++++=watch
is ^vbz+bez+vrb++=is
yours ^pp$$++++=yours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
could ^md+pos+++=could
not ^xnot++not++=not
suppress ^nns+nom+++=suppress
a ^at++++=a
smile ^nn++++=smile
of ^in++++=of
disbelief ^nn++++=disbelief;
; ^zz++++=EXTRAWORD
fixing ^nvbg+++xvbg+=fixing
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
eyes ^nns++++=eyes
on ^in++++=on
those ^dt+dem+++=those
of ^in++++=of
the ^ati++++=the
adjutant ^nn+nom+++=adjutant,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read
in ^in++++=in
them ^pp3o+pp3+++=them
how ^wrb+who+++=how
much ^ap++++=much
faith ^nn++++=faith
he ^pp3a+pp3+++=he
could ^md+pos+++=could
place ^vb++++=place
in ^in++++=in
his ^pp$+pp3+++=his
words ^nns++++=words.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
lose ^vb++++=lose
my ^pp$+pp1+++=my
commission ^nn++++=commission,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
adjutant ^nn+nom+++=adjutant,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
the ^ati++++=the
watch ^vb++++=watch
as ^cs+sub+++=as
agreed ^jj+++xvbn+=agreed.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
men ^nns++++=men
here ^rn+pl+++=here
are ^vb+ber+vrb++=are
witnesses ^nns+nom+++=witnesses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
go ^vb++++=go
back ^rb+phrv+++=back
on ^in+ppvb+++=on
my ^pp$+pp1+++=my
word ^nn++++=word
as ^in++++=as
an ^at++++=an
officer ^nn++++=officer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
he ^pp3a+pp3+++=he
moved ^vbd+++xvbnx+=moved
the ^ati++++=the
watch ^vb++++=watch
closer ^rbr++++=closer
and ^cc+phrs+++=and
closer ^rbr++++=closer
until ^cs+sub+++=until
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
almost ^rb+hdg+splt++=almost
touching ^vbg+++xvbgx+=touching
Fortunato ^np++++=Fortunato's
's ^$++++=EXTRAWORD
pale ^nn++++=pale
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child's
's ^$++++=EXTRAWORD
face ^nn++++=face
clearly ^rb++++=clearly
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
struggle ^nn++++=struggle
between ^in++++=between
personal ^jj+atrb+++=personal
greed ^nn++++=greed
and ^cc++++=and
the ^ati++++=the
traditional ^jj+atrb+++=traditional
claims ^nns++++=claims
of ^in++++=of
solidarity ^nn+nom+++=solidarity
against ^in++++=against
the ^ati++++=the
authorities ^nns+nom+++=authorities
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
raging ^vbg+++xvbgx+=raging
within ^in++++=within
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
bare ^jj+atrb+++=bare
chest ^nn++++=chest
was ^vbd+bedz+aux++=was
heaving ^vbg+++xvbgx+=heaving,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
fighting ^vbg+++xvbgx+=fighting
for ^in++++=for
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
still ^rb++++=still
the ^ati++++=the
watch ^nn++++=watch
swung ^vbd+++xvbn+=swung,
, ^zz++++=EXTRAWORD
twisted ^j+++xvbn+=twisted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
occasionally ^rb++++=occasionally
bumped ^vbd+++xvbn+=bumped
against ^in++++=against
the ^ati++++=the
tip ^nn++++=tip
of ^in++++=of
his ^pp$+pp3+++=his
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
hand ^nn++++=hand
slowly ^rb++++=slowly
rose ^nn+++xvbn+=rose
towards ^in++++=towards
the ^ati++++=the
watch ^nn++++=watch;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
fingertips ^nns++++=fingertips
touched ^vbd+++xvbn+=touched
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
felt ^vbd+vprv+tht0+xvbnx+=felt
its ^pp$+it+++=its
full ^jj+atrb+++=full
weight ^nn++++=weight
in ^in++++=in
his ^pp$+pp3+++=his
palm ^nn++++=palm,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
adjutant ^nn+nom+++=adjutant
still ^rb++++=still
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
chain ^nn++++=chain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dial ^nn++++=dial
was ^vbd+bedz+vrb++=was
pale ^nn++++=pale
blue ^jj++++=blue,
, ^zz++++=EXTRAWORD
the ^ati++++=the
case ^nn++++=case
newly ^rb++++=newly
polished ^jj++++=polished;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sunshine ^nn++++=sunshine
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
ablaze...the ^nn+++??+=ablaze...The
temptation ^nn+nom+++=temptation
was ^vbd+bedz+vrb++=was
too ^ql++++=too
great ^np++++=great.
. ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
thumb ^nn++++=thumb,
, ^zz++++=EXTRAWORD
pointed ^j+++xvbn+=pointed
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
at ^in++++=at
the ^ati++++=the
pile ^nn++++=pile
of ^in++++=of
hay ^nn++++=hay
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adjutant ^npt+nom+++=adjutant
understood ^vwbn+vprv++xvbn+=understood-he
- ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
let ^vbd+++xvbnx+=let
go ^vb++++=go
of ^in++++=of
the ^ati++++=the
chain ^nn++++=chain;
; ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
sole ^jjb+atrb+++=sole
possessor ^nn++++=possessor
of ^in++++=of
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose
with ^in++++=with
the ^ati++++=the
agility ^nn+nom+++=agility
of ^in++++=of
a ^at++++=a
fawn ^nn++++=fawn
and ^cc++++=and
moved ^vbd+++xvbn+=moved
ten ^cd++++=ten
paces ^nns++++=paces
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
pile ^nn++++=pile
of ^in++++=of
hay ^nn++++=hay,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
at ^rb++++=at
once ^rb"+tm+++=once
began ^vbd+++xvbn+=began
to ^to++++=to
demolish ^vbi++++=demolish.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
soon ^rb+tm+++=soon
the ^ati++++=the
hay ^nn++++=hay
began ^vbd+++xvbn+=began
to ^to++++=to
move ^vbi++++=move
and ^cc++++=and
a ^at++++=a
man ^nn++++=man
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
drenched ^xvbn+++xvbn+=drenched
in ^in++++=in
blood ^nn++++=blood
and ^cc++++=and
with ^in++++=with
a ^at++++=a
dagger ^nn++++=dagger
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
rise ^vbi++++=rise
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wound ^nn+++xvbn+=wound
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
bleeding ^nvbg+++xvbg+=bleeding,
, ^zz++++=EXTRAWORD
prevented ^j+++xvbn+=prevented
him ^pp3o+pp3+++=him
from ^in++++=from
standing ^xvbg+++xvbg+=standing
up ^rp++++=up-he
- ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
Throwing ^vbg+++xvbg+=Throwing
himself ^ppl+pp3+++=himself
on ^in++++=on
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Gamba ^np++++=Gamba
ripped ^vwbn+++xvbn+=ripped
the ^ati++++=the
stiletto ^nn+++??+=stiletto
from ^in++++=from
his ^pp$+pp3+++=his
grip ^nn++++=grip.
. ^zz++++=EXTRAWORD
Instantly ^rb+tm+++=Instantly
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
tightly ^rb++splt++=tightly
bound ^vpsv++agls+xvbnx+=bound,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
his ^pp$+pp3+++=his
struggles ^nns++++=struggles.
. ^zz++++=EXTRAWORD
Gianetto ^np+++??+=Gianetto,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
trussed ^vbd+++xvbn+=trussed
like ^in++++=like
a ^at++++=a
bundle ^nn++++=bundle
of ^in++++=of
firewood ^nn+++??+=firewood,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
his ^pp$+pp3+++=his
head ^nn++++=head
towards ^in++++=towards
Fortunato ^np+++??+=Fortunato,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
stepped ^vprf+++xvbnx+=stepped
forward ^rb++++=forward
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
a. ^nn+++??+=a...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=,"
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
with ^in++++=with
more ^rbr++++=more
contempt ^nn++++=contempt
than ^in++++=than
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
flipped ^vbd+++xvbn+=flipped
back ^jjb++++=back
the ^ati++++=the
silver ^nn++++=silver
coin ^nn++++=coin
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
accepted ^vprf+++xvbnx+=accepted
from ^in++++=from
the ^ati++++=the
prisoner ^nn+nom+++=prisoner,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
no ^at++++=no
longer ^rbr++++=longer
deserved ^vprf+++xvbn+=deserved
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
outlaw ^nn++++=outlaw
seemed ^vbd+seem++xvbn+=seemed
not ^xnot++not++=not
to ^to++++=to
even ^cs+sub+++=even
notice ^vb+vprv+++=notice
the ^ati++++=the
gesture ^nn++++=gesture.
. ^zz++++=EXTRAWORD
With ^in++++=With
great ^jj+atrb+++=great
composure ^nn++++=composure
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
adjutant ^nn+nom+++=adjutant,
, ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Gamba ^np++++=Gamba,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
walk ^vb++++=walk;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi++pmd"++=have
to ^md+nec+++=to
carry ^vb++++=carry
me ^pp1o+pp1+++=me
into ^in++++=into
town ^nn++++=town."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+aux++=were
running ^vbg+++xvbgx+=running
faster ^rbr++++=faster
than ^in++++=than
a ^at++++=a
fleeing ^jj+atrb++xvbg+=fleeing
buck ^nn++++=buck
a ^at++++=a
moment ^nn++++=moment
ago ^rb+cnj+++=ago,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
the ^ati++++=the
victor ^nn++++=victor
pitilessly ^jj++++=pitilessly.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
set ^vb+++xvbn+=set
your ^pp$+pp2+++=your
mind ^nn++++=mind
at ^rb++++=at
rest ^nn++++=rest;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql+emph+++=so
pleased ^jj+++xvbn+=pleased
to ^to+jcmp+++=to
have ^vbi+vbi+aux++=have
caught ^vprf+++xvbnx+=caught
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
carry ^vb++++=carry
you ^pp2+pp2+++=you
on ^in++++=on
my ^pp$+pp1+++=my
back ^jjb++++=back
for ^in++++=for
three ^cd++++=three
miles ^nns++++=miles
without ^in++++=without
tiring ^nn++++=tiring.
. ^zz++++=EXTRAWORD
In ^in++++=In
any ^dti++++=any
case ^nn++++=case,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
you ^pp2+pp2+++=you
a ^at++++=a
stretcher ^nn+nom+++=stretcher
out ^rp+pl+++=out
of ^in++++=of
some ^dti++++=some
branches ^nns++++=branches
and ^cc++++=and
your ^pp$+pp2+++=your
overcoat ^nn++++=overcoat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
can ^md+pos+++=can
get ^vb++++=get
horses ^nns++++=horses
at ^in++++=at
Crespoli ^np++++=Crespoli's
's ^$++++=EXTRAWORD
farm ^nn++++=farm."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
prisoner ^nn+nom+++=prisoner,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
just ^rb+emph+++=just
put ^vb+++xvbn+=put
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
straw ^nn++++=straw
on ^in++++=on
the ^ati++++=the
litter ^nn++++=litter,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
more ^rbr++++=more
comfortable ^jj+pred+++=comfortable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
were ^vbd+bed+vrb++=were
busy ^jj++++=busy
improvising ^jj+++xvbg+=improvising
a ^at++++=a
litter ^nn++++=litter
with ^in++++=with
chestnut ^nn++++=chestnut
branches ^nns++++=branches
and ^cc++++=and
dressing ^nvbg+++xvbg+=dressing
Gianetto ^np++++=Gianetto's
's ^$++++=EXTRAWORD
wound ^nn+++xvbn+=wound,
, ^zz++++=EXTRAWORD
Mateo ^np+++??+=Mateo
Falcone ^np+++??+=Falcone
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
suddenly ^rb++++=suddenly
rounded ^vbd+++xvbn+=rounded
the ^ati++++=the
bend ^nn++++=bend
leading ^vwbg+++xvbg+=leading
from ^in++++=from
the ^ati++++=the
maquis ^nn++++=maquis.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
was ^vbd+bedz+aux++=was
plodding ^vbg+++xvbgx+=plodding
laboriously ^rb++++=laboriously
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
beneath ^in+pl+++=beneath
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
an ^at++++=an
enormous ^jj+atrb+++=enormous
sack ^nn++++=sack
of ^in++++=of
chestnuts ^nns++++=chestnuts,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
her ^pp3o+pp3+++=her
husband ^nn++++=husband
ambled ^vbd+++xvbn+=ambled
along ^in++++=along
with ^in"++++=with
only ^rb+down+++=only
a ^at++++=a
rifle ^nn++++=rifle
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
slung ^vwbn+++xvbn+=slung
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder-it
- ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
unbecoming ^jj+pred+++=unbecoming
for ^in++++=for
a ^at++++=a
man ^nn++++=man
to ^to++++=to
carry ^vbi++++=carry
any ^dti++++=any
burden ^nn++++=burden
but ^cc++++=but
his ^pp$+pp3+++=his
weapons ^nns++++=weapons.
. ^zz++++=EXTRAWORD
Mateo ^np++++=Mateo's
's ^$++++=EXTRAWORD
first ^od++++=first
thought ^vbd+++xvbn+=thought
on ^in++++=on
seeing ^xvbg+++xvbg+=seeing
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
arrest ^nn++++=arrest
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
why ^wrb+who+whq++=why
should ^md+nec+++=should
such ^abl++++=such
an ^at++++=an
idea ^nn++++=idea
cross ^nn++++=cross
his ^pp$+pp3+++=his
mind ^nn++++=mind?
? ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
Mateo ^np+++??+=Mateo
perhaps ^rb++++=perhaps
tangled ^jj++++=tangled
with ^in++++=with
the ^ati++++=the
law ^nn++++=law?
? ^zz++++=EXTRAWORD
No ^at++++=No;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
enjoyed ^vbd+++xvbnx+=enjoyed
a ^at++++=a
good ^jj+atrb+++=good
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
of ^in++++=of
high ^nn++++=high
standing ^vwbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
Corsican ^nn+nom+++=Corsican
and ^cc++++=and
a ^at++++=a
man ^nn++++=man
of ^in++++=of
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
few ^ap++++=few
Corsicans ^nns+nom++??+=Corsicans
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
delve ^vb++++=delve
in ^in++++=in
their ^pp$+pp3+++=their
memories ^nns++++=memories,
, ^zz++++=EXTRAWORD
cannot ^md+pos+not++=cannot
find ^vb+vprv+++=find
some ^dti++++=some
offense ^nn+++??+=offense-a
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
gunshot ^nn++++=gunshot,
, ^zz++++=EXTRAWORD
a ^at++++=a
knifing ^nvbg+++xvbg+=knifing,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
such ^abl++++=such
trifling ^jj+atrb+++=trifling
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
Mateo ^np+++??+=Mateo
had ^vb+hv+vrb++=had
a ^at++++=a
clearer ^jjr+atrb+++=clearer
conscience ^nn+nom+++=conscience
than ^in++++=than
most ^ql+emph+++=most,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
than ^in++++=than
ten ^cd++++=ten
years ^nns++++=years
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
pointed ^vprf+++xvbnx+=pointed
his ^pp$+pp3+++=his
gun ^nn++++=gun
at ^rb++++=at
any ^dti++++=any
man ^nn++++=man.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
nevertheless ^rb+cnj+++=nevertheless
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
circumspect ^nn+++??+=circumspect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
prepared ^vbd+++xvbnx+=prepared
mentally ^rb++++=mentally
to ^to++++=to
defend ^vbi++++=defend
himself ^ppl+pp3+++=himself
vigorously ^rb++++=vigorously
should ^md+nec+++=should
the ^ati++++=the
need ^nn++++=need
arise ^vb++++=arise.
. ^zz++++=EXTRAWORD
" ^zz++++="Woman,"
woman ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Giuseppa ^vb+++??+=Giuseppa,
, ^zz++++=EXTRAWORD
" ^zz++++="put
put ^vbd+++xvbn+=EXTRAWORD
down ^rb+phrv+++=down
your ^pp$+pp2+++=your
sack ^nn++++=sack
and ^cc++++=and
be ^vb+be+vrb++=be
ready ^jj+pred+++=ready."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
instantly ^rb+tm+++=instantly
obeyed ^vbd+++xvbn+=obeyed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
handed ^vbd+++xvbnx+=handed
her ^pp$+pp3+++=her
the ^ati++++=the
gun ^nn++++=gun
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
slung ^vpsv++agls+xvbnx+=slung
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
might ^md+pos+++=might
get ^vb++++=get
in ^rb+phrv+++=in
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
loaded ^vbd+++xvbnx+=loaded
the ^ati++++=the
one ^cd1++++=one
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
carrying ^vbg+++xvbgx+=carrying
and ^cc++++=and
advanced ^jj+++xvbn+=advanced
circumspectly ^jj++++=circumspectly
towards ^in++++=towards
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
trees ^nns++++=trees
at ^in++++=at
the ^ati++++=the
roadside ^nn++++=roadside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ready ^jj++++=ready,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
hint ^nn++++=hint
of ^in++++=of
hostility ^nn+nom+++=hostility,
, ^zz++++=EXTRAWORD
to ^in++++=to
dash ^nn++++=dash
behind ^in+pl+++=behind
the ^ati++++=the
largest ^jjt+atrb+++=largest
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
could ^md+pos+++=could
fire ^vb++++=fire
from ^in++++=from
under ^in++++=under
cover ^nn++++=cover.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
walked ^vbd+++xvbn+=walked
at ^rb++++=at
his ^pp$+pp3+++=his
heels ^nns++++=heels,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
his ^pp$+pp3+++=his
spare ^vb++++=spare
gun ^nn++++=gun
and ^cc++++=and
his ^pp$+pp3+++=his
cartridge ^nn++++=cartridge-pouch.
- ^zz++++=EXTRAWORD
pouch ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
event ^nn++++=event
of ^in++++=of
combat ^nn++++=combat
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
task ^nn++++=task
of ^in++++=of
a ^at++++=a
good ^jj+atrb+++=good
wife ^nn++++=wife
to ^in++++=to
load ^nn++++=load
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
weapon ^nn++++=weapon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
