Before ^cs+sub+++=Before
pleasant ^jj+pred+++=pleasant
to ^to+jcmp+++=to
relax ^vbi++++=relax
in ^in++++=in
the ^ati++++=the
cool ^vb++++=cool
comfort ^nn++++=comfort
of ^in++++=of
the ^ati++++=the
front ^jjb+atrb+++=front
porch ^nn++++=porch,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
eddying ^vwbg+++xvbg+=eddying
about ^rb++++=about
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sew ^nn+++??+=sew
and ^cc++++=and
read ^vb+vprv++xvbn+=read
out ^rp+pl+++=out
there ^rn+pl+++=there
until ^cs+sub+++=until
it ^pp3+it+++=it
grows ^vbz++++=grows
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
call ^vb++++=call
across ^in+pl+++=across
lots ^nns++++=lots
to ^in++++=to
our ^pp$+pp1+++=our
nextdoor ^nn++++=nextdoor
neighbor ^nn++++=neighbor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
water ^nn++++=water
the ^ati++++=the
lawns ^nns++++=lawns
and ^cc++++=and
the ^ati++++=the
flower ^nn++++=flower
boxes ^nns++++=boxes
and ^cc++++=and
get ^vb++++=get
together ^rb+phrv+++=together
in ^in++++=in
little ^jj++++=little,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet
groups ^nns++++=groups
to ^to++++=to
discuss ^vbi++++=discuss
the ^ati++++=the
new ^jj+atrb+++=new
street ^nn++++=street
paving ^vwbg+++xvbg+=paving.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
even ^rb++splt++=even
known ^vprf+++xvbnx+=known
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Hines ^np++++=Hines
to ^to++++=to
bring ^vbi++++=bring
her ^pp$+pp3+++=her
cherries ^nns++++=cherries
out ^rp+pl+++=out
there ^rn+pl+++=there
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
canning ^nn++++=canning
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pit ^nn++++=pit
them ^pp3o+pp3+++=them
there ^rn+pl+++=there
on ^rp++++=on
the ^ati++++=the
front ^jjb+atrb+++=front
porch ^nn++++=porch
partially ^rb+down+++=partially
shielded ^vpsv++by+xvbn+=shielded
by ^in++++=by
her ^pp$+pp3+++=her
porch ^nn++++=porch
vine ^nn++++=vine,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
so ^rb++++=so
effectually ^rb++++=effectually
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
deprived ^vpsv++agls+xvbnx+=deprived
of ^in++++=of
the ^ati++++=the
sights ^nns++++=sights
and ^cc++++=and
sounds ^nns++++=sounds
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
kettle ^nn++++=kettle
in ^in++++=in
her ^pp$+pp3+++=her
lap ^nn++++=lap
and ^cc++++=and
the ^ati++++=the
dishpan ^jj++++=dishpan
full ^jj++++=full
of ^in++++=of
great ^jj+atrb+++=great
ripe ^jj+atrb+++=ripe
cherries ^nns++++=cherries
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch
floor ^nn++++=floor
by ^in++++=by
her ^pp$+pp3+++=her
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
pit ^vb++++=pit
and ^cc++++=and
chat ^nn++++=chat
and ^cc++++=and
peer ^nn++++=peer
out ^rp+pl+++=out
through ^in++++=through
the ^ati++++=the
vines ^nns++++=vines,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
juice ^nn++++=juice
staining ^nn++++=staining
her ^pp$+pp3+++=her
plump ^jj+atrb+++=plump
bare ^jj+atrb+++=bare
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
wondered ^vprf+++xvbnx+=wondered
since ^cs+sub+++=since
what ^wdt+who+++=what
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
thought ^vbd+++xvbn+=thought
of ^in++++=of
us ^pp1o+pp1+++=us
those ^dt+dem+++=those
lonesome ^jj+atrb+++=lonesome
evenings ^nns++++=evenings--those
-- ^--+clp+++=EXTRAWORD
those ^dt+dem+++=EXTRAWORD
evenings ^nns++++=evenings
filled ^vbd+++xvbn+=filled
with ^in++++=with
friendly ^jj+atrb+++=friendly
sights ^nns++++=sights
and ^cc++++=and
sounds ^nns++++=sounds.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
difficult ^jj++++=difficult
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
dwelt ^vprf+++xvbnx+=dwelt
behind ^in+pl+++=behind
closed ^vbd+++xvbn+=closed
shutters ^nns+nom+++=shutters
so ^ql++++=so
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
to ^in++++=to
seat ^nn++++=seat
herself ^ppl+pp3+++=herself
on ^in++++=on
the ^ati++++=the
new ^jj+atrb+++=new
front ^jjb+atrb+++=front
porch ^nn++++=porch
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world
to ^to++++=to
stare ^vbi++++=stare
at ^in+strn+++=at;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
sit ^vb++++=sit
there ^rn+pl+++=there--resolutely--watching
-- ^--+clp+++=EXTRAWORD
resolutely ^rb++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
watching ^jj+++xvbg+=EXTRAWORD
us ^pp1o+pp1+++=us
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seized ^vbd+++xvbnx+=seized
hungrily ^rb++++=hungrily
upon ^in++++=upon
the ^ati++++=the
stray ^jj+atrb+++=stray
crumbs ^nns++++=crumbs
of ^in++++=of
conversation ^nn+nom+++=conversation
that ^tht+rel+subj++=that
fell ^vbd+++xvbn+=fell
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
milkman ^nn++++=milkman
and ^cc++++=and
the ^ati++++=the
iceman ^nn++++=iceman
and ^cc++++=and
the ^ati++++=the
butcher ^nn++++=butcher
boy ^nn++++=boy
used ^md"++pmd"++=used
to ^to++++=to
hold ^vb+vprv+++=hold
daily ^jj+atrb+++=daily
conversation ^nn+nom+++=conversation
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They--sociable
-- ^--+clp+++=EXTRAWORD
sociable ^jj+atrb+++=EXTRAWORD
gentlemen ^nns++++=gentlemen--would
-- ^--+clp+++=EXTRAWORD
would ^md+prd+++=EXTRAWORD
stand ^vb++++=stand
on ^in++++=on
her ^pp$+pp3+++=her
doorstep ^nn++++=doorstep,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
grimy ^jj+atrb+++=grimy
hand ^nn++++=hand
resting ^vwbg+++xvbg+=resting
against ^in++++=against
the ^ati++++=the
white ^nn++++=white
of ^in++++=of
her ^pp$+pp3+++=her
doorpost ^nn+++??+=doorpost,
, ^zz++++=EXTRAWORD
exchanging ^vbg+++xvbg+=exchanging
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
day ^nn++++=day
with ^in++++=with
Blanche ^np++++=Blanche
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
tea ^nn++++=tea
towel ^nn++++=towel
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
plate ^nn++++=plate
in ^in++++=in
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
little ^ap++++=little
house ^npl++++=house
was ^vbd+bedz+vrb++=was
a ^at++++=a
miracle ^nn++++=miracle
of ^in++++=of
cleanliness ^nns+nom+++=cleanliness.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
uncommon ^jj+atrb+++=uncommon
sight ^nn++++=sight
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her
down ^rp++++=down
on ^rp++++=on
her ^pp3o+pp3+++=her
knees ^nns++++=knees
on ^in++++=on
the ^ati++++=the
kitchen ^nn++++=kitchen
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
wielding ^vbg+++xvbg+=wielding
her ^pp$+pp3+++=her
brush ^nn++++=brush
and ^cc++++=and
rag ^nn++++=rag
like ^in++++=like
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
In ^in++++=In
canning ^nn++++=canning
and ^cc++++=and
preserving ^jj+atrb++xvbg+=preserving
time ^nn++++=time
there ^ex+pex+++=there
floated ^vbd+++xvbn+=floated
out ^rp+pl+++=out
from ^in++++=from
her ^pp$+pp3+++=her
kitchen ^nn++++=kitchen
the ^ati++++=the
pungent ^jj+atrb+++=pungent
scent ^nn++++=scent
of ^in++++=of
pickled ^jj+atrb++xvbn+=pickled
crab ^nn++++=crab
apples ^nns++++=apples;
; ^zz++++=EXTRAWORD
the ^ati++++=the
mouth ^nn++++=mouth-watering
- ^zz++++=EXTRAWORD
watering ^nvbg+++xvbg+=EXTRAWORD
smell ^nn++++=smell
that ^tht+rel+subj++=that
meant ^vprf+++xvbn+=meant
sweet ^jj+atrb+++=sweet
pickles ^nns+++??+=pickles;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
cloying ^nvbg+++xvbg+=cloying,
, ^zz++++=EXTRAWORD
divinely ^rb++++=divinely
sticky ^jj+atrb+++=sticky
odor ^nn++++=odor
that ^tht+rel+subj++=that
meant ^vprf+++xvbn+=meant
raspberry ^nn++++=raspberry
jam ^nn++++=jam.
. ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky,
, ^zz++++=EXTRAWORD
from ^in++++=from
her ^pp$+pp3+++=her
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
often ^rb++++=often
used ^md"++pmd"++=used
to ^to++++=to
peer ^vb++++=peer
through ^in++++=through
the ^ati++++=the
pickets ^nns++++=pickets,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
enticing ^jj+atrb+++=enticing
smells ^nns++++=smells
next ^ap++++=next
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Early ^jj+atrb+++=Early
one ^cd1++++=one
September ^nr+nom+++=September
morning ^nn++++=morning
there ^ex+pex+++=there
floated ^vbd+++xvbn+=floated
out ^rp+pl+++=out
from ^in++++=from
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
kitchen ^nn++++=kitchen
that ^tht+rel+++=that
fragrant ^jj+atrb+++=fragrant,
, ^zz++++=EXTRAWORD
sweet ^jj+atrb+++=sweet
scent ^nn++++=scent
of ^in++++=of
fresh ^jj++++=fresh-baked
- ^zz++++=EXTRAWORD
baked ^jj+atrb++xvbn+=EXTRAWORD
cookies ^nns+++??+=cookies--cookies
-- ^--+clp+++=EXTRAWORD
cookies ^nns+++??+=EXTRAWORD
with ^in++++=with
butter ^nn++++=butter
in ^in++++=in
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spice ^nn++++=spice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
nuts ^nns++++=nuts
on ^in++++=on
top ^nn++++=top.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
by ^in++++=by
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
them ^pp3o+pp3+++=them
your ^pp$+pp2+++=your
mind ^nn++++=mind's
's ^$++++=EXTRAWORD
eye ^nn++++=eye
pictured ^vbd+++xvbn+=pictured
them ^pp3o+pp3+++=them
coming ^nvbg+++xvbg+=coming
from ^in++++=from
the ^ati++++=the
oven ^nn++++=oven-crisp
- ^zz++++=EXTRAWORD
crisp ^jj+atrb+++=EXTRAWORD
brown ^jj+atrb+++=brown
circlets ^nns+nom+++=circlets,
, ^zz++++=EXTRAWORD
crumbly ^jj++++=crumbly,
, ^zz++++=EXTRAWORD
delectable ^jj++++=delectable.
. ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
scarlet ^jj+atrb+++=scarlet
sweater ^nn++++=sweater
and ^cc++++=and
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
sniffed ^j+++xvbn+=sniffed
them ^pp3o+pp3+++=them
from ^in++++=from
afar ^rb++++=afar
and ^cc+phrs+++=and
straightway ^rb++++=straightway
deserted ^jj+++xvbn+=deserted
her ^pp3o+pp3+++=her
sand ^nn++++=sand
pile ^nn++++=pile
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
stand ^vb++++=stand
at ^rb++++=at
the ^ati++++=the
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
peered ^vbd+++xvbnx+=peered
through ^in++++=through
the ^ati++++=the
restraining ^jj+atrb+++=restraining
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
on ^in++++=on
tiptoe ^nn+++??+=tiptoe.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
up ^rp++++=up
from ^in++++=from
her ^pp$+pp3+++=her
board ^nn++++=board
and ^cc++++=and
rolling ^vbg+nom++xvbg+=rolling
pin ^np++++=pin,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
the ^ati++++=the
eager ^jj++++=eager
golden ^jj++++=golden
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Snooky ^np+++??+=Snooky,
, ^zz++++=EXTRAWORD
with ^in++++=with
guile ^nn+++??+=guile
in ^in++++=in
her ^pp$+pp3+++=her
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
raised ^jj+atrb++xvbn+=raised
one ^cd1++++=one
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
dimpled ^jj+atrb++xvbn+=dimpled
hand ^nn++++=hand
above ^in+pl+++=above
the ^ati++++=the
fence ^nn++++=fence
and ^cc++++=and
waved ^vbd+++xvbn+=waved
it ^pp3+it+++=it
friendlily ^rb++++=friendlily.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
waved ^vbd+++xvbn+=waved
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
encouraged ^vbd+++xvbn+=encouraged,
, ^zz++++=EXTRAWORD
Snooky ^np++++=Snooky's
's ^$++++=EXTRAWORD
two ^cd++++=two
hands ^nns++++=hands
wigwagged ^vbd+++xvbn+=wigwagged
frantically ^rb++++=frantically
above ^jjb++++=above
the ^ati++++=the
pickets ^nns++++=pickets.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
hesitated ^vbd+++xvbn+=hesitated
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
floury ^jj+atrb+++=floury
hand ^nn++++=hand
on ^rp++++=on
her ^pp3o+pp3+++=her
hip ^nn++++=hip.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
pantry ^nn++++=pantry
shelf ^nn++++=shelf
and ^cc++++=and
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
a ^at++++=a
clean ^jj+atrb+++=clean
white ^jj+atrb+++=white
saucer ^nn++++=saucer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
selected ^vbd+++xvbnx+=selected
from ^in++++=from
the ^ati++++=the
brown ^jj+atrb+++=brown
jar ^nn++++=jar
on ^in++++=on
the ^ati++++=the
table ^nn++++=table
three ^cd++++=three
of ^in++++=of
the ^ati++++=the
brownest ^jjt++++=brownest,
, ^zz++++=EXTRAWORD
crumbliest ^jjt++++=crumbliest,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
perfect ^vb++++=perfect
cookies ^nns+++??+=cookies,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
walnut ^nn++++=walnut
meat ^nn++++=meat
perched ^vbd+++xvbn+=perched
atop ^rb++++=atop
of ^in++++=of
each ^dt++++=each,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
them ^pp3o+pp3+++=them
temptingly ^jj++++=temptingly
on ^in++++=on
the ^ati++++=the
saucer ^nn++++=saucer
and ^cc++++=and,
, ^zz++++=EXTRAWORD
descending ^vbg+++xvbg+=descending
the ^ati++++=the
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
swiftly ^rb++++=swiftly
across ^in+pl+++=across
the ^ati++++=the
grass ^nn++++=grass
to ^in++++=to
the ^ati++++=the
triumphant ^jj+atrb+++=triumphant
Snooky ^np+++??+=Snooky.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
the ^ati++++=the
saucer ^nn++++=saucer,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lips ^nns++++=lips
smiling ^vwbg+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
tender ^jj++++=tender.
. ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky
reached ^vbd+++xvbn+=reached
up ^rb+phrv+++=up
with ^in+ppvb+++=with
one ^cd1++++=one
plump ^jj++++=plump
white ^jj++++=white
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="Snooky!"
snooky ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shrilled ^jj+++xvbn+=shrilled
a ^at++++=a
high ^jj+atrb+++=high
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Snooky!"
snooky ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
voice ^nn++++=voice
of ^in++++=of
horror ^nn++++=horror
and ^cc++++=and
of ^in++++=of
wrath ^nn++++=wrath.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
here ^rn+pl+++=here
to ^in++++=to
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
minute ^nn++++=minute!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
dare ^vb++++=dare
to ^to+vcmp+++=to
touch ^vb++++=touch
those ^dt+pdem+++=those!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky
hesitated ^vbd+++xvbn+=hesitated
rebelliously ^jj++++=rebelliously,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
pink ^jj+atrb+++=pink
finger ^nn++++=finger
in ^in++++=in
her ^pp$+pp3+++=her
pouting ^jj+atrb++xvbg+=pouting
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="Snooky!
snooky ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
began ^vbd+++xvbn+=began
to ^to++++=to
descend ^vbi++++=descend
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
her ^pp$+pp3+++=her
back ^jjb+atrb+++=back
porch ^nn++++=porch.
. ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky,
, ^zz++++=EXTRAWORD
regretful ^jj+atrb+++=regretful
eyes ^nns++++=eyes
on ^in++++=on
the ^ati++++=the
toothsome ^nn+++??+=toothsome
dainties ^nns++++=dainties,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
away ^rp+pl+++=away
aggrieved ^xvbn+++xvbn+=aggrieved.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lips ^nns++++=lips
set ^vbd+++xvbn+=set,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
flashing ^vwbg+++xvbg+=flashing,
, ^zz++++=EXTRAWORD
advanced ^j+++xvbn+=advanced
and ^cc+phrs+++=and
seized ^jj+++xvbn+=seized
the ^ati++++=the
shrieking ^jj+++xvbg+=shrieking
Snooky ^np+++??+=Snooky
by ^in++++=by
one ^cd1++++=one
arm ^nn++++=arm
and ^cc++++=and
dragged ^vbd+++xvbn+=dragged
her ^pp$+pp3+++=her
away ^rp+pl+++=away
toward ^in++++=toward
home ^nr++++=home
and ^cc++++=and
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there
at ^rb++++=at
the ^ati++++=the
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
saucer ^nn++++=saucer
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
saucer ^nn++++=saucer
tipped ^vwbn+++xvbn+=tipped
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
three ^cd++++=three
cookies ^nns+++??+=cookies
slipped ^vbd+++xvbn+=slipped
off ^in+pl+++=off
and ^cc++++=and
fell ^vpsv++agls+xvbn+=fell
to ^in++++=to
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
stood ^vbd+++xvbn+=stood
staring ^vbg+++xvbg+=staring
at ^rb++++=at
them ^pp3o+pp3+++=them
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
into ^in++++=into
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shut ^vb+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
about ^in++++=about
this ^dt+dem+++=this
time ^nn++++=time
we ^pp1a+pp1+++=we
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
was ^vbd+bedz+vrb++=was
away ^rp+pl+++=away
much ^rb++++=much
of ^in++++=of
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^ap++++=little
white ^jj+atrb+++=white
cottage ^nn+nom+++=cottage
would ^md+prd+++=would
be ^vb+be+vrb++=be
empty ^jj+pred+++=empty
for ^in++++=for
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
knew ^vbd+vprv+tht0+xvbn+=knew
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
of ^in++++=of
town ^nn++++=town
because ^cs+cos+++=because
the ^ati++++=the
expressman ^nn+nom+++=expressman
would ^md+prd+++=would
come ^vb++++=come
for ^in+ppvb+++=for
her ^pp$+pp3+++=her
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
used ^md"++pmd"++=used
to ^to++++=to
lift ^vb++++=lift
our ^pp$+pp1+++=our
eyebrows ^nns++++=eyebrows
significantly ^rb++++=significantly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
newspapers ^nns+nom+++=newspapers
and ^cc++++=and
handbills ^nns+++??+=handbills
would ^md+prd+++=would
accumulate ^nn+nom+++=accumulate
in ^in++++=in
a ^at++++=a
dusty ^jj+atrb+++=dusty
little ^jj+atrb+++=little
heap ^nn++++=heap
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
always ^rb++++=always
a ^at++++=a
grand ^jj+atrb+++=grand
cleaning ^nvbg+++xvbg+=cleaning,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
windows ^nns++++=windows
open ^jj++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Blanche ^np++++=Blanche--her
-- ^--+clp+++=EXTRAWORD
her ^pp$+pp3+++=EXTRAWORD
head ^jjb++++=head
bound ^vbd+++xvbn+=bound
turbanwise ^rb++++=turbanwise
in ^in++++=in
a ^at++++=a
towel ^nn++++=towel--appearing
-- ^--+clp+++=EXTRAWORD
appearing ^vbg+seem++xvbg+=EXTRAWORD
at ^in++++=at
a ^at++++=a
window ^nn++++=window
every ^at++++=every
few ^ap++++=few
minutes ^nns++++=minutes
to ^to++++=to
shake ^vbi++++=shake
out ^rp+pl+++=out
a ^at++++=a
dustcloth ^nn+++??+=dustcloth.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
put ^vbi++++=put
an ^at++++=an
enormous ^jj+atrb+++=enormous
amount ^nn++++=amount
of ^in++++=of
energy ^nn++++=energy
into ^in++++=into
those ^dt+dem+++=those
cleanings ^nns+++??+=cleanings--as
-- ^--+clp+++=EXTRAWORD
as ^cs+sub+++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
safety ^nn++++=safety
valve ^nn++++=valve.
. ^zz++++=EXTRAWORD
As ^in++++=As
winter ^nn++++=winter
came ^vbd+++xvbn+=came
on ^in++++=on
she ^pp3a+pp3+++=she
used ^md"++pmd"++=used
to ^to++++=to
sit ^vb++++=sit
up ^rp++++=up
before ^in++++=before
her ^pp$+pp3+++=her
grate ^nn++++=grate
fire ^nn++++=fire
