That ^dt+pdem+++=That
when ^wrb+who+whcl++=when
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
necessary ^jj+pred+++=necessary
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
should ^md+nec+++=should
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
no ^at++++=no
harm ^nn++++=harm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pledge ^nn++++=pledge
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
loyal ^jj+atrb+++=loyal
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
will ^md+prd+++=will
almost ^rb+hdg+++=almost
thoroughly ^rb+amp+++=thoroughly
respect ^nn++++=respect
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
forever ^rb++++=forever
silent ^jj+pred+++=silent
concerning ^in++++=concerning
my ^pp$+pp1+++=my
discomfiture ^nn+++??+=discomfiture.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
the ^ati++++=the
Duc ^np+++??+=Duc
d ^zz++++=d'Orleans
'orleans ^nns+nom+++0=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
good ^jj+atrb+++=good
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
revenges ^vbz+++??+=revenges
himself ^ppl+pp3+++=himself
nobly ^rb++++=nobly
on ^in++++=on
ladies ^nns++++=ladies
who ^whp+rel+obj++=who
treat ^nn++++=treat
him ^pp3o+pp3+++=him
with ^in++++=with
disdain ^nn++++=disdain,
, ^zz++++=EXTRAWORD
by ^in++++=by
placing ^xvbg+++xvbg+=placing
in ^in++++=in
their ^pp$+pp3+++=their
hands ^nns++++=hands
the ^ati++++=the
key ^nn++++=key
of ^in++++=of
Paradise ^nn++++=Paradise.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
keep ^vb++++=keep
your ^pp$+pp2+++=your
ears ^nns++++=ears
open ^jj++++=open
to ^in++++=to
the ^ati++++=the
joyous ^jj+atrb+++=joyous
words ^nns++++=words
that ^tht+rel+subj++=that
will ^md+prd+++=will
be ^vb+be+aux++=be
handed ^vpsv++agls+xvbnx+=handed
from ^in++++=from
mouth ^nn++++=mouth
to ^in++++=to
mouth ^nn++++=mouth
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cough ^nn++++=cough
not ^xnot++not++=not
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
love ^vb++++=love
your ^pp$+pp2+++=your
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
egress ^nn++++=egress
from ^in++++=from
the ^ati++++=the
royal ^jj+atrb+++=royal
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bars ^nns++++=bars
crossing ^vwbg+++xvbg+=crossing
hardly ^rb+down+++=hardly
left ^jj+atrb++xvbn+=left
room ^nn++++=room
to ^to++++=to
put ^vbi++++=put
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
head ^jjb++++=head
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
the ^ati++++=the
good ^jj+atrb+++=good
prince ^npt++++=prince
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
certain ^jj++++=certain
of ^in++++=of
keeping ^xvbg+++xvbg+=keeping
the ^ati++++=the
lady ^nn++++=lady
a ^at++++=a
safe ^jj+atrb+++=safe
prisoner ^nn+nom+++=prisoner
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
impressed ^vbd+++xvbn+=impressed
upon ^in++++=upon
her ^pp3o+pp3+++=her
the ^ati++++=the
necessity ^nn+nom+++=necessity
of ^in++++=of
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
merry ^jj+atrb+++=merry
blades ^nns++++=blades
in ^in++++=in
great ^jj+atrb+++=great
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv++xvbn+=found
a ^at++++=a
good ^jj+atrb+++=good
and ^cc+phrs+++=and
substantial ^jj+atrb+++=substantial
supper ^nn++++=supper
smiling ^vwbg+++xvbg+=smiling
at ^rb++++=at
them ^pp3o+pp3+++=them
from ^in++++=from
the ^ati++++=the
silver ^nn++++=silver
plates ^nns++++=plates
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
table ^nn++++=table
well ^rb++++=well
arranged ^vbd+vsua++xvbn+=arranged
and ^cc++++=and
well ^rb++++=well
lighted ^vbd+++xvbn+=lighted,
, ^zz++++=EXTRAWORD
loaded ^j+++xvbn+=loaded
with ^in++++=with
fine ^jj+atrb+++=fine
silver ^nn++++=silver
cups ^nns++++=cups,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cups ^nns++++=cups
full ^jj++++=full
of ^in++++=of
royal ^jj+atrb+++=royal
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
said ^vbd+vpub++xvbn+=said
their ^pp$+pp3+++=their
master ^nn++++=master
to ^in++++=to
them ^pp3o+pp3+++=them-"Come!
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come!
! ^zz++++=EXTRAWORD
to ^in++++=to
your ^pp$+pp2+++=your
places ^nns++++=places
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
becoming ^vbg+++xvbgx+=becoming
very ^ql+amp+++=very
weary ^jj++++=weary.
. ^zz++++=EXTRAWORD
Thinking ^nvbg+++xvbg+=Thinking
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
arrange ^vbi++++=arrange
with ^in++++=with
you ^pp2+pp2+++=you
a ^at++++=a
merry ^jj+atrb+++=merry
feast ^nn++++=feast
after ^in++++=after
the ^ati++++=the
ancient ^jj+atrb+++=ancient
method ^nn++++=method,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Greeks ^nn++++=Greeks
and ^cc++++=and
Romans ^nn++++=Romans
said ^vbd+vpub+tht0+xvbn+=said
their ^pp$+pp3+++=their
Pater ^np+++??+=Pater
noster ^nn++++=noster
to ^in++++=to
Master ^nn++++=Master
Priapus ^np+++??+=Priapus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
learned ^jj+++xvbn+=learned
god ^np++++=god
called ^vbd+++xvbn+=called
in ^rb+phrv+++=in
all ^abn++++=all
countries ^nns++++=countries
Bacchus ^np+++??+=Bacchus.
. ^zz++++=EXTRAWORD
The ^ati++++=The
feast ^nn++++=feast
will ^md+prd+++=will
be ^vb+be+vrb++=be
proper ^jj+pred+++=proper
and ^cc++++=and
a ^at++++=a
right ^jj+atrb+++=right
hearty ^jj+atrb+++=hearty
one ^pn++++=one,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
at ^rb++++=at
our ^pp$+pp1+++=our
libation ^nn+nom+++=libation
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+aux++=be
present ^vb++++=present
some ^dti++++=some
pretty ^rb++++=pretty
crows ^nns+++??+=crows
with ^in++++=with
three ^cd++++=three
beaks ^nns++++=beaks,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
from ^in++++=from
great ^jj+atrb+++=great
experience ^nn+nom+++=experience
the ^ati++++=the
best ^jjt+atrb+++=best
one ^cd1++++=one
to ^to++++=to
kiss ^vbi++++=kiss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
all ^rb++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
recognising ^vbg+++xvbg+=recognising
their ^pp$+pp3+++=their
master ^nn++++=master
in ^in++++=in
all ^abn++++=all
things ^nns++++=things,
, ^zz++++=EXTRAWORD
took ^jj+atrb++xvbn+=took
pleasure ^nn++++=pleasure
in ^in++++=in
this ^dt+dem+++=this
discourse ^nn++++=discourse,
, ^zz++++=EXTRAWORD
except ^in++++=except
Raoul ^np++++=Raoul
d ^zz++++=d'Hocquetonville,
'hocquetonville, ^nn+++??+=EXTRAWORD
who ^whp+rel+obj++=who
advanced ^jj+++xvbn+=advanced
and ^cc+phrs+++=and
said ^vb+++xvbn+=said
to ^to+vcmp+++=to
the ^ati++++=the
prince ^npt++++=prince-"My
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
lord ^npt++++=lord,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
aid ^vb++++=aid
you ^pp2+pp2+++=you
willingly ^rb++++=willingly
in ^in++++=in
any ^dti++++=any
battle ^nn++++=battle
but ^cs+sub+++=but
that ^cs"++++=that
of ^in++++=of
the ^ati++++=the
petticoats ^nns++++=petticoats,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
of ^in++++=of
spear ^nn++++=spear
and ^cc++++=and
axe ^nn++++=axe,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
of ^in++++=of
the ^ati++++=the
wine ^nn++++=wine
flasks ^nns++++=flasks.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
good ^jj+atrb+++=good
companions ^nns++++=companions
here ^rn+pl+++=here
present ^nn++++=present
have ^vb+hv+vrb++=have
not ^xnot++not++=not
wives ^nns++++=wives
at ^in++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
otherwise ^rb+cnj+++=otherwise
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
sweet ^jj+atrb+++=sweet
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
I ^pp1a+pp1+++=I
owe ^vb++++=owe
my ^pp$+pp1+++=my
company ^nn++++=company,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
account ^nn++++=account
of ^in++++=of
all ^abn++++=all
my ^pp$+pp1+++=my
deeds ^nns++++=deeds
and ^cc++++=and
actions ^nns+nom+++=actions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then,
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
married ^jj+atrb++xvbn+=married
man ^nn++++=man
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
to ^to++++=to
blame ^vbi++++=blame?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
duke ^nn++++=duke.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah!
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^uh++++=dear
master ^nn++++=master,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
can ^md+pos+++=can
do ^vb+do+vrb++=do
as ^ql++++=as
you ^pp2+pp2+++=you
please ^uh++++=please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
These ^dt+dem+++=These
brave ^jj+atrb+++=brave
speeches ^nns++++=speeches
made ^vbd+++xvbn+=made,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
can ^md+pos+++=can
imagine ^vb+vprv+++=imagine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady
prisoner ^nn+nom+++=prisoner
hot ^jj++++=hot
and ^cc++++=and
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah!
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Raoul ^np++++=Raoul,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="thou
thou ^pp2+pp2+++=EXTRAWORD
art ^nn++++=art
a ^at++++=a
noble ^jj+atrb+++=noble
man ^nn++++=man!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
duke ^nn++++=duke,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
man ^nn++++=man
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
consider ^nn+nom+++=consider
more ^rbr++++=more
faithful ^jj++++=faithful
and ^cc+phrs+++=and
praiseworthy ^jj++++=praiseworthy
than ^in++++=than
any ^dti++++=any
of ^in++++=of
my ^pp$+pp1+++=my
people ^nns++++=people.
. ^zz++++=EXTRAWORD
The ^ati++++=The
others ^aps++++=others,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
three ^cd++++=three
lords ^nns++++=lords,
, ^zz++++=EXTRAWORD
" ^zz++++="are
are ^vb+ber+vrb++=EXTRAWORD
wicked ^jj+atrb+++=wicked
men ^nns++++=men.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
Raoul ^np++++=Raoul,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="sit
sit ^vb++++=EXTRAWORD
thee ^pp2+pp2+++=thee
down ^rp++++=down.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
linnets ^nns+++??+=linnets
come ^vb++++=come--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
linnets ^nns+++??+=linnets
of ^in++++=of
high ^jj+atrb+++=high
degree ^nn++++=degree--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
make ^vb++++=make
your ^pp$+pp2+++=your
way ^nn++++=way
home ^nr++++=home.
. ^zz++++=EXTRAWORD
S ^zz++++=S'death!
'death! ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
treated ^vprf+++xvbnx+=treated
thee ^pp2+pp2+++=thee
as ^in++++=as
a ^at++++=a
virtuous ^jj+atrb+++=virtuous
man ^nn++++=man,
, ^zz++++=EXTRAWORD
ignorant ^jj++++=ignorant
of ^in++++=of
the ^ati++++=the
extra ^jj++++=extra-conjugal
- ^zz++++=EXTRAWORD
conjugal ^jj+atrb+++=EXTRAWORD
joys ^nns++++=joys
of ^in++++=of
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
carefully ^rb++splt++=carefully
put ^vprf+++xvbnx+=put
for ^in++++=for
thee ^pp2+pp2+++=thee
in ^cs+sub+++=in
that ^cs"++++=that
room ^nn++++=room
the ^ati++++=the
queen ^nn++++=queen
of ^in++++=of
raptures ^nns++++=raptures--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
fair ^jj+atrb+++=fair
demon ^nn++++=demon,
, ^zz++++=EXTRAWORD
in ^in++++=in
whom ^whp+rel+pied++=whom
is ^vbz+bez+aux++=is
concentrated ^vpsv++agls+xvbnx+=concentrated
all ^abn++++=all
feminine ^jj+atrb+++=feminine
inventions ^nns+nom+++=inventions.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
that ^tht+vcmp+++=that
once ^rb+tm+++=once
in ^in++++=in
thy ^pp$+pp2+++=thy
life ^nn++++=life
thou ^pp2+pp2+++=thou,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
tasted ^vprf+++xvbn+=tasted
the ^ati++++=the
essence ^nn+nom+++=essence
of ^in++++=of
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dreamed ^vbd+vprv++xvbn+=dreamed
but ^cc++++=but
of ^in++++=of
war ^nn++++=war,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
know ^vb+vprv+++=know
the ^ati++++=the
secret ^jj+atrb+++=secret
marvels ^nns++++=marvels
of ^in++++=of
the ^ati++++=the
gallant ^jj+atrb+++=gallant
amusement ^nn+nom+++=amusement,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
shameful ^jj+pred+++=shameful
that ^tht+jcmp+++=that
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
followers ^nns+nom+++=followers
should ^md+nec+++=should
serve ^vb++++=serve
a ^at++++=a
fair ^jj+atrb+++=fair
lady ^npt++++=lady
badly ^rb++++=badly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
the ^ati++++=the
Sire ^np+++??+=Sire
d ^zz++++=d'Hocquetonville
'hocquetonville ^nn+++??+=EXTRAWORD
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
to ^in++++=to
a ^at++++=a
table ^nn++++=table
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
please ^uh++++=please
his ^pp$+pp3+++=his
prince ^nn++++=prince
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could
lawfully ^rb++++=lawfully
do ^vb+do+vrb++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
all ^abn++++=all
commenced ^jj+++xvbn+=commenced
to ^to++++=to
laugh ^vbi++++=laugh,
, ^zz++++=EXTRAWORD
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
talk ^nn++++=talk
about ^in++++=about
the ^ati++++=the
ladies ^nns++++=ladies;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
according ^in+cmpx+++=according
to ^in"++++=to
their ^pp$+pp3+++=their
custom ^nn++++=custom,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
related ^vbd+++xvbnx+=related
to ^in++++=to
each ^dt++++=each
other ^ap++++=other
their ^pp$+pp3+++=their
good ^jj+atrb+++=good
fortunes ^nns++++=fortunes
and ^cc++++=and
their ^pp$+pp3+++=their
love ^nn++++=love
adventures ^nns++++=adventures,
, ^zz++++=EXTRAWORD
sparing ^vbg+++xvbg+=sparing
no ^at++++=no
woman ^nn++++=woman
except ^in++++=except
the ^ati++++=the
queen ^nn++++=queen
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
betraying ^vbg+++xvbg+=betraying
the ^ati++++=the
little ^jj+atrb+++=little
habits ^nns++++=habits
of ^in++++=of
each ^dt++++=each
one ^pn++++=one,
, ^zz++++=EXTRAWORD
to ^to++++=to
which ^whp+who+++=which
followed ^vbd+vprv++xvbn+=followed
horrible ^jj+atrb+++=horrible
little ^jj+atrb+++=little
confidences ^nns+nom+++=confidences,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
increased ^vbd+++xvbn+=increased
in ^in++++=in
treachery ^nn+nom+++=treachery
and ^cc++++=and
lechery ^nn+nom+++=lechery
as ^in++++=as
the ^ati++++=the
contents ^nns++++=contents
of ^in++++=of
the ^ati++++=the
goblets ^nns+nom+++=goblets
grew ^vbd+++xvbn+=grew
less ^rbr++++=less.
. ^zz++++=EXTRAWORD
The ^ati++++=The
duke ^nn++++=duke,
, ^zz++++=EXTRAWORD
gay ^jj++++=gay
as ^ql++++=as
a ^at++++=a
universal ^jj+atrb+++=universal
legatee ^nn++++=legatee,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
the ^ati++++=the
guests ^nns++++=guests
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
telling ^xvbg+++xvbg+=telling
lies ^vbz++++=lies
himself ^ppl+pp3+++=himself
to ^to++++=to
learn ^vbi+vprv+++=learn
the ^ati++++=the
truth ^nn++++=truth
from ^in++++=from
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
companions ^nns++++=companions
ate ^vbd+++xvbn+=ate
at ^in++++=at
a ^at++++=a
trot ^nn++++=trot,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
at ^in++++=at
a ^at++++=a
full ^jj+atrb+++=full
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
tongues ^nns++++=tongues
rattled ^vwbn+++xvbn+=rattled
away ^rp+pl+++=away
faster ^rbr++++=faster
than ^in++++=than
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
heating ^nvbg+++xvbg+=heating
his ^pp$+pp3+++=his
brain ^nn++++=brain
with ^in++++=with
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Sire ^np+++??+=Sire
d ^zz++++=d'Hocquetonville
'hocquetonville ^nn+++??+=EXTRAWORD
unharnessed ^vbd+++xvbn+=unharnessed
himself ^ppl+pp3+++=himself
little ^jj++++=little
by ^in++++=by
little ^nn++++=little
from ^in++++=from
the ^ati++++=the
reluctance ^nn+nom+++=reluctance.
. ^zz++++=EXTRAWORD
In ^in++++=In
spite ^in"++++=spite
of ^in"++++=of
his ^pp$+pp3+++=his
virtues ^nns++++=virtues,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
indulged ^vprf+++xvbn+=indulged
certain ^jj+atrb+++=certain
desires ^nns++++=desires,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
became ^vbd+++xvbn+=became
soaked ^jj+++xvbn+=soaked
in ^in++++=in
these ^dt+dem+++=these
impurities ^nns+nom+++=impurities
like ^in++++=like
a ^at++++=a
saint ^nn++++=saint
who ^whp+rel+subj++=who
defiles ^vbz+++??+=defiles
himself ^ppl+pp3+++=himself
while ^cs+sub+++=while
saying ^vbg+++xvbg+=saying
his ^pp$+pp3+++=his
prayers ^nns+nom+++=prayers.
. ^zz++++=EXTRAWORD
Perceiving ^np+++??+=Perceiving
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
alert ^nn++++=alert
to ^to++++=to
satisfy ^vbi++++=satisfy
his ^pp$+pp3+++=his
ire ^nn++++=ire
and ^cc++++=and
his ^pp$+pp3+++=his
bile ^nn++++=bile,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
joking ^vbg+++xvbg+=joking
him ^pp3o+pp3+++=him-"By
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
Saint ^nn++++=Saint
Castud ^np+++??+=Castud,
, ^zz++++=EXTRAWORD
Raoul ^np++++=Raoul,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
all ^abn++++=all
tarred ^jj+++xvbn+=tarred
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
brush ^nn++++=brush,
, ^zz++++=EXTRAWORD
all ^abn++++=all
discreet ^jj++++=discreet
away ^in+pl+++=away
from ^in"++++=from
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
say ^vb+vpub+tht0++=say
nothing ^pn++++=nothing
to ^in++++=to
Madame ^npt++++=Madame.
. ^zz++++=EXTRAWORD
By ^in++++=By
heaven ^nn++++=heaven!
! ^zz++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
thee ^pp2+pp2+++=thee
to ^in++++=to
taste ^nn++++=taste
of ^in++++=of
the ^ati++++=the
joys ^nns++++=joys
of ^in++++=of
paradise ^nn++++=paradise.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
tapping ^vbg+++xvbg+=tapping
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
in ^in++++=in
which ^whp+rel+pied++=which
was ^vbd+bedz+vrb++=was
Madame ^npt++++=Madame
d ^zz++++=d'Hocquetonville,
'hocquetonville, ^nn+++??+=EXTRAWORD
" ^zz++++="in
in ^in++++=EXTRAWORD
there ^rn+pl+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
lady ^nn++++=lady
of ^in++++=of
the ^ati++++=the
court ^nn++++=court
and ^cc++++=and
a ^at++++=a
friend ^nn++++=friend
of ^in++++=of
the ^ati++++=the
queen ^nn++++=queen,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
priestess ^nns+nom+++=priestess
of ^in++++=of
Venus ^np++++=Venus
that ^tht+rel+subj++=that
ever ^rb++++=ever
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
equal ^jj++++=equal
