Possibly ^rb++++=Possibly
is ^vbz+bez+vrb++=EXTRAWORD
our ^pp$+pp1+++=our
being ^xvbg+++xvbg+=being
kept ^vbd+++xvbn+=kept
from ^in++++=from
our ^pp$+pp1+++=our
honest ^jj+atrb+++=honest
beds ^nns++++=beds
while ^cs+sub+++=while
those ^dt+dem+++=those
rascally ^rb++++=rascally
lawbreakers ^nns+nom+++=lawbreakers
are ^vb+ber+aux++=are
sleeping ^vbg+++xvbgx+=sleeping
soundly ^rb++++=soundly
every ^at++++=every
night ^nn++++=night.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
much ^rb++++=much
good ^jj++++=good
may ^md+pos+++=may
it ^pp3+it+++=it
do ^vb+do+vrb++=do
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
threatened ^vbd+++xvbnx+=threatened.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
keep ^vb++++=keep
them ^pp3o+pp3+++=them
on ^in++++=on
that ^dt+dem+++=that
ship ^nn++++=ship
till ^in++++=till
the ^ati++++=the
captain ^nn++++=captain
charges ^nns++++=charges
them ^pp3o+pp3+++=them
board ^nn++++=board,
, ^zz++++=EXTRAWORD
as ^ql++++=as
sure ^jj++++=sure
as ^in++++=as
a ^at++++=a
sturgeon ^nn++++=sturgeon's
's ^$++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
catfish ^jj++++=catfish!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
tantalizing ^jj+atrb+++=tantalizing
problem ^nn++++=problem
that ^tht+rel+subj++=that
confronted ^vprf+++xvbn+=confronted
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
As ^ql++++=As
long ^rb++++=long
as ^ql++++=as
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
vigilant ^nn+nom+++=vigilant,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
escape ^vb++++=escape;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
careful ^jj+pred+++=careful,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
would ^md+prd+++=would
be ^vb+be+vrb++=be
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
catch ^vbi++++=catch
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
cudgelled ^vbd+++xvbn+=cudgelled
his ^pp$+pp3+++=his
brains ^nns++++=brains
continually ^rb+cnj+++=continually,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
once ^rb+tm+++=once
his ^pp$+pp3+++=his
imagination ^nn+nom+++=imagination
failed ^vbd+++xvbn+=failed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
problem ^nn++++=problem
apparently ^rb++++=apparently
without ^in++++=without
other ^ap++++=other
solution ^nn+nom+++=solution
than ^cs+sub+++=than
that ^dt+dem+++=that
of ^in++++=of
patience ^nn+nom+++=patience.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
waiting ^jj+atrb++xvbg+=waiting
game ^nn++++=game,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whichever ^nn+nom+++=whichever
waited ^vbd+++xvbn+=waited
the ^ati++++=the
longer ^rbr++++=longer
was ^vbd+bedz+aux++=was
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
win ^vbi++++=win.
. ^zz++++=EXTRAWORD
To ^to++++=To
add ^vbi+vpub+++=add
to ^in++++=to
our ^pp$+pp1+++=our
irritation ^nn+nom+++=irritation,
, ^zz++++=EXTRAWORD
friends ^nns++++=friends
of ^in++++=of
the ^ati++++=the
Italians ^nn++++=Italians
established ^vbd+vprv++xvbn+=established
a ^at++++=a
code ^nn++++=code
of ^in++++=of
signals ^nns+nom+++=signals
with ^in++++=with
them ^pp3o+pp3+++=them
from ^in++++=from
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
never ^rb++++=never
dared ^md++md+xvbn+=dared
relax ^vb++++=relax
the ^ati++++=the
siege ^nn++++=siege
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
besides ^rb+cnj+++=besides
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
always ^rb++++=always
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
suspicious ^jj++++=suspicious-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
fishermen ^nns++++=fishermen
hanging ^vwbg+++xvbg+=hanging
around ^rp++++=around
the ^ati++++=the
Solano ^np+++??+=Solano
Wharf ^nn++++=Wharf
and ^cc++++=and
keeping ^xvbg+++xvbg+=keeping
watch ^vb++++=watch
on ^in++++=on
our ^pp$+pp1+++=our
actions ^nns+nom+++=actions.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
do ^vb+do+vrb++=do
nothing ^pn++++=nothing
but ^cc++++=but
" ^zz++++="grin
grin ^nn++++=EXTRAWORD
and ^cc++++=and
bear ^vb+vprv+tht0++=bear
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^ql++++=as
Charley ^np++++=Charley
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
it ^pp3+it+++=it
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
all ^rb++++=all
our ^pp$+pp1+++=our
time ^nn++++=time
and ^cc++++=and
prevented ^vbd+++xvbn+=prevented
us ^pp1o+pp1+++=us
from ^in++++=from
doing ^xvbg+++xvbg+=doing
other ^ap++++=other
work ^nn++++=work.
. ^zz++++=EXTRAWORD
The ^ati++++=The
days ^nns++++=days
went ^vwbn+++xvbn+=went
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
change ^nn++++=change
in ^in++++=in
the ^ati++++=the
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
that ^dt+dem+++=that
no ^at++++=no
attempts ^nns++++=attempts
were ^vbd+bed+aux++=were
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to
change ^vb++++=change
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
night ^nn++++=night
friends ^nns++++=friends
from ^in++++=from
the ^ati++++=the
shore ^nn++++=shore
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
in ^in+ppvb+++=in
a ^at++++=a
skiff ^nn+++??+=skiff
and ^cc++++=and
attempted ^vb+++xvbn+=attempted
to ^to+vcmp+++=to
confuse ^vbi++++=confuse
us ^pp1o+pp1+++=us
while ^cs+sub+++=while
the ^ati++++=the
two ^cd++++=two
Italians ^nn++++=Italians
escaped ^vbd+++xvbn+=escaped.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
succeed ^vb++++=succeed
was ^vbd+bedz+vrb++=was
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
oil ^nn++++=oil
on ^in++++=on
the ^ati++++=the
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
davits ^nns+++??+=davits.
. ^zz++++=EXTRAWORD
For ^in++++=For
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
pursuit ^nn++++=pursuit
of ^in++++=of
the ^ati++++=the
strange ^jj+atrb+++=strange
boat ^nn++++=boat
by ^in++++=by
the ^ati++++=the
creaking ^nn++++=creaking
of ^in++++=of
the ^ati++++=the
davits ^nns+++??+=davits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
the ^ati++++=the
Lancashire ^np++++=Lancashire
Queen ^nn++++=Queen
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
Italians ^nn++++=Italians
were ^vbd+bed+aux++=were
lowering ^vbg+++xvbgx+=lowering
their ^pp$+pp3+++=their
skiff ^nn+++??+=skiff.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
night ^nn++++=night,
, ^zz++++=EXTRAWORD
fully ^rb+amp+++=fully
half ^rb++++=half
a ^at++++=a
dozen ^cd++++=dozen
skiffs ^nns+++??+=skiffs
rowed ^vbd+++xvbn+=rowed
around ^rp++++=around
us ^pp1o+pp1+++=us
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
held ^vbd+vprv++xvbn+=held
on ^in++++=on
like ^in++++=like
a ^at++++=a
leech ^np++++=leech
to ^in++++=to
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
ship ^nn++++=ship
and ^cc++++=and
frustrated ^jj+++xvbn+=frustrated
their ^pp$+pp3+++=their
plan ^vb++++=plan
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
grew ^vbd+++xvbnx+=grew
angry ^jj++++=angry
and ^cc+phrs+++=and
showered ^jj+++xvbn+=showered
us ^pp1o+pp1+++=us
with ^in++++=with
abuse ^nn++++=abuse.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
laughed ^vbd+++xvbn+=laughed
to ^in++++=to
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
sign ^nn++++=sign,
, ^zz++++=EXTRAWORD
lad ^nn++++=lad,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
men ^nns++++=men
begin ^vb++++=begin
to ^to++++=to
abuse ^vbi++++=abuse,
, ^zz++++=EXTRAWORD
make ^vb++++=make
sure ^jj++++=sure
they ^pp3a+pp3+++=they're
're ^vb+ber+aux++0=EXTRAWORD
losing ^vbg+++xvbgx+=losing
patience ^nn+nom+++=patience;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shortly ^rb+tm+++=shortly
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
lose ^vb++++=lose
patience ^nn+nom+++=patience,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
lose ^vb++++=lose
their ^pp$+pp3+++=their
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
Mark ^vb++++=Mark
my ^pp$+pp1+++=my
words ^nns++++=words,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
only ^rb+down+++=only
hold ^nn++++=hold
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
careless ^jj++++=careless
some ^dti++++=some
fine ^jj+atrb+++=fine
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
grow ^vb++++=grow
careless ^jj++++=careless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Charley ^np++++=Charley
confessed ^vbd+vpub++xvbn+=confessed
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
times ^nns++++=times
when ^wrb+who+++=when
all ^abn++++=all
signs ^nns++++=signs
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
patience ^nn+nom+++=patience
seemed ^vbd+seem++xvbn+=seemed
equal ^jj++++=equal
to ^in++++=to
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
second ^od++++=second
week ^nn++++=week
of ^in++++=of
the ^ati++++=the
siege ^nn++++=siege
dragged ^vbd+++xvbn+=dragged
monotonously ^rb++++=monotonously
along ^in+strn+++=along.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Charley ^np++++=Charley's
's ^vbz+bez+aux++0=EXTRAWORD
lagging ^vbg+++xvbg+=lagging
imagination ^nn+nom+++=imagination
quickened ^vbd+++xvbn+=quickened
sufficiently ^rb++++=sufficiently
to ^to++++=to
suggest ^vbi+vpub+++=suggest
a ^at++++=a
ruse ^nn++++=ruse.
. ^zz++++=EXTRAWORD
Peter ^np++++=Peter
Boyelen ^np+++??+=Boyelen,
, ^zz++++=EXTRAWORD
a ^at++++=a
new ^jj++++=new
patrolman ^jj++++=patrolman
and ^cc++++=and
one ^cd1++++=one
unknown ^jj++++=unknown
to ^in++++=to
the ^ati++++=the
fisher ^np++++=fisher-folk,
- ^zz++++=EXTRAWORD
folk ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
happened ^vb+++xvbn+=happened
to ^to+vcmp+++=to
arrive ^vbi++++=arrive
in ^in++++=in
Benicia ^np+++??+=Benicia
and ^cc++++=and
we ^pp1a+pp1+++=we
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
into ^in++++=into
our ^pp$+pp1+++=our
plan ^nn++++=plan.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
as ^ql++++=as
secret ^nn++++=secret
as ^ql++++=as
possible ^jj++++=possible
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
some ^dti++++=some
unfathomable ^jj+atrb+++=unfathomable
way ^nn++++=way
the ^ati++++=the
friends ^nns++++=friends
ashore ^rb+pl+++=ashore
got ^vbd+++xvbn+=got
word ^nn++++=word
to ^in++++=to
the ^ati++++=the
beleaguered ^jj+atrb+++=beleaguered
Italians ^nn++++=Italians
to ^to++++=to
keep ^vbi++++=keep
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
open ^jj++++=open.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
night ^nn++++=night
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
to ^to++++=to
put ^vbi++++=put
our ^pp$+pp1+++=our
ruse ^nn++++=ruse
into ^in++++=into
effect ^nn++++=effect,
, ^zz++++=EXTRAWORD
Charley ^np++++=Charley
and ^cc++++=and
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
up ^rb+phrv+++=up
our ^pp$+pp1+++=our
usual ^jj+atrb+++=usual
station ^nn+nom+++=station
in ^in++++=in
our ^pp$+pp1+++=our
rowing ^nvbg+++xvbg+=rowing
skiff ^nn+++??+=skiff
alongside ^rb++++=alongside
the ^ati++++=the
Lancashire ^np++++=Lancashire
Queen ^nn++++=Queen.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
thoroughly ^rb+amp+++=thoroughly
dark ^jj+pred+++=dark,
, ^zz++++=EXTRAWORD
Peter ^np++++=Peter
Boyelen ^np+++??+=Boyelen
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
in ^in+ppvb+++=in
a ^at++++=a
crazy ^jj+atrb+++=crazy
duck ^nn++++=duck
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
kind ^nn++++=kind
you ^pp2+pp2+++=you
can ^md+pos+++=can
pick ^vb++++=pick
up ^rp++++=up
and ^cc++++=and
carry ^vb++++=carry
away ^rp+pl+++=away
under ^in++++=under
one ^cd1++++=one
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
heard ^vbd+vprv+tht0+xvbn+=heard
him ^pp3o+pp3+++=him
coming ^vbg+++xvbg+=coming
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
paddling ^nn+nom+++=paddling
noisily ^rb+cnj+++=noisily,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
slipped ^vbd+++xvbn+=slipped
away ^rp+pl+++=away
a ^at++++=a
short ^jj+atrb+++=short
distance ^nn+nom+++=distance
into ^in++++=into
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rested ^vpsv++agls+xvbn+=rested
on ^in++++=on
our ^pp$+pp1+++=our
oars ^nns+++??+=oars.
. ^zz++++=EXTRAWORD
Opposite ^jj++++=Opposite
the ^ati++++=the
gangway ^nn++++=gangway,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
jovially ^rb++++=jovially
hailed ^vbd+++xvbn+=hailed
the ^ati++++=the
anchorwatch ^nn+++??+=anchorwatch
of ^in++++=of
the ^ati++++=the
Lancashire ^np++++=Lancashire
Queen ^nn++++=Queen
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
Scottish ^jj+atrb+++=Scottish
Chiefs ^nns++++=Chiefs,
, ^zz++++=EXTRAWORD
another ^dt++++=another
wheat ^nn++++=wheat
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
awkwardly ^rb++++=awkwardly
capsized ^vbd+++xvbn+=capsized
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
the ^ati++++=the
anchor ^nn++++=anchor-watch
- ^zz++++=EXTRAWORD
watch ^vb++++=EXTRAWORD
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
the ^ati++++=the
gangway ^nn++++=gangway
and ^cc++++=and
hauled ^vbd+++xvbn+=hauled
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted,
, ^zz++++=EXTRAWORD
to ^to++++=to
get ^vbi++++=get
aboard ^in+pl+++=aboard
the ^ati++++=the
ship ^nn++++=ship;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
thing ^nn++++=thing
he ^pp3a+pp3+++=he
expected ^vbd+vprv++xvbnx+=expected
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
taken ^vpsv++agls+xvbnx+=taken
on ^rb+phrv+++=on
deck ^nn++++=deck
and ^cc++++=and
then ^rn+tm+++=then
below ^in+pl+++=below
to ^to++++=to
warm ^vbi++++=warm
up ^rp++++=up
and ^cc++++=and
dry ^vb++++=dry
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
captain ^npt++++=captain
inhospitably ^jj++++=inhospitably
kept ^vbd+++xvbn+=kept
him ^pp3o+pp3+++=him
perched ^vbd+++xvbn+=perched
on ^in++++=on
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
gang ^nn++++=gang-way
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
step ^nn++++=step,
, ^zz++++=EXTRAWORD
shivering ^vbg+++xvbg+=shivering
miserably ^rb++++=miserably
and ^cc++++=and
with ^in++++=with
his ^pp$+pp3+++=his
feet ^nns++++=feet
dangling ^vwbg+++xvbg+=dangling
in ^in++++=in
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
very ^ap+amp+++=very
pity ^nn++++=pity,
, ^zz++++=EXTRAWORD
rowed ^j+++xvbn+=rowed
in ^in++++=in
from ^in++++=from
the ^ati++++=the
darkness ^nns+nom+++=darkness
and ^cc++++=and
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
The ^ati++++=The
jokes ^nns++++=jokes
and ^cc++++=and
gibes ^nns+++??+=gibes
of ^in++++=of
the ^ati++++=the
awakened ^jj+atrb++xvbn+=awakened
crew ^nn++++=crew
sounded ^vbd+++xvbn+=sounded
anything ^rb++++=anything
but ^rb"++++=but
sweet ^jj++++=sweet
in ^in++++=in
our ^pp$+pp1+++=our
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
the ^ati++++=the
two ^cd++++=two
Italians ^nn++++=Italians
climbed ^vbd+++xvbn+=climbed
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
rail ^nn++++=rail
and ^cc++++=and
laughed ^vbd+++xvbn+=laughed
down ^rp++++=down
at ^rb++++=at
us ^pp1o+pp1+++=us
long ^jj++++=long
and ^cc++++=and
maliciously ^rb++++=maliciously.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Charley ^np++++=Charley
said ^vbd+vpub++xvbn+=said
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
only ^rb+down+++=only
could ^md+pos+++=could
hear ^vb+vprv+++=hear.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
mighty ^jj++++=mighty
glad ^jj++++=glad
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
us ^pp1o+pp1+++=us
that ^dt+pdem+++=that's
's ^vbz+bez+aux++0=EXTRAWORD
laughing ^vbg+++xvbgx+=laughing
first ^rb++++=first.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
save ^vb++++=save
our ^pp$+pp1+++=our
laugh ^nn++++=laugh
to ^in++++=to
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh,
, ^zz++++=EXTRAWORD
lad ^nn++++=lad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
clapped ^vbd+++xvbnx+=clapped
a ^at++++=a
hand ^nn++++=hand
on ^in++++=on
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
as ^ql++++=as
he ^pp3a+pp3+++=he
finished ^vbd+++xvbnx+=finished,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
determination ^nn+nom+++=determination
than ^in++++=than
hope ^nn++++=hope
in ^in++++=in
his ^pp$+pp3+++=his
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
possible ^jj++++=possible
for ^in++++=for
us ^pp1o+pp1+++=us
to ^to++++=to
secure ^vbi++++=secure
the ^ati++++=the
aid ^nn++++=aid
of ^in++++=of
United ^np++++=United
States ^nns++++=States
marshals ^nns+nom+++=marshals
and ^cc++++=and
board ^nn++++=board
the ^ati++++=the
English ^jj+atrb+++=English
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
backed ^xvbn+++xvbn+=backed
by ^in++++=by
Government ^nn+nom+++=Government
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
instructions ^nns+nom+++=instructions
of ^in++++=of
the ^ati++++=the
Fish ^nn++++=Fish
Commission ^nn++++=Commission
were ^vbd+bed+vrb++=were
to ^in++++=to
the ^ati++++=the
effect ^nn++++=effect
that ^tht+rel+obj++=that
the ^ati++++=the
patrolmen ^nns++++=patrolmen
should ^md+nec+++=should
avoid ^vb++++=avoid
complications ^nns+nom+++=complications,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
one ^pn++++=one,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
we ^pp1a+pp1+++=we
call ^vb++++=call
on ^in+ppvb+++=on
the ^ati++++=the
higher ^jjr+atrb+++=higher
powers ^nns++++=powers,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
well ^rb++++=well
end ^nn++++=end
in ^in++++=in
a ^at++++=a
pretty ^rb++++=pretty
international ^jj+atrb+++=international
tangle ^nn++++=tangle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
week ^nn++++=week
of ^in++++=of
the ^ati++++=the
siege ^nn++++=siege
drew ^vbd+++xvbn+=drew
to ^in++++=to
its ^pp$+it+++=its
close ^nn++++=close,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
change ^nn++++=change
in ^in++++=in
the ^ati++++=the
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
the ^ati++++=the
fourteenth ^od++++=fourteenth
day ^nn++++=day
the ^ati++++=the
change ^nn++++=change
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
in ^in++++=in
a ^at++++=a
guise ^nn++++=guise
as ^in++++=as
unexpected ^jj++++=unexpected
and ^cc+phrs+++=and
startling ^jj++++=startling
to ^in++++=to
us ^pp1o+pp1+++=us
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
to ^in++++=to
the ^ati++++=the
men ^nns++++=men
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
striving ^vbg+++xvbgx+=striving
to ^to++++=to
capture ^vbi++++=capture.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
and ^cc++++=and
I ^pp1a+pp1+++=I,
