Our ^pp$+pp1+++=Our
own ^ap++++=own
desolate ^jj+atrb+++=desolate
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
childhood ^nn+nom+++=childhood's
's ^$++++=EXTRAWORD
fancy ^vb+vprv+++=fancy
discern ^vb++++=discern
the ^ati++++=the
ghosts ^nns++++=ghosts
that ^tht+rel+subj++=that
haunted ^vwbn+++xvbn+=haunted
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Living ^jj+++xvbg+=Living
so ^ql++++=so
continually ^rb++++=continually
in ^in++++=in
her ^pp$+pp3+++=her
own ^ap++++=own
circle ^nn++++=circle
of ^in++++=of
ideas ^nns++++=ideas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
regulating ^vbg+++xvbg+=regulating
her ^pp$+pp3+++=her
mind ^nn++++=mind
by ^in++++=by
a ^at++++=a
proper ^jj+atrb+++=proper
reference ^nn+nom+++=reference
to ^in++++=to
present ^jj+atrb+++=present
things ^nns++++=things,
, ^zz++++=EXTRAWORD
Esther ^np++++=Esther
Dudley ^np++++=Dudley
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
have ^vbi++++=have
grown ^vprf+++xvbn+=grown
partially ^rb+down+++=partially
crazed ^vwbn+++xvbn+=crazed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
right ^jj+atrb+++=right
sense ^nn++++=sense
of ^in++++=of
the ^ati++++=the
progress ^nns+nom+++=progress
and ^cc++++=and
true ^jj+atrb+++=true
state ^nn++++=state
of ^in++++=of
the ^ati++++=the
Revolutionary ^jj+atrb+++=Revolutionary
War ^nn++++=War,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
held ^vbd+vprv++xvbn+=held
a ^at++++=a
constant ^jj+atrb+++=constant
faith ^nn++++=faith
that ^tht+rel+obj++=that
the ^ati++++=the
armies ^nns++++=armies
of ^in++++=of
Britain ^np++++=Britain
were ^vbd+bed+vrb++=were
victorious ^jj+pred+++=victorious
on ^in++++=on
every ^at++++=every
field ^nn++++=field,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
destined ^jj+++xvbn+=destined
to ^to++++=to
be ^vbi++vrb++=be
ultimately ^rb++++=ultimately
triumphant ^jj+pred+++=triumphant.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
the ^ati++++=the
town ^nn++++=town
rejoiced ^vbd+++xvbn+=rejoiced
for ^in++++=for
a ^at++++=a
battle ^nn++++=battle
won ^vwbn+++xvbn+=won
by ^in++++=by
Washington ^np++++=Washington,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Gates ^nns++++=Gates,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Morgan ^np++++=Morgan
or ^cc++++=or
Greene ^np+++??+=Greene,
, ^zz++++=EXTRAWORD
the ^ati++++=the
news ^nn++++=news,
, ^zz++++=EXTRAWORD
in ^in++++=in
passing ^nn++++=passing
through ^in++++=through
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
as ^ql++++=as
through ^in++++=through
the ^ati++++=the
ivory ^nn++++=ivory
gate ^nn++++=gate
of ^in++++=of
dreams ^nps++++=dreams,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
metamorphosed ^jj+++xvbn+=metamorphosed
into ^in++++=into
a ^at++++=a
strange ^jj+atrb+++=strange
tale ^nn++++=tale
of ^in++++=of
the ^ati++++=the
prowess ^nns+nom+++=prowess
of ^in++++=of
Howe ^np++++=Howe,
, ^zz++++=EXTRAWORD
Clinton ^np+++??+=Clinton,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Cornwallis ^np+++??+=Cornwallis.
. ^zz++++=EXTRAWORD
Sooner ^rbr++++=Sooner
or ^cc+phrs+++=or
later ^rbr+tm+++=later
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
invincible ^jj+atrb+++=invincible
belief ^nn++++=belief
the ^ati++++=the
colonies ^nns++++=colonies
would ^md+prd+++=would
be ^vb+be+vrb++=be
prostrate ^jj+pred+++=prostrate
at ^in++++=at
the ^ati++++=the
footstool ^nn+++??+=footstool
of ^in++++=of
the ^ati++++=the
King ^nn++++=King.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
take ^vbi++++=take
for ^in++++=for
granted ^vbn+vsua++xvbn+=granted
that ^tht+vcmp+++=that
such ^abl++++=such
was ^vbd+bedz+vrb++=was
already ^rb++++=already
the ^ati++++=the
case ^nn++++=case.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^cd1++++=one
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
startled ^vbd+++xvbnx+=startled
the ^ati++++=the
townspeople ^nns++++=townspeople
by ^in++++=by
a ^at++++=a
brilliant ^jj+atrb+++=brilliant
illumination ^nn+nom+++=illumination
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
with ^in++++=with
candles ^nns++++=candles
at ^in++++=at
every ^at++++=every
pane ^nn+++??+=pane
of ^in++++=of
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
transparency ^nn++++=transparency
of ^in++++=of
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
initials ^nns+nom+++=initials
and ^cc++++=and
a ^at++++=a
crown ^nn++++=crown
of ^in++++=of
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
great ^jj+atrb+++=great
balcony ^nn++++=balcony
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
figure ^nn++++=figure
of ^in++++=of
the ^ati++++=the
aged ^jj+atrb+++=aged
woman ^nn++++=woman
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
gorgeous ^jj++++=gorgeous
of ^in++++=of
her ^pp$+pp3+++=her
mildewed ^vbd+++xvbn+=mildewed
velvets ^nns+++??+=velvets
and ^cc++++=and
brocades ^nns+++??+=brocades
was ^vbd+bedz+aux++=was
seen ^vpsv++agls+xvbnx+=seen
passing ^vbg+++xvbg+=passing
from ^in++++=from
casement ^nn+nom+++=casement
to ^in++++=to
casement ^nn+nom+++=casement,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
paused ^vbd+++xvbnx+=paused
before ^in++++=before
the ^ati++++=the
balcony ^nn++++=balcony,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flourished ^vbd+++xvbn+=flourished
a ^at++++=a
huge ^jj++++=huge
key ^jjb++++=key
above ^in+pl+++=above
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
wrinkled ^vwbn+++xvbn+=wrinkled
visage ^nn++++=visage
actually ^rb+amp+++=actually
gleamed ^vbd+++xvbn+=gleamed
with ^in++++=with
triumph ^nn++++=triumph,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
soul ^nn++++=soul
within ^in++++=within
her ^pp$+pp3+++=her
were ^vbd+bed+vrb++=were
a ^at++++=a
festal ^jj+atrb+++=festal
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
means ^in++++=means
this ^dt+dem+++=this
blaze ^nn++++=blaze
of ^in++++=of
light ^nn++++=light?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
does ^vbz+doz+aux++=does
old ^jj+atrb+++=old
Esther ^np++++=Esther's
's ^$++++=EXTRAWORD
joy ^nn++++=joy
portend ^nn+++??+=portend?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
a ^at++++=a
spectator ^nn++++=spectator.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
frightful ^jj+pred+++=frightful
to ^to++++=to
see ^vbi+vprv+tht0++=see
her ^pp$+pp3+++=her
gliding ^vbg+++xvbg+=gliding
about ^in++++=about
the ^ati++++=the
chambers ^nns+nom+++=chambers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rejoicing ^nvbg+++xvbg+=rejoicing
there ^rn+pl+++=there
without ^in++++=without
a ^at++++=a
soul ^nn++++=soul
to ^to++++=to
bear ^vbi+vprv+++=bear
her ^pp$+pp3+++=her
company ^nn++++=company."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
merry ^jj++++=merry
in ^in++++=in
a ^at++++=a
tomb ^nn++++=tomb,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="Pshaw!
pshaw ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
no ^at++++=no
such ^abl++++=such
mystery ^nn+nom+++=mystery,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbd+vprv++xvbn+=observed
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
after ^in++++=after
some ^dti++++=some
brief ^jj+atrb+++=brief
exercise ^nn++++=exercise
of ^in++++=of
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
" ^zz++++="Mistress
mistress ^nns+nom+++=EXTRAWORD
Dudley ^np++++=Dudley
is ^vbz+bez+aux++=is
keeping ^vbg+++xvbgx+=keeping
jubilee ^nn++++=jubilee
for ^in++++=for
the ^ati++++=the
King ^nn++++=King
of ^in++++=of
England ^np++++=England's
's ^$++++=EXTRAWORD
birthday ^nn++++=birthday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
people ^nn++++=people
laughed ^vbd+++xvbn+=laughed
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
thrown ^vprf+++xvbnx+=thrown
mud ^nn++++=mud
against ^in++++=against
the ^ati++++=the
blazing ^jj+atrb+++=blazing
transparency ^nn++++=transparency
of ^in++++=of
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
crown ^nn++++=crown
and ^cc++++=and
initials ^nns+nom+++=initials,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
pitied ^vbd+++xvbnx+=pitied
the ^ati++++=the
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
dame ^np++++=dame,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
so ^ql++++=so
dismally ^rb++++=dismally
triumphant ^jj++++=triumphant
amid ^in++++=amid
the ^ati++++=the
wreck ^nn++++=wreck
and ^cc++++=and
ruin ^nn++++=ruin
of ^in++++=of
the ^ati++++=the
system ^nn++++=system
to ^to++++=to
which ^whp+who+++=which
she ^pp3a+pp3+++=she
appertained ^vbd+++xvbnx+=appertained.
. ^zz++++=EXTRAWORD
Oftentimes ^np+++??+=Oftentimes
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
custom ^nn++++=custom
to ^to++++=to
climb ^vbi++++=climb
the ^ati++++=the
weary ^jj+atrb+++=weary
staircase ^nn++++=staircase
that ^tht+rel+subj++=that
wound ^vwbn+++xvbn+=wound
upward ^jjb++++=upward
to ^in++++=to
the ^ati++++=the
cupola ^nn++++=cupola,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thence ^rb++++=thence
strain ^nn++++=strain
her ^pp$+pp3+++=her
dimmed ^xvbn+++xvbn+=dimmed
eyesight ^nn++++=eyesight
seaward ^jjb++++=seaward
and ^cc++++=and
countryward ^rb+cnj+++=countryward,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
for ^in+ppvb+++=for
a ^at++++=a
British ^jj+atrb+++=British
fleet ^nn++++=fleet,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
for ^in++++=for
the ^ati++++=the
march ^nn++++=march
of ^in++++=of
a ^at++++=a
grand ^jj+atrb+++=grand
procession ^nn++++=procession,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
banner ^nn++++=banner
floating ^vwbg+++xvbg+=floating
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
passengers ^nns+nom+++=passengers
in ^in++++=in
the ^ati++++=the
street ^nn++++=street
below ^rb++++=below
would ^md+prd+++=would
discern ^vb++++=discern
her ^pp$+pp3+++=her
anxious ^jj+atrb+++=anxious
visage ^nn++++=visage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
send ^vb++++=send
up ^rb+phrv+++=up
a ^at++++=a
shout ^vb++++=shout,
, ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
the ^ati++++=the
golden ^jj++++=golden
Indian ^jj++++=Indian
on ^in++++=on
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House
shall ^md+prd+++=shall
shoot ^vb++++=shoot
his ^pp$+pp3+++=his
arrow ^nn++++=arrow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
cock ^np++++=cock
on ^in++++=on
the ^ati++++=the
Old ^jj+atrb+++=Old
South ^np+pl+++=South
spire ^nn++++=spire
shall ^md+prd+++=shall
crow ^vb++++=crow,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
look ^vb++++=look
for ^in++++=for
a ^at++++=a
Royal ^jj+atrb+++=Royal
Governor ^nn++++=Governor
again!" ^nn+++??+=again!"--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
this ^dt+pdem+++=this
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
a ^at++++=a
byword ^nn+++??+=byword
through ^in++++=through
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
after ^in++++=after
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
long ^rb++++=long
years ^nns++++=years,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
Esther ^np++++=Esther
Dudley ^np++++=Dudley
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perchance ^nn+nom+++=perchance
she ^pp3a+pp3+++=she
only ^ap+down+++=only
dreamed ^jj+++xvbn+=dreamed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
Royal ^jj+atrb+++=Royal
Governor ^nn++++=Governor
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
eve ^nn++++=eve
of ^in++++=of
returning ^nn++++=returning
to ^in++++=to
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
to ^to++++=to
receive ^vbi++++=receive
the ^ati++++=the
heavy ^jj++++=heavy
key ^jjb++++=key
which ^whp+who+++=which
Sir ^npt++++=Sir
William ^np++++=William
Howe ^np++++=Howe
had ^vbd+hvd+aux++=had
committed ^vprf+++xvbnx+=committed
to ^in++++=to
her ^pp$+pp3+++=her
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
intelligence ^nn+nom+++=intelligence
bearing ^vwbg+++xvbg+=bearing
some ^dti++++=some
faint ^jj+atrb+++=faint
analogy ^nn++++=analogy
to ^in++++=to
Esther ^np++++=Esther's
's ^$++++=EXTRAWORD
version ^nn++++=version
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
current ^jj+pred+++=current
among ^in++++=among
the ^ati++++=the
townspeople ^nns++++=townspeople.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
set ^vbd+++xvbnx+=set
the ^ati++++=the
mansion ^nn++++=mansion
in ^in++++=in
the ^ati++++=the
best ^jjt+atrb+++=best
order ^vb++++=order
that ^tht+vcmp+obj++=that
her ^pp3o+pp3+++=her
means ^vbz+vprv+++=means
allowed ^vbd+++xvbn+=allowed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
arraying ^jj+++xvbg+=arraying
herself ^ppl+pp3+++=herself
in ^in++++=in
silks ^nns++++=silks
and ^cc++++=and
tarnished ^jj+atrb++xvbn+=tarnished
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
long ^rb++++=long
before ^cs+sub+++=before
the ^ati++++=the
blurred ^jj+atrb++xvbn+=blurred
mirror ^nn++++=mirror
to ^to++++=to
admire ^vbi++++=admire
her ^pp$+pp3+++=her
own ^ap++++=own
magnificence ^nn+nom+++=magnificence.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
gazed ^vbd+++xvbnx+=gazed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gray ^np++++=gray
and ^cc++++=and
withered ^jj+++xvbn+=withered
lady ^npt++++=lady
moved ^vbd+++xvbn+=moved
her ^pp$+pp3+++=her
ashen ^jj+atrb+++=ashen
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
murmuring ^vbg+++xvbg+=murmuring
half ^nn++++=half
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
to ^in++++=to
shapes ^nns++++=shapes
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
within ^in++++=within
the ^ati++++=the
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
to ^in++++=to
shadows ^nns++++=shadows
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own
fantasies ^nns++++=fantasies,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
household ^nn++++=household
friends ^nns++++=friends
of ^in++++=of
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bidding ^nvbg+++xvbg+=bidding
them ^pp3o+pp3+++=them
rejoice ^vb++++=rejoice
with ^in++++=with
her ^pp$+pp3+++=her
and ^cc++++=and
come ^vprf+++xvbn+=come
forth ^np++++=forth
to ^to++++=to
meet ^vbi++++=meet
the ^ati++++=the
Governor ^nn++++=Governor.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
while ^cs+sub+++=while
absorbed ^vwbn+++xvbn+=absorbed
in ^in++++=in
this ^dt+dem+++=this
communion ^nn++++=communion,
, ^zz++++=EXTRAWORD
Mistress ^nns+nom+++=Mistress
Dudley ^np++++=Dudley
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
tramp ^nn++++=tramp
of ^in++++=of
many ^ap++++=many
footsteps ^nns++++=footsteps
in ^in++++=in
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
beheld ^nn+++??+=beheld
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
construed ^vbd+++xvbnx+=construed
as ^ql++++=as
the ^ati++++=the
Royal ^jj+atrb+++=Royal
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
arrival ^nn++++=arrival.
. ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
happy ^jj+atrb+++=happy
day ^nn++++=day!
! ^zz++++=EXTRAWORD
O ^zz++++=O
blessed ^vbd+++xvbn+=blessed,
, ^zz++++=EXTRAWORD
blessed ^jj+atrb++xvbn+=blessed
hour ^nn++++=hour!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
but ^cc++++=but
bid ^nn++++=bid
him ^pp3o+pp3+++=him
welcome ^nn++++=welcome
within ^in++++=within
the ^ati++++=the
portal ^nn++++=portal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
task ^nn++++=task
in ^in++++=in
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
done ^vpsv++agls+xvbnx+=done!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
with ^in++++=with
tottering ^xvbg+++xvbg+=tottering
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
age ^nn++++=age
and ^cc++++=and
tremulous ^jj+atrb+++=tremulous
joy ^nn++++=joy
caused ^vbd+++xvbn+=caused
to ^to+vcmp+++=to
tread ^vbi++++=tread
amiss ^jj++++=amiss,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
hurried ^vbd+++xvbnx+=hurried
down ^rp++++=down
the ^ati++++=the
grand ^jj+atrb+++=grand
staircase ^nn++++=staircase,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
silks ^nns++++=silks
sweeping ^vwbg+++xvbg+=sweeping
and ^cc++++=and
rustling ^jj++++=rustling
as ^ql++++=as
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
sound ^nn++++=sound
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
train ^nn++++=train
of ^in++++=of
spectral ^jj+atrb+++=spectral
courtiers ^nns+nom+++=courtiers
were ^vbd+bed+aux++=were
thronging ^vbg+++xvbgx+=thronging
from ^in++++=from
the ^ati++++=the
dim ^jj+atrb+++=dim
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Esther ^np++++=Esther
Dudley ^np++++=Dudley
fancied ^vbd+++xvbn+=fancied
that ^tht+vcmp+++=that
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
wide ^jj+atrb+++=wide
door ^nn++++=door
should ^md+nec+++=should
be ^vb+be+aux++=be
flung ^vpsv++agls+xvbnx+=flung
open ^jj++++=open,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
pomp ^nn++++=pomp
and ^cc++++=and
splendor ^nn++++=splendor
of ^in++++=of
by ^in++++=by-gone
- ^zz++++=EXTRAWORD
gone ^xvbn+++xvbn+=EXTRAWORD
times ^nns++++=times
would ^md+prd+++=would
pace ^vb++++=pace
majestically ^rb++++=majestically
into ^in++++=into
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gilded ^jj+atrb++xvbn+=gilded
tapestry ^nn++++=tapestry
of ^in++++=of
the ^ati++++=the
past ^nn++++=past
would ^md+prd+++=would
be ^vb+be+aux++=be
brightened ^vpsv++by+xvbnx+=brightened
by ^in++++=by
the ^ati++++=the
sunshine ^nn++++=sunshine
of ^in++++=of
the ^ati++++=the
present ^jj+atrb+++=present.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
key ^nn++++=key--withdrew
-- ^--+clp+++=EXTRAWORD
withdrew ^j+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
lock ^nn++++=lock--unclosed
-- ^--+clp+++=EXTRAWORD
unclosed ^j+++xvbn+=EXTRAWORD
the ^ati++++=the
door ^nn++++=door--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
stepped ^vpsv++agls+xvbn+=stepped
across ^in+pl+++=across
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
Advancing ^vbg+++xvbg+=Advancing
up ^rp++++=up
the ^ati++++=the
court ^nn++++=court-yard
- ^zz++++=EXTRAWORD
yard ^npl++++=EXTRAWORD
appeared ^vbd+seem++xvbn+=appeared
a ^at++++=a
person ^nn++++=person
of ^in++++=of
most ^ql+emph+++=most
dignified ^jj++++=dignified
mien ^jj+++xvbn+=mien,
, ^zz++++=EXTRAWORD
with ^in++++=with
tokens ^nns++++=tokens,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Esther ^np++++=Esther
interpreted ^vbd+++xvbn+=interpreted
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
of ^in++++=of
gentle ^jj+atrb+++=gentle
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
high ^jj+atrb+++=high
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
long ^jj++++=long-accustomed
- ^zz++++=EXTRAWORD
accustomed ^vbd+++xvbn+=EXTRAWORD
authority ^nn+nom+++=authority,
, ^zz++++=EXTRAWORD
even ^rb++++=even
in ^in++++=in
his ^pp$+pp3+++=his
walk ^nn++++=walk
and ^cc++++=and
every ^at++++=every
gesture ^nn++++=gesture.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
richly ^rb++splt++=richly
dressed ^vpsv++agls+xvbnx+=dressed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
wore ^vbd+++xvbn+=wore
a ^at++++=a
gouty ^nn+++??+=gouty
shoe ^nn++++=shoe
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
lessen ^vb++++=lessen
the ^ati++++=the
stateliness ^nns+nom+++=stateliness
of ^in++++=of
his ^pp$+pp3+++=his
gait ^nn++++=gait.
. ^zz++++=EXTRAWORD
Around ^rp++++=Around
and ^cc+phrs+++=and
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
were ^vbd+bed+vrb++=were
people ^nns++++=people
in ^in++++=in
plain ^jj+atrb+++=plain
civic ^jj+atrb+++=civic
dresses ^nns+nom+++=dresses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
war ^nn++++=war-worn
- ^zz++++=EXTRAWORD
worn ^xvbn+++xvbn+=EXTRAWORD
veterans ^nns+nom+++=veterans,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
officers ^nns+nom+++=officers
of ^in++++=of
