Mrs ^npt++++=Mrs.
a ^at++++=a
person ^nn++++=person
to ^to++++=to
treat ^vbi++++=treat
a ^at++++=a
woman ^nn++++=woman
so ^rb++++=so.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
tied ^vpsv++agls+xvbnx+=tied;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
makes ^vbz++++=makes
me ^pp1o+pp1+++=me
feel ^vb+vprv+++=feel
so ^rb+emph+++=so
helpless ^jj++++=helpless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
dumb ^jj++++=dumb
fool ^jjb++++=fool
be ^vb+be+vrb++=be
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
stopping ^vbg+++xvbg+=stopping
a ^at++++=a
moment ^nn++++=moment
to ^to++++=to
stare ^vbi++++=stare
at ^in++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
a ^at++++=a
step ^nn++++=step
then ^rn+tm+++=then
toward ^in++++=toward
the ^ati++++=the
high ^jj+atrb+++=high
chest ^nn++++=chest
of ^in++++=of
drawers ^nns+nom+++=drawers,
, ^zz++++=EXTRAWORD
half ^abn++++=half
bureau ^nn++++=bureau,
, ^zz++++=EXTRAWORD
half ^abn++++=half
writing ^jj+++xvbg+=writing-desk,
- ^zz++++=EXTRAWORD
desk ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
ball ^nn++++=ball
of ^in++++=of
tape ^nn++++=tape
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
lying ^vbg+++xvbg+=lying
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh!"
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
remembering ^vbg+vprv++xvbg+=remembering
the ^ati++++=the
tar ^nn++++=tar-baby.
- ^zz++++=EXTRAWORD
baby ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Don't!
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
For ^in++++=For
mercy ^nn++++=mercy's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
there ^rn+pl+++=there!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
her ^pp3o+pp3+++=her
voice ^nn++++=voice
till ^in++++=till
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
like ^in++++=like
the ^ati++++=the
wind ^nn++++=wind
in ^in++++=in
the ^ati++++=the
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
please ^uh++++=please
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
there ^rn+pl+++=there!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^in++++=At
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
feeling ^nvbg+++xvbg+=feeling
morally ^rb+cnj+++=morally,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
rather ^rb++++=rather
immorally ^rb+cnj+++=immorally,
, ^zz++++=EXTRAWORD
sure ^jj++++=sure
that ^tht+jcmp+++=that
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
for ^in+ppvb+++=for
was ^vbd+bedz+vrb++=was
in ^cs+sub+++=in
that ^cs"++++=that
spot ^nn++++=spot,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
handles ^nns++++=handles
of ^in++++=of
the ^ati++++=the
drawer ^nn++++=drawer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
down ^in++++=down
fell ^vbd+++xvbn+=fell
the ^ati++++=the
lid ^nn++++=lid
upon ^in++++=upon
his ^pp$+pp3+++=his
head ^nn++++=head
with ^in++++=with
a ^at++++=a
whack ^nn++++=whack
that ^tht+rel+subj++=that
jammed ^vwbn+++xvbn+=jammed
his ^pp$+pp3+++=his
hat ^nn++++=hat
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
blinded ^vbd+++xvbn+=blinded
him ^pp3o+pp3+++=him
with ^in++++=with
pain ^nn++++=pain
and ^cc++++=and
fury ^nn++++=fury
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^cs+sub+++=in
that ^cs"++++=that
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
whipped ^vprf+++xvbnx+=whipped
the ^ati++++=the
roll ^nn++++=roll
of ^in++++=of
money ^nn++++=money
from ^in++++=from
her ^pp$+pp3+++=her
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
dropped ^vprf+++xvbnx+=dropped
it ^pp3+it+++=it
underneath ^rb++++=underneath
her ^pp$+pp3+++=her
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
would ^md+prd+++=would!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
always ^rb++++=always
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
not ^xnot++not++=not
to ^to++++=to
go ^vbi++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shet ^vb+++??+=shet
your ^pp$+pp2+++=your
mouth ^nn++++=mouth
quick ^jj++++=quick!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
splutter ^nn++++=splutter
of ^in++++=of
oaths ^nns++++=oaths
between ^in++++=between
each ^dt++++=each
word ^nn++++=word.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
right ^nn++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
over ^in++++=over
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
the ^ati++++=the
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
face ^nn++++=face
like ^in++++=like
a ^at++++=a
pitying ^jj+atrb++xvbg+=pitying
saint ^nn++++=saint's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
tell ^vb++++=tell
Tom ^np++++=Tom
to ^to++++=to
swear ^vbi+vpub++xvbn+=swear,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
jams ^nns++++=jams
his ^pp$+pp3+++=his
thumb ^nn++++=thumb.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
myself ^ppl+pp1+++=myself
when ^wrb+who+++=when
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
driving ^vbg+++xvbgx+=driving
a ^at++++=a
nail ^nn++++=nail.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
great ^jj+atrb+++=great
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
put ^vprf+++xvbnx+=put
some ^dti++++=some
cold ^jj+atrb+++=cold
water ^nn++++=water
on ^in++++=on
your ^pp$+pp2+++=your
head ^nn++++=head,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
promised ^vbd+vpub+tht0+xvbnx+=promised
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
stir ^vb++++=stir
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
chair ^nn++++=chair
" ^zz++++="
The ^ati++++=The
man ^nn++++=man
went ^vbd+++xvbn+=went
and ^cc+phrs+++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
chair ^nn++++=chair
on ^rp++++=on
whose ^whp+who+++=whose
back ^jjb++++=back
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
leaning ^vbg+++xvbgx+=leaning.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
swear ^vbd+++xvbnx+=swear,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
make ^vbi++++=make
of ^in++++=of
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
rubbing ^vbg+++xvbg+=rubbing
his ^pp$+pp3+++=his
head ^jjb++++=head
ruefully ^rb++++=ruefully.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
make ^vb++++=make
friends ^nns++++=friends
with ^in++++=with
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
shown ^vprf++tht0+xvbnx+=shown
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
friendly ^jj+pred+++=friendly
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
believe ^vb+vprv+++=believe
any ^dti++++=any
harm ^nn++++=harm
of ^in++++=of
any ^dti++++=any
one ^cd1++++=one
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
blame ^vb++++=blame
you ^pp2+pp2+++=you
for ^in++++=for
wanting ^xvbg+++xvbg+=wanting
the ^ati++++=the
money ^nn++++=money.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
always ^rb++++=always
in ^in++++=in
want ^nn++++=want
of ^in++++=of
money ^nn++++=money.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
you ^pp2+pp2+++=you
might ^md+pos+++=might
take ^vb++++=take
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
you ^pp2+pp2+++=you
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
money ^nn++++=money,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
where ^wrb+who+whcl++=where
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
would ^md+prd+++=would
kill ^vb++++=kill
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
might ^md+pos+++=might
as ^rb++++=as
well ^rb++++=well
be ^vb+be+aux++=be
killed ^vpsv++by+xvbnx+=killed
by ^in++++=by
you ^pp2+pp2+++=you
as ^cs+sub+++=as
by ^in++++=by
Tom ^np++++=Tom
and ^cc++++=and
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
make ^vb++++=make
friends ^nns++++=friends
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
some ^dti++++=some
protection ^nn+nom+++=protection
to ^in++++=to
me ^pp1o+pp1+++=me
till ^in++++=till
my ^pp$+pp1+++=my
husband ^nn++++=husband
comes ^vbz++++=comes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
expecting ^vbg+vprv++xvbgx+=expecting
him ^pp3o+pp3+++=him
and ^cc++++=and
Jules ^np++++=Jules
every ^at++++=every
moment ^nn++++=moment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
started ^vbd+++xvbn+=started
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv+tht0+xvbg+=holding
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver
under ^in++++=under
her ^pp$+pp3+++=her
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
right ^jj++++=right
into ^in++++=into
that ^dt+dem+++=that
gun ^nn++++=gun!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
more ^ql++++=more
fooling ^nvbg+++xvbg+=fooling.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
your ^pp$+pp2+++=your
last ^rb++++=last
look ^vb++++=look
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
that ^dt+dem+++=that
money ^nn++++=money
is ^vbz+bez+vrb++=is
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
count ^vb++++=count
three ^cd++++=three."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
out ^rb+phrv+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand
and ^cc++++=and
calmly ^rb++++=calmly
moved ^vbd+++xvbn+=moved
it ^pp3+it+++=it
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
looked ^vprf+++xvbnx+=looked
into ^in+ppvb+++=into
those ^dt+dem+++=those
things ^nns++++=things
ever ^rb++++=ever
since ^cs+sub+++=since
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
lived ^vprf+++xvbnx+=lived
on ^in++++=on
the ^ati++++=the
prairie ^nn++++=prairie,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
off ^in+pl+++=off
mine ^nn++++=mine
wo ^&fw++++=won't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
very ^ql+amp+++=very
well ^rb++++=well
you ^pp2+pp2+++=you
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
shoot ^vb++++=shoot
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
bricks ^nns++++=bricks
without ^in++++=without
straw ^nn++++=straw;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^pn++++=anything
about ^in++++=about
that ^dt+dem+++=that
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
a ^at++++=a
game ^nn++++=game
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
tremendous ^jj+atrb+++=tremendous
coward ^nn++++=coward.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
out ^rp+pl+++=out
here ^rn+pl+++=here
in ^in++++=in
this ^dt+dem+++=this
wild ^jj+atrb+++=wild
country ^nn++++=country
to ^to++++=to
live ^vbi++++=live,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
alone ^rb++++=alone
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
quake ^nn+++??+=quake
at ^rb++++=at
every ^at++++=every
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
every ^at++++=every
creak ^nn++++=creak
of ^in++++=of
a ^at++++=a
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
every ^at++++=every
rustle ^nn++++=rustle
of ^in++++=of
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^pn++++=anything
about ^in++++=about
what ^wdt+who+++=what
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
have ^vbi++vrb++=have
your ^pp$+pp2+++=your
heart ^nn++++=heart
stand ^nn++++=stand
still ^rb++++=still
with ^in++++=with
horror ^nn++++=horror
of ^in++++=of
a ^at++++=a
wild ^jj+atrb+++=wild
beast ^nn++++=beast
or ^cc++++=or
a ^at++++=a
wild ^jj+atrb+++=wild
Indian ^nn++++=Indian
or ^cc++++=or
a ^at++++=a
deserter ^nn+nom+++=deserter
a ^at++++=a
deserting ^jj+atrb++xvbg+=deserting
soldier ^nn++++=soldier.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
great ^jj+atrb+++=great
Apache ^np++++=Apache
down ^rp++++=down
there ^rn+pl+++=there
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
stretched ^xvbn+++xvbn+=stretched
out ^rp+pl+++=out
in ^in++++=in
his ^pp$+pp3+++=his
blanket ^nn++++=blanket
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
up ^rp++++=up
here ^rn+pl+++=here
as ^in++++=as
quick ^jj++++=quick
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
to ^in++++=to
lock ^nn++++=lock
the ^ati++++=the
door ^nn++++=door
behind ^in+pl+++=behind
us ^pp1o+pp1+++=us
and ^cc++++=and
sit ^vb++++=sit
up ^rp++++=up
till ^in++++=till
Tom ^np++++=Tom
came ^vbd+++xvbn+=came
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
declare ^vb+vpub+++=declare,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
thankful ^jj++++=thankful
in ^in++++=in
all ^abn++++=all
my ^pp$+pp1+++=my
life ^nn++++=life
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
now ^rn+tm+++=now
to ^to++++=to
see ^vbi+vprv+++=see
a ^at++++=a
white ^jj+atrb+++=white
face ^nn++++=face
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
! ^zz++++=!
Apache ^np++++=Apache!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
visitor ^nn++++=visitor.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
little ^ap++++=little
one ^pn++++=one,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
saved ^vprf+++xvbnx+=saved
your ^pp$+pp2+++=your
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
money ^nn++++=money
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
double ^jj++++=double-handful
- ^zz++++=EXTRAWORD
handful ^nn+nom+++=EXTRAWORD
of ^in++++=of
pluck ^nn+++??+=pluck.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
any ^dti++++=any
idea ^nn++++=idea
but ^cc++++=but
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
hid ^vpsv++agls+xvbnx+=hid
but ^cc++++=but
I ^pp1a+pp1+++=I've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
be ^vbi+vbi+aux++=be
making ^vbg+++xvbgx+=making
tracks ^nns++++=tracks.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
for ^in++++=for
waking ^xvbg+++xvbg+=waking
that ^dt+dem+++=that
Apache ^np++++=Apache
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
leave ^vb++++=leave
Red ^jj+atrb+++=Red
Dan ^np++++=Dan's
's ^$++++=EXTRAWORD
handwriting ^nn++++=handwriting
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
almost ^rb+hdg+++=almost
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
