Towards ^in++++=Towards
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
probably ^rb++++=probably
love ^nn++++=love
was ^vbd+bedz+vrb++=was
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
her ^pp$+pp3+++=her
illness ^nns+nom+++=illness.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
consulted ^vbd+++xvbnx+=consulted
her ^pp$+pp3+++=her
husband ^nn++++=husband
and ^cc++++=and
some ^dti++++=some
of ^in++++=of
her ^pp$+pp3+++=her
neighbours ^nns++++=neighbours,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
unanimously ^rb++splt++=unanimously
decided ^vpsv++agls+xvbnx+=decided
that ^tht+vcmp+++=that
such ^abl++++=such
was ^vbd+bedz+vrb++=was
evidently ^rb++++=evidently
Maria ^&fw++++=Maria
Gavrilovna ^np++++=Gavrilovna's
's ^$++++=EXTRAWORD
fate ^nn++++=fate,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
woman ^nn++++=woman
cannot ^md+pos+not++=cannot
ride ^vb++++=ride
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
destined ^vpsv++agls+xvbnx+=destined
to ^to++++=to
be ^vbi++vrb++=be
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
poverty ^nn++++=poverty
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
one ^cd1++++=one
does ^vbz+doz+aux++=does
not ^xnot++not++=not
marry ^vb++++=marry
wealth ^nn++++=wealth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.
. ^zz++++=EXTRAWORD
Moral ^jj+atrb+++=Moral
proverbs ^nns++++=proverbs
are ^vb+ber+vrb++=are
wonderfully ^rb++++=wonderfully
useful ^jj+pred+++=useful
in ^in++++=in
those ^dt+dem+++=those
cases ^nns++++=cases
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
can ^md+pos+++=can
invent ^vb++++=invent
little ^jj++++=little
in ^in++++=in
our ^pp$+pp1+++=our
own ^ap++++=own
justification ^nn+nom+++=justification.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
meantime ^nn++++=meantime
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady
began ^vbd+++xvbn+=began
to ^to++++=to
recover ^vbi++++=recover.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
seen ^vpsv++agls+xvbnx+=seen
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Gavril ^np+++??+=Gavril
Gavrilovitch ^np+++??+=Gavrilovitch.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
the ^ati++++=the
usual ^jj+atrb+++=usual
reception ^nn+nom+++=reception.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
resolved ^vpsv++agls+xvbnx+=resolved
to ^to+vcmp+++=to
send ^vbi++++=send
and ^cc+phrs+++=and
announce ^vb+vpub+++=announce
to ^in++++=to
him ^pp3o+pp3+++=him
an ^at++++=an
unexpected ^jj+atrb+++=unexpected
piece ^nn++++=piece
of ^in++++=of
good ^jj+atrb+++=good
news ^nn++++=news:
: ^zz++++=EXTRAWORD
the ^ati++++=the
consent ^nn++++=consent
of ^in++++=of
Maria ^np++++=Maria's
's ^$++++=EXTRAWORD
parents ^nns++++=parents
to ^in++++=to
his ^pp$+pp3+++=his
marriage ^nn+nom+++=marriage
with ^in++++=with
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
the ^ati++++=the
astonishment ^nn+nom+++=astonishment
of ^in++++=of
the ^ati++++=the
proprietor ^nn++++=proprietor
of ^in++++=of
Nenaradova ^np+++??+=Nenaradova,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
in ^in++++=in
reply ^nn++++=reply
to ^in++++=to
their ^pp$+pp3+++=their
invitation ^nn+nom+++=invitation,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
received ^vbd+++xvbnx+=received
from ^in++++=from
him ^pp3o+pp3+++=him
a ^at++++=a
half ^abn++++=half-insane
- ^zz++++=EXTRAWORD
insane ^jj+atrb+++=EXTRAWORD
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
informed ^vbd+++xvbnx+=informed
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
never ^rb++++=never
set ^nn+++xvbn+=set
foot ^nn++++=foot
in ^in++++=in
their ^pp$+pp3+++=their
house ^nn++++=house
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
begged ^vbd+++xvbn+=begged-them
- ^zz++++=EXTRAWORD
them ^pp3o+pp3+++=EXTRAWORD
to ^to++++=to
forget ^vbi+vprv+++=forget
an ^at++++=an
unhappy ^jj+atrb+++=unhappy
creature ^nn++++=creature
whose ^whp+rel+obj++=whose
only ^rb+down+++=only
hope ^nn++++=hope
was ^vbd+bedz+vrb++=was
in ^in++++=in
death ^nn++++=death.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
days ^nns++++=days
afterwards ^rb+tm+++=afterwards
they ^pp3a+pp3+++=they
heard ^vbd+vprv++xvbnx+=heard
that ^tht+vcmp+++=that
Vladimir ^np+++??+=Vladimir
had ^vbd+hvd+aux++=had
joined ^vprf+++xvbnx+=joined
the ^ati++++=the
army ^nn++++=army
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
1812 ^cd+date+++=1812.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dare ^vb++++=dare
to ^to+vcmp+++=to
announce ^vbi+vpub+++=announce
this ^dt+dem+++=this
to ^in++++=to
Masha ^np+++??+=Masha,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
convalescent ^jj+pred+++=convalescent.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
mentioned ^vbd+vpub++xvbn+=mentioned
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Vladimir ^np+++??+=Vladimir.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
months ^nns++++=months
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
finding ^vbg+++xvbg+=finding
his ^pp$+pp3+++=his
name ^nn++++=name
in ^in++++=in
the ^ati++++=the
list ^nn++++=list
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
distinguished ^vprf+++xvbnx+=distinguished
themselves ^ppls+pp3+++=themselves
and ^cc++++=and
been ^vprf+ben+vrb+xvbn+=been
severely ^rb++++=severely
wounded ^jj+++xvbn+=wounded
at ^rb++++=at
Borodino,[1 ^np+++??+=Borodino,[1]
] ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
fainted ^vbd+++xvbnx+=fainted
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
feared ^vpsv++agls+xvbnx+=feared
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
have ^vb+hv+aux++=have
another ^dt++++=another
attack ^vb++++=attack
of ^in++++=of
fever ^nn++++=fever.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
Heaven ^nn++++=Heaven
be ^vb+be+aux++=be
thanked ^vpsv++agls+xvbnx+=thanked!
! ^zz++++=EXTRAWORD
the ^ati++++=the
fainting ^jj+atrb++xvbg+=fainting
fit ^nn++++=fit
had ^vb+hv+vrb++=had
no ^at++++=no
serious ^jj+atrb+++=serious
consequences ^nns+nom+++=consequences.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
misfortune ^nn++++=misfortune
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
Gavril ^np+++??+=Gavril
Gavrilovitch ^np+++??+=Gavrilovitch
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
leaving ^jj+++xvbg+=leaving
her ^pp3o+pp3+++=her
the ^ati++++=the
heiress ^nns+nom+++=heiress
to ^in++++=to
all ^abn++++=all
his ^pp$+pp3+++=his
property ^nn++++=property.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
inheritance ^nn+nom+++=inheritance
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
console ^nn+++??+=console
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
shared ^vbd+++xvbnx+=shared
sincerely ^rb++++=sincerely
the ^ati++++=the
grief ^nn++++=grief
of ^in++++=of
poor ^jj+atrb+++=poor
Praskovia ^np+++??+=Praskovia
Petrovna ^np+++??+=Petrovna,
, ^zz++++=EXTRAWORD
vowing ^vbg+++xvbg+=vowing
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
never ^rb++splt++=never
leave ^vb++++=leave
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
both ^abx++++=both
quitted ^vprf+++xvbn+=quitted
Nenaradova ^np+++??+=Nenaradova,
, ^zz++++=EXTRAWORD
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
so ^ql++++=so
many ^ap++++=many
sad ^jj+atrb+++=sad
recollections ^nns+nom+++=recollections,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
to ^to++++=to
live ^vbi++++=live
on ^rp++++=on
another ^ppls++++=another
estate ^npl++++=estate.
. ^zz++++=EXTRAWORD
Suitors ^nns++++=Suitors
crowded ^vbd+++xvbn+=crowded
round ^rb++++=round
the ^ati++++=the
young ^jj+atrb+++=young
and ^cc+phrs+++=and
wealthy ^jj+atrb+++=wealthy
heiress ^nns+nom+++=heiress,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
hope ^vb++++=hope
to ^to+vcmp+++=to
any ^dti++++=any
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
sometimes ^rb++++=sometimes
exhorted ^vbd+++xvbn+=exhorted
her ^pp$+pp3+++=her
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
choice ^nn++++=choice;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
head ^jjb++++=head
and ^cc++++=and
became ^vbd+++xvbn+=became
pensive ^jj++++=pensive.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
in ^in++++=in
Moscow ^np++++=Moscow
on ^in++++=on
the ^ati++++=the
eve ^nn++++=eve
of ^in++++=of
the ^ati++++=the
entry ^nn++++=entry
of ^in++++=of
the ^ati++++=the
French ^nn++++=French.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
memory ^nn++++=memory
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
held ^vpsv++agls+xvbnx+=held
sacred ^jj++++=sacred
by ^in++++=by
Masha ^np+++??+=Masha;
; ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
she ^pp3a+pp3+++=she
treasured ^vbd+++xvbnx+=treasured
up ^rp++++=up
everything ^pn++++=everything
that ^dt+pdem+++=that
could ^md+pos+++=could
remind ^vb++++=remind
her ^pp$+pp3+++=her
of ^in++++=of
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
books ^nns++++=books
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
read ^vprf+++xvbnx+=read,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
drawings ^nns++++=drawings,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
verses ^nns++++=verses
of ^in++++=of
poetry ^nn++++=poetry
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
copied ^vprf+++xvbnx+=copied
out ^rb+phrv+++=out
for ^in+ppvb+++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighbours ^nns++++=neighbours,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing
of ^in++++=of
all ^abn++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
astonished ^vpsv++agls+xvbnx+=astonished
at ^rb++++=at
her ^pp3o+pp3+++=her
constancy ^nn++++=constancy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
awaited ^vpsv++agls+xvbn+=awaited
with ^in++++=with
curiosity ^nn+nom+++=curiosity
the ^ati++++=the
hero ^nn++++=hero
who ^whp+rel+subj++=who
should ^md+nec+++=should
at ^rb++++=at
last ^rb"++++=last
triumph ^nn++++=triumph
over ^in++++=over
the ^ati++++=the
melancholy ^jj+atrb+++=melancholy
fidelity ^nn+nom+++=fidelity
of ^in++++=of
this ^dt+dem+++=this
virgin ^jjb++++=virgin
Artemisia ^np+++??+=Artemisia.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
the ^ati++++=the
war ^nn++++=war
had ^vbd+hvd+aux++=had
ended ^vprf+++xvbnx+=ended
gloriously ^rb++++=gloriously.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
regiments ^nns+nom+++=regiments
returned ^vbd+++xvbn+=returned
from ^in++++=from
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
people ^nn++++=people
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
to ^to++++=to
meet ^vbi++++=meet
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bands ^nns++++=bands
played ^vbd+++xvbn+=played
the ^ati++++=the
conquering ^jj+atrb++xvbg+=conquering
songs ^nns++++=songs:
: ^zz++++=EXTRAWORD
" ^zz++++="Vive
vive ^jj+atrb+++=EXTRAWORD
Henri ^np++++=Henri-Quatre,"
- ^zz++++=EXTRAWORD
quatre ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tyrolese ^np+nom++??+=Tyrolese
waltzes ^nns+++??+=waltzes
and ^cc++++=and
airs ^&fw++++=airs
from ^in++++=from
" ^zz++++="Joconde."
joconde ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Officers ^nns+nom+++=Officers,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
set ^vprf+++xvbnx+=set
out ^rb+phrv+++=out
for ^in+ppvb+++=for
the ^ati++++=the
war ^nn++++=war
almost ^rb+hdg+++=almost
mere ^jjb+atrb+++=mere
lads ^nns++++=lads,
, ^zz++++=EXTRAWORD
returned ^j+++xvbn+=returned
grown ^xvbn+++xvbn+=grown
men ^nns++++=men,
, ^zz++++=EXTRAWORD
with ^in++++=with
martial ^jj+atrb+++=martial
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
breasts ^nns++++=breasts
decorated ^vbd+++xvbn+=decorated
with ^in++++=with
crosses ^nns++++=crosses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldiers ^nns+nom+++=soldiers
chatted ^vbd+++xvbn+=chatted
gaily ^rb++++=gaily
among ^in++++=among
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
constantly ^rb++++=constantly
mingling ^vbg+nom++xvbg+=mingling
French ^nn++++=French
and ^cc++++=and
German ^jj+atrb+++=German
words ^nns++++=words
in ^in++++=in
their ^pp$+pp3+++=their
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time
never ^rb++++=never
to ^to++++=to
be ^vbi+vbi+aux++=be
forgotten ^vpsv++agls+xvbnx+=forgotten!
! ^zz++++=EXTRAWORD
Time ^nn++++=Time
of ^in++++=of
glory ^nn++++=glory
and ^cc++++=and
enthusiasm ^nn++++=enthusiasm!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
throbbed ^vbd+++xvbn+=throbbed
the ^ati++++=the
Russian ^jj+atrb+++=Russian
heart ^nn++++=heart
at ^in++++=at
the ^ati++++=the
word ^nn++++=word
" ^zz++++="Fatherland!"
fatherland ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
How ^wrb+who+++=How
sweet ^nn++++=sweet
were ^vbd+bed+vrb++=were
the ^ati++++=the
tears ^nns++++=tears
of ^in++++=of
meeting ^xvbg+++xvbg+=meeting!
! ^zz++++=EXTRAWORD
With ^in++++=With
what ^wdt+who+++=what
unanimity ^nn+nom+++=unanimity
did ^vbd+dod+aux++=did
we ^pp1a+pp1+++=we
unite ^vb++++=unite
feelings ^nns+nom+++=feelings
of ^in++++=of
national ^jj+atrb+++=national
pride ^nn++++=pride
with ^in++++=with
love ^nn++++=love
for ^in++++=for
the ^ati++++=the
Czar ^npt++++=Czar!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
for ^in++++=for
him ^pp3o+pp3+++=him
what ^wdt+who+++=what
a ^at++++=a
moment ^nn++++=moment!
! ^zz++++=EXTRAWORD
The ^ati++++=The
women ^nns++++=women,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Russian ^jj+atrb+++=Russian
women ^nns++++=women,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
then ^rn+tm+++=then
incomparable ^jj+pred+++=incomparable.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
usual ^jj+atrb+++=usual
coldness ^nns+nom+++=coldness
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
enthusiasm ^nn++++=enthusiasm
was ^vbd+bedz+vrb++=was
truly ^rb++++=truly
intoxicating ^jj+pred+++=intoxicating,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
welcoming ^vbg+++xvbg+=welcoming
the ^ati++++=the
conquerors ^nns++++=conquerors
they ^pp3a+pp3+++=they
cried ^vbd+++xvbnx+=cried
" ^zz++++="Hurrah!"
hurrah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
threw ^vbd+++xvbn+=threw
their ^pp$+pp3+++=their
caps ^nns++++=caps
high ^jj++++=high
in ^in++++=in
the ^ati++++=the
air!"[2 ^nn+++??+=air!"[2]
] ^zz++++=EXTRAWORD
What ^wdt+who+++=What
officer ^nn++++=officer
of ^in++++=of
that ^dt+dem+++=that
time ^nn++++=time
does ^vbz+doz+aux++=does
not ^xnot++not++=not
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
to ^in++++=to
the ^ati++++=the
Russian ^jj+atrb+++=Russian
women ^nns++++=women
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
indebted ^jj+pred+++=indebted
for ^in++++=for
his ^pp$+pp3+++=his
best ^jjt++++=best
and ^cc++++=and
most ^ql+emph+++=most
precious ^jj+atrb+++=precious
reward ^nn++++=reward?
? ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
brilliant ^jj+atrb+++=brilliant
period ^nn++++=period
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
was ^vbd+bedz+aux++=was
living ^vbg+++xvbgx+=living
with ^in+ppvb+++=with
her ^pp3o+pp3+++=her
mother ^npt++++=mother
in ^in++++=in
the ^ati++++=the
province ^nn++++=province
of ^in+strn+++=of
, ^zz++++=,
and ^cc+cls+++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
both ^abx++++=both
capitals ^nns+nom+++=capitals
celebrated ^vbd+++xvbn+=celebrated
the ^ati++++=the
return ^nn++++=return
of ^in++++=of
the ^ati++++=the
troops ^nns++++=troops.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
districts ^nns++++=districts
and ^cc++++=and
villages ^nns+nom+++=villages
the ^ati++++=the
general ^jj+atrb+++=general
enthusiasm ^nn++++=enthusiasm
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
even ^rb++++=even
still ^rb+atrb+++=still
greater ^jjr++++=greater.
. ^zz++++=EXTRAWORD
The ^ati++++=The
appearance ^nn+nom+++=appearance
of ^in++++=of
an ^at++++=an
officer ^nn++++=officer
in ^in++++=in
those ^dt+dem+++=those
places ^nns++++=places
was ^vbd+bedz+vrb++=was
for ^in++++=for
him ^pp3o+pp3+++=him
a ^at++++=a
veritable ^jj+atrb+++=veritable
triumph ^nn++++=triumph,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
lover ^nn++++=lover
in ^in++++=in
a ^at++++=a
plain ^jj+atrb+++=plain
coat ^nn++++=coat
felt ^vbd+vprv++xvbn+=felt
very ^ql+amp+++=very
ill ^jj++++=ill
at ^rb++++=at
ease ^nn++++=ease
in ^in++++=in
his ^pp$+pp3+++=his
vicinity ^nn+nom+++=vicinity.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
already ^rb++splt++=already
said ^vprf++tht0+xvbnx+=said
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
her ^pp$+pp3+++=her
coldness ^nns+nom+++=coldness,
, ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
suitors ^nns++++=suitors.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
all ^abn++++=all
had ^md"++pmd"++=had
to ^md+nec+++=to
retire ^vb++++=retire
into ^in++++=into
the ^ati++++=the
background ^nn++++=background
when ^wrb+who+++=when
the ^ati++++=the
wounded ^jj+++xvbn+=wounded
Colonel ^npt++++=Colonel
Bourmin ^np+++??+=Bourmin
of ^in++++=of
the ^ati++++=the
Hussars ^np+++??+=Hussars,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
Order ^nn++++=Order
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
George ^np++++=George
in ^in++++=in
his ^pp$+pp3+++=his
button ^nn++++=button-hole,
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
an ^at++++=an
" ^zz++++="interesting
interesting ^jj+atrb+++=EXTRAWORD
pallor ^nn++++=pallor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
young ^jj+atrb+++=young
ladies ^nns++++=ladies
of ^in++++=of
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood
observed ^vbd+++xvbn+=observed,
, ^zz++++=EXTRAWORD
appeared ^j+++xvbn+=appeared
at ^rb++++=at
the ^ati++++=the
castle ^nn++++=castle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
about ^in++++=about
twenty ^cd++++=twenty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
age ^nn++++=age.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
obtained ^vprf+++xvbnx+=obtained
leave ^vb++++=leave
of ^in++++=of
absence ^nn+nom+++=absence
to ^to++++=to
visit ^vbi++++=visit
his ^pp$+pp3+++=his
estate ^nn++++=estate,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
contiguous ^jj+pred+++=contiguous
to ^in++++=to
that ^dt+dem+++=that
of ^in++++=of
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna.
. ^zz++++=EXTRAWORD
Maria ^&fw++++=Maria
bestowed ^vbd+++xvbn+=bestowed
special ^jj+atrb+++=special
attention ^nn+nom+++=attention
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
presence ^nn+nom+++=presence
her ^pp$+pp3+++=her
habitual ^jj+atrb+++=habitual
pensiveness ^nns+nom+++=pensiveness
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
coquetted ^vbd+++xvbnx+=coquetted
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
poet ^nn++++=poet,
, ^zz++++=EXTRAWORD
observing ^nvbg+++xvbg+=observing
her ^pp3o+pp3+++=her
behaviour ^nn++++=behaviour,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Se
se ^&fw++++=EXTRAWORD
amor ^&fw++++=amor
non ^&fw++++=non
che ^nn+++??+=che
dunque ^nn+++??+=dunque?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bourmin ^np+++??+=Bourmin
was ^vbd+bedz+vrb++=was
indeed ^rb++++=indeed
