1440 ^cd++++=1440
out ^rp+pl+++=out
several ^ap++++=several
times ^nns++++=times.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
slept ^vbd+++xvbnx+=slept
at ^rb++++=at
an ^at++++=an
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
round ^in++++=round
which ^whp+rel+pied++=which
the ^ati++++=the
gentlemen ^nns++++=gentlemen
lighted ^vbd+++xvbn+=lighted
a ^at++++=a
circle ^nn++++=circle
of ^in++++=of
fires ^nns++++=fires,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kept ^vbd+++xvbn+=kept
watch ^vb++++=watch
all ^abn++++=all
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Weissenburg ^np+++??+=Weissenburg
was ^vbd+bedz+vrb++=was
loyal ^jj+pred+++=loyal,
, ^zz++++=EXTRAWORD
five ^cd++++=five
hundred ^cd++++=hundred
armed ^xvbn+++xvbn+=armed
gentlemen ^nns++++=gentlemen
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
to ^to++++=to
meet ^vbi++++=meet
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
Whitsun ^np+++??+=Whitsun
Eve ^nn++++=Eve
they ^pp3a+pp3+++=they
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
Helen ^np++++=Helen
carrying ^vwbg+++xvbg+=carrying
her ^pp3o+pp3+++=her
little ^ap++++=little
king ^npt++++=king
in ^in++++=in
her ^pp$+pp3+++=her
arms ^nns++++=arms
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
a ^at++++=a
circle ^nn++++=circle
of ^in++++=of
these ^dt+dem+++=these
five ^cd++++=five
hundred ^cd++++=hundred
holding ^nvbg+++xvbg+=holding
their ^pp$+pp3+++=their
naked ^jj+atrb+++=naked
swords ^nns++++=swords
aloft ^rb++++=aloft.
. ^zz++++=EXTRAWORD
On ^in++++=On
Whit ^np+++??+=Whit
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
Helen ^np++++=Helen
rose ^vbd+++xvbn+=rose
early ^jj++++=early,
, ^zz++++=EXTRAWORD
bathed ^j+++xvbn+=bathed
the ^ati++++=the
little ^rb++++=little
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
twelve ^cd++++=twelve
weeks ^nns++++=weeks
old ^jj++++=old
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dressed ^vbd+++xvbn+=dressed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
carried ^vpsv++agls+xvbnx+=carried
in ^in++++=in
her ^pp$+pp3+++=her
arms ^nns++++=arms
to ^in++++=to
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
old ^jj+atrb+++=old
Hungarian ^jj+atrb+++=Hungarian
customs ^nns++++=customs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
choir ^nn++++=choir
door ^nn++++=door
was ^vbd+bedz+aux++=was
closed ^vpsv++agls+xvbnx+=closed--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
burghers ^nns+nom+++=burghers
were ^vbd+bed+vrb++=were
within ^in+strn+++=within,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
not ^xnot++not++=not
open ^jj++++=open
till ^cs+sub+++=till
the ^ati++++=the
new ^jj+atrb+++=new
monarch ^nn++++=monarch
should ^md+nec+++=should
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
great ^jj+atrb+++=great
coronation ^nn+nom+++=coronation
oath ^nn++++=oath
to ^in++++=to
respect ^nn++++=respect
the ^ati++++=the
Hungarian ^jj+atrb+++=Hungarian
liberties ^nns++++=liberties
and ^cc++++=and
laws ^nns++++=laws.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
oath ^nn++++=oath
was ^vbd+bedz+aux++=was
taken ^vpsv++by+xvbnx+=taken
by ^in++++=by
the ^ati++++=the
Queen ^nn++++=Queen
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
her ^pp$+pp3+++=her
son ^nn++++=son,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doors ^nns++++=doors
were ^vbd+bed+aux++=were
opened ^vpsv++agls+xvbnx+=opened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
train ^nn++++=train
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
the ^ati++++=the
little ^ap++++=little
princess ^nns+nom+++=princess
being ^xvbg+++xvbg+=being
lifted ^vbd+++xvbn+=lifted
up ^rp++++=up
to ^to++++=to
stand ^vbi++++=stand
by ^in++++=by
the ^ati++++=the
organ ^nn++++=organ,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
she ^pp3a+pp3+++=she
should ^md+nec+++=should
be ^vb+be+aux++=be
hurt ^vpsv++agls+xvbnx+=hurt
in ^in++++=in
the ^ati++++=the
throng ^nn++++=throng.
. ^zz++++=EXTRAWORD
First ^rb++++=First
Helen ^np++++=Helen
held ^vbd+vprv+tht0+xvbn+=held
her ^pp$+pp3+++=her
charge ^nn++++=charge
up ^rp++++=up
to ^to++++=to
be ^vbi+vbi+aux++=be
confirmed ^vpsv++agls+xvbnx+=confirmed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
hold ^vb+vprv+++=hold
him ^pp3o+pp3+++=him
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
knighted ^vpsv++agls+xvbnx+=knighted,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
richly ^rb++++=richly
adorned ^vbd+++xvbn+=adorned
sword ^nn++++=sword
bearing ^vwbg+++xvbg+=bearing
the ^ati++++=the
motto ^nn++++=motto
' ^zz++++='Indestructible',
indestructible ^jj+atrb+++=EXTRAWORD
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
by ^in++++=by
a ^at++++=a
stout ^jj+atrb+++=stout
Hungarian ^nn++++=Hungarian
knight ^nn++++=knight
called ^vbd+++xvbn+=called
Mikosch ^np+++??+=Mikosch
Weida ^np+++??+=Weida,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
struck ^vbd+++xvbn+=struck
with ^in++++=with
such ^abl++++=such
a ^at++++=a
goodwill ^nn++++=goodwill
that ^tht+rel+obj++=that
Helen ^np++++=Helen
felt ^vbd+vprv++xvbn+=felt
the ^ati++++=the
blow ^nn++++=blow
on ^in++++=on
her ^pp$+pp3+++=her
arm ^vb++++=arm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Queen ^nn++++=Queen
cried ^vbd+++xvbn+=cried
out ^rp+pl+++=out
to ^in++++=to
him ^pp3o+pp3+++=him
not ^xnot++not++=not
to ^to++++=to
hurt ^vbi++++=hurt
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^nn++++=Archbishop
of ^in++++=of
Gran ^np++++=Gran
anointed ^vbd+++xvbn+=anointed
the ^ati++++=the
little ^jj+atrb+++=little
creature ^nn++++=creature,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
red ^jj++++=red
and ^cc++++=and
gold ^nn++++=gold
robe ^nn++++=robe,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
head ^jjb++++=head
the ^ati++++=the
holy ^jj+atrb+++=holy
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
people ^nns++++=people
admired ^vbd+++xvbn+=admired
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
straight ^rb++++=straight
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
up ^rp++++=up
his ^pp$+pp3+++=his
neck ^nn++++=neck
under ^in++++=under
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
admired ^vbd+++xvbnx+=admired
the ^ati++++=the
loudness ^nns+nom+++=loudness
and ^cc++++=and
strength ^nn++++=strength
of ^in++++=of
his ^pp$+pp3+++=his
cries ^nns++++=cries,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
good ^jj+atrb+++=good
lady ^npt++++=lady
records ^vbz+vpub+++=records,
, ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
noble ^jj+atrb+++=noble
king ^npt++++=king
had ^vb+hv+vrb++=had
little ^ap++++=little
pleasure ^nn++++=pleasure
in ^in++++=in
his ^pp$+pp3+++=his
coronation ^nn+nom+++=coronation
for ^in++++=for
he ^pp3a+pp3+++=he
wept ^vbd+++xvbnx+=wept
aloud ^rb++++=aloud'.
'. ^nn+++??+=EXTRAWORD
She ^pp3a+pp3+++=She
had ^md"++pmd"++=had
to ^md+nec+++=to
hold ^vb+vprv+++=hold
him ^pp3o+pp3+++=him
up ^rp++++=up
for ^in++++=for
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
service ^nn++++=service,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Count ^npt++++=Count
Ulric ^np+++??+=Ulric
of ^in++++=of
Eily ^np+++??+=Eily
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
crown ^nn++++=crown
over ^in++++=over
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterwards ^rb+tm+++=afterwards
to ^in++++=to
seat ^nn++++=seat
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
chair ^nn++++=chair
in ^in++++=in
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Peter ^np++++=Peter's
's ^$++++=EXTRAWORD
Church ^npl++++=Church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbnx+=carried
home ^nr++++=home
in ^in++++=in
his ^pp$+pp3+++=his
cradle ^nn++++=cradle,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
count ^npt++++=count
holding ^vwbg+vprv++xvbg+=holding
the ^ati++++=the
crown ^nn++++=crown
over ^in++++=over
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
regalia ^nns++++=regalia
borne ^vwbn+++xvbn+=borne
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
thus ^rb+cnj+++=thus
Ladislas ^np+++??+=Ladislas
became ^vbd+++xvbn+=became
King ^nn++++=King
of ^in++++=of
Hungary ^np+nom+++=Hungary
at ^in++++=at
twelve ^cd++++=twelve
weeks ^nns++++=weeks
old ^jj++++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
carried ^vpsv++agls+xvbnx+=carried
off ^rb+phrv+++=off
by ^in++++=by
his ^pp$+pp3+++=his
mother ^nn++++=mother
into ^in++++=into
Austria ^np++++=Austria
for ^in++++=for
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
this ^dt+dem+++=this
secret ^jj+atrb+++=secret
robbery ^nn+nom+++=robbery
of ^in++++=of
the ^ati++++=the
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
coronation ^nn+nom+++=coronation
by ^in++++=by
stealth ^nn+++??+=stealth,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
wise ^jj+pred+++=wise
or ^cc++++=or
just ^rb+emph+++=just
on ^in++++=on
the ^ati++++=the
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
part ^nn++++=part
is ^vbz+bez+vrb++=is
a ^at++++=a
question ^nn+nom+++=question
not ^xnot++not++=not
easy ^jj++++=easy
of ^in++++=of
answer ^nn++++=answer--though
-- ^--+clp+++=EXTRAWORD
though ^cs+sub+++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
she ^pp3a+pp3+++=she
deemed ^vbd+++xvbnx+=deemed
it ^pp3+it+++=it
her ^pp$+pp3+++=her
duty ^nn++++=duty
to ^to+ncmp+++=to
do ^vbi++++=do
her ^pp$+pp3+++=her
utmost ^jjb++++=utmost
for ^in++++=for
her ^pp$+pp3+++=her
child ^nn++++=child's
's ^$++++=EXTRAWORD
rights ^nns++++=rights.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
Helen ^np++++=Helen
Kottenner ^np+nom+++=Kottenner's
's ^$++++=EXTRAWORD
deep ^jj+atrb+++=deep
fidelity ^nn+nom+++=fidelity
and ^cc++++=and
conscientious ^jj++++=conscientious
feeling ^jj+++xvbg+=feeling
there ^ex+pex+++=there
can ^md+pos+++=can
be ^vb+be+vrb++=be
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
having ^xvbg+++xvbg+=having
acted ^vprf+++xvbn+=acted
with ^in++++=with
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
fully ^rb+amp+++=fully
open ^jj++++=open
to ^in++++=to
the ^ati++++=the
risk ^nn++++=risk
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
trust ^vb+vprv+++=trust
in ^in++++=in
Heaven ^nn++++=Heaven
overcoming ^vwbg+++xvbg+=overcoming
her ^pp3o+pp3+++=her
fears ^nns++++=fears
and ^cc++++=and
terrors ^nns++++=terrors,
, ^zz++++=EXTRAWORD
rendered ^j+++xvbn+=rendered
her ^pp3o+pp3+++=her
truly ^rb++++=truly
a ^at++++=a
heroine ^nn++++=heroine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crown ^nn++++=crown
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
many ^ap++++=many
other ^ap++++=other
adventures ^nns++++=adventures,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterwards ^rb+tm+++=afterwards
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept
in ^rb+phrv+++=in
an ^at++++=an
apartment ^nn+nom+++=apartment
of ^in++++=of
its ^pp$+it+++=its
own ^ap++++=own,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
castle ^nn++++=castle
of ^in++++=of
Ofen ^np+++??+=Ofen,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
antechamber ^nn++++=antechamber
guarded ^vwbn+++xvbn+=guarded
by ^in++++=by
two ^cd++++=two
grenadiers ^nns+nom+++=grenadiers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
was ^vbd+bedz+vrb++=was
of ^in++++=of
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
with ^in++++=with
three ^cd++++=three
locks ^nns++++=locks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
crown ^nn++++=crown
itself ^ppl++++=itself
was ^vbd+bedz+aux++=was
contained ^vpsv++agls+xvbnx+=contained
in ^in++++=in
an ^at++++=an
iron ^nn++++=iron
chest ^nn++++=chest
with ^in++++=with
five ^cd++++=five
seals ^nns++++=seals.
. ^zz++++=EXTRAWORD
All ^abn++++=All
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
prevent ^vb++++=prevent
it ^pp3+it+++=it
from ^in++++=from
being ^nn+nn+aux++=being
taken ^vwbn+++xvbn+=taken
away ^rb+phrv+++=away
and ^cc++++=and
lost ^jj++++=lost
in ^in++++=in
the ^ati++++=the
revolution ^nn+nom+++=Revolution
of ^in++++=of
1849 ^cd+date+++=1849.
. ^zz++++=EXTRAWORD
