This ^dt+dem+++=This
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
and ^cc++++=and
myself ^ppl+pp1+++=myself
that ^cs+sub+++=that
the ^ati++++=the
gown ^nn++++=gown
was ^vbd+bedz+vrb++=was
scoured ^jj+pred+++=scoured."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Watson ^np++++=Watson
owned ^vbd+++xvbn+=owned
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
described ^vbd+++xvbnx+=described
the ^ati++++=the
gown ^nn++++=gown
exactly ^rb++++=exactly;
; ^zz++++=EXTRAWORD
" ^zz++++="for,"
for ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
helped ^vbd+++xvbnx+=helped
her ^pp$+pp3+++=her
to ^to++++=to
make ^vbi++++=make
it ^pp3+it+++=it
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Watson ^np++++=Watson
blazed ^vbd+++xvbn+=blazed
all ^abn++++=all
about ^in++++=about
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
avouched ^vbd+++xvbn+=avouched
the ^ati++++=the
demonstration ^nn+nom+++=demonstration
of ^in++++=of
truth ^nn++++=truth
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^vbz+bez+aux++0=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal's
's ^$++++=EXTRAWORD
apparition ^nn+nom+++=apparition.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Captain ^nn++++=Captain
Watson ^np++++=Watson
carried ^vbd+++xvbn+=carried
two ^cd++++=two
gentlemen ^nns++++=gentlemen
immediately ^rb+tm+++=immediately
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
house ^npl++++=house
to ^to++++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
relation ^nn+nom+++=relation
from ^in++++=from
her ^pp$+pp3+++=her
own ^ap++++=own
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
it ^pp3+it+++=it
spread ^vbd+++xvbn+=spread
so ^pn++++=so
fast ^rb++++=fast
that ^dt+pdem+++=that
gentlemen ^vbz++++=gentlemen
and ^cc++++=and
persons ^nns++++=persons
of ^in++++=of
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
the ^ati++++=the
judicious ^jj+atrb+++=judicious
and ^cc+phrs+++=and
sceptical ^jj+atrb+++=sceptical
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
flocked ^j+++xvbn+=flocked
in ^in++++=in
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
at ^rb++++=at
last ^rb"++++=last
became ^vbd+++xvbn+=became
such ^abl++++=such
a ^at++++=a
task ^nn++++=task
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
go ^vbi++++=go
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
way ^nn++++=way;
; ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
in ^rb++++=in
general ^rb"++++=general
extremely ^rb+amp+++=extremely
satisfied ^jj+++xvbn+=satisfied
of ^in++++=of
the ^ati++++=the
truth ^nn++++=truth
of ^in++++=of
the ^ati++++=the
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plainly ^rb++++=plainly
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
was ^vbd+bedz+vrb++=was
no ^at++++=no
hypochondriac ^nn+++??+=hypochondriac,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
always ^rb++++=always
appears ^vbz+seem+++=appears
with ^in++++=with
such ^abl++++=such
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
air ^nn++++=air
and ^cc++++=and
pleasing ^xvbg+++xvbg+=pleasing
mien ^vwbn+++xvbn+=mien
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
gained ^vprf+++xvbnx+=gained
the ^ati++++=the
favor ^nn++++=favor
and ^cc++++=and
esteem ^nn++++=esteem
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
gentry ^nn++++=gentry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
thought ^vpsv++agls+xvbnx+=thought
a ^at++++=a
great ^jj+atrb+++=great
favor ^nn++++=favor
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
can ^md+pos+++=can
but ^cc++++=but
get ^vb++++=get
the ^ati++++=the
relation ^nn+nom+++=relation
from ^in++++=from
her ^pp$+pp3+++=her
own ^ap++++=own
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
before ^in++++=before
that ^dt+dem+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
told ^vbd+vpub++xvbn+=told
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
that ^tht+rel+obj++=that
her ^pp3o+pp3+++=her
sister ^npt++++=sister
and ^cc++++=and
brother ^nn++++=brother-in-law
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
were ^vbd+bed+aux++=were
just ^rb+emph+splt++=just
come ^vprf+++xvbn+=come
down ^rp++++=down
from ^in++++=from
London ^np++++=London
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Says ^vbz+vpub+++=Says
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave,
, ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
came ^vbd+++xvbn+=came
you ^pp2+pp2+++=you
to ^in++++=to
order ^nn++++=order
matters ^nns+nom+++=matters
so ^ql++++=so
strangely ^rb++++=strangely?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
helped ^vpsv++agls+xvbnx+=helped,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
her ^pp3o+pp3+++=her
brother ^npt++++=brother
and ^cc++++=and
sister ^nn++++=sister
did ^vbd+dod+aux++=did
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Dover ^np++++=Dover
just ^rb+emph+++=just
as ^ql++++=as
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
was ^vbd+bedz+aux++=was
expiring ^vbg+++xvbgx+=expiring.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
asked ^vbd+vsua++xvbn+=asked
her ^pp$+pp3+++=her
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
would ^md+prd+++=would
drink ^vb++++=drink
some ^dti++++=some
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
Says ^vbz+vpub+++=Says
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do
not ^xnot++not++=not
care ^nn++++=care
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
warrant ^nn+nom+++=warrant
you ^pp2+pp2+++=you
this ^dt+dem+++=this
mad ^jj++++=mad
fellow ^jjb++++=fellow"
" ^zz++++=EXTRAWORD
meaning ^nvbg+++xvbg+=meaning
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
husband ^nn++++=husband
" ^zz++++="has
has ^vbz+hvz+aux++=EXTRAWORD
broke ^vprf+++xvbnx+=broke
all ^abn++++=all
your ^pp$+pp2+++=your
trinkets ^nns++++=trinkets."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,"
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave,
, ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
something ^pn++++=something
to ^to++++=to
drink ^vbi++++=drink
in ^rb+phrv+++=in
for ^in++++=for
all ^abn++++=all
that ^cs+sub+++=that";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
waived ^vbd+++xvbn+=waived
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
matter ^nn++++=matter;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
it ^pp3+it+++=it
alone ^rb++++=alone";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
it ^pp3+it+++=it
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
with ^in++++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
some ^dti++++=some
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
recollected ^vbd+++xvbnx+=recollected
fresh ^jj+atrb+++=fresh
sayings ^nns+++??+=sayings
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
one ^cd1++++=one
material ^nn++++=material
thing ^nn++++=thing
more ^ql++++=more
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
old ^jj+atrb+++=old
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bretton ^np++++=Bretton
allowed ^vwbn+++xvbn+=allowed
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
ten ^cd++++=ten
pounds ^nns++++=pounds
a ^at++++=a
year ^nn++++=year,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
a ^at++++=a
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unknown ^jj++++=unknown
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
till ^in++++=till
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
never ^rb++++=never
varies ^vbz++++=varies
in ^in++++=in
her ^pp$+pp3+++=her
story ^nn++++=story,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
puzzles ^vbz++++=puzzles
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
doubt ^nn++++=doubt
of ^in++++=of
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
are ^vb+ber+vrb++=are
unwilling ^jj+pred+++=unwilling
to ^to+jcmp+++=to
believe ^vbi+vprv+++=believe
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
servant ^nn+nom+++=servant
in ^in++++=in
the ^ati++++=the
neighbor ^nn++++=neighbor's
's ^$++++=EXTRAWORD
yard ^nn++++=yard
adjoining ^vwbg+++xvbg+=adjoining
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
house ^npl++++=house
heard ^vbd+vprv+tht0+xvbn+=heard
her ^pp$+pp3+++=her
talking ^vbg+++xvbg+=talking
to ^in++++=to
somebody ^pn++++=somebody
an ^at++++=an
hour ^nn++++=hour
of ^in++++=of
the ^ati++++=the
time ^nn++++=time
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
was ^vbd+bedz+vrb++=was
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
to ^in++++=to
her ^pp$+pp3+++=her
next ^ap++++=next
neighbor ^nn++++=neighbor's
's ^$++++=EXTRAWORD
the ^ati++++=the
very ^ap+amp+++=very
moment ^nn++++=moment
she ^pp3a+pp3+++=she
parted ^vbd+++xvbnx+=parted
with ^in+ppvb+++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
what ^wdt+who+++=what
ravishing ^jj+atrb+++=ravishing
conversation ^nn+nom+++=conversation
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
with ^in++++=with
an ^at++++=an
old ^jj+atrb+++=old
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Drelincourt ^np++++=Drelincourt's
's ^$++++=EXTRAWORD
Book ^nn++++=Book
of ^in++++=of
Death ^nn++++=Death
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
since ^in++++=since
this ^dt+dem+++=this
happened ^jj+++xvbn+=happened,
, ^zz++++=EXTRAWORD
bought ^j+++xvbn+=bought
up ^rp++++=up
strangely ^rb++++=strangely.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
observed ^vpsv++tht0+xvbnx+=observed
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
notwithstanding ^rb+cnj+++=notwithstanding
all ^abn++++=all
the ^ati++++=the
trouble ^nn++++=trouble
and ^cc++++=and
fatigue ^nn++++=fatigue
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
has ^vbz+hvz+aux++=has
undergone ^vprf+++xvbn+=undergone
upon ^in++++=upon
this ^dt+dem+++=this
account ^nn++++=account,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
never ^rb++++=never
took ^vbd+++xvbn+=took
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
a ^at++++=a
farthing ^nn++++=farthing,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
suffered ^vbd+++xvbn+=suffered
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter
to ^to++++=to
take ^vbi++++=take
anything ^pn++++=anything
of ^in++++=of
anybody ^pn++++=anybody,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
can ^md+pos+++=can
have ^vb+hv+vrb++=have
no ^at++++=no
interest ^nn++++=interest
in ^in++++=in
telling ^xvbg+++xvbg+=telling
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
does ^vbz+doz+vrb++=does
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
can ^md+pos+++=can
to ^to++++=to
stifle ^vbi++++=stifle
the ^ati++++=the
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
would ^md+prd+++=would
see ^vb+vprv+++=see
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
yet ^rb++++=yet
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
certain ^jj+atrb+++=certain
matter ^nn++++=matter
of ^in++++=of
fact ^nn++++=fact
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
at ^rb++++=at
Captain ^npt++++=Captain
Watson ^np++++=Watson's
's ^vbz+bez+vrb++0=EXTRAWORD
since ^in++++=since
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
his ^pp$+pp3+++=his
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
never ^rb++++=never
went ^vbd+++xvbn+=went
near ^in+pl+++=near
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
of ^in++++=of
his ^pp$+pp3+++=his
friends ^nns++++=friends
report ^nn++++=report
her ^pp3o+pp3+++=her
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
liar ^nn++++=liar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bretton ^np++++=Bretton's
's ^$++++=EXTRAWORD
ten ^cd++++=ten
pounds ^nns++++=pounds
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+subj++=who
pretends ^vbz++++=pretends
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
so ^ql++++=so
has ^vbz+hvz+vrb++=has
the ^ati++++=the
reputation ^nn+nom+++=reputation
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
notorious ^jj+atrb+++=notorious
liar ^nn++++=liar
among ^in++++=among
persons ^nns++++=persons
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
to ^to+vcmp+++=to
be ^vbi++vrb++=be
of ^in++++=of
undoubted ^jj+atrb+++=undoubted
credit ^nn++++=credit.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
is ^vbz+bez+vrb++=is
more ^rbr++++=more
of ^in++++=of
a ^at++++=a
gentleman ^nn+nom+++=gentleman
than ^in++++=than
to ^to++++=to
say ^vbi+vpub+tht0++=say
she ^pp3a+pp3+++=she
lies ^vbz++++=lies,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
says ^vbz+vpub+tht0++=says
a ^at++++=a
bad ^jj+atrb+++=bad
husband ^nn++++=husband
has ^vbz+hvz+aux++=has
crazed ^vwbn+++xvbn+=crazed
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
needs ^nns++++=needs
only ^rb+down+++=only
present ^vb++++=present
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
will ^md+prd+++=will
effectually ^rb++splt++=effectually
confute ^vb++++=confute
that ^dt+dem+++=that
pretence ^nn+nom+++=pretence.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
his ^pp$+pp3+++=his
sister ^nn++++=sister
on ^in++++=on
her ^pp$+pp3+++=her
death ^nn++++=death-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
mind ^nn++++=mind
to ^to++++=to
dispose ^vbi++++=dispose
of ^in+ppvb+++=of
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
no ^at++++=no.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
the ^ati++++=the
things ^nns++++=things
which ^whp+rel+obj++=which
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal's
's ^$++++=EXTRAWORD
apparition ^nn+nom+++=apparition
would ^md+prd+++=would
have ^vb+hv+aux++=have
disposed ^vprf+++xvbnx+=disposed
of ^in+ppvb+++=of
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
trifling ^jj++++=trifling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
of ^in++++=of
justice ^npt++++=justice
aimed ^vbd+++xvbn+=aimed
at ^rb++++=at
in ^in++++=in
the ^ati++++=the
disposal ^nn+nom+++=disposal,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
design ^nn++++=design
of ^in++++=of
it ^pp3+it+++=it
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
me ^vbi++++=me
to ^to++++=to
be ^vbi++vrb++=be
only ^rb+down+++=only
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
make ^vb++++=make
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
satisfy ^vb++++=satisfy
the ^ati++++=the
world ^nn++++=world
of ^in++++=of
the ^ati++++=the
reality ^nn+nom+++=reality
thereof ^rb++++=thereof
as ^in++++=as
to ^in"++++=to
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
and ^cc+phrs+++=and
heard ^vbd+vprv++xvbn+=heard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
secure ^vbi++++=secure
her ^pp$+pp3+++=her
reputation ^nn+nom+++=reputation
among ^in++++=among
the ^ati++++=the
reasonable ^jj+atrb+++=reasonable
and ^cc+phrs+++=and
understanding ^jj+atrb++xvbg+=understanding
part ^nn++++=part
of ^in++++=of
mankind ^nn++++=mankind.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
owns ^vbz++++=owns
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
purse ^nn++++=purse
of ^in++++=of
gold ^nn++++=gold;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
found ^vbd+vprv++xvbn+=found
in ^in++++=in
her ^pp$+pp3+++=her
cabinet ^nn++++=cabinet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
a ^at++++=a
comb ^nn++++=comb-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
looks ^vbz++++=looks
improbable ^jj++++=improbable;
; ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+dem+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Watson ^np++++=Watson
owned ^vbd+++xvbn+=owned
that ^dt+dem+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
was ^vbd+bedz+vrb++=was
so ^ql++++=so
very ^ql+amp+++=very
careful ^jj++++=careful
of ^in++++=of
the ^ati++++=the
key ^nn++++=key
of ^in++++=of
her ^pp$+pp3+++=her
cabinet ^nn++++=cabinet
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
trust ^vb+vprv+tht0++=trust
nobody ^pn++++=nobody
with ^in++++=with
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
so ^ql++++=so,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
trust ^nn++++=trust
her ^pp3o+pp3+++=her
gold ^nn++++=gold
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal's
's ^$++++=EXTRAWORD
often ^rb++++=often
drawing ^nvbg+++xvbg+=drawing
her ^pp3o+pp3+++=her
hands ^nns++++=hands
over ^rp++++=over
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asking ^jj+++xvbg+=asking
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
whether ^cs+who+++=whether
her ^pp$+pp3+++=her
fits ^vbz++++=fits
had ^vb+hv+aux++=had
