Mr ^npt++++=Mr.
comprehend ^nn+++??+=comprehend
their ^pp$+pp3+++=their
function ^nn+nom+++=function.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
mystery ^nn+nom+++=mystery
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
this ^dt+dem+++=this
jealousy ^nn++++=jealousy,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
all ^abn++++=all
animals ^nns+nom+++=animals
may ^md+pos+++=may
have ^vb+hv+vrb++=have?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
an ^at++++=an
instinctive ^jj+atrb+++=instinctive
resentment ^nn+nom+++=resentment,
, ^zz++++=EXTRAWORD
by ^in++++=by
one ^pn++++=one
of ^in++++=of
a ^at++++=a
mated ^jj+atrb++xvbn+=mated
pair ^nn++++=pair,
, ^zz++++=EXTRAWORD
of ^in++++=of
something ^pn++++=something
which ^whp+who+++=which
interferes ^nns+nom+++=interferes
with ^in++++=with
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
established ^jj+atrb++xvbn+=established
system ^nn++++=system,
, ^zz++++=EXTRAWORD
the ^ati++++=the
basis ^nn++++=basis
of ^in++++=of
which ^whp+rel+pied++=which
is ^vbz+bez+vrb++=is
perpetuation ^nn+nom+++=perpetuation
of ^in++++=of
the ^ati++++=the
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Higher ^jjr+atrb+++=Higher
mankind ^nn++++=mankind
has ^vbz+hvz+vrb++=has
the ^ati++++=the
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
dissect ^vb+++??+=dissect
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
analyze ^nn+++??+=analyze
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
understand ^vb+vprv+++=understand
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
guard ^nn++++=guard
against ^in++++=against
its ^pp$+it+++=its
harmful ^jj+atrb+++=harmful
operation ^nn+nom+++=operation;
; ^zz++++=EXTRAWORD
herein ^rb++++=herein
lie ^vb++++=lie
distinguishing ^jj+atrb++xvbg+=distinguishing
qualities ^nns+nom+++=qualities
of ^in++++=of
superiority ^nn+nom+++=superiority.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
jealousy ^nn++++=jealousy
is ^vbz+bez+aux++=is
roused ^vpsv++agls+xvbnx+=roused,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
act ^vb++++=act
any ^dti++++=any
differently ^rb++++=differently
from ^in++++=from
the ^ati++++=the
lion ^nn++++=lion,
, ^zz++++=EXTRAWORD
the ^ati++++=the
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
regard ^nn++++=regard,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
superior ^jj++++=superior
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Man ^nn++++=Man,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
an ^at++++=an
eater ^nn++++=eater
of ^in++++=of
meat ^nn++++=meat,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
savage ^jj+atrb+++=savage
animal ^nn++++=animal,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tiger ^nn++++=tiger,
, ^zz++++=EXTRAWORD
the ^ati++++=the
panther ^jjr++++=panther,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lion ^nn++++=lion.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
passions ^nns++++=passions
are ^vb+ber+vrb++=are
strong ^jj+pred+++=strong,
, ^zz++++=EXTRAWORD
as ^ql++++=as
are ^vb+ber+vrb++=are
theirs ^pp$$++++=theirs;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
qualities ^nns+nom+++=qualities
which ^whp+rel+subj++=which
enable ^vb++++=enable
him ^pp3o+pp3+++=him
to ^to++++=to
hold ^vbi+vprv+++=hold
them ^pp3o+pp3+++=them
in ^in++++=in
check ^nn++++=check.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
an ^at++++=an
animal ^nn++++=animal
have ^vb+hv+vrb++=have
a ^at++++=a
strong ^jj+atrb+++=strong
attachment ^nn+nom+++=attachment
for ^in++++=for
his ^pp$+pp3+++=his
mate ^nn++++=mate,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
fight ^vb++++=fight
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken
from ^in++++=from
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
operation ^nn+nom+++=operation
of ^in++++=of
jealousy ^nn++++=jealousy.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
be ^vb+be+vrb++=be
a ^at++++=a
savage ^jj+atrb+++=savage
animal ^nn++++=animal,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
kill ^vb++++=kill
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
can ^md+pos+++=can
or ^cc++++=or
dare ^vb++++=dare.
. ^zz++++=EXTRAWORD
Few ^ap++++=Few
males ^nns++++=males
among ^in++++=among
the ^ati++++=the
animals ^nns+nom+++=animals
will ^md+prd+++=will
kill ^vb++++=kill
their ^pp$+pp3+++=their
deserting ^jj+atrb++xvbg+=deserting
mates ^nns++++=mates;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
left ^vpsv++agls+xvbnx+=left
for ^in++++=for
man ^nn++++=man,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noblest ^nn++++=noblest
of ^in++++=of
the ^ati++++=the
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
The ^ati++++=The
others ^aps++++=others
are ^vb+ber+vrb++=are
content ^jj++++=content
to ^to+jcmp+++=to
kill ^vbi++++=kill
the ^ati++++=the
seducer ^nn++++=seducer.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
thankfulness ^nns+nom+++=thankfulness
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
for ^in++++=for
escape ^nn++++=escape
from ^in++++=from
an ^at++++=an
act ^nn++++=act,
, ^zz++++=EXTRAWORD
so ^ql++++=so
recently ^rb+tm+++=recently
contemplated ^vbd+++xvbn+=contemplated,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
have ^vb+hv+aux++=have
placed ^vprf+++xvbnx+=placed
its ^pp$+it+++=its
perpetrator ^nn++++=perpetrator
below ^in+pl+++=below
the ^ati++++=the
level ^nn++++=level
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
savage ^jj++++=savage
of ^in++++=of
the ^ati++++=the
brutes ^nns+++??+=brutes!
! ^zz++++=EXTRAWORD
In ^in++++=In
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
of ^in++++=of
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
proposed ^vpsv++agls+xvbnx+=proposed
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
any ^dti++++=any
quality ^nn+nom+++=quality
to ^to++++=to
distinguish ^vbi++++=distinguish
the ^ati++++=the
acts ^nns++++=acts
from ^in++++=from
those ^dt+dem+++=those
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
savage ^jj++++=savage
brute ^jjb++++=brute,
, ^zz++++=EXTRAWORD
except ^in++++=except
a ^at++++=a
more ^rbr++++=more
elaborate ^jj+atrb+++=elaborate
detail ^nn++++=detail,
, ^zz++++=EXTRAWORD
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
superior ^jj+atrb+++=superior
malice ^nn++++=malice
and ^cc++++=and
ferocity ^nn+nom+++=ferocity?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
a ^at++++=a
wonder ^vb++++=wonder
that ^dt+dem+++=that
Randolph ^np++++=Randolph
shuddered ^vbd+++xvbn+=shuddered
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
of ^in++++=of
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
The ^ati++++=The
broadest ^jjt++++=broadest
characteristic ^jj++++=characteristic
of ^in++++=of
all ^abn++++=all
animals ^nns+nom+++=animals,
, ^zz++++=EXTRAWORD
including ^in++++=including
man ^nn++++=man,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
selfishness ^nns+nom+++=selfishness.
. ^zz++++=EXTRAWORD
In ^in++++=In
man ^nn++++=man
it ^pp3+it+++=it
reaches ^vbz++++=reaches
its ^pp$+it+++=its
highest ^jjt+atrb+++=highest
form ^nn++++=form
and ^cc++++=and
becomes ^vbz++++=becomes
vanity ^nn++++=vanity,
, ^zz++++=EXTRAWORD
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
ridiculous ^jj+atrb+++=ridiculous
sense ^nn++++=sense
of ^in++++=of
self ^nn++++=self-importance.
- ^zz++++=EXTRAWORD
importance ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
man ^nn++++=man
alone ^rb++++=alone
is ^vbz+bez+vrb++=is
conscious ^jj+pred+++=conscious
of ^in++++=of
its ^pp$+it+++=its
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
purpose ^nn++++=purpose;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
alone ^rb++++=alone
encourages ^nns+nom+++=encourages
its ^pp$+it+++=its
rational ^jj+atrb+++=rational
development ^nn+nom+++=development
and ^cc++++=and
suppresses ^nns+nom+++=suppresses
the ^ati++++=the
most ^ql+emph+++=most
evil ^nn++++=evil
of ^in++++=of
its ^pp$+it+++=its
abuses ^nns++++=abuses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
animal ^nn++++=animal
which ^whp+rel+subj++=which
would ^md+prd+++=would
fight ^vb++++=fight
or ^cc++++=or
kill ^nn++++=kill
from ^in++++=from
jealousy ^nn++++=jealousy
is ^vbz+bez+aux++=is
moved ^vpsv++by+xvbnx+=moved
by ^in++++=by
a ^at++++=a
selfish ^jj+atrb+++=selfish
motive ^nn++++=motive
only ^rb+down+++=only.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
proceeds ^vbz++++=proceeds
to ^to++++=to
satisfy ^vbi++++=satisfy
its ^pp$+it+++=its
anger ^nn++++=anger
or ^cc++++=or
gratify ^vb++++=gratify
its ^pp$+it+++=its
revenge ^nn++++=revenge
without ^in++++=without
any ^dti++++=any
regard ^nn++++=regard
to ^in++++=to
the ^ati++++=the
ethics ^nn++++=ethics,
, ^zz++++=EXTRAWORD
without ^in++++=without
any ^dti++++=any
thought ^nn+++xvbn+=thought
of ^in++++=of
its ^pp$+it+++=its
obligations ^nns+nom+++=obligations
to ^to+vcmp+++=to
nature ^vb++++=nature,
, ^zz++++=EXTRAWORD
without ^in++++=without
the ^ati++++=the
slightest ^nn++++=slightest
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
inquire ^vbi++++=inquire
whether ^cs+who+++=whether
there ^rn+pl+++=there
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
its ^pp$+it+++=its
jealousy ^nn++++=jealousy
a ^at++++=a
natural ^jj+atrb+++=natural
purpose ^nn++++=purpose
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
proceeding ^vbg+++xvbgx+=proceeding
upon ^in++++=upon
the ^ati++++=the
very ^ql+amp+++=very
lines ^nns++++=lines
that ^tht+rel+subj++=that
led ^vprf+++xvbn+=led
to ^in++++=to
its ^pp$+it+++=its
mating ^nn++++=mating.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
think ^vb+vprv+++=think
of ^in++++=of
these ^dt+dem+++=these
things ^nns++++=things,
, ^zz++++=EXTRAWORD
weigh ^vb++++=weigh
them ^pp3o+pp3+++=them
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
understand ^vb+vprv+++=understand
them ^pp3o+pp3+++=them
approximately ^rb+cnj+++=approximately,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
advance ^nn+nom+++=advance
in ^in+cmpx+++=in
the ^in"++++=the
light ^in"++++=light
of ^in"++++=of
wisdom ^nn++++=wisdom.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
no ^at++++=no
better ^jjr++++=better,
, ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
regard ^nn++++=regard,
, ^zz++++=EXTRAWORD
than ^in++++=than
the ^ati++++=the
animal ^nn++++=animal
which ^whp+rel+subj++=which
cannot ^md+pos+not++=cannot
so ^ql++++=so
reason ^nn++++=reason
and ^cc++++=and
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
manner ^nn++++=manner
of ^in++++=of
thinking ^xvbg+++xvbg+=thinking
was ^vbd+bedz+aux++=was
bringing ^vbg+++xvbgx+=bringing
the ^ati++++=the
unhappy ^jj+atrb+++=unhappy
man ^nn++++=man
closer ^rbr++++=closer
to ^in++++=to
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
faced ^vbd+++xvbn+=faced
the ^ati++++=the
proposition ^nn+nom+++=proposition
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
considering ^vbg+++xvbgx+=considering
his ^pp$+pp3+++=his
own ^ap++++=own
case ^nn++++=case
all ^abn++++=all
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
situation ^nn+nom+++=situation
to ^to++++=to
be ^vbi++vrb++=be
somewhat ^rb+down+++=somewhat
like ^in++++=like
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
certain ^jj++++=certain
understanding ^jj+++xvbg+=understanding
which ^whp+who+++=which
should ^md+nec+++=should
operate ^nn+nom+++=operate
to ^to++++=to
remove ^vbi++++=remove
him ^pp3o+pp3+++=him
from ^in++++=from
influences ^nns+nom+++=influences
which ^whp+rel+obj++=which
with ^in++++=with
men ^nns++++=men
of ^in++++=of
inferior ^jj+atrb+++=inferior
conceptions ^nns+nom+++=conceptions
would ^md+prd+++=would
be ^vb+be+vrb++=be
more ^rbr++++=more
powerful ^jj+pred+++=powerful;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
being ^vbg+beg++xvbg+=being
a ^at++++=a
brute ^jjb++++=brute,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
should ^md+nec+++=should
rise ^vb++++=rise
above ^jjb+atrb+++=above
impulses ^nns++++=impulses
which ^whp+rel+obj++=which
a ^at++++=a
brute ^jjb++++=brute
is ^vbz+bez+aux++=is
constrained ^vpsv++by+xvbnx+=constrained
by ^in++++=by
its ^pp$+it+++=its
nature ^nn++++=nature
to ^to++++=to
obey ^vbi++++=obey.
. ^zz++++=EXTRAWORD
So ^ql++++=So
much ^ap++++=much
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
what ^wdt+who+whq++=what
should ^md+nec+++=should
he ^pp3a+pp3+++=he
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pondered ^vbd+++xvbnx+=pondered
this ^dt+dem+++=this
long ^jj++++=long
and ^cc++++=and
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
possible ^jj++++=possible
to ^to+jcmp+++=to
wipe ^vbi++++=wipe
out ^rb+phrv+++=out
the ^ati++++=the
past ^nn++++=past
with ^in++++=with
exposure ^nn++++=exposure,
, ^zz++++=EXTRAWORD
humiliation ^nn+nom+++=humiliation,
, ^zz++++=EXTRAWORD
shame ^vb++++=shame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blood ^nn++++=blood?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
proud ^jj++++=proud
of ^in++++=of
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
very ^ap+amp+++=very,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
happy ^jj++++=happy
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
his ^pp$+pp3+++=his
inspiration ^nn+nom+++=inspiration;
; ^zz++++=EXTRAWORD
a ^at++++=a
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
hopes ^nns++++=hopes,
, ^zz++++=EXTRAWORD
ambition ^nn+nom+++=ambition,
, ^zz++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
True ^jj++++=True,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
undone ^vprf+++xvbnx+=undone
all ^rb++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
it ^pp3+it+++=it
remained ^vbd+++xvbn+=remained.
. ^zz++++=EXTRAWORD
Until ^in++++=Until
this ^dt+dem+++=this
recent ^jj+atrb+++=recent
act ^nn++++=act
of ^in++++=of
shame ^nn++++=shame,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
unselfish ^jj++++=unselfish,
, ^zz++++=EXTRAWORD
gentle ^jj++++=gentle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
faithful ^jj++++=faithful.
. ^zz++++=EXTRAWORD
Who ^whp+who+++=Who
knows ^vbz+vprv+++=knows
why ^wrb+who+whcl++=why
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
could ^md+pos+++=could
sound ^vb++++=sound
the ^ati++++=the
depths ^nns++++=depths
of ^in++++=of
this ^dt+dem+++=this
strange ^jj+atrb+++=strange
mystery ^nn+nom+++=mystery;
; ^zz++++=EXTRAWORD
who ^whp+who+++=who
measure ^vb++++=measure
the ^ati++++=the
capacity ^nn+nom+++=capacity
of ^in++++=of
her ^pp$+pp3+++=her
resistance ^nn+nom+++=resistance;
; ^zz++++=EXTRAWORD
who ^whp+who+++=who
judge ^nn++++=judge
her ^pp3o+pp3+++=her
frailty ^nn++++=frailty
with ^in++++=with
a ^at++++=a
righteous ^jj+atrb+++=righteous
mind ^nn++++=mind;
; ^zz++++=EXTRAWORD
who ^whp+who+++=who
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
at ^rb++++=at
that ^dt+dem+++=that
very ^ql+amp+++=very
moment ^nn++++=moment
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
suffering ^jj+atrb++xvbg+=suffering
unspeakable ^jj+atrb+++=unspeakable
things ^nns++++=things?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
any ^dti++++=any
one ^cd1++++=one
so ^rb+emph+++=so
noble ^jj++++=noble
of ^in++++=of
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
with ^in++++=with
integrity ^nn+nom+++=integrity
so ^rb+emph+++=so
unfailing ^jj++++=unfailing
and ^cc++++=and
so ^rb++++=so
far ^rb+pl+++=far
beyond ^in++++=beyond
temptation ^nn+nom+++=temptation,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better
than ^cs+sub+++=than
she ^pp3a+pp3+++=she?
? ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
weakness ^nns+nom+++=weakness--should
-- ^--+clp+++=EXTRAWORD
should ^md+nec+++=EXTRAWORD
we ^pp1a+pp1+++=we
presume ^vb+vprv+++=presume
to ^to+vcmp+++=to
call ^vbi++++=call
it ^pp3+it+++=it
depravity ^nn+nom+++=depravity
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
might ^md+pos+++=might
we ^pp1a+pp1+++=we
with ^in++++=with
intelligent ^jj+atrb+++=intelligent
knowledge ^nn++++=knowledge
of ^in++++=of
our ^pp$+pp1+++=our
own ^ap++++=own
conduct ^nn++++=conduct
lay ^vbd+++xvbn+=lay
the ^ati++++=the
whole ^jj+atrb+++=whole
responsibility ^nn+nom+++=responsibility
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
none ^rb++++=none
upon ^in++++=upon
that ^dt+pdem+++=that
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
human ^jj+pred+++=human,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
seek ^vb++++=seek
wherein ^wrb+who+++=wherein
we ^pp1a+pp1+++=we
may ^md+pos+++=may
convince ^vb++++=convince
ourselves ^ppls+pp1+++=ourselves
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
not ^xnot++not++=not
brutes ^nns+++??+=brutes.
. ^zz++++=EXTRAWORD
Compassion ^nn++++=Compassion
is ^vbz+bez+vrb++=is
an ^at++++=an
attribute ^nn++++=attribute
of ^in++++=of
a ^at++++=a
noble ^jj+atrb+++=noble
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
The ^ati++++=The
test ^nn++++=test
of ^in++++=of
manhood ^nn+nom+++=manhood
is ^vbz+bez+vrb++=is
the ^ati++++=the
exercise ^nn++++=exercise
of ^in++++=of
manly ^jj+atrb+++=manly
qualities ^nns+nom+++=qualities.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
good ^jj++++=good
would ^md+prd+++=would
come ^vb++++=come
from ^in+ppvb+++=from
this ^dt+dem+++=this
revenge ^nn++++=revenge
of ^in++++=of
humiliation ^nn+nom+++=humiliation
and ^cc++++=and
exposure ^nn++++=exposure?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
not ^xnot++not++=not
mend ^vb++++=mend
the ^ati++++=the
wrong ^jj++++=wrong;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
save ^vb++++=save
life ^nn++++=life;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
only ^rb+down+++=only
proof ^nn++++=proof
of ^in++++=of
the ^ati++++=the
vanity ^nn++++=vanity,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
self ^nn++++=self-importance,
- ^zz++++=EXTRAWORD
importance ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
injured ^jj+atrb++xvbn+=injured
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
it ^pp3+it+++=it
be ^vb+be+vrb++=be
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
spare ^vbi++++=spare
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
finally ^rb++++=finally
was ^vbd+bedz+aux++=was
settled ^vpsv++agls+xvbnx+=settled.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
should ^md+nec+++=should
live ^vb++++=live;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
should ^md+nec+++=should
have ^vb+hv+vrb++=have
the ^ati++++=the
property ^nn++++=property;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
should ^md+nec+++=should
be ^vb+be+aux++=be
left ^vpsv++agls+xvbnx+=left
to ^to++++=to
enjoy ^vbi++++=enjoy
life ^nn++++=life
as ^in++++=as
best ^jjt++++=best
she ^pp3a+pp3+++=she
could ^md+pos+++=could
without ^in++++=without
the ^ati++++=the
shadow ^nn++++=shadow
of ^in++++=of
a ^at++++=a
stain ^nn++++=stain
upon ^in++++=upon
her ^pp$+pp3+++=her
name ^nn++++=name.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
were ^vbd+bed+vrb++=were
the ^ati++++=the
nobler ^jjr+atrb+++=nobler
part ^nn++++=part,
, ^zz++++=EXTRAWORD
the ^ati++++=the
test ^nn++++=test
of ^in++++=of
manhood ^nn+nom+++=manhood.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
the ^ati++++=the
past ^nn++++=past
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
forgotten ^vpsv++agls+xvbnx+=forgotten!
! ^zz++++=EXTRAWORD
Randolph ^np++++=Randolph
felt ^vbd+vprv++xvbn+=felt
so ^ql++++=so
much ^ap++++=much
better ^jjr++++=better
after ^cs+sub+++=after
arriving ^nn++++=arriving
at ^in++++=at
