Hit ^vbd+++xvbn+=Hit
which ^whp+rel+obj++=which
manes ^nns+++??+=manes
weddin ^nn+++??+=weddin'-portion.
'-portion. ^nn+++??+=EXTRAWORD
And ^cc++++0=An'
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
whin ^nn+++??+=whin
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
even ^rb++++=even
wid ^in++++=wid
the ^ati++++=the
biggest ^jjt+atrb+++=biggest
blackguard ^nn++++=blackguard
on ^in++++=on
the ^ati++++=the
Arrmy ^np+++??+=Arrmy
List ^nn++++=List.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
my ^pp$+pp1+++=my
plan ^nn++++=plan
av ^nn++++=av
campaign ^nn++++=campaign.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Colonel ^np++++=Colonel's
's ^$++++=EXTRAWORD
house ^npl++++=house
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good
two ^cd++++=two
miles ^nns++++=miles
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
' ^zz++++='Dennis,'
dennis ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I
to ^in++++=to
my ^pp$+pp1+++=my
color ^nn++++=color-sargint,
- ^zz++++=EXTRAWORD
sargint ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++='av
av ^nn++++=EXTRAWORD
you ^pp2+pp2+++=you
love ^nn++++=love
me ^pp1o+pp1+++=me
lend ^vb++++=lend
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
kyart ^nn+++??+=kyart,
, ^zz++++=EXTRAWORD
for ^in++++=for
me ^pp1o+pp1+++=me
heart ^nn++++=heart
is ^vbz+bez+vrb++=is
bruk ^nn+++??+=bruk
and ^cc++++0=an'
me ^pp1o+pp1+++=me
feet ^nns++++=feet
is ^vbz+bez+vrb++=is
sore ^jj+pred+++=sore
wid ^in++++=wid
trampin ^nn+++??+=trampin'
' ^zz++++=EXTRAWORD
to ^to++++=to
and ^cc++++=and
from ^in++++=from
this ^dt+dem+++=this
foolishness ^nns+nom+++=foolishness
at ^in++++=at
the ^ati++++=the
Gaff ^np+++??+=Gaff.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++0=An'
Dennis ^np++++=Dennis
lent ^vbd+++xvbn+=lent
ut ^&fw++++=ut,
, ^zz++++=EXTRAWORD
wid ^in++++=wid
a ^at++++=a
rampin ^nn+++??+=rampin',
', ^nn+++??+=EXTRAWORD
stampin ^nn+++??+=stampin'
' ^zz++++=EXTRAWORD
red ^jj+atrb+++=red
stallion ^nn++++=stallion
in ^in++++=in
the ^ati++++=the
shafts ^nns++++=shafts.
. ^zz++++=EXTRAWORD
Whin ^np+++??+=Whin
they ^pp3a+pp3+++=they
was ^vbd+bedz+vrb++=was
all ^abn++++=all
settled ^jj+++xvbn+=settled
down ^rp++++=down
to ^in++++=to
their ^pp$+pp3+++=their
_sweethearts_ ^nn+++??+=_Sweethearts_
for ^in++++=for
the ^ati++++=the
first ^od++++=first
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
a ^at++++=a
long ^jj++++=long
wan ^jj++++=wan,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
slips ^vbz++++=slips
outside ^jjb++++=outside
and ^cc++++=and
into ^in++++=into
the ^ati++++=the
kyart ^nn+++??+=kyart.
. ^zz++++=EXTRAWORD
Mother ^nn++++=Mother
av ^nn++++=av
Hivin ^np+++??+=Hivin!
! ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
that ^dt+dem+++=that
horse ^nn++++=horse
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
we ^pp1a+pp1+++=we
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
Colonel ^np++++=Colonel's
's ^$++++=EXTRAWORD
compound ^nn++++=compound
as ^ql++++=as
the ^ati++++=the
divil ^nn++++=divil
wint ^vbd+++xvbn+=wint
through ^in++++=through
Athlone ^np+++??+=Athlone--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
standin ^nn+++??+=standin'
' ^zz++++=EXTRAWORD
leps ^nns+++??+=leps.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
one ^cd1++++=one
there ^ex+pex+++=there
excipt ^vprf+++xvbn+=excipt
the ^ati++++=the
sarvints ^nns+++??+=sarvints,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
wint ^vbd+++xvbnx+=wint
round ^rb++++=round
to ^in++++=to
the ^ati++++=the
back ^jjb++++=back
and ^cc++++0=an'
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
ayah ^nn+++??+=ayah.
. ^zz++++=EXTRAWORD
" ^zz++++="'Ye
' ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=EXTRAWORD
black ^nn++++=black
brazen ^vb++++=brazen
Jezebel ^np+++??+=Jezebel,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='sellin'
sellin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
masther ^jjr+atrb+++=masther's
's ^vbz+bez+vrb++0=EXTRAWORD
honor ^nn++++=honor
for ^in++++=for
five ^cd++++=five
rupees ^nn++++=rupees--pack
-- ^--+clp+++=EXTRAWORD
pack ^vb++++=EXTRAWORD
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
Miss ^npt++++=Miss
Sahib ^np++++=Sahib's
's ^$++++=EXTRAWORD
kit ^nn++++=kit
and ^cc++++0=an'
look ^vb++++=look
slippy ^nn+++??+=slippy!
! ^zz++++=EXTRAWORD
_capt ^jj+atrb++xvbn+=_Capt'n
'n ^nn+++??+=EXTRAWORD
Sahib ^np+++??+=Sahib's_
's_ ^nn+++??+=EXTRAWORD
order ^to++++=order,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='Going
going ^vbg+++xvbg+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sez ^nn+++??+=sez,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
wid ^in++++=wid
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
laid ^vbd+++xvbnx+=laid
my ^pp$+pp1+++=my
finger ^nn++++=finger
to ^in++++=to
my ^pp$+pp1+++=my
nose ^nn++++=nose
and ^cc++++0=an'
looked ^vbd+++xvbn+=looked
the ^ati++++=the
schamin ^nn+++??+=schamin'
' ^zz++++=EXTRAWORD
sinner ^nn++++=sinner
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="'_Bote
' ^zz++++=EXTRAWORD
_bote ^nn+++??+=EXTRAWORD
acchy,_ ^nn+++??+=acchy,_'
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she;
; ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
piled ^vbd+++xvbnx+=piled
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
sweet ^jj+atrb+++=sweet
talk ^nn++++=talk
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
iver ^jjr++++=iver
learned ^jj+++xvbn+=learned
in ^in++++=in
the ^ati++++=the
bazars ^nns++++=bazars
on ^in+cmpx+++=on
to ^in"++++=to
this ^dt+dem+++=this
she ^pp3a+pp3+++=she-bullock,
- ^zz++++=EXTRAWORD
bullock ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
prayed ^vbd+vsua++xvbn+=prayed
av ^nn++++=av
her ^pp$+pp3+++=her
to ^to++++=to
put ^vbi++++=put
all ^abn++++=all
the ^ati++++=the
quick ^jj++++=quick
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
into ^in++++=into
the ^ati++++=the
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
she ^pp3a+pp3+++=she
packed ^vbd+++xvbnx+=packed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stud ^nn++++=stud
outside ^jjb++++=outside
and ^cc+phrs+++0=an'
sweated ^jj+++xvbn+=sweated,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wanted ^vpsv++agls+xvbnx+=wanted
for ^in++++=for
to ^in++++=to
shif ^nn+++??+=shif'
' ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
scene ^nn++++=scene.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
gurl ^nn+++??+=gurl's
's ^$++++=EXTRAWORD
e ^zz++++=e-vasion
- ^zz++++=EXTRAWORD
vasion ^nn+++??+=EXTRAWORD
manes ^nns+++??+=manes
as ^ql++++=as
much ^ap++++=much
baggage ^nn+nom+++=baggage
as ^in++++=as
a ^at++++=a
rig ^nn++++=rig'mint
'mint ^vbd++be+xvbn+0=EXTRAWORD
on ^in++++=on
the ^ati++++=the
line ^nn++++=line
av ^nn++++=av
march ^nn++++=march!
! ^zz++++=EXTRAWORD
' ^zz++++='Saints
saints ^nns++++=EXTRAWORD
help ^vb++++=help
Dennis ^np++++=Dennis's
's ^$++++=EXTRAWORD
springs ^vbz++++=springs,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
bundled ^vbd+++xvbnx+=bundled
the ^ati++++=the
stuff ^nn++++=stuff
into ^in++++=into
the ^ati++++=the
thrap ^nn+++??+=thrap,
, ^zz++++=EXTRAWORD
' ^zz++++='for
for ^in++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
mercy ^nn++++=mercy!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I'm
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
ayah ^nn+++??+=ayah.
. ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't,'
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='later--_pechy_!
later ^rbr+tm+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
_pechy_ ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
_baito_ ^nn+++??+=_baito_
where ^wrb+who+++=where
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
_pechy_ ^vb+++??+=_pechy_
come ^vprf+++xvbn+=come
and ^cc+phrs+++0=an'
bring ^vb++++=bring
you ^pp2+pp2+++=you
_sart_ ^nn+++??+=_sart_,
, ^zz++++=EXTRAWORD
along ^in++++=along
with ^in"++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
maraudin ^nn+++??+=maraudin''--niver
''--niver ^jjr+atrb+++0=EXTRAWORD
mind ^nn++++=mind
fwhat ^nn+++??+=fwhat
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Thin
thin ^jj++++=EXTRAWORD
I ^pp1a+pp1+++=I
wint ^vbd+++xvbnx+=wint
for ^in++++=for
the ^ati++++=the
Gaff ^np+++??+=Gaff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
by ^in++++=by
the ^ati++++=the
special ^jj+atrb+++=special
ordher ^jjr+atrb+++=ordher
av ^nn++++=av
Providence ^np+nom++??+=Providence,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
doin ^nn+++??+=doin'
' ^zz++++=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
work ^nn++++=work
you ^pp2+pp2+++=you
will ^md+prd+++=will
ondersthand ^vb+++??+=ondersthand,
, ^zz++++=EXTRAWORD
Dennis ^np++++=Dennis's
's ^$++++=EXTRAWORD
springs ^vbz++++=springs
hild ^nn+++??+=hild
toight ^nn+++??+=toight.
. ^zz++++=EXTRAWORD
' ^zz++++='Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
whin ^nn+++??+=whin
the ^ati++++=the
Capt ^npt++++=Capt'n
'n ^nn+++??+=EXTRAWORD
goes ^vbz++++=goes
for ^in+ppvb+++=for
that ^dt+dem+++=that
kit ^nn++++=kit,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='he'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
throubled ^vpsv++agls+xvbnx+=throubled.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
av ^nn++++=av
_sweethearts_ ^nn+++??+=_Sweethearts_
off ^in+pl+++=off
the ^ati++++=the
Capt ^npt++++=Capt'n
'n ^nn+++??+=EXTRAWORD
runs ^vbz++++=runs
in ^in++++=in
his ^pp$+pp3+++=his
kyart ^nn+++??+=kyart
to ^in++++=to
the ^ati++++=the
Colonel ^np++++=Colonel's
's ^$++++=EXTRAWORD
house ^npl++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
sits ^vbz++++=sits
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
steps ^nns++++=steps
and ^cc++++=and
laughs ^nns++++=laughs.
. ^zz++++=EXTRAWORD
Wanst ^np+++??+=Wanst
and ^cc++++0=an'
again ^rb+tm+++=again
I ^pp1a+pp1+++=I
slipped ^vbd+++xvbnx+=slipped
in ^in++++=in
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
the ^ati++++=the
little ^jj+atrb+++=little
piece ^nn++++=piece
was ^vbd+bedz+vrb++=was
goin ^nn+++??+=goin',
', ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
whin ^nn+++??+=whin
ut ^&fw++++=ut
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
endin ^nn+++??+=endin'
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
out ^rp+pl+++=out
all ^rb++++=all
among ^in++++=among
the ^ati++++=the
carriages ^nns+nom+++=carriages
and ^cc++++0=an'
sings ^vbz++++=sings
out ^rp+pl+++=out
very ^ql+amp+++=very
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
' ^zz++++='Jungi!'
jungi ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Wid ^in++++=Wid
that ^dt+dem+++=that
a ^at++++=a
carr ^np++++=carr'ge
'ge ^nn+++??+=EXTRAWORD
began ^vbd+++xvbn+=began
to ^to++++=to
move ^vbi++++=move,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
waved ^vbd+++xvbnx+=waved
to ^in++++=to
the ^ati++++=the
dhriver ^nn++++=dhriver.
. ^zz++++=EXTRAWORD
' ^zz++++='_Hitherao!_'
_hitherao!_ ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
_hitheraoed_ ^nn+++??+=_hitheraoed_
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
judged ^vbd+vprv+tht0+xvbnx+=judged
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
at ^rb++++=at
proper ^jj+atrb+++=proper
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
thin ^jj++++=thin
I ^pp1a+pp1+++=I
tuk ^nn+++??+=tuk
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
fair ^jj++++=fair
and ^cc++++0=an'
square ^nn++++=square
betune ^nn+++??+=betune
the ^ati++++=the
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
all ^abn++++=all
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
for ^in++++=for
good ^jj++++=good
or ^cc+phrs+++=or
bad ^jj++++=bad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
dhropped ^vbd+++xvbnx+=dhropped
wid ^in++++=wid
a ^at++++=a
guggle ^nn+++??+=guggle
like ^in++++=like
the ^ati++++=the
canteen ^nn++++=canteen
beer ^nn++++=beer-engine
- ^zz++++=EXTRAWORD
engine ^nn++++=EXTRAWORD
whin ^nn+++??+=whin
ut ^&fw++++=ut's
's ^vbz+bez+vrb++0=EXTRAWORD
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
low ^jj++++=low,
, ^zz++++=EXTRAWORD
Thin ^jj++++=Thin
I ^pp1a+pp1+++=I
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
the ^ati++++=the
kyart ^nn+++??+=kyart
and ^cc++++0=an'
tuk ^nn+++??+=tuk
out ^rp+pl+++=out
all ^rb++++=all
the ^ati++++=the
kit ^nn++++=kit
and ^cc++++0=an'
piled ^vbd+++xvbn+=piled
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
carr ^np++++=carr'ge,
'ge, ^nn+++??+=EXTRAWORD
the ^ati++++=the
sweat ^nn++++=sweat
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
down ^rp++++=down
my ^pp$+pp1+++=my
face ^nn++++=face
in ^in++++=in
dhrops ^nns+++??+=dhrops,
, ^zz++++=EXTRAWORD
' ^zz++++='Go
go ^vb++++=EXTRAWORD
home ^nr++++=home,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
_sais;_ ^nn+++??+=_sais;_
' ^zz++++='you'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+++=find
a ^at++++=a
man ^nn++++=man
close ^nn++++=close
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
sick ^jj++++=sick
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
him ^pp3o+pp3+++=him
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
av ^nn++++=av
you ^pp2+pp2+++=you
iver ^jjr++++=iver
say ^vb+vpub+++=say
wan ^jj+atrb+++=wan
wurrd ^nn+++??+=wurrd
about ^in++++=about
fwhat ^nn+++??+=fwhat
you ^pp2+pp2+++=you've
've ^vb+hv+vrb++0=EXTRAWORD
_dekkoed,_ ^nn+++??+=_dekkoed,_
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
_marrow_ ^vb+++??+=_marrow_
you ^pp2+pp2+++=you
till ^in++++=till
your ^pp$+pp2+++=your
own ^ap++++=own
wife ^nn++++=wife
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
_sumjao_ ^nn+++??+=_sumjao_
who ^whp+rel+obj++=who
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Thin ^jj++++=Thin
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
stampin ^nn+++??+=stampin'
' ^zz++++=EXTRAWORD
av ^nn++++=av
feet ^nns++++=feet
at ^in++++=at
the ^ati++++=the
ind ^np++++=ind
av ^nn++++=av
the ^ati++++=the
play ^nn++++=play,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
ran ^vbd+++xvbnx+=ran
in ^in++++=in
to ^to++++=to
let ^vbi++++=let
down ^rb+phrv+++=down
the ^ati++++=the
curtain ^nn++++=curtain.
. ^zz++++=EXTRAWORD
Whin ^np+++??+=Whin
they ^pp3a+pp3+++=they
all ^rb++++=all
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
the ^ati++++=the
gurl ^nn++++=gurl
thried ^vbd+++xvbn+=thried
to ^to++++=to
hide ^vbi++++=hide
herself ^ppl+pp3+++=herself
behind ^in+pl+++=behind
wan ^jj+atrb+++=wan
av ^nn++++=av
the ^ati++++=the
pillars ^nns++++=pillars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
sez ^nn+++??+=sez
' ^zz++++='Jungi'
jungi ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
that ^tht+rel+subj++=that
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
ha ^uh++++=ha'
' ^zz++++=EXTRAWORD
scared ^vbd+++xvbn+=scared
a ^at++++=a
hare ^nn++++=hare.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
run ^vbd+++xvbnx+=run
over ^rb+phrv+++=over
to ^in++++=to
Jungi ^np++++=Jungi's
's ^$++++=EXTRAWORD
carr ^np++++=carr'ge
'ge ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
tuk ^nn+++??+=tuk
up ^rp++++=up
the ^ati++++=the
lousy ^jj+atrb+++=lousy
old ^jj+atrb+++=old
horse ^nn++++=horse-blanket
- ^zz++++=EXTRAWORD
blanket ^nn++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
my ^pp$+pp1+++=my
head ^nn++++=head
and ^cc++++0=an'
the ^ati++++=the
rest ^nn++++=rest
av ^nn++++=av
me ^pp1o+pp1+++=me
in ^in++++=in
ut ^&fw++++=ut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
dhrove ^nn+++??+=dhrove
up ^rp++++=up
to ^to++++=to
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="'Miss
' ^zz++++=EXTRAWORD
miss ^npt++++=EXTRAWORD
Sahib ^np++++=Sahib,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I;
; ^zz++++=EXTRAWORD
' ^zz++++='going
going ^vbg+++xvbg+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station?
? ^zz++++=EXTRAWORD
_captain ^nn+++??+=_Captain
Sahib ^np+++??+=Sahib's_
's_ ^nn+++??+=EXTRAWORD
order ^to++++=order!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++0=an'
widout ^nn+++??+=widout
a ^at++++=a
sign ^nn++++=sign
she ^pp3a+pp3+++=she
jumped ^vbd+++xvbnx+=jumped
in ^in++++=in
all ^rb++++=all
among ^in++++=among
her ^pp$+pp3+++=her
own ^ap++++=own
kit ^nn++++=kit.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
laid ^vbd+++xvbnx+=laid
to ^to++++=to
and ^cc++++0=an'
dhruv ^nn+++??+=dhruv
like ^in++++=like
steam ^nn++++=steam
to ^in++++=to
the ^ati++++=the
Colonel ^np++++=Colonel's
's ^$++++=EXTRAWORD
house ^npl++++=house
before ^cs+sub+++=before
the ^ati++++=the
Colonel ^nn++++=Colonel
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
she ^pp3a+pp3+++=she
screamed ^vbd+++xvbnx+=screamed
and ^cc++++0=an'
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
comes ^vbz++++=comes
the ^ati++++=the
ayah ^nn+++??+=ayah,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
all ^abn++++=all
sorts ^nns++++=sorts
av ^nn++++=av
things ^nns++++=things
about ^in++++=about
the ^ati++++=the
Capt ^npt++++=Capt'n
'n ^nn+++??+=EXTRAWORD
havin ^nn+++??+=havin'
' ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
for ^in+ppvb+++=for
the ^ati++++=the
kit ^nn++++=kit
and ^cc++++0=an'
gone ^vpsv++agls+xvbn+=gone
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
" ^zz++++="'Take
' ^zz++++=EXTRAWORD
take ^vb++++=EXTRAWORD
out ^rp+pl+++=out
the ^ati++++=the
luggage ^nn+nom+++=luggage,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
divil ^nn+++??+=divil,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='or
or ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
