Early ^jj++++=Early
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
rode ^vbd+++xvbnx+=rode
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
dismounting ^vbg+++xvbg+=dismounting
to ^to++++=to
set ^vbi++++=set
his ^pp$+pp3+++=his
saddle ^nn++++=saddle
forward ^nn++++=forward
and ^cc++++=and
tighten ^vb++++=tighten
his ^pp$+pp3+++=his
cinches ^nns+++??+=cinches,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
noticing ^vbg+++xvbg+=noticing
that ^tht+vcmp+++=that
this ^dt+dem+++=this
foreman ^nn++++=foreman
heard ^vbd+vprv++xvbn+=heard
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rode ^vbd+++xvbnx+=rode
around ^in++++=around
and ^cc++++=and
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
a ^at++++=a
look ^nn++++=look,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^in++++=at
me ^pp1o+pp1+++=me
and ^cc++++=and
muttered ^vbd+++xvbn+=muttered,
, ^zz++++=EXTRAWORD
' ^zz++++='Scuse
scuse ^nn+++??+=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
boss ^nn++++=boss,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
plumb ^nn+++??+=plumb
forgot ^vbd+vprv++xvbn+=forgot!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
rode ^vbd+++xvbnx+=rode
back ^jjb++++=back
and ^cc+phrs+++=and
apologized ^jj+++xvbn+=apologized
to ^in++++=to
this ^dt+dem+++=this
boss ^nn++++=boss-man:
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
' ^zz++++='Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
pay ^vb++++=pay
any ^dti++++=any
attention ^nn+nom+++=attention
to ^in++++=to
my ^pp$+pp1+++=my
boys ^nns++++=boys;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
just ^rb+emph+splt++=just
showing ^vbg+vprv++xvbgx+=showing
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+vrb++=are
a ^at++++=a
trifle ^nn++++=trifle
windy ^jj++++=windy
this ^dt+dem+++=this
morning ^nn++++=morning.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'That's
' ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
retorted ^vbd+++xvbnx+=retorted,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
forget ^vb+vprv+++=forget
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
it ^pp3+it+++=it
be ^vb+be+aux++=be
enough ^qlp++++=enough
said ^vbd+vpub++xvbn+=said.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Well,
' ^zz++++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
put ^vbd+++xvbn+=put
the ^ati++++=the
cattle ^nns++++=cattle
in ^in+strn+++=in,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
urged ^vbd+vsua++xvbnx+=urged,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
hot ^jj++++=hot
under ^in++++=under
the ^ati++++=the
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
' ^zz++++='We're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
burning ^vbg+++xvbgx+=burning
daylight ^nn++++=daylight,
, ^zz++++=EXTRAWORD
pardner ^jjr++++=pardner.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Well,
' ^zz++++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
cross ^vb++++=cross
my ^pp$+pp1+++=my
wagon ^nn++++=wagon
first ^rb+cnj+++=first,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="'That's
' ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
idea ^nn++++=idea,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
' ^zz++++='Bring
bring ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
up ^rp++++=up.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
cook ^nn++++=cook
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
a ^rb++++=a
little ^rb"++++=little
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
wagon ^nn++++=wagon
in ^in++++=in
good ^jj+atrb+++=good
shape ^nn++++=shape.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
tied ^vbd+++xvbn+=tied
some ^dti++++=some
guy ^np++++=guy
ropes ^nns++++=ropes
to ^in++++=to
the ^ati++++=the
upper ^jjb+atrb+++=upper
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
taking ^vbg+++xvbg+=taking
long ^rb++++=long
ropes ^nns++++=ropes
from ^in++++=from
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
tongue ^nn++++=tongue
to ^in++++=to
the ^ati++++=the
pommels ^nns+++??+=pommels
of ^in++++=of
our ^pp$+pp1+++=our
saddles ^nns++++=saddles,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ease ^nn++++=ease
with ^in++++=with
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
set ^vbd+++xvbn+=set
that ^dt+dem+++=that
commissary ^nn+nom+++=commissary
over ^rp++++=over
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
trouble ^nn++++=trouble
any ^dti++++=any
one ^cd1++++=one
but ^cc++++=but
the ^ati++++=the
boss ^nn++++=boss-man,
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
orders ^nns++++=orders
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
very ^ql+amp+++=very
distinct ^jj++++=distinct
from ^in++++=from
the ^ati++++=the
distance ^nn+nom+++=distance
between ^in++++=between
banks ^nns++++=banks.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
hour ^nn++++=hour
then ^rn+tm+++=then
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
would ^md+prd+++=would
bring ^vb++++=bring
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
cattle ^nns++++=cattle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^jjb+atrb+++=main
trouble ^nn++++=trouble
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
to ^to++++=to
devise ^vbi++++=devise
means ^nns++++=means
to ^to++++=to
keep ^vbi++++=keep
their ^pp$+pp3+++=their
guns ^nns++++=guns
and ^cc++++=and
cartridges ^nns+++??+=cartridges
dry ^jj++++=dry,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
important ^jj+pred+++=important
than ^in++++=than
getting ^xvbg+++xvbg+=getting
the ^ati++++=the
whole ^jj+atrb+++=whole
herd ^nn++++=herd
of ^in++++=of
nearly ^rb+down+++=nearly
thirty ^cd++++=thirty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
cattle ^nns++++=cattle
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
gave ^vbd+++xvbn+=gave
them ^pp3o+pp3+++=them
a ^at++++=a
clean ^jj+atrb+++=clean
cloth ^nn++++=cloth
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
needed ^vbd+++xvbnx+=needed
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
up ^rp++++=up
we ^pp1a+pp1+++=we
divided ^vbd+++xvbn+=divided
out ^rp+pl+++=out
and ^cc++++=and
were ^vbd+bed+vrb++=were
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
give ^vbi++++=give
the ^ati++++=the
lead ^nn++++=lead
a ^at++++=a
good ^jj+atrb+++=good
push ^nn++++=push.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
cow ^nn++++=cow
changed ^vbd+++xvbn+=changed
his ^pp$+pp3+++=his
mind ^nn++++=mind
about ^in++++=about
taking ^xvbg+++xvbg+=taking
a ^at++++=a
swim ^vb++++=swim
that ^dt+dem+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
changed ^vbd+++xvbnx+=changed
it ^pp3+it+++=it
right ^jj++++=right
back ^jjb++++=back
and ^cc++++=and
took ^vbd+++xvbn+=took
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
For ^in++++=For
in ^in++++=in
less ^rbr++++=less
than ^in++++=than
twenty ^cd++++=twenty
minutes ^nns++++=minutes'
' ^zz++++=EXTRAWORD
time ^nn++++=time
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
all ^abn++++=all
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
much ^ap++++=much
to ^in++++=to
the ^ati++++=the
surprise ^nn++++=surprise
of ^in++++=of
the ^ati++++=the
boss ^nn++++=boss
and ^cc++++=and
his ^pp$+pp3+++=his
men ^nns++++=men;
; ^zz++++=EXTRAWORD
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
weapons ^nns++++=weapons
were ^vbd+bed+vrb++=were
quite ^rb++++=quite
dry ^jj+pred+++=dry;
; ^zz++++=EXTRAWORD
just ^rb+emph+++=just
the ^ati++++=the
splash ^vb++++=splash
had ^vb+hv+vrb++=had
wet ^jj++++=wet
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
boss ^nn++++=boss
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
would ^md+prd+++=would
not ^xnot++not++=not
need ^vb++++=need
any ^dti++++=any
help ^vb++++=help
to ^to+vcmp+++=to
cross ^vbi++++=cross
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
keep ^vbi++++=keep
well ^jj+pred+++=well
out ^rp+pl+++=out
of ^in++++=of
our ^pp$+pp1+++=our
way ^nn++++=way,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
would ^md+prd+++=would
try ^vb++++=try
and ^cc++++=and
cross ^nn++++=cross
by ^in++++=by
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
give ^vb++++=give
him ^pp3o+pp3+++=him
a ^at++++=a
good ^jj++++=good
five ^cd++++=five-mile
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
start ^nn++++=start.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
crossed ^vbd+++xvbn+=crossed
and ^cc+phrs+++=and
nooned ^vbd+++xvbn+=nooned,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
around ^rp++++=around
on ^in++++=on
purpose ^nn++++=purpose
to ^to++++=to
give ^vbi++++=give
them ^pp3o+pp3+++=them
a ^at++++=a
good ^jj+atrb+++=good
lead ^nn++++=lead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
hit ^vbd+++xvbn+=hit
the ^ati++++=the
trail ^nn++++=trail
back ^jjb++++=back
in ^in++++=in
these ^dt+dem+++=these
sand ^nn++++=sand-hills,
- ^zz++++=EXTRAWORD
hills ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
mile ^nn++++=mile
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
chance ^nn++++=chance
to ^to+ncmp+++=to
get ^vbi++++=get
around ^rp++++=around.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
take ^vbi++++=take
the ^ati++++=the
Dodge ^nn++++=Dodge
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
from ^in++++=from
this ^dt+dem+++=this
creek ^nn++++=creek
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
blocked ^j+++xvbn+=blocked
in ^in+strn+++=in!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
a ^at++++=a
trifle ^nn++++=trifle
wolfish ^jj++++=wolfish
over ^in++++=over
the ^ati++++=the
way ^nn++++=way
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
acting ^vbg+++xvbgx+=acting,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
rode ^vbd+++xvbnx+=rode
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
the ^ati++++=the
trouble ^nn++++=trouble
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="'Oh,
' ^zz++++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
in ^in++++=in
no ^at++++=no
hurry ^np++++=hurry.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+aux++0=EXTRAWORD
driving ^vbg+++xvbgx+=driving
too ^ql++++=too
fast ^rb++++=fast.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
first ^rb++++=first
trip ^nn++++=trip,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
inquired ^vbd+++xvbnx+=inquired,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
of ^in++++=of
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
checked ^jj+atrb++xvbn+=checked
pants ^nns++++=pants
drying ^vwbg+++xvbg+=drying
on ^in++++=on
the ^ati++++=the
wagon ^nn++++=wagon
wheel ^nn++++=wheel.
. ^zz++++=EXTRAWORD
" ^zz++++="'Don't
' ^zz++++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
any ^dti++++=any
idea ^nn++++=idea
like ^in++++=like
that ^dt+dem+++=that
disturb ^nn++++=disturb
your ^pp$+pp2+++=your
Christian ^jj+atrb+++=Christian
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
man ^nn++++=man,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied
with ^in++++=with
some ^dti++++=some
resentment ^nn+nom+++=resentment.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
driving ^vbg+++xvbgx+=driving
too ^ql++++=too
fast ^rb+cnj+++=fast,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
suggest ^vb+vpub+++=suggest
some ^dti++++=some
creek ^nn++++=creek
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
could ^md+pos+++=could
delude ^vb++++=delude
myself ^ppl+pp1+++=myself
with ^in++++=with
the ^ati++++=the
idea ^nn++++=idea,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
week ^nn++++=week
or ^cc++++=or
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
fordable ^jj++++=fordable.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Assuming
assuming ^vbg+vprv++xvbg+=EXTRAWORD
an ^at++++=an
air ^nn++++=air
of ^in++++=of
superiority ^nn+nom+++=superiority
he ^pp3a+pp3+++=he
observed ^vbd+vprv++xvbnx+=observed,
, ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
have ^vbi++++=have
forgot ^vbd+vprv++xvbn+=forgot
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
you ^pp2+pp2+++=you
yesterday ^nr+tm+++=yesterday.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't,'
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^md"++pmd"++=going
to ^md+prd+++=to
stay ^vb++++=stay
all ^abn++++=all
night ^nn++++=night
here ^rn+pl+++=here?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
certainly ^rb++++=certainly
am ^vb+bem+vrb++=am,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
any ^dti++++=any
satisfaction ^nn+nom+++=satisfaction
to ^in++++=to
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
off ^rb+phrv+++=off
my ^pp$+pp1+++=my
horse ^nn++++=horse
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
match ^nn++++=match,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
plenty ^nn++++=plenty
in ^in++++=in
my ^pp$+pp1+++=my
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
to ^in++++=to
light ^nn++++=light
a ^at++++=a
cigarette ^nn+nom+++=cigarette
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
rolled ^vprf+++xvbnx+=rolled
during ^in++++=during
the ^ati++++=the
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
gun ^nn++++=gun
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
left ^vbd+++xvbn+=left
mine ^pp$$++++=mine
in ^in++++=in
our ^pp$+pp1+++=our
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
fancied ^jj+++xvbn+=fancied
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
stir ^nn++++=stir
him ^pp3o+pp3+++=him
up ^rp++++=up
and ^cc++++=and
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
bad ^jj++++=bad
he ^pp3a+pp3+++=he
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
best ^jjt++++=best
to ^to+jcmp+++=to
stroke ^vb++++=stroke
him ^pp3o+pp3+++=him
with ^in++++=with
and ^cc++++=and
against ^in++++=against
the ^ati++++=the
fur ^nn++++=fur,
, ^zz++++=EXTRAWORD
try ^vb++++=try
and ^cc+phrs+++=and
keep ^vb++++=keep
on ^rb+phrv+++=on
neutral ^jj+atrb+++=neutral
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
said,-" ^nn+++??+=said,-"'You
'you ^nn+++??+=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
figuring ^jj+++xvbg+=figuring
none ^pn++++=none
that ^dt+dem+++=that
in ^in++++=in
case ^in"++++=case
of ^in"++++=of
a ^at++++=a
run ^vb+++xvbn+=run
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
trifle ^nn++++=trifle
close ^nn++++=close
together ^nn+nom+++=together
for ^in++++=for
cow ^nn++++=cow-herds.
- ^zz++++=EXTRAWORD
herds ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
men ^nns++++=men
on ^in++++=on
a ^at++++=a
guard ^vb++++=guard
last ^rb++++=last
night ^nn++++=night
heard ^vbd+vprv++xvbn+=heard
gray ^np++++=gray
wolves ^nps++++=wolves
in ^in++++=in
these ^dt+dem+++=these
sand ^nn++++=sand-hills.
- ^zz++++=EXTRAWORD
hills ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
liable ^jj+pred+++=liable
to ^to+jcmp+++=to
show ^vbi+vprv+++=show
up ^rp++++=up
to ^to++++=to-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Didn't
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
notice ^vb+vprv+++=notice
some ^dti++++=some
young ^jj+atrb+++=young
calves ^nns++++=calves
among ^in++++=among
your ^pp$+pp2+++=your
cattle ^nns++++=cattle
this ^dt+dem+++=this
morning ^nn++++=morning?
? ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
calves ^nns++++=calves,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
make ^vb++++=make
larruping ^jj+++xvbg+=larruping
fine ^jj++++=fine
eating ^jj+++xvbg+=eating
for ^in++++=for
grays ^nns+++??+=grays.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Now,
' ^zz++++=EXTRAWORD
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
look ^vb++++=look
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Shorty ^np++++=Shorty,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
in ^in++++=in
a ^at++++=a
patronizing ^jj+atrb+++=patronizing
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
might ^md+pos+++=might
let ^vb+++xvbn+=let
a ^rb++++=a
little ^rb"++++=little
of ^in++++=of
his ^pp$+pp3+++=his
superior ^jj+atrb+++=superior
cow ^nn++++=cow-sense
- ^zz++++=EXTRAWORD
sense ^nn++++=EXTRAWORD
shine ^vb++++=shine
in ^in++++=in
on ^in++++=on
my ^pp$+pp1+++=my
darkened ^vbd+++xvbn+=darkened
intellect ^nn++++=intellect,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
you ^pp2+pp2+++=you
to ^in++++=to
crowd ^nn++++=crowd
up ^rp++++=up
here ^rn+pl+++=here
on ^rp++++=on
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
perfectly ^rb+amp+++=perfectly
at ^in++++=at
liberty ^nn++++=liberty
to ^to++++=to
drop ^vbi++++=drop
back ^jjb++++=back
to ^in++++=to
your ^pp$+pp2+++=your
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
content ^nn++++=content.
