B.c ^rb++++=B.C.
bay ^nn++++=bay,
, ^zz++++=EXTRAWORD
the ^ati++++=the
thin ^jj+atrb+++=thin
cheeks ^nns++++=cheeks
tinted ^jj++++=tinted
with ^in++++=with
vermilion ^nn+++??+=vermilion,
, ^zz++++=EXTRAWORD
the ^ati++++=the
eager ^jj+atrb+++=eager
aquiline ^nn+++??+=aquiline
face ^nn++++=face
and ^cc++++=and
narrow ^jj+atrb+++=narrow
lips ^nns++++=lips
gravely ^rb++++=gravely
composed ^vwbn+++xvbn+=composed
to ^in++++=to
Roman ^jj+atrb+++=Roman
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
quick ^jj+atrb+++=quick
eye ^nn++++=eye
searching ^vwbg+++xvbg+=searching
out ^rp+pl+++=out
what ^wdt+who+++=what
impression ^nn++++=impression
the ^ati++++=the
display ^nn++++=display
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
on ^in++++=on
the ^ati++++=the
people ^nn++++=people.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
his ^pp$+pp3+++=his
head ^jjb++++=head
a ^at++++=a
slave ^nn++++=slave
held ^vbd+vprv++xvbn+=held
a ^at++++=a
golden ^jj+atrb+++=golden
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whispered ^jj+++xvbn+=whispered,
, ^zz++++=EXTRAWORD
' ^zz++++='Remember
remember ^nn+nom+++=EXTRAWORD
that ^tht+vcmp+++=that
thou ^pp2+pp2+++=thou
too ^rb++++=too
art ^nn++++=art
a ^at++++=a
man ^nn++++=man.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
in ^in++++=in
following ^xvbg+++xvbg+=following
that ^dt+dem+++=that
old ^jj+atrb+++=old
custom ^nn++++=custom,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
little ^rb++++=little
did ^vbd+dod+vrb++=did
the ^ati++++=the
victor ^nn++++=victor
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
bay ^npl++++=bay-crowned
- ^zz++++=EXTRAWORD
crowned ^vprf+++xvbn+=EXTRAWORD
like ^in++++=like
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
followed ^vbd+vprv++xvbn+=followed
close ^jj++++=close
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
chariots ^nns+++??+=chariots
of ^in++++=of
the ^ati++++=the
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
whose ^whp+rel+obj++=whose
dagger ^nn++++=dagger-thrust
- ^zz++++=EXTRAWORD
thrust ^nn+++xvbn+=EXTRAWORD
would ^md+prd+++=would,
, ^zz++++=EXTRAWORD
two ^cd++++=two
years ^nns++++=years
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
be ^vb+be+aux++=be
answered ^vpsv++by+xvbnx+=answered
by ^in++++=by
his ^pp$+pp3+++=his
dying ^nvbg+++xvbg+=dying
word ^nn++++=word
of ^in++++=of
reproach ^nn++++=reproach!
! ^zz++++=EXTRAWORD
The ^ati++++=The
horsemen ^nns++++=horsemen
of ^in++++=of
the ^ati++++=the
army ^nn++++=army
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
legions ^nns+++??+=legions,
, ^zz++++=EXTRAWORD
every ^at++++=every
spear ^nn++++=spear
wreathed ^vbd+++xvbn+=wreathed,
, ^zz++++=EXTRAWORD
every ^at++++=every
head ^nn++++=head
crowned ^vwbn+++xvbn+=crowned
with ^in++++=with
bay ^nn++++=bay,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
an ^at++++=an
evergreen ^jj+atrb+++=evergreen
grove ^np++++=grove
might ^md+pos+++=might
have ^vb+hv+aux++=have
seemed ^vprf+++xvbnx+=seemed
marching ^vbg+++xvbg+=marching
through ^in++++=through
the ^ati++++=the
Roman ^jj+atrb+++=Roman
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
war ^nn++++=war
songs ^nns++++=songs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wild ^jj+atrb+++=wild
jests ^nns+++??+=jests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ribald ^jj+atrb+++=ribald
ballads ^nns++++=ballads
that ^tht+rel+obj++=that
custom ^nn++++=custom
allowed ^vwbn+++xvbn+=allowed
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
to ^to++++=to
shout ^vbi++++=shout
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
often ^rb++++=often
in ^in++++=in
pretended ^vbd+vprv++xvbn+=pretended
mockery ^nn+nom+++=mockery
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
victorious ^jj++++=victorious
general ^jj++++=general,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Imperator ^np+++??+=Imperator.
. ^zz++++=EXTRAWORD
The ^ati++++=The
victor ^nn++++=victor
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
Capitol ^np++++=Capitol
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vbd+++xvbn+=laid
his ^pp$+pp3+++=his
wreath ^nn++++=wreath
of ^in++++=of
bay ^npl++++=bay
on ^in++++=on
Jupiter ^np++++=Jupiter's
's ^$++++=EXTRAWORD
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
the ^ati++++=the
white ^jj+atrb+++=white
oxen ^nns++++=oxen
were ^vbd+bed+aux++=were
sacrificed ^vpsv++agls+xvbnx+=sacrificed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
feast ^nn++++=feast
began ^vwbn+++xvbn+=began
by ^in++++=by
torchlight ^nn++++=torchlight.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
was ^vbd+bedz+aux++=was
the ^ati++++=the
vanquished ^jj+++xvbn+=vanquished?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
led ^vpsv++agls+xvbnx+=led
to ^in++++=to
the ^ati++++=the
dark ^jj+atrb+++=dark
prison ^nn++++=prison
vault ^nn++++=vault
in ^in++++=in
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
Capitoline ^np+++??+=Capitoline
hill ^np++++=hill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
one ^cd1++++=one
sharp ^jj+atrb+++=sharp
sword ^nn++++=sword-thrust
- ^zz++++=EXTRAWORD
thrust ^vbd+++xvbn+=EXTRAWORD
ended ^vprf+++xvbn+=ended
the ^ati++++=the
gallant ^jj+atrb+++=gallant
life ^nn++++=life
and ^cc++++=and
long ^jj+atrb+++=long
captivity ^nn+nom+++=captivity.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
special ^jj+atrb+++=special
cruelty ^nn++++=cruelty
in ^in++++=in
Julius ^np++++=Julius
Caesar ^np++++=Caesar.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
Roman ^jj+atrb+++=Roman
triumph ^nn++++=triumph
was ^vbd+bedz+aux++=was
stained ^vpsv++by+xvbnx+=stained
by ^in++++=by
the ^ati++++=the
slaughter ^nn+nom+++=slaughter
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
distinguished ^jj+atrb++xvbn+=distinguished
captives ^nns++++=captives,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
degradation ^nn+nom+++=degradation
of ^in++++=of
walking ^xvbg+++xvbg+=walking
in ^in++++=in
chains ^nns++++=chains
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
undergone ^vprf+++xvbn+=undergone.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
spirit ^nn++++=spirit
to ^to++++=to
appreciate ^nn+nom+++=appreciate
Vercingetorix ^np+++??+=Vercingetorix,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vb+hv+vrb++=had
not ^xnot++not++=not
nobleness ^nns+nom+++=nobleness
to ^to++++=to
spare ^vbi++++=spare
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
we ^pp1a+pp1+++=we
may ^md+pos+++=may
doubt ^vb++++=doubt
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
true ^jj+atrb+++=true
moral ^jj+atrb+++=moral
greatness ^nns+nom+++=greatness,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
superior ^jj++++=superior
in ^cs+sub+++=in
that ^cs"++++=that
hour ^nn++++=hour
of ^in++++=of
triumph ^nn++++=triumph,
, ^zz++++=EXTRAWORD
the ^ati++++=the
conqueror ^nn++++=conqueror
who ^whp+rel+subj++=who
trod ^vbd+++xvbn+=trod
down ^rp++++=down
all ^abn++++=all
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
minister ^nn+nom+++=minister
to ^in++++=to
his ^pp$+pp3+++=his
own ^ap++++=own
glory ^nn++++=glory,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
conquered ^jj+++xvbn+=conquered,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
no ^at++++=no
resistance ^nn+nom+++=resistance
had ^vbd+hvd+aux++=had
availed ^vprf+++xvbnx+=availed,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
voluntarily ^rb++splt++=voluntarily
confronted ^vprf+++xvbnx+=confronted
shame ^vb++++=shame
and ^cc++++=and
death ^nn++++=death
in ^in++++=in
hopes ^nns++++=hopes
to ^to++++=to
win ^vbi++++=win
pardon ^nn++++=pardon
and ^cc++++=and
safety ^nn++++=safety
for ^in++++=for
his ^pp$+pp3+++=his
comrades ^nns++++=comrades.
. ^zz++++=EXTRAWORD
