Many ^ap++++=Many
" ^zz++++="Evaporated
evaporated ^vbd+++xvbn+=EXTRAWORD
down ^rp++++=down
your ^pp$+pp2+++=your
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
black ^jj+atrb+++=black
villain ^nn++++=villain!
! ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
consider ^nn+nom+++=consider
this ^dt+dem+++=this
a ^at++++=a
flagrant ^jj+atrb+++=flagrant
outrage ^nn+nom+++=outrage.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
furnished ^vbd+++xvbnx+=furnished
a ^at++++=a
quantity ^nn+nom+++=quantity
of ^in++++=of
good ^jj+atrb+++=good
brandy ^nn++++=brandy
for ^in++++=for
this ^dt+dem+++=this
pudding ^nn++++=pudding,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
drop ^nn++++=drop
of ^in++++=of
which ^whp+rel+pied++=which
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
of ^in++++=of
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
Monday ^nr++++=Monday
or ^cc++++=or
some ^dti++++=some
ob ^nn+++??+=ob
de ^&fw++++=de
han ^np++++=han's
's ^$++++=EXTRAWORD
might ^md+pos+++=might
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
stole ^vbd+++xvbn+=stole
it ^pp3+it+++=it
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
wah ^nn+++??+=wahn't
n't ^xnot++not++0=EXTRAWORD
lookin ^nn+++??+=lookin',"
'," ^nn+++??+=EXTRAWORD
suggested ^vbd+vpub++xvbn+=suggested
the ^ati++++=the
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
Prince ^npt++++=Prince,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bo ^nn+++??+=bo's'un,
's'un, ^nn+++??+=EXTRAWORD
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
outside ^jjb++++=outside
near ^in+pl+++=near
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
evidently ^rb++splt++=evidently
heard ^vprf+++xvbnx+=heard
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
confab ^nn+++??+=confab.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
now ^rn+tm+++=now
called ^vbd+++xvbn+=called
out ^rp+pl+++=out:
: ^zz++++=EXTRAWORD
" ^zz++++="Ef
ef ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
' ^zz++++='lows
lows ^nns+++??+=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n,
'n, ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
reckons ^nns+++??+=reckons
I ^pp1a+pp1+++=I
kin ^nns++++=kin
find ^vb+vprv+++=find
out ^rp+pl+++=out
de ^&fw++++=de
truf ^nn+++??+=truf
in ^in++++=in
dis ^np++++=dis
argument ^nn+nom+++=argument."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
Prince ^npt++++=Prince,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Pratt ^np+++??+=Pratt.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
get ^vb++++=get
any ^dti++++=any
truth ^nn++++=truth
out ^rp+pl+++=out
of ^in++++=of
Cornwallis ^np+++??+=Cornwallis
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
smarter ^jjr+pred+++=smarter
than ^in++++=than
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
cook ^nn++++=cook
looked ^vbd+++xvbn+=looked
indignant ^jj++++=indignant
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
at ^rb++++=at
being ^xvbg+++xvbg+=being
called ^vwbn+++xvbn+=called
a ^at++++=a
liar ^nn++++=liar
as ^ql++++=as
having ^jj+++xvbg+=having
the ^ati++++=the
bo ^nn+++??+=bo's'un
's'un ^nn+++??+=EXTRAWORD
admitted ^vwbn+vpub++xvbn+=admitted,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
and ^cc++++=and
Prince ^nn++++=Prince
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
on ^in++++=on
good ^jj+atrb+++=good
terms ^nns++++=terms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
considered ^vbd+vprv++xvbnx+=considered
the ^ati++++=the
bo ^nn+++??+=bo's'un's
's'un's ^nns+++??+0=EXTRAWORD
interference ^nn+nom+++=interference
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
pure ^jj+atrb+++=pure
impudence ^nn+nom+++=impudence.
. ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
cap ^nn++++=cap
in ^in++++=in
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
tolerable ^jj++++=tolerable
tall ^jj++++=tall
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good
four ^cd++++=four
inches ^nns++++=inches
above ^rb++++=above
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
right ^jj+atrb+++=right
good ^jj+atrb+++=good
looking ^jj+atrb++xvbg+=looking
darkey ^nn+++??+=darkey
into ^in++++=into
the ^ati++++=the
bargain ^nn++++=bargain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
right ^jj++++=right
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
" ^zz++++="Walrus
walrus ^nn++++=EXTRAWORD
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
stole ^vbd+++xvbn+=stole
dat ^nn+++??+=dat
gemmen ^vbd+++xvbn+=gemmen's
's ^vbz+bez+vrb++0=EXTRAWORD
brandy ^nn++++=brandy.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
lies ^vbz++++=lies
ef ^nn+++??+=ef
you ^pp2+pp2+++=you
says ^vbz+vpub+tht0++=says
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis
looked ^vbd+++xvbn+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
accuser ^jjr++++=accuser
defiantly ^rb++++=defiantly.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
want ^vb++++=want
wid ^in++++=wid
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
niggah ^nn+++??+=niggah?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
fur ^nn++++=fur
trouble ^nn++++=trouble?
? ^zz++++=EXTRAWORD
Go ^vb++++=Go
' ^zz++++='long
long ^jj++++=EXTRAWORD
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
bizness ^nns+nom+++=bizness
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
doan ^jj++++=doan'
' ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
in ^in++++=in
de ^&fw++++=de
cabin ^nn++++=cabin
whar ^nn+++??+=whar
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
betters ^nns+nom+++=betters
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
I ^np++++=I's
's ^$++++=EXTRAWORD
willin ^nn+++??+=willin'
' ^zz++++=EXTRAWORD
to ^to++++=to
obey ^vbi++++=obey
de ^&fw++++=de
Cap ^nn++++=Cap'n
'n ^nn+++??+=EXTRAWORD
ob ^nn+++??+=ob
dis ^np++++=dis
craf ^nn+++??+=craf',
', ^nn+++??+=EXTRAWORD
but ^cc++++=but
I ^pp1a+pp1+++=I
tells ^vbz++++=tells
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
now ^rn+tm+++=now
dat ^nn+++??+=dat
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
no ^at++++=no
sass ^nn++++=sass
from ^in++++=from
lowdown ^nn++++=lowdown
bo ^nn+++??+=bo's'uns.
's'uns. ^nn+++??+=EXTRAWORD
Go ^vb++++=Go
and ^cc++++0=an'
scar ^nn++++=scar'
' ^zz++++=EXTRAWORD
de ^&fw++++=de
life ^nn++++=life
out ^rp+pl+++=out
ob ^jj+atrb++??+=ob
dose ^nn++++=dose
pore ^jj+atrb+++=pore
debils ^nns+++??+=debils
in ^in++++=in
de ^&fw++++=de
crew ^nn++++=crew,
, ^zz++++=EXTRAWORD
fur ^nn++++=fur
all ^rb++++=all
I ^pp1a+pp1+++=I
keer ^nn++++=keer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
doan ^jj++++=doan'
' ^zz++++=EXTRAWORD
git ^np++++=git
gay ^np++++=gay
wid ^in++++=wid
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Huh ^uh++++=Huh!
! ^zz++++=EXTRAWORD
Yo ^np+++??+=Yo'
' ^zz++++=EXTRAWORD
mus ^nns+++??+=mus'
' ^zz++++=EXTRAWORD
tink ^nn+++??+=tink
I ^np++++=I's
's ^$++++=EXTRAWORD
jes ^nns+++??+=jes'
' ^zz++++=EXTRAWORD
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
awoids ^nns+++??+=awoids
de ^&fw++++=de
subjek ^nn+++??+=subjek'.
'. ^nn+++??+=EXTRAWORD
Dat ^np+++??+=Dat
am ^vb+bem+vrb++=am
a ^at++++=a
shuah ^nn+++??+=shuah
sign ^vb++++=sign
ob ^nn+++??+=ob
guilt ^nn++++=guilt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Lemme
let ^vb++++0=EXTRAWORD
me ^pp1o+pp1+++=EXTRAWORD
tell ^vb++++=tell
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
somfin ^nn+++??+=somfin',
', ^nn+++??+=EXTRAWORD
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
onery ^nn++++=onery
niggah ^nn+++??+=niggah!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
doan ^jj++++=doan'
' ^zz++++=EXTRAWORD
sociate ^nn+nom+++=sociate
wid ^in++++=wid
sech ^&fo++++=sech
trash ^nn++++=trash
as ^in++++=as
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
who ^whp+who+++=who
his ^pp$+pp3+++=his
own ^ap++++=own
fadder ^jjr++++=fadder
and ^cc+phrs+++=and
mudder ^jjr++++=mudder
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vb++++=come
from ^in+ppvb+++=from
a ^at++++=a
hono ^np++++=hono'ble
'ble ^nn+++??+=EXTRAWORD
fam ^nn+++??+=fam'ly
'ly ^jj++++0=EXTRAWORD
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
tole ^nn+++??+=tole
ob ^nn+++??+=ob
in ^in++++=in
hist ^nn++++=hist'ry.
'ry. ^nn+++??+=EXTRAWORD
Ef ^np+++??+=Ef
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
keeps ^vbz++++=keeps
on ^rb+phrv+++=on
probokin ^nn+++??+=probokin'
' ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
to ^in++++=to
wraf ^nn+++??+=wraf
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
put ^vb+++xvbn+=put
pizen ^vbd+++xvbn+=pizen
in ^in++++=in
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
wittals ^nns+nom+++=wittals,
, ^zz++++=EXTRAWORD
dat ^nn+++??+=dat's
's ^$++++=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
an ^at++++=an
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
now ^rn+tm+++=now
has ^vbz+hvz+vrb++=has
fair ^jj+atrb+++=fair
wahnin ^nn+++??+=wahnin'!"
'!" ^nn+++??+=EXTRAWORD
Prince ^npt++++=Prince
showed ^vbd+vprv++xvbn+=showed
signs ^nns++++=signs
of ^in++++=of
wrath ^nn++++=wrath
himself ^ppl+pp3+++=himself
at ^in++++=at
this ^dt+dem+++=this
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Pratt ^np+++??+=Pratt
interfered ^vbd+++xvbn+=interfered
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
answer ^vb++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
more ^rbr++++=more
talk ^nn++++=talk
about ^in++++=about
poisoning ^xvbg+++xvbg+=poisoning
people ^nns++++=people,
, ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis.
. ^zz++++=EXTRAWORD
Answer ^nn++++=Answer
me ^pp1o+pp1+++=me
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
did ^vbd+dod+aux++=did
that ^dt+dem+++=that
brandy ^nn++++=brandy
go ^vb++++=go
to ^to++++=to?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ef
ef ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
in ^in++++=in
dat ^nn+++??+=dat
sass ^nns+++??+=sass
and ^cc++++0=an'
aroun ^nn+++??+=aroun'
' ^zz++++=EXTRAWORD
dat ^nn+++??+=dat
puddin ^nn+++??+=puddin',
', ^nn+++??+=EXTRAWORD
Cap ^nn++++=Cap'n,
'n, ^nn+++??+=EXTRAWORD
den ^&fw++++=den
I ^pp1a+pp1+++=I
' ^zz++++='lows
lows ^nns+++??+=EXTRAWORD
some ^dti++++=some
ob ^nn+++??+=ob
de ^&fw++++=de
crew ^vb++++=crew
done ^vbd+++xvbn+=done
stole ^vbd+++xvbn+=stole
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Dem ^&fw++++=Dem
critters ^nns+nom+++=critters
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
trusted ^vpsv++agls+xvbnx+=trusted,
, ^zz++++=EXTRAWORD
no ^at++++=no
how ^wrb+who+++=how.
. ^zz++++=EXTRAWORD
Cockroaches ^np+++??+=Cockroaches
is ^vbz+bez+vrb++=is
bery ^nn++++=bery
bad ^jj++++=bad
in ^in++++=in
dat ^nn+++??+=dat
galley ^nn++++=galley,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
dey ^nn+++??+=dey
likes ^nns++++=likes
sech ^&fo++++=sech
drinks ^nns++++=drinks,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hearn ^vbd+++xvbnx+=hearn
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
Whose ^whp+who+++=Whose
to ^to++++=to
know ^vbi+vprv+++=know
if ^cs+cnd+++=if
dey ^nn+++??+=dey
wah ^nn+++??+=wahn't
n't ^xnot++not++0=EXTRAWORD
at ^in++++=at
de ^&fw++++=de
bottle ^nn++++=bottle?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
black ^jj++++=black
rascal ^jj++++=rascal,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
said ^vbd+vpub++xvbn+=said
not ^xnot++not++=not
ten ^cd++++=ten
minutes ^nns++++=minutes
ago ^rb++++=ago
that ^cs+sub+++=that
the ^ati++++=the
brandy ^nn++++=brandy
was ^vbd+bedz+aux++=was
put ^vpsv++agls+xvbnx+=put
in ^rb+phrv+++=in
the ^ati++++=the
sauce ^nn++++=sauce
and ^cc++++=and
around ^in++++=around
the ^ati++++=the
pudding ^nn++++=pudding!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n.
'n. ^nn+++??+=EXTRAWORD
Ef ^np+++??+=Ef
dat ^nn+++??+=dat
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
de ^&fw++++=de
truf ^nn+++??+=truf
and ^cc++++0=an'
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
but ^cc++++=but
de ^&fw++++=de
truf ^nn+++??+=truf,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hopes ^nns++++=hopes
de ^&fw++++=de
good ^jj+atrb+++=good
Lawd ^np+++??+=Lawd
will ^md+prd+++=will
hab ^vb++++=hab
me ^pp1o+pp1+++=me
pah ^nn+++??+=pah'lized,
'lized, ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
make ^vb++++=make
me ^pp1o+pp1+++=me
fall ^vb++++=fall
dead ^jj+atrb+++=dead
heah ^nn+++??+=heah
in ^in++++=in
my ^pp$+pp1+++=my
tracks ^nns++++=tracks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Impious
impious ^jj+atrb+++=EXTRAWORD
creature ^nn++++=creature!
! ^zz++++=EXTRAWORD
Unworthy ^jj+atrb+++=Unworthy
descendant ^nn+nom+++=descendant
of ^in++++=of
Ham ^nn++++=Ham!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Warriner ^np+nom++??+=Warriner.
. ^zz++++=EXTRAWORD
" ^zz++++="Me
me ^pp1o+pp1+++=EXTRAWORD
a ^at++++=a
ham ^nn++++=ham?
? ^zz++++=EXTRAWORD
Me ^pp1o+pp1+++=Me,
, ^zz++++=EXTRAWORD
a ^at++++=a
linear ^nn++++=linear
decen ^vbd+++xvbn+=decen'ant
'ant ^nn+++??+=EXTRAWORD
ob ^nn+++??+=ob
de ^&fw++++=de
great ^jj+atrb+++=great
Lawd ^np+++??+=Lawd
Cornwahlis ^np+++??+=Cornwahlis,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
lan ^jj++++=lan'ed
'ed ^jj+++xvbn+0=EXTRAWORD
at ^rb++++=at
Yohktown ^np+++??+=Yohktown
and ^cc++++0=an'
chased ^vbd+++xvbn+=chased
de ^&fw++++=de
Yanks ^nn++++=Yanks
all ^abn++++=all
ober ^jjr++++=ober
de ^&fw++++=de
plains ^npls++++=plains
ob ^nn+++??+=ob
Ole ^np+++??+=Ole
Virgintay ^np+++??+=Virgintay?
? ^zz++++=EXTRAWORD
Dat ^np++++=Dat's
's ^$++++=EXTRAWORD
de ^&fw++++=de
stock ^nn++++=stock
I ^pp1a+pp1+++=I
come ^vb++++=come
from ^in+ppvb+++=from,
, ^zz++++=EXTRAWORD
Mistah ^npt++++=Mistah
Warmer ^jjr++++=Warmer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
so ^ql++++=so
I ^pp1a+pp1+++=I
want ^vb++++=want
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
to ^in++++=to
understan ^jj+atrb+++=understan'."
'." ^nn+++??+=EXTRAWORD
The ^ati++++=The
cook ^nn++++=cook's
's ^$++++=EXTRAWORD
reference ^nn+nom+++=reference
to ^in++++=to
his ^pp$+pp3+++=his
ancestors ^nns++++=ancestors
astounded ^vbd+++xvbn+=astounded
Warriner ^np+nom++??+=Warriner,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
none ^pn++++=none
of ^in++++=of
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us
saw ^vbd+vprv++xvbn+=saw
anything ^pn++++=anything
queer ^jj++++=queer
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
heavens ^nns++++=heavens!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
curse ^nn++++=curse
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there
like ^in++++=like
ignorance ^nn+nom+++=ignorance?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
lucky ^jj+pred+++=lucky
for ^in++++=for
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
Warriner ^np+nom++??+=Warriner
spoke ^vbd+++xvbn+=spoke
up ^rp++++=up,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
going ^md"++pmd"++=going
to ^md+prd+++=to
show ^vb+vprv+++=show
off ^in+pl+++=off
about ^in++++=about
Lord ^npt++++=Lord
Cornwallis ^np+++??+=Cornwallis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
likely ^jj++++=likely
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
a ^at++++=a
fool ^nn++++=fool
of ^in++++=of
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
history ^nn++++=history
is ^vbz+bez+vrb++=is
a ^at++++=a
bit ^nn++++=bit
uncertain ^jj++++=uncertain;
; ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
by ^in++++=by
and ^cc++++=and
kept ^vbd+++xvbn+=kept
mum ^nn++++=mum.
. ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
considering ^vbg+++xvbgx+=considering
while ^cs+sub+++=while
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us
talked ^vbd+++xvbn+=talked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Cap'n
cap ^nn++++=EXTRAWORD
'n ^nn+++??+=EXTRAWORD
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
ax ^vb+++??+=ax
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sah ^nn+++??+=sah,
, ^zz++++=EXTRAWORD
for ^in++++=for
de ^&fw++++=de
Bible ^nn++++=Bible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
promises ^vb++++=promises
to ^to+vcmp+++=to
bring ^vbi++++=bring
dis ^np++++=dis
sinful ^jj++++=sinful
critter ^jjr++++=critter
to ^in++++=to
time ^nn++++=time,
, ^zz++++=EXTRAWORD
eben ^&fw++++=eben
of ^in++++=of
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=does
b ^zz++++=b'long
'long ^nn+++??+=EXTRAWORD
to ^to++++=to
de ^&fw++++=de
quality ^nn+nom+++=quality
ob ^nn+++??+=ob
Virginny ^np+++??+=Virginny,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
do ^vb+do+vrb++=don't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
de ^&fw++++=de
debil ^nn+++??+=debil
hab ^np++++=hab
turned ^vbd+++xvbn+=turned
saint ^nn++++=saint."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
All ^abn++++=All
of ^in++++=of
us ^pp1o+pp1+++=us
were ^vbd+bed+aux++=were
surprised ^vpsv++agls+xvbnx+=surprised
at ^rb++++=at
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Pratt ^np+++??+=Pratt
went ^vbd+++xvbn+=went
to ^to++++=to
fetch ^vbi++++=fetch
the ^ati++++=the
book ^nn++++=book.
. ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read
large ^jj+atrb+++=large
print ^nn++++=print
tolerably ^rb++++=tolerably
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
write ^vb++++=write
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
facts ^nns++++=facts
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
proud ^jj++++=proud
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
confident ^jj+atrb+++=confident
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
new ^jj+atrb+++=new
tack ^nn++++=tack
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
the ^ati++++=the
cook ^nn++++=cook
a ^at++++=a
bit ^nn++++=bit
uneasy ^jj++++=uneasy
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time.
. ^zz++++=EXTRAWORD
