Even ^rb++++=Even
fight ^vb++++=fight
that ^dt+dem+++=that
out ^rp+pl+++=out
between ^in++++=between
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
hot ^jj+atrb+++=hot
clamp ^nn++++=clamp
twisted ^vbd+++xvbn+=twisted
his ^pp$+pp3+++=his
skull ^nn++++=skull.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
spike ^nn+++??+=spike
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
thrust ^vpsv++agls+xvbnx+=thrust
and ^cc++++=and
beaten ^jj+++xvbn+=beaten
down ^rp++++=down
between ^in++++=between
the ^ati++++=the
bivalvular ^nn+++??+=bivalvular
halves ^nns++++=halves
of ^in++++=of
his ^pp$+pp3+++=his
brain ^nn++++=brain.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
terribly ^rb++++=terribly
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
Horribly ^rb+cnj+++=Horribly,
, ^zz++++=EXTRAWORD
magni ^nn+++??+=magni
cently ^jj++++=cently
clear ^jj++++=clear.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
universe ^nn++++=universe.
. ^zz++++=EXTRAWORD
The ^ati++++=The
world ^nn++++=world
of ^in++++=of
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
skull ^nn++++=skull,
, ^zz++++=EXTRAWORD
divided ^xvbn+++xvbn+=divided
into ^in++++=into
camps ^nns++++=camps,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
of ^in++++=of
Iorr ^np+++??+=Iorr,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
of ^in++++=of
Tylle ^np+++??+=Tylle.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
using ^vbg+++xvbgx+=using
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
Pennants ^nns+nom++??+=Pennants
ung ^nn+++??+=ung
up ^rp++++=up
on ^in++++=on
a ^at++++=a
pink ^jj+atrb+++=pink
mind ^nn++++=mind
sky ^nn++++=sky!
! ^zz++++=EXTRAWORD
Brass ^nn++++=Brass
shields ^nns++++=shields
caught ^vbd+++xvbn+=caught
the ^ati++++=the
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Grey ^np++++=Grey
animals ^nns+nom+++=animals
shifted ^vbd+++xvbn+=shifted
and ^cc+phrs+++=and
came ^vbd+++xvbn+=came
rushing ^vbg+++xvbg+=rushing
in ^in++++=in
bristling ^jj+atrb+++=bristling
tides ^nns++++=tides
of ^in++++=of
sword ^nn++++=sword
a ^at++++=a
plume ^nn++++=plume
and ^cc++++=and
trumpet ^nn++++=trumpet.
. ^zz++++=EXTRAWORD
Eeeeeeeeeeeeeeee ^np+nom++??+=Eeeeeeeeeeeeeeee!
! ^zz++++=EXTRAWORD
The ^ati++++=The
rushing ^nn++++=rushing.
. ^zz++++=EXTRAWORD
Ahhhhhhhhhhhhhhh ^np+++??+=Ahhhhhhhhhhhhhhh!
! ^zz++++=EXTRAWORD
The ^ati++++=The
roaring ^nvbg+++xvbg+=roaring.
. ^zz++++=EXTRAWORD
Nowwwwwwwwwwwwww ^np+++??+=Nowwwwwwwwwwwwww!
! ^zz++++=EXTRAWORD
The ^ati++++=The
whirling ^nn++++=whirling.
. ^zz++++=EXTRAWORD
Mmmmmmmmmmmmm ^np+++??+=Mmmmmmmmmmmmm
Ten ^cd++++=Ten
thousand ^cd++++=thousand
men ^nns++++=men
hurtled ^vbd+++xvbn+=hurtled
across ^in+pl+++=across
the ^ati++++=the
small ^jj+atrb+++=small
hidden ^jj+atrb++xvbn+=hidden
stage ^nn++++=stage.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
thousand ^cd++++=thousand
men ^nns++++=men
oated ^vbd+++xvbn+=oated
on ^in++++=on
the ^ati++++=the
shellacked ^jj+atrb++xvbn+=shellacked
inner ^jjb+atrb+++=inner
ball ^nn++++=ball
of ^in++++=of
his ^pp$+pp3+++=his
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
thousand ^cd++++=thousand
javelins ^nns+++??+=javelins
hissed ^vbd+++xvbn+=hissed
between ^in++++=between
the ^ati++++=the
small ^jj+atrb+++=small
bone ^nn++++=bone
hulls ^nns++++=hulls
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
thousand ^cd++++=thousand
jeweled ^jj+atrb++xvbn+=jeweled
guns ^nns++++=guns
exploded ^vbd+++xvbn+=exploded.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
thousand ^cd++++=thousand
voices ^nns++++=voices
chanted ^vbd+++xvbn+=chanted
in ^in++++=in
his ^pp$+pp3+++=his
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
his ^pp$+pp3+++=his
body ^nn++++=body
was ^vbd+bedz+aux++=was
riven ^vpsv++agls+xvbnx+=riven
and ^cc++++=and
extended ^jj+++xvbn+=extended,
, ^zz++++=EXTRAWORD
shaken ^xvbn+++xvbn+=shaken
and ^cc+phrs+++=and
rolled ^xvbn+++xvbn+=rolled,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
Was ^vbd+bedz+aux++=Was
screaming ^vbg+++xvbgx+=screaming,
, ^zz++++=EXTRAWORD
writhing ^jj++++=writhing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
plates ^nns++++=plates
of ^in++++=of
his ^pp$+pp3+++=his
skull ^nn++++=skull
threatened ^nn+++xvbn+=threatened
to ^to+ncmp+++=to
burst ^vbi++++=burst
asunder ^rb++++=asunder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gabbling ^nn+nom+++=gabbling,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shrilling ^nn+nom+++=shrilling,
, ^zz++++=EXTRAWORD
as ^ql++++=as
across ^in+pl+++=across
bone ^nn++++=bone
plains ^npls++++=plains
of ^in++++=of
mind ^nn++++=mind
and ^cc++++=and
continent ^nn++++=continent
of ^in++++=of
inner ^jjb+atrb+++=inner
marrow ^nn+++??+=marrow,
, ^zz++++=EXTRAWORD
through ^in++++=through
gullies ^nns+++??+=gullies
of ^in++++=of
vein ^nn++++=vein,
, ^zz++++=EXTRAWORD
down ^rp++++=down
hills ^npl++++=hills
of ^in++++=of
artery ^nn++++=artery,
, ^zz++++=EXTRAWORD
over ^in++++=over
rivers ^nns++++=rivers
of ^in++++=of
melancholy ^nn++++=melancholy,
, ^zz++++=EXTRAWORD
came ^jj+atrb++xvbn+=came
armies ^nns++++=armies
and ^cc++++=and
armies ^nns++++=armies,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
army ^nn++++=army,
, ^zz++++=EXTRAWORD
two ^cd++++=two
armies ^nns++++=armies,
, ^zz++++=EXTRAWORD
swords ^nns++++=swords
ashed ^vbd+++xvbn+=ashed
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
bearing ^vbg+++xvbg+=bearing
down ^rp++++=down
upon ^in++++=upon
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
fty ^nn+++??+=fty
thousand ^cd++++=thousand
minds ^nns++++=minds
snatching ^vwbg+++xvbg+=snatching,
, ^zz++++=EXTRAWORD
scrabbling ^nn+nom+++=scrabbling,
, ^zz++++=EXTRAWORD
cutting ^vbg+++xvbg+=cutting
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
demanding ^vbg+vsua++xvbg+=demanding,
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hard ^jj+atrb+++=hard
collision ^nn++++=collision,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
army ^nn++++=army
on ^rp++++=on
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rush ^nn++++=rush,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fury ^nn++++=fury,
, ^zz++++=EXTRAWORD
the ^ati++++=the
death ^nn++++=death,
, ^zz++++=EXTRAWORD
the ^ati++++=the
insanity ^nn+nom+++=insanity!
! ^zz++++=EXTRAWORD
Like ^in++++=Like
cymbals ^nns+nom+++=cymbals,
, ^zz++++=EXTRAWORD
the ^ati++++=the
armies ^nns++++=armies
struck ^vbd+++xvbn+=struck!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaped ^vbd+++xvbnx+=leaped
up ^rp++++=up,
, ^zz++++=EXTRAWORD
raving ^jj++++=raving.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
across ^in+ppvb+++=across
the ^ati++++=the
desert ^nn++++=desert.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
and ^cc+phrs+++=and
ran ^vbd+++xvbn+=ran
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
stop ^vb++++=stop
running ^jj+++xvbg+=running.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
and ^cc++++=and
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sobbed ^vbd+++xvbnx+=sobbed
until ^cs+sub+++=until
his ^pp$+pp3+++=his
lungs ^nns++++=lungs
ached ^vbd+++xvbn+=ached.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cried ^vbd+++xvbnx+=cried
very ^ql+amp+++=very
hard ^jj++++=hard
and ^cc+phrs+++=and
long ^jj++++=long.
. ^zz++++=EXTRAWORD
Tears ^nns++++=Tears
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
and ^cc++++=and
into ^in++++=into
his ^pp$+pp3+++=his
upraised ^jj+atrb++xvbn+=upraised,
, ^zz++++=EXTRAWORD
trembling ^jj+atrb++xvbg+=trembling
ngers ^nn++++=ngers.
. ^zz++++=EXTRAWORD
" ^zz++++="God,
god ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
God ^np++++=God,
, ^zz++++=EXTRAWORD
help ^nn++++=help
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh
God ^np++++=God,
, ^zz++++=EXTRAWORD
help ^nn++++=help
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
All ^abn++++=All
was ^vbd+bedz+vrb++=was
normal ^jj+pred+++=normal
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
least ^rb"++++=least
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
up ^in+cmpx+++=up
against ^in"++++=against,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
world ^nn++++=world.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
an ^at++++=an
innocent ^jj+atrb+++=innocent
looking ^jj+atrb++xvbg+=looking
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
a ^at++++=a
monster ^nn+nom+++=monster
it ^pp3+it+++=it
really ^rb+emph+++=really
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good
no ^at++++=no
one ^cd1++++=one
ever ^rb++++=ever
explored ^vbd+++xvbn+=explored
it ^pp3+it+++=it
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
did ^vbd+dod+vrb++=did
they ^pp3a+pp3+++=they?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
his ^pp$+pp3+++=his
aching ^vbg+++xvbg+=aching
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
Pity ^nn++++=Pity
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
ever ^rb++++=ever
crashed ^vbd+++xvbn+=crashed
here ^rn+pl+++=here
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
any ^dti++++=any
ever ^rb++++=ever
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Warm ^jj+atrb+++=Warm
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
hard ^jj+atrb+++=hard
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
hostility ^nn+nom+++=hostility.
. ^zz++++=EXTRAWORD
A ^at++++=A
lovely ^jj+atrb+++=lovely
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
you ^pp2+pp2+++=you
shut ^vbd+++xvbn+=shut
your ^pp$+pp2+++=your
eyes ^nns++++=eyes
and ^cc++++=and
relaxed ^vbd+++xvbn+=relaxed
your ^pp$+pp2+++=your
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
night ^nn++++=night
and ^cc++++=and
the ^ati++++=the
voices ^nns++++=voices
and ^cc++++=and
the ^ati++++=the
insanity ^nn+nom+++=insanity
and ^cc++++=and
the ^ati++++=the
death ^nn++++=death
padded ^vbd+++xvbn+=padded
in ^in++++=in
on ^in++++=on
soft ^jj+atrb+++=soft
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
proudly ^rb++++=proudly.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
at ^rb++++=at
that ^dt+pdem+++=that!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
displayed ^vbd+++xvbnx+=displayed
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
By ^in++++=By
a ^at++++=a
supreme ^jj+atrb+++=supreme
effort ^nn++++=effort
of ^in++++=of
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
shaking ^jj+++xvbg+=shaking.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
who ^whp+who+++=who
in ^in++++=in
hell ^nn++++=hell's
's ^$++++=EXTRAWORD
ruler ^nn++++=ruler
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced
to ^in++++=to
the ^ati++++=the
innocent ^jj+atrb+++=innocent
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tapped ^vbd+++xvbnx+=tapped
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
To ^to++++=To
think ^vbi+vprv+tht0++=think
that ^tht+vcmp+++=that
thought ^vbd+++xvbn+=thought
could ^md+pos+++=could
live ^vb++++=live
that ^dt+pdem+++=that
long ^rb++++=long!
! ^zz++++=EXTRAWORD
A ^at++++=A
million ^cd++++=million
years ^nns++++=years,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
all ^abn++++=all
these ^dt+dem+++=these
thoughts ^nns++++=thoughts
of ^in++++=of
death ^nn++++=death
and ^cc++++=and
disorder ^nn+nom+++=disorder
and ^cc++++=and
conquest ^nn++++=conquest,
, ^zz++++=EXTRAWORD
lingering ^vbg+++xvbg+=lingering
in ^in++++=in
the ^ati++++=the
innocent ^jj+atrb+++=innocent
but ^cc+phrs+++=but
poisonous ^jj+atrb+++=poisonous
air ^nn++++=air
of ^in++++=of
the ^ati++++=the
planet ^nn++++=planet,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
a ^at++++=a
real ^jj+atrb+++=real
man ^nn++++=man
to ^to++++=to
give ^vbi++++=give
them ^pp3o+pp3+++=them
a ^at++++=a
channel ^npl++++=channel
through ^in++++=through
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
might ^md+pos+++=might
issue ^vb++++=issue
again ^rb+tm+++=again
in ^in++++=in
all ^abn++++=all
their ^pp$+pp3+++=their
senseless ^jj+atrb+++=senseless
virulence ^nn+nom+++=virulence.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
feeling ^nvbg+++xvbg+=feeling
better ^jjr++++=better,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
silly ^jj++++=silly.
. ^zz++++=EXTRAWORD
All ^abn++++=All
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
do ^vb++++=do,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
stay ^vb++++=stay
awake ^jj++++=awake
six ^cd++++=six
nights ^nns++++=nights.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
bother ^nn++++=bother
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
awake ^jj+pred+++=awake,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
dominant ^jj+pred+++=dominant.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
stronger ^jjr+pred+++=stronger
than ^in++++=than
those ^dt+dem+++=those
crazy ^jj+atrb+++=crazy
monarchs ^nns++++=monarchs
and ^cc++++=and
their ^pp$+pp3+++=their
silly ^jj+atrb+++=silly
tribes ^nns++++=tribes
of ^in++++=of
sword ^nn++++=sword-flingers
- ^zz++++=EXTRAWORD
flingers ^nns+nom+++=EXTRAWORD
and ^cc++++=and
shield ^nn++++=shield-bearers
- ^zz++++=EXTRAWORD
bearers ^nns+nom+++=EXTRAWORD
and ^cc++++=and
horn ^np++++=horn-blowers.
- ^zz++++=EXTRAWORD
blowers ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
stay ^vb++++=stay
awake ^jj++++=awake.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
can ^md+pos+++=can
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wondered ^vbd+vprv++xvbnx+=wondered.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
whole ^jj+atrb+++=whole
nights ^nns++++=nights?
? ^zz++++=EXTRAWORD
Awake ^jj++++=Awake?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
coffee ^nn++++=coffee
and ^cc++++=and
medicine ^nn++++=medicine
and ^cc++++=and
books ^nns++++=books
and ^cc++++=and
cards ^nns++++=cards.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
tired ^vpsv++agls+xvbnx+=tired
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
I ^pp1a+pp1+++=I
hold ^vb+vprv+++=hold
out ^rp+pl+++=out?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
always ^rb++++=always
the ^ati++++=the
gun ^nn++++=gun.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
will ^md+prd+++=will
these ^dt+dem+++=these
silly ^jj+atrb+++=silly
monarchs ^nns++++=monarchs
be ^vb+be+vrb++=be
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
a ^at++++=a
bullet ^nn++++=bullet
through ^in++++=through
their ^pp$+pp3+++=their
stage ^nn++++=stage?
? ^zz++++=EXTRAWORD
All ^abn++++=All
the,world ^nn+++??+=the,world's
's ^$++++=EXTRAWORD
a ^at++++=a
stage ^nn++++=stage?
? ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You,
, ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard
Sale ^nn++++=Sale,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
small ^jj+atrb+++=small
stage ^nn++++=stage.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
the ^ati++++=the
players ^nns+nom+++=players.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+++=what
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
a ^at++++=a
bullet ^nn++++=bullet
through ^in++++=through
the ^ati++++=the
wings ^nns++++=wings,
, ^zz++++=EXTRAWORD
tearing ^vbg+++xvbg+=tearing
down ^rb+phrv+++=down
scenes ^nns++++=scenes,
, ^zz++++=EXTRAWORD
destroying ^vbg+++xvbg+=destroying
curtains ^nns++++=curtains,
, ^zz++++=EXTRAWORD
ruining ^vbg+++xvbg+=ruining
lines ^nns++++=lines!
! ^zz++++=EXTRAWORD
Destroy ^vb++++=Destroy
the ^ati++++=the
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
the ^ati++++=the
players ^nns+nom+++=players,
, ^zz++++=EXTRAWORD
all ^abn++++=all,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
careful ^jj++++=careful!
! ^zz++++=EXTRAWORD
First ^rb++++=First
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
must ^md+nec+++=must
radio ^vb++++=radio
through ^in++++=through
to ^in++++=to
Marsport ^np+++??+=Marsport,
, ^zz++++=EXTRAWORD
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
any ^dti++++=any
way ^nn++++=way
they ^pp3a+pp3+++=they
could ^md+pos+++=could
rush ^vb++++=rush
the ^ati++++=the
rescue ^nn++++=rescue
ship ^nn++++=ship
sooner ^rbr++++=sooner,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
maybe ^rb+hdg+++=maybe
he ^pp3a+pp3+++=he
could ^md+pos+++=could
hang ^vb++++=hang
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Anyway ^rb+cnj+++=Anyway,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
must ^md+nec+++=must
warn ^vb+vpub+++=warn
them ^pp3o+pp3+++=them
what ^wdt+who+++=what
sort ^nn++++=sort
of ^in++++=of
planet ^nn++++=planet
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
so ^rb+emph+++=so
innocent ^jj++++=innocent-seeming
- ^zz++++=EXTRAWORD
seeming ^vbg+seem++xvbg+=EXTRAWORD
spot ^nn++++=spot
of ^in++++=of
nightmare ^nn++++=nightmare
and ^cc++++=and
fever ^nn++++=fever
vision ^nn++++=vision
He ^pp3a+pp3+++=He
tapped ^vbd+++xvbnx+=tapped
on ^in++++=on
the ^ati++++=the
radio ^nn++++=radio
key ^jjb++++=key
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mouth ^nn++++=mouth
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
radio ^nn++++=radio
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
through ^in++++=through
the ^ati++++=the
proper ^jj+atrb+++=proper
rescue ^nn++++=rescue
message ^nn+nom+++=message,
, ^zz++++=EXTRAWORD
received ^j+++xvbn+=received
a ^at++++=a
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
extinguished ^vbd+++xvbn+=extinguished
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
proper ^jj+atrb+++=proper
touch ^nn++++=touch
of ^in++++=of
irony ^nn++++=irony,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
one ^cd1++++=one
thing ^nn++++=thing
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
Draw ^vb++++=Draw
a ^at++++=a
plan ^nn++++=plan.
