Out ^rp+pl+++=Out
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="Johann
johann ^nn+++??+=EXTRAWORD
Franz ^np++++=Franz
Ahn ^np+++??+=Ahn,
, ^zz++++=EXTRAWORD
born ^xvbn+++xvbn+=born
1796 ^cd+date+++=1796,
, ^zz++++=EXTRAWORD
died ^j+++xvbn+=died
1865 ^cd+date+++=1865,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
educationalist ^nn+nom+++=educationalist,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
in ^in++++=in
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
chief ^jjb+atrb+++=chief
work ^nn++++=work,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
very ^ql+amp+++=very
fond ^jj++++=fond,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
volume ^nn++++=volume
entitled ^vwbn+++xvbn+=entitled,
, ^zz++++=EXTRAWORD
' ^zz++++='Praktischer
praktischer ^jjr++++=EXTRAWORD
Lehrgang ^np+++??+=Lehrgang
zur ^nn+++??+=zur
Schnellen ^np+++??+=Schnellen
und ^&fw++++=und
Leichten ^np+++??+=Leichten
Erlergung ^np+++??+=Erlergung
der ^&fw++++=der
Franz ^np++++=Franz
sischen ^vbd+++xvbn+=sischen
Sprache ^np+++??+=Sprache.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^vb+hv+aux++0=EXTRAWORD
read ^vprf+++xvbnx+=read
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pobble ^np++++=Pobble?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
miserably ^rb++++=miserably.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
ever ^rb++++=ever
have ^vb+hv+vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
case ^nn++++=case
grew ^vbd+++xvbn+=grew
worse ^jjr++++=worse
with ^in++++=with
every ^at++++=every
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
be ^vb+be+aux++=be
going ^vbg+++xvbgx+=going,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
made ^vbd+++xvbn+=made
no ^at++++=no
attempt ^nn++++=attempt
to ^to+ncmp+++=to
detain ^vbi++++=detain
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
her ^pp3o+pp3+++=her
presence ^nn+nom+++=presence
with ^in++++=with
slow ^jj+atrb+++=slow
steps ^nns++++=steps
and ^cc++++=and
a ^at++++=a
heart ^nn++++=heart
of ^in++++=of
lead ^nn++++=lead
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
high ^jj+atrb+++=high
voice ^nn++++=voice
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
saying ^vwbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
take ^vb++++=take
alcohol ^nn++++=alcohol:
: ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
rather ^rb++++=rather
a ^at++++=a
specialty ^nn+++??+=specialty
of ^in++++=of
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
Alcohol ^nn++++=Alcohol
is ^vbz+bez+vrb++=is
a ^at++++=a
term ^nn++++=term
applied ^vwbn+++xvbn+=applied
to ^in++++=to
a ^at++++=a
group ^nn++++=group
of ^in++++=of
organic ^jj+atrb+++=organic
substances ^nns+nom+++=substances,
, ^zz++++=EXTRAWORD
including ^in++++=including
methyl ^nn+++??+=methyl,
, ^zz++++=EXTRAWORD
ethyl ^nn+++??+=ethyl,
, ^zz++++=EXTRAWORD
propyl ^nn+++??+=propyl,
, ^zz++++=EXTRAWORD
butyl ^nn+++??+=butyl,
, ^zz++++=EXTRAWORD
amyl ^nn+++??+=amyl----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Back ^jjb++++=Back
in ^in++++=in
his ^pp$+pp3+++=his
bachelor ^nn++++=bachelor
home ^nr++++=home
the ^ati++++=the
heartsick ^nn+++??+=heartsick
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
flung ^vbd+++xvbn+=flung
his ^pp$+pp3+++=his
new ^jj+atrb+++=new
tie ^nn++++=tie
into ^in++++=into
a ^at++++=a
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
slammed ^j+++xvbn+=slammed
his ^pp$+pp3+++=his
ultra ^jj+atrb+++=ultra
shoes ^nns++++=shoes
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tossed ^vbd+++xvbn+=tossed
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers,
, ^zz++++=EXTRAWORD
heedless ^jj++++=heedless
of ^in++++=of
rumpling ^nn+nom+++=rumpling,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
down ^rp++++=down,
, ^zz++++=EXTRAWORD
head ^nn++++=head
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thought ^vpsv++agls+xvbn+=thought
of ^in++++=of
a ^at++++=a
watery ^jj++++=watery
grave ^jj++++=grave.
. ^zz++++=EXTRAWORD
For ^in++++=For
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
hope ^vb++++=hope
to ^to+vcmp+++=to
compete ^vbi++++=compete
conversationally ^rb++++=conversationally
or ^cc+cls+++=or
otherwise ^rb+cnj+++=otherwise
with ^in++++=with
the ^ati++++=the
literary ^jj+atrb+++=literary
Deeley ^np+++??+=Deeley
of ^in++++=of
Xenia ^np+++??+=Xenia
was ^vbd+bedz+vrb++=was
all ^abn++++=all
too ^ql++++=too
apparent ^jj++++=apparent.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
her ^pp$+pp3+++=her
Blossom ^vb++++=Blossom
but ^cc++++=but
a ^ap++++=a
few ^ap"++++=few
brief ^jj+atrb+++=brief
hours ^nns++++=hours
ago ^rb++++=ago--said
-- ^--+clp+++=EXTRAWORD
said ^j+++xvbn+=EXTRAWORD
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
a ^at++++=a
literary ^jj+atrb+++=literary
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
literary ^jj++++=literary
to ^in++++=to
his ^pp$+pp3+++=his
manicured ^jj+atrb++xvbn+=manicured
finger ^nn++++=finger
tips ^nns++++=tips.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
not ^xnot++not++=not
give ^vb++++=give
up ^rb+phrv+++=up.
. ^zz++++=EXTRAWORD
Pottles ^np+++??+=Pottles
are ^vb+ber+aux++=are
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
stern ^jj+atrb+++=stern
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
Reason ^nn++++=Reason
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
cause ^nn++++=cause
was ^vbd+bedz+vrb++=was
hopeless ^jj+pred+++=hopeless,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
heart ^nn++++=heart
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
to ^to++++=to
fight ^vbi++++=fight
to ^in++++=to
the ^ati++++=the
last ^ap++++=last.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
obeyed ^vbd+++xvbnx+=obeyed
his ^pp$+pp3+++=his
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Arraying ^np+++??+=Arraying
himself ^ppl+pp3+++=himself
in ^in++++=in
his ^pp$+pp3+++=his
finest ^jjt++++=finest,
, ^zz++++=EXTRAWORD
three ^cd++++=three
nights ^nns++++=nights
later ^rbr+tm+++=later
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
to ^to++++=to
call ^vbi++++=call
on ^in+ppvb+++=on
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup,
, ^zz++++=EXTRAWORD
a ^at++++=a
five ^cd++++=five-pound
- ^zz++++=EXTRAWORD
pound ^nn++++=EXTRAWORD
box ^nn++++=box
of ^in++++=of
Choc ^np+++??+=Choc-O-late
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
late ^jj+atrb+++=EXTRAWORD
Nutties ^np+++??+=Nutties
hugged ^vbd+++xvbn+=hugged
nervously ^rb++++=nervously
to ^in++++=to
his ^pp$+pp3+++=his
silk ^nn++++=silk-shirted
- ^zz++++=EXTRAWORD
shirted ^jj+atrb++xvbn+=EXTRAWORD
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
A ^at++++=A
maid ^nn++++=maid
admitted ^vwbn+++xvbn+=admitted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
in ^in++++=in
the ^ati++++=the
living ^jj+atrb++xvbg+=living
room ^nn++++=room
a ^at++++=a
familiar ^jj+atrb+++=familiar
high ^jj+atrb+++=high
masculine ^jj+atrb+++=masculine
voice ^nn++++=voice
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
his ^pp$+pp3+++=his
fists ^nns++++=fists
double ^vb++++=double
up ^rp++++=up.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="Aristotle,
aristotle ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Greek ^jj+atrb+++=Greek
philosopher ^nn+nom+++=philosopher,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
at ^rb++++=at
Stagira ^np+++??+=Stagira
in ^in++++=in
384 ^cd++++=384
B ^zz++++=B.
. ^zz++++=EXTRAWORD
C ^zz++++=C.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
paused ^vbd+++xvbn+=paused
to ^to++++=to
greet ^vbi++++=greet
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
casually ^rb++++=casually;
; ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
took ^vbd+++xvbn+=took
the ^ati++++=the
candy ^nn++++=candy
with ^in++++=with
only ^rb+down+++=only
conventional ^jj+atrb+++=conventional
words ^nns++++=words
of ^in++++=of
appreciation ^nn+nom+++=appreciation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
at ^rb++++=at
once ^rb"+tm+++=once
to ^to++++=to
listen ^vbi++++=listen,
, ^zz++++=EXTRAWORD
disciple ^nn++++=disciple-like,
- ^zz++++=EXTRAWORD
like ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
discourses ^nns++++=discourses
of ^in++++=of
the ^ati++++=the
sage ^nn++++=sage
from ^in++++=from
Xenia ^np+++??+=Xenia,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
for ^in++++=for
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
evening ^nn++++=evening
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
the ^ati++++=the
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
absorbed ^j+++xvbn+=absorbed
every ^at++++=every
beam ^nn++++=beam
of ^in++++=of
the ^ati++++=the
calcium ^nn++++=calcium,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dispensed ^vbd+++xvbn+=dispensed
fact ^nn++++=fact
and ^cc++++=and
fancy ^jj++++=fancy
about ^in++++=about
a ^at++++=a
wide ^jj+atrb+++=wide
variety ^nn++++=variety
of ^in++++=of
things ^nns++++=things.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
with ^in++++=with
many ^ap++++=many
and ^cc++++=and
curious ^jj+atrb+++=curious
specialties ^nns+++??+=specialties.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
was ^vbd+bedz+vrb++=was
a ^at++++=a
willing ^jj++++=willing,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
a ^at++++=a
most ^ql+emph+++=most
unwilling ^jj+atrb+++=unwilling
listener ^nn+nom+++=listener.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
went ^vbd+++xvbn+=went
home ^nr++++=home,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
uttered ^vbd+++xvbn+=uttered
but ^cc++++=but
two ^cd++++=two
words ^nns++++=words
all ^rb++++=all
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
monosyllables ^nns+++??+=monosyllables.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
left ^vbd+++xvbnx+=left
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
holding ^vwbg+vprv++xvbg+=holding
forth ^np++++=forth
in ^in++++=in
detail ^nn++++=detail
on ^in++++=on
the ^ati++++=the
science ^nn+nom+++=science
of ^in++++=of
astronomy ^nn++++=astronomy,
, ^zz++++=EXTRAWORD
with ^in++++=with
side ^nn++++=side
glances ^nns+nom+++=glances
at ^rb++++=at
astrology ^nn+++??+=astrology
and ^cc++++=and
ancestor ^nn++++=ancestor-worship.
- ^zz++++=EXTRAWORD
worship ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
was ^vbd+bedz+vrb++=was
too ^ql++++=too
full ^jj++++=full
for ^in++++=for
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
in ^in++++=in
the ^ati++++=the
moonlight ^nn++++=moonlight
through ^in++++=through
Eastman ^np+++??+=Eastman
Park ^nn++++=Park,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
with ^in++++=with
the ^ati++++=the
partially ^rb+down+++=partially
formed ^vprf+++xvbn+=formed
intent ^jj++++=intent
of ^in++++=of
flinging ^xvbg+++xvbg+=flinging
himself ^ppl+pp3+++=himself
in ^in++++=in
among ^in++++=among
the ^ati++++=the
swans ^nn++++=swans
that ^tht+rel+subj++=that
slept ^vprf+++xvbn+=slept
on ^in++++=on
the ^ati++++=the
artificial ^jj+atrb+++=artificial
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mind ^nn++++=mind
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
conversation ^nn+nom+++=conversation
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
in ^in++++=in
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup's
's ^$++++=EXTRAWORD
salon ^nn++++=salon.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
Blossom ^vb++++=Blossom
to ^in++++=to
him ^pp3o+pp3+++=him
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now--this
-- ^--+clp+++=EXTRAWORD
this ^dt+dem+++=EXTRAWORD
loudly ^rb++++=loudly
learned ^vprf+++xvbn+=learned
stranger ^jjr++++=stranger!
! ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
stopped ^vbd+++xvbn+=stopped
suddenly ^rb++++=suddenly
and ^cc++++=and
sat ^vpsv++agls+xvbn+=sat
down ^rb+phrv+++=down
sharply ^rb++++=sharply
on ^in++++=on
a ^at++++=a
park ^nn++++=park
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
The ^ati++++=The
topics ^nns++++=topics
on ^in++++=on
which ^whp+rel+pied++=which
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
had ^vbd+hvd+aux++=had
conversed ^vprf+++xvbnx+=conversed
so ^pn++++=so
fluently ^rb++++=fluently
passed ^vbd+++xvbn+=passed
in ^in++++=in
an ^at++++=an
orderly ^jj+atrb+++=orderly
array ^nn++++=array
before ^in++++=before
his ^pp$+pp3+++=his
mind ^nn++++=mind:
: ^zz++++=EXTRAWORD
Apes ^np+++??+=Apes,
, ^zz++++=EXTRAWORD
acoustics ^nn++++=acoustics,
, ^zz++++=EXTRAWORD
angels ^nns++++=angels,
, ^zz++++=EXTRAWORD
Apollo ^np++++=Apollo,
, ^zz++++=EXTRAWORD
adders ^nn++++=adders,
, ^zz++++=EXTRAWORD
albumen ^j+++xvbn+=albumen,
, ^zz++++=EXTRAWORD
auks ^nns+++??+=auks,
, ^zz++++=EXTRAWORD
Alexander ^np+nom+++=Alexander
the ^ati++++=the
Great ^jj++++=Great,
, ^zz++++=EXTRAWORD
anarchy ^nn++++=anarchy,
, ^zz++++=EXTRAWORD
adenoids ^nns+++??+=adenoids----He
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
had ^vb+hv+vrb++=had
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
A ^at++++=A
light ^nn++++=light,
, ^zz++++=EXTRAWORD
bright ^jj++++=bright
as ^in++++=as
the ^ati++++=the
sun ^nn++++=sun
at ^in++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
dawned ^j+++xvbn+=dawned
on ^in++++=on
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
morning ^nn++++=morning
when ^wrb+who+++=when
the ^ati++++=the
public ^jj+atrb+++=public
library ^npl+nom+++=library
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
A ^at++++=A
feverish ^jj+atrb+++=feverish
week ^nn++++=week
rushed ^vwbn+++xvbn+=rushed
by ^in++++=by
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle's
's ^$++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
having ^vbg+hvg++xvbg+=having
to ^in++++=to
charge ^vb++++=charge
that ^tht+vcmp+++=that
little ^ap++++=little
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
bashful ^jj+atrb+++=bashful
grin ^nn++++=grin,
, ^zz++++=EXTRAWORD
rent ^nn++++=rent
or ^cc++++=or
storage ^nn+nom+++=storage
or ^cc++++=or
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Miss ^npt++++=Miss
Merk ^np++++=Merk,
, ^zz++++=EXTRAWORD
the ^ati++++=the
seventh ^nn++++=seventh
assistant ^nn+nom+++=assistant
librarian ^nn++++=librarian,
, ^zz++++=EXTRAWORD
to ^in++++=to
Miss ^npt++++=Miss
Heaslip ^np++++=Heaslip,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ninth ^od++++=ninth
assistant ^nn+nom+++=assistant
librarian ^nn++++=librarian.
. ^zz++++=EXTRAWORD
Sunday ^nr++++=Sunday
night ^nn++++=night
firm ^jj+atrb+++=firm
determined ^jj+atrb++xvbn+=determined
steps ^nns++++=steps
took ^vbd+++xvbn+=took
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
to ^in++++=to
the ^ati++++=the
bungalow ^nn++++=bungalow
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley's
's ^$++++=EXTRAWORD
sweet ^jj+atrb+++=sweet
resonant ^jj+atrb+++=resonant
voice ^nn++++=voice
in ^in++++=in
the ^ati++++=the
living ^jj+atrb++xvbg+=living
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled
grimly ^rb++++=grimly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
telling ^xvbg+++xvbg+=telling
Blossom ^vb++++=Blossom
about ^in++++=about
a ^at++++=a
curious ^jj++++=curious
little ^ap++++=little
animal ^nn++++=animal
I ^pp1a+pp1+++=I
take ^vb++++=take
rather ^rb++++=rather
a ^at++++=a
special ^jj+atrb+++=special
interest ^nn++++=interest
in ^in+strn+++=in,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
the ^ati++++=the
man ^nn++++=man
from ^in++++=from
Xenia ^np+++??+=Xenia,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
condescending ^jj+atrb+++=condescending
nod ^nn++++=nod
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
checked ^vwbn+++xvbn+=checked
the ^ati++++=the
frown ^nn++++=frown
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
started ^vprf+++xvbnx+=started
to ^to++++=to
gather ^vbi+vprv+++=gather
at ^in++++=at
" ^zz++++="Blossom,"
blossom ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
politely ^rb+cnj+++=politely,
, ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
the ^ati++++=the
beast ^nn++++=beast's
's ^$++++=EXTRAWORD
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
aard ^nn+++??+=aard-vark,"
- ^zz++++=EXTRAWORD
vark ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cape ^np++++=Cape
ant ^nn++++=ant
bear ^nn++++=bear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
finished ^xvbn+++xvbn+=finished
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
" ^zz++++="or
or ^cc++++=EXTRAWORD
earth ^nn++++=earth
pig ^nn++++=pig.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lives ^nns++++=lives
on ^in++++=on
ants ^nns++++=ants,
, ^zz++++=EXTRAWORD
burrows ^np++++=burrows
rapidly ^rb+cnj+++=rapidly,
, ^zz++++=EXTRAWORD
