Sir ^npt++++=Sir
be ^vb+be+aux++=be
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
share ^vbi++++=share
it ^pp3+it+++=it
equally ^rb++++=equally
with ^in++++=with
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
rather ^rb+cnj+++=rather,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
hunchback ^nn+++??+=hunchback
calmly ^rb+cnj+++=calmly,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^in++++=EXTRAWORD
state ^nn++++=state
the ^ati++++=the
thing ^nn++++=thing
correctly ^rb+cnj+++=correctly,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
brother ^nn++++=brother
David ^np++++=David
would ^md+prd+++=would
be ^vb+be+aux++=be
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
share ^vbi++++=share
any ^dti++++=any
discovered ^jj+atrb++xvbn+=discovered
personal ^jj+atrb+++=personal
property ^nn++++=property
with ^in++++=with
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
gave ^vbd+++xvbnx+=gave
my ^pp$+pp1+++=my
brother ^nn++++=brother
David ^np++++=David
a ^at++++=a
hundred ^cd++++=hundred
dollars ^nns++++=dollars
for ^in++++=for
his ^pp$+pp3+++=his
share ^nn++++=share
in ^in++++=in
the ^ati++++=the
folderol ^nn+++??+=folderol
about ^in++++=about
the ^ati++++=the
premises ^nns++++=premises,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
possession ^nn++++=possession
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
lands ^nns++++=lands."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
after ^in++++=after
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
happened ^vbd+++xvbn+=happened?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn++++=hunchback
uttered ^vwbn+++xvbn+=uttered
a ^at++++=a
queerly ^rb++++=queerly
inflected ^jj+atrb+++=inflected
expletive ^nn++++=expletive,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
bitter ^jj+atrb+++=bitter
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^in++++=EXTRAWORD
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
real ^jj+atrb+++=real
man ^nn++++=man
in ^in++++=in
my ^pp$+pp1+++=my
brother ^nn++++=brother
David ^np++++=David,
, ^zz++++=EXTRAWORD
as ^ql++++=as
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
old ^jj++++=old
and ^cc+phrs+++=and
dying ^jj+++xvbg+=dying,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
so ^ql++++=so
clearly ^rb++++=clearly
seen ^vprf+++xvbn+=seen
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
thief ^nn++++=thief
and ^cc++++=and
fugitive ^nn++++=fugitive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
words ^nns++++=words
the ^ati++++=the
girl ^nn++++=girl
in ^in++++=in
the ^ati++++=the
chair ^nn++++=chair
before ^cs+sub+++=before
my ^pp$+pp1+++=my
father ^nn++++=father
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lithe ^nn+++??+=lithe
figure ^nn++++=figure
firm ^nn++++=firm,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
chin ^nn++++=chin
up ^rp++++=up,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hair ^nn++++=hair
spun ^vbd+++xvbn+=spun
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fine ^jj++++=fine,
, ^zz++++=EXTRAWORD
open ^jj+atrb+++=open,
, ^zz++++=EXTRAWORD
defiant ^jj+atrb+++=defiant
courage ^nn+nom+++=courage
of ^in++++=of
the ^ati++++=the
first ^od++++=first
women ^nns++++=women
of ^in++++=of
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
with ^in++++=with
the ^ati++++=the
patriarchs ^nns++++=patriarchs
out ^rp+pl+++=out
of ^in++++=of
Asia ^np++++=Asia,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
lifted ^vbd+++xvbn+=lifted
face ^nn++++=face.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
moved ^vbd+++xvbn+=moved
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
would ^md+prd+++=would
stop ^vb++++=stop
the ^ati++++=the
hunchback ^nn+++??+=hunchback's
's ^vbz+bez+vrb++0=EXTRAWORD
cruel ^jj+atrb+++=cruel
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers
firmly ^rb++++=firmly
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
so ^pn++++=so
far ^rb+cnj+++=far,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="let
let ^vb+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him
go ^vb++++=go
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
him ^pp3o+pp3+++=him
omit ^vb++++=omit
no ^at++++=no
word ^nn++++=word,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
hear ^vb+vprv+++=hear
every ^at++++=every
ugly ^jj+atrb+++=ugly
thing ^nn++++=thing
the ^ati++++=the
creature ^nn++++=creature
has ^md"++pmd"++=has
to ^md+nec+++=to
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dillworth ^np+++??+=Dillworth
sat ^vbd+++xvbn+=sat
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair
at ^rb++++=at
ease ^nn++++=ease,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
supercilious ^jj+atrb+++=supercilious
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
girl ^nn++++=girl
and ^cc++++=and
addressed ^vbd+++xvbn+=addressed
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
recall ^vb+vprv+++=recall
the ^ati++++=the
details ^nns++++=details
of ^in++++=of
that ^dt+dem+++=that
robbery ^nn+nom+++=robbery,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
in ^in++++=in
his ^pp$+pp3+++=his
complacent ^jj++++=complacent,
, ^zz++++=EXTRAWORD
piping ^nn++++=piping
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
brother ^nn++++=brother
David ^np++++=David
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married
a ^at++++=a
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
guest ^nn++++=guest
invited ^vwbn+++xvbn+=invited
in ^rb+phrv+++=in
the ^ati++++=the
Scriptures ^nns++++=Scriptures.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
brother ^npt++++=brother
lived ^vbd+++xvbn+=lived
with ^in+ppvb+++=with
his ^pp$+pp3+++=his
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
people ^nn++++=people
in ^in++++=in
their ^pp$+pp3+++=their
house ^nn++++=house.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
night ^nn++++=night
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
me ^pp1o+pp1+++=me
to ^to++++=to
borrow ^vbi++++=borrow
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused
and ^cc+phrs+++=and
pointed ^vbd+++xvbn+=pointed
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
index ^nn++++=index
finger ^nn++++=finger
through ^in++++=through
the ^ati++++=the
doorway ^nn++++=doorway
and ^cc++++=and
across ^in+pl+++=across
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
room ^nn++++=room
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
received ^vbd+++xvbnx+=received
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
please ^uh++++=please
me ^pp1o+pp1+++=me
to ^to++++=to
put ^vbi++++=put
money ^nn++++=money
into ^in++++=into
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
admonished ^vbd+++xvbnx+=admonished
him ^pp3o+pp3+++=him
with ^in++++=with
wise ^jj+atrb+++=wise
counsel ^nn++++=counsel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
receive ^vb++++=receive
my ^pp$+pp1+++=my
words ^nns++++=words
with ^in++++=with
a ^at++++=a
proper ^jj+atrb+++=proper
brotherly ^jj+atrb+++=brotherly
regard ^nn++++=regard.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flared ^vbd+++xvbnx+=flared
up ^rp++++=up
in ^in++++=in
unmanageable ^jj+atrb+++=unmanageable
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
damned ^vbd+++xvbnx+=damned
me ^pp1o+pp1+++=me
with ^in++++=with
reproaches ^nns++++=reproaches,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
stolen ^vprf+++xvbnx+=stolen
his ^pp$+pp3+++=his
inheritance ^nn+nom+++=inheritance,
, ^zz++++=EXTRAWORD
poisoned ^jj++++=poisoned
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
against ^in++++=against
him ^pp3o+pp3+++=him
and ^cc++++=and
slipped ^vpsv++agls+xvbn+=slipped
into ^in++++=into
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
lands ^nns++++=lands.
. ^zz++++=EXTRAWORD
` ^zz++++=`Pretentious
pretentious ^jj++++=EXTRAWORD
and ^cc+phrs+++=and
perfidious ^jj++++=perfidious'
' ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
firm ^jj+pred+++=firm
and ^cc+phrs+++=and
gentle ^jj++++=gentle.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
violent ^jj++++=violent
and ^cc++++=and
a ^at++++=a
thing ^nn++++=thing
happened ^vbd+++xvbn+=happened."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
put ^vbd+++xvbn+=put
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
hand ^nn++++=hand
and ^cc++++=and
moved ^vbd+++xvbn+=moved
it ^pp3+it+++=it
along ^in++++=along
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
above ^in+pl+++=above
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
secretary ^nn+nom+++=secretary
beside ^in+pl+++=beside
the ^ati++++=the
hearth ^nn++++=hearth
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
room ^nn++++=room.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
piece ^nn++++=piece
with ^in++++=with
drawers ^nns+nom+++=drawers
below ^in+pl+++=below
and ^cc++++=and
glass ^nn++++=glass
doors ^nns++++=doors
above ^jjb++++=above.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
doors ^nns++++=doors
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
opened ^vpsv++agls+xvbnx+=opened
for ^in++++=for
many ^ap++++=many
years ^nns++++=years,
, ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
on ^in++++=on
the ^ati++++=the
shelves ^nns++++=shelves
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them
one ^cd1++++=one
could ^md+pos+++=could
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
except ^in++++=except
some ^dti++++=some
rows ^nns++++=rows
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
wooden ^jj+atrb+++=wooden
boxes ^nns++++=boxes
that ^tht+rel+++=that
indigo ^jj+++??+=indigo
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi+vbi+aux++=be
sold ^vbd+++xvbn+=sold
in ^in++++=in
at ^in++++=at
the ^ati++++=the
country ^nn++++=country
stores ^nns++++=stores."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
paused ^vbd+++xvbn+=paused
as ^cs+sub+++=as
though ^cs+sub+++=though
to ^to++++=to
get ^vbi++++=get
the ^ati++++=the
details ^nns++++=details
of ^in++++=of
his ^pp$+pp3+++=his
story ^nn++++=story
precisely ^rb++++=precisely
in ^in++++=in
relation ^nn+nom+++=relation.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
sat ^vbd+++xvbnx+=sat
at ^in++++=at
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
table ^nn++++=table
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
brother ^nn++++=brother
David ^np++++=David
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great,
, ^zz++++=EXTRAWORD
tall ^jj+atrb+++=tall
man ^nn++++=man,
, ^zz++++=EXTRAWORD
like ^in++++=like
Saul ^np+++??+=Saul.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
gesticulated ^vbd+++xvbnx+=gesticulated
by ^in++++=by
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
elbow ^nn++++=elbow
crashed ^vbd+++xvbn+=crashed
through ^in++++=through
the ^ati++++=the
glass ^nn++++=glass
door ^nn++++=door
of ^in++++=of
this ^dt+dem+++=this
secretary ^nn+nom+++=secretary;
; ^zz++++=EXTRAWORD
the ^ati++++=the
indigo ^nn+++??+=indigo
boxes ^nns++++=boxes
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
burst ^j+++xvbn+=burst
open ^jj++++=open
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
hidden ^jj+atrb++xvbn+=hidden
store ^nn++++=store
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
money ^nn++++=money
was ^vbd+bedz+aux++=was
revealed ^vpsv++agls+xvbnx+=revealed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wooden ^jj+atrb+++=wooden
boxes ^nns++++=boxes
were ^vbd+bed+vrb++=were
full ^jj+pred+++=full
of ^in++++=of
gold ^nn++++=gold
pieces ^nns++++=pieces!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
and ^cc+phrs+++=and
passed ^vbd+++xvbn+=passed
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
over ^in++++=over
his ^pp$+pp3+++=his
projecting ^jj+atrb++xvbg+=projecting
chin ^nn++++=chin.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
negro ^nn++++=negro
was ^vbd+bedz+vrb++=was
at ^rb++++=at
a ^at++++=a
distant ^jj+atrb+++=distant
frolic ^nn++++=frolic.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
justified ^vpsv++agls+xvbnx+=justified
in ^cs+sub+++=in
that ^cs"++++=that
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
brother ^nn++++=brother
leaped ^vbd+++xvbn+=leaped
on ^in++++=on
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
me ^pp1o+pp1+++=me
a ^at++++=a
stunning ^jj+atrb+++=stunning
blow ^nn++++=blow
on ^in++++=on
the ^ati++++=the
chest ^nn++++=chest
over ^in++++=over
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
gathered ^j+++xvbn+=gathered
up ^rp++++=up
the ^ati++++=the
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
my ^pp$+pp1+++=my
horse ^nn++++=horse
and ^cc++++=and
fled ^vbd+++xvbn+=fled.
. ^zz++++=EXTRAWORD
At ^rb++++=At
daybreak ^nn+++??+=daybreak
the ^ati++++=the
negroes ^nns+++??+=negroes
found ^vbd+vprv++xvbn+=found
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
unconscious ^jj++++=unconscious.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
Pendleton ^np++++=Pendleton.
. ^zz++++=EXTRAWORD
The ^ati++++=The
negroes ^nns+++??+=negroes
had ^vbd+hvd+aux++=had
washed ^vprf+++xvbnx+=washed
up ^rp++++=up
the ^ati++++=the
litter ^nn++++=litter
from ^in++++=from
the ^ati++++=the
hearth ^nn++++=hearth
where ^wrb+who+++=where
the ^ati++++=the
indigo ^nn+++??+=indigo
about ^in++++=about
the ^ati++++=the
coins ^nns++++=coins
in ^in++++=in
the ^ati++++=the
boxes ^nns++++=boxes
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
shaken ^vpsv++agls+xvbnx+=shaken
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
interrupted ^vbd+++xvbn+=interrupted:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
negroes ^nn++++=negroes
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
floor ^nn++++=floor
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
scrubbed ^vpsv++agls+xvbnx+=scrubbed
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
found ^vbd+vprv+tht0+xvbnx+=found
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+aux++=were
drunk ^vpsv++agls+xvbnx+=drunk,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
the ^ati++++=the
hunchback ^nn+++??+=hunchback
with ^in++++=with
no ^at++++=no
concern ^nn++++=concern.
. ^zz++++=EXTRAWORD
" ^zz++++="And,
and ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
does ^vbz+doz+aux++=does
one ^cd1++++=one
hold ^vb+vprv+++=hold
a ^at++++=a
drunken ^jj+atrb+++=drunken
negro ^nn++++=negro
to ^in++++=to
his ^pp$+pp3+++=his
fact ^nn++++=fact?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw
for ^in++++=for
yourself ^ppl+pp2+++=yourself
the ^ati++++=the
wooden ^jj+atrb+++=wooden
boxes ^nns++++=boxes,
, ^zz++++=EXTRAWORD
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
three ^cd++++=three
inches ^nns++++=inches
high ^jj++++=high,
, ^zz++++=EXTRAWORD
with ^in++++=with
tin ^nn++++=tin
lids ^nns++++=lids,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
a ^at++++=a
diameter ^nn+nom+++=diameter
to ^to++++=to
hold ^vbi+vprv+++=hold
a ^at++++=a
stack ^nn++++=stack
of ^in++++=of
golden ^jj+atrb+++=golden
eagles ^nns++++=eagles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
indigo ^nn+++??+=indigo
still ^rb++++=still
sticking ^vbg+++xvbg+=sticking
about ^in++++=about
the ^ati++++=the
sides ^nns++++=sides
of ^in++++=of
these ^dt+dem+++=these
boxes ^nns++++=boxes
where ^wrb+who+++=where
the ^ati++++=the
coins ^nns++++=coins
had ^vbd+hvd+aux++=had
laid ^vprf+++xvbnx+=laid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
observed ^vbd+vprv+tht0+xvbnx+=observed
it ^pp3+it+++=it
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces
might ^md+pos+++=might
turn ^vb++++=turn
up ^rb+phrv+++=up
sometime ^rb+cnj+++=sometime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
blue ^jj+atrb+++=blue
indigo ^nn+++??+=indigo
stain ^nn++++=stain
might ^md+pos+++=might
be ^vb+be+vrb++=be
on ^in++++=on
them ^pp3o+pp3+++=them
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
first ^od++++=first
appeared ^vprf+++xvbn+=appeared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dillworth ^np+++??+=Dillworth
leaned ^vbd+++xvbn+=leaned
far ^rb+pl+++=far
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
legs ^nns++++=legs
` ^zz++++=`tangled
tangled ^jj++++=EXTRAWORD
under ^in++++=under
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
on ^in++++=on
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
in ^in++++=in
reflection ^nn+nom+++=reflection.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
far ^rb+pl+++=far-sighted,"
- ^zz++++=EXTRAWORD
sighted ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
God ^nn++++=God
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
stepping ^vbg+++xvbg+=stepping
over ^in++++=over
to ^in++++=to
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
