Certainly ^rb++++=CERTAINLY
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
this ^dt+pdem+++=this
came ^vbd+++xvbn+=came
dancing ^nvbg+++xvbg+=dancing;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
presently ^rb+tm+++=presently
sunset ^nn++++=sunset
was ^vbd+bedz+aux++=was
casting ^vbg+++xvbgx+=casting
ruby ^np++++=ruby
fires ^nns++++=fires
over ^in++++=over
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
old ^jj+atrb+++=old
parson ^nn++++=parson
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
new ^jj+atrb+++=new
husband ^nn++++=husband
and ^cc++++=and
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blessed ^jj+++xvbn+=blessed
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
if ^cs+cnd+++=if
all ^abn++++=all
power ^nn++++=power
were ^vbd+bed+aux++=were
given ^vpsv++agls+xvbnx+=given
him ^pp3o+pp3+++=him
to ^to++++=to
bless ^vbi++++=bless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
kissed ^vbd+++xvbnx+=kissed
them ^pp3o+pp3+++=them
both ^abx++++=both,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
led ^vbd+++xvbn+=led
the ^ati++++=the
way ^nn++++=way
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mary ^np++++=Mary
went ^vbd+++xvbn+=went
inside ^jjb++++=inside
and ^cc+phrs+++=and
divested ^jj+++xvbn+=divested
herself ^ppl+pp3+++=herself
of ^in++++=of
her ^pp$+pp3+++=her
lovely ^jj+atrb+++=lovely
finery ^nn++++=finery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
the ^ati++++=the
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
supped ^vbd+++xvbnx+=supped
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
sat ^vbd+++xvbn+=sat
on ^in++++=on
the ^ati++++=the
door ^nn++++=door-stone
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
and ^cc++++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
moon ^np++++=moon
come ^vprf+++xvbn+=come
up ^rp++++=up
and ^cc++++=and
silver ^nn++++=silver
the ^ati++++=the
great ^jj+atrb+++=great
morass ^nn++++=morass
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
inside ^jjb++++=inside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
husband ^nn++++=husband
locked ^vbd+++xvbn+=locked
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,"
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
you ^pp2+pp2+++=you
turn ^vb++++=turn
the ^ati++++=the
key ^jjb++++=key
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
world ^nn++++=world
outside ^in+strn+++=outside!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
and ^cc++++=and
I ^pp1a+pp1+++=I
are ^vb+ber+vrb++=are
one ^pn++++=one!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poet ^nn++++=poet
did ^vbd+dod+aux++=did
not ^xnot++not++=not
do ^vb+do+vrb++=do
much ^rb++++=much
with ^in++++=with
his ^pp$+pp3+++=his
epic ^nn++++=epic,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
year ^nn++++=year;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
us ^pp1o+pp1+++=us
that ^dt+dem+++=that
charming ^vbg+++xvbg+=charming
masque ^&fw++++=masque
of ^in++++=of
" ^zz++++="Mornings
mornings ^nns++++=EXTRAWORD
in ^in++++=in
Arcady ^np+++??+=Arcady"
" ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
haunts ^vbz++++=haunts
its ^pp$+it+++=its
lovers ^nns++++=lovers
as ^cs+sub+++=as
remembered ^vbd+vprv++xvbn+=remembered
strains ^nns++++=strains
of ^in++++=of
music ^nn++++=music
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
the ^ati++++=the
beginnings ^nns++++=beginnings
of ^in++++=of
his ^pp$+pp3+++=his
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
wrought ^vbd+++xvbnx+=wrought
with ^in++++=with
his ^pp$+pp3+++=his
carpentry ^nn++++=carpentry
tools ^nns++++=tools,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+vrb++=did
some ^dti++++=some
repairing ^jj+++xvbg+=repairing
on ^in++++=on
the ^ati++++=the
motor ^nn++++=motor-car;
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
sooth ^np++++=sooth
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
needed ^vbd+++xvbn+=needed
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
renewing ^xvbg+++xvbg+=renewing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
took ^vbd+++xvbn+=took
all ^rb++++=all
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
the ^ati++++=the
check ^nn++++=check
for ^in++++=for
his ^pp$+pp3+++=his
poem ^nn++++=poem
to ^to++++=to
replace ^vbi++++=replace
the ^ati++++=the
useless ^jj+atrb+++=useless
parts ^nns++++=parts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
other ^ap++++=other
verses ^nns++++=verses,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
by ^in++++=by
and ^cc++++=and
by ^in++++=by
came ^vbd+++xvbn+=came
the ^ati++++=the
little ^jj+atrb+++=little
child ^nn++++=child,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
small ^jj+atrb+++=small
angel ^nn++++=angel
had ^vbd+hvd+aux++=had
wandered ^vprf+++xvbnx+=wandered
out ^rp+pl+++=out
of ^in++++=of
heaven ^nn++++=heaven.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Mary ^np++++=Mary
began ^vbd+++xvbn+=began
to ^to++++=to
have ^vbi++++=have
a ^at++++=a
strange ^jj++++=strange
foreboding ^jj+++xvbg+=foreboding
about ^in++++=about
the ^ati++++=the
main ^jjb+atrb+++=main
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
some ^dti++++=some
baleful ^jj+atrb+++=baleful
influence ^nn+nom+++=influence
there ^rn+pl+++=there
that ^dt+pdem+++=that
might ^md+pos+++=might
harm ^vb++++=harm
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
So ^ql++++=So
her ^pp$+pp3+++=her
husband ^nn++++=husband
took ^vbd+++xvbn+=took
the ^ati++++=the
child ^nn++++=child
with ^in++++=with
her ^pp$+pp3+++=her
and ^cc++++=and
went ^vbd+++xvbn+=went
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
main ^jjb+atrb+++=main
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
showed ^vbd+vprv++xvbn+=showed
her ^pp$+pp3+++=her
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
there ^rn+pl+++=there
but ^cc++++=but
emptiness ^nns+nom+++=emptiness,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
gloom ^vb++++=gloom;
; ^zz++++=EXTRAWORD
for ^in++++=for
how ^wrb+who+whq++=how
could ^md+pos+++=could
gloom ^vb++++=gloom
live ^vb++++=live
in ^in++++=in
a ^at++++=a
place ^nn++++=place
flooded ^jj++++=flooded
with ^in++++=with
sunshine ^nn++++=sunshine
through ^in++++=through
all ^abn++++=all
its ^pp$+it+++=its
many ^ap++++=many
windows ^nns++++=windows?
? ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
twin ^nn++++=twin
babies ^nns++++=babies
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
Mary ^np++++=Mary
had ^vb+hv+vrb++=had
the ^ati++++=the
clothes ^nns++++=clothes
hung ^vbd+++xvbn+=hung
there ^rn+pl+++=there
to ^in++++=to
dry ^jj++++=dry.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
now ^rn+tm+++=now
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
the ^ati++++=the
flute ^nn++++=flute-blower
- ^zz++++=EXTRAWORD
blower ^nn++++=EXTRAWORD
come ^vb++++=come
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
their ^pp$+pp3+++=their
friends ^nns++++=friends
from ^in++++=from
the ^ati++++=the
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
merry ^jj++++=merry
in ^in++++=in
the ^ati++++=the
spacious ^jj+atrb+++=spacious
places ^nns++++=places
of ^in++++=of
the ^ati++++=the
main ^jjb+atrb+++=main
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
put ^vbi++++=put
on ^rb+phrv+++=on
a ^at++++=a
brighter ^jjr+atrb+++=brighter
face ^nn++++=face
in ^in++++=in
welcome ^nn++++=welcome.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
rumor ^nn++++=rumor
of ^in++++=of
war ^nn++++=war
the ^ati++++=the
women ^nns++++=women
gathered ^vbd+++xvbn+=gathered
there ^rn+pl+++=there
to ^to++++=to
scrape ^vbi++++=scrape
lint ^nn++++=lint
and ^cc++++=and
roll ^nn++++=roll
bandages ^nns+nom+++=bandages,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
their ^pp$+pp3+++=their
children ^nns++++=children
played ^vbd+++xvbn+=played
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
in ^in++++=in
summer ^nn++++=summer
the ^ati++++=the
Sunday ^nr++++=Sunday-school
- ^zz++++=EXTRAWORD
school ^npl++++=EXTRAWORD
received ^vbd+++xvbn+=received
their ^pp$+pp3+++=their
lessons ^nns++++=lessons
there ^rn+pl+++=there
and ^cc++++=and
sang ^nc+++xvbn+=sang
their ^pp$+pp3+++=their
hymns ^nns++++=hymns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
festa ^&fw++++=festa.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
poet ^nn++++=poet
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
wish ^nn++++=wish
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing
his ^pp$+pp3+++=his
children ^nns++++=children
at ^rb++++=at
play ^nn++++=play
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
in ^in++++=in
a ^at++++=a
while ^cs+sub+++=while
the ^ati++++=the
visiting ^jj+atrb++xvbg+=visiting
village ^nn+nom+++=village
children ^nns++++=children
found ^vbd+vprv++xvbn+=found
themselves ^ppls+pp3+++=themselves
storm ^nn++++=storm-bound
- ^zz++++=EXTRAWORD
bound ^vbd+++xvbn+=EXTRAWORD
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
staying ^vbg+++xvbg+=staying
for ^in++++=for
days ^nns++++=days
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wide ^jj+atrb+++=wide
rooms ^nns++++=rooms
rang ^vbd+++xvbn+=rang
with ^in++++=with
their ^pp$+pp3+++=their
glad ^jj+atrb+++=glad
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
The ^ati++++=The
place ^nn++++=place
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
when ^wrb+who+++=when
her ^pp3o+pp3+++=her
mother ^npt++++=mother
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
the ^ati++++=the
poet ^nn++++=poet
came ^vbd+++xvbn+=came
to ^in++++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
heralded ^xvbn+++xvbn+=heralded
by ^in++++=by
a ^at++++=a
great ^nn++++=great
puffing ^vwbg+++xvbg+=puffing
and ^cc++++=and
blowing ^vwbg+++xvbg+=blowing,
, ^zz++++=EXTRAWORD
sliding ^jj+++xvbg+=sliding
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
in ^in++++=in
the ^ati++++=the
motor ^nn++++=motor-car.
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
quite ^abl++++=quite
regenerated ^jj+++xvbn+=regenerated,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
run ^vprf+++xvbnx+=run
it ^pp3+it+++=it
down ^in++++=down
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
back ^jjb++++=back
to ^to++++=to
make ^vbi++++=make
assurance ^nn+nom+++=assurance
doubly ^rb++++=doubly
sure ^jj++++=sure.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
mother ^nn++++=mother
will ^md+prd+++=will
keep ^vb++++=keep
the ^ati++++=the
babies ^nns++++=babies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
will ^md+prd+++=will
follow ^vb+vprv+++=follow
the ^ati++++=the
poor ^jj+atrb+++=poor
Mad ^jj+atrb+++=Mad
Lady ^np++++=Lady's
's ^$++++=EXTRAWORD
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
motors ^nns++++=motors
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+vrb++=have
them ^pp3o+pp3+++=them
again ^rb+tm+++=again
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
chose ^vbd+++xvbnx+=chose
to ^to++++=to
accept ^vbi+vprv+++=accept
the ^ati++++=the
conditions ^nns+nom+++=conditions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
afraid ^jj+pred+++=afraid!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
machine ^nn++++=machine
is ^vbz+bez+vrb++=is
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Shabby ^jj++++=Shabby,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
can ^md+pos+++=can
go ^vb++++=go
like ^in++++=like
blazes ^nns++++=blazes.
. ^zz++++=EXTRAWORD
A ^at++++=A
pity ^nn++++=pity
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
attended ^vbd+++xvbn+=attended
to ^in++++=to
it ^pp3+it+++=it
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
first ^od++++=first
set ^vb+++xvbn+=set
up ^rb+phrv+++=up
our ^pp$+pp1+++=our
gods ^nns++++=gods
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
thing ^nn++++=thing
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
have ^vbi++vrb++=have
a ^at++++=a
wife ^nn++++=wife!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
obediently ^rb++++=obediently
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
thing ^nn++++=thing
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
have ^vbi++vrb++=have
a ^at++++=a
limousine ^nn++++=limousine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
a ^at++++=a
chauffeur ^nn++++=chauffeur!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
car ^nn++++=car
slid ^vbd+++xvbn+=slid
along ^in++++=along
Mary ^np++++=Mary
idly ^rb++++=idly
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
the ^ati++++=the
speaking ^jj+++xvbg+=speaking-tube
- ^zz++++=EXTRAWORD
tube ^nn++++=EXTRAWORD
through ^in++++=through
which ^whp+rel+pied++=which
one ^cd1++++=one
gives ^vbz++++=gives
orders ^vb++++=orders
to ^to+vcmp+++=to
the ^ati++++=the
man ^nn++++=man
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
murmurs ^nns++++=murmurs
in ^in++++=in
it ^pp3+it+++=it
like ^in++++=like
a ^at++++=a
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
faint ^jj++++=faint,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
murmurs ^nns++++=murmurs
swelled ^vbd+++xvbn+=swelled
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
only ^rb+down+++=only
distinct ^jj++++=distinct
but ^cc+phrs+++=but
startling ^jj++++=startling.
. ^zz++++=EXTRAWORD
Mary ^np++++=Mary
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
tube ^nn++++=tube,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
caught ^vbd+++xvbn+=caught
it ^pp3+it+++=it
up ^rp++++=up
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
evidently ^rb++++=evidently.
. ^zz++++=EXTRAWORD
" ^zz++++="Down
down ^rp++++=EXTRAWORD
this ^dt+dem+++=this
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
try ^vb++++=try
the ^ati++++=the
first ^od++++=first
turn ^vb++++=turn
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
the ^ati++++=the
left ^nn+++xvbn+=left?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb+vprv+++=mean
the ^ati++++=the
right ^nn++++=right.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
by ^in++++=by
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
straight ^rb++++=straight
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
stop ^vb++++=stop,
, ^zz++++=EXTRAWORD
stop ^vb++++=stop,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
think ^vb+vprv+tht0++=think
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
right ^jj++++=right!
! ^zz++++=EXTRAWORD
The ^ati++++=The
Springwood ^np+++??+=Springwood
way ^nn++++=way,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Commoners ^nns+nom++??+=Commoners,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
the ^ati++++=the
third ^nn++++=third
from ^in++++=from
the ^ati++++=the
forks ^nns++++=forks.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
it ^pp3+it+++=it
be ^vb+be+vrb++=be
so ^ql+emph+++=so
difficult ^jj++++=difficult
to ^to+jcmp+++=to
reach ^vbi++++=reach
the ^ati++++=the
road ^nn++++=road
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
bring ^vb++++=bring
in ^rb+phrv+++=in
the ^ati++++=the
hay ^nn++++=hay?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
never ^rb++++=never
arrive ^vb++++=arrive?
? ^zz++++=EXTRAWORD
Shall ^md+prd+++=Shall
we ^pp1a+pp1+++=we
never ^rb++++=never
find ^vb+vprv+tht0++=find
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
be ^vb+be+aux++=be
lost ^vpsv++agls+xvbnx+=lost!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
be ^vb+be+vrb++=be
water ^nn++++=water-soaked!
- ^zz++++=EXTRAWORD
soaked ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
at ^rb++++=at
the ^ati++++=the
roots ^nns++++=roots
of ^in++++=of
the ^ati++++=the
big ^jj+atrb+++=big
tree ^nn++++=tree
that ^tht+rel+subj++=that
leans ^vbz++++=leans
over ^in++++=over
the ^ati++++=the
marsh ^nn++++=marsh.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here!
! ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
on ^in++++=on
more ^rbr++++=more
speed ^nn++++=speed!
! ^zz++++=EXTRAWORD
Hurry ^np++++=Hurry,
, ^zz++++=EXTRAWORD
hurry ^np++++=hurry,
, ^zz++++=EXTRAWORD
faster ^rbr++++=faster!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
precious ^jj+pred+++=precious,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
priceless ^jj+pred+++=priceless,
, ^zz++++=EXTRAWORD
lives ^nns++++=lives
depend ^vb++++=depend
upon ^in++++=upon
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
turn ^nn++++=turn
to ^to++++=to
try ^vbi++++=try
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
" ^zz++++="Stop!"
stop ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
bring ^vb++++=bring
herself ^ppl+pp3+++=herself
to ^to++++=to
use ^vbi++++=use
that ^cs+sub+++=that
speaking ^vbg+++xvbg+=speaking-tube.
- ^zz++++=EXTRAWORD
tube ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
flung ^vbd+++xvbnx+=flung
herself ^ppl+pp3+++=herself
against ^in++++=against
the ^ati++++=the
glass ^nn++++=glass
between ^in++++=between
herself ^ppl+pp3+++=herself
and ^cc++++=and
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
saw ^vbd+vprv+tht0+xvbn+=saw
her ^pp$+pp3+++=her
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopped ^vbd+++xvbn+=stopped
instantly ^rb+tm+++=instantly.
