Although ^cs+con+++=Although
Wittaker ^np+nom++??+=Wittaker.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know--765
-- ^--+clp+++=EXTRAWORD
765 ^cd++++=EXTRAWORD
Locust ^np+++??+=Locust
Avenue ^nn++++=Avenue.
. ^zz++++=EXTRAWORD
Broken ^j+++xvbn+=Broken
into ^in+strn+++=into?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
broken ^j+++xvbn+=broken
out ^rp+pl+++=out
of ^in+strn+++=of!
! ^zz++++=EXTRAWORD
While ^cs+sub+++=While
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
out ^rp+pl+++=out
at ^in++++=at
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Opened ^j+++xvbn+=Opened
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door
with ^in++++=with
a ^at++++=a
key ^nn++++=key.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
key ^jjb++++=key,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook?
? ^zz++++=EXTRAWORD
Thin ^jj++++=Thin,
, ^zz++++=EXTRAWORD
nickel ^nn++++=nickel-silver
- ^zz++++=EXTRAWORD
silver ^nn++++=EXTRAWORD
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
taken ^vbd+++xvbn+=taken?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Left ^j+++xvbn+=Left
a ^at++++=a
dozen ^cd++++=dozen
solid ^jj+atrb+++=solid
silver ^nn++++=silver
spoons ^nns++++=spoons
engraved ^vbd+++xvbn+=engraved
with ^in++++=with
your ^pp$+pp2+++=your
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
initials ^nns+nom+++=initials?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
broke ^vbd+++xvbn+=broke
out ^rp+pl+++=out
through ^in++++=through
a ^at++++=a
cellar ^nn++++=cellar
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
such ^abl++++=such
things ^nns++++=things
have ^vb+hv+aux++=have
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
send ^vb++++=send--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
around ^rp++++=around,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
the ^ati++++=the
name ^nn++++=name
and ^cc++++=and
address ^nns+nom+++=address,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
attend ^vb++++=attend
to ^in++++=to
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
concluded ^vbd+vprv++xvbnx+=concluded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hung ^vbd+++xvbn+=hung
up ^rp++++=up
the ^ati++++=the
receiver ^nn+nom+++=receiver.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
to ^in++++=to
Billy ^np++++=Billy
Getz ^np+++??+=Getz.
. ^zz++++=EXTRAWORD
" ^zz++++="Billy,"
billy ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
severely ^rb+cnj+++=severely,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
another ^dt++++=another
of ^in++++=of
your ^pp$+pp2+++=your
jokes ^nns++++=jokes?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wittaker,"
wittaker ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
word ^nn++++=word
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wittaker ^np+nom++??+=Wittaker
rather ^rb++++=rather
reluctantly ^rb++++=reluctantly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+++=suppose
is ^vbz+bez+aux++=is
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
take ^vbi++++=take
the ^ati++++=the
honor ^nn++++=honor
of ^in++++=of
town ^nn++++=town
cut ^vbd+++xvbn+=cut-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
from ^in++++=from
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
imagine ^vb+vprv+++=imagine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
going ^md"++pmd"++=going
to ^md+prd+++=to
leave ^vb++++=leave
the ^ati++++=the
thing ^nn++++=thing
in ^in++++=in
Gubb ^np++++=Gubb's
's ^$++++=EXTRAWORD
hands ^nns++++=hands?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
mail ^nn++++=mail-order
- ^zz++++=EXTRAWORD
order ^to++++=EXTRAWORD
detective ^nn++++=detective?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
much ^rb++++=much!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
getting ^vbg+++xvbgx+=getting
serious ^jj++++=serious.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
send ^vb++++=send
Purcell ^np+++??+=Purcell
up ^rp++++=up
to ^to++++=to
look ^vbi++++=look
the ^ati++++=the
ground ^nn++++=ground
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
nickel ^nn++++=nickel-silver
- ^zz++++=EXTRAWORD
silver ^nn++++=EXTRAWORD
keys ^nns++++=keys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
break ^nn++++=break
out ^rp+pl+++=out
of ^in++++=of
houses ^nns++++=houses
and ^cc++++=and
leave ^vb++++=leave
engraved ^xvbn+++xvbn+=engraved
spoons ^nns++++=spoons
and ^cc++++=and
forks ^vbz++++=forks
around ^rp++++=around
without ^in++++=without
leaving ^xvbg+++xvbg+=leaving
plenty ^nn++++=plenty
of ^in++++=of
traces ^nns++++=traces.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
man ^nn++++=man
to ^to++++=to-morrow,
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
him ^pp3o+pp3+++=him
a ^at++++=a
good ^nn++++=good
scare ^vb++++=scare."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
in ^in++++=in
the ^ati++++=the
meanwhile ^rb++++=meanwhile
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
directly ^rb++++=directly
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook's
's ^$++++=EXTRAWORD
un ^np++++=un-burgled
- ^zz++++=EXTRAWORD
burgled ^vbd+++xvbn+=EXTRAWORD
house ^npl++++=house
at ^rb++++=at
765 ^cd++++=765
Locust ^np+++??+=Locust
Avenue ^nn++++=Avenue.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook,
, ^zz++++=EXTRAWORD
a ^at++++=a
short ^jj+atrb+++=short,
, ^zz++++=EXTRAWORD
stout ^jj+atrb+++=stout
man ^nn++++=man
with ^in++++=with
a ^at++++=a
husky ^nn+++??+=husky
voice ^nn++++=voice
that ^tht+rel+subj++=that
gurgled ^vbd+++xvbn+=gurgled
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
excited ^vpsv++agls+xvbnx+=excited,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
Deteckative ^np+++??+=Deteckative
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Rising ^jj+atrb++xvbg+=Rising
Sun ^nn++++=Sun
Deteckative ^np+++??+=Deteckative
Agency ^np++++=Agency's
's ^$++++=EXTRAWORD
Correspondence ^nn+nom+++=Correspondence
School ^nn++++=School
of ^in++++=of
Deteckating ^np+++??+=Deteckating,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
to ^to++++=to
see ^vbi+vprv+++=see
about ^in++++=about
your ^pp$+pp2+++=your
un ^np++++=un-burglary,"
- ^zz++++=EXTRAWORD
burglary ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
his ^pp$+pp3+++=his
coat ^nn++++=coat
to ^to++++=to
show ^vbi+vprv+++=show
his ^pp$+pp3+++=his
badge ^nn++++=badge.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
most ^ql+emph+++=most
peculiar ^jj+atrb+++=peculiar
case ^nn++++=case."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
heard ^vbn+vprv+tht0+xvbn+=heard
anything ^pn++++=anything
like ^in++++=like
it ^pp3+it+++=it
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gurgled ^vbd+++xvbn+=gurgled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook.
. ^zz++++=EXTRAWORD
" ^zz++++="Didn't
did ^vbd+dod+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
a ^at++++=a
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Left ^j+++xvbn+=Left
a ^at++++=a
dozen ^cd++++=dozen
spoons ^nns++++=spoons.
. ^zz++++=EXTRAWORD
Came ^j+++xvbn+=Came
in ^in++++=in
at ^in++++=at
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door
and ^cc++++=and
broke ^vbd+++xvbn+=broke
out ^rp+pl+++=out
through ^in++++=through
the ^ati++++=the
cellar ^nn++++=cellar
window ^nn++++=window."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
long ^rb++++=long
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
been ^vprf+ben+aux+xvbn+=been
married ^vpsv++agls+xvbnx+=married?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb,
, ^zz++++=EXTRAWORD
seating ^nvbg+++xvbg+=seating
himself ^ppl+pp3+++=himself
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
a ^at++++=a
chair ^nn++++=chair
and ^cc++++=and
drawing ^nvbg+++xvbg+=drawing
out ^rp+pl+++=out
a ^at++++=a
notebook ^nn++++=notebook
and ^cc++++=and
pencil ^nn++++=pencil.
. ^zz++++=EXTRAWORD
" ^zz++++="Married?
married ^vbd+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
Married ^j+++xvbn+=Married?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+aux++0=EXTRAWORD
that ^tht+vcmp+++=that
got ^vprf+++xvbn+=got
to ^to+vcmp+++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook.
. ^zz++++=EXTRAWORD
" ^zz++++="Twenty
twenty ^cd++++=EXTRAWORD
years ^nns++++=years
next ^rb++++=next
June ^nr++++=June,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
makes ^vbz++++=makes
it ^pp3+it+++=it
a ^at++++=a
difficult ^jj+atrb+++=difficult
case ^nn++++=case,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
was ^vbd+bedz+vrb++=was
a ^at++++=a
bride ^nn++++=bride
and ^cc++++=and
a ^at++++=a
groom ^nn++++=groom
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
easier ^jjr+pred+++=easier,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
guess ^vb++++=guess
maybe ^rb+hdg+++=maybe
you ^pp2+pp2+++=you
can ^md+pos+++=can
tell ^vb++++=tell
me ^pp1o+pp1+++=me
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
folks ^nns++++=folks
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
to ^in++++=to
dinner ^nn++++=dinner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dinner?"
dinner ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gurgled ^vbd+++xvbn+=gurgled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook.
. ^zz++++=EXTRAWORD
" ^zz++++="Dinner?
dinner ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
When ^wrb+who+++=When?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Since
since ^cs+sub+++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook,
, ^zz++++=EXTRAWORD
" ^zz++++="we've
we ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
thousands ^cds++++=thousands
to ^in++++=to
dinner ^nn++++=dinner!
! ^zz++++=EXTRAWORD
Dining ^nvbg+++xvbg+=Dining
out ^rp+pl+++=out
and ^cc++++=and
giving ^jj+atrb++xvbg+=giving
dinners ^nns+nom+++=dinners
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
favorite ^jj+atrb+++=favorite
amusement ^nn+nom+++=amusement.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
plated ^vprf+++xvbn+=plated
spoons ^nns++++=spoons
and ^cc++++=and
forks ^nns++++=forks,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gurgled ^vbd+++xvbn+=gurgled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
our ^pp$+pp1+++=our
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
affair ^nn++++=affair
too ^rb+cnj+++=too,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Griscom ^np++++=Griscom's
's ^$++++=EXTRAWORD
house ^npl++++=house
was ^vbd+bedz+vrb++=was
un ^np++++=un-burgled
- ^zz++++=EXTRAWORD
burgled ^jj+++xvbn+=EXTRAWORD
last ^rb++++=last
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
plated ^vprf+++xvbnx+=plated
spoons ^nns++++=spoons.
. ^zz++++=EXTRAWORD
The ^ati++++=The
un ^np++++=un-burglar
- ^zz++++=EXTRAWORD
burglar ^jj+++??+=EXTRAWORD
left ^vwbn+++xvbn+=left
solid ^jj+atrb+++=solid
ones ^pn++++=ones
on ^in++++=on
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
like ^in++++=like
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
on ^in++++=on
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reason ^nn++++=reason
induc ^nn+++??+=induc-i-tively,
- ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
- ^zz++++=EXTRAWORD
tively ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
like ^in++++=like
Sherlock ^np++++=Sherlock
Holmes ^np+++??+=Holmes.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
both ^abx++++=both
got ^vbd+++xvbn+=got
plated ^vprf+++xvbn+=plated
spoons ^nns++++=spoons.
. ^zz++++=EXTRAWORD
An ^at++++=An
un ^np++++=un-burglar
- ^zz++++=EXTRAWORD
burglar ^nn+++??+=EXTRAWORD
leaves ^nns++++=leaves
you ^pp2+pp2+++=you
solid ^jj+atrb+++=solid
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+aux++=have
known ^vprf++tht0+xvbnx+=known
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
plated ^vprf+++xvbnx+=plated
ones ^cd1s++++=ones
and ^cc++++=and
needed ^vbd+++xvbn+=needed
solid ^jj+atrb+++=solid
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be
some ^dti++++=some
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
dinner ^nn++++=dinner
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gurgled ^vbd+++xvbn+=gurgled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
plated ^jj+atrb++xvbn+=plated
spoon ^nn++++=spoon
in ^in++++=in
this ^dt+dem+++=this
house ^nn++++=house!
! ^zz++++=EXTRAWORD
Who ^whp+who+++=Who
sent ^vwbn+++xvbn+=sent
you ^pp2+pp2+++=you
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nobody,"
nobody ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
come ^vb++++=come
of ^in++++=of
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
go ^vb++++=go
of ^in++++=of
yourself ^ppl+pp2+++=yourself!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gurgled ^vbd+++xvbn+=gurgled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Millbrook ^np++++=Millbrook
angrily ^rb++++=angrily.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
out ^rb+phrv+++=out!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
way ^nn++++=way
out ^rp+pl+++=out
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb
met ^vbd+++xvbn+=met
Patrolman ^np+nom++??+=Patrolman
Purcell ^np+++??+=Purcell
coming ^vwbg+++xvbg+=coming
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="WHO
who ^whp+who+++=EXTRAWORD
Sent ^vwbn+++xvbn+=SENT
You ^pp2+pp2+++=YOU
Here ^rn+pl+++=HERE,
, ^zz++++=EXTRAWORD
Anyway ^rb+dspt+++=ANYWAY?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
outside ^jjb++++=outside
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
the ^ati++++=the
cellar ^nn++++=cellar
window ^nn++++=window
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
