As ^ql++++=As
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
Lady ^npt++++=Lady
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
too ^ql++++=too
cruel ^jj++++=cruel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
realized.. ^nn+++??+=realized....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
very ^ql+amp+++=very
worked ^jj+++xvbn+=worked-up....
- ^zz++++=EXTRAWORD
up.. ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
One ^cd1++++=One
does ^vbz+doz+aux++=does
work ^vb++++=work
oneself ^ppl++++=oneself
up.. ^nn+++??+=up....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Things ^nns++++=Things
seem ^vb+seem+++=seem
a ^rb++++=a
little ^rb"++++=little
different ^jj+atrb+++=different
now... ^nn+++??+=now...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
glanced ^vbd+++xvbnx+=glanced
at ^rb++++=at
her ^pp3o+pp3+++=her
companion ^nn++++=companion.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
crying ^vbg+++xvbgx+=crying,
, ^zz++++=EXTRAWORD
dearest ^jjt++++=dearest!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
chance ^nn++++=chance
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
chance ^nn++++=chance!
! ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
read ^vprf++tht0+xvbnx+=read
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
back ^rb+phrv+++=back
on ^in+ppvb+++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
that ^dt+dem+++=that
sort ^nn++++=sort
of ^in++++=of
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
hope ^nn++++=hope
of ^in++++=of
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gertrude!"
gertrude ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Sir ^npt++++=Sir
Cloud ^np++++=Cloud's
's ^$++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
gentle ^jj++++=gentle
and ^cc+phrs+++=and
tender ^jj++++=tender,
, ^zz++++=EXTRAWORD
outside ^jjb++++=outside
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Mercy
mercy ^nn++++=EXTRAWORD
on ^in++++=on
us ^pp1o+pp1+++=us!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Lady ^npt++++=Lady
Bargrave ^np+++??+=Bargrave.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb+atrb+++=EXTRAWORD
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Bargrave ^np+++??+=Bargrave
will ^md+prd+++=will
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
asleep ^jj++++=asleep
long ^rb++++=long
since ^in++++=since."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her
in ^in++++=in
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^vpsv++agls+xvbn+=left
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
